SOS_CODE_2021,NegNil_Inc_BE_WFT,NegNil_Inc_BE_WPT,NegNil_Inc_BE_BAW,NegNil_Inc_1EFT_OthPT,NegNil_Inc_1EFT_OthAW,NegNil_Inc_1EFT_OthNW,NegNil_Inc_1EPT_OthAW,NegNil_Inc_1EPT_OthNW,NegNil_Inc_1AW_OthNW,NegNil_Inc_BNW,NegNil_Inc_LFsta_NS,NegNil_Inc_Tot,I_1_149_BE_WFT,I_1_149_BE_WPT,I_1_149_BE_BAW,I_1_149_1EFT_OthPT,I_1_149_1EFT_OthAW,I_1_149_1EFT_OthNW,I_1_149_1EPT_OthAW,I_1_149_1EPT_OthNW,I_1_149_1AW_OthNW,I_1_149_BNW,I_1_149_LFsta_NS,I_1_149_Tot,I_150_299_BE_WFT,I_150_299_BE_WPT,I_150_299_BE_BAW,I_150_299_1EFT_OthPT,I_150_299_1EFT_OthAW,I_150_299_1EFT_OthNW,I_150_299_1EPT_OthAW,I_150_299_1EPT_OthNW,I_150_299_1AW_OthNW,I_150_299_BNW,I_150_299_LFsta_NS,I_150_299_Tot,I_300_399_BE_WFT,I_300_399_BE_WPT,I_300_399_BE_BAW,I_300_399_1EFT_OthPT,I_300_399_1EFT_OthAW,I_300_399_1EFT_OthNW,I_300_399_1EPT_OthAW,I_300_399_1EPT_OthNW,I_300_399_1AW_OthNW,I_300_399_BNW,I_300_399_LFsta_NS,I_300_399_Tot,I_400_499_BE_WFT,I_400_499_BE_WPT,I_400_499_BE_BAW,I_400_499_1EFT_OthPT,I_400_499_1EFT_OthAW,I_400_499_1EFT_OthNW,I_400_499_1EPT_OthAW,I_400_499_1EPT_OthNW,I_400_499_1AW_OthNW,I_400_499_BNW,I_400_499_LFsta_NS,I_400_499_Tot,I_500_649_BE_WFT,I_500_649_BE_WPT,I_500_649_BE_BAW,I_500_649_1EFT_OthPT,I_500_649_1EFT_OthAW,I_500_649_1EFT_OthNW,I_500_649_1EPT_OthAW,I_500_649_1EPT_OthNW,I_500_649_1AW_OthNW,I_500_649_BNW,I_500_649_LFsta_NS,I_500_649_Tot,I_650_799_BE_WFT,I_650_799_BE_WPT,I_650_799_BE_BAW,I_650_799_1EFT_OthPT,I_650_799_1EFT_OthAW,I_650_799_1EFT_OthNW,I_650_799_1EPT_OthAW,I_650_799_1EPT_OthNW,I_650_799_1AW_OthNW,I_650_799_BNW,I_650_799_LFsta_NS,I_650_799_Tot,I_800_999_BE_WFT,I_800_999_BE_WPT,I_800_999_BE_BAW,I_800_999_1EFT_OthPT,I_800_999_1EFT_OthAW,I_800_999_1EFT_OthNW,I_800_999_1EPT_OthAW,I_800_999_1EPT_OthNW,I_800_999_1AW_OthNW,I_800_999_BNW,I_800_999_LFsta_NS,I_800_999_Tot,I_1000_1249_BE_WFT,I_1000_1249_BE_WPT,I_1000_1249_BE_BAW,I_1000_1249_1EFT_OthPT,I_1000_1249_1EFT_OthAW,I_1000_1249_1EFT_OthNW,I_1000_1249_1EPT_OthAW,I_1000_1249_1EPT_OthNW,I_1000_1249_1AW_OthNW,I_1000_1249_BNW,I_1000_1249_LFsta_NS,I_1000_1249_Tot,I_1250_1499_BE_WFT,I_1250_1499_BE_WPT,I_1250_1499_BE_BAW,I_1250_1499_1EFT_OthPT,I_1250_1499_1EFT_OthAW,I_1250_1499_1EFT_OthNW,I_1250_1499_1EPT_OthAW,I_1250_1499_1EPT_OthNW,I_1250_1499_1AW_OthNW,I_1250_1499_BNW,I_1250_1499_LFsta_NS,I_1250_1499_Tot,I_1500_1749_BE_WFT,I_1500_1749_BE_WPT,I_1500_1749_BE_BAW,I_1500_1749_1EFT_OthPT,I_1500_1749_1EFT_OthAW,I_1500_1749_1EFT_OthNW,I_1500_1749_1EPT_OthAW,I_1500_1749_1EPT_OthNW,I_1500_1749_1AW_OthNW,I_1500_1749_BNW,I_1500_1749_LFsta_NS,I_1500_1749_Tot,I_1750_1999_BE_WFT,I_1750_1999_BE_WPT,I_1750_1999_BE_BAW,I_1750_1999_1EFT_OthPT,I_1750_1999_1EFT_OthAW,I_1750_1999_1EFT_OthNW,I_1750_1999_1EPT_OthAW,I_1750_1999_1EPT_OthNW,I_1750_1999_1AW_OthNW,I_1750_1999_BNW,I_1750_1999_LFsta_NS,I_1750_1999_Tot,I_2000_2499_BE_WFT,I_2000_2499_BE_WPT,I_2000_2499_BE_BAW,I_2000_2499_1EFT_OthPT,I_2000_2499_1EFT_OthAW,I_2000_2499_1EFT_OthNW,I_2000_2499_1EPT_OthAW,I_2000_2499_1EPT_OthNW,I_2000_2499_1AW_OthNW,I_2000_2499_BNW,I_2000_2499_LFsta_NS,I_2000_2499_Tot,I_2500_2999_BE_WFT,I_2500_2999_BE_WPT,I_2500_2999_BE_BAW,I_2500_2999_1EFT_OthPT,I_2500_2999_1EFT_OthAW,I_2500_2999_1EFT_OthNW,I_2500_2999_1EPT_OthAW,I_2500_2999_1EPT_OthNW,I_2500_2999_1AW_OthNW,I_2500_2999_BNW,I_2500_2999_LFsta_NS,I_2500_2999_Tot,I_3000_3499_BE_WFT,I_3000_3499_BE_WPT,I_3000_3499_BE_BAW,I_3000_3499_1EFT_OthPT,I_3000_3499_1EFT_OthAW,I_3000_3499_1EFT_OthNW,I_3000_3499_1EPT_OthAW,I_3000_3499_1EPT_OthNW,I_3000_3499_1AW_OthNW,I_3000_3499_BNW,I_3000_3499_LFsta_NS,I_3000_3499_Tot,I_3500_3999_BE_WFT,I_3500_3999_BE_WPT,I_3500_3999_BE_BAW,I_3500_3999_1EFT_OthPT,I_3500_3999_1EFT_OthAW,I_3500_3999_1EFT_OthNW,I_3500_3999_1EPT_OthAW,I_3500_3999_1EPT_OthNW,I_3500_3999_1AW_OthNW,I_3500_3999_BNW,I_3500_3999_LFsta_NS,I_3500_3999_Tot,I_4000more_BE_WFT,I_4000more_BE_WPT,I_4000more_BE_BAW,I_4000more_1EFT_OthPT,I_4000more_1EFT_OthAW,I_4000more_1EFT_OthNW,I_4000more_1EPT_OthAW,I_4000more_1EPT_OthNW
SOS10,54,40,31,34,8,98,11,121,111,14982,191,15682,11,58,14,13,4,31,6,183,77,4042,29,4464,8,43,8,13,0,31,8,411,137,2452,22,3130,0,12,3,10,0,57,3,376,155,1960,27,2599,20,154,48,28,12,86,37,846,288,11000,150,12669,26,166,54,40,16,293,69,1517,544,6082,75,8866,66,459,142,109,29,913,136,2620,954,41200,539,47160,135,965,287,263,53,2106,291,3611,1218,21211,258,30397,311,1958,467,844,202,4062,612,4441,1421,19767,205,34289,1010,3207,780,2963,755,5220,1198,4817,1580,19061,215,40802,1208,1886,554,3475,974,4946,955,3004,999,7236,99,25350,2998,2334,678,4666,1376,4777,1024,2646,847,7512,101,28951,14990,4266,1357,12109,4358,10147,2152,4337,1315,9706,201,64941,17553,2518,772,10511,3720,4494,1185,2246,595,4675,96,48375,16843,1565,472,7543,2549,4055,641,1315,361,3056,109,38507,15430,851,263,4296,1460,1539,350,631,139,1442,39,26436,45160,2539,476,11270,3050,8433,592,2766
SOS11,33,20,11,22,3,25,3,47,19,2712,74,2971,14,33,3,7,0,17,4,94,15,1261,9,1456,8,25,7,8,0,21,4,189,18,660,17,958,3,7,0,10,0,27,3,122,21,596,11,807,27,90,12,36,0,64,13,371,69,4163,84,4932,16,94,6,40,5,157,19,726,99,2237,42,3450,76,325,43,120,22,361,53,1680,221,22150,351,25404,137,544,38,268,39,912,80,2116,246,11139,129,15651,298,994,69,649,86,1730,151,2056,336,10161,116,16642,859,1547,128,2342,179,1834,268,1834,311,9558,138,18999,997,782,90,2203,173,1487,179,949,219,2794,48,9913,2041,850,99,2607,269,1331,149,780,191,2798,61,11171,6957,1334,244,5203,666,2453,353,1076,290,2984,51,21621,5504,605,129,3501,477,888,212,513,97,1331,31,13289,4170,345,105,2108,366,774,123,254,91,868,46,9254,2610,169,55,886,176,242,57,122,29,351,8,4715,4728,413,122,1850,357,1044,105,404
SOS12,3,0,0,6,0,5,0,5,5,299,3,327,4,4,0,0,0,0,0,12,6,155,4,181,0,3,0,0,0,6,0,25,5,73,0,105,0,0,0,0,0,9,3,23,0,68,0,105,8,13,3,5,0,8,5,50,13,474,3,577,0,10,0,8,0,26,5,105,20,269,5,449,16,38,6,23,0,44,3,194,30,2384,47,2784,18,77,3,30,5,126,6,225,52,1062,15,1617,46,101,3,102,8,193,18,224,54,997,9,1754,93,170,14,231,26,195,32,212,46,933,15,1974,77,82,11,207,21,166,25,97,27,280,3,989,179,90,13,244,25,142,16,66,17,266,4,1068,540,145,25,485,62,253,43,135,31,288,7,2007,432,77,18,327,63,98,29,52,14,146,3,1259,343,40,8,204,38,69,7,36,12,95,8,865,244,14,0,104,23,26,9,11,6,30,0,463,448,44,20,188,47,121,14,47
SOS13,209,48,29,83,12,55,3,38,21,1275,33,1814,59,30,10,26,5,32,3,66,20,566,8,831,11,27,4,19,0,30,0,84,20,280,7,487,14,7,3,17,0,29,0,91,7,285,3,461,136,106,19,101,10,78,14,224,36,1505,38,2261,55,69,3,71,5,108,14,317,39,812,14,1508,241,219,33,188,15,234,28,656,104,5929,85,7740,306,328,53,276,27,411,63,773,133,2872,54,5291,481,522,60,550,37,711,66,749,126,2707,33,6058,673,669,112,1025,83,725,132,770,135,2545,57,6921,405,320,38,841,78,567,88,398,100,853,13,3695,1011,412,64,966,90,562,68,319,85,988,21,4594,2396,637,111,1899,219,966,147,499,154,1164,36,8223,1915,361,76,1405,196,419,104,264,63,567,16,5390,1527,220,62,907,146,329,72,170,39,352,22,3844,1066,125,38,459,93,143,39,84,21,180,7,2236,2641,408,80,1342,224,773,76,323
SOS17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOS19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
