SOS_CODE_2021,M_Y12e_15_19,M_Y12e_20_24,M_Y12e_25_34,M_Y12e_35_44,M_Y12e_45_54,M_Y12e_55_64,M_Y12e_65_74,M_Y12e_75_84,M_Y12e_85ov,M_Y12e_Tot,M_Y11e_15_19,M_Y11e_20_24,M_Y11e_25_34,M_Y11e_35_44,M_Y11e_45_54,M_Y11e_55_64,M_Y11e_65_74,M_Y11e_75_84,M_Y11e_85ov,M_Y11e_Tot,M_Y10e_15_19,M_Y10e_20_24,M_Y10e_25_34,M_Y10e_35_44,M_Y10e_45_54,M_Y10e_55_64,M_Y10e_65_74,M_Y10e_75_84,M_Y10e_85ov,M_Y10e_Tot,M_Y9e_15_19,M_Y9e_20_24,M_Y9e_25_34,M_Y9e_35_44,M_Y9e_45_54,M_Y9e_55_64,M_Y9e_65_74,M_Y9e_75_84,M_Y9e_85ov,M_Y9e_Tot,M_Y8b_15_19,M_Y8b_20_24,M_Y8b_25_34,M_Y8b_35_44,M_Y8b_45_54,M_Y8b_55_64,M_Y8b_65_74,M_Y8b_75_84,M_Y8b_85ov,M_Y8b_Tot,M_DNGTS_15_19,M_DNGTS_20_24,M_DNGTS_25_34,M_DNGTS_35_44,M_DNGTS_45_54,M_DNGTS_55_64,M_DNGTS_65_74,M_DNGTS_75_84,M_DNGTS_85_ov,M_DNGTS_Tot,M_Hghst_yr_schl_ns_15_19,M_Hghst_yr_schl_ns_20_24,M_Hghst_yr_schl_ns_25_34,M_Hghst_yr_schl_ns_35_44,M_Hghst_yr_schl_ns_45_54,M_Hghst_yr_schl_ns_55_64,M_Hghst_yr_schl_ns_65_74,M_Hghst_yr_schl_ns_75_84,M_Hghst_yr_schl_ns_85_ovr,M_Hghst_yr_schl_ns_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Y12e_15_19,F_Y12e_20_24,F_Y12e_25_34,F_Y12e_35_44,F_Y12e_45_54,F_Y12e_55_64,F_Y12e_65_74,F_Y12e_75_84,F_Y12e_85ov,F_Y12e_Tot,F_Y11e_15_19,F_Y11e_20_24,F_Y11e_25_34,F_Y11e_35_44,F_Y11e_45_54,F_Y11e_55_64,F_Y11e_65_74,F_Y11e_75_84,F_Y11e_85ov,F_Y11e_Tot,F_Y10e_15_19,F_Y10e_20_24,F_Y10e_25_34,F_Y10e_35_44,F_Y10e_45_54,F_Y10e_55_64,F_Y10e_65_74,F_Y10e_75_84,F_Y10e_85ov,F_Y10e_Tot,F_Y9e_15_19,F_Y9e_20_24,F_Y9e_25_34,F_Y9e_35_44,F_Y9e_45_54,F_Y9e_55_64,F_Y9e_65_74,F_Y9e_75_84,F_Y9e_85ov,F_Y9e_Tot,F_Y8b_15_19,F_Y8b_20_24,F_Y8b_25_34,F_Y8b_35_44,F_Y8b_45_54,F_Y8b_55_64,F_Y8b_65_74,F_Y8b_75_84,F_Y8b_85ov,F_Y8b_Tot,F_DNGTS_15_19,F_DNGTS_20_24,F_DNGTS_25_34,F_DNGTS_35_44,F_DNGTS_45_54,F_DNGTS_55_64,F_DNGTS_65_74,F_DNGTS_75_84,F_DNGTS_85_ov,F_DNGTS_Tot,F_Hghst_yr_schl_ns_15_19,F_Hghst_yr_schl_ns_20_24,F_Hghst_yr_schl_ns_25_34,F_Hghst_yr_schl_ns_35_44,F_Hghst_yr_schl_ns_45_54,F_Hghst_yr_schl_ns_55_64,F_Hghst_yr_schl_ns_65_74,F_Hghst_yr_schl_ns_75_84,F_Hghst_yr_schl_ns_85_ovr,F_Hghst_yr_schl_ns_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Y12e_15_19,P_Y12e_20_24,P_Y12e_25_34,P_Y12e_35_44,P_Y12e_45_54,P_Y12e_55_64,P_Y12e_65_74,P_Y12e_75_84,P_Y12e_85ov,P_Y12e_Tot,P_Y11e_15_19,P_Y11e_20_24,P_Y11e_25_34,P_Y11e_35_44,P_Y11e_45_54,P_Y11e_55_64,P_Y11e_65_74,P_Y11e_75_84,P_Y11e_85ov,P_Y11e_Tot,P_Y10e_15_19,P_Y10e_20_24,P_Y10e_25_34,P_Y10e_35_44,P_Y10e_45_54,P_Y10e_55_64,P_Y10e_65_74,P_Y10e_75_84,P_Y10e_85ov,P_Y10e_Tot,P_Y9e_15_19,P_Y9e_20_24,P_Y9e_25_34,P_Y9e_35_44,P_Y9e_45_54,P_Y9e_55_64,P_Y9e_65_74,P_Y9e_75_84,P_Y9e_85ov,P_Y9e_Tot
SOS10,41907,153591,335274,317167,232207,170214,118930,51127,14012,1434422,6684,10914,18827,16937,16507,13885,8465,4614,1315,98152,12266,14608,41523,43753,68486,81341,51747,29332,8690,351737,2313,2301,6108,7626,10294,13482,17828,13185,4806,77950,523,767,3555,5124,6929,11252,16987,16059,7898,69093,149,740,3420,3471,3944,5459,5091,3864,2152,28280,7176,11488,28865,23663,17881,15741,14024,12539,8011,139382,71010,194415,437569,417744,356250,311371,233061,130709,46887,2199026,45811,156252,369447,345633,256190,176964,108642,44753,14832,1518525,4496,7463,14541,13927,15831,13512,8984,5359,1955,86059,6746,9102,28332,32308,63242,87266,72163,42594,16270,358025,1315,1307,4473,6039,9183,14859,23034,17062,9100,86373,312,492,2417,4110,6722,13308,22286,20867,13314,83821,104,480,2746,3199,4866,7306,7603,6705,4626,37638,6448,9496,25551,20768,15594,14550,15442,15890,15437,139179,65236,184587,447504,425968,371624,327765,258166,153232,75534,2309612,87719,309844,704715,662800,488403,347177,227572,95872,28844,2952942,11180,18376,33362,30861,32339,27395,17450,9972,3272,184211,19011,23708,69849,76057,131727,168606,123907,71928,24960,709756,3634,3614,10578,13665,19477,28336,40862,30242,13911,164317
SOS11,7193,23422,49415,45232,36857,28437,30610,14586,3977,239725,3379,5154,7952,7270,6999,6094,4888,2584,733,45054,6516,7820,21710,21111,30167,41530,30754,16517,4233,180350,1680,1414,3171,3623,5066,8025,12293,9135,2877,47283,402,341,1169,1580,2294,4491,8368,7255,3651,29552,39,86,370,370,432,487,536,427,203,2945,3003,3691,8519,7478,6897,6523,6869,5876,3124,51981,22209,41916,92307,86654,88709,95591,94320,56387,18791,596887,8811,27677,63554,59021,47572,36046,28284,13927,4567,289455,2388,3899,6974,6677,7369,7266,5362,3189,1020,44143,4375,5336,16000,16305,28422,44006,39887,23575,8217,186124,1061,863,2663,2864,4468,8197,13888,10307,5371,49682,260,237,805,1065,1539,3742,7296,6944,5752,27637,44,82,326,348,400,471,498,418,305,2892,2689,2821,6478,5838,5417,5849,7111,7677,5936,49809,19613,40909,96805,92114,95187,105578,102326,66035,31172,649743,16001,51100,112971,104248,84433,64478,58896,28510,8540,529175,5771,9051,14928,13943,14374,13367,10244,5773,1750,89204,10886,13153,37714,37414,58588,85537,70646,40088,12450,366472,2741,2272,5837,6487,9534,16227,26182,19440,8243,96965
SOS12,598,1793,3294,3654,3624,3322,3409,1336,241,21276,295,405,622,643,737,667,550,231,48,4198,610,726,1913,2197,3460,5061,3651,1561,285,19458,147,110,281,334,561,984,1423,833,205,4877,49,37,99,142,241,588,989,746,291,3188,9,10,16,19,31,41,45,56,13,236,317,254,603,618,730,897,981,617,226,5247,2025,3331,6832,7610,9382,11553,11058,5381,1306,58478,763,2011,4559,5203,4908,4129,3063,1064,232,25926,238,299,499,552,754,810,517,235,66,3969,346,410,1290,1462,3039,4900,3988,1736,430,17600,103,72,212,241,434,928,1376,802,309,4472,18,5,47,59,137,368,725,576,382,2319,9,0,11,15,22,16,33,31,13,155,284,235,561,600,627,751,860,640,345,4903,1759,3039,7183,8135,9914,11901,10557,5084,1773,59341,1364,3805,7851,8861,8528,7448,6469,2402,476,47203,534,709,1120,1196,1490,1475,1061,467,114,8166,963,1136,3200,3656,6494,9960,7646,3298,717,37062,245,178,492,580,999,1907,2808,1634,508,9349
SOS13,2990,7877,12209,14284,16812,15863,14884,5163,893,90968,1211,1442,1996,2270,2596,2674,1925,765,133,15016,2922,2752,6929,8820,14933,20170,12325,4913,856,74619,622,420,827,1233,2177,3540,4867,2824,533,17043,121,69,341,470,832,1917,3495,2453,908,10610,14,18,85,93,100,157,177,170,74,897,1442,1469,3237,3419,3799,4389,3836,2190,607,24386,9320,14054,25627,30579,41255,48716,41512,18471,4001,233544,3606,8534,16605,21041,22835,19082,12543,4222,776,109247,745,822,1506,1854,2690,2908,1799,725,129,13177,1312,1323,3856,5021,11284,17208,12522,4903,1098,58533,265,143,478,659,1367,2558,3685,2081,615,11847,47,24,133,206,403,1086,1964,1575,800,6231,6,10,38,45,66,100,148,135,97,640,1227,1010,2218,2705,3216,3636,3075,1843,710,19634,7203,11863,24828,31529,41867,46573,35738,15488,4212,219307,6593,16413,28814,35323,39653,34948,27428,9385,1666,200215,1956,2267,3504,4122,5288,5579,3723,1488,268,28196,4229,4077,10792,13842,26218,37378,24849,9813,1954,133145,894,560,1304,1890,3548,6098,8559,4903,1140,28890
SOS17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOS19,38,163,445,306,253,207,183,36,4,1641,13,30,56,38,47,44,37,10,0,278,35,45,155,167,162,276,168,44,4,1064,12,9,51,54,53,60,68,13,0,332,5,10,27,34,39,33,56,19,0,220,0,0,7,11,3,10,3,3,0,41,89,140,414,489,449,313,141,44,10,2093,198,407,1164,1108,1009,947,648,166,19,5674,50,203,504,286,247,230,115,27,4,1665,14,30,35,37,37,46,14,3,0,220,37,42,92,84,123,216,128,28,12,771,22,10,35,26,25,40,42,5,0,208,6,0,8,12,21,11,24,11,0,103,0,0,4,3,9,3,7,0,4,28,88,129,337,295,206,153,72,22,14,1314,213,417,1025,748,666,698,404,104,32,4305,81,369,954,594,503,437,296,65,11,3309,30,58,91,81,78,92,49,16,0,503,74,90,252,254,284,493,298,79,14,1835,32,19,87,81,83,101,110,21,0,542
