SOS_CODE_2021,M_Current_ADF_Regular_15_24,M_Current_ADF_Regular_25_34,M_Current_ADF_Regular_35_44,M_Current_ADF_Regular_45_54,M_Current_ADF_Regular_55_64,M_Current_ADF_Regular_65_74,M_Current_ADF_Regular_75_84,M_Current_ADF_Regular_85_ov,M_Current_ADF_Regular_Tot,M_Current_ADF_Reserves_15_24,M_Current_ADF_Reserves_25_34,M_Current_ADF_Reserves_35_44,M_Current_ADF_Reserves_45_54,M_Current_ADF_Reserves_55_64,M_Current_ADF_Reserves_65_74,M_Current_ADF_Reserves_75_84,M_Current_ADF_Reserves_85_ov,M_Current_ADF_Reserves_Tot,M_Prev_ADF_Ncs_15_24,M_Prev_ADF_Ncs_25_34,M_Prev_ADF_Ncs_35_44,M_Prev_ADF_Ncs_45_54,M_Prev_ADF_Ncs_55_64,M_Prev_ADF_Ncs_65_74,M_Prev_ADF_Ncs_75_84,M_Prev_ADF_Ncs_85_ov,M_Prev_ADF_Ncs_Tot,M_Tot_ADF_ev_ser_15_24,M_Tot_ADF_ev_ser_25_34,M_Tot_ADF_ev_ser_35_44,M_Tot_ADF_ev_ser_45_54,M_Tot_ADF_ev_ser_55_64,M_Tot_ADF_ev_ser_65_74,M_Tot_ADF_ev_ser_75_84,M_Tot_ADF_ev_ser_85_ov,M_Tot_ADF_ev_ser_Tot,M_never_served_15_24,M_never_served_25_34,M_never_served_35_44,M_never_served_45_54,M_never_served_55_64,M_never_served_65_74,M_never_served_75_84,M_never_served_85_ov,M_never_served_Tot,M_NS_15_24,M_NS_25_34,M_NS_35_44,M_NS_45_54,M_NS_55_64,M_NS_65_74,M_NS_75_84,M_NS_85_ov,M_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_ov,M_Tot_Tot,F_Current_ADF_Regular_15_24,F_Current_ADF_Regular_25_34,F_Current_ADF_Regular_35_44,F_Current_ADF_Regular_45_54,F_Current_ADF_Regular_55_64,F_Current_ADF_Regular_65_74,F_Current_ADF_Regular_75_84,F_Current_ADF_Regular_85_ov,F_Current_ADF_Regular_Tot,F_Current_ADF_Reserves_15_24,F_Current_ADF_Reserves_25_34,F_Current_ADF_Reserves_35_44,F_Current_ADF_Reserves_45_54,F_Current_ADF_Reserves_55_64,F_Current_ADF_Reserves_65_74,F_Current_ADF_Reserves_75_84,F_Current_ADF_Reserves_85_ov,F_Current_ADF_Reserves_Tot,F_Prev_ADF_Ncs_15_24,F_Prev_ADF_Ncs_25_34,F_Prev_ADF_Ncs_35_44,F_Prev_ADF_Ncs_45_54,F_Prev_ADF_Ncs_55_64,F_Prev_ADF_Ncs_65_74,F_Prev_ADF_Ncs_75_84,F_Prev_ADF_Ncs_85_ov,F_Prev_ADF_Ncs_Tot,F_Tot_ADF_ev_ser_15_24,F_Tot_ADF_ev_ser_25_34,F_Tot_ADF_ev_ser_35_44,F_Tot_ADF_ev_ser_45_54,F_Tot_ADF_ev_ser_55_64,F_Tot_ADF_ev_ser_65_74,F_Tot_ADF_ev_ser_75_84,F_Tot_ADF_ev_ser_85_ov,F_Tot_ADF_ev_ser_Tot,F_never_served_15_24,F_never_served_25_34,F_never_served_35_44,F_never_served_45_54,F_never_served_55_64,F_never_served_65_74,F_never_served_75_84,F_never_served_85_ov,F_never_served_Tot,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_ov,F_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_ov,F_Tot_Tot,P_Current_ADF_Regular_15_24,P_Current_ADF_Regular_25_34,P_Current_ADF_Regular_35_44,P_Current_ADF_Regular_45_54,P_Current_ADF_Regular_55_64,P_Current_ADF_Regular_65_74,P_Current_ADF_Regular_75_84,P_Current_ADF_Regular_85_ov,P_Current_ADF_Regular_Tot,P_Current_ADF_Reserves_15_24,P_Current_ADF_Reserves_25_34,P_Current_ADF_Reserves_35_44,P_Current_ADF_Reserves_45_54,P_Current_ADF_Reserves_55_64,P_Current_ADF_Reserves_65_74,P_Current_ADF_Reserves_75_84,P_Current_ADF_Reserves_85_ov,P_Current_ADF_Reserves_Tot,P_Prev_ADF_Ncs_15_24,P_Prev_ADF_Ncs_25_34,P_Prev_ADF_Ncs_35_44,P_Prev_ADF_Ncs_45_54,P_Prev_ADF_Ncs_55_64,P_Prev_ADF_Ncs_65_74,P_Prev_ADF_Ncs_75_84,P_Prev_ADF_Ncs_85_ov,P_Prev_ADF_Ncs_Tot,P_Tot_ADF_ev_ser_15_24,P_Tot_ADF_ev_ser_25_34,P_Tot_ADF_ev_ser_35_44,P_Tot_ADF_ev_ser_45_54,P_Tot_ADF_ev_ser_55_64,P_Tot_ADF_ev_ser_65_74,P_Tot_ADF_ev_ser_75_84,P_Tot_ADF_ev_ser_85_ov,P_Tot_ADF_ev_ser_Tot,P_never_served_15_24,P_never_served_25_34,P_never_served_35_44,P_never_served_45_54,P_never_served_55_64,P_never_served_65_74,P_never_served_75_84,P_never_served_85_ov,P_never_served_Tot,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_ov,P_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_ov,P_Tot_Tot
SOS10,1677,3612,2154,1383,472,0,0,0,9294,416,1023,760,610,603,0,0,0,3415,562,3739,4909,7463,9245,13881,12028,7979,59810,2662,8376,7825,9452,10321,13881,12028,7979,72520,339245,400928,387023,330170,287575,208815,109915,32311,2095975,19736,28877,23313,17082,13891,10724,8939,6658,129225,361641,438180,418163,356701,311794,233418,130878,46944,2297716,697,1076,508,270,85,0,0,0,2641,93,188,183,153,97,0,0,0,716,197,597,905,1512,1597,1186,666,676,7334,982,1870,1596,1938,1781,1186,666,676,10696,323982,420731,404597,355568,314298,246134,140942,61233,2267484,16855,25336,20191,14569,12209,11291,11845,13714,126005,341820,447933,426387,372072,328291,258614,153451,75619,2404189,2376,4687,2663,1653,557,0,0,0,11940,512,1220,943,756,703,0,0,0,4129,763,4340,5816,8979,10845,15072,12689,8649,67150,3642,10243,9428,11387,12103,15072,12689,8649,83213,663231,821661,791617,685736,601877,454944,250854,93546,4363464,36596,54210,43506,31649,26101,22017,20780,20369,255226,703460,886113,844555,728772,640078,492032,284326,122562,4701906
SOS11,552,1144,942,668,206,0,0,0,3508,78,323,321,290,348,0,0,0,1361,277,1714,2495,3995,5684,10480,7889,4967,37501,905,3178,3756,4950,6238,10480,7889,4967,42370,79733,80841,75705,77420,83774,78630,44400,11435,531938,7161,8347,7244,6409,5630,5254,4122,2402,46568,87800,92366,86705,88784,95651,94358,56413,18800,620876,238,361,217,127,37,0,0,0,978,23,86,92,84,56,0,0,0,338,100,347,588,1049,1233,1082,527,442,5356,362,788,891,1262,1321,1082,527,442,6667,78045,89701,85594,88972,99378,96012,59854,25976,623532,5968,6363,5680,5011,4934,5283,5692,4772,43694,84373,96855,92164,95246,105625,102377,66075,31185,673895,794,1504,1154,794,239,0,0,0,4486,101,410,410,371,401,0,0,0,1697,374,2058,3087,5043,6920,11560,8414,5404,42856,1267,3970,4652,6213,7563,11560,8414,5404,49043,157785,170538,161300,166391,183153,174642,104255,37408,1155466,13128,14710,12920,11426,10558,10537,9814,7170,90266,172175,189220,178869,184025,201269,196736,122487,49987,1294773
SOS12,17,26,39,28,18,0,0,0,128,6,17,29,19,22,0,0,0,99,14,140,212,417,639,1157,701,331,3621,32,191,276,469,686,1157,701,331,3844,6922,6050,6752,8242,10119,9149,4253,792,52279,656,597,584,683,751,748,427,180,4623,7611,6832,7612,9386,11562,11057,5379,1306,60750,3,8,9,11,0,0,0,0,24,0,0,3,8,10,0,0,0,18,9,26,49,107,125,116,36,25,490,14,36,59,126,131,116,36,25,537,6469,6582,7509,9218,11123,9772,4557,1450,56684,617,574,569,573,644,675,487,297,4441,7098,7190,8140,9922,11906,10562,5084,1773,61664,20,33,42,34,18,0,0,0,154,6,25,27,30,29,0,0,0,119,21,172,268,527,763,1275,736,360,4118,49,225,336,589,817,1275,736,360,4384,13390,12630,14262,17461,21248,18917,8809,2246,108961,1273,1167,1148,1254,1402,1429,913,474,9068,14708,14020,15750,19306,23458,21622,10458,3080,122413
SOS13,577,227,142,133,57,0,0,0,1135,34,76,86,109,135,0,0,0,442,75,398,746,1537,2242,3681,2002,960,11631,683,700,974,1777,2434,3681,2002,960,13207,29178,21740,26293,35853,42252,34583,14805,2581,207282,3386,3199,3333,3639,4041,3269,1669,470,23006,33245,25644,30595,41279,48733,41527,18477,4005,243500,109,55,43,24,7,0,0,0,241,9,18,32,32,21,0,0,0,111,39,93,204,413,493,291,112,50,1693,152,169,281,468,523,291,112,50,2049,26368,22501,28583,38285,42705,32790,13880,3598,208703,2604,2172,2677,3140,3364,2675,1496,567,18700,29127,24836,31539,41886,46587,35755,15494,4215,229449,682,280,184,153,66,0,0,0,1378,43,92,115,151,155,0,0,0,556,108,494,950,1942,2731,3971,2119,1006,13324,834,870,1256,2246,2954,3971,2119,1006,15257,55545,44246,54870,74138,84953,67371,28689,6177,415988,5990,5367,6013,6778,7407,5946,3164,1035,41709,62369,50478,62140,83164,95316,77284,33967,8221,472950
SOS17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOS19,20,3,5,5,0,0,0,0,32,0,4,0,0,0,0,0,0,10,0,13,16,30,42,61,20,4,192,24,23,18,37,46,61,20,4,233,422,756,636,588,615,476,119,8,3610,217,383,456,386,287,115,33,4,1893,658,1164,1108,1010,949,648,166,19,5734,9,3,0,0,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,8,3,8,10,4,0,0,29,11,11,3,8,13,4,0,0,44,473,701,477,472,555,349,85,19,3136,216,315,268,187,134,52,19,12,1200,703,1022,749,666,698,404,104,32,4381,29,11,8,5,3,0,0,0,48,0,3,0,0,0,0,0,0,9,0,22,19,40,54,62,20,4,218,30,29,21,42,55,62,20,4,274,892,1463,1110,1056,1172,824,202,31,6753,437,699,722,577,418,162,51,16,3090,1357,2187,1859,1678,1648,1055,277,49,10112
