SOS_CODE_2021,F_Mgnt_Com_35_44,F_Mgnt_Com_45_54,F_Mgnt_Com_55_64,F_Mgnt_Com_65_74,F_Mgnt_Com_75_84,F_Mgnt_Com_85ov,F_Mgnt_Com_Tot,F_Society_Cult_15_24,F_Society_Cult_25_34,F_Society_Cult_35_44,F_Society_Cult_45_54,F_Society_Cult_55_64,F_Society_Cult_65_74,F_Society_Cult_75_84,F_Society_Cult_85ov,F_Society_Cult_Tot,F_Creative_Arts_15_24,F_Creative_Arts_25_34,F_Creative_Arts_35_44,F_Creative_Arts_45_54,F_Creative_Arts_55_64,F_Creative_Arts_65_74,F_Creative_Arts_75_84,F_Creative_Arts_85ov,F_Creative_Arts_Tot,F_Fd_Hosp_Psnl_Svcs_15_24,F_Fd_Hosp_Psnl_Svcs_25_34,F_Fd_Hosp_Psnl_Svcs_35_44,F_Fd_Hosp_Psnl_Svcs_45_54,F_Fd_Hosp_Psnl_Svcs_55_64,F_Fd_Hosp_Psnl_Svcs_65_74,F_Fd_Hosp_Psnl_Svcs_75_84,F_Fd_Hosp_Psnl_Svcs_85ov,F_Fd_Hosp_Psnl_Svcs_Tot,F_MixFld_Prgm_15_24,F_MixFld_Prgm_25_34,F_MixFld_Prgm_35_44,F_MixFld_Prgm_45_54,F_MixFld_Prgm_55_64,F_MixFld_Prgm_65_74,F_MixFld_Prgm_75_84,F_MixFld_Prgm_85ov,F_MixFld_Prgm_Tot,F_FldStd_InadDes_15_24,F_FldStd_InadDes_25_34,F_FldStd_InadDes_35_44,F_FldStd_InadDes_45_54,F_FldStd_InadDes_55_64,F_FldStd_InadDes_65_74,F_FldStd_InadDes_75_84,F_FldStd_InadDes_85ov,F_FldStd_InadDes_Tot,F_FldStd_NS_15_24,F_FldStd_NS_25_34,F_FldStd_NS_35_44,F_FldStd_NS_45_54,F_FldStd_NS_55_64,F_FldStd_NS_65_74,F_FldStd_NS_75_84,F_FldStd_NS_85ov,F_FldStd_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_NatPhyl_Scn_15_24,P_NatPhyl_Scn_25_34,P_NatPhyl_Scn_35_44,P_NatPhyl_Scn_45_54,P_NatPhyl_Scn_55_64,P_NatPhyl_Scn_65_74,P_NatPhyl_Scn_75_84,P_NatPhyl_Scn_85ov,P_NatPhyl_Scn_Tot,P_InfoTech_15_24,P_InfoTech_25_34,P_InfoTech_35_44,P_InfoTech_45_54,P_InfoTech_55_64,P_InfoTech_65_74,P_InfoTech_75_84,P_InfoTech_85ov,P_InfoTech_Tot,P_Eng_RelTec_15_24,P_Eng_RelTec_25_34,P_Eng_RelTec_35_44,P_Eng_RelTec_45_54,P_Eng_RelTec_55_64,P_Eng_RelTec_65_74,P_Eng_RelTec_75_84,P_Eng_RelTec_85ov,P_Eng_RelTec_Tot,P_ArchtBldng_15_24,P_ArchtBldng_25_34,P_ArchtBldng_35_44,P_ArchtBldng_45_54,P_ArchtBldng_55_64,P_ArchtBldng_65_74,P_ArchtBldng_75_84,P_ArchtBldng_85ov,P_ArchtBldng_Tot,P_Ag_Envir_Rltd_Sts_15_24,P_Ag_Envir_Rltd_Sts_25_34,P_Ag_Envir_Rltd_Sts_35_44,P_Ag_Envir_Rltd_Sts_45_54,P_Ag_Envir_Rltd_Sts_55_64,P_Ag_Envir_Rltd_Sts_65_74,P_Ag_Envir_Rltd_Sts_75_84,P_Ag_Envir_Rltd_Sts_85ov,P_Ag_Envir_Rltd_Sts_Tot,P_Health_15_24,P_Health_25_34,P_Health_35_44,P_Health_45_54,P_Health_55_64,P_Health_65_74,P_Health_75_84,P_Health_85ov,P_Health_Tot,P_Educ_15_24,P_Educ_25_34,P_Educ_35_44,P_Educ_45_54,P_Educ_55_64,P_Educ_65_74,P_Educ_75_84,P_Educ_85ov,P_Educ_Tot,P_Mgnt_Com_15_24,P_Mgnt_Com_25_34,P_Mgnt_Com_35_44,P_Mgnt_Com_45_54,P_Mgnt_Com_55_64,P_Mgnt_Com_65_74,P_Mgnt_Com_75_84,P_Mgnt_Com_85ov,P_Mgnt_Com_Tot,P_Society_Cult_15_24,P_Society_Cult_25_34,P_Society_Cult_35_44,P_Society_Cult_45_54,P_Society_Cult_55_64,P_Society_Cult_65_74,P_Society_Cult_75_84,P_Society_Cult_85ov,P_Society_Cult_Tot,P_Creative_Arts_15_24,P_Creative_Arts_25_34,P_Creative_Arts_35_44,P_Creative_Arts_45_54,P_Creative_Arts_55_64,P_Creative_Arts_65_74,P_Creative_Arts_75_84,P_Creative_Arts_85ov,P_Creative_Arts_Tot,P_Fd_Hosp_Psnl_Svcs_15_24,P_Fd_Hosp_Psnl_Svcs_25_34,P_Fd_Hosp_Psnl_Svcs_35_44,P_Fd_Hosp_Psnl_Svcs_45_54,P_Fd_Hosp_Psnl_Svcs_55_64,P_Fd_Hosp_Psnl_Svcs_65_74,P_Fd_Hosp_Psnl_Svcs_75_84,P_Fd_Hosp_Psnl_Svcs_85ov,P_Fd_Hosp_Psnl_Svcs_Tot,P_MixFld_Prgm_15_24,P_MixFld_Prgm_25_34,P_MixFld_Prgm_35_44,P_MixFld_Prgm_45_54,P_MixFld_Prgm_55_64,P_MixFld_Prgm_65_74,P_MixFld_Prgm_75_84,P_MixFld_Prgm_85ov,P_MixFld_Prgm_Tot,P_FldStd_InadDes_15_24,P_FldStd_InadDes_25_34,P_FldStd_InadDes_35_44,P_FldStd_InadDes_45_54,P_FldStd_InadDes_55_64,P_FldStd_InadDes_65_74,P_FldStd_InadDes_75_84,P_FldStd_InadDes_85ov,P_FldStd_InadDes_Tot,P_FldStd_NS_15_24,P_FldStd_NS_25_34,P_FldStd_NS_35_44,P_FldStd_NS_45_54,P_FldStd_NS_55_64,P_FldStd_NS_65_74,P_FldStd_NS_75_84,P_FldStd_NS_85ov,P_FldStd_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54
SOS10,110202,83808,56435,31519,11670,3593,421869,18163,59281,57183,48037,35394,19828,6641,1505,246037,10145,28110,21163,13688,7839,4070,1825,642,87479,9316,19666,17715,14298,8744,5246,2152,558,77683,488,385,262,295,393,355,284,304,2772,1565,4941,5778,4982,3286,2141,927,413,24029,18923,31497,26778,19970,17350,16811,17014,16263,164612,116919,377163,356171,276378,205709,133987,64276,30979,1561578,8209,23433,21113,18183,15092,10401,4853,1165,102450,12858,40720,55388,26099,12763,4461,781,63,153132,15222,72796,71465,64996,67991,49376,27192,8715,377756,13924,36241,31201,27670,20509,12989,6932,2210,151676,2358,7193,6954,6385,5049,2832,1272,357,32400,19356,73382,56627,46408,40202,27053,12687,4478,280191,8795,42919,39415,36825,33988,31539,13729,3868,211082,41114,177894,192489,144351,98762,58546,22546,6183,741882,26316,89516,83909,72392,54330,33711,12514,2927,375623,16598,45740,35081,22070,13011,7026,2955,935,143422,13793,31789,29943,22685,14056,8267,3702,879,125104,1029,853,539,513,641,613,455,434,5061,2971,9222,10744,9512,6832,4410,2079,813,46588,41464,67447,57489,43399,36851,32527,30267,24725,334180,223994,719149,692365,541485
SOS11,15980,15924,14941,10662,4330,1224,82694,4486,12355,12713,12437,11684,7173,2189,395,63422,997,2965,2965,2325,1942,1493,647,204,13545,3653,7344,5912,4678,3298,2316,931,246,28382,171,139,61,51,66,53,55,24,632,237,664,768,863,692,506,245,74,4053,6801,7714,7131,6791,7073,8192,8916,6652,59281,28635,73833,71079,66792,64941,52043,27178,11939,396433,581,2412,2549,2431,2291,2351,1130,267,14004,840,2844,2936,1911,1724,1199,305,31,11784,5489,18656,16823,17312,20115,18776,10665,2888,110731,3739,8970,7934,7233,7817,6418,3271,983,46358,1474,3859,3936,3891,3413,2467,1290,350,20679,4737,16737,14553,13687,15513,12357,5697,1873,85165,2527,11217,12070,11652,12185,13305,5775,1579,70313,6251,21975,23825,23456,22108,17169,7353,1924,124063,5740,16720,17426,17326,15901,11084,3803,807,88806,1737,4718,4620,3656,3037,2492,1032,299,21604,5066,11052,9409,7512,5396,3831,1646,415,44324,310,263,140,87,112,99,83,38,1134,557,1481,1740,1888,1674,1355,654,226,9567,15028,17883,16310,15388,14998,16166,15617,10146,121532,54064,138786,134272,127436
SOS12,1374,1570,1684,1054,321,58,7453,314,893,1120,1229,1273,796,174,18,5816,95,261,291,286,265,161,68,8,1433,295,535,512,508,363,233,79,11,2530,9,4,0,9,4,3,0,5,32,25,39,75,90,82,62,22,3,396,687,677,713,767,888,990,738,378,5829,2388,5415,6352,7083,7606,5668,2080,644,37232,47,158,227,277,322,301,93,18,1431,55,142,173,171,181,127,22,4,873,483,1487,1617,2068,2495,2324,924,189,11579,384,823,885,967,1054,898,288,68,5362,153,380,465,518,501,339,130,15,2501,342,1068,1205,1392,1770,1326,403,91,7594,191,873,1069,1258,1460,1496,433,85,6861,462,1378,1938,2276,2444,1672,554,83,10817,404,1203,1531,1691,1733,1206,337,38,8142,155,395,444,432,406,276,137,17,2255,388,772,772,781,583,404,154,20,3878,12,11,5,14,10,9,5,5,73,42,105,155,193,213,160,61,10,946,1453,1394,1487,1670,1924,2117,1451,636,12138,4572,10183,11981,13702
SOS13,5746,7424,6659,3767,1033,156,29631,1215,2836,3617,4587,4461,2581,554,71,19919,412,962,1108,1141,1080,671,221,61,5658,948,1717,1663,1911,1362,746,223,24,8594,41,15,6,16,26,14,5,0,133,72,177,301,410,374,243,74,13,1663,2899,2521,3187,3849,4196,3581,2149,752,23141,9432,19333,25352,30993,31088,20912,7240,1592,145937,232,685,967,1453,1484,1420,468,78,6784,234,435,665,770,799,457,76,0,3449,2242,5661,6703,9193,10730,8011,3227,594,46355,1610,2949,3420,4132,4178,2798,1095,182,20370,1278,2712,3385,4101,4005,2463,881,146,18975,1272,3674,4433,5663,7156,5055,1745,320,29321,627,2697,4146,4867,5552,5395,1615,242,25134,1755,4918,7967,10618,9907,6222,1882,271,43539,1582,3742,4801,6303,6245,4275,1093,160,28205,653,1435,1600,1636,1587,1151,367,74,8497,1269,2304,2416,2835,2187,1241,425,62,12740,72,32,22,38,43,31,8,8,246,179,384,596,862,844,621,219,43,3752,6615,6171,7259,8446,9309,7976,4610,1429,51814,19612,37803,48362,60917
SOS17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOS19,84,86,92,40,13,0,455,26,97,52,61,74,38,6,0,352,21,64,26,15,16,8,0,0,158,25,50,26,26,23,19,0,0,162,0,0,0,0,0,0,0,0,4,0,4,3,0,3,3,0,0,21,230,350,305,213,159,77,26,10,1373,375,843,611,522,498,255,66,20,3187,3,46,24,17,17,6,5,0,120,10,37,27,13,17,11,0,0,119,26,130,93,81,129,107,25,3,602,16,75,36,38,49,32,4,0,256,10,27,17,24,24,13,9,0,126,19,97,71,83,66,43,12,0,395,9,39,27,40,48,41,10,0,217,45,170,141,131,132,74,23,0,714,35,144,95,92,114,66,4,0,551,39,88,49,26,26,17,3,0,245,31,82,49,48,38,25,0,0,265,0,3,0,0,0,0,0,0,8,3,17,19,11,19,13,0,0,80,465,780,809,676,484,226,71,21,3539,718,1736,1449,1281
