SOS_CODE_2021,M_15_19_yr_Marrd_reg_marrge,M_15_19_yr_Married_de_facto,M_15_19_yr_Not_married,M_15_19_yr_Total,M_20_24_yr_Marrd_reg_marrge,M_20_24_yr_Married_de_facto,M_20_24_yr_Not_married,M_20_24_yr_Total,M_25_34_yr_Marrd_reg_marrge,M_25_34_yr_Married_de_facto,M_25_34_yr_Not_married,M_25_34_yr_Total,M_35_44_yr_Marrd_reg_marrge,M_35_44_yr_Married_de_facto,M_35_44_yr_Not_married,M_35_44_yr_Total,M_45_54_yr_Marrd_reg_marrge,M_45_54_yr_Married_de_facto,M_45_54_yr_Not_married,M_45_54_yr_Total,M_55_64_yr_Marrd_reg_marrge,M_55_64_yr_Married_de_facto,M_55_64_yr_Not_married,M_55_64_yr_Total,M_65_74_yr_Marrd_reg_marrge,M_65_74_yr_Married_de_facto,M_65_74_yr_Not_married,M_65_74_yr_Total,M_75_84_yr_Marrd_reg_marrge,M_75_84_yr_Married_de_facto,M_75_84_yr_Not_married,M_75_84_yr_Total,M_85ov_Marrd_reg_marrge,M_85ov_Married_de_facto,M_85ov_Not_married,M_85ov_Total,M_Tot_Marrd_reg_marrge,M_Tot_Married_de_facto,M_Tot_Not_married,M_Tot_Total,F_15_19_yr_Marrd_reg_marrge,F_15_19_yr_Married_de_facto,F_15_19_yr_Not_married,F_15_19_yr_Total,F_20_24_yr_Marrd_reg_marrge,F_20_24_yr_Married_de_facto,F_20_24_yr_Not_married,F_20_24_yr_Total,F_25_34_yr_Marrd_reg_marrge,F_25_34_yr_Married_de_facto,F_25_34_yr_Not_married,F_25_34_yr_Total,F_35_44_yr_Marrd_reg_marrge,F_35_44_yr_Married_de_facto,F_35_44_yr_Not_married,F_35_44_yr_Total,F_45_54_yr_Marrd_reg_marrge,F_45_54_yr_Married_de_facto,F_45_54_yr_Not_married,F_45_54_yr_Total,F_55_64_yr_Marrd_reg_marrge,F_55_64_yr_Married_de_facto,F_55_64_yr_Not_married,F_55_64_yr_Total,F_65_74_yr_Marrd_reg_marrge,F_65_74_yr_Married_de_facto,F_65_74_yr_Not_married,F_65_74_yr_Total,F_75_84_yr_Marrd_reg_marrge,F_75_84_yr_Married_de_facto,F_75_84_yr_Not_married,F_75_84_yr_Total,F_85ov_Marrd_reg_marrge,F_85ov_Married_de_facto,F_85ov_Not_married,F_85ov_Total,F_Tot_Marrd_reg_marrge,F_Tot_Married_de_facto,F_Tot_Not_married,F_Tot_Total,P_15_19_yr_Marrd_reg_marrge,P_15_19_yr_Married_de_facto,P_15_19_yr_Not_married,P_15_19_yr_Total,P_20_24_yr_Marrd_reg_marrge,P_20_24_yr_Married_de_facto,P_20_24_yr_Not_married,P_20_24_yr_Total,P_25_34_yr_Marrd_reg_marrge,P_25_34_yr_Married_de_facto,P_25_34_yr_Not_married,P_25_34_yr_Total,P_35_44_yr_Marrd_reg_marrge,P_35_44_yr_Married_de_facto,P_35_44_yr_Not_married,P_35_44_yr_Total,P_45_54_yr_Marrd_reg_marrge,P_45_54_yr_Married_de_facto,P_45_54_yr_Not_married,P_45_54_yr_Total,P_55_64_yr_Marrd_reg_marrge,P_55_64_yr_Married_de_facto,P_55_64_yr_Not_married,P_55_64_yr_Total,P_65_74_yr_Marrd_reg_marrge,P_65_74_yr_Married_de_facto,P_65_74_yr_Not_married,P_65_74_yr_Total,P_75_84_yr_Marrd_reg_marrge,P_75_84_yr_Married_de_facto,P_75_84_yr_Not_married,P_75_84_yr_Total,P_85ov_Marrd_reg_marrge,P_85ov_Married_de_facto,P_85ov_Not_married,P_85ov_Total,P_Tot_Marrd_reg_marrge,P_Tot_Married_de_facto,P_Tot_Not_married,P_Tot_Total
SOS10,41,742,154955,155740,3575,14287,159057,176924,112837,85127,202979,400942,244870,47857,96240,388969,215461,32726,85076,333260,191325,22010,78225,291559,152050,10629,53747,216433,84495,3553,30364,118411,21943,521,14064,36532,1026587,217456,874717,2118763,146,1344,144474,145959,8675,20870,138163,167701,159679,89186,165485,414346,257955,43863,99646,401470,216947,29776,106307,353033,182812,18475,109155,310442,135910,7889,97884,241680,60391,2109,75072,137574,9701,240,42353,52291,1032221,213752,978531,2224501,189,2088,299425,301701,12249,35156,297222,344620,272506,174316,368468,815288,502829,91720,195887,790434,432415,62503,191376,686291,374133,40489,187382,602001,287963,18516,151633,458115,144884,5659,105440,255988,31650,767,56416,88828,2058811,431206,1853247,4343269
SOS11,13,619,40488,41126,834,6819,28187,35844,23511,22462,34551,80529,41383,13252,21956,76588,42465,11185,25839,79497,48783,9034,28353,86172,54489,5485,24352,84324,34047,1958,13750,49758,8294,286,5661,14242,253833,71098,223146,548078,31,1240,37125,38396,1621,9726,24306,35656,31543,23467,32874,87879,45191,13401,26202,84798,45479,11221,31455,88163,51910,8560,36161,96621,51705,4459,36580,92743,26209,1281,30539,58031,4004,172,16668,20837,257693,73515,271908,603114,46,1860,77610,79517,2456,16546,52494,71499,55056,45930,67424,168407,86574,26653,48156,161387,87951,22404,57301,167654,100688,17595,64509,182794,106202,9940,60931,177069,60257,3235,44293,107787,12302,456,22328,35080,511525,144614,495052,1151194
SOS12,0,39,3792,3832,52,430,2394,2882,1762,1613,2553,5930,3733,1277,1691,6697,4670,1311,2381,8358,5877,1238,3168,10280,6280,775,2751,9804,3111,230,1430,4766,584,21,463,1067,26068,6934,20614,53625,3,84,3539,3627,111,616,1910,2647,2377,1805,2219,6396,4253,1313,1858,7428,5294,1301,2504,9097,6269,1253,3235,10751,5708,590,3205,9508,2206,161,2162,4527,248,18,1054,1316,26472,7141,21678,55285,3,127,7331,7459,168,1050,4311,5529,4137,3411,4770,12321,7988,2591,3546,14122,9967,2607,4885,17459,12148,2490,6397,21034,11990,1364,5956,19308,5317,390,3585,9297,827,37,1514,2379,52538,14073,42298,108906
SOS13,8,128,16479,16612,216,1220,9996,11433,6466,4974,9495,20934,15916,4094,6146,26154,23592,4720,7953,36266,27571,4663,10532,42761,24812,2796,9040,36643,11450,682,4238,16377,1961,92,1400,3455,111982,23367,75281,210629,10,236,14920,15168,436,1813,7766,10012,8925,5485,7279,21693,18748,4381,5100,28239,26041,5021,6761,37829,28492,4410,8634,41536,21850,1999,8006,31860,7761,398,5619,13785,826,38,2574,3431,113078,23782,66671,203535,11,363,31402,31779,644,3032,17765,21447,15392,10462,16777,42627,34663,8472,11249,54388,49637,9746,14715,74093,56060,9072,19162,84294,46658,4794,17041,68500,19210,1084,9862,30158,2780,129,3973,6881,225060,47151,141947,414167
SOS17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOS19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
