SUA_CODE_2021,M_Singapore_0_4,M_Singapore_5_14,M_Singapore_15_24,M_Singapore_25_44,M_Singapore_45_54,M_Singapore_55_64,M_Singapore_65_74,M_Singapore_75_84,M_Singapore_85ov,M_Singapore_Tot,M_South_Africa_0_4,M_South_Africa_5_14,M_South_Africa_15_24,M_South_Africa_25_44,M_South_Africa_45_54,M_South_Africa_55_64,M_South_Africa_65_74,M_South_Africa_75_84,M_South_Africa_85ov,M_South_Africa_Tot,M_Sri_Lanka_0_4,M_Sri_Lanka_5_14,M_Sri_Lanka_15_24,M_Sri_Lanka_25_44,M_Sri_Lanka_45_54,M_Sri_Lanka_55_64,M_Sri_Lanka_65_74,M_Sri_Lanka_75_84,M_Sri_Lanka_85ov,M_Sri_Lanka_Tot,M_Taiwan_0_4,M_Taiwan_5_14,M_Taiwan_15_24,M_Taiwan_25_44,M_Taiwan_45_54,M_Taiwan_55_64,M_Taiwan_65_74,M_Taiwan_75_84,M_Taiwan_85ov,M_Taiwan_Tot,M_Thailand_0_4,M_Thailand_5_14,M_Thailand_15_24,M_Thailand_25_44,M_Thailand_45_54,M_Thailand_55_64,M_Thailand_65_74,M_Thailand_75_84,M_Thailand_85ov,M_Thailand_Tot,M_Turkey_0_4,M_Turkey_5_14,M_Turkey_15_24,M_Turkey_25_44,M_Turkey_45_54,M_Turkey_55_64,M_Turkey_65_74,M_Turkey_75_84,M_Turkey_85ov,M_Turkey_Tot,M_USA_0_4,M_USA_5_14,M_USA_15_24,M_USA_25_44,M_USA_45_54,M_USA_55_64,M_USA_65_74,M_USA_75_84,M_USA_85ov,M_USA_Tot,M_Vietnam_0_4,M_Vietnam_5_14,M_Vietnam_15_24,M_Vietnam_25_44,M_Vietnam_45_54,M_Vietnam_55_64,M_Vietnam_65_74,M_Vietnam_75_84,M_Vietnam_85ov,M_Vietnam_Tot,M_Wales_0_4,M_Wales_5_14,M_Wales_15_24,M_Wales_25_44,M_Wales_45_54,M_Wales_55_64,M_Wales_65_74,M_Wales_75_84,M_Wales_85ov,M_Wales_Tot,M_Zimbabwe_0_4,M_Zimbabwe_5_14,M_Zimbabwe_15_24,M_Zimbabwe_25_44,M_Zimbabwe_45_54,M_Zimbabwe_55_64,M_Zimbabwe_65_74,M_Zimbabwe_75_84,M_Zimbabwe_85ov,M_Zimbabwe_Tot,M_Elsewhere_0_4,M_Elsewhere_5_14,M_Elsewhere_15_24,M_Elsewhere_25_44,M_Elsewhere_45_54,M_Elsewhere_55_64,M_Elsewhere_65_74,M_Elsewhere_75_84,M_Elsewhere_85ov,M_Elsewhere_Tot,M_COB_NS_0_4,M_COB_NS_5_14,M_COB_NS_15_24,M_COB_NS_25_44,M_COB_NS_45_54,M_COB_NS_55_64,M_COB_NS_65_74,M_COB_NS_75_84,M_COB_NS_85ov,M_COB_NS_Tot,M_Tot_0_4,M_Tot_5_14,M_Tot_15_24,M_Tot_25_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Afghanistan_0_4,F_Afghanistan_5_14,F_Afghanistan_15_24,F_Afghanistan_25_44,F_Afghanistan_45_54,F_Afghanistan_55_64,F_Afghanistan_65_74,F_Afghanistan_75_84,F_Afghanistan_85ov,F_Afghanistan_Tot,F_Australia_0_4,F_Australia_5_14,F_Australia_15_24,F_Australia_25_44,F_Australia_45_54,F_Australia_55_64,F_Australia_65_74,F_Australia_75_84,F_Australia_85ov,F_Australia_Tot,F_Bangladesh_0_4,F_Bangladesh_5_14,F_Bangladesh_15_24,F_Bangladesh_25_44,F_Bangladesh_45_54,F_Bangladesh_55_64,F_Bangladesh_65_74,F_Bangladesh_75_84,F_Bangladesh_85ov,F_Bangladesh_Tot,F_Bosnia_Herzegov_0_4,F_Bosnia_Herzegov_5_14,F_Bosnia_Herzegov_15_24,F_Bosnia_Herzegov_25_44,F_Bosnia_Herzegov_45_54,F_Bosnia_Herzegov_55_64,F_Bosnia_Herzegov_65_74,F_Bosnia_Herzegov_75_84,F_Bosnia_Herzegov_85ov,F_Bosnia_Herzegov_Tot,F_Brazil_0_4,F_Brazil_5_14,F_Brazil_15_24,F_Brazil_25_44,F_Brazil_45_54,F_Brazil_55_64,F_Brazil_65_74,F_Brazil_75_84,F_Brazil_85ov,F_Brazil_Tot,F_Cambodia_0_4,F_Cambodia_5_14,F_Cambodia_15_24,F_Cambodia_25_44,F_Cambodia_45_54,F_Cambodia_55_64,F_Cambodia_65_74,F_Cambodia_75_84,F_Cambodia_85ov,F_Cambodia_Tot,F_Canada_0_4,F_Canada_5_14,F_Canada_15_24,F_Canada_25_44,F_Canada_45_54,F_Canada_55_64,F_Canada_65_74,F_Canada_75_84,F_Canada_85ov,F_Canada_Tot
1000,3,23,14,23,41,41,18,9,0,166,11,101,117,401,340,293,237,105,13,1616,0,13,8,122,38,46,39,19,5,285,3,6,11,106,3,11,3,0,0,142,3,59,46,111,30,15,11,0,3,276,0,8,0,22,17,23,15,3,5,95,23,118,90,311,174,248,322,120,14,1422,0,17,30,135,66,44,21,0,3,311,0,6,10,42,54,76,107,76,20,398,0,5,14,74,76,60,46,14,0,290,32,178,202,1184,646,854,1063,763,205,5139,1875,5321,4561,9890,6094,7419,6757,3881,1282,47084,27405,65731,53067,103363,64200,77761,73355,37359,10281,512521,0,0,0,3,0,0,0,0,0,11,23946,55256,43372,86179,53537,61751,52555,27802,11207,415599,0,0,0,53,7,6,0,0,0,76,0,0,0,22,6,8,12,3,0,55,0,9,13,152,36,23,9,8,0,241,0,9,9,56,15,9,9,0,0,101,6,35,39,301,157,162,132,36,10,870
1001,0,4,0,10,6,0,0,0,0,21,6,7,22,43,28,27,8,3,0,129,0,9,3,39,16,4,6,0,0,80,0,0,0,10,0,0,0,0,0,14,0,6,7,16,0,0,0,0,0,31,0,0,0,4,0,0,0,0,0,5,5,9,9,25,15,15,14,8,0,98,3,32,14,64,10,3,4,0,0,122,0,0,0,10,6,7,12,8,0,39,0,4,3,9,10,3,4,0,0,39,10,97,112,256,152,113,115,97,44,998,150,349,330,709,315,310,276,181,71,2699,3104,6456,6113,12254,5607,5510,4950,2565,831,47384,0,0,0,0,0,0,0,0,0,0,2890,5593,5141,10300,4994,5021,4355,2395,1056,41750,0,4,0,36,4,0,0,0,0,47,0,0,0,0,0,4,6,4,0,19,0,0,0,9,0,0,0,0,0,8,0,3,0,9,5,0,0,0,0,17,0,0,3,17,7,10,6,0,0,43
1002,0,0,0,5,0,0,0,0,0,5,0,3,8,16,15,0,3,0,0,56,0,0,0,21,3,3,5,0,0,40,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,9,0,13,4,15,8,7,9,7,0,61,0,11,0,17,3,4,0,0,0,32,0,0,0,0,3,0,3,0,0,13,0,0,3,9,3,0,0,0,0,14,5,28,23,91,34,21,20,11,3,245,58,133,302,225,71,96,60,71,35,1054,685,1440,1927,2844,1163,1324,1069,683,226,11358,0,0,0,0,0,0,0,0,0,3,556,1174,1554,1978,1042,1136,927,653,265,9283,0,3,0,29,4,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,5,3,9,3,7,8,3,0,37
1003,0,0,5,0,0,0,0,0,0,13,0,7,10,32,19,16,25,15,5,129,0,0,0,7,0,0,4,0,0,16,0,0,0,5,0,0,0,0,0,0,0,5,8,10,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,3,5,3,10,28,21,16,21,4,5,112,0,0,0,5,3,0,0,0,0,15,0,0,0,5,3,8,5,9,0,25,0,0,0,3,5,5,3,4,0,23,3,9,10,89,46,34,32,36,11,275,46,134,124,282,139,172,194,125,79,1291,1146,2786,2248,4499,2768,3078,3185,1824,691,22225,0,0,0,0,0,0,0,0,0,0,993,2313,1842,3748,2493,2743,2766,1648,842,19380,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,46,3,0,0,0,0,60,0,0,0,6,0,0,0,0,0,3,0,0,3,34,16,6,13,4,0,83
1004,0,0,0,0,0,0,0,0,0,7,0,4,0,9,3,10,11,3,0,35,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,3,3,5,0,30,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,7,5,3,0,13,0,0,0,0,0,0,0,0,0,3,0,3,3,17,8,22,27,29,17,120,25,81,70,111,99,92,111,74,24,698,396,905,775,1443,1034,1255,1570,855,258,8492,0,0,0,0,0,0,0,0,0,0,330,817,629,1204,808,1135,1111,603,269,6897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,0,0,4,0,0,0,0,0,3,0,0,5,9,4,0,6,3,0,21
1005,0,0,0,3,6,3,0,0,0,12,0,5,8,13,18,4,8,3,0,59,0,5,4,17,6,4,6,0,0,48,0,0,0,0,0,0,0,0,0,5,0,0,6,12,5,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,4,7,13,11,6,3,0,0,38,0,0,3,17,8,3,0,3,0,39,0,0,0,5,0,0,0,3,0,11,0,0,0,4,4,0,0,0,0,11,5,8,7,50,27,21,24,20,10,183,38,114,150,254,98,111,94,64,27,964,1120,2532,2704,4929,2171,2062,1751,999,335,18603,0,0,0,10,0,0,0,0,0,9,1000,2219,2190,3824,1895,1846,1526,928,521,15950,0,5,0,20,0,0,4,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,10,5,0,3,5,4,0,0,0,0,20
1006,0,12,6,0,0,4,3,3,0,25,0,3,0,23,23,21,12,12,0,115,0,0,3,9,9,4,0,3,0,22,0,0,4,5,7,0,3,6,0,20,0,4,0,21,3,8,0,0,0,32,0,0,0,0,0,3,0,0,0,7,0,8,11,18,10,11,16,13,0,94,0,4,5,3,3,0,4,0,0,10,0,0,0,5,4,7,6,8,3,28,0,0,0,8,5,0,0,0,0,16,5,14,9,61,47,68,86,67,18,370,42,103,88,160,122,118,122,123,102,977,1060,2534,2074,4049,2465,2536,2593,1893,634,19838,0,0,0,0,0,0,0,0,0,0,1020,2258,1781,3127,2153,2107,2243,1519,528,16738,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,4,0,0,10,0,0,0,4,0,0,0,0,0,5,0,3,6,11,8,14,8,6,6,55
1007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,0,0,6,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,4,0,10,9,3,8,10,0,45,42,82,110,180,95,86,91,49,38,768,486,1008,993,1971,1015,1244,1101,542,205,8565,0,0,0,0,0,0,0,0,0,0,449,892,779,1753,852,1175,962,589,273,7726,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1008,0,0,0,0,0,0,0,0,0,0,0,3,0,15,5,3,6,3,0,37,0,0,0,4,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,6,0,0,0,3,3,0,0,0,0,9,0,0,0,4,0,0,0,0,0,6,0,3,0,22,9,6,16,5,0,68,0,0,0,0,0,3,0,0,0,5,0,0,0,4,4,0,3,0,0,13,0,0,0,0,4,0,3,0,0,6,4,6,9,196,32,15,5,10,5,273,23,34,47,184,62,47,45,19,7,465,245,504,432,1817,688,675,620,237,50,5267,0,0,0,0,0,0,0,0,0,0,208,425,354,958,475,478,430,168,73,3572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,77,3,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,5,24,8,8,3,0,0,42
1009,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,6,9,4,0,20,0,0,0,0,0,3,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,6,0,10,7,6,0,3,3,3,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,3,0,0,5,0,0,0,12,3,13,18,15,3,64,9,21,33,55,41,69,110,68,37,453,307,897,807,1167,1013,1361,1876,1201,348,8977,0,0,0,0,0,0,0,0,0,0,269,862,628,1175,911,1359,1514,908,379,8005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,6,7,6,5,5,0,0,20
