SUA_CODE_2021,A_0_4_y_Indigenous_M,A_0_4_y_Indigenous_F,A_0_4_y_Indigenous_P,A_0_4_y_Non_Indigenous_M,A_0_4_y_Non_Indigenous_F,A_0_4_y_Non_Indigenous_P,A_0_4_y_Indig_stat_ns_M,A_0_4_y_Indig_stat_ns_F,A_0_4_y_Indig_stat_ns_P,A_0_4_y_Tot_M,A_0_4_y_Tot_F,A_0_4_y_Tot_P,A_5_9_y_Indigenous_M,A_5_9_y_Indigenous_F,A_5_9_y_Indigenous_P,A_5_9_y_Non_Indigenous_M,A_5_9_y_Non_Indigenous_F,A_5_9_y_Non_Indigenous_P,A_5_9_y_Indig_stat_ns_M,A_5_9_y_Indig_stat_ns_F,A_5_9_y_Indig_stat_ns_P,A_5_9_y_Tot_M,A_5_9_y_Tot_F,A_5_9_y_Tot_P,A_10_14_y_Indigenous_M,A_10_14_y_Indigenous_F,A_10_14_y_Indigenous_P,A_10_14_y_Non_Indig_M,A_10_14_y_Non_Indig_F,A_10_14_y_Non_Indig_P,A_10_14_y_Indig_stat_ns_M,A_10_14_y_Indig_stat_ns_F,A_10_14_y_Indig_stat_ns_P,A_10_14_y_Tot_M,A_10_14_y_Tot_F,A_10_14_y_Tot_P,A_15_19_y_Indigenous_M,A_15_19_y_Indigenous_F,A_15_19_y_Indigenous_P,A_15_19_y_Non_Indig_M,A_15_19_y_Non_Indig_F,A_15_19_y_Non_Indig_P,A_15_19_y_Indig_stat_ns_M,A_15_19_y_Indig_stat_ns_F,A_15_19_y_Indig_stat_ns_P,A_15_19_y_Tot_M,A_15_19_y_Tot_F,A_15_19_y_Tot_P,A_20_24_y_Indigenous_M,A_20_24_y_Indigenous_F,A_20_24_y_Indigenous_P,A_20_24_y_Non_Indig_M,A_20_24_y_Non_Indig_F,A_20_24_y_Non_Indig_P,A_20_24_y_Indig_stat_ns_M,A_20_24_y_Indig_stat_ns_F,A_20_24_y_Indig_stat_ns_P,A_20_24_y_Tot_M,A_20_24_y_Tot_F,A_20_24_y_Tot_P,A_25_29_y_Indigenous_M,A_25_29_y_Indigenous_F,A_25_29_y_Indigenous_P,A_25_29_y_Non_Indig_M,A_25_29_y_Non_Indig_F,A_25_29_y_Non_Indig_P,A_25_29_y_Indig_stat_ns_M,A_25_29_y_Indig_stat_ns_F,A_25_29_y_Indig_stat_ns_P,A_25_29_y_Tot_M,A_25_29_y_Tot_F,A_25_29_y_Tot_P,A_30_34_y_Indigenous_M,A_30_34_y_Indigenous_F,A_30_34_y_Indigenous_P,A_30_34_y_Non_Indig_M,A_30_34_y_Non_Indig_F,A_30_34_y_Non_Indig_P,A_30_34_y_Indig_stat_ns_M,A_30_34_y_Indig_stat_ns_F,A_30_34_y_Indig_stat_ns_P,A_30_34_y_Tot_M,A_30_34_y_Tot_F,A_30_34_y_Tot_P,A_35_39_y_Indigenous_M,A_35_39_y_Indigenous_F,A_35_39_y_Indigenous_P,A_35_39_y_Non_Indig_M,A_35_39_y_Non_Indig_F,A_35_39_y_Non_Indig_P,A_35_39_y_Indig_stat_ns_M,A_35_39_y_Indig_stat_ns_F,A_35_39_y_Indig_stat_ns_P,A_35_39_y_Tot_M,A_35_39_y_Tot_F,A_35_39_y_Tot_P,A_40_44_y_Indigenous_M,A_40_44_y_Indigenous_F,A_40_44_y_Indigenous_P,A_40_44_y_Non_Indig_M,A_40_44_y_Non_Indig_F,A_40_44_y_Non_Indig_P,A_40_44_y_Indig_stat_ns_M,A_40_44_y_Indig_stat_ns_F,A_40_44_y_Indig_stat_ns_P,A_40_44_y_Tot_M,A_40_44_y_Tot_F,A_40_44_y_Tot_P,A_45_49_y_Indigenous_M,A_45_49_y_Indigenous_F,A_45_49_y_Indigenous_P,A_45_49_y_Non_Indig_M,A_45_49_y_Non_Indig_F,A_45_49_y_Non_Indig_P,A_45_49_y_Indig_stat_ns_M,A_45_49_y_Indig_stat_ns_F,A_45_49_y_Indig_stat_ns_P,A_45_49_y_Tot_M,A_45_49_y_Tot_F,A_45_49_y_Tot_P,A_50_54_y_Indigenous_M,A_50_54_y_Indigenous_F,A_50_54_y_Indigenous_P,A_50_54_y_Non_Indig_M,A_50_54_y_Non_Indig_F,A_50_54_y_Non_Indig_P,A_50_54_y_Indig_stat_ns_M,A_50_54_y_Indig_stat_ns_F,A_50_54_y_Indig_stat_ns_P,A_50_54_y_Tot_M,A_50_54_y_Tot_F,A_50_54_y_Tot_P,A_55_59_y_Indigenous_M,A_55_59_y_Indigenous_F,A_55_59_y_Indigenous_P,A_55_59_y_Non_Indig_M,A_55_59_y_Non_Indig_F,A_55_59_y_Non_Indig_P,A_55_59_y_Indig_stat_ns_M,A_55_59_y_Indig_stat_ns_F,A_55_59_y_Indig_stat_ns_P,A_55_59_y_Tot_M,A_55_59_y_Tot_F,A_55_59_y_Tot_P,A_60_64_y_Indigenous_M,A_60_64_y_Indigenous_F,A_60_64_y_Indigenous_P,A_60_64_y_Non_Indig_M,A_60_64_y_Non_Indig_F,A_60_64_y_Non_Indig_P,A_60_64_y_Indig_stat_ns_M,A_60_64_y_Indig_stat_ns_F,A_60_64_y_Indig_stat_ns_P,A_60_64_y_Tot_M,A_60_64_y_Tot_F,A_60_64_y_Tot_P,A_65_y_ov_Indigenous_M,A_65_y_ov_Indigenous_F,A_65_y_ov_Indigenous_P,A_65_y_ov_Non_Indig_M,A_65_y_ov_Non_Indig_F,A_65_y_ov_Non_Indig_P,A_65_y_ov_Indig_stat_ns_M,A_65_y_ov_Indig_stat_ns_F,A_65_y_ov_Indig_stat_ns_P,A_65_y_ov_Tot_M,A_65_y_ov_Tot_F,A_65_y_ov_Tot_P,Tot_Indigenous_M,Tot_Indigenous_F,Tot_Indigenous_P,Tot_Non_Indigenous_M,Tot_Non_Indigenous_F,Tot_Non_Indigenous_P,Tot_Indig_status_ns_M,Tot_Indig_status_ns_F,Tot_Indig_status_ns_P,Tot_Tot_M,Tot_Tot_F,Tot_Tot_P
1010,1001,922,1917,8552,8046,16597,370,393,763,9926,9356,19278,1021,930,1951,9298,8655,17951,490,460,954,10812,10042,20856,973,973,1949,9666,9009,18676,474,508,982,11115,10491,21609,912,832,1745,9021,8379,17395,460,400,860,10394,9608,20002,750,727,1468,8134,7871,16005,402,406,805,9285,8999,18281,600,611,1215,8085,8191,16276,488,442,931,9174,9251,18422,503,532,1032,8358,9126,17477,455,462,918,9312,10120,19432,412,486,901,9016,9766,18790,452,482,929,9885,10735,20618,387,439,824,9028,9610,18635,438,462,901,9848,10506,20353,367,415,782,9620,10306,19930,487,479,960,10474,11198,21670,363,442,802,9807,10495,20296,494,369,864,10656,11305,21959,325,403,724,9889,10687,20578,440,454,900,10657,11541,22203,260,308,566,9684,11111,20794,398,371,768,10344,11788,22129,479,577,1052,32323,39265,71590,1573,2142,3720,34375,41985,76360,8334,8591,16925,150487,160513,310997,7421,7827,15255,166245,176934,343180
1011,225,219,443,1585,1605,3188,91,99,196,1907,1927,3830,234,251,485,1955,1815,3769,125,91,221,2313,2164,4480,284,248,529,2007,2048,4053,109,132,248,2404,2434,4834,220,223,441,1819,1763,3583,111,107,220,2147,2091,4245,172,170,338,1476,1406,2878,95,76,170,1740,1652,3387,133,153,283,1695,1768,3456,133,152,289,1964,2068,4028,123,139,262,1804,1975,3780,140,124,267,2071,2234,4310,120,123,244,1888,2089,3979,123,126,246,2132,2338,4472,90,139,230,1809,1998,3802,139,113,254,2038,2252,4291,96,113,209,1951,2166,4116,122,101,224,2172,2380,4552,92,125,219,1945,2177,4124,119,99,218,2161,2401,4562,73,98,177,1997,2289,4282,93,107,202,2159,2502,4662,90,87,179,2221,2517,4735,116,101,216,2429,2704,5134,120,155,275,7465,8617,16073,443,615,1063,8023,9387,17411,2079,2248,4333,31606,34225,65833,1972,2057,4025,35658,38534,74195
1012,419,399,820,1006,1005,2015,109,126,237,1538,1525,3066,409,406,816,873,975,1848,120,107,222,1401,1485,2887,379,351,731,935,874,1809,135,118,250,1444,1346,2795,324,315,633,800,698,1498,105,86,196,1234,1098,2327,283,300,585,753,869,1622,106,85,196,1140,1263,2400,265,290,555,1242,1330,2574,130,136,265,1638,1757,3397,216,232,440,1223,1303,2527,128,124,252,1564,1658,3219,150,175,323,1077,1103,2185,103,118,220,1332,1396,2730,124,152,281,845,936,1779,93,98,190,1071,1183,2249,143,149,286,862,870,1729,92,82,173,1091,1102,2191,107,167,281,853,942,1795,83,89,176,1050,1197,2249,121,130,249,840,940,1773,82,67,147,1045,1128,2169,98,115,214,849,1016,1859,67,60,124,1014,1186,2201,174,215,383,2599,3260,5859,191,263,453,2962,3735,6693,3209,3393,6600,14759,16122,30877,1554,1548,3096,19522,21062,40578
1013,62,67,131,266,266,537,16,16,35,349,352,696,86,78,161,317,320,635,24,28,57,428,426,850,60,65,128,394,382,776,30,37,71,484,489,979,47,56,103,384,371,752,24,29,52,456,456,915,47,37,85,287,282,565,15,21,38,349,343,690,44,37,82,274,322,591,21,23,44,340,382,718,31,43,72,285,353,638,28,23,59,349,421,771,35,26,61,364,398,761,17,25,45,411,453,866,38,25,64,362,382,741,19,25,52,418,430,854,36,27,63,421,487,913,30,26,54,482,545,1027,29,30,58,475,525,1000,36,21,61,537,578,1122,26,22,51,544,647,1195,37,33,70,605,706,1312,33,35,67,745,898,1644,30,35,63,808,970,1781,59,76,136,3688,4304,7988,173,210,383,3915,4591,8508,633,636,1265,8802,9937,18740,510,565,1077,9946,11138,21087
1014,75,60,135,659,590,1247,45,31,69,776,680,1454,85,75,159,621,662,1282,44,55,100,744,787,1534,69,76,144,670,581,1248,57,57,112,790,711,1506,60,59,120,569,525,1097,45,35,76,677,613,1294,63,58,122,682,540,1219,41,35,76,788,635,1414,58,42,100,761,718,1480,42,51,94,864,815,1669,58,46,98,781,752,1529,52,37,86,879,832,1718,40,40,83,702,683,1386,27,42,72,771,768,1536,24,24,49,624,608,1233,41,33,73,685,664,1351,33,29,62,636,664,1296,34,37,78,702,733,1428,44,37,75,656,676,1330,42,32,65,736,742,1474,27,25,57,726,733,1460,38,30,65,796,785,1578,18,14,38,660,687,1353,38,31,66,719,744,1456,39,38,81,2138,2697,4840,105,122,231,2288,2857,5150,680,627,1311,10881,11111,21991,648,612,1265,12212,12355,24565
1015,141,116,256,398,396,797,49,26,72,582,539,1122,113,105,216,497,431,927,42,43,82,652,574,1226,133,121,254,492,453,945,40,40,81,668,613,1282,112,82,192,455,364,822,43,28,77,610,478,1089,86,102,190,397,410,806,40,35,77,521,550,1069,56,82,144,389,438,824,41,47,83,483,567,1047,49,67,116,435,472,905,47,41,86,533,575,1107,47,54,106,397,430,831,23,38,58,462,524,989,35,45,82,398,461,855,42,32,74,478,535,1015,35,54,89,436,467,906,36,33,76,510,562,1071,41,53,91,437,511,946,33,35,65,505,601,1107,44,43,82,501,539,1039,30,29,51,574,604,1173,30,33,65,520,578,1102,39,25,62,591,643,1233,45,88,130,1969,2434,4401,96,102,197,2106,2628,4731,965,1047,2010,7713,8381,16092,595,554,1152,9273,9983,19255
1016,79,72,152,587,563,1155,40,37,77,707,670,1380,78,83,155,569,535,1101,47,41,89,696,656,1351,61,66,128,535,503,1040,38,46,84,636,613,1245,53,41,98,522,510,1034,32,20,55,611,579,1185,45,46,97,555,484,1040,29,40,70,632,574,1204,45,54,99,709,698,1410,56,48,99,804,803,1606,47,42,85,753,774,1523,42,46,95,837,862,1705,33,27,60,678,635,1309,43,36,80,750,704,1454,30,32,58,554,559,1109,34,37,73,623,628,1249,20,30,55,560,543,1100,41,37,78,626,606,1226,19,29,43,551,579,1134,38,19,55,607,627,1238,23,33,56,530,545,1078,26,23,45,581,599,1187,23,24,45,531,490,1019,33,25,60,584,536,1123,26,40,68,1363,1729,3092,124,140,260,1514,1907,3422,579,617,1195,8994,9150,18146,631,603,1228,10202,10369,20569
1017,125,128,254,273,241,516,46,41,82,443,408,849,125,152,275,291,295,590,44,40,87,461,481,948,152,144,293,342,335,676,53,39,92,541,520,1061,142,142,285,323,298,622,47,44,92,516,481,1002,163,112,269,313,257,562,36,30,67,504,397,906,133,84,219,349,268,617,35,33,65,518,380,894,113,91,209,375,310,683,19,30,57,509,435,945,106,65,175,332,302,640,23,35,62,469,408,876,76,71,149,306,298,607,40,42,80,425,410,832,66,67,134,313,323,636,45,28,71,420,421,837,68,76,142,372,368,732,32,39,71,470,479,944,68,80,157,371,405,775,34,27,62,478,515,991,53,70,126,421,430,859,31,25,58,505,534,1038,88,106,196,1449,1702,3150,83,111,193,1618,1916,3530,1475,1393,2865,5831,5827,11658,567,566,1133,7877,7780,15654
1018,117,101,221,609,562,1170,51,44,94,774,702,1480,114,101,213,653,654,1309,61,57,122,832,810,1639,127,95,224,761,720,1485,62,65,125,954,882,1831,123,106,225,731,678,1403,62,72,134,913,847,1768,90,91,181,711,677,1384,66,73,144,869,839,1709,69,83,151,772,778,1548,67,70,134,905,926,1832,63,50,114,717,768,1480,49,62,112,828,882,1705,47,68,111,715,790,1509,52,52,102,813,909,1719,48,59,107,683,770,1459,48,66,118,786,892,1680,42,59,102,746,797,1546,59,41,99,851,901,1749,56,51,106,763,886,1650,59,39,98,875,981,1854,45,47,87,828,865,1693,51,45,96,918,954,1870,38,49,94,856,947,1802,39,45,84,936,1041,1977,53,70,117,2415,3142,5560,154,160,314,2621,3377,5997,1041,1019,2054,11965,13026,24996,875,891,1769,13877,14941,28816
1019,45,49,94,237,212,450,18,19,30,295,284,575,53,58,106,285,255,542,26,12,42,366,324,687,51,47,101,302,263,568,30,32,58,388,336,725,44,43,88,268,243,511,28,13,42,343,301,639,49,36,79,293,230,524,13,10,22,354,272,627,54,34,91,335,269,604,32,14,46,415,324,739,45,38,78,305,298,596,25,24,45,368,358,725,35,21,54,287,284,573,33,20,53,355,324,676,37,21,59,244,253,503,24,22,45,307,293,600,28,25,60,318,337,658,17,21,39,360,388,749,28,16,40,322,320,648,25,18,41,373,355,731,18,27,46,346,404,752,32,13,41,396,444,839,25,15,42,412,415,828,20,22,36,456,452,904,46,50,97,1316,1574,2892,85,83,170,1450,1707,3155,557,477,1033,5279,5359,10639,396,318,713,6226,6163,12385
1020,61,49,115,386,381,770,16,14,32,463,449,910,92,85,173,471,421,899,24,18,41,584,528,1114,77,68,140,483,464,953,11,14,30,576,550,1124,57,62,117,423,373,797,18,13,32,504,443,950,57,36,91,345,320,668,26,12,38,427,373,803,35,41,72,331,306,636,14,9,22,374,356,729,34,39,70,336,398,732,20,20,40,382,455,843,28,32,56,418,431,844,11,10,27,456,469,928,23,25,50,383,449,824,24,20,42,424,493,919,24,23,46,481,468,944,22,16,41,526,507,1036,28,32,58,439,445,888,28,16,44,491,495,985,18,33,50,469,454,920,26,15,36,512,494,1008,10,18,28,432,431,859,20,21,39,471,460,933,24,44,61,1308,1266,2574,55,61,118,1385,1367,2753,559,580,1139,6698,6610,13307,317,259,574,7577,7445,15020
1021,104,102,205,658,645,1308,25,25,46,786,780,1560,120,106,229,662,687,1357,26,27,54,805,826,1633,103,77,175,670,657,1323,31,22,53,799,755,1552,61,101,156,684,621,1300,18,33,42,757,750,1503,71,66,140,739,662,1402,34,24,62,845,754,1600,52,48,97,655,700,1354,29,36,64,736,776,1518,44,42,90,674,750,1419,34,20,54,755,808,1568,42,47,87,695,692,1388,26,26,54,766,768,1532,46,38,82,613,616,1232,27,31,55,684,690,1367,35,32,65,698,736,1440,21,31,48,749,802,1550,25,30,57,775,754,1533,29,16,46,833,804,1642,19,34,56,751,862,1610,30,25,56,803,921,1723,32,27,58,811,895,1702,29,32,60,868,954,1826,46,48,99,3145,3721,6864,130,157,290,3325,3932,7252,804,802,1603,12231,12997,25232,478,503,986,13517,14311,27828
1022,72,51,121,378,367,747,19,22,39,468,445,909,64,65,124,379,389,770,29,22,51,468,475,943,55,53,105,347,326,673,31,24,60,434,400,829,48,45,99,309,271,585,22,11,29,376,328,710,28,36,66,286,262,544,14,12,30,333,308,642,39,34,72,330,413,738,20,19,45,386,470,856,27,36,58,420,408,821,28,18,48,467,465,933,22,14,38,407,384,787,30,20,53,459,420,882,11,16,25,298,324,622,17,17,35,330,355,680,16,20,40,316,312,623,18,17,36,349,351,697,20,18,41,327,356,687,24,24,44,371,402,772,15,15,30,328,318,650,9,21,31,354,360,717,8,18,26,283,318,605,21,12,30,313,349,668,21,20,42,955,1206,2156,56,81,142,1032,1308,2341,440,444,886,5361,5654,11007,342,331,669,6134,6433,12563
1023,128,84,210,289,282,573,22,10,38,442,379,822,126,101,231,351,325,673,39,35,69,511,457,971,99,82,185,342,329,669,22,34,55,464,445,911,100,62,159,294,272,570,25,20,43,422,354,770,58,62,121,289,246,532,19,21,38,367,327,696,68,68,131,347,371,719,34,19,52,445,459,902,77,60,129,391,359,745,37,33,68,503,452,954,46,55,103,358,324,687,27,24,52,434,413,843,29,32,59,351,294,651,27,25,50,410,348,763,23,38,61,322,313,635,30,16,44,374,371,744,34,26,59,349,332,681,23,22,44,402,385,780,26,36,63,367,313,679,20,19,40,415,373,781,25,26,46,278,269,550,16,12,25,313,309,625,26,27,50,752,835,1590,28,44,76,808,909,1718,848,759,1605,5087,4871,9958,376,332,709,6308,5968,12272
1024,63,40,97,419,459,878,7,14,20,489,508,993,49,65,113,562,551,1116,23,25,53,638,637,1278,59,50,109,686,684,1367,29,32,61,777,767,1543,59,47,105,708,598,1301,37,31,64,801,669,1471,32,38,69,499,468,964,28,28,62,557,537,1097,36,32,70,445,435,873,29,16,44,512,483,987,29,29,62,476,496,974,22,20,44,528,550,1084,28,25,51,478,567,1046,22,22,48,527,617,1143,17,22,36,574,638,1215,22,28,52,614,692,1304,28,28,55,723,820,1545,38,31,65,794,883,1672,24,17,40,757,846,1601,34,30,67,812,895,1713,22,33,56,886,997,1884,39,46,91,952,1075,2027,32,27,60,1083,1232,2310,56,46,99,1166,1304,2468,62,53,117,4249,4828,9073,211,236,446,4522,5112,9633,534,515,1047,12547,13612,26164,603,611,1210,13682,14735,28418
1025,1718,1727,3444,12895,12207,25102,461,478,946,15073,14412,29485,1835,1699,3538,14061,13107,27168,624,579,1208,16523,15382,31908,1823,1743,3562,13817,13122,26935,628,542,1164,16270,15400,31667,1629,1513,3145,12979,12498,25480,588,576,1158,15194,14590,29785,1411,1422,2837,14918,14618,29540,751,684,1433,17084,16721,33805,1287,1232,2516,15398,15538,30940,751,678,1430,17440,17451,34889,1069,1074,2137,15427,16045,31473,732,627,1353,17221,17744,34963,872,928,1801,15044,15580,30624,672,613,1281,16580,17121,33707,722,736,1460,13751,14379,28137,635,517,1149,15110,15630,30740,715,788,1500,14105,14805,28909,592,552,1149,15411,16143,31559,670,729,1402,14045,14650,28699,547,434,982,15264,15811,31078,562,614,1170,13506,14432,27935,571,512,1079,14634,15552,30190,416,513,931,13561,14742,28305,504,435,943,14483,15693,30180,768,970,1739,40527,48037,88562,1792,2384,4178,43086,51390,94481,15501,15686,31186,224039,233759,457795,9845,9598,19446,249387,259044,508437
1026,251,209,453,891,862,1751,101,79,173,1239,1146,2385,236,228,462,938,899,1840,105,102,208,1284,1228,2504,176,233,412,936,922,1852,96,87,187,1213,1239,2451,144,185,330,945,804,1753,87,80,169,1180,1075,2257,184,122,308,950,884,1836,77,79,153,1214,1082,2296,169,120,284,1143,1028,2174,92,89,187,1398,1243,2638,148,116,263,1079,1036,2119,92,85,171,1320,1239,2556,102,102,210,1018,1011,2030,75,97,172,1194,1210,2410,85,74,161,924,901,1829,71,59,130,1075,1038,2113,86,78,164,944,949,1896,88,76,169,1119,1111,2224,83,97,177,933,1000,1930,69,64,131,1081,1163,2241,66,65,129,1017,1009,2028,60,49,106,1137,1126,2262,56,62,121,1023,1137,2153,56,49,104,1135,1245,2383,118,138,249,3458,3918,7372,155,169,328,3721,4230,7951,1896,1831,3723,16196,16363,32559,1218,1174,2395,19311,19369,38678
1027,199,177,375,1327,1111,2435,65,77,144,1584,1364,2953,209,198,407,1297,1172,2465,68,84,150,1569,1455,3028,227,202,431,1286,1229,2516,76,75,152,1590,1505,3102,173,177,350,1111,1000,2111,57,53,110,1337,1228,2567,147,146,294,931,987,1916,80,59,141,1167,1189,2354,114,139,249,1125,1301,2429,63,82,144,1298,1522,2819,100,109,208,1224,1324,2552,77,77,156,1403,1510,2914,81,91,171,1212,1349,2558,72,76,149,1359,1521,2879,64,73,135,1011,1142,2148,63,55,112,1131,1265,2401,77,75,153,1127,1149,2271,77,53,127,1283,1277,2556,67,84,157,994,1082,2084,54,58,108,1118,1225,2345,51,60,114,972,1073,2051,63,54,115,1085,1189,2282,40,39,76,959,1100,2051,41,42,90,1041,1181,2221,61,85,149,3102,3809,6914,205,247,448,3365,4139,7506,1608,1656,3266,17669,18836,36500,1057,1095,2151,20336,21582,41920
1028,174,143,317,986,899,1889,48,41,85,1204,1091,2289,135,165,293,1161,1154,2314,52,70,118,1344,1377,2725,167,128,297,1366,1295,2658,47,40,89,1581,1465,3050,150,132,277,1240,1264,2503,65,50,114,1452,1447,2897,114,127,240,1024,1124,2143,66,56,121,1197,1307,2511,88,99,186,1005,1059,2060,64,56,118,1155,1207,2364,70,76,149,1050,1165,2216,62,50,110,1180,1298,2479,66,74,142,1109,1277,2388,71,54,127,1249,1407,2654,51,49,97,1200,1294,2496,44,47,87,1291,1387,2681,51,70,126,1305,1477,2786,49,57,101,1407,1606,3013,44,70,111,1287,1506,2791,59,57,110,1388,1620,3009,49,70,122,1293,1549,2840,65,52,113,1401,1677,3075,39,48,86,1428,1734,3171,62,66,128,1534,1852,3388,88,112,201,5985,7266,13252,268,349,611,6337,7725,14064,1290,1351,2648,21436,24064,45500,1002,1045,2047,23733,26465,50193
1029,74,78,151,468,441,907,26,20,45,561,539,1101,108,92,196,519,489,1003,31,26,53,656,600,1254,94,97,184,489,485,972,28,25,47,606,600,1207,112,61,177,580,391,967,82,18,101,771,473,1243,52,70,116,565,389,957,100,20,119,714,479,1192,52,46,92,568,513,1087,58,30,87,671,591,1261,51,58,109,547,525,1075,39,24,65,644,607,1248,40,38,76,444,491,931,27,24,58,504,554,1065,39,47,78,446,425,876,28,17,39,510,481,993,28,46,68,481,497,979,19,17,37,533,559,1087,23,32,57,487,484,972,21,23,42,531,545,1073,31,23,52,456,439,898,32,21,56,520,485,1004,20,31,54,404,396,796,31,19,47,455,444,901,20,38,61,1044,1166,2209,58,53,110,1123,1258,2381,736,752,1486,7493,7135,14628,569,340,905,8800,8219,17018
1030,92,73,162,366,354,721,31,31,61,486,454,944,67,77,146,391,374,767,31,35,68,488,490,975,83,81,163,466,430,897,27,34,65,579,545,1118,73,49,120,379,386,763,40,36,71,490,468,958,64,58,126,328,316,645,31,24,52,423,392,815,40,38,71,379,405,779,38,31,67,454,470,922,42,42,87,395,430,825,26,31,56,470,506,968,25,37,63,420,442,860,31,34,62,478,510,987,25,37,62,461,492,948,33,30,61,514,559,1072,32,23,52,467,499,965,31,35,64,528,553,1079,29,38,68,511,574,1086,40,21,58,578,631,1210,22,29,51,568,622,1197,22,44,66,614,690,1315,22,33,51,681,776,1454,45,30,76,743,838,1575,56,59,114,2708,3024,5732,156,152,305,2915,3234,6150,658,682,1335,8518,9114,17634,573,560,1132,9748,10354,20105
1031,3837,3716,7545,139224,131115,270338,5906,5621,11528,148965,140449,289412,3898,3526,7425,145436,138255,283688,6756,6367,13119,156092,148144,304234,3855,3654,7511,142148,134545,276695,6197,5643,11839,152200,143847,296045,3664,3326,6986,130607,122793,253402,5594,4973,10561,139863,131097,270956,3392,3416,6810,154159,145666,299819,8033,6989,15024,165583,156068,321649,3076,3135,6211,173400,173155,346555,9901,9399,19299,186381,185692,372066,2347,2515,4858,181085,190050,371134,9611,9255,18869,193039,201818,394857,1921,2125,4049,181384,186198,367581,8950,8552,17506,192260,196874,389136,1703,1883,3584,160942,161800,322741,7426,6781,14212,170069,170466,340534,1798,1992,3786,148957,153984,302941,6377,5867,12244,157130,161836,318972,1613,1873,3487,137222,145061,282285,5699,5111,10814,144535,152051,296581,1331,1510,2847,130248,134326,264574,5393,4660,10057,136977,140500,277481,1118,1201,2315,115498,123502,238999,4449,4158,8607,121062,128863,249922,1913,2324,4242,309726,362078,671807,14231,17920,32151,325870,382326,708197,35456,36192,71650,2250042,2302528,4552567,104524,101306,205829,2390019,2440022,4830047
1032,409,336,745,1011,897,1902,91,80,168,1506,1312,2816,417,375,796,1033,1047,2083,108,135,245,1561,1558,3128,390,352,743,1134,990,2126,121,113,235,1646,1459,3101,342,338,673,1113,895,2006,112,104,217,1564,1336,2899,271,285,556,900,915,1816,90,95,188,1263,1293,2553,200,238,435,1218,1216,2435,118,102,220,1531,1564,3097,175,183,356,1201,1374,2573,92,108,202,1472,1658,3131,190,157,349,1115,1109,2223,106,105,211,1410,1372,2776,122,150,268,907,1045,1954,73,94,170,1107,1289,2398,123,161,288,941,990,1932,88,75,163,1158,1232,2384,99,138,235,973,1088,2060,82,68,145,1151,1288,2442,100,127,232,979,1091,2075,56,66,123,1141,1286,2427,88,109,193,965,1119,2087,53,57,115,1107,1283,2392,151,176,328,3335,4163,7495,215,296,507,3699,4635,8336,3068,3129,6201,16827,17932,34763,1404,1502,2907,21306,22567,43874
1033,179,170,349,470,481,955,45,45,94,695,695,1392,188,192,376,557,532,1087,87,73,160,825,796,1621,186,186,374,634,559,1192,66,66,136,891,815,1703,151,152,307,553,532,1083,56,44,96,756,731,1482,123,100,222,502,478,984,56,51,102,678,626,1301,97,105,200,526,556,1080,55,59,116,674,721,1399,78,111,191,526,576,1106,35,58,91,641,738,1380,67,81,145,494,580,1075,70,46,115,630,714,1336,56,63,123,502,538,1041,37,49,85,597,658,1250,61,80,139,557,609,1170,46,56,100,659,743,1404,51,61,116,609,713,1320,44,41,85,707,810,1518,43,63,108,704,781,1487,73,56,129,818,905,1725,43,66,110,780,901,1685,62,50,106,885,1015,1897,82,96,187,2959,3555,6517,183,213,393,3228,3875,7101,1405,1526,2930,10378,11398,21781,897,911,1807,12682,13836,26519
1034,41,33,68,368,345,712,12,18,31,416,392,810,43,36,84,385,358,750,15,13,34,452,415,866,45,43,82,398,387,787,45,17,59,485,442,932,26,29,56,369,336,700,25,29,56,423,399,819,28,21,49,249,232,486,15,11,24,299,257,558,16,20,37,287,309,590,19,13,30,319,340,653,20,17,40,327,357,689,16,28,40,365,401,772,18,23,45,391,411,797,22,27,50,436,457,892,19,15,31,364,387,750,27,20,50,402,424,827,23,25,46,407,409,816,25,17,43,452,451,908,7,6,18,409,473,881,27,31,64,446,515,965,16,14,36,469,561,1031,35,33,65,522,611,1128,24,20,40,608,744,1352,33,43,72,660,806,1469,32,32,62,2393,2738,5138,111,114,225,2540,2885,5423,362,337,696,7431,8051,15480,432,415,843,8222,8802,17026
1035,256,239,500,1576,1543,3113,90,66,155,1913,1849,3763,262,205,472,1652,1489,3149,88,89,179,2003,1794,3796,215,225,439,1602,1638,3238,89,85,171,1898,1946,3848,212,216,434,1599,1598,3199,75,75,150,1894,1892,3785,182,231,417,1685,1937,3621,108,90,198,1973,2263,4233,153,164,315,1812,1872,3683,99,86,181,2066,2121,4181,122,136,258,1708,1794,3504,87,95,181,1913,2021,3938,86,115,194,1584,1734,3311,96,90,181,1757,1931,3691,85,76,160,1376,1474,2846,83,64,149,1542,1617,3160,79,110,186,1379,1437,2817,77,74,156,1535,1626,3155,72,78,149,1391,1508,2897,66,63,128,1531,1650,3177,65,84,145,1368,1480,2842,63,53,118,1491,1616,3113,58,54,106,1344,1584,2927,61,80,142,1462,1716,3178,93,105,194,4107,5103,9212,246,321,575,4448,5530,9983,1938,2040,3976,24169,26195,50363,1323,1338,2662,27428,29574,57003
