SUA_CODE_2021,M_15_19_CF_Own_CCO,M_15_19_CF_Oth_CCO,M_15_19_CF_Own_CC_Oth_CC,M_15_19_CF_Total,M_15_19_DNPCC,M_15_19_UCC_NS,M_15_19_Total,M_20_24_CF_Own_CCO,M_20_24_CF_Oth_CCO,M_20_24_CF_Own_CC_Oth_CC,M_20_24_CF_Total,M_20_24_DNPCC,M_20_24_UCC_NS,M_20_24_Total,M_25_34_CF_Own_CCO,M_25_34_CF_Oth_CCO,M_25_34_CF_Own_CC_Oth_CC,M_25_34_CF_Total,M_25_34_DNPCC,M_25_34_UCC_NS,M_25_34_Total,M_35_44_CF_Own_CCO,M_35_44_CF_Oth_CCO,M_35_44_CF_Own_CC_Oth_CC,M_35_44_CF_Total,M_35_44_DNPCC,M_35_44_UCC_NS,M_35_44_Total,M_45_54_CF_Own_CCO,M_45_54_CF_Oth_CCO,M_45_54_CF_Own_CC_Oth_CC,M_45_54_CF_Total,M_45_54_DNPCC,M_45_54_UCC_NS,M_45_54_Total,M_55_64_CF_Own_CCO,M_55_64_CF_Oth_CCO,M_55_64_CF_Own_CC_Oth_CC,M_55_64_CF_Total,M_55_64_DNPCC,M_55_64_UCC_NS,M_55_64_Total,M_65_74_CF_Own_CCO,M_65_74_CF_Oth_CCO,M_65_74_CF_Own_CC_Oth_CC,M_65_74_CF_Total,M_65_74_DNPCC,M_65_74_UCC_NS,M_65_74_Total,M_75_84_CF_Own_CCO,M_75_84_CF_Oth_CCO,M_75_84_CF_Own_CC_Oth_CC,M_75_84_CF_Total,M_75_84_DNPCC,M_75_84_UCC_NS,M_75_84_Total,M_85ov_CF_Own_CCO,M_85ov_CF_Oth_CCO,M_85ov_CF_Own_CC_Oth_CC,M_85ov_CF_Total,M_85ov_DNPCC,M_85ov_UCC_NS,M_85ov_Total,M_Tot_CF_Own_CCO,M_Tot_CF_Oth_CCO,M_Tot_CF_Own_CC_Oth_CC,M_Tot_CF_Total,M_Tot_DNPCC,M_Tot_UCC_NS,M_Tot_Total,F_15_19_CF_Own_CCO,F_15_19_CF_Oth_CCO,F_15_19_CF_Own_CC_Oth_CC,F_15_19_CF_Total,F_15_19_DNPCC,F_15_19_UCC_NS,F_15_19_Total,F_20_24_CF_Own_CCO,F_20_24_CF_Oth_CCO,F_20_24_CF_Own_CC_Oth_CC,F_20_24_CF_Total,F_20_24_DNPCC,F_20_24_UCC_NS,F_20_24_Total,F_25_34_CF_Own_CCO,F_25_34_CF_Oth_CCO,F_25_34_CF_Own_CC_Oth_CC,F_25_34_CF_Total,F_25_34_DNPCC,F_25_34_UCC_NS,F_25_34_Total,F_35_44_CF_Own_CCO,F_35_44_CF_Oth_CCO,F_35_44_CF_Own_CC_Oth_CC,F_35_44_CF_Total,F_35_44_DNPCC,F_35_44_UCC_NS,F_35_44_Total,F_45_54_CF_Own_CCO,F_45_54_CF_Oth_CCO,F_45_54_CF_Own_CC_Oth_CC,F_45_54_CF_Total,F_45_54_DNPCC,F_45_54_UCC_NS,F_45_54_Total,F_55_64_CF_Own_CCO,F_55_64_CF_Oth_CCO,F_55_64_CF_Own_CC_Oth_CC,F_55_64_CF_Total,F_55_64_DNPCC,F_55_64_UCC_NS,F_55_64_Total,F_65_74_CF_Own_CCO,F_65_74_CF_Oth_CCO,F_65_74_CF_Own_CC_Oth_CC,F_65_74_CF_Total,F_65_74_DNPCC,F_65_74_UCC_NS,F_65_74_Total,F_75_84_CF_Own_CCO,F_75_84_CF_Oth_CCO,F_75_84_CF_Own_CC_Oth_CC,F_75_84_CF_Total,F_75_84_DNPCC,F_75_84_UCC_NS,F_75_84_Total,F_85ov_CF_Own_CCO,F_85ov_CF_Oth_CCO,F_85ov_CF_Own_CC_Oth_CC,F_85ov_CF_Total,F_85ov_DNPCC,F_85ov_UCC_NS,F_85ov_Total,F_Tot_CF_Own_CCO,F_Tot_CF_Oth_CCO,F_Tot_CF_Own_CC_Oth_CC,F_Tot_CF_Total,F_Tot_DNPCC,F_Tot_UCC_NS,F_Tot_Total,P_15_19_CF_Own_CCO,P_15_19_CF_Oth_CCO,P_15_19_CF_Own_CC_Oth_CC,P_15_19_CF_Total,P_15_19_DNPCC,P_15_19_UCC_NS,P_15_19_Total,P_20_24_CF_Own_CCO,P_20_24_CF_Oth_CCO,P_20_24_CF_Own_CC_Oth_CC,P_20_24_CF_Total,P_20_24_DNPCC,P_20_24_UCC_NS,P_20_24_Total,P_25_34_CF_Own_CCO,P_25_34_CF_Oth_CCO,P_25_34_CF_Own_CC_Oth_CC,P_25_34_CF_Total,P_25_34_DNPCC,P_25_34_UCC_NS,P_25_34_Total,P_35_44_CF_Own_CCO,P_35_44_CF_Oth_CCO,P_35_44_CF_Own_CC_Oth_CC,P_35_44_CF_Total,P_35_44_DNPCC,P_35_44_UCC_NS,P_35_44_Total,P_45_54_CF_Own_CCO,P_45_54_CF_Oth_CCO,P_45_54_CF_Own_CC_Oth_CC,P_45_54_CF_Total,P_45_54_DNPCC,P_45_54_UCC_NS,P_45_54_Total,P_55_64_CF_Own_CCO,P_55_64_CF_Oth_CCO,P_55_64_CF_Own_CC_Oth_CC,P_55_64_CF_Total,P_55_64_DNPCC,P_55_64_UCC_NS,P_55_64_Total,P_65_74_CF_Own_CCO,P_65_74_CF_Oth_CCO,P_65_74_CF_Own_CC_Oth_CC,P_65_74_CF_Total,P_65_74_DNPCC,P_65_74_UCC_NS,P_65_74_Total,P_75_84_CF_Own_CCO,P_75_84_CF_Oth_CCO,P_75_84_CF_Own_CC_Oth_CC,P_75_84_CF_Total,P_75_84_DNPCC,P_75_84_UCC_NS,P_75_84_Total,P_85ov_CF_Own_CCO,P_85ov_CF_Oth_CCO,P_85ov_CF_Own_CC_Oth_CC,P_85ov_CF_Total
1000,122,1076,6,1205,24938,3476,29618,1144,684,33,1862,18900,2686,23450,15141,1202,415,16759,27217,6083,50050,26885,1057,841,28783,18386,6135,53303,17693,1981,508,20185,37621,6388,64200,3762,5455,113,9328,61615,6816,77761,721,5819,46,6590,60694,6077,73355,116,1166,13,1292,32460,3609,37359,8,61,0,80,8808,1393,10281,65601,18498,1974,86072,290649,42662,419389,277,2103,20,2398,22281,3083,27767,2482,1380,130,3999,15387,2034,21421,22884,1911,1315,26106,20576,4702,51383,33285,1610,1890,36778,14263,5001,56041,16882,4971,740,22593,38660,5275,66528,1605,12954,144,14700,58121,5689,78512,400,8974,61,9434,54180,5128,68746,99,1483,10,1592,31659,3842,37089,17,89,0,106,12428,2185,14721,77928,35478,4305,117713,267556,36936,422206,401,3180,26,3608,47226,6558,57384,3625,2070,165,5860,34290,4721,44872,38030,3111,1730,42864,47791,10785,101435,60165,2662,2731,65559,32650,11137,109347,34576,6954,1244,42778,76278,11668,130732,5369,18405,257,24027,119737,12505,156274,1120,14799,110,16023,114875,11204,142106,214,2646,16,2874,64124,7448,74446,29,153,3,183
1001,11,99,0,115,2763,209,3086,152,86,0,240,2594,191,3029,1854,187,61,2096,3915,423,6437,3089,121,106,3316,2130,362,5815,1676,188,48,1915,3362,331,5607,315,463,11,784,4431,291,5510,50,551,3,607,4077,266,4950,5,118,0,129,2258,174,2565,0,8,0,8,737,85,831,7158,1823,235,9213,26264,2341,37822,24,245,5,277,2464,181,2921,284,194,20,500,2260,184,2941,2762,276,168,3206,3063,388,6650,3787,211,216,4216,1757,343,6309,1668,511,85,2264,3531,257,6047,146,1201,14,1361,4472,264,6097,34,924,5,957,4220,270,5449,8,158,4,169,2826,261,3258,4,13,0,11,1242,151,1401,8710,3742,504,12958,25830,2296,41079,40,349,5,389,5223,392,6009,439,287,22,742,4858,375,5973,4619,462,225,5306,6980,809,13092,6873,329,327,7533,3884,705,12123,3340,701,129,4173,6889,587,11653,458,1666,26,2146,8904,557,11600,85,1474,7,1564,8301,536,10394,17,285,4,299,5090,433,5823,4,17,0,20
1002,4,29,0,38,715,152,907,38,17,5,55,796,171,1025,327,42,9,377,1026,165,1567,599,23,14,639,552,89,1278,357,30,6,400,693,73,1163,88,95,5,187,1051,87,1324,17,112,0,131,876,61,1069,0,23,0,27,582,79,683,0,0,0,0,189,38,226,1433,374,48,1846,6478,909,9238,3,80,0,90,821,216,1118,65,50,5,118,775,193,1092,542,54,31,634,881,169,1687,759,30,31,821,418,116,1350,360,96,19,488,793,76,1356,35,207,0,240,1116,81,1432,4,175,0,181,932,75,1188,3,37,0,35,736,90,859,0,3,0,6,296,81,378,1784,740,91,2609,6767,1085,10459,12,115,0,125,1536,363,2028,104,64,7,176,1577,361,2111,874,101,40,1017,1908,330,3251,1354,53,45,1456,971,203,2626,723,131,27,883,1483,152,2521,124,297,5,425,2167,160,2760,21,285,0,311,1812,133,2253,3,56,0,58,1321,167,1542,0,3,0,6
1003,6,48,0,55,1113,109,1269,25,30,0,57,855,67,977,528,54,17,605,1238,148,1989,1347,53,53,1446,906,158,2509,954,64,26,1046,1584,136,2768,204,230,9,437,2481,161,3078,30,339,0,376,2649,158,3185,19,64,0,78,1631,113,1824,5,0,0,6,606,82,691,3111,883,107,4102,13058,1136,18295,11,71,0,80,994,74,1147,56,60,8,118,726,58,902,846,98,29,979,1129,156,2266,1692,89,88,1866,710,141,2724,972,185,46,1203,1766,156,3124,77,527,8,607,2659,154,3419,21,587,3,614,2738,168,3516,8,84,0,97,1880,163,2135,0,4,0,4,956,185,1146,3695,1707,178,5577,13559,1253,20383,17,121,0,139,2105,181,2416,78,92,8,174,1579,123,1877,1377,154,50,1582,2367,310,4253,3043,134,136,3318,1618,299,5234,1930,253,74,2250,3353,294,5897,282,749,14,1048,5130,318,6499,54,930,6,988,5384,329,6697,28,145,0,174,3513,274,3961,5,8,0,14
1004,0,7,0,13,385,43,447,16,4,4,30,262,34,329,194,12,8,220,421,59,699,343,16,11,372,309,57,739,220,31,13,259,673,106,1034,48,86,3,142,1036,86,1255,16,120,0,134,1346,94,1570,3,21,0,22,772,63,855,0,4,0,4,240,16,258,850,310,35,1197,5443,558,7192,3,29,0,25,327,41,396,49,23,0,79,204,25,307,315,23,20,359,318,67,752,431,20,36,491,258,70,812,227,71,9,299,669,69,1041,24,206,0,233,1182,80,1492,9,162,0,175,1345,93,1615,0,32,0,34,834,82,942,0,0,0,0,365,34,404,1057,568,66,1694,5513,560,7762,4,38,0,42,715,90,837,66,32,3,111,469,63,641,508,37,30,576,744,133,1452,771,39,44,864,569,122,1552,447,101,12,558,1342,171,2069,74,292,4,373,2211,162,2748,24,280,3,311,2686,184,3186,3,50,0,52,1605,144,1797,0,8,0,8
1005,0,56,0,59,1165,94,1323,63,44,0,110,1089,188,1382,677,68,28,768,1471,415,2653,1082,54,29,1167,762,344,2277,640,88,23,755,1216,201,2171,112,179,6,298,1635,123,2062,15,216,0,234,1434,82,1751,4,41,0,40,894,65,999,0,3,0,3,304,23,335,2604,747,94,3445,9981,1527,14952,10,112,0,123,1013,61,1199,109,71,5,185,987,76,1248,1045,103,81,1236,1144,135,2510,1337,77,79,1491,575,104,2175,618,206,25,854,1331,121,2301,53,451,5,513,1594,101,2210,12,351,0,359,1436,77,1879,4,53,0,59,1031,77,1156,0,7,0,7,580,51,641,3196,1438,193,4821,9692,801,15324,14,172,0,184,2184,151,2520,177,112,10,292,2073,263,2631,1729,168,109,2004,2619,543,5163,2420,128,112,2659,1335,451,4447,1256,299,51,1604,2549,320,4470,170,633,11,812,3232,225,4268,28,568,0,597,2874,161,3631,6,90,0,100,1923,138,2162,0,11,0,9
1006,3,42,0,43,1075,48,1169,32,34,0,68,770,60,897,596,43,12,652,1207,77,1929,1201,33,29,1261,742,117,2117,893,56,18,969,1364,132,2465,187,172,12,372,2066,93,2536,24,224,0,249,2229,125,2593,4,71,0,75,1691,125,1893,5,5,0,10,524,104,634,2945,688,70,3702,11670,870,16248,10,75,0,83,1013,57,1151,69,46,0,119,694,54,865,844,71,36,952,959,80,1993,1429,60,88,1571,572,95,2237,999,139,36,1170,1469,124,2769,70,423,4,502,2253,104,2857,17,414,0,429,2664,130,3228,5,116,0,121,1989,153,2271,0,10,0,10,699,173,881,3438,1358,161,4961,12303,979,18242,8,120,0,127,2089,106,2322,102,84,0,184,1467,108,1763,1435,115,46,1599,2167,161,3919,2629,87,114,2833,1319,209,4355,1892,198,54,2146,2834,256,5232,262,597,13,877,4317,204,5395,38,641,4,678,4890,253,5825,10,189,0,200,3684,280,4162,5,10,0,16
1007,3,18,0,24,428,67,519,26,15,0,37,384,55,475,296,21,16,329,616,112,1050,378,22,17,410,396,110,921,215,46,8,271,644,103,1015,47,107,0,156,1011,80,1244,16,100,0,115,916,71,1101,0,14,0,16,473,53,542,0,6,0,6,163,42,205,973,346,41,1364,5029,680,7073,3,28,0,34,376,44,452,53,30,0,84,297,38,424,470,33,42,544,486,98,1128,494,38,18,552,324,87,962,185,97,13,290,622,80,993,20,228,6,252,993,78,1320,10,142,0,147,900,69,1112,3,28,0,29,603,94,735,3,0,0,3,299,85,388,1235,623,76,1935,4901,687,7516,7,46,0,52,804,111,971,80,42,3,125,679,95,896,763,51,59,874,1103,212,2182,867,63,34,964,718,200,1883,401,145,18,562,1268,180,2010,68,335,4,410,2003,159,2570,18,240,0,255,1815,141,2214,5,40,0,43,1084,152,1272,3,6,0,3
1008,0,6,0,12,181,19,208,0,4,0,4,184,30,221,68,13,0,79,788,116,983,279,21,7,308,435,93,843,253,15,13,280,334,71,688,61,22,0,87,530,51,675,13,63,0,77,502,44,620,4,14,0,18,200,25,237,0,0,0,0,46,3,50,682,152,27,861,3209,453,4520,0,9,0,9,172,18,199,8,13,0,16,266,42,329,115,35,3,158,855,126,1134,390,38,7,433,362,74,870,255,20,5,283,354,60,695,33,67,0,100,543,59,705,6,107,0,112,457,37,604,3,23,0,27,194,22,241,0,0,0,0,102,20,121,804,313,19,1138,3309,459,4904,0,20,0,19,352,37,413,9,13,0,19,455,74,544,183,47,7,235,1639,238,2118,672,53,16,745,801,170,1711,503,35,21,559,693,135,1387,91,93,5,189,1079,112,1375,20,173,0,193,955,81,1225,0,34,0,38,400,48,483,0,0,0,0
1009,0,26,0,24,429,35,488,8,3,0,11,292,17,316,171,14,9,192,289,33,513,375,13,10,395,217,37,649,292,28,10,323,643,41,1013,63,103,0,165,1131,61,1361,5,111,0,118,1679,82,1876,6,33,0,39,1107,57,1201,0,0,0,4,309,32,348,914,333,23,1275,6096,399,7767,0,26,0,26,373,25,418,23,14,0,46,202,15,254,269,28,16,307,218,18,539,510,22,40,571,195,30,793,302,64,15,374,682,25,1088,28,239,4,270,1299,64,1630,6,173,0,177,1665,63,1910,8,41,0,44,1106,75,1229,5,0,0,5,426,34,462,1148,603,68,1811,6164,353,8322,0,44,0,47,797,56,905,32,24,0,57,491,28,574,435,39,17,499,508,52,1058,881,38,47,964,412,65,1443,599,86,18,704,1326,68,2098,92,339,0,432,2433,133,2996,10,284,0,296,3347,145,3785,7,73,0,87,2211,131,2429,6,0,0,6
