SUA_CODE_2021,F_ID_NS_15_19,F_ID_NS_20_24,F_ID_NS_25_34,F_ID_NS_35_44,F_ID_NS_45_54,F_ID_NS_55_64,F_ID_NS_65_74,F_ID_NS_75_84,F_ID_NS_85ov,F_ID_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ag_For_Fshg_15_19,P_Ag_For_Fshg_20_24,P_Ag_For_Fshg_25_34,P_Ag_For_Fshg_35_44,P_Ag_For_Fshg_45_54,P_Ag_For_Fshg_55_64,P_Ag_For_Fshg_65_74,P_Ag_For_Fshg_75_84,P_Ag_For_Fshg_85ov,P_Ag_For_Fshg_Tot,P_Mining_15_19,P_Mining_20_24,P_Mining_25_34,P_Mining_35_44,P_Mining_45_54,P_Mining_55_64,P_Mining_65_74,P_Mining_75_84,P_Mining_85ov,P_Mining_Tot,P_Manufact_15_19,P_Manufact_20_24,P_Manufact_25_34,P_Manufact_35_44,P_Manufact_45_54,P_Manufact_55_64,P_Manufact_65_74,P_Manufact_75_84,P_Manufact_85ov,P_Manufact_Tot,P_El_Gas_Wt_Waste_15_19,P_El_Gas_Wt_Waste_20_24,P_El_Gas_Wt_Waste_25_34,P_El_Gas_Wt_Waste_35_44,P_El_Gas_Wt_Waste_45_54,P_El_Gas_Wt_Waste_55_64,P_El_Gas_Wt_Waste_65_74,P_El_Gas_Wt_Waste_75_84,P_El_Gas_Wt_Waste_85ov,P_El_Gas_Wt_Waste_Tot,P_Constru_15_19,P_Constru_20_24,P_Constru_25_34,P_Constru_35_44,P_Constru_45_54,P_Constru_55_64,P_Constru_65_74,P_Constru_75_84,P_Constru_85ov,P_Constru_Tot,P_WhlesaleTde_15_19,P_WhlesaleTde_20_24,P_WhlesaleTde_25_34,P_WhlesaleTde_35_44,P_WhlesaleTde_45_54,P_WhlesaleTde_55_64,P_WhlesaleTde_65_74,P_WhlesaleTde_75_84,P_WhlesaleTde_85ov,P_WhlesaleTde_Tot,P_RetTde_15_19,P_RetTde_20_24,P_RetTde_25_34,P_RetTde_35_44,P_RetTde_45_54,P_RetTde_55_64,P_RetTde_65_74,P_RetTde_75_84,P_RetTde_85ov,P_RetTde_Tot,P_Accom_food_15_19,P_Accom_food_20_24,P_Accom_food_25_34,P_Accom_food_35_44,P_Accom_food_45_54,P_Accom_food_55_64,P_Accom_food_65_74,P_Accom_food_75_84,P_Accom_food_85ov,P_Accom_food_Tot,P_Trans_post_wrehsg_15_19,P_Trans_post_wrehsg_20_24,P_Trans_post_wrehsg_25_34,P_Trans_post_wrehsg_35_44,P_Trans_post_wrehsg_45_54,P_Trans_post_wrehsg_55_64,P_Trans_post_wrehsg_65_74,P_Trans_post_wrehsg_75_84,P_Trans_post_wrehsg_85ov,P_Trans_post_wrehsg_Tot,P_Info_media_teleco_15_19,P_Info_media_teleco_20_24,P_Info_media_teleco_25_34,P_Info_media_teleco_35_44,P_Info_media_teleco_45_54,P_Info_media_teleco_55_64,P_Info_media_teleco_65_74,P_Info_media_teleco_75_84,P_Info_media_teleco_85ov,P_Info_media_teleco_Tot,P_Fin_Insur_15_19,P_Fin_Insur_20_24,P_Fin_Insur_25_34,P_Fin_Insur_35_44,P_Fin_Insur_45_54,P_Fin_Insur_55_64,P_Fin_Insur_65_74,P_Fin_Insur_75_84,P_Fin_Insur_85ov,P_Fin_Insur_Tot,P_RtnHir_REst_15_19,P_RtnHir_REst_20_24,P_RtnHir_REst_25_34,P_RtnHir_REst_35_44,P_RtnHir_REst_45_54,P_RtnHir_REst_55_64,P_RtnHir_REst_65_74,P_RtnHir_REst_75_84,P_RtnHir_REst_85ov,P_RtnHir_REst_Tot,P_Pro_scien_tec_15_19,P_Pro_scien_tec_20_24,P_Pro_scien_tec_25_34,P_Pro_scien_tec_35_44,P_Pro_scien_tec_45_54,P_Pro_scien_tec_55_64,P_Pro_scien_tec_65_74,P_Pro_scien_tec_75_84,P_Pro_scien_tec_85ov,P_Pro_scien_tec_Tot,P_Admin_supp_15_19,P_Admin_supp_20_24,P_Admin_supp_25_34,P_Admin_supp_35_44,P_Admin_supp_45_54,P_Admin_supp_55_64,P_Admin_supp_65_74,P_Admin_supp_75_84,P_Admin_supp_85ov,P_Admin_supp_Tot,P_Public_admin_sfty_15_19,P_Public_admin_sfty_20_24,P_Public_admin_sfty_25_34,P_Public_admin_sfty_35_44,P_Public_admin_sfty_45_54,P_Public_admin_sfty_55_64,P_Public_admin_sfty_65_74,P_Public_admin_sfty_75_84,P_Public_admin_sfty_85ov,P_Public_admin_sfty_Tot,P_Educ_trng_15_19,P_Educ_trng_20_24,P_Educ_trng_25_34,P_Educ_trng_35_44,P_Educ_trng_45_54,P_Educ_trng_55_64,P_Educ_trng_65_74,P_Educ_trng_75_84,P_Educ_trng_85ov,P_Educ_trng_Tot,P_HlthCare_SocAs_15_19,P_HlthCare_SocAs_20_24,P_HlthCare_SocAs_25_34,P_HlthCare_SocAs_35_44,P_HlthCare_SocAs_45_54,P_HlthCare_SocAs_55_64,P_HlthCare_SocAs_65_74,P_HlthCare_SocAs_75_84,P_HlthCare_SocAs_85ov,P_HlthCare_SocAs_Tot,P_Art_recn_15_19,P_Art_recn_20_24,P_Art_recn_25_34,P_Art_recn_35_44,P_Art_recn_45_54,P_Art_recn_55_64,P_Art_recn_65_74,P_Art_recn_75_84,P_Art_recn_85ov,P_Art_recn_Tot
1010,139,218,457,499,505,349,119,55,11,2352,4883,6422,13971,15684,16570,12997,2969,303,21,73819,55,101,224,196,235,228,93,40,6,1165,3,33,128,204,191,148,29,4,0,743,378,680,1636,1918,2179,1712,330,32,6,8866,21,58,276,347,407,345,46,0,0,1504,969,1886,4019,3942,3323,2390,572,42,3,17144,68,173,484,719,892,711,163,26,0,3238,2390,2167,2765,2452,2643,2201,583,69,3,15275,3717,1659,1563,1267,1134,854,220,30,3,10455,98,247,724,1017,1441,1537,415,57,0,5526,88,180,491,686,613,429,87,13,3,2583,27,254,937,1345,1291,809,179,32,0,4882,44,167,432,530,583,379,146,37,6,2330,106,503,1689,2373,2127,1413,568,92,5,8877,141,386,883,1035,1195,963,262,28,0,4898,70,365,1509,2459,2639,1710,300,15,3,9079,258,843,2481,2832,2849,2283,637,42,0,12229,463,2024,5304,5414,6236,5721,1321,85,0,26571,190,213,415,389,360,266,98,18,4,1958
1011,42,54,94,112,90,66,34,7,3,489,1149,1184,3072,3451,3654,3019,734,53,6,16310,38,105,483,429,303,234,96,16,4,1702,0,7,17,29,30,18,6,0,0,103,40,59,173,176,226,197,55,5,0,931,4,4,36,64,64,58,6,0,0,244,186,320,695,664,624,493,132,3,0,3120,22,32,87,136,157,113,38,3,0,586,634,403,584,568,558,549,150,9,0,3449,827,373,515,395,390,329,94,6,3,2938,23,51,149,167,220,257,88,10,0,958,17,13,43,60,63,50,5,0,0,254,8,29,106,134,144,89,27,3,0,533,10,28,84,90,111,101,42,5,0,473,20,61,297,352,335,242,134,9,0,1452,31,52,197,257,301,247,61,9,0,1160,11,66,349,548,607,358,56,0,0,2004,56,125,501,739,767,579,176,15,0,2945,90,413,1198,1284,1467,1376,340,20,0,6192,64,32,74,71,93,54,21,8,0,416
1012,18,27,88,59,47,24,16,7,0,289,612,896,2567,2009,1735,1474,389,45,0,9730,12,21,78,61,59,58,56,26,0,377,0,20,92,75,51,37,0,0,0,279,74,97,328,236,178,137,40,3,0,1083,0,4,40,63,64,56,11,0,0,245,118,228,496,301,268,234,59,10,0,1713,22,36,113,80,120,100,20,9,0,501,330,216,505,322,279,236,66,6,3,1971,353,159,331,202,163,138,45,6,0,1403,12,28,124,129,144,177,61,10,0,687,17,19,30,35,16,22,10,0,0,152,8,28,93,67,71,58,5,3,0,334,7,7,59,51,48,39,18,0,0,227,17,69,219,179,121,101,43,8,0,754,14,41,127,116,96,97,28,0,0,522,12,103,395,351,358,268,49,4,0,1549,38,121,394,476,396,313,106,7,0,1855,70,314,1266,880,671,616,160,11,0,3984,34,30,68,59,47,42,8,0,0,288
1013,15,4,24,23,21,20,16,11,0,136,258,239,576,669,803,831,255,27,0,3663,0,11,14,15,29,32,12,4,0,117,0,0,7,12,10,12,0,0,0,42,10,10,35,33,42,46,22,3,0,194,4,6,7,16,24,26,7,0,0,92,46,55,112,144,155,130,37,3,0,679,3,3,7,15,20,9,8,0,0,63,151,91,120,151,176,160,49,3,0,898,196,113,136,117,107,134,31,8,0,841,3,0,16,18,52,43,26,4,0,171,8,0,5,12,5,8,7,0,0,44,0,5,23,20,16,34,9,0,0,102,10,13,24,27,35,35,11,5,0,153,4,12,31,42,60,61,42,8,0,257,5,12,35,41,60,67,20,0,0,236,4,8,35,79,95,100,21,0,0,341,4,30,97,130,132,143,53,0,0,601,28,66,265,294,333,365,109,11,0,1467,3,4,15,14,19,25,9,0,0,86
1014,5,17,38,19,30,24,3,0,0,142,342,481,1211,1068,1068,917,226,18,0,5332,4,8,45,41,26,28,24,5,0,189,0,10,45,46,25,12,5,0,0,141,49,79,187,137,128,87,19,0,0,686,0,10,24,27,33,35,8,0,0,133,69,162,304,204,148,148,33,0,0,1069,13,23,38,28,33,42,17,5,0,195,163,130,242,211,172,182,42,4,0,1143,222,117,180,113,87,87,25,0,0,831,5,20,82,110,108,121,45,3,0,510,0,9,16,16,4,16,0,0,0,78,0,13,32,20,27,25,3,0,0,123,8,15,31,26,26,21,10,0,0,130,12,37,99,68,71,58,34,8,0,385,8,43,52,72,82,81,22,6,0,365,9,57,224,291,356,263,31,3,0,1220,25,65,173,168,164,173,57,9,0,830,33,111,463,405,381,368,109,8,0,1879,10,15,24,22,24,14,4,0,0,106
1015,10,8,25,23,17,22,6,7,0,120,227,345,725,728,765,645,155,18,0,3613,12,6,28,39,23,37,28,11,0,185,0,0,11,6,11,3,3,0,0,33,20,50,65,64,69,74,14,3,0,358,0,0,10,25,30,25,4,0,0,92,29,74,149,93,97,71,24,4,0,551,0,8,19,26,15,13,9,0,0,93,151,100,149,141,133,106,37,4,0,822,181,97,99,71,66,82,18,0,0,600,6,19,42,51,57,83,26,0,0,291,0,7,15,8,10,4,0,0,0,43,0,6,20,20,29,16,5,0,0,102,0,7,23,18,10,21,4,3,0,89,7,18,49,54,33,35,18,0,0,209,3,24,42,49,44,59,15,0,0,247,9,52,171,203,234,126,20,0,0,813,7,42,118,157,147,131,23,0,0,625,16,106,299,267,311,299,46,0,0,1349,3,3,20,17,22,12,14,3,0,96
1016,15,30,56,42,36,29,8,8,0,226,334,399,1197,1032,936,757,214,33,0,4910,14,61,231,205,194,196,78,23,4,1005,0,0,4,8,0,0,0,0,0,17,62,172,567,505,395,269,58,4,0,2025,5,0,18,42,39,32,6,0,0,144,56,83,190,127,93,103,31,4,0,696,5,27,61,51,64,42,23,0,0,283,236,118,179,175,167,141,48,4,0,1062,115,72,118,63,65,76,24,0,0,543,0,14,66,36,58,67,24,9,0,268,8,7,13,3,7,3,0,0,0,47,3,11,28,24,31,16,3,0,0,119,4,9,10,7,20,15,7,0,0,86,8,31,109,68,55,60,17,7,0,361,3,15,76,50,58,61,12,3,0,279,7,23,96,102,103,75,18,0,0,422,15,30,154,155,153,116,34,3,0,659,16,88,296,315,236,215,69,4,0,1250,9,9,22,20,7,3,0,0,0,78
1017,3,7,8,19,22,16,8,0,0,83,202,230,464,518,550,494,136,16,0,2617,5,8,25,24,24,26,27,17,0,153,0,0,0,4,5,3,0,0,0,10,21,38,78,66,64,48,14,0,0,329,0,4,16,15,12,12,6,0,0,62,21,49,96,67,64,77,19,4,0,393,5,6,11,12,15,17,7,0,5,75,108,77,121,111,127,86,35,5,0,656,158,66,54,45,51,32,5,3,0,418,3,10,28,37,52,61,22,5,0,216,8,0,0,0,0,4,0,0,0,21,3,8,14,10,14,14,0,0,0,60,4,9,4,5,7,9,3,0,0,38,3,11,21,27,25,20,8,0,0,119,3,8,42,54,26,38,10,0,0,192,0,15,66,89,93,79,13,0,0,362,9,32,81,90,111,95,26,0,0,445,28,78,196,215,266,244,67,4,0,1092,7,3,3,4,6,3,4,0,0,31
1018,12,23,30,38,38,21,12,9,0,185,447,551,1267,1285,1368,1193,292,28,4,6429,30,46,69,69,67,58,23,8,5,363,0,0,3,7,7,6,0,0,0,33,48,82,173,155,107,135,21,3,4,732,5,6,25,31,33,30,0,0,0,131,39,91,230,197,150,128,35,5,0,876,8,19,46,38,54,43,16,0,0,227,275,207,306,257,262,189,68,5,0,1577,291,135,171,123,99,89,27,0,0,933,10,13,61,60,77,93,27,4,0,346,8,10,13,17,17,12,3,0,0,85,0,18,52,40,45,42,8,0,0,209,3,8,23,24,25,31,7,0,0,130,10,47,122,119,106,96,41,6,0,553,20,38,98,78,99,93,25,3,0,451,6,43,101,135,171,142,27,0,0,622,18,83,236,367,318,272,59,4,0,1360,41,176,589,605,684,662,164,9,0,2934,13,14,21,24,29,21,9,0,0,137
1019,9,5,19,10,10,19,0,0,0,73,122,199,480,401,485,466,98,9,0,2265,0,3,3,0,3,0,8,3,0,19,7,20,84,92,93,75,7,0,0,387,9,20,59,26,67,33,6,0,0,229,0,9,16,21,40,39,4,0,0,134,22,34,57,47,52,43,20,3,0,289,0,6,32,18,19,24,0,0,0,107,53,62,106,75,76,83,15,0,0,477,109,68,81,53,47,60,15,5,0,432,5,16,24,33,49,57,23,6,0,207,0,3,11,9,5,5,5,0,0,30,4,5,34,21,18,14,0,0,0,101,0,6,6,8,19,13,3,5,0,51,5,12,31,25,20,27,16,0,0,143,5,12,33,39,25,40,4,0,0,160,9,27,119,99,120,113,17,0,0,499,8,26,57,63,99,59,21,0,0,332,9,52,128,114,138,154,40,7,0,634,5,8,11,12,5,9,0,0,0,54
