SUA_CODE_2021,P_AdvDi_Di_AdvDi_AsDe_Mng,P_AdvDi_Di_AdvDi_AsDe_Pro,P_AdvDi_Di_AdvDi_AsDe_TTW,P_AdvDi_Di_AdvDi_AsDe_CPS,P_AdvDi_Di_AdvDi_AsDe_CA,P_AdvDi_Di_AdvDi_AsDe_Sal,P_AdvDi_Di_AdvDi_AsDe_MOD,P_AdvDi_Di_AdvDi_AsDe_Lab,P_AdvDi_Di_AdvDi_AsDe_IDNS,P_AdvDi_Di_AdvDi_AsDe_Tot,P_AdvDi_Di_Dip_Mng,P_AdvDi_Di_Dip_Pro,P_AdvDi_Di_Dip_TTW,P_AdvDi_Di_Dip_CPS,P_AdvDi_Di_Dip_CA,P_AdvDi_Di_Dip_Sal,P_AdvDi_Di_Dip_MOD,P_AdvDi_Di_Dip_Lab,P_AdvDi_Di_Dip_IDNS,P_AdvDi_Di_Dip_Tot,P_Cert_CertIII_IV_Mng,P_Cert_CertIII_IV_Pro,P_Cert_CertIII_IV_TTW,P_Cert_CertIII_IV_CPS,P_Cert_CertIII_IV_CA,P_Cert_CertIII_IV_Sal,P_Cert_CertIII_IV_MOD,P_Cert_CertIII_IV_Lab,P_Cert_CertIII_IV_IDNS,P_Cert_CertIII_IV_Tot,P_Cert_CertI_II_Mng,P_Cert_CertI_II_Pro,P_Cert_CertI_II_TTW,P_Cert_CertI_II_CPS,P_Cert_CertI_II_CA,P_Cert_CertI_II_Sal,P_Cert_CertI_II_MOD,P_Cert_CertI_II_Lab,P_Cert_CertI_II_IDNS,P_Cert_CertI_II_Tot,P_Cert_Cert_nfd_Mng,P_Cert_Cert_nfd_Pro,P_Cert_Cert_nfd_TTW,P_Cert_Cert_nfd_CPS,P_Cert_Cert_nfd_CA,P_Cert_Cert_nfd_Sal,P_Cert_Cert_nfd_MOD,P_Cert_Cert_nfd_Lab,P_Cert_Cert_nfd_IDNS,P_Cert_Cert_nfd_Tot,P_LE_ID_Mng,P_LE_ID_Pro,P_LE_ID_TTW,P_LE_ID_CPS,P_LE_ID_CA,P_LE_ID_Sal,P_LE_ID_MOD,P_LE_ID_Lab,P_LE_ID_IDNS,P_LE_ID_Tot,P_LE_NS_Mng,P_LE_NS_Pro,P_LE_NS_TTW,P_LE_NS_CPS,P_LE_NS_CA,P_LE_NS_Sal,P_LE_NS_MOD,P_LE_NS_Lab,P_LE_NS_IDNS,P_LE_NS_Tot,P_Tot_Mng,P_Tot_Pro,P_Tot_TTW,P_Tot_CPS,P_Tot_CA,P_Tot_Sal,P_Tot_MOD,P_Tot_Lab,P_Tot_IDNS,P_Tot_Tot
1010,1128,1575,503,1108,1086,387,169,240,67,6263,1866,2040,1050,2833,2096,808,282,471,148,11595,4131,2203,13001,5876,4703,2378,2495,3320,582,38691,196,139,204,323,470,332,158,311,26,2158,414,333,304,622,803,367,241,361,51,3490,119,213,92,105,212,75,49,74,20,954,234,329,222,344,371,196,173,233,287,2391,13906,28066,16590,14134,12955,5617,3936,5662,1516,102388
1011,227,290,85,223,232,76,27,65,10,1227,369,338,210,676,428,178,52,160,24,2428,853,386,2526,1433,1055,614,412,858,97,8225,41,15,38,90,116,85,32,68,0,485,94,40,41,136,131,86,35,84,8,658,22,34,12,23,36,8,4,36,0,179,57,85,54,93,75,39,27,125,80,636,2738,6047,3208,3337,2716,1309,633,1653,294,21936
1012,108,137,32,150,90,18,23,17,7,591,171,217,100,393,234,77,23,49,17,1277,502,237,1576,825,681,334,340,402,77,4962,25,23,26,57,82,43,20,35,6,322,34,24,33,69,104,39,24,39,3,363,7,22,16,17,16,6,6,7,3,114,23,54,35,56,40,30,31,47,51,362,1485,3554,2034,2175,1622,769,531,806,212,13187
1013,36,58,23,52,51,24,6,13,4,263,68,79,52,157,75,45,5,18,4,501,187,129,589,416,202,140,76,212,31,1989,11,0,14,28,31,26,4,21,0,140,15,11,8,41,34,25,13,14,0,162,9,8,4,8,5,0,0,9,0,44,19,25,18,58,18,21,11,26,24,217,491,1172,761,863,506,320,113,336,78,4639
1014,60,89,23,81,52,23,7,16,4,346,144,110,83,244,139,48,22,41,22,857,288,142,935,576,342,217,284,262,52,3100,13,6,15,24,38,22,9,19,0,148,21,14,17,55,56,21,25,31,3,238,6,13,11,7,11,7,0,3,0,55,17,15,13,27,15,9,15,45,27,181,813,1550,1169,1291,785,379,389,485,130,6996
1015,38,68,14,53,41,3,4,0,0,221,54,79,24,159,80,28,7,25,6,466,180,118,558,540,292,156,144,229,35,2249,10,3,11,32,38,30,8,26,0,168,13,10,8,47,30,18,12,25,4,169,3,11,0,3,7,5,3,4,0,33,9,14,13,26,14,9,8,32,21,136,440,1048,651,964,602,280,194,367,67,4617
1016,39,47,28,59,50,11,14,30,4,285,77,86,61,163,72,36,25,86,8,613,308,98,799,249,261,143,153,274,51,2331,11,3,13,20,50,22,12,23,0,148,18,15,15,41,59,24,20,33,3,219,7,3,9,9,6,0,4,19,0,61,20,17,20,21,25,26,14,78,37,260,770,1329,1036,713,645,321,273,780,139,6002
1017,16,43,0,38,21,10,4,5,0,131,43,49,16,112,48,19,7,10,7,310,159,103,399,407,180,98,101,153,24,1626,7,6,4,32,22,22,4,15,0,117,14,6,0,41,26,14,8,18,7,132,0,3,4,3,4,5,0,5,0,27,3,17,12,29,6,18,15,26,14,151,339,659,455,734,362,202,147,247,55,3191
1018,49,93,34,81,54,16,5,13,3,357,104,138,73,270,147,64,16,57,11,880,288,142,928,594,418,222,191,387,39,3216,15,9,18,33,51,33,13,40,5,218,24,17,19,58,59,38,14,40,8,287,3,8,4,11,10,10,0,9,0,55,11,29,19,21,22,19,14,25,32,188,817,2419,1221,1416,1024,486,292,681,115,8474
1019,27,34,19,34,19,7,8,6,0,155,36,45,34,75,63,8,9,15,0,288,122,66,473,223,154,74,210,136,26,1478,9,0,9,15,35,13,8,21,0,105,5,11,12,19,23,8,9,10,0,88,0,0,3,4,3,0,5,5,0,21,5,7,3,13,13,6,14,17,8,98,302,583,590,462,376,146,278,215,44,3001
1020,34,72,34,46,54,10,5,8,3,260,87,79,83,126,103,38,16,18,11,559,223,117,831,337,272,123,201,155,47,2314,15,5,14,23,41,16,0,18,0,132,16,6,18,24,32,18,8,11,0,128,3,5,8,3,5,3,0,9,0,32,16,8,11,11,11,9,9,13,19,113,560,920,1025,669,613,244,257,248,99,4633
1021,78,96,33,80,64,21,11,11,3,407,129,140,78,243,134,47,25,50,9,853,365,200,1243,483,386,182,283,295,64,3509,23,12,22,31,47,32,14,42,6,218,14,20,17,44,71,23,26,30,5,256,6,16,3,10,8,7,0,4,4,62,18,24,17,31,23,9,18,16,29,187,961,1938,1503,1098,912,382,412,496,144,7843
1022,33,36,25,38,26,13,12,9,3,200,46,48,47,97,63,29,21,18,5,375,175,72,696,218,155,82,335,155,24,1914,8,5,13,3,16,20,13,17,0,99,13,3,4,17,23,12,15,13,0,112,6,6,7,5,6,3,3,6,0,39,3,12,9,10,16,10,13,13,15,108,460,889,850,498,392,204,430,267,58,4064
1023,20,34,32,29,11,7,17,6,3,161,32,28,35,68,27,26,32,16,5,278,85,54,735,194,191,74,358,146,28,1867,10,0,11,10,16,14,24,20,4,104,6,0,11,13,27,14,18,17,0,97,0,0,5,0,5,3,5,4,0,26,7,8,7,12,10,14,21,15,16,106,245,511,866,382,337,154,486,255,58,3296
1024,99,144,43,87,82,29,5,26,8,516,142,131,116,209,142,64,21,39,4,889,353,158,1079,452,304,211,186,254,66,3047,20,6,25,20,34,30,9,17,0,164,43,16,20,51,67,35,13,29,0,271,4,17,3,10,7,5,3,8,0,64,22,30,20,29,25,23,20,28,26,208,1090,1755,1427,1079,869,450,278,443,134,7520
1025,1508,2324,934,1383,1400,427,204,262,88,8528,2530,2971,1914,4333,3109,1013,543,679,215,17307,5626,3266,21659,9606,7850,3566,5657,4619,812,62662,309,176,336,611,766,540,312,518,28,3603,453,362,382,822,1138,437,319,427,50,4388,128,300,95,182,209,94,70,102,37,1208,303,445,317,512,473,245,273,383,443,3398,20217,50830,27870,22132,20238,8012,8065,8054,2170,167587
1026,98,135,47,132,97,32,13,29,11,587,158,173,138,366,170,60,21,37,11,1136,495,219,1555,868,481,311,302,445,65,4741,27,12,25,54,53,45,15,59,0,289,27,21,22,89,62,35,16,40,7,316,17,15,9,11,19,12,4,6,3,90,22,29,37,62,30,35,15,36,29,295,1237,2436,1983,1910,1130,652,414,771,147,10687
1027,115,159,60,117,121,35,20,29,9,666,193,226,157,379,263,66,41,58,21,1400,460,258,1701,757,629,297,436,396,62,4996,36,12,40,39,66,34,27,45,5,299,25,32,29,69,109,38,30,44,6,386,18,24,7,11,16,5,3,7,3,95,15,40,22,36,45,29,22,41,34,282,1629,4233,2219,1842,1666,611,643,724,177,13740
1028,136,250,98,140,172,46,16,31,16,906,223,250,144,413,299,127,20,86,17,1581,573,291,1658,1062,682,426,228,435,82,5433,27,28,24,62,72,55,21,53,0,350,51,38,29,95,119,52,24,53,3,462,11,34,16,22,29,8,0,8,0,132,39,48,29,55,45,29,20,25,54,340,1849,4714,2183,2290,1847,873,355,787,206,15118
1029,37,36,28,42,37,9,14,5,0,214,60,62,61,127,81,33,48,15,6,497,208,114,1002,373,282,125,582,163,34,2897,6,0,10,30,29,16,32,29,0,162,11,3,18,28,44,12,22,10,5,144,7,3,4,3,8,5,0,10,5,40,9,7,13,17,16,10,15,13,20,135,542,923,1204,725,598,231,745,273,76,5323
1030,54,82,27,60,35,18,10,8,0,289,87,77,69,155,83,30,11,29,9,550,215,116,807,425,247,134,121,222,36,2321,17,8,10,21,30,25,6,23,0,141,22,10,9,38,32,21,9,22,3,164,3,8,10,9,9,5,0,4,0,50,17,13,14,16,11,13,9,16,14,123,649,1241,980,844,552,284,161,343,73,5125
1031,18091,21727,9630,11850,17122,6955,4258,4954,1351,95942,25537,25908,16242,27506,28436,12571,6802,7936,2345,153291,35363,17959,98734,34989,37076,17359,21111,20996,4744,288340,2329,1608,1657,2610,5477,2585,1561,2053,260,20142,5762,4537,3510,5282,10745,4241,2774,3232,595,40681,2702,5078,1636,1644,3054,1361,1052,1256,435,18228,3771,5694,2686,3253,4774,2360,2279,2818,5956,33585,290689,632576,174844,146787,220773,93061,59441,66878,30243,1715289
1032,87,172,42,128,95,25,19,30,6,600,203,207,109,365,231,63,38,74,18,1313,516,280,1616,798,637,378,408,520,55,5206,33,8,28,63,74,48,24,79,0,354,49,34,33,62,102,48,23,48,3,401,14,20,13,12,15,10,3,23,0,108,25,34,33,57,47,27,19,79,33,357,1394,3398,1992,1867,1453,686,582,1108,155,12635
1033,38,73,18,54,40,14,5,5,4,245,56,101,56,230,84,48,4,33,7,620,281,126,731,638,259,226,182,325,35,2811,19,3,20,38,35,33,18,42,3,216,23,20,20,43,43,15,12,23,4,204,6,14,0,9,9,9,0,6,0,47,14,24,19,55,18,26,15,32,26,224,567,1308,904,1207,569,381,254,500,94,5781
1034,48,63,16,50,30,18,0,11,5,240,80,55,28,133,69,31,4,29,8,436,220,83,735,258,179,144,85,181,28,1907,17,3,14,15,21,24,3,10,0,99,25,11,12,25,21,21,8,29,0,159,6,3,4,0,4,0,0,4,0,26,13,15,16,18,23,16,11,22,5,142,625,1085,882,616,446,308,108,321,64,4461
1035,139,207,65,177,117,43,19,36,11,815,232,303,175,561,316,109,34,67,24,1823,804,417,2239,1143,902,433,437,572,99,7040,35,25,39,70,76,61,42,83,8,442,43,27,44,85,149,51,27,67,3,500,12,41,18,20,22,16,4,24,8,173,46,37,44,58,56,36,35,65,48,428,2202,5496,2948,2698,2150,952,661,1095,249,18455
1036,927,1245,562,1047,842,241,156,199,52,5271,1556,1751,1318,2747,1919,631,301,453,145,10828,3208,1784,12259,4871,4118,1871,3084,2731,527,34449,143,105,150,344,477,234,128,292,27,1897,336,258,216,515,793,279,200,266,40,2904,83,173,75,73,136,35,40,62,18,703,178,265,173,290,262,144,152,210,245,1918,12629,30208,16193,13259,12079,4703,4636,4964,1444,100116
