SUA_CODE_2021,I_4000more_1AW_OthNW,I_4000more_BNW,I_4000more_LFsta_NS,I_4000more_Tot,Part_inc_stated_BE_WFT,Part_inc_stated_BE_WPT,Part_inc_stated_BE_BAW,Part_inc_stated_1EFT_OthPT,Part_inc_stated_1EFT_OthAW,Part_inc_stated_1EFT_OthNW,Part_inc_stated_1EPT_OthAW,Part_inc_stated_1EPT_OthNW,Part_inc_stated_1AW_OthNW,Part_inc_stated_BNW,Part_inc_stated_LFsta_NS,Part_inc_stated_Tot,All_inc_NS_BE_WFT,All_inc_NS_BE_WPT,All_inc_NS_BE_BAW,All_inc_NS_1EFT_OthPT,All_inc_NS_1EFT_OthAW,All_inc_NS_1EFT_OthNW,All_inc_NS_1EPT_OthAW,All_inc_NS_1EPT_OthNW,All_inc_NS_1AW_OthNW,All_inc_NS_BNW,All_inc_NS_LFsta_NS,All_inc_NS_Tot,Tot_BE_WFT,Tot_BE_WPT,Tot_BE_BAW,Tot_1EFT_OthPT,Tot_1EFT_OthAW,Tot_1EFT_OthNW,Tot_1EPT_OthAW,Tot_1EPT_OthNW,Tot_1AW_OthNW,Tot_BNW,Tot_LFsta_NS,Tot_Tot
1015,0,3,0,114,16,4,0,20,4,7,0,5,0,12,78,143,0,0,0,0,0,0,0,0,4,0,0,11,353,80,15,433,65,228,27,85,26,174,87,1579
1016,3,3,0,308,36,3,3,34,5,16,5,11,0,8,70,190,0,0,0,0,0,0,0,0,0,0,6,11,627,78,18,779,88,348,28,100,29,154,98,2336
1017,0,0,0,95,16,0,6,10,5,4,0,4,0,13,43,99,0,0,0,7,0,0,0,0,0,8,3,17,246,65,15,322,37,137,17,87,25,181,55,1175
1018,0,3,0,225,21,8,0,16,0,13,0,9,6,8,53,138,0,0,3,0,0,0,0,0,0,4,9,21,585,179,19,761,101,327,45,125,37,225,68,2477
1019,0,4,0,177,8,3,3,11,4,5,0,4,0,7,36,86,0,0,0,0,0,0,0,0,0,0,0,9,201,50,10,309,61,146,20,64,17,103,48,1020
1020,0,9,0,276,26,0,0,20,9,11,3,0,0,16,98,190,3,0,3,3,0,0,0,0,3,0,5,19,430,66,24,596,111,281,32,70,45,126,110,1885
1021,4,13,0,434,38,3,0,31,6,22,5,12,3,18,100,252,0,0,5,3,0,0,0,0,4,0,14,26,611,165,51,825,176,404,85,167,57,261,118,2936
1022,0,0,0,269,11,5,0,12,3,7,0,3,3,3,56,106,0,3,0,0,0,0,0,0,0,0,5,10,298,47,16,488,89,193,27,41,18,76,65,1357
1023,3,0,0,215,19,0,0,14,0,3,0,0,7,12,68,130,0,0,0,0,0,0,0,0,0,0,5,5,287,36,14,373,49,227,26,50,25,100,74,1266
1024,4,9,0,398,31,9,3,32,11,18,10,14,3,23,112,252,0,0,5,0,0,0,0,0,0,0,8,11,476,145,32,781,105,326,56,148,37,245,124,2488
1025,71,180,19,11982,628,94,45,597,86,267,63,131,53,266,2041,4268,34,3,16,42,19,8,12,5,16,41,125,313,13022,2755,603,18654,3002,7234,1037,2590,729,4211,2279,56110
1026,0,8,0,436,33,9,7,23,7,16,5,16,0,30,142,284,5,0,3,3,0,0,0,0,0,7,15,33,797,211,38,1088,168,537,61,207,49,404,161,3720
1027,0,5,5,901,63,0,0,46,3,15,4,10,4,24,183,351,8,3,0,0,0,0,0,0,0,3,13,34,1342,165,38,1463,237,538,53,134,51,251,201,4487
1028,7,11,0,816,52,5,8,51,8,19,5,7,10,19,154,333,0,0,3,4,0,0,0,0,3,9,17,35,1194,317,49,1500,189,509,74,235,62,333,180,4640
1029,0,4,0,458,24,0,0,15,4,6,0,4,0,10,102,180,0,0,4,3,0,0,0,0,0,0,4,16,434,54,24,652,109,373,41,70,20,110,110,1995
1030,0,3,0,165,17,3,4,18,5,14,0,3,0,18,64,145,0,0,3,0,0,0,0,0,0,0,6,10,312,114,16,485,76,257,33,105,34,191,77,1694
1031,1666,5114,222,194027,4199,908,787,3213,1149,2857,616,1299,1095,3816,14278,34209,360,78,368,271,152,224,79,93,243,653,2688,5207,143611,28513,12374,125717,38520,101532,15951,37807,19215,80972,18572,622774
1032,3,7,0,508,61,5,0,36,3,11,3,3,4,6,179,319,7,0,0,0,0,3,0,0,3,8,11,30,1246,150,39,1195,203,559,52,165,45,299,201,4148
1033,0,5,0,117,23,8,7,18,4,17,0,5,5,22,67,176,0,0,0,0,0,0,0,0,0,5,11,31,449,125,18,582,73,271,29,146,32,314,88,2124
1034,0,0,0,132,9,11,0,21,0,11,0,0,4,10,67,127,0,0,0,5,0,0,0,0,0,0,0,5,239,131,19,477,77,167,28,92,30,140,69,1468
1035,0,15,0,1059,88,10,3,65,9,24,7,5,0,24,250,504,4,0,5,5,3,0,0,0,0,7,13,40,1778,202,48,1961,272,703,57,223,68,398,282,5998
1036,68,153,7,8153,295,65,40,309,95,178,51,96,39,189,964,2321,6,0,13,33,11,13,4,3,6,33,102,233,7155,1879,570,10399,2758,4836,1029,1937,736,3270,1142,35709
