SUA_CODE_2021,M_Iraq_0_4,M_Iraq_5_14,M_Iraq_15_24,M_Iraq_25_44,M_Iraq_45_54,M_Iraq_55_64,M_Iraq_65_74,M_Iraq_75_84,M_Iraq_85ov,M_Iraq_Tot,M_Ireland_0_4,M_Ireland_5_14,M_Ireland_15_24,M_Ireland_25_44,M_Ireland_45_54,M_Ireland_55_64,M_Ireland_65_74,M_Ireland_75_84,M_Ireland_85ov,M_Ireland_Tot,M_Italy_0_4,M_Italy_5_14,M_Italy_15_24,M_Italy_25_44,M_Italy_45_54,M_Italy_55_64,M_Italy_65_74,M_Italy_75_84,M_Italy_85ov,M_Italy_Tot,M_Japan_0_4,M_Japan_5_14,M_Japan_15_24,M_Japan_25_44,M_Japan_45_54,M_Japan_55_64,M_Japan_65_74,M_Japan_75_84,M_Japan_85ov,M_Japan_Tot,M_Korea_South_0_4,M_Korea_South_5_14,M_Korea_South_15_24,M_Korea_South_25_44,M_Korea_South_45_54,M_Korea_South_55_64,M_Korea_South_65_74,M_Korea_South_75_84,M_Korea_South_85ov,M_Korea_South_Tot,M_Lebanon_0_4,M_Lebanon_5_14,M_Lebanon_15_24,M_Lebanon_25_44,M_Lebanon_45_54,M_Lebanon_55_64,M_Lebanon_65_74,M_Lebanon_75_84,M_Lebanon_85ov,M_Lebanon_Tot,M_Malaysia_0_4,M_Malaysia_5_14,M_Malaysia_15_24,M_Malaysia_25_44,M_Malaysia_45_54,M_Malaysia_55_64,M_Malaysia_65_74,M_Malaysia_75_84,M_Malaysia_85ov,M_Malaysia_Tot,M_Malta_0_4,M_Malta_5_14,M_Malta_15_24,M_Malta_25_44,M_Malta_45_54,M_Malta_55_64,M_Malta_65_74,M_Malta_75_84,M_Malta_85ov,M_Malta_Tot,M_Mauritius_0_4,M_Mauritius_5_14,M_Mauritius_15_24,M_Mauritius_25_44,M_Mauritius_45_54,M_Mauritius_55_64,M_Mauritius_65_74,M_Mauritius_75_84,M_Mauritius_85ov,M_Mauritius_Tot,M_Myanmar_0_4,M_Myanmar_5_14,M_Myanmar_15_24,M_Myanmar_25_44,M_Myanmar_45_54,M_Myanmar_55_64,M_Myanmar_65_74,M_Myanmar_75_84,M_Myanmar_85ov,M_Myanmar_Tot,M_Nepal_0_4,M_Nepal_5_14,M_Nepal_15_24,M_Nepal_25_44,M_Nepal_45_54,M_Nepal_55_64,M_Nepal_65_74,M_Nepal_75_84,M_Nepal_85ov,M_Nepal_Tot,M_Netherlands_0_4,M_Netherlands_5_14,M_Netherlands_15_24,M_Netherlands_25_44,M_Netherlands_45_54,M_Netherlands_55_64,M_Netherlands_65_74,M_Netherlands_75_84,M_Netherlands_85ov,M_Netherlands_Tot,M_New_Zealand_0_4,M_New_Zealand_5_14,M_New_Zealand_15_24,M_New_Zealand_25_44,M_New_Zealand_45_54,M_New_Zealand_55_64,M_New_Zealand_65_74,M_New_Zealand_75_84,M_New_Zealand_85ov,M_New_Zealand_Tot,M_North_Macedonia_0_4,M_North_Macedonia_5_14,M_North_Macedonia_15_24,M_North_Macedonia_25_44,M_North_Macedonia_45_54,M_North_Macedonia_55_64,M_North_Macedonia_65_74,M_North_Macedonia_75_84,M_North_Macedonia_85ov,M_North_Macedonia_Tot,M_Pakistan_0_4,M_Pakistan_5_14,M_Pakistan_15_24,M_Pakistan_25_44,M_Pakistan_45_54,M_Pakistan_55_64,M_Pakistan_65_74,M_Pakistan_75_84,M_Pakistan_85ov,M_Pakistan_Tot,M_PNG_0_4,M_PNG_5_14,M_PNG_15_24,M_PNG_25_44,M_PNG_45_54,M_PNG_55_64,M_PNG_65_74,M_PNG_75_84,M_PNG_85ov,M_PNG_Tot,M_Philippines_0_4,M_Philippines_5_14,M_Philippines_15_24,M_Philippines_25_44,M_Philippines_45_54,M_Philippines_55_64,M_Philippines_65_74,M_Philippines_75_84,M_Philippines_85ov,M_Philippines_Tot,M_Poland_0_4,M_Poland_5_14,M_Poland_15_24,M_Poland_25_44,M_Poland_45_54,M_Poland_55_64,M_Poland_65_74,M_Poland_75_84,M_Poland_85ov,M_Poland_Tot,M_Samoa_0_4,M_Samoa_5_14,M_Samoa_15_24,M_Samoa_25_44,M_Samoa_45_54,M_Samoa_55_64,M_Samoa_65_74,M_Samoa_75_84,M_Samoa_85ov,M_Samoa_Tot,M_Scotland_0_4,M_Scotland_5_14,M_Scotland_15_24,M_Scotland_25_44,M_Scotland_45_54,M_Scotland_55_64,M_Scotland_65_74,M_Scotland_75_84,M_Scotland_85ov,M_Scotland_Tot
1023,0,0,0,5,0,0,0,0,0,5,0,0,0,3,0,0,5,0,0,5,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,3,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,14,0,0,0,0,0,0,5,0,0,7,0,14,11,38,13,20,10,4,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,3,4,8,3,13,15,0,0,0,0,40,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,21
1024,0,0,0,0,0,0,0,0,0,3,0,4,0,3,8,9,10,9,3,40,0,0,0,4,0,10,26,20,8,66,0,0,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,4,3,3,13,3,0,0,25,0,0,0,0,0,3,13,10,0,32,0,0,0,3,0,6,7,0,4,20,0,0,0,0,0,0,0,0,0,0,0,0,12,43,4,0,0,0,0,59,0,0,0,0,3,0,15,18,5,42,0,8,7,36,55,36,42,31,10,219,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,3,0,0,14,0,3,9,15,0,0,3,0,0,38,0,0,0,0,0,0,8,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,20,29,30,4,113
1025,3,16,8,46,11,9,7,0,0,96,0,39,18,148,80,57,55,38,15,449,0,3,10,51,28,67,140,146,110,555,0,17,15,33,4,4,8,0,0,96,0,20,39,203,50,19,8,3,0,349,0,7,0,17,19,15,15,0,0,85,0,13,61,188,72,70,49,15,6,480,0,0,0,3,4,20,49,19,3,100,0,0,0,17,10,13,12,0,0,47,0,3,4,17,8,3,0,5,0,40,0,9,85,349,15,3,0,0,0,457,0,14,5,32,32,44,144,122,47,432,15,123,198,786,565,501,341,150,35,2717,0,0,0,20,40,93,158,86,37,433,7,39,100,337,34,16,14,3,0,543,0,3,4,23,44,21,13,3,0,109,12,81,132,382,115,44,25,6,4,794,0,0,0,40,24,32,57,28,20,204,0,0,10,46,21,24,12,8,0,121,5,28,31,122,121,188,220,163,48,922
1026,0,0,0,5,0,0,4,0,0,11,0,0,0,0,9,10,3,4,0,33,0,0,0,3,4,3,12,14,3,49,0,0,0,7,0,0,0,0,0,8,0,5,3,13,3,0,0,0,0,27,0,0,0,7,0,0,0,0,0,8,0,0,0,0,5,5,6,0,0,19,0,0,0,0,0,3,11,0,4,24,0,0,0,0,0,0,5,0,3,12,0,0,0,0,0,0,0,0,0,4,0,0,3,51,3,0,0,0,0,58,0,0,0,0,3,6,22,23,9,55,0,7,20,45,40,34,40,22,5,211,0,0,0,0,0,0,0,0,0,6,0,11,3,16,0,0,0,0,0,26,0,0,0,0,6,6,0,0,0,9,0,9,15,48,6,0,6,0,0,88,0,0,0,4,0,4,0,0,0,13,0,0,0,4,3,0,0,0,0,10,0,3,3,10,5,9,26,21,10,87
1027,0,0,3,4,0,0,0,0,0,10,0,0,0,4,8,0,3,6,0,30,0,0,0,4,0,8,6,11,3,38,0,0,0,0,0,3,0,0,0,3,0,0,0,24,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,9,0,0,3,15,0,3,0,0,0,27,0,0,0,0,0,0,4,0,0,3,0,0,0,5,0,0,0,0,0,5,0,0,0,5,3,0,0,0,0,5,0,0,9,102,3,3,0,0,0,114,0,0,0,4,4,3,17,13,4,35,0,12,11,62,44,41,23,15,0,203,0,0,0,0,0,0,0,0,0,10,0,3,0,34,0,0,0,0,0,45,0,0,0,3,5,3,0,0,0,8,0,13,16,60,26,14,5,0,0,131,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,6,0,3,3,11,9,6,9,6,3,47
1028,0,0,0,0,0,0,0,0,0,7,0,7,0,18,9,4,17,17,0,74,0,0,0,9,3,9,24,8,0,40,0,3,0,3,5,0,3,0,0,15,0,0,0,17,0,0,0,0,0,18,0,0,0,0,0,0,0,6,0,6,0,5,0,12,5,9,3,6,0,29,0,0,0,0,0,3,11,4,5,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8,54,0,0,0,0,0,63,0,0,0,9,0,8,17,33,10,80,0,15,13,65,66,61,72,53,12,360,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,0,0,0,0,20,0,0,0,3,9,0,0,0,0,16,0,3,15,51,12,10,3,0,0,97,0,0,0,0,4,0,0,5,0,16,0,0,0,0,0,0,0,0,0,0,0,4,9,9,6,22,35,30,7,128
1029,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,4,0,0,10,0,0,0,0,0,0,7,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,3,0,3,6,9,0,21,0,3,20,41,45,44,9,5,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,3,0,0,0,0,5,0,17,11,26,16,0,0,0,0,77,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,6,0,0,21
1030,0,0,0,3,0,0,0,0,0,4,0,0,0,5,0,0,12,10,4,28,0,0,0,3,4,6,24,13,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,9,14,8,4,27,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,8,0,0,0,0,0,3,14,13,3,34,0,0,8,24,25,26,30,20,4,126,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,17,3,0,0,0,0,25,0,0,0,0,0,3,13,0,0,20,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,12,13,13,4,55
1031,43,1905,3036,9517,4798,3889,2042,876,229,26337,25,296,345,5917,1867,1266,878,561,161,11317,25,146,276,3630,1405,2581,4331,4408,2596,19392,85,366,437,1383,866,473,274,103,29,4019,103,865,1898,9659,4314,3022,1654,931,224,22675,138,551,972,7542,6513,6921,5402,2856,657,31551,77,483,1479,6842,2508,2060,2081,937,177,16638,0,7,19,176,203,725,2014,1555,467,5162,0,8,80,601,328,529,491,239,67,2347,6,46,236,1420,572,478,327,148,47,3293,54,351,10336,19835,1433,289,153,35,0,32484,21,136,149,742,526,526,839,693,311,3935,278,2279,4716,14159,7563,6353,3566,1271,292,40469,0,45,85,893,820,1276,1549,794,210,5675,229,1678,2245,9699,1998,1249,520,115,25,17756,0,22,65,277,463,327,189,77,37,1463,178,1569,3181,15674,6261,5239,3479,873,155,36615,11,69,63,1422,681,765,1199,381,224,4810,18,214,437,1242,938,1026,508,133,15,4529,13,154,242,1725,1417,1637,1519,994,290,7991
1032,0,0,0,3,0,0,0,0,0,4,0,3,0,3,0,4,5,0,0,16,0,0,0,4,0,4,3,0,3,20,0,0,0,0,0,0,0,0,0,8,0,0,5,5,0,0,0,0,0,11,0,0,0,0,0,0,6,6,0,7,0,4,0,15,16,0,0,0,0,38,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,25,5,0,4,0,0,37,0,0,9,93,0,0,0,0,0,101,0,0,0,0,0,0,3,14,0,22,0,0,12,38,27,23,27,11,0,143,0,0,0,0,0,0,0,0,0,0,0,4,9,35,0,0,0,0,0,49,0,0,0,4,3,5,6,0,0,14,3,35,46,102,43,6,0,0,0,237,0,0,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,9,3,0,7,11,13,3,0,42
1033,0,0,0,4,0,0,0,0,0,5,0,0,0,3,0,0,7,15,0,15,0,0,0,0,0,0,9,6,4,17,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,4,11,0,0,0,0,0,16,0,0,0,0,0,3,13,20,3,43,0,5,3,13,16,15,29,16,0,93,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,10,0,3,8,38,5,0,0,0,0,52,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,13,4,32
1034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,14,0,0,0,3,3,0,19,19,7,54,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,3,0,0,0,7,0,0,0,0,0,4,12,4,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,0,26,0,5,8,23,25,15,31,10,0,111,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,3,12,4,0,0,0,0,23,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,19,18,3,46
1035,10,101,93,110,40,13,7,3,0,384,0,3,3,11,8,0,0,7,0,37,0,5,0,9,0,3,12,4,3,36,0,0,0,3,0,0,0,0,0,9,0,3,0,12,0,0,0,0,0,15,0,0,0,0,0,3,0,0,0,7,3,28,0,12,9,13,5,0,0,74,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,5,0,7,8,78,21,6,0,0,0,117,0,0,12,69,5,0,0,0,0,86,0,0,0,0,4,5,16,11,3,46,6,16,6,72,34,42,21,11,4,216,0,0,0,0,0,0,0,0,0,0,0,9,4,40,8,3,0,0,0,68,0,0,0,5,5,7,0,0,0,21,0,21,25,88,33,4,0,0,0,174,0,0,0,4,0,0,0,4,0,5,0,0,3,30,0,0,0,0,0,41,0,0,3,10,10,13,12,4,5,46
1036,0,38,36,72,31,29,6,9,0,222,0,24,22,87,78,48,49,39,18,363,0,7,11,54,67,184,417,330,238,1313,3,10,17,26,10,3,4,0,0,68,0,5,20,76,28,24,4,0,0,173,3,7,10,101,70,82,66,45,9,386,3,11,32,64,23,35,21,10,4,205,0,0,3,6,15,48,137,87,34,336,0,0,0,8,6,6,6,4,0,27,0,3,5,65,24,11,5,4,0,125,0,4,26,151,5,0,0,0,0,196,0,3,4,28,21,36,169,150,45,469,13,74,129,490,336,299,182,79,22,1626,3,0,11,107,245,450,633,324,84,1867,8,28,44,233,20,12,7,0,0,352,0,0,0,13,19,4,13,0,0,57,3,55,56,231,95,43,34,16,0,530,0,0,0,30,22,30,68,27,9,189,0,0,5,12,5,0,0,3,0,33,0,9,19,56,95,252,260,182,49,926
