SUA_CODE_2021,P_Oth_scs_15_19,P_Oth_scs_20_24,P_Oth_scs_25_34,P_Oth_scs_35_44,P_Oth_scs_45_54,P_Oth_scs_55_64,P_Oth_scs_65_74,P_Oth_scs_75_84,P_Oth_scs_85ov,P_Oth_scs_Tot,P_ID_NS_15_19,P_ID_NS_20_24,P_ID_NS_25_34,P_ID_NS_35_44,P_ID_NS_45_54,P_ID_NS_55_64,P_ID_NS_65_74,P_ID_NS_75_84,P_ID_NS_85ov,P_ID_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
1014,30,51,110,89,91,65,17,0,0,447,23,45,115,63,68,65,15,4,0,406,673,1024,2489,2173,2055,1902,508,58,4,10874
1015,17,28,68,47,66,44,14,4,0,290,27,35,73,59,49,38,18,8,0,308,498,688,1466,1407,1445,1298,329,54,5,7194
1016,35,41,93,74,51,54,22,0,0,364,34,74,156,124,99,80,23,14,4,606,646,880,2506,2159,1894,1626,512,77,8,10301
1017,7,14,43,37,41,32,14,0,0,182,13,22,40,37,45,33,19,0,0,208,402,457,948,951,1044,936,303,39,5,5082
1018,35,47,134,87,129,92,29,7,0,557,40,40,88,88,103,63,26,12,0,462,895,1116,2577,2522,2593,2312,619,73,12,12716
1019,15,26,41,24,39,23,7,3,0,186,15,14,38,26,44,37,6,5,0,185,273,432,980,819,977,915,219,34,4,4647
1020,25,29,60,48,64,62,20,0,0,301,9,34,50,60,67,35,9,5,0,269,513,577,1237,1494,1601,1144,283,29,11,6890
1021,35,52,115,110,129,73,34,3,0,553,26,54,108,106,109,73,28,8,0,501,723,1096,2345,2206,2451,2035,559,75,4,11500
1022,17,32,75,42,44,37,21,0,0,257,10,11,49,27,29,23,12,14,0,181,408,505,1429,1261,1159,890,239,52,3,5949
1023,17,29,70,48,33,27,8,0,0,240,7,23,61,31,31,25,13,4,0,201,359,481,1287,1121,1069,778,183,17,0,5299
1024,22,37,77,87,106,76,29,3,0,428,25,29,54,74,88,90,33,8,4,401,815,834,1545,1923,2623,2457,678,107,0,10996
1025,583,1136,2348,1862,1745,1229,350,52,4,9308,461,981,2084,1840,1644,1167,320,87,23,8601,15576,25118,55155,51603,48540,35501,8030,913,71,240511
1026,33,76,173,114,124,89,28,5,0,646,45,46,130,118,134,81,16,12,3,591,1149,1582,3575,3088,3054,2491,603,79,6,15631
1027,52,80,207,170,145,99,36,3,0,796,52,57,161,106,120,83,31,5,0,613,1287,1674,4628,4246,3861,2907,894,115,10,19618
1028,31,83,151,172,168,140,45,4,0,792,45,74,119,110,133,98,39,19,6,642,1586,1834,3746,4279,4755,3861,1096,143,16,21307
1029,34,45,110,52,77,31,3,0,0,370,28,54,68,72,56,36,7,4,0,317,742,929,1966,1644,1676,1115,236,29,0,8338
1030,25,28,72,67,54,44,7,0,0,294,16,25,51,39,68,42,17,0,0,262,407,563,1401,1534,1659,1434,387,41,6,7427
1031,2755,6445,16832,15602,14564,10839,3173,455,22,70683,3158,10377,30714,27709,21150,14184,4195,889,183,112551,86742,206460,558745,544067,448068,310390,87433,11141,906,2253956
1032,59,89,199,157,136,125,42,3,4,824,53,77,179,130,100,77,33,14,7,673,1436,1743,4665,3927,3637,3054,920,125,10,19521
1033,20,32,87,93,95,67,23,0,0,417,24,42,67,59,72,73,27,4,0,361,684,803,1793,1692,1909,1820,486,52,6,9250
1034,7,13,48,48,60,51,19,0,0,253,21,16,50,37,36,45,9,6,0,215,480,402,1087,1325,1422,1316,421,48,5,6508
1035,76,151,284,234,187,190,64,11,3,1198,67,130,250,206,167,149,35,13,7,1014,2103,3042,6334,5493,5004,4183,1200,143,17,27525
1036,308,655,1189,1028,1027,795,188,26,0,5214,230,541,1207,1043,958,733,178,49,7,4946,8444,14622,30404,29710,29135,21461,4678,451,40,138956
