SUA_CODE_2021,M_AgriForestFish_PD,M_AgriForestFish_GD_GC,M_AgriForestFish_BD,M_AgriForestFish_AdD_D,M_AgriForestFish_Cert,M_AgriForestFish_ID_NS,M_AgriForestFish_ToT,M_Min_PD,M_Min_GD_GC,M_Min_BD,M_Min_AdD_D,M_Min_Cert,M_Min_ID_NS,M_Min_ToT,M_Mnfg_PD,M_Mnfg_GD_GC,M_Mnfg_BD,M_Mnfg_AdD_D,M_Mnfg_Cert,M_Mnfg_ID_NS,M_Mnfg_ToT,M_EGW_WS_PD,M_EGW_WS_GD_GC,M_EGW_WS_BD,M_EGW_WS_AdD_D,M_EGW_WS_Cert,M_EGW_WS_ID_NS,M_EGW_WS_ToT,M_Cnstn_PD,M_Cnstn_GD_GC,M_Cnstn_BD,M_Cnstn_AdD_D,M_Cnstn_Cert,M_Cnstn_ID_NS,M_Cnstn_ToT,M_WTrade_PD,M_WTrade_GD_GC,M_WTrade_BD,M_WTrade_AdD_D,M_WTrade_Cert,M_WTrade_ID_NS,M_WTrade_ToT,M_RTrade_PD,M_RTrade_GD_GC,M_RTrade_BD,M_RTrade_AdD_D,M_RTrade_Cert,M_RTrade_ID_NS,M_RTrade_ToT,M_AccomFoodS_PD,M_AccomFoodS_GD_GC,M_AccomFoodS_BD,M_AccomFoodS_AdD_D,M_AccomFoodS_Cert,M_AccomFoodS_ID_NS,M_AccomFoodS_ToT,M_TransPostWhse_PD,M_TransPostWhse_GD_GC,M_TransPostWhse_BD,M_TransPostWhse_AdD_D,M_TransPostWhse_Cert,M_TransPostWhse_ID_NS,M_TransPostWhse_ToT,M_InfoMedTelecom_PD,M_InfoMedTelecom_GD_GC,M_InfoMedTelecom_BD,M_InfoMedTelecom_AdD_D,M_InfoMedTelecom_Cert,M_InfoMedTelecom_ID_NS,M_InfoMedTelecom_ToT,M_FinInsurS_PD,M_FinInsurS_GD_GC,M_FinInsurS_BD,M_FinInsurS_AdD_D,M_FinInsurS_Cert,M_FinInsurS_ID_NS,M_FinInsurS_ToT,M_RentHirREserv_PD,M_RentHirREserv_GD_GC,M_RentHirREserv_BD,M_RentHirREserv_AdD_D,M_RentHirREserv_Cert,M_RentHirREserv_ID_NS,M_RentHirREserv_ToT,M_ProScieTechServ_PD,M_ProScieTechServ_GD_GC,M_ProScieTechServ_BD,M_ProScieTechServ_AdD_D,M_ProScieTechServ_Cert,M_ProScieTechServ_ID_NS,M_ProScieTechServ_ToT,M_AdminSupServ_PD,M_AdminSupServ_GD_GC,M_AdminSupServ_BD,M_AdminSupServ_AdD_D,M_AdminSupServ_Cert,M_AdminSupServ_ID_NS,M_AdminSupServ_ToT,M_PubAdmiSafety_PD,M_PubAdmiSafety_GD_GC,M_PubAdmiSafety_BD,M_PubAdmiSafety_AdD_D,M_PubAdmiSafety_Cert,M_PubAdmiSafety_ID_NS,M_PubAdmiSafety_ToT,M_EducTrain_PD,M_EducTrain_GD_GC,M_EducTrain_BD,M_EducTrain_AdD_D,M_EducTrain_Cert,M_EducTrain_ID_NS,M_EducTrain_ToT,M_HealthCareSocA_PD,M_HealthCareSocA_GD_GC,M_HealthCareSocA_BD,M_HealthCareSocA_AdD_D,M_HealthCareSocA_Cert,M_HealthCareSocA_ID_NS,M_HealthCareSocA_ToT,M_ArtRecServ_PD,M_ArtRecServ_GD_GC,M_ArtRecServ_BD,M_ArtRecServ_AdD_D,M_ArtRecServ_Cert,M_ArtRecServ_ID_NS,M_ArtRecServ_ToT,M_OthServ_PD,M_OthServ_GD_GC,M_OthServ_BD,M_OthServ_AdD_D,M_OthServ_Cert,M_OthServ_ID_NS,M_OthServ_ToT,M_ID_NS_PD,M_ID_NS_GD_GC,M_ID_NS_BD,M_ID_NS_AdD_D,M_ID_NS_Cert,M_ID_NS_ID_NS,M_ID_NS_ToT,M_ToT_PD,M_ToT_GD_GC,M_ToT_BD,M_ToT_AdD_D,M_ToT_Cert,M_ToT_ID_NS,M_ToT_ToT,F_AgriForestFish_PD,F_AgriForestFish_GD_GC,F_AgriForestFish_BD,F_AgriForestFish_AdD_D,F_AgriForestFish_Cert,F_AgriForestFish_ID_NS,F_AgriForestFish_ToT,F_Min_PD,F_Min_GD_GC,F_Min_BD,F_Min_AdD_D,F_Min_Cert,F_Min_ID_NS,F_Min_ToT,F_Mnfg_PD,F_Mnfg_GD_GC,F_Mnfg_BD,F_Mnfg_AdD_D,F_Mnfg_Cert,F_Mnfg_ID_NS,F_Mnfg_ToT,F_EGW_WS_PD,F_EGW_WS_GD_GC,F_EGW_WS_BD,F_EGW_WS_AdD_D,F_EGW_WS_Cert,F_EGW_WS_ID_NS,F_EGW_WS_ToT,F_Cnstn_PD,F_Cnstn_GD_GC,F_Cnstn_BD,F_Cnstn_AdD_D,F_Cnstn_Cert,F_Cnstn_ID_NS,F_Cnstn_ToT,F_WTrade_PD,F_WTrade_GD_GC,F_WTrade_BD,F_WTrade_AdD_D,F_WTrade_Cert,F_WTrade_ID_NS,F_WTrade_ToT,F_RTrade_PD,F_RTrade_GD_GC,F_RTrade_BD,F_RTrade_AdD_D,F_RTrade_Cert,F_RTrade_ID_NS,F_RTrade_ToT,F_AccomFoodS_PD,F_AccomFoodS_GD_GC,F_AccomFoodS_BD,F_AccomFoodS_AdD_D
1021,0,0,3,3,30,5,43,5,0,0,24,123,0,154,11,6,32,51,267,9,374,4,3,10,19,74,4,117,6,0,34,62,728,16,850,7,5,18,22,63,5,111,9,0,23,26,129,3,193,5,0,8,17,80,4,117,5,5,15,25,167,9,222,6,0,9,7,21,0,39,11,3,27,12,19,0,67,6,0,7,7,31,0,58,39,10,78,33,54,3,223,3,5,15,13,79,0,110,16,6,31,67,81,8,207,65,12,99,23,43,3,252,34,10,100,58,118,3,330,0,0,11,14,20,3,49,8,4,29,14,185,5,246,7,0,17,19,119,15,176,242,67,570,512,2433,103,3919,0,0,3,12,12,0,29,0,0,7,0,9,0,15,7,0,21,18,61,0,110,0,0,4,3,6,0,20,7,3,18,24,87,4,140,0,0,6,13,25,0,45,0,5,29,56,154,15,266,11,0,16,21
1022,0,0,10,11,41,0,55,14,9,84,75,507,12,700,0,0,7,11,65,0,90,0,0,3,8,19,0,29,0,0,9,14,257,5,290,0,0,6,3,44,7,54,0,0,16,15,69,5,102,6,0,6,9,54,3,77,0,0,5,6,35,4,50,0,0,5,0,9,0,12,0,0,5,5,0,0,15,0,0,0,10,18,0,29,16,4,36,4,12,0,75,0,0,6,6,29,4,43,6,3,24,31,47,6,111,11,8,46,5,8,0,87,11,4,32,13,22,6,84,0,0,3,0,8,0,17,0,0,6,0,92,3,111,0,0,6,4,41,5,64,79,32,328,230,1369,62,2103,0,0,3,9,9,0,24,11,0,28,9,53,6,98,3,0,18,13,29,0,65,0,0,0,0,9,0,7,0,0,8,14,19,0,45,3,0,4,3,17,0,32,3,0,18,22,86,11,150,4,0,20,21
1023,0,0,4,3,20,0,32,14,9,37,62,523,18,661,0,0,0,3,65,0,72,3,3,12,30,104,6,145,0,0,9,12,121,5,146,3,0,0,5,62,0,76,6,0,8,3,40,3,65,0,0,0,8,20,4,43,0,0,0,6,36,0,48,0,0,0,0,3,0,6,5,0,3,0,5,0,9,0,0,5,0,15,5,26,0,4,9,3,16,0,35,0,0,3,3,60,0,72,9,4,9,11,34,0,65,7,5,28,0,10,0,46,5,0,15,10,13,0,51,0,0,0,0,10,0,13,0,0,3,0,88,0,99,0,0,3,9,48,9,80,53,28,156,192,1300,59,1780,0,0,5,3,11,0,20,3,0,26,22,92,8,147,0,0,3,5,22,5,40,0,0,6,10,13,0,33,0,0,0,7,24,0,41,0,0,4,5,13,0,28,3,5,9,16,79,3,114,0,0,13,9
1024,0,0,12,8,31,7,52,4,4,9,13,68,3,102,10,3,44,32,199,8,302,5,0,11,11,27,4,54,4,5,26,55,614,18,722,3,5,8,14,58,0,84,10,0,21,22,134,17,198,11,0,48,69,150,13,290,4,0,29,36,135,13,215,4,0,6,5,9,0,20,3,4,28,27,14,0,77,0,0,11,12,43,8,66,42,16,125,67,60,3,319,0,3,12,20,75,6,112,51,14,100,114,156,3,434,34,14,73,28,36,5,185,26,3,72,44,62,10,227,4,0,6,4,30,0,45,4,0,17,10,115,4,151,4,0,22,16,95,10,149,229,77,670,613,2100,120,3816,3,0,3,6,3,0,22,0,0,0,4,4,0,15,8,5,21,18,24,6,80,0,0,8,3,0,0,10,4,0,14,32,50,0,102,0,3,7,4,12,3,23,9,6,52,54,164,16,293,6,0,46,69
1025,24,8,79,67,291,29,492,162,81,608,612,4025,101,5591,311,75,1078,907,4715,135,7221,139,40,386,395,996,32,1991,172,72,1216,992,10412,273,13143,103,34,329,348,1680,49,2546,226,52,847,582,2311,127,4153,127,30,530,543,1655,117,2991,179,57,549,639,2670,157,4255,54,14,229,148,266,19,736,215,91,838,456,443,47,2096,55,19,224,210,554,34,1107,979,311,3449,1024,1126,110,6998,75,29,308,313,1271,63,2064,608,245,1646,1428,2361,133,6420,1354,296,2402,451,711,61,5281,1463,329,3064,1127,1958,186,8127,43,19,212,123,342,21,760,113,43,329,263,2742,60,3554,176,32,496,331,1818,391,3239,6589,1880,18822,10962,42358,2148,82752,5,4,87,58,98,20,279,41,26,173,122,305,27,688,139,53,570,400,814,80,2047,61,15,144,101,167,15,505,77,47,430,469,919,72,2026,55,24,193,179,346,22,819,227,70,1086,1001,2915,225,5533,112,32,666,657
1026,0,5,9,8,57,0,79,0,0,3,4,39,0,48,15,10,48,47,304,11,434,5,0,7,14,67,0,95,4,0,37,42,750,23,857,3,0,13,12,68,6,98,19,6,47,31,239,16,359,17,0,43,38,156,13,269,0,6,20,34,172,9,237,3,0,5,4,9,0,30,3,0,14,20,14,5,54,0,0,10,5,26,3,43,32,13,104,60,61,7,281,0,0,10,16,105,10,137,65,22,175,267,468,26,1015,46,24,79,23,53,0,228,73,14,179,83,162,14,525,0,0,8,4,29,0,45,6,0,17,19,213,4,258,4,5,21,17,122,29,197,302,91,862,758,3117,183,5309,3,0,11,5,18,6,45,0,0,0,0,0,0,0,8,0,29,16,71,10,126,0,0,7,5,5,0,13,0,4,18,20,74,3,122,0,3,3,13,16,0,39,12,5,77,76,254,31,458,16,8,49,55
1027,11,0,64,23,62,4,161,46,7,130,62,482,16,747,18,8,55,56,275,9,419,4,0,12,15,75,0,101,11,3,54,65,810,8,945,6,0,24,20,119,0,171,21,9,64,50,210,18,364,16,4,55,80,134,11,298,6,7,23,21,135,9,199,4,0,15,6,12,3,45,20,0,34,26,15,4,104,0,3,17,15,42,0,79,62,14,166,50,58,3,359,4,0,24,21,70,7,131,78,26,163,113,179,7,563,86,36,203,41,52,14,433,165,34,316,101,203,22,846,0,0,9,7,21,0,35,15,3,39,31,249,3,329,7,4,28,20,110,37,203,576,155,1488,818,3318,186,6540,3,6,20,16,20,3,73,12,8,56,23,56,0,150,5,0,49,28,51,10,140,0,0,0,6,10,0,14,0,0,26,30,59,11,127,0,3,16,4,27,0,52,17,5,92,59,264,12,445,19,0,51,73
1028,4,0,12,9,36,5,64,3,0,5,3,40,0,52,7,5,39,27,216,9,299,45,25,119,97,121,0,408,18,3,76,84,1026,24,1227,3,0,13,17,102,3,145,16,6,81,79,301,20,495,18,0,71,67,262,17,440,10,5,19,39,153,10,235,8,4,22,11,16,3,65,21,9,54,60,28,4,168,0,0,24,21,40,0,97,54,28,170,59,63,12,389,6,0,33,43,109,6,204,33,22,126,119,178,16,497,110,42,275,53,78,11,573,197,39,392,129,305,29,1088,5,0,17,16,37,3,81,16,0,28,26,228,0,303,10,3,31,26,126,39,228,584,201,1597,987,3488,201,7068,0,3,4,6,8,0,23,0,0,0,0,0,0,3,0,0,24,15,49,4,97,21,13,62,45,87,6,230,6,0,27,50,70,5,147,5,0,13,11,26,3,58,10,6,100,112,323,29,581,13,4,95,87
1029,0,0,5,0,27,6,36,38,16,146,92,795,25,1097,3,0,15,13,112,3,146,8,4,29,29,76,3,148,7,0,10,24,258,7,294,0,0,10,10,107,0,127,8,0,10,16,56,8,94,6,0,9,12,48,3,74,0,0,3,14,64,6,83,0,0,0,0,3,0,6,0,0,6,3,9,0,11,0,0,0,6,13,0,18,4,3,32,15,25,3,80,0,0,5,7,79,0,93,10,7,47,51,128,4,243,15,4,28,3,17,3,61,7,3,25,16,24,5,71,0,0,0,0,9,0,14,0,0,5,3,116,0,134,6,0,0,7,82,13,111,106,30,381,312,2030,86,2954,0,0,8,0,15,0,25,15,6,51,35,134,9,258,0,3,6,18,41,0,69,0,0,11,4,9,0,34,0,0,7,18,41,0,68,0,0,0,3,19,5,30,5,0,20,32,123,12,183,0,0,15,14
1030,3,0,4,0,20,4,26,0,0,0,5,10,0,14,3,0,10,14,122,5,157,0,0,0,6,20,0,31,6,0,19,34,502,14,573,0,0,3,8,24,0,32,7,0,15,10,107,8,147,5,0,13,30,85,3,134,0,0,4,10,66,0,82,3,0,0,6,3,0,10,0,0,12,4,3,0,19,3,0,11,3,19,3,36,17,4,53,27,40,4,148,0,0,8,7,61,0,76,36,18,67,121,211,6,457,28,18,52,12,23,0,135,19,9,52,24,72,7,174,0,6,5,3,14,0,21,0,0,6,13,97,0,121,3,0,11,7,61,16,89,129,55,336,339,1551,83,2499,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,10,9,22,0,45,0,0,0,3,6,0,8,0,0,12,18,41,3,76,0,0,0,5,7,0,19,4,4,16,35,135,14,204,3,0,17,21
1031,343,55,934,414,1087,109,2940,475,51,811,255,654,59,2302,6753,841,15822,8208,21635,1560,54820,1979,261,3108,1282,3307,234,10163,5984,834,20899,11631,63052,2529,104923,5526,661,11788,4782,8173,894,31825,8132,972,19694,9037,14053,1795,53681,3331,417,10600,8891,8741,1270,33255,6456,968,15481,10249,17818,2180,53148,5640,850,13512,4007,3335,631,27982,19636,3488,40141,8000,4342,1568,77179,2898,514,6896,3567,4547,570,18997,33473,5007,69044,11335,7491,2442,128792,3133,493,8903,4351,6479,885,24236,9736,2445,18255,10194,12450,1207,54288,17774,2704,17926,3525,3894,668,46491,16947,2527,28084,7082,7111,1628,63382,1546,343,5178,2082,2799,303,12263,2725,493,5769,3257,17159,658,30053,6789,697,14084,5468,11171,5142,43353,159270,24626,326928,117616,219314,26339,874089,236,59,705,371,550,100,2018,168,34,322,105,79,21,729,3812,649,10722,4880,5346,960,26376,892,140,1631,515,581,87,3841,3009,531,8053,4838,5279,746,22454,4169,620,9633,3850,3537,656,22469,6893,1106,23207,11801,13363,2103,58471,2724,462,10831,7340
1032,9,0,34,24,88,8,164,0,3,7,4,92,0,113,20,7,113,62,438,42,681,0,6,5,18,77,5,107,5,3,32,30,796,9,878,0,0,16,25,122,8,176,28,0,38,43,241,17,370,13,0,40,54,115,19,236,7,3,35,39,271,11,372,6,0,12,12,28,4,65,9,8,30,27,22,4,97,3,3,8,20,39,4,76,32,17,129,31,56,3,261,5,6,15,33,113,6,175,45,25,124,118,203,10,520,66,33,186,53,72,4,412,106,29,234,84,180,16,649,0,0,9,6,31,3,58,10,0,26,23,262,9,333,5,0,16,19,151,27,219,361,143,1097,735,3389,216,5942,0,0,16,14,31,3,61,0,0,0,0,4,0,11,10,7,80,51,117,36,295,0,0,0,9,18,0,23,0,3,18,21,61,4,108,0,0,10,12,37,0,60,15,3,55,60,316,16,469,10,6,39,36
1033,0,3,9,7,54,7,77,0,0,0,5,21,0,28,0,0,12,16,203,8,245,0,0,4,12,34,0,46,0,0,8,14,387,6,417,0,0,4,3,71,0,79,3,0,12,27,183,15,239,3,0,9,20,84,6,127,0,0,4,4,89,13,115,0,0,3,6,11,0,16,0,0,8,9,13,0,34,0,0,6,7,26,0,36,6,5,38,23,23,0,95,0,0,5,18,69,5,94,4,0,19,25,76,3,137,15,17,63,13,41,3,150,56,9,107,51,182,13,418,0,0,4,3,18,0,26,6,4,13,8,158,5,194,3,0,12,8,66,21,115,103,45,332,279,1809,122,2679,0,0,3,4,17,0,34,0,0,0,0,4,0,6,0,0,4,11,25,7,50,0,0,6,0,0,0,7,0,0,0,14,23,0,48,0,0,0,5,13,6,22,8,5,14,41,188,20,266,6,0,11,18
1034,0,3,8,7,38,3,57,0,0,0,0,13,0,13,0,0,8,8,69,4,86,0,0,4,7,24,0,32,5,0,23,32,540,17,617,0,5,7,4,17,0,29,9,0,27,10,103,9,158,10,4,24,20,113,3,176,0,0,0,3,44,4,57,0,0,0,0,11,0,16,3,4,19,4,4,4,42,4,0,5,6,24,0,43,20,11,52,19,32,5,137,4,0,5,10,42,0,70,13,3,41,39,83,6,186,33,20,66,9,17,0,145,18,7,55,24,38,3,145,0,0,6,3,12,0,21,5,0,14,4,78,3,103,0,0,8,4,55,10,80,125,50,370,235,1359,71,2222,0,0,5,0,4,0,11,0,0,0,0,0,0,0,0,3,11,5,14,3,31,0,0,0,0,0,0,3,0,3,4,4,39,0,53,3,0,3,5,10,0,16,3,4,48,43,114,21,244,4,0,39,54
1035,10,0,70,32,122,13,239,0,4,7,0,43,0,49,37,3,100,70,487,37,736,8,3,23,36,131,3,208,14,4,68,57,1293,29,1460,5,4,37,39,197,3,294,28,5,104,66,304,25,521,22,0,57,62,181,16,355,14,8,43,48,281,18,400,5,0,35,15,47,0,102,13,12,62,47,27,4,157,0,4,29,13,47,4,110,54,40,204,53,88,15,451,11,11,20,28,109,7,180,95,46,241,205,479,11,1079,171,63,319,60,155,8,785,166,49,353,123,222,27,944,0,0,19,10,34,0,66,15,4,55,36,370,6,494,14,0,38,22,243,48,363,677,258,1877,1036,4864,280,8991,5,4,36,27,21,7,98,0,0,0,0,0,0,9,5,4,69,45,75,7,210,4,0,10,8,21,0,43,0,8,32,32,105,14,193,4,0,16,20,48,4,89,22,10,119,88,327,29,592,22,7,79,60
1036,4,6,33,35,101,9,187,100,26,262,280,1361,50,2065,272,60,821,727,2757,73,4710,59,9,126,151,518,16,877,129,27,566,720,7113,178,8733,78,26,219,169,584,22,1093,234,32,561,374,1293,74,2558,171,21,462,293,861,51,1855,160,26,336,469,1927,95,3013,74,19,279,134,160,14,677,204,59,684,311,213,33,1494,26,12,127,121,294,30,611,621,170,1937,629,649,57,4069,79,24,215,185,686,37,1216,434,192,1201,1079,1450,88,4451,1253,279,1502,292,438,39,3810,901,203,1573,647,1000,97,4427,52,17,182,97,206,17,573,123,18,228,174,1621,31,2199,146,22,362,202,1011,200,1936,5120,1245,11676,7085,24231,1209,50565,7,3,35,25,56,9,134,16,3,54,25,51,0,154,100,18,356,216,411,33,1141,20,0,41,29,60,0,153,38,22,225,273,452,26,1038,27,12,130,85,180,12,444,133,49,731,613,1480,142,3145,87,27,482,425
