SUA_CODE_2021,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ag_For_Fshg_15_19,F_Ag_For_Fshg_20_24,F_Ag_For_Fshg_25_34,F_Ag_For_Fshg_35_44,F_Ag_For_Fshg_45_54,F_Ag_For_Fshg_55_64,F_Ag_For_Fshg_65_74,F_Ag_For_Fshg_75_84,F_Ag_For_Fshg_85ov,F_Ag_For_Fshg_Tot,F_Mining_15_19,F_Mining_20_24,F_Mining_25_34,F_Mining_35_44,F_Mining_45_54,F_Mining_55_64,F_Mining_65_74,F_Mining_75_84,F_Mining_85ov,F_Mining_Tot,F_Manufact_15_19,F_Manufact_20_24,F_Manufact_25_34,F_Manufact_35_44,F_Manufact_45_54,F_Manufact_55_64,F_Manufact_65_74,F_Manufact_75_84,F_Manufact_85ov,F_Manufact_Tot,F_El_Gas_Wt_Waste_15_19,F_El_Gas_Wt_Waste_20_24,F_El_Gas_Wt_Waste_25_34,F_El_Gas_Wt_Waste_35_44,F_El_Gas_Wt_Waste_45_54,F_El_Gas_Wt_Waste_55_64,F_El_Gas_Wt_Waste_65_74,F_El_Gas_Wt_Waste_75_84,F_El_Gas_Wt_Waste_85ov,F_El_Gas_Wt_Waste_Tot,F_Constru_15_19,F_Constru_20_24,F_Constru_25_34,F_Constru_35_44,F_Constru_45_54,F_Constru_55_64,F_Constru_65_74,F_Constru_75_84,F_Constru_85ov,F_Constru_Tot,F_WhlesaleTde_15_19,F_WhlesaleTde_20_24,F_WhlesaleTde_25_34,F_WhlesaleTde_35_44,F_WhlesaleTde_45_54,F_WhlesaleTde_55_64,F_WhlesaleTde_65_74,F_WhlesaleTde_75_84,F_WhlesaleTde_85ov,F_WhlesaleTde_Tot,F_RetTde_15_19,F_RetTde_20_24,F_RetTde_25_34,F_RetTde_35_44,F_RetTde_45_54,F_RetTde_55_64,F_RetTde_65_74,F_RetTde_75_84,F_RetTde_85ov,F_RetTde_Tot,F_Accom_food_15_19,F_Accom_food_20_24,F_Accom_food_25_34,F_Accom_food_35_44,F_Accom_food_45_54,F_Accom_food_55_64,F_Accom_food_65_74,F_Accom_food_75_84,F_Accom_food_85ov,F_Accom_food_Tot,F_Trans_post_wrehsg_15_19,F_Trans_post_wrehsg_20_24,F_Trans_post_wrehsg_25_34,F_Trans_post_wrehsg_35_44,F_Trans_post_wrehsg_45_54,F_Trans_post_wrehsg_55_64,F_Trans_post_wrehsg_65_74,F_Trans_post_wrehsg_75_84,F_Trans_post_wrehsg_85ov,F_Trans_post_wrehsg_Tot,F_Info_media_teleco_15_19,F_Info_media_teleco_20_24,F_Info_media_teleco_25_34,F_Info_media_teleco_35_44,F_Info_media_teleco_45_54,F_Info_media_teleco_55_64,F_Info_media_teleco_65_74,F_Info_media_teleco_75_84,F_Info_media_teleco_85ov,F_Info_media_teleco_Tot,F_Fin_Insur_15_19,F_Fin_Insur_20_24,F_Fin_Insur_25_34,F_Fin_Insur_35_44,F_Fin_Insur_45_54,F_Fin_Insur_55_64,F_Fin_Insur_65_74,F_Fin_Insur_75_84,F_Fin_Insur_85ov,F_Fin_Insur_Tot,F_RtnHir_REst_15_19,F_RtnHir_REst_20_24,F_RtnHir_REst_25_34,F_RtnHir_REst_35_44,F_RtnHir_REst_45_54,F_RtnHir_REst_55_64,F_RtnHir_REst_65_74,F_RtnHir_REst_75_84,F_RtnHir_REst_85ov,F_RtnHir_REst_Tot,F_Pro_scien_tec_15_19,F_Pro_scien_tec_20_24,F_Pro_scien_tec_25_34,F_Pro_scien_tec_35_44,F_Pro_scien_tec_45_54,F_Pro_scien_tec_55_64,F_Pro_scien_tec_65_74,F_Pro_scien_tec_75_84,F_Pro_scien_tec_85ov,F_Pro_scien_tec_Tot,F_Admin_supp_15_19,F_Admin_supp_20_24,F_Admin_supp_25_34,F_Admin_supp_35_44,F_Admin_supp_45_54,F_Admin_supp_55_64,F_Admin_supp_65_74,F_Admin_supp_75_84,F_Admin_supp_85ov,F_Admin_supp_Tot,F_Public_admin_sfty_15_19,F_Public_admin_sfty_20_24,F_Public_admin_sfty_25_34,F_Public_admin_sfty_35_44,F_Public_admin_sfty_45_54,F_Public_admin_sfty_55_64,F_Public_admin_sfty_65_74,F_Public_admin_sfty_75_84,F_Public_admin_sfty_85ov,F_Public_admin_sfty_Tot,F_Educ_trng_15_19,F_Educ_trng_20_24,F_Educ_trng_25_34,F_Educ_trng_35_44,F_Educ_trng_45_54,F_Educ_trng_55_64,F_Educ_trng_65_74,F_Educ_trng_75_84,F_Educ_trng_85ov,F_Educ_trng_Tot,F_HlthCare_SocAs_15_19,F_HlthCare_SocAs_20_24,F_HlthCare_SocAs_25_34,F_HlthCare_SocAs_35_44,F_HlthCare_SocAs_45_54,F_HlthCare_SocAs_55_64,F_HlthCare_SocAs_65_74,F_HlthCare_SocAs_75_84,F_HlthCare_SocAs_85ov,F_HlthCare_SocAs_Tot,F_Art_recn_15_19,F_Art_recn_20_24,F_Art_recn_25_34,F_Art_recn_35_44,F_Art_recn_45_54,F_Art_recn_55_64,F_Art_recn_65_74,F_Art_recn_75_84,F_Art_recn_85ov,F_Art_recn_Tot,F_Oth_scs_15_19,F_Oth_scs_20_24,F_Oth_scs_25_34,F_Oth_scs_35_44,F_Oth_scs_45_54,F_Oth_scs_55_64,F_Oth_scs_65_74,F_Oth_scs_75_84,F_Oth_scs_85ov,F_Oth_scs_Tot
1025,7302,12457,27942,25982,24005,18151,4489,606,49,120981,15,39,95,90,123,107,37,10,0,514,9,58,255,259,215,90,14,6,0,908,239,255,773,755,772,517,94,11,0,3415,9,33,133,205,201,95,17,0,0,683,81,230,734,723,674,519,117,12,0,3083,30,89,307,302,292,214,61,0,0,1303,2189,2128,2542,2081,2272,1663,329,30,0,13240,3497,2043,1541,1102,954,689,133,9,0,9969,31,106,348,439,444,396,92,14,0,1869,52,75,208,172,137,77,21,6,0,755,32,292,1357,1317,996,551,78,8,0,4621,45,170,398,330,354,223,70,15,0,1602,88,626,1879,1834,1279,758,198,28,0,6687,83,391,1046,955,1019,690,147,5,0,4339,53,363,1575,1819,1768,1012,139,8,0,6736,369,1205,3260,3839,3851,2649,570,26,0,15780,759,3435,8479,7518,7572,6109,1139,61,6,35069,201,210,328,250,212,121,35,13,0,1374,291,570,1228,937,843,490,135,15,0,4507
1026,571,816,1872,1511,1521,1316,326,49,5,7990,6,6,19,3,10,9,5,3,0,71,0,0,0,0,0,0,0,0,0,3,15,16,47,35,50,38,7,0,0,216,0,3,0,3,5,5,0,0,0,17,0,22,44,50,33,26,7,0,0,177,0,9,9,20,20,5,0,0,0,58,202,143,210,173,156,135,35,0,0,1064,212,128,150,113,90,50,8,4,0,750,5,6,12,29,22,32,12,0,0,113,3,0,3,11,5,0,4,0,0,33,0,12,36,27,18,24,0,0,0,104,0,7,48,20,24,16,3,0,0,116,8,25,75,61,63,40,10,0,0,284,4,12,54,61,68,45,15,0,0,270,29,70,120,156,138,85,9,0,0,602,18,59,181,188,233,160,32,4,0,874,29,176,534,494,483,439,96,6,0,2240,11,15,15,19,22,18,0,0,0,92,13,36,92,59,48,31,21,0,0,307
1027,645,831,2302,2063,1899,1438,503,83,6,9768,4,10,22,13,18,16,12,9,0,104,0,25,74,61,19,11,0,0,0,188,7,17,66,52,38,28,11,0,0,213,0,0,10,0,4,4,3,0,0,27,5,12,41,50,38,34,20,0,0,194,0,14,21,15,12,16,0,0,0,79,221,128,224,172,151,140,33,0,0,1075,227,112,159,127,72,71,26,0,0,781,0,12,23,33,29,37,7,0,0,152,0,3,15,17,11,3,3,0,0,65,0,18,46,37,45,21,9,0,0,167,3,4,34,24,27,13,11,0,0,116,5,26,110,96,79,67,15,0,0,396,5,19,70,89,76,67,9,0,0,330,10,47,164,238,245,130,23,0,0,867,31,86,283,337,350,228,61,9,0,1372,56,262,815,692,619,516,110,6,0,3073,21,11,16,10,14,6,4,0,0,82,22,30,98,92,72,39,9,3,0,361
1028,744,853,1828,2087,2231,1818,604,93,11,10270,3,3,6,6,4,11,8,0,0,35,0,0,0,0,0,3,0,0,0,10,18,18,33,33,30,32,8,3,0,177,0,0,30,73,93,67,3,0,0,261,3,10,22,52,71,48,12,3,0,222,3,7,12,15,18,25,9,0,0,83,250,167,179,198,202,207,58,5,0,1271,348,198,182,141,124,108,29,0,0,1135,5,8,17,19,37,31,10,0,0,126,7,5,17,13,13,15,6,0,0,73,3,10,32,47,57,40,3,5,0,192,4,12,38,32,43,34,15,5,0,180,12,27,91,118,111,88,28,6,0,470,5,30,48,80,93,96,14,0,0,366,5,26,89,142,184,101,16,0,0,558,30,84,291,366,442,288,53,6,0,1561,94,293,678,694,839,733,164,9,0,3517,23,20,26,15,24,13,9,0,0,130,13,41,83,90,72,71,22,0,0,394
1029,455,552,1094,864,880,647,151,20,5,4664,5,9,8,11,10,8,3,0,0,49,6,28,108,105,89,21,0,0,0,349,12,17,32,20,21,10,4,0,0,109,0,3,10,14,10,4,0,0,0,41,4,4,31,27,33,15,7,0,0,119,0,10,7,12,16,7,3,0,0,61,69,60,85,91,82,64,15,0,0,459,126,64,72,46,51,37,5,0,0,397,0,10,10,12,19,13,5,0,0,62,0,3,5,0,0,0,0,0,0,10,0,0,14,16,14,12,0,0,0,52,0,0,17,16,10,6,0,0,0,56,0,8,54,25,32,13,8,0,0,133,6,26,66,51,49,26,4,0,0,229,8,8,41,36,38,22,3,0,0,156,8,22,76,98,110,64,13,0,0,391,21,74,145,143,152,126,18,0,0,681,3,0,9,12,4,3,0,0,0,31,19,26,49,33,32,9,0,0,0,168
1030,187,310,712,762,784,710,208,27,0,3698,0,4,0,0,3,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0,13,5,11,19,19,16,0,0,0,85,0,4,8,0,4,0,0,0,0,19,0,6,33,24,29,21,4,0,0,126,0,0,5,10,6,3,0,0,0,27,61,50,61,87,91,73,14,5,0,448,82,50,62,50,62,62,12,0,0,380,3,0,3,13,19,12,11,0,0,55,0,0,0,4,0,3,3,0,0,14,0,8,17,22,14,11,0,0,0,71,0,0,15,9,18,20,4,0,0,72,0,3,37,41,44,38,13,0,0,176,4,7,32,39,50,33,6,0,0,168,4,18,72,82,86,50,3,0,0,316,4,21,106,110,124,100,35,0,0,488,17,58,166,204,246,249,50,3,0,991,0,0,6,11,18,0,6,0,0,40,13,12,36,34,28,20,5,0,0,146
1031,42371,103687,284120,286249,229906,164879,50343,7370,617,1169526,117,221,631,689,886,652,264,65,14,3537,0,38,212,241,223,141,27,10,0,894,1175,2329,8108,10011,10196,7242,1546,123,9,40732,21,239,1128,1476,1252,631,105,8,0,4856,418,1981,8140,8431,6792,3854,986,121,8,30732,308,1703,6724,8260,7377,4449,957,104,13,29892,11920,16970,23768,19316,16595,11826,2886,281,19,103573,15210,10887,12898,8355,6475,4643,977,86,11,59547,464,1998,6607,7327,7088,4690,942,73,4,29190,348,1713,6971,6506,4345,2051,445,51,3,22426,320,4842,21456,24940,16429,7352,1475,129,24,76956,391,1826,5463,5501,4330,2546,851,191,34,21138,1036,10336,36751,30221,20292,11214,3471,436,15,113771,499,2967,9638,8560,7440,5230,1320,136,7,35794,464,3266,12960,15218,13676,8917,1848,103,9,56462,4003,10696,31148,31218,31373,22317,5915,446,19,137131,3729,20943,56365,49251,45426,36364,9849,852,23,222792,1306,2290,4366,3424,2640,1694,560,94,6,16378,1319,3099,8180,7263,6642,4397,1104,137,11,32142
1032,739,898,2367,1969,1754,1500,516,77,7,9833,5,8,25,21,23,15,10,3,0,108,0,4,0,0,0,0,0,0,0,13,30,52,202,151,86,68,10,0,0,593,0,0,3,9,6,9,0,0,0,30,6,4,38,39,32,36,11,0,0,168,6,7,21,27,23,26,4,0,0,111,233,130,246,181,199,158,47,0,0,1187,246,104,165,128,80,83,14,7,0,827,8,15,31,36,46,47,14,0,0,180,0,12,33,16,9,6,4,0,0,77,0,18,58,35,51,35,12,0,0,205,3,9,34,25,23,15,6,7,0,121,4,35,114,81,78,50,17,4,0,375,8,23,67,81,83,59,15,0,0,337,3,23,90,137,127,92,14,0,0,488,36,85,287,293,333,254,58,6,0,1358,58,249,725,575,561,508,122,9,0,2808,17,10,16,22,13,5,10,0,0,98,28,36,95,65,68,51,19,4,0,366
1033,333,420,905,823,883,890,288,38,3,4584,4,3,9,3,15,11,5,0,0,49,0,0,0,0,0,0,0,0,0,6,7,9,18,22,25,33,7,0,0,117,0,4,0,5,0,3,0,0,0,10,3,0,12,15,23,8,0,0,0,71,0,0,7,10,9,6,5,0,0,34,118,69,127,120,130,106,27,7,0,698,120,41,73,65,42,51,5,0,0,387,0,0,6,11,7,22,6,0,0,59,0,4,5,4,10,5,3,0,0,32,0,8,15,14,30,13,6,0,0,75,7,10,16,15,13,17,3,4,0,77,3,11,33,37,24,28,7,3,0,149,9,14,41,34,50,36,10,0,0,191,0,9,28,39,48,30,0,0,0,147,10,44,103,117,120,125,23,6,0,541,44,130,334,305,412,374,78,5,0,1675,7,3,8,5,8,6,4,0,0,45,3,14,41,39,42,23,4,0,0,165
1034,243,211,537,667,691,615,245,25,0,3230,0,3,6,3,3,6,0,0,0,28,0,0,0,0,0,0,0,0,0,0,9,11,3,16,14,7,0,0,0,66,0,0,0,0,3,0,0,0,0,0,0,10,17,21,17,17,4,0,0,87,0,0,3,9,7,6,3,0,0,33,93,28,70,101,97,96,41,3,0,526,91,42,88,86,87,66,14,0,0,470,0,0,6,6,12,11,5,0,0,41,4,3,5,3,4,0,0,0,0,19,3,6,14,15,18,20,0,0,0,68,0,3,11,12,15,19,6,0,0,68,4,7,34,48,37,40,16,0,0,188,0,11,22,24,50,44,9,0,0,160,0,5,26,32,39,29,7,0,0,134,3,16,71,101,106,102,22,3,0,428,8,45,108,144,161,187,33,0,0,691,0,0,11,6,7,7,0,0,0,38,4,11,32,22,36,20,3,0,0,132
1035,1040,1460,3264,2762,2477,2094,677,102,10,13887,11,39,17,22,23,24,22,5,0,155,0,0,3,3,0,0,0,0,0,6,41,33,82,103,57,54,12,0,0,382,0,9,9,11,15,7,0,0,0,56,11,19,52,88,51,54,15,0,0,291,0,15,33,29,33,27,8,0,0,152,333,269,297,213,199,188,58,3,0,1565,337,243,198,133,107,95,30,6,0,1137,7,9,37,33,50,43,16,0,0,196,7,10,26,20,11,7,0,0,0,88,4,19,65,64,50,35,4,0,0,248,5,17,47,32,20,13,8,0,0,143,17,85,169,136,102,80,18,5,0,605,18,41,105,132,105,102,18,0,0,514,30,72,185,201,218,150,32,0,0,890,50,162,424,478,540,390,93,4,0,2151,97,403,1077,846,809,678,155,11,0,4082,27,22,23,18,9,10,0,0,0,110,33,83,132,101,78,83,21,3,0,530
1036,4031,7279,15606,15172,14680,11283,2663,299,29,71043,11,25,29,34,29,26,13,12,0,183,0,14,57,59,41,15,0,0,0,194,104,160,381,388,438,233,55,0,0,1763,3,17,49,56,66,31,6,0,0,226,38,113,379,382,360,223,58,6,0,1568,22,39,143,179,186,103,28,6,0,694,1123,1254,1273,1208,1243,993,197,14,0,7300,1826,1166,773,547,530,385,75,3,0,5308,32,95,241,247,287,225,48,4,0,1180,20,57,165,138,102,51,11,0,0,537,27,189,703,772,703,351,58,7,0,2805,30,95,203,237,218,137,33,5,4,962,83,428,1017,1003,717,445,122,16,0,3833,45,178,449,524,581,471,75,9,0,2333,54,265,983,1291,1220,731,84,0,0,4630,235,718,2269,2441,2547,1847,352,25,0,10434,394,1867,4448,3973,4212,3249,621,23,0,18794,111,131,201,193,155,93,29,0,0,912,148,306,576,494,459,312,71,8,0,2383
