SUA_CODE_2021,Ag_For_Fish_OcMngr,Ag_For_Fish_OcProf,Ag_For_Fish_OcTechTrdW,Ag_For_Fish_OcComPerS,Ag_For_Fish_OcClericAdm,Ag_For_Fish_OcSalesWk,Ag_For_Fish_OcMacOp_Driv,Ag_For_Fish_OcLab,Ag_For_Fish_OcID_NS,Agri_for_fish_Tot,Mining_OcMngr,Mining_OcProf,Mining_OcTechTrdW,Mining_OcComPerS,Mining_OcClericAdm,Mining_OcSalesWk,Mining_OcMacOp_Driv,Mining_OcLab,Mining_OcID_NS,Mining_Tot,Manufact_OcMngr,Manufact_OcProf,Manufact_OcTechTrdW,Manufact_OcComPerS,Manufact_OcClericAdm,Manufact_OcSalesWk,Manufact_OcMacOp_Driv,Manufact_OcLab,Manufact_OcID_NS,Manufacturing_Tot,El_Gas_W_W_OcMngr,El_Gas_W_W_OcProf,El_Gas_W_W_OcTechTrdW,El_Gas_W_W_OcComPerS,El_Gas_W_W_OcClericAdm,El_Gas_W_W_OcSalesWk,El_Gas_W_W_OcMacOp_Driv,El_Gas_W_W_OcLab,El_Gas_W_W_OcID_NS,El_Gas_W_W_Tot,Construc_OcMngr,Construc_OcProf,Construc_OcTechTrdW,Construc_OcComPerS,Construc_OcClericAdm,Construc_OcSalesWk,Construc_OcMacOp_Driv,Construc_OcLab,Construc_OcID_NS,Construction_Tot,WhlesaleTde_OcMngr,WhlesaleTde_OcProf,WhlesaleTde_OcTechTrdW,WhlesaleTde_OcComPerS,WhlesaleTde_OcClericAdm,WhlesaleTde_OcSalesWk,WhlesaleTde_OcMacOp_Driv,WhlesaleTde_OcLab,WhlesaleTde_OcID_NS,WhlesaleTde_Tot,RetTde_OcMngr,RetTde_OcProf,RetTde_OcTechTrdW,RetTde_OcComPerS,RetTde_OcClericAdm,RetTde_OcSalesWk,RetTde_OcMacOp_Driv,RetTde_OcLab,RetTde_OcID_NS,RetTde_Tot,Acom_food_OcMngr,Acom_food_OcProf,Acom_food_OcTechTrdW,Acom_food_OcComPerS,Acom_food_OcClericAdm,Acom_food_OcSalesWk,Acom_food_OcMacOp_Driv,Acom_food_OcLab,Acom_food_OcID_NS,Acom_food_scs_Tot,Trans_po_wh_OcMngr,Trans_po_wh_OcProf,Trans_po_wh_OcTechTrdW,Trans_po_wh_OcComPerS,Trans_po_wh_OcClericAdm,Trans_po_wh_OcSalesWk,Trans_po_wh_OcMacOp_Driv,Trans_po_wh_OcLab,Trans_po_wh_OcID_NS,Trans_po_wh_Tot,Infon_med_tel_OcMngr,Infon_med_tel_OcProf,Infon_med_tel_OcTechTrdW,Infon_med_tel_OcComPerS,Infon_med_tel_OcClericAdm,Infon_med_tel_OcSalesWk,Infon_med_tel_OcMacOp_Driv,Infon_med_tel_OcLab,Infon_med_tel_OcID_NS,Infon_med_tel_Tot,Fin_and_ins_s_OcMngr,Fin_and_ins_s_OcProf,Fin_and_ins_s_OcTechTrdW,Fin_and_ins_s_OcComPerS,Fin_and_ins_s_OcClericAdm,Fin_and_ins_s_OcSalesWk,Fin_and_ins_s_OcMacOp_Driv,Fin_and_ins_s_OcLab,Fin_and_ins_s_OcID_NS,Fin_and_ins_s_Tot,Rent_hi_re_es_OcMngr,Rent_hi_re_es_OcProf,Rent_hi_re_es_OcTechTrdW,Rent_hi_re_es_OcComPerS,Rent_hi_re_es_OcClericAdm,Rent_hi_re_es_OcSalesWk,Rent_hi_re_es_OcMacOp_Driv,Rent_hi_re_es_OcLab,Rent_hi_re_es_OcID_NS,Rent_hi_re_es_Tot,Prof_sci_tec_OcMngr,Prof_sci_tec_OcProf,Prof_sci_tec_OcTechTrdW,Prof_sci_tec_OcComPerS,Prof_sci_tec_OcClericAdm,Prof_sci_tec_OcSalesWk,Prof_sci_tec_OcMacOp_Driv,Prof_sci_tec_OcLab,Prof_sci_tec_OcID_NS,Prof_sci_tec_Tot,Admin_sup_s_OcMngr,Admin_sup_s_OcProf,Admin_sup_s_OcTechTrdW,Admin_sup_s_OcComPerS,Admin_sup_s_OcClericAdm,Admin_sup_s_OcSalesWk,Admin_sup_s_OcMacOp_Driv,Admin_sup_s_OcLab,Admin_sup_s_OcID_NS,Admin_sup_s_Tot,Pub_adm_sfty_OcMngr,Pub_adm_sfty_OcProf,Pub_adm_sfty_OcTechTrdW,Pub_adm_sfty_OcComPerS,Pub_adm_sfty_OcClericAdm,Pub_adm_sfty_OcSalesWk,Pub_adm_sfty_OcMacOp_Driv,Pub_adm_sfty_OcLab,Pub_adm_sfty_OcID_NS,Pub_adm_sfty_Tot,Educ_training_OcMngr,Educ_training_OcProf,Educ_training_OcTechTrdW,Educ_training_OcComPerS,Educ_training_OcClericAdm,Educ_training_OcSalesWk,Educ_training_OcMacOp_Driv,Educ_training_OcLab,Educ_training_OcID_NS,Educ_training_Tot,Hlth_care_soc_OcMngr,Hlth_care_soc_OcProf,Hlth_care_soc_OcTechTrdW,Hlth_care_soc_OcComPerS,Hlth_care_soc_OcClericAdm,Hlth_care_soc_OcSalesWk,Hlth_care_soc_OcMacOp_Driv,Hlth_care_soc_OcLab,Hlth_care_soc_OcID_NS,Hlth_care_soc_Tot,ArtRecreatOcMngr,ArtRecreatOcProf,ArtRecreatOcTechTrdW,ArtRecreatOcComPerS,ArtRecreatOcClericAdm,ArtRecreatOcSalesWk,ArtRecreatOcMacOp_Driv,ArtRecreatOcLab,ArtRecreatOcID_NS,ArtRecreatTot,Other_scs_OcMngr,Other_scs_OcProf,Other_scs_OcTechTrdW,Other_scs_OcCom_PS_W,Other_scs_OcClericAdmin,Other_scs_OcSalesWk,Other_scs_OcMacOp_Driv,Other_scs_OcLab,Other_scs_OcID_NS,Other_scs_Tot,ID_NS_OcMngr,ID_NS_OcProf,ID_NS_OcTechTrdW,ID_NS_OcComPerS,ID_NS_OcClericAdm,ID_NS_OcSalesWk,ID_NS_OcMacOp_Driv,ID_NS_OcLab,ID_NS_OcID_NS,ID_NS_Tot
1000,31956,1040,2804,121,2182,496,2622,10495,562,52277,780,856,2982,37,487,22,5380,424,109,11075,3621,1432,6602,342,2127,1076,2994,6222,305,24729,684,590,1843,24,748,109,1064,504,82,5650,5324,811,19181,71,3652,339,5178,6442,440,41440,1660,790,1162,35,1304,2162,1050,668,102,8933,5885,1165,2770,363,1843,19937,1114,3554,160,36794,5731,217,3558,8047,1343,2771,500,6714,181,29063,1875,553,827,215,3194,591,8682,682,172,16800,462,1002,509,21,385,280,29,64,33,2787,920,1622,70,44,2667,168,9,34,111,5663,592,350,227,49,839,2477,137,193,77,4951,2004,8939,2430,90,4550,213,122,247,163,18750,956,1065,1562,792,1114,142,663,6667,115,13078,4515,5875,2505,6338,7003,146,2105,2218,642,31355,3019,20749,851,8687,3794,47,116,1126,212,38602,2983,19236,1815,22444,6705,223,280,2513,385,56589,796,1384,805,1044,470,146,117,831,71,5661,1099,949,8531,1970,1677,250,202,1219,103,15997,2164,1406,2690,968,1783,1082,1739,2545,4719,19093
1001,248,44,51,7,57,22,43,119,10,603,6,5,34,0,3,0,24,4,4,93,662,317,979,48,309,157,591,997,59,4124,40,30,94,0,40,11,81,24,3,325,527,103,2470,8,468,80,334,589,49,4624,193,86,113,3,153,220,151,59,7,984,690,132,290,42,234,2690,385,466,31,4956,502,22,438,795,83,477,125,726,22,3193,194,73,88,49,373,68,1114,74,14,2053,55,119,47,6,30,51,0,11,0,324,82,225,12,6,360,25,0,3,12,724,48,43,20,4,109,240,9,27,5,498,171,891,250,11,398,29,8,23,10,1789,83,140,121,103,123,9,44,740,16,1374,554,766,520,925,1066,11,117,151,88,4201,329,2485,106,922,402,8,10,72,16,4345,439,2912,234,3116,982,25,46,335,58,8149,71,61,42,112,40,29,5,45,9,414,123,107,848,280,146,36,26,152,10,1717,147,122,248,125,169,97,205,228,355,1702
1002,176,39,33,0,24,7,17,182,8,491,11,10,16,0,5,0,24,0,0,55,49,20,120,5,16,31,30,36,0,312,12,9,16,0,0,0,18,9,0,64,99,18,366,0,51,0,59,93,6,694,29,17,7,0,21,34,18,10,0,135,133,21,60,14,41,547,28,117,0,973,137,0,107,230,26,100,33,208,3,846,23,8,10,7,53,8,116,3,0,229,14,37,6,12,12,14,0,4,0,109,37,59,4,0,79,3,0,0,4,183,10,4,0,0,24,62,0,5,4,110,50,323,54,5,126,0,0,8,3,580,20,32,31,21,36,3,6,175,0,323,108,162,30,94,118,3,18,51,15,602,226,1298,107,273,269,6,4,47,7,2246,86,632,41,622,190,15,6,79,16,1683,23,24,7,26,14,0,3,20,5,122,33,31,150,53,42,11,5,27,0,348,32,37,31,22,26,19,18,28,76,295
1003,464,36,33,4,39,6,43,201,0,825,18,11,19,0,3,0,47,8,0,113,178,67,230,16,98,54,63,124,9,851,24,16,54,0,14,3,18,22,0,150,290,51,1123,0,172,24,150,285,22,2109,95,28,34,0,41,74,32,38,3,348,351,64,141,19,108,1260,64,177,5,2184,349,10,284,461,91,195,25,390,9,1819,58,27,16,20,105,27,266,17,0,538,27,61,21,0,14,13,4,0,5,149,58,125,0,0,157,6,0,5,9,369,40,36,5,0,61,195,3,10,7,354,116,701,98,5,237,12,4,17,13,1205,54,57,69,45,70,8,7,365,3,684,150,249,109,185,232,7,43,91,17,1087,178,1296,42,403,242,3,6,27,10,2208,203,1586,99,1332,423,27,23,158,18,3856,60,102,35,72,25,4,0,29,0,335,70,66,355,153,73,15,6,38,5,790,99,77,91,54,71,53,45,86,180,749
1004,31,3,3,0,12,6,0,19,0,78,0,0,6,0,0,5,10,0,0,19,41,9,60,6,16,20,18,21,0,190,4,5,14,0,3,0,18,14,4,58,97,24,386,3,56,9,62,136,14,793,19,5,9,0,8,25,16,5,0,87,143,15,48,8,35,509,30,81,4,860,125,3,103,168,50,60,17,174,6,697,18,6,9,4,54,6,81,4,0,186,12,8,18,0,15,16,0,0,0,68,17,21,0,0,49,3,0,0,0,89,13,4,4,0,31,61,0,6,0,119,23,102,40,3,67,8,0,0,5,248,18,28,34,7,26,3,0,136,6,262,49,80,28,127,168,0,18,40,13,517,28,245,6,110,41,0,3,9,0,436,49,326,40,418,110,0,8,52,12,1012,9,16,16,17,4,10,0,4,0,70,35,18,130,44,31,8,4,14,3,283,27,12,32,17,12,19,25,37,68,259
1005,108,21,31,7,24,12,26,71,6,303,19,29,104,3,12,3,129,5,4,302,196,98,300,18,101,53,196,365,28,1340,33,32,63,0,30,0,40,11,6,213,177,32,778,0,143,15,125,236,12,1522,51,17,33,0,37,74,50,16,3,278,256,45,101,22,80,989,66,188,12,1763,186,9,166,345,35,194,50,268,9,1258,51,13,35,0,164,21,314,22,4,617,28,53,30,0,47,42,0,0,8,214,34,84,10,4,129,19,0,0,0,281,28,12,5,3,32,79,6,12,8,184,39,315,101,0,160,5,4,3,4,631,39,46,45,26,45,0,8,266,3,489,162,339,95,472,319,8,59,63,31,1550,172,1091,74,342,240,3,12,55,15,2009,165,983,68,1296,322,10,10,123,15,2992,36,40,23,70,23,9,0,20,0,217,43,48,306,116,62,13,11,88,0,675,54,46,90,41,62,31,66,70,117,578
1006,155,15,52,0,23,7,16,97,9,367,24,14,51,0,3,0,72,0,4,182,251,108,323,20,106,65,165,212,17,1255,24,16,29,0,10,0,37,17,0,134,243,57,1012,6,180,28,132,225,25,1913,154,92,69,0,83,91,91,26,7,609,336,84,102,21,92,940,40,139,11,1769,296,22,275,399,63,176,27,322,3,1586,88,66,36,14,145,28,320,35,11,743,55,101,15,4,10,20,11,3,5,226,112,191,0,4,145,13,0,0,9,473,54,44,9,3,50,201,7,10,8,384,199,712,160,5,262,16,6,32,12,1398,68,43,160,39,57,11,9,311,6,710,108,166,60,214,174,4,34,39,10,809,194,1046,46,297,148,5,9,57,10,1805,168,1034,87,851,351,13,20,108,15,2643,47,107,23,65,21,8,0,15,0,287,58,50,363,134,77,7,6,57,5,766,121,96,103,25,74,42,68,74,126,733
1007,34,0,4,0,4,0,3,25,0,67,50,66,234,5,27,0,356,41,5,789,11,3,76,6,14,12,9,13,0,148,14,5,50,0,14,5,23,16,4,127,49,0,219,0,28,4,70,54,12,441,18,8,58,0,23,25,20,5,0,153,106,19,56,0,41,437,19,89,10,777,97,0,62,139,41,82,12,165,7,609,24,5,26,6,49,8,147,9,0,276,6,18,7,0,7,8,0,3,0,47,11,8,0,0,41,5,0,0,0,67,9,4,0,4,10,20,0,4,0,56,10,52,16,0,37,4,0,5,0,125,12,26,11,21,18,0,17,119,4,231,49,70,31,170,92,0,31,25,11,478,42,327,7,145,58,0,0,24,0,602,87,517,60,583,207,10,3,77,19,1566,15,16,0,32,6,5,0,14,7,85,21,18,146,46,23,3,0,30,3,285,13,15,33,23,21,15,18,19,84,242
1008,29,8,3,0,7,0,0,33,0,85,5,0,0,0,0,0,6,0,0,13,48,18,50,5,11,13,11,31,0,181,3,8,6,0,0,3,0,0,0,23,79,12,243,0,26,3,11,46,11,439,27,13,6,0,7,17,6,10,0,84,126,34,28,5,23,214,11,27,0,470,234,8,211,311,60,70,6,176,10,1097,15,11,0,9,14,0,52,6,0,106,17,61,13,0,7,9,0,0,0,102,17,44,0,0,20,7,0,0,6,95,11,17,0,5,19,69,0,5,7,130,79,342,27,3,59,14,0,4,6,523,36,25,23,16,16,7,0,119,3,247,18,42,12,17,23,0,0,5,0,118,45,233,12,74,22,5,0,0,7,398,51,343,10,196,39,7,0,14,7,661,17,68,6,21,10,4,0,5,3,137,21,20,56,63,7,4,8,7,0,180,82,72,43,21,36,24,10,21,64,368
1009,76,0,11,0,15,0,14,48,0,163,3,6,7,0,5,0,17,7,0,37,40,10,105,0,30,22,43,31,6,285,19,36,32,0,28,0,11,3,0,135,90,18,422,0,67,6,79,133,11,816,17,3,15,0,15,19,18,7,0,102,102,15,53,10,34,395,16,69,0,698,85,3,74,208,16,36,10,128,5,571,15,11,10,4,32,9,122,4,0,198,8,13,3,0,3,7,0,0,0,36,14,35,0,0,48,3,0,0,5,103,10,0,0,0,11,48,5,4,0,81,24,127,32,0,72,0,0,0,3,265,11,19,33,18,25,8,6,119,3,238,29,56,24,64,84,5,15,16,4,291,53,436,9,148,63,0,0,17,0,727,73,355,36,495,154,6,9,65,4,1205,6,17,8,19,9,0,0,5,0,61,14,20,154,36,34,3,0,14,0,279,25,23,32,19,17,13,17,29,50,227
