SUA_CODE_2021,M_NatPhySci_Occ_Mng,M_NatPhySci_Occ_Pro,M_NatPhySci_Occ_TTW,M_NatPhySci_Occ_CPS,M_NatPhySci_Occ_CA,M_NatPhySci_Occ_Sal,M_NatPhySci_Occ_MOD,M_NatPhySci_Occ_Lab,M_NatPhySci_Occ_IDNS,M_NatPhySci_Total,M_InfoTechn_Occ_Mng,M_InfoTechn_Occ_Pro,M_InfoTechn_Occ_TTW,M_InfoTechn_Occ_CPS,M_InfoTechn_Occ_CA,M_InfoTechn_Occ_Sal,M_InfoTechn_Occ_MOD,M_InfoTechn_Occ_Lab,M_InfoTechn_Occ_IDNS,M_InfoTechn_Total,M_EngRelTech_Occ_Mng,M_EngRelTech_Occ_Pro,M_EngRelTech_Occ_TTW,M_EngRelTech_Occ_CPS,M_EngRelTech_Occ_CA,M_EngRelTech_Occ_Sal,M_EngRelTech_Occ_MOD,M_EngRelTech_Occ_Lab,M_EngRelTech_Occ_IDNS,M_EngRelTech_Total,M_ArchitBuild_Occ_Mng,M_ArchitBuild_Occ_Pro,M_ArchitBuild_Occ_TTW,M_ArchitBuild_Occ_CPS,M_ArchitBuild_Occ_CA,M_ArchitBuild_Occ_Sal,M_ArchitBuild_Occ_MOD,M_ArchitBuild_Occ_Lab,M_ArchitBuild_Occ_IDNS,M_ArchitBuild_Total,M_AgriEnviRelStu_Occ_Mng,M_AgriEnviRelStu_Occ_Pro,M_AgriEnviRelStu_Occ_TTW,M_AgriEnviRelStu_Occ_CPS,M_AgriEnviRelStu_Occ_CA,M_AgriEnviRelStu_Occ_Sal,M_AgriEnviRelStu_Occ_MOD,M_AgriEnviRelStu_Occ_Lab,M_AgriEnviRelStu_Occ_IDNS,M_AgriEnviRelStu_Total,M_Health_Occ_Mng,M_Health_Occ_Pro,M_Health_Occ_TTW,M_Health_Occ_CPS,M_Health_Occ_CA,M_Health_Occ_Sal,M_Health_Occ_MOD,M_Health_Occ_Lab,M_Health_Occ_IDNS,M_Health_Total,M_Educat_Occ_Mng,M_Educat_Occ_Pro,M_Educat_Occ_TTW,M_Educat_Occ_CPS,M_Educat_Occ_CA,M_Educat_Occ_Sal,M_Educat_Occ_MOD,M_Educat_Occ_Lab,M_Educat_Occ_IDNS,M_Educat_Total,M_ManagCom_Occ_Mng,M_ManagCom_Occ_Pro,M_ManagCom_Occ_TTW,M_ManagCom_Occ_CPS,M_ManagCom_Occ_CA,M_ManagCom_Occ_Sal,M_ManagCom_Occ_MOD,M_ManagCom_Occ_Lab,M_ManagCom_Occ_IDNS,M_ManagCom_Total,M_SocietCultu_Occ_Mng,M_SocietCultu_Occ_Pro,M_SocietCultu_Occ_TTW,M_SocietCultu_Occ_CPS,M_SocietCultu_Occ_CA,M_SocietCultu_Occ_Sal,M_SocietCultu_Occ_MOD,M_SocietCultu_Occ_Lab,M_SocietCultu_Occ_IDNS,M_SocietCultu_Total,M_CreatArt_Occ_Mng,M_CreatArt_Occ_Pro,M_CreatArt_Occ_TTW,M_CreatArt_Occ_CPS,M_CreatArt_Occ_CA,M_CreatArt_Occ_Sal,M_CreatArt_Occ_MOD,M_CreatArt_Occ_Lab,M_CreatArt_Occ_IDNS,M_CreatArt_Total,M_FoodHospPersServ_Occ_Mng,M_FoodHospPersServ_Occ_Pro,M_FoodHospPersServ_Occ_TTW,M_FoodHospPersServ_Occ_CPS,M_FoodHospPersServ_Occ_CA,M_FoodHospPersServ_Occ_Sal,M_FoodHospPersServ_Occ_MOD,M_FoodHospPersServ_Occ_Lab,M_FoodHospPersServ_Occ_IDNS,M_FoodHospPersServ_Total,M_MixFieldProg_Occ_Mng,M_MixFieldProg_Occ_Pro,M_MixFieldProg_Occ_TTW,M_MixFieldProg_Occ_CPS,M_MixFieldProg_Occ_CA,M_MixFieldProg_Occ_Sal,M_MixFieldProg_Occ_MOD,M_MixFieldProg_Occ_Lab,M_MixFieldProg_Occ_IDNS,M_MixFieldProg_Total,M_FS_ID_Occ_Mng,M_FS_ID_Occ_Pro,M_FS_ID_Occ_TTW,M_FS_ID_Occ_CPS,M_FS_ID_Occ_CA,M_FS_ID_Occ_Sal,M_FS_ID_Occ_MOD,M_FS_ID_Occ_Lab,M_FS_ID_Occ_IDNS,M_FS_ID_Total,M_FS_NS_Occ_Mng,M_FS_NS_Occ_Pro,M_FS_NS_Occ_TTW,M_FS_NS_Occ_CPS,M_FS_NS_Occ_CA,M_FS_NS_Occ_Sal,M_FS_NS_Occ_MOD,M_FS_NS_Occ_Lab,M_FS_NS_Occ_IDNS,M_FS_NS_Total,M_Tot_Occ_Mng,M_Tot_Occ_Pro,M_Tot_Occ_TTW,M_Tot_Occ_CPS,M_Tot_Occ_CA,M_Tot_Occ_Sal,M_Tot_Occ_MOD,M_Tot_Occ_Lab,M_Tot_Occ_IDNS,M_Total_Total,F_NatPhySci_Occ_Mng,F_NatPhySci_Occ_Pro,F_NatPhySci_Occ_TTW,F_NatPhySci_Occ_CPS,F_NatPhySci_Occ_CA,F_NatPhySci_Occ_Sal,F_NatPhySci_Occ_MOD,F_NatPhySci_Occ_Lab,F_NatPhySci_Occ_IDNS,F_NatPhySci_Total,F_InfoTechn_Occ_Mng,F_InfoTechn_Occ_Pro,F_InfoTechn_Occ_TTW,F_InfoTechn_Occ_CPS,F_InfoTechn_Occ_CA,F_InfoTechn_Occ_Sal,F_InfoTechn_Occ_MOD,F_InfoTechn_Occ_Lab,F_InfoTechn_Occ_IDNS,F_InfoTechn_Total,F_EngRelTech_Occ_Mng,F_EngRelTech_Occ_Pro,F_EngRelTech_Occ_TTW,F_EngRelTech_Occ_CPS,F_EngRelTech_Occ_CA,F_EngRelTech_Occ_Sal,F_EngRelTech_Occ_MOD,F_EngRelTech_Occ_Lab,F_EngRelTech_Occ_IDNS,F_EngRelTech_Total,F_ArchitBuild_Occ_Mng,F_ArchitBuild_Occ_Pro,F_ArchitBuild_Occ_TTW,F_ArchitBuild_Occ_CPS,F_ArchitBuild_Occ_CA,F_ArchitBuild_Occ_Sal,F_ArchitBuild_Occ_MOD,F_ArchitBuild_Occ_Lab,F_ArchitBuild_Occ_IDNS,F_ArchitBuild_Total,F_AgriEnviRelStu_Occ_Mng,F_AgriEnviRelStu_Occ_Pro,F_AgriEnviRelStu_Occ_TTW,F_AgriEnviRelStu_Occ_CPS,F_AgriEnviRelStu_Occ_CA,F_AgriEnviRelStu_Occ_Sal,F_AgriEnviRelStu_Occ_MOD,F_AgriEnviRelStu_Occ_Lab,F_AgriEnviRelStu_Occ_IDNS,F_AgriEnviRelStu_Total
1010,196,484,116,70,60,25,34,64,12,1058,425,1033,266,69,131,94,95,111,21,2246,1718,1647,5787,370,551,416,1274,1061,172,12994,1319,277,4811,201,182,139,391,867,111,8301,229,156,734,56,62,63,138,294,21,1753,227,1923,123,521,83,49,69,82,25,3089,278,1504,75,180,54,26,73,60,17,2268,2549,1932,438,373,963,883,481,438,120,8182,565,1047,202,1487,257,132,152,199,62,4112,235,655,248,120,92,150,108,129,29,1771,319,78,854,165,87,149,244,270,24,2190,11,0,10,8,5,3,4,10,0,47,106,126,133,64,60,42,105,102,42,774,167,122,319,81,69,78,212,180,235,1462,8337,10990,14116,3766,2650,2260,3380,3867,891,50256,171,418,150,80,158,49,13,36,13,1090,66,151,34,39,114,34,11,25,4,475,81,134,86,48,102,41,62,73,9,643,53,143,100,29,64,44,3,14,3,450,71,99,137,58,87,58,21,68,9,606
1011,36,119,27,19,20,8,0,18,0,249,59,94,60,15,29,31,16,30,0,333,315,265,1068,87,119,124,218,244,17,2461,248,63,787,32,30,30,83,210,15,1498,102,82,157,16,32,27,52,128,11,595,47,576,36,119,15,11,10,24,5,841,57,359,17,58,17,16,20,10,3,563,435,288,91,100,163,163,54,102,13,1407,103,247,34,320,53,37,29,56,12,893,36,91,43,28,14,16,7,35,3,265,91,7,255,52,19,36,45,93,10,604,0,0,3,0,0,0,0,9,0,20,33,22,30,11,4,7,8,35,5,157,50,26,79,24,17,17,34,89,51,388,1604,2234,2685,896,532,517,575,1083,146,10274,33,69,22,38,37,9,3,14,6,229,21,17,10,4,15,11,0,7,0,85,16,29,17,4,20,10,3,18,0,113,8,28,15,5,15,9,0,7,0,91,46,47,14,36,25,18,5,34,6,241
1012,18,38,12,13,9,4,0,4,0,108,26,38,57,13,15,22,16,13,9,213,173,161,820,64,74,76,203,148,18,1742,136,30,409,29,29,7,59,83,16,802,66,44,99,13,22,20,31,39,3,352,23,274,16,50,3,9,4,12,0,399,41,167,9,21,7,12,5,14,9,282,236,218,82,144,134,142,66,92,15,1124,43,138,27,237,39,17,20,20,4,545,5,21,13,13,10,11,3,4,0,84,29,4,111,50,9,28,23,43,4,296,0,0,4,4,0,0,0,3,0,17,13,9,16,16,14,6,12,18,5,94,14,13,49,27,12,16,31,32,37,235,838,1159,1728,696,374,364,485,541,117,6300,11,32,26,19,14,0,0,3,0,108,3,8,7,9,9,9,0,10,0,51,10,13,11,6,14,6,4,7,0,76,3,15,4,4,9,0,0,3,0,31,25,27,29,27,34,6,0,8,5,162
1013,0,9,8,5,0,0,0,0,0,27,11,11,9,4,4,4,0,0,0,45,63,45,201,22,20,30,39,51,6,474,69,10,220,10,7,8,18,53,9,399,14,9,33,5,4,6,3,22,0,97,4,107,3,49,4,3,0,8,0,175,13,74,6,9,3,0,0,3,3,117,76,70,27,13,28,27,10,15,0,273,19,50,4,78,7,5,4,10,4,181,6,4,5,3,8,3,0,5,0,34,21,0,94,20,0,7,10,21,3,185,0,0,0,0,0,0,0,4,0,4,3,3,5,3,0,0,0,9,6,35,16,4,22,4,3,5,11,18,8,98,322,403,644,228,82,96,103,211,35,2131,4,8,0,3,4,0,0,0,0,22,4,4,0,5,5,3,0,3,0,25,0,7,7,7,3,3,3,4,0,29,0,3,4,0,0,0,0,0,0,14,0,3,0,4,0,3,0,4,0,23
1014,17,23,3,3,0,0,0,4,0,61,12,34,18,6,15,0,3,9,0,96,109,69,485,60,40,30,143,94,14,1040,70,19,263,17,10,8,53,55,9,498,17,11,33,6,10,9,22,32,0,132,15,107,12,47,4,0,4,5,5,196,19,98,13,35,3,0,13,3,0,179,121,65,25,60,47,55,42,41,6,460,32,58,20,182,19,8,9,18,11,360,7,22,15,3,5,3,4,3,0,55,19,5,77,24,3,6,24,28,0,186,0,0,0,0,0,3,0,10,0,14,12,5,12,4,5,5,11,0,4,53,8,9,26,13,3,3,18,25,21,134,455,521,1002,460,158,138,345,328,63,3465,4,19,9,5,13,4,0,3,0,56,3,5,4,3,5,3,0,5,5,31,15,0,10,4,0,0,4,3,0,38,5,8,8,0,6,0,0,0,0,27,8,11,10,3,8,7,3,3,5,55
1015,3,10,4,0,3,0,3,3,0,31,8,15,17,3,0,4,3,4,0,55,54,42,277,21,20,23,83,71,10,602,52,0,132,11,3,9,25,52,9,296,16,24,21,0,5,3,4,28,0,111,7,94,0,32,0,6,0,0,4,143,14,67,3,12,10,3,0,0,4,113,59,47,6,33,38,33,17,19,4,253,14,41,9,146,12,0,7,13,5,252,6,14,0,3,8,0,0,11,0,40,10,5,45,15,4,6,11,10,0,101,0,0,0,0,0,0,0,0,0,0,0,7,3,4,0,0,7,5,0,38,11,4,17,6,0,4,13,26,11,99,261,370,546,296,107,91,184,241,37,2139,4,8,4,0,8,4,0,0,0,18,5,0,0,0,6,3,0,4,0,22,3,0,0,0,6,7,5,3,0,29,3,3,0,0,0,0,0,0,0,8,0,10,0,8,11,0,0,0,0,31
1016,16,25,15,4,5,0,3,18,0,90,19,29,20,4,5,9,13,21,9,132,139,48,496,10,26,33,91,116,23,976,97,5,194,4,4,11,28,43,5,400,59,43,32,0,8,10,20,25,4,204,8,89,9,17,3,0,7,7,5,137,17,69,6,6,0,0,4,13,0,110,118,75,24,18,39,53,30,65,14,437,19,52,7,57,5,8,5,26,0,181,8,14,5,3,3,0,5,4,0,43,17,5,60,4,7,5,13,33,7,143,0,0,0,0,0,0,4,3,0,9,5,7,8,7,0,0,12,26,0,65,14,14,33,3,8,8,16,49,31,162,534,478,899,130,116,141,253,455,82,3083,12,15,12,8,11,8,0,12,0,68,6,9,3,7,4,4,0,23,0,56,4,3,5,4,8,0,6,23,4,57,0,4,0,0,0,0,0,0,0,18,7,19,8,6,8,0,0,10,0,57
1017,0,6,0,0,0,0,0,4,0,14,0,3,8,7,4,3,0,0,3,28,40,16,192,24,15,13,63,42,3,396,43,3,101,16,0,6,17,35,0,220,14,3,10,3,9,0,7,17,3,69,5,52,0,25,0,5,0,3,0,85,10,35,6,11,0,0,0,5,4,68,34,27,10,16,22,21,8,19,0,171,14,28,4,86,0,5,3,8,0,142,5,4,5,3,0,4,0,0,0,22,12,5,38,10,0,4,9,22,5,96,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,0,8,0,0,30,11,0,12,9,0,4,11,19,15,79,183,183,384,212,60,61,131,171,35,1428,0,5,3,0,0,0,0,0,0,10,3,0,0,0,5,0,0,4,0,10,0,0,0,5,3,4,3,4,0,23,0,0,0,0,4,0,0,0,0,4,3,3,0,0,10,3,5,6,0,32
1018,5,50,15,3,0,4,4,8,3,96,26,33,41,15,14,9,7,9,3,157,56,72,406,28,33,33,110,114,10,857,68,16,257,16,11,16,20,68,6,477,36,35,51,16,14,8,26,65,3,257,18,234,12,57,9,5,5,6,0,335,31,164,9,17,4,3,9,7,0,239,122,110,31,32,80,62,25,42,10,512,33,131,11,141,21,18,15,31,5,401,10,62,25,31,11,17,6,24,0,186,20,0,95,14,8,16,17,39,0,216,0,0,0,0,0,0,0,0,0,11,8,4,6,7,5,0,7,11,0,52,17,7,29,14,3,5,15,25,14,127,445,911,996,393,210,198,259,446,62,3919,5,34,21,3,11,4,0,4,0,84,3,4,3,0,11,0,0,0,0,31,3,9,10,5,10,5,7,16,0,63,4,4,8,0,4,6,0,5,0,28,12,15,11,13,14,9,0,19,0,93
1019,4,11,0,6,0,0,0,4,0,24,5,7,7,0,3,3,3,3,3,44,80,42,329,14,13,10,154,50,7,695,22,3,72,5,3,0,30,25,0,157,7,10,18,0,5,0,4,12,0,53,13,36,8,24,3,4,4,0,0,81,8,26,5,9,0,0,5,0,0,52,32,18,14,12,20,11,11,9,0,137,11,28,0,52,5,4,5,0,0,102,7,5,4,9,3,0,3,0,0,28,14,4,36,9,5,3,15,10,0,95,0,0,0,0,0,0,0,0,0,4,0,4,4,0,3,0,3,0,0,24,5,0,10,4,4,4,19,6,12,63,201,193,513,127,75,44,256,130,20,1560,3,7,6,3,7,0,0,0,0,27,0,3,3,0,0,0,0,0,0,7,5,3,0,3,0,4,0,3,0,24,0,6,4,0,0,0,0,0,0,14,0,7,4,4,5,0,0,0,0,23
1020,6,22,4,0,0,0,0,0,0,40,12,28,9,4,8,3,0,0,0,67,130,111,566,33,40,23,125,47,21,1102,52,3,183,11,4,9,32,36,0,338,9,7,29,0,5,3,6,12,0,73,14,32,5,17,0,0,3,3,0,72,13,41,6,3,5,0,7,0,0,74,67,48,21,22,28,21,13,16,5,235,18,26,6,46,5,4,6,8,3,125,5,9,0,0,0,7,0,7,0,35,15,0,24,4,3,4,17,6,5,79,0,0,0,0,0,0,0,0,0,3,9,5,11,6,3,0,14,4,8,51,6,3,21,3,3,0,11,9,14,76,368,333,897,157,106,78,227,150,52,2375,3,14,3,4,11,3,0,0,0,41,4,8,6,3,4,3,0,0,0,22,10,12,18,0,7,4,8,5,0,54,4,4,4,0,0,0,0,0,0,19,3,4,6,3,4,3,0,5,0,30
1021,19,41,7,8,0,3,0,3,0,77,25,61,15,0,8,7,7,12,0,136,166,133,676,28,39,37,156,98,23,1346,105,8,356,9,11,7,58,81,16,643,15,7,49,3,5,4,17,42,0,141,21,130,4,33,3,3,7,7,0,208,23,108,13,12,3,4,4,13,4,182,143,116,35,22,45,40,31,30,4,467,27,82,24,109,10,12,9,18,5,291,9,28,8,0,3,9,4,8,0,74,18,4,69,11,11,12,29,20,0,168,0,0,0,0,0,0,0,0,0,5,10,9,4,5,7,3,6,8,6,57,8,0,30,6,4,3,24,16,13,111,593,720,1283,252,153,146,360,342,72,3919,4,25,18,16,10,8,0,5,0,80,0,6,0,0,10,4,3,0,0,23,4,4,8,3,4,6,7,0,0,39,7,10,7,0,3,0,0,0,0,30,3,7,3,4,9,0,4,0,0,39
1022,0,26,5,0,4,0,0,5,0,35,3,8,7,0,3,0,0,3,0,33,88,89,454,5,17,13,195,48,10,911,40,3,150,4,4,0,61,31,4,299,30,17,17,0,0,7,19,18,3,114,8,33,4,8,4,0,5,0,0,62,19,45,10,0,0,5,11,0,0,89,45,39,25,8,19,30,21,10,0,205,11,25,6,42,5,4,16,11,3,124,5,8,5,0,0,5,0,4,0,34,11,0,36,10,4,3,22,17,3,97,0,0,0,0,0,0,0,0,0,4,6,8,8,0,4,0,7,7,0,37,7,0,14,4,0,3,17,5,8,63,275,303,731,84,66,71,384,154,34,2103,0,15,3,10,12,4,0,0,0,49,0,0,3,0,0,0,0,0,0,10,0,7,7,0,5,8,8,7,0,47,3,3,6,0,5,5,0,0,0,22,9,12,4,3,4,4,0,7,0,51
1023,0,3,0,0,0,0,0,4,0,12,9,6,8,4,0,0,0,3,0,29,62,60,598,7,14,3,210,51,10,1017,3,5,43,0,0,0,45,26,3,127,3,8,14,0,4,0,16,15,0,54,3,31,3,16,0,0,4,0,0,58,9,27,7,5,0,0,14,0,4,57,42,21,25,3,13,14,32,12,3,163,6,10,3,12,6,3,10,3,0,59,0,9,0,4,0,0,7,6,0,19,3,0,22,4,0,3,19,7,0,62,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,12,4,5,41,0,10,24,0,0,3,19,4,14,75,141,173,766,59,38,45,383,133,41,1780,0,9,5,6,3,0,3,0,0,22,0,0,0,0,0,0,0,8,0,10,3,12,16,0,5,4,24,8,0,71,4,0,0,0,0,5,0,0,0,5,3,0,3,3,0,3,3,4,0,32
1024,28,38,20,3,3,0,3,3,0,99,10,40,12,3,5,4,5,10,0,89,192,198,518,41,45,39,99,98,23,1253,95,22,341,16,7,8,30,62,9,581,32,16,64,3,0,4,15,23,3,157,12,103,11,35,5,0,6,4,4,174,19,78,12,10,7,5,4,11,5,143,184,110,54,25,54,58,28,29,8,557,33,66,13,81,21,8,12,14,3,243,9,21,10,7,0,8,5,9,0,73,30,4,115,12,5,22,31,29,6,244,0,0,0,0,0,0,0,0,0,4,13,9,11,8,4,0,6,4,9,68,11,10,28,11,4,9,17,12,24,129,671,722,1210,259,153,157,252,306,82,3816,18,28,8,12,20,8,0,3,3,98,6,4,0,0,6,0,0,0,0,23,12,11,6,6,12,6,5,0,0,66,8,6,7,5,9,4,0,0,0,37,9,12,3,10,14,11,0,3,0,64
1025,306,1035,250,98,117,62,78,85,19,2046,470,1363,450,106,157,142,142,140,26,2998,3317,4604,13023,750,953,620,3263,1634,321,28486,1551,553,5394,225,282,192,843,1005,132,10185,267,366,571,85,116,83,216,358,20,2087,399,3736,209,819,124,75,156,131,35,5693,446,2423,142,284,95,72,141,89,28,3723,3544,3004,848,681,1461,1075,866,592,175,12246,728,1889,231,2057,429,220,297,271,62,6184,270,799,320,240,191,196,123,194,21,2348,352,64,1391,290,154,188,429,381,36,3294,4,9,12,4,3,9,11,14,0,59,157,171,226,99,64,56,215,126,41,1156,208,146,514,168,73,105,357,320,361,2254,12020,20164,23597,5909,4223,3111,7135,5339,1264,82752,223,870,350,165,272,110,16,53,26,2093,84,253,55,51,130,44,4,32,7,659,169,500,241,100,187,81,181,165,13,1635,109,367,158,63,112,64,7,40,9,928,105,290,117,112,152,93,24,77,7,970
1026,20,44,9,12,0,8,4,6,4,109,33,48,33,13,8,15,11,19,0,166,238,202,859,100,52,49,165,170,20,1855,112,27,383,21,9,20,46,65,15,701,28,17,57,11,4,3,24,43,3,191,23,196,17,66,9,6,4,16,3,336,22,100,14,18,4,0,5,8,0,177,157,119,64,74,56,81,36,43,14,644,41,94,24,185,16,11,17,30,6,417,17,34,15,14,14,10,9,12,3,119,31,6,110,28,7,26,38,43,3,298,0,0,3,0,0,0,0,3,0,5,18,9,14,12,4,4,12,12,3,96,12,5,49,16,9,13,25,29,25,190,739,904,1642,571,204,264,379,498,95,5309,16,42,17,11,17,9,0,3,0,108,10,8,5,7,4,4,0,4,0,38,9,11,40,9,10,7,3,23,0,111,10,8,10,5,7,10,0,3,0,53,11,9,13,11,13,16,0,8,0,79
1027,38,106,25,12,7,3,0,4,0,192,28,60,44,8,13,15,11,18,4,196,172,276,912,38,67,41,220,112,24,1862,127,40,427,18,15,22,94,80,4,832,76,74,66,10,18,23,38,41,5,351,40,374,27,69,13,6,12,17,0,553,52,190,16,20,10,7,10,4,3,317,258,217,81,58,124,96,59,56,11,963,64,142,28,166,35,13,15,26,7,495,18,45,24,17,13,11,9,10,0,135,45,4,160,31,6,18,46,35,0,348,0,0,4,0,0,0,0,0,0,11,15,12,20,10,8,3,9,8,4,79,17,13,31,10,8,14,41,43,26,196,949,1563,1863,462,332,261,564,453,89,6540,19,92,21,15,18,4,0,5,0,169,3,16,3,4,9,0,4,3,0,51,7,28,18,11,7,4,5,10,0,102,7,24,6,0,14,0,0,4,0,57,25,33,19,10,31,0,7,12,0,142
1028,16,58,8,5,11,3,0,4,0,113,30,98,59,15,26,3,16,23,3,266,210,247,698,65,67,77,122,145,16,1650,169,33,572,32,25,18,30,96,14,989,30,46,78,8,10,3,11,42,6,237,38,505,20,96,14,8,10,9,3,706,47,306,11,34,7,11,6,3,0,423,340,289,78,65,124,121,47,80,10,1162,66,197,26,246,36,29,21,17,5,644,18,51,18,11,9,20,3,10,0,136,67,9,189,36,15,32,29,43,3,437,3,3,0,0,0,3,0,4,0,10,16,18,25,12,7,5,11,11,5,107,21,12,38,17,3,22,14,21,40,191,1080,1867,1822,649,345,364,324,512,103,7068,23,59,22,13,23,11,0,0,4,161,7,16,7,15,26,0,0,8,0,79,14,18,14,11,7,8,0,11,0,78,8,21,8,4,9,11,0,3,0,61,10,20,9,20,7,9,0,11,0,74
1029,17,11,7,0,0,0,5,0,0,42,6,8,5,3,4,4,0,3,0,37,150,161,841,37,29,18,342,72,16,1662,22,0,79,15,3,0,62,29,0,211,12,5,14,3,0,0,26,11,0,70,7,38,4,25,3,4,17,0,0,88,10,39,3,6,0,0,15,0,0,76,82,47,38,32,32,19,42,17,4,318,16,26,3,58,5,9,10,3,0,135,0,4,3,4,4,0,6,3,0,26,6,3,41,8,0,6,28,19,0,112,0,0,0,0,0,0,0,0,0,4,3,8,5,8,0,5,12,8,0,58,9,6,15,5,8,9,32,13,16,118,343,351,1059,213,92,70,600,174,48,2954,3,18,3,4,0,0,0,3,0,39,0,0,0,5,4,0,0,0,0,13,4,21,20,6,12,7,37,3,0,111,0,4,3,0,4,0,4,0,0,19,3,10,4,7,10,0,3,7,0,44
1030,12,19,7,4,0,0,0,0,0,52,3,15,4,9,8,4,0,4,0,43,93,90,341,44,18,26,72,75,15,785,70,15,282,16,3,0,20,53,9,472,13,17,35,3,4,5,9,17,0,103,17,54,10,31,0,0,0,5,0,125,21,84,5,12,6,3,0,3,0,131,79,47,27,16,23,46,10,20,9,278,25,49,9,63,13,6,3,13,4,179,8,20,6,6,0,7,0,0,0,45,16,3,69,15,9,10,12,17,0,148,0,0,0,0,0,0,0,0,0,4,3,12,4,5,0,0,10,4,4,45,3,7,24,8,0,7,11,19,10,89,372,445,824,240,79,118,151,221,46,2499,7,27,4,3,0,0,0,0,0,47,0,7,0,0,8,0,0,0,0,13,9,8,15,6,7,7,0,3,0,51,5,3,6,4,0,4,0,0,4,27,10,12,8,0,4,0,0,6,0,44
1031,6192,14760,2549,1266,2160,1273,1142,1256,451,31049,15325,44974,8666,2135,4662,3672,4116,3725,1309,88585,32214,48242,60200,3952,9857,5851,14766,10724,2482,188296,15023,8337,33819,1050,2677,1432,3352,5677,1009,72374,2030,1739,4267,485,734,486,997,1814,172,12725,3851,31708,1630,5237,1424,949,1194,1033,405,47437,3238,14956,850,1538,856,519,833,665,192,23641,65163,71733,9747,7927,27496,19764,12205,9011,3744,226785,14164,35572,3127,13767,7331,3385,3209,2835,1342,84735,5511,17235,4006,1915,2647,2622,1658,1637,426,37661,4178,857,10162,2163,1506,1675,2983,2694,300,26510,98,97,146,65,62,76,145,188,34,905,2460,3029,1722,817,1109,719,1733,970,498,13054,2421,2286,3437,1022,1255,1111,2352,1962,4505,20342,171872,295520,144337,43335,63771,43526,50679,44182,16870,874089,4997,13204,3190,2496,5111,1759,291,904,407,32358,3802,13515,1428,1595,4094,1538,446,831,479,27731,3579,10138,2064,1259,3367,1213,705,1230,346,23902,1635,6487,1637,537,1631,863,102,255,132,13281,912,1605,949,508,1059,435,109,461,83,6135
1032,11,36,11,12,3,6,0,11,0,89,18,32,37,9,5,14,14,22,0,153,175,128,872,40,62,66,228,196,18,1790,143,20,398,16,14,19,42,106,4,758,48,47,50,8,16,7,39,49,3,273,24,286,15,67,11,3,11,20,0,441,49,203,12,14,11,5,10,5,3,315,213,185,63,68,97,88,61,86,8,871,51,121,20,168,29,12,25,38,7,468,15,34,11,12,5,9,7,19,0,112,50,0,125,27,17,11,45,53,3,336,0,4,0,0,0,5,0,5,0,11,8,16,21,11,6,0,15,18,0,90,27,8,46,10,11,23,29,55,22,227,835,1120,1682,465,285,265,523,688,75,5942,13,28,26,13,12,12,0,9,0,111,0,5,5,4,9,4,0,9,0,44,6,16,6,7,12,6,8,29,0,94,8,10,3,3,5,5,0,0,0,29,20,24,14,8,18,6,0,14,0,110
1033,6,14,4,0,0,0,0,0,0,39,7,11,13,8,5,14,6,16,0,82,87,30,378,24,26,34,121,114,8,811,73,7,167,11,8,11,19,47,7,352,21,12,26,14,0,8,17,46,0,139,5,146,5,67,3,5,0,15,5,240,8,81,3,11,0,0,3,4,0,119,78,50,23,34,28,47,21,27,4,315,19,57,4,82,7,4,5,14,4,197,3,14,10,9,6,5,0,3,0,56,22,0,73,18,4,3,12,33,0,159,0,0,0,0,0,0,0,4,0,0,6,3,9,3,0,0,5,3,0,33,5,0,30,12,7,8,21,30,21,142,344,428,746,293,99,141,229,345,54,2679,4,9,7,0,9,0,4,0,3,27,0,0,7,0,0,6,0,0,0,8,3,6,0,9,5,0,3,7,0,38,0,7,0,0,0,0,0,0,0,14,5,10,8,0,5,14,0,5,3,51
1034,10,8,4,3,3,5,3,0,3,33,11,9,0,0,0,0,0,0,0,19,65,54,234,15,20,26,45,78,6,539,93,14,329,18,6,7,21,45,12,533,13,3,40,3,3,8,4,19,0,95,8,69,8,22,8,4,0,4,0,118,16,93,12,11,0,0,0,9,0,129,80,59,12,18,18,35,9,15,3,251,33,56,8,50,6,8,0,6,0,171,4,17,14,6,0,5,0,4,0,61,20,3,84,16,0,11,5,25,5,169,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,0,0,9,4,24,10,0,15,4,0,6,9,16,3,69,364,386,769,163,65,109,103,223,39,2222,5,23,7,0,5,3,0,0,4,43,8,5,0,0,0,0,0,0,0,16,3,0,0,0,8,0,0,0,0,21,0,11,0,3,0,0,0,0,0,22,9,0,3,5,3,6,0,8,0,37
