SUA_CODE_2021,Philippines_Before_1951,Philippines_1951_1960,Philippines_1961_1970,Philippines_1971_1980,Philippines_1981_1990,Philippines_1991_2000,Philippines_2001_2010,Philippines_2011_2015,Philippines_2016,Philippines_2017,Philippines_2018,Philippines_2019,Philippines_2020,Philippines_2021,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1951,Poland_1951_1960,Poland_1961_1970,Poland_1971_1980,Poland_1981_1990,Poland_1991_2000,Poland_2001_2010,Poland_2011_2015,Poland_2016,Poland_2017,Poland_2018,Poland_2019,Poland_2020,Poland_2021,Poland_Yr_arrival_NS,Poland_Tot,Singapore_Before_1951,Singapore_1951_1960,Singapore_1961_1970,Singapore_1971_1980,Singapore_1981_1990,Singapore_1991_2000,Singapore_2001_2010,Singapore_2011_2015,Singapore_2016,Singapore_2017,Singapore_2018,Singapore_2019,Singapore_2020,Singapore_2021,Singapore_Yr_arrival_ns,Singapore_Tot,South_Africa_Before_1951,South_Africa_1951_1960,South_Africa_1961_1970,South_Africa_1971_1980,South_Africa_1981_1990,South_Africa_1991_2000,South_Africa_2001_2010,South_Africa_2011_2015,South_Africa_2016,South_Africa_2017,South_Africa_2018,South_Africa_2019,South_Africa_2020,South_Africa_2021,South_Africa_Yr_arrival_ns,South_Africa_Tot,Sri_Lanka_Before_1951,Sri_Lanka_1951_1960,Sri_Lanka_1961_1970,Sri_Lanka_1971_1980,Sri_Lanka_1981_1990,Sri_Lanka_1991_2000,Sri_Lanka_2001_2010,Sri_Lanka_2011_2015,Sri_Lanka_2016,Sri_Lanka_2017,Sri_Lanka_2018,Sri_Lanka_2019,Sri_Lanka_2020,Sri_Lanka_2021,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Taiwan_Before_1951,Taiwan_1951_1960,Taiwan_1961_1970,Taiwan_1971_1980,Taiwan_1981_1990,Taiwan_1991_2000,Taiwan_2001_2010,Taiwan_2011_2015,Taiwan_2016,Taiwan_2017,Taiwan_2018,Taiwan_2019,Taiwan_2020,Taiwan_2021,Taiwan_Yr_arrival_ns,Taiwan_Tot,Thailand_Before_1951,Thailand_1951_1960,Thailand_1961_1970,Thailand_1971_1980,Thailand_1981_1990,Thailand_1991_2000,Thailand_2001_2010,Thailand_2011_2015,Thailand_2016,Thailand_2017,Thailand_2018,Thailand_2019,Thailand_2020,Thailand_2021,Thailand_Yr_arrival_ns,Thailand_Tot,United_Kingdom_Before_1951,United_Kingdom_1951_1960,United_Kingdom_1961_1970,United_Kingdom_1971_1980,United_Kingdom_1981_1990,United_Kingdom_1991_2000,United_Kingdom_2001_2010,United_Kingdom_2011_2015,United_Kingdom_2016,United_Kingdom_2017,United_Kingdom_2018,United_Kingdom_2019,United_Kingdom_2020,United_Kingdom_2021,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1951,USA_1951_1960,USA_1961_1970,USA_1971_1980,USA_1981_1990,USA_1991_2000,USA_2001_2010,USA_2011_2015,United_States_America_2016,United_States_America_2017,United_States_America_2018,United_States_America_2019,United_States_America_2020,United_States_America_2021,USA_year_of_arrival_ns,USA_Total,Vietnam_Before_1951,Vietnam_1951_1960,Vietnam_1961_1970,Vietnam_1971_1980,Vietnam_1981_1990,Vietnam_1991_2000,Vietnam_2001_2010,Vietnam_2011_2015,Vietnam_2016,Vietnam_2017,Vietnam_2018,Vietnam_2019,Vietnam_2020,Vietnam_2021,Vietnam_Yr_arrival_NS,Vietnam_Tot,Born_elsewhere_Before_1951,Born_elsewhere_1951_1960,Born_elsewhere_1961_1970,Born_elsewhere_1971_1980,Born_elsewhere_1981_1990,Born_elsewhere_1991_2000,Born_elsewhere_2001_2010,Born_elsewhere_2011_2015,Born_elsewhere_2016,Born_elsewhere_2017,Born_elsewhere_2018,Born_elsewhere_2019,Born_elsewhere_2020,Born_elsewhere_2021,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1951,Tot_1951_1960,Tot_1961_1970,Tot_1971_1980,Tot_1981_1990,Tot_1991_2000,Tot_2001_2010,Tot_2011_2015,Tot_2016,Tot_2017,Tot_2018,Tot_2019,Tot_2020,Tot_2021,Tot_Yr_arrival_NS,Tot_Tot
1024,0,0,0,8,23,15,20,26,5,5,6,8,6,0,3,126,10,5,0,3,15,5,0,0,0,0,0,0,0,0,0,37,0,0,0,11,4,3,0,6,0,0,0,0,0,0,5,25,0,3,15,28,30,24,51,21,4,4,7,0,0,3,0,187,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,11,29,15,5,3,5,3,5,3,0,79,84,194,503,306,220,125,236,115,8,6,18,23,26,23,58,1946,4,4,6,17,15,18,25,17,9,5,6,8,7,0,4,130,0,0,0,0,0,3,7,0,0,0,5,0,4,0,6,23,24,61,117,130,63,41,66,52,8,15,7,12,6,0,21,633,184,480,885,697,561,361,622,334,71,88,103,101,73,42,160,4771
1025,0,4,15,78,519,386,515,564,113,117,143,157,58,21,76,2769,74,27,61,52,153,40,41,24,0,0,9,5,0,0,20,522,4,5,20,36,34,19,62,32,10,34,14,13,17,0,7,301,4,4,41,134,171,290,637,257,60,64,68,92,56,8,31,1926,0,3,13,24,67,63,166,76,17,15,5,21,6,7,16,487,0,0,0,0,3,24,51,51,11,11,26,21,5,0,7,213,0,0,4,22,37,99,287,278,66,53,56,49,22,5,27,993,462,1418,3133,1812,1536,1000,2096,1047,160,129,133,189,105,53,411,13667,7,19,55,132,141,202,384,255,42,37,74,74,63,37,30,1548,0,3,6,81,82,52,169,235,57,60,38,56,36,3,65,930,272,392,824,812,775,865,1597,1041,437,331,419,526,191,58,325,8868,1575,3734,6258,5288,5868,5123,10689,7605,1880,1931,2111,2264,928,324,1812,57397
1026,0,0,0,11,51,31,50,72,14,12,17,16,13,0,9,303,5,0,4,4,12,0,0,4,0,0,0,0,0,0,5,33,0,0,0,4,3,4,6,0,0,0,0,0,0,0,0,20,0,5,3,11,9,19,33,10,4,4,6,7,0,0,3,103,0,0,0,0,0,7,3,16,0,0,5,11,0,4,0,53,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,8,0,0,0,0,4,8,40,25,9,3,3,4,0,0,7,111,79,222,491,255,135,105,169,65,7,4,7,22,0,0,73,1637,0,0,5,13,11,16,25,18,6,0,0,5,6,4,5,114,0,0,0,4,4,5,7,5,5,5,4,0,0,0,8,46,22,53,108,115,79,43,50,42,8,11,10,24,8,3,41,621,142,462,752,612,477,394,665,538,150,112,141,226,75,12,248,5009
1027,0,0,0,11,27,23,59,88,10,10,23,36,7,0,9,298,12,5,4,0,5,0,0,0,0,0,0,0,0,0,0,31,0,0,0,4,0,6,6,4,0,0,0,0,7,0,0,28,0,0,7,6,12,18,59,33,8,9,3,11,9,0,4,181,0,0,0,0,3,9,17,7,3,11,6,3,0,0,0,65,0,0,0,0,4,3,0,3,0,0,0,0,0,0,0,19,0,0,0,0,0,10,24,15,5,3,4,5,0,0,5,89,40,95,216,99,53,67,99,71,5,7,4,12,3,3,22,812,0,3,8,7,5,19,23,14,6,0,0,0,5,0,0,94,0,0,0,3,0,6,5,15,0,0,6,0,3,0,0,44,20,30,45,51,53,55,161,118,34,15,28,28,19,5,18,689,127,253,429,326,357,370,859,769,184,204,191,200,110,11,116,4507
1028,0,0,4,8,45,36,65,49,15,17,26,28,3,4,8,314,0,5,4,3,8,0,7,5,0,0,0,0,0,0,0,39,0,0,5,6,3,0,12,0,0,0,0,3,0,0,0,30,4,4,8,18,35,38,98,28,3,11,6,5,0,8,15,273,4,0,0,0,8,5,11,19,0,0,0,4,0,0,0,53,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,9,0,0,0,0,6,10,22,11,8,3,3,10,0,0,3,89,93,276,658,413,248,203,340,153,25,39,24,36,11,5,109,2632,0,0,9,23,18,20,35,35,6,0,7,6,6,0,4,176,0,0,0,6,9,5,15,19,0,5,0,0,7,0,5,61,31,93,122,121,98,63,155,112,27,28,22,23,8,8,20,936,203,616,1089,883,793,629,1168,729,149,204,176,187,78,32,252,7199
1029,0,0,0,4,19,19,37,69,4,5,15,12,0,4,3,185,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,7,3,3,64,7,3,0,4,0,6,0,5,104,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,9,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,11,0,0,0,0,0,4,16,6,3,0,0,5,4,0,0,46,10,17,61,66,31,33,48,21,11,0,0,0,0,6,8,317,0,0,0,3,0,0,3,4,0,0,0,0,0,0,0,15,0,0,0,0,3,0,12,10,0,0,0,0,0,0,0,29,0,15,7,12,22,11,38,14,8,0,3,6,7,0,0,146,20,66,103,150,165,149,410,214,51,29,54,57,28,36,33,1566
1030,0,0,0,0,13,10,11,17,13,6,4,6,5,0,0,99,0,0,10,5,23,4,0,0,0,0,0,0,0,0,0,37,0,0,4,10,3,3,0,0,0,0,0,0,0,0,0,17,0,0,7,6,12,0,9,0,0,0,0,0,3,0,0,53,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,4,0,0,4,0,0,0,5,21,37,169,408,211,117,53,78,40,4,7,0,8,0,5,48,1192,0,0,4,14,10,6,13,12,0,4,10,3,0,4,0,83,0,0,0,0,5,3,0,3,5,0,0,0,0,0,3,21,35,60,97,103,32,47,37,17,7,4,14,4,4,0,15,472,102,403,741,488,330,212,256,146,47,38,34,38,24,5,114,2999
1031,16,28,496,4196,19085,16378,17968,12396,3013,3011,3708,4973,1562,297,1553,88684,421,392,515,946,3980,1285,1361,967,241,253,236,217,75,21,280,11198,30,153,428,1205,1965,1679,3118,1676,492,488,497,465,353,142,227,12931,35,143,638,2988,5991,7619,9910,3763,1185,1080,1119,1317,732,261,508,37279,19,89,454,1161,5068,6270,7569,4002,700,654,679,831,339,140,463,28453,0,3,36,191,2282,2844,2345,2077,575,601,653,744,253,40,284,12930,3,13,93,536,2498,3122,7253,5513,1677,1148,1036,1221,403,100,778,25399,2794,8272,25180,18924,18014,16704,29884,18981,3926,3735,3842,4079,1884,636,3599,160463,79,142,886,1655,2068,3070,5383,4044,1073,1124,1288,1633,1090,406,534,24470,14,39,187,12588,26571,16581,12591,9784,2473,2438,2311,2603,1323,380,3395,93287,3493,8527,21443,37592,42658,46521,51258,36802,14166,13781,13540,14672,5284,1350,7635,318735,12526,44516,109890,143063,249792,283004,419401,271031,75756,79814,85526,93922,35416,9784,45219,1958674
1032,0,0,0,3,23,25,95,200,31,34,22,32,8,8,23,506,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,11,0,0,0,3,0,4,4,6,0,0,0,0,0,0,0,19,0,0,0,7,0,19,16,18,0,12,6,4,9,0,0,95,0,0,0,0,0,0,10,16,0,0,0,13,0,0,0,38,0,0,0,0,0,3,14,20,14,13,17,69,12,0,9,167,0,0,0,0,3,4,16,16,3,0,4,14,4,0,0,68,27,95,176,77,39,34,61,24,5,17,7,6,0,0,21,589,0,0,12,12,19,9,13,4,0,0,0,7,0,0,0,76,0,0,0,0,5,0,23,34,31,91,99,31,11,0,16,344,6,18,29,24,26,20,70,77,49,22,20,35,16,18,3,445,46,187,290,232,217,208,599,767,254,355,355,412,148,68,115,4256
1033,0,0,0,7,32,22,25,23,15,9,12,12,11,3,5,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,0,0,7,8,4,3,13,6,0,0,4,3,0,0,0,42,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,14,0,0,3,7,4,0,0,0,35,34,92,228,94,60,26,59,9,5,6,0,0,0,0,38,649,0,5,7,6,10,5,12,6,0,0,4,0,3,0,0,52,0,0,0,3,3,0,4,8,0,0,0,5,0,0,0,29,10,25,33,53,30,21,36,21,6,9,3,14,4,9,3,287,77,215,352,258,213,147,287,172,55,46,66,93,46,20,92,2139
1034,0,0,0,4,10,10,8,7,5,5,8,8,8,0,3,73,3,4,0,0,6,0,4,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,8,15,8,5,10,8,0,0,0,0,5,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,3,8,0,0,0,0,4,0,9,35,39,114,290,150,102,30,83,26,5,3,0,7,5,0,38,890,0,0,4,8,9,7,23,3,0,0,6,3,0,0,4,68,0,0,0,3,0,3,5,6,0,0,0,0,0,0,0,17,18,44,48,60,35,31,17,15,3,0,9,7,0,0,11,307,87,279,454,353,279,129,243,131,24,29,31,34,33,3,95,2203
1035,0,0,5,5,22,22,65,134,30,30,40,26,18,4,3,396,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,15,0,0,0,3,0,3,8,9,0,0,0,0,0,0,0,27,0,0,6,12,11,23,77,12,5,8,5,9,3,0,0,168,0,0,0,0,9,10,30,58,8,5,12,13,0,0,0,138,0,0,0,0,0,4,4,9,0,6,6,0,0,0,0,27,0,0,0,0,0,9,27,24,0,0,3,8,0,0,3,78,38,109,204,126,70,63,106,50,6,8,4,17,0,4,30,829,0,0,5,17,11,14,26,11,5,0,0,3,8,0,0,100,0,0,0,0,11,0,15,21,0,11,0,10,0,0,0,71,13,30,42,41,48,96,273,207,50,58,62,106,42,30,19,1128,96,290,373,334,320,456,1207,1236,402,435,476,689,245,105,130,6787
1036,0,0,6,115,466,263,294,276,50,74,98,81,42,7,48,1809,26,24,32,68,183,56,43,15,0,3,0,9,0,0,15,470,7,0,16,29,19,15,45,38,11,8,11,3,3,5,3,210,0,8,35,93,139,172,349,134,29,24,24,44,22,10,12,1097,0,0,7,27,49,37,55,42,18,26,23,21,16,0,6,341,0,0,0,0,7,28,22,27,6,6,4,7,6,0,0,122,0,0,4,20,42,89,335,225,66,42,39,56,21,9,12,954,386,1676,4945,2447,1391,804,1491,786,105,93,117,91,57,16,478,14877,4,11,32,133,98,121,250,182,36,48,23,52,43,15,24,1055,0,0,4,223,222,98,121,154,40,50,67,71,25,3,38,1117,164,904,1940,2523,1202,1230,1488,1085,373,215,332,354,129,27,314,12281,1020,5490,11198,8774,5825,5066,7770,5681,1413,1313,1555,1827,882,169,1752,59721
