SUA_CODE_2021,F_Tot_LF_15_19,F_Tot_LF_20_24,F_Tot_LF_25_34,F_Tot_LF_35_44,F_Tot_LF_45_54,F_Tot_LF_55_64,F_Tot_LF_65_74,F_Tot_LF_75_84,F_Tot_LF_85ov,F_Tot_LF_Tot,F_Not_in_LF_15_19,F_Not_in_LF_20_24,F_Not_in_LF_25_34,F_Not_in_LF_35_44,F_Not_in_LF_45_54,F_Not_in_LF_55_64,F_Not_in_LF_65_74,F_Not_in_LF_75_84,F_Not_in_LF_85ov,F_Not_in_LF_Tot,F_LFS_NS_15_19,F_LFS_NS_20_24,F_LFS_NS_25_34,F_LFS_NS_35_44,F_LFS_NS_45_54,F_LFS_NS_55_64,F_LFS_NS_65_74,F_LFS_NS_75_84,F_LFS_NS_85ov,F_LFS_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Emp_FullT_15_19,P_Emp_FullT_20_24,P_Emp_FullT_25_34,P_Emp_FullT_35_44,P_Emp_FullT_45_54,P_Emp_FullT_55_64,P_Emp_FullT_65_74,P_Emp_FullT_75_84,P_Emp_FullT_85ov,P_Emp_FullT_Tot,P_Emp_PartT_15_19,P_Emp_PartT_20_24,P_Emp_PartT_25_34,P_Emp_PartT_35_44,P_Emp_PartT_45_54,P_Emp_PartT_55_64,P_Emp_PartT_65_74,P_Emp_PartT_75_84,P_Emp_PartT_85ov,P_Emp_PartT_Tot,P_Emp_awy_f_wrk_15_19,P_Emp_awy_f_wrk_20_24,P_Emp_awy_f_wrk_25_34,P_Emp_awy_f_wrk_35_44,P_Emp_awy_f_wrk_45_54,P_Emp_awy_f_wrk_55_64,P_Emp_awy_f_wrk_65_74,P_Emp_awy_f_wrk_75_84,P_Emp_awy_f_wrk_85ov,P_Emp_awy_f_wrk_Tot,P_Hours_wkd_NS_15_19,P_Hours_wkd_NS_20_24,P_Hours_wkd_NS_25_34,P_Hours_wkd_NS_35_44,P_Hours_wkd_NS_45_54,P_Hours_wkd_NS_55_64,P_Hours_wkd_NS_65_74,P_Hours_wkd_NS_75_84,P_Hours_wkd_NS_85ov,P_Hours_wkd_NS_Tot,P_Tot_Emp_15_19,P_Tot_Emp_20_24,P_Tot_Emp_25_34,P_Tot_Emp_35_44,P_Tot_Emp_45_54,P_Tot_Emp_55_64,P_Tot_Emp_65_74,P_Tot_Emp_75_84,P_Tot_Emp_85ov,P_Tot_Emp_Tot,P_Unem_look_FTW_15_19,P_Unem_look_FTW_20_24,P_Unem_look_FTW_25_34,P_Unem_look_FTW_35_44,P_Unem_look_FTW_45_54,P_Unem_look_FTW_55_64,P_Unem_look_FTW_65_74,P_Unem_look_FTW_75_84,P_Unem_look_FTW_85ov,P_Unem_look_FTW_Tot,P_Unem_look_PTW_15_19,P_Unem_look_PTW_20_24,P_Unem_look_PTW_25_34,P_Unem_look_PTW_35_44,P_Unem_look_PTW_45_54,P_Unem_look_PTW_55_64,P_Unem_look_PTW_65_74,P_Unem_look_PTW_75_84,P_Unem_look_PTW_85ov,P_Unem_look_PTW_Tot,P_Tot_Unemp_15_19,P_Tot_Unemp_20_24,P_Tot_Unemp_25_34,P_Tot_Unemp_35_44,P_Tot_Unemp_45_54,P_Tot_Unemp_55_64,P_Tot_Unemp_65_74,P_Tot_Unemp_75_84,P_Tot_Unemp_85ov,P_Tot_Unemp_Tot,P_Tot_LF_15_19,P_Tot_LF_20_24,P_Tot_LF_25_34,P_Tot_LF_35_44,P_Tot_LF_45_54,P_Tot_LF_55_64,P_Tot_LF_65_74,P_Tot_LF_75_84,P_Tot_LF_85ov,P_Tot_LF_Tot,P_Not_in_LF_15_19,P_Not_in_LF_20_24,P_Not_in_LF_25_34,P_Not_in_LF_35_44,P_Not_in_LF_45_54,P_Not_in_LF_55_64,P_Not_in_LF_65_74,P_Not_in_LF_75_84,P_Not_in_LF_85ov,P_Not_in_LF_Tot,P_LFS_NS_15_19,P_LFS_NS_20_24,P_LFS_NS_25_34,P_LFS_NS_35_44,P_LFS_NS_45_54,P_LFS_NS_55_64,P_LFS_NS_65_74,P_LFS_NS_75_84,P_LFS_NS_85ov,P_LFS_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
1025,9380,13447,28192,26456,25322,17941,3642,314,21,124712,4606,2517,5516,5052,5591,12287,22357,14683,6655,79266,606,753,1476,1244,1044,1019,1155,1287,1280,9873,14590,16721,35189,32754,31953,31249,27151,16285,7958,213849,3105,11578,34593,32753,32002,20390,2950,179,9,137566,10634,11415,15958,15729,14048,12522,4302,602,35,85253,1602,1670,3732,2533,2001,2247,670,81,10,14550,230,456,874,590,488,339,100,47,16,3143,15576,25118,55155,51603,48540,35501,8030,913,71,240511,709,1072,1582,1085,1160,847,117,0,0,6569,1774,947,870,678,600,616,184,12,0,5668,2480,2016,2452,1754,1765,1464,299,15,4,12238,18052,27137,57607,53360,50307,36960,8328,922,72,252751,10505,5073,9073,8422,10020,21184,41423,26880,10498,143082,1222,1598,3169,2660,2310,2220,2293,2192,1866,19538,29785,33805,69849,64445,62634,60368,52045,30001,12437,415368
1026,652,818,1768,1647,1582,1231,284,28,8,8011,338,179,526,440,539,1030,1873,1219,580,6732,81,80,191,163,147,106,102,93,44,1012,1075,1082,2481,2245,2270,2370,2256,1346,628,15753,266,875,2195,1919,1936,1375,197,19,0,8769,784,602,1082,999,945,954,349,49,4,5761,71,73,235,130,127,132,46,3,3,816,32,32,75,45,50,28,10,9,4,278,1149,1582,3575,3088,3054,2491,603,79,6,15631,52,88,101,98,72,53,4,0,0,477,104,57,63,56,39,54,19,0,0,397,152,145,165,156,112,109,23,0,0,870,1305,1727,3745,3241,3165,2598,629,82,8,16496,773,409,1074,961,995,1817,3492,2336,967,12825,181,157,382,319,310,226,195,165,79,2010,2257,2296,5201,4520,4469,4643,4314,2581,1054,31332
1027,707,897,2391,2253,1996,1507,395,29,0,10183,467,224,464,394,399,762,1653,1194,534,6085,54,73,173,141,113,106,120,113,103,984,1228,1189,3026,2790,2500,2373,2164,1334,635,17251,332,1039,3174,2871,2788,1862,356,29,0,12446,860,541,1091,1179,926,905,474,78,4,6055,75,55,269,162,99,117,44,6,0,833,21,38,90,45,39,27,17,4,0,280,1287,1674,4628,4246,3861,2907,894,115,10,19618,41,86,64,63,67,46,0,0,0,370,94,50,56,63,27,44,16,0,0,355,137,139,128,124,100,85,20,0,0,728,1422,1815,4753,4374,3956,2993,912,115,10,20351,1031,386,646,614,694,1289,2897,2122,875,10550,117,157,332,289,248,219,231,191,154,1942,2567,2354,5732,5281,4902,4500,4040,2424,1045,32841
1028,938,1042,1970,2252,2600,2132,515,58,5,11515,451,205,416,431,521,1275,3024,2455,1085,9864,56,59,111,107,107,122,165,188,229,1152,1447,1307,2500,2796,3228,3528,3699,2702,1321,22531,246,848,2257,2625,3127,2036,374,18,0,11532,1212,834,1220,1448,1416,1573,628,103,7,8439,100,95,225,155,156,212,79,15,0,1030,26,60,54,47,54,43,20,12,6,306,1586,1834,3746,4279,4755,3861,1096,143,16,21307,53,72,110,81,98,86,11,3,0,506,176,80,65,57,61,93,29,6,0,560,224,150,173,136,163,172,47,7,0,1071,1806,1974,3922,4415,4913,4035,1142,149,19,22378,977,407,668,689,894,2176,5485,4484,1791,17572,118,124,248,233,212,252,303,333,354,2183,2897,2511,4842,5337,6021,6462,6934,4966,2162,42132
1029,329,402,896,805,823,483,89,5,0,3839,128,61,246,194,234,394,564,353,176,2340,19,23,56,40,45,42,37,17,11,298,473,479,1201,1041,1101,930,690,382,189,6477,287,606,1360,1060,1168,711,113,10,5,5316,392,252,444,485,414,325,108,22,0,2435,44,52,116,81,65,69,17,0,0,447,13,16,47,29,26,9,6,0,0,143,742,929,1966,1644,1676,1115,236,29,0,8338,40,31,35,36,25,22,0,0,0,193,68,14,22,16,24,21,11,0,0,173,103,48,57,50,56,38,11,0,0,365,849,975,2024,1698,1728,1152,246,29,0,8699,303,100,337,254,341,643,1043,640,289,3953,96,122,152,108,95,106,70,42,11,806,1243,1192,2513,2061,2163,1905,1364,713,306,13458
1030,244,284,724,802,905,758,178,11,0,3909,197,80,185,206,238,699,1536,968,347,4451,29,27,67,62,54,69,81,69,40,493,468,392,976,1075,1190,1528,1796,1049,387,8861,116,308,850,906,994,658,107,0,0,3949,240,207,415,520,561,640,233,31,3,2855,35,31,104,88,81,112,29,3,0,494,9,14,30,16,27,17,13,0,0,137,407,563,1401,1534,1659,1434,387,41,6,7427,35,45,56,49,41,34,0,0,0,260,40,15,17,14,23,33,12,0,0,156,75,64,77,60,55,66,10,0,0,417,478,629,1480,1600,1719,1493,396,41,6,7843,417,131,286,339,448,1247,2889,1866,586,8197,69,58,130,128,125,151,165,137,62,1015,958,815,1891,2061,2291,2885,3453,2043,656,17055
1031,50732,110961,287664,268587,226884,152010,38128,3834,306,1139108,75004,36990,77437,80925,74194,106900,158394,105587,47148,762574,5358,8124,22412,17830,12809,10451,9356,9223,10344,105909,131097,156068,387507,367342,313888,269362,205878,118653,57794,2007586,11612,83650,355919,358560,296106,182389,36588,2736,164,1327727,51165,83561,133025,130901,110884,92236,39013,6651,514,647956,22565,34448,57290,45657,35370,31899,10624,1400,126,239381,1399,4798,12503,8949,5702,3870,1212,352,105,38891,86742,206460,558745,544067,448068,310390,87433,11141,906,2253956,2831,9190,18863,15059,12882,9615,1358,66,9,69864,10821,10341,10055,6816,5563,5761,1810,197,21,51383,13650,19534,28916,21873,18449,15374,3164,261,23,121249,100388,225991,587660,565940,466513,325766,90602,11403,934,2375205,159204,77943,132709,126623,122250,179509,284152,192861,77872,1353133,11363,17716,46557,37111,26790,22123,18271,16583,15504,212015,270956,321649,766928,729672,615554,527399,393027,220855,94315,3940349
1032,789,917,2417,2028,1960,1605,416,49,4,10183,440,279,573,429,408,830,1718,1385,630,6683,110,101,226,208,152,135,133,184,124,1372,1336,1293,3223,2663,2521,2572,2259,1619,753,18241,420,1094,3194,2712,2588,1931,383,24,0,12338,926,544,1151,1019,907,962,476,84,4,6069,59,63,233,139,116,137,49,11,4,810,33,46,88,53,35,21,10,12,7,302,1436,1743,4665,3927,3637,3054,920,125,10,19521,61,98,155,92,107,69,7,0,0,584,132,65,88,63,45,51,16,7,0,463,192,158,239,157,150,120,23,7,0,1046,1634,1905,4908,4080,3790,3170,946,134,10,20564,1043,452,852,703,701,1382,3063,2452,980,11628,222,204,464,390,336,263,242,302,202,2634,2899,2553,6226,5175,4827,4816,4250,2893,1193,34829
1033,409,446,959,928,1071,981,205,20,0,5018,270,142,375,330,389,813,1536,1158,576,5586,48,43,125,108,95,123,129,128,115,917,731,626,1463,1366,1551,1922,1877,1300,696,11526,164,422,1038,993,1151,993,178,20,0,4955,450,316,621,592,651,719,259,35,3,3655,41,46,74,64,67,79,37,0,0,425,26,27,58,36,36,26,10,4,0,217,684,803,1793,1692,1909,1820,486,52,6,9250,44,72,121,89,75,74,5,0,0,480,75,61,56,41,44,42,9,0,0,327,120,128,173,127,123,117,23,0,0,807,805,936,1968,1819,2027,1936,508,52,6,10056,565,265,582,548,692,1425,2808,2168,902,9959,114,101,230,220,201,268,241,236,170,1791,1482,1301,2775,2593,2920,3624,3555,2458,1086,21798
1034,251,204,579,682,753,734,181,21,4,3401,116,41,128,150,169,598,1351,806,349,3710,35,13,39,48,52,82,66,66,41,440,399,257,745,881,968,1417,1596,895,398,7552,99,204,562,715,805,552,115,11,0,3057,319,167,419,515,549,648,270,29,0,2917,41,22,94,73,50,89,27,4,0,388,18,13,17,25,18,32,11,4,0,141,480,402,1087,1325,1422,1316,421,48,5,6508,9,23,37,28,28,27,3,4,0,156,20,13,20,17,10,33,8,0,0,138,31,34,52,52,38,62,11,0,0,289,510,438,1146,1376,1462,1378,433,51,6,6801,256,89,200,251,300,1072,2475,1584,566,6789,50,27,84,94,107,148,130,108,72,830,819,558,1426,1719,1869,2596,3039,1741,644,14419
1035,1198,1672,3211,2816,2602,2140,530,41,3,14211,611,494,733,556,523,1047,2121,1600,814,8500,81,95,199,174,147,148,148,136,140,1269,1892,2263,4145,3548,3277,3328,2795,1778,958,23983,606,1639,4212,3772,3612,2690,481,30,0,17035,1375,1188,1704,1495,1215,1284,624,91,7,8981,83,130,319,163,137,165,80,9,0,1090,43,85,105,63,49,42,20,7,3,413,2103,3042,6334,5493,5004,4183,1200,143,17,27525,62,109,195,135,96,78,15,0,0,694,197,99,112,53,48,52,27,0,5,592,256,216,303,195,142,131,42,0,5,1281,2363,3256,6642,5687,5153,4314,1239,143,18,28811,1260,770,1058,813,880,1703,3767,2805,1266,14328,163,206,420,352,309,267,276,254,205,2456,3785,4233,8118,6850,6335,6286,5282,3211,1488,45591
1036,5018,7929,15348,15002,14874,10490,2067,150,14,70893,3771,1949,3506,3566,4088,8398,13448,9340,4010,52080,381,452,898,770,652,627,678,763,849,6071,9169,10330,19752,19340,19619,19520,16195,10260,4869,129047,1669,6252,17651,17807,18373,11900,1696,109,6,75471,4971,5898,8735,9108,8326,7346,2340,259,22,47006,1679,2220,3452,2435,2128,2001,579,64,7,14561,126,264,566,357,299,216,68,23,3,1917,8444,14622,30404,29710,29135,21461,4678,451,40,138956,358,724,875,597,610,434,52,8,0,3656,944,634,502,346,312,351,88,7,0,3170,1306,1355,1378,941,918,782,138,9,0,6830,9744,15980,31781,30651,30052,22247,4815,461,41,145784,8093,4041,5693,5523,6765,14370,24952,17187,6581,93205,789,949,1844,1581,1441,1305,1303,1386,1343,11936,18627,20968,39317,37753,38260,37926,31070,19040,7966,250927
