SUA_CODE_2021,P_Germany_0_4,P_Germany_5_14,P_Germany_15_24,P_Germany_25_44,P_Germany_45_54,P_Germany_55_64,P_Germany_65_74,P_Germany_75_84,P_Germany_85ov,P_Germany_Tot,P_Greece_0_4,P_Greece_5_14,P_Greece_15_24,P_Greece_25_44,P_Greece_45_54,P_Greece_55_64,P_Greece_65_74,P_Greece_75_84,P_Greece_85ov,P_Greece_Tot,P_Hong_Kong_SAR_Ch_0_4,P_Hong_Kong_SAR_Ch_5_14,P_Hong_Kong_SAR_Ch_15_24,P_Hong_Kong_SAR_Ch_25_44,P_Hong_Kong_SAR_Ch_45_54,P_Hong_Kong_SAR_Ch_55_64,P_Hong_Kong_SAR_Ch_65_74,P_Hong_Kong_SAR_Ch_75_84,P_Hong_Kong_SAR_Ch_85ov,P_Hong_Kong_SAR_Ch_Tot,P_India_0_4,P_India_5_14,P_India_15_24,P_India_25_44,P_India_45_54,P_India_55_64,P_India_65_74,P_India_75_84,P_India_85ov,P_India_Tot,P_Indonesia_0_4,P_Indonesia_5_14,P_Indonesia_15_24,P_Indonesia_25_44,P_Indonesia_45_54,P_Indonesia_55_64,P_Indonesia_65_74,P_Indonesia_75_84,P_Indonesia_85ov,P_Indonesia_Tot,P_Iran_0_4,P_Iran_5_14,P_Iran_15_24,P_Iran_25_44,P_Iran_45_54,P_Iran_55_64,P_Iran_65_74,P_Iran_75_84,P_Iran_85ov,P_Iran_Tot,P_Iraq_0_4,P_Iraq_5_14,P_Iraq_15_24,P_Iraq_25_44,P_Iraq_45_54,P_Iraq_55_64,P_Iraq_65_74,P_Iraq_75_84,P_Iraq_85ov,P_Iraq_Tot,P_Ireland_0_4,P_Ireland_5_14,P_Ireland_15_24,P_Ireland_25_44,P_Ireland_45_54,P_Ireland_55_64,P_Ireland_65_74,P_Ireland_75_84,P_Ireland_85ov,P_Ireland_Tot,P_Italy_0_4,P_Italy_5_14,P_Italy_15_24,P_Italy_25_44,P_Italy_45_54,P_Italy_55_64,P_Italy_65_74,P_Italy_75_84,P_Italy_85ov,P_Italy_Tot,P_Japan_0_4,P_Japan_5_14,P_Japan_15_24,P_Japan_25_44,P_Japan_45_54,P_Japan_55_64,P_Japan_65_74,P_Japan_75_84,P_Japan_85ov,P_Japan_Tot,P_Korea_South_0_4,P_Korea_South_5_14,P_Korea_South_15_24,P_Korea_South_25_44,P_Korea_South_45_54,P_Korea_South_55_64,P_Korea_South_65_74,P_Korea_South_75_84,P_Korea_South_85ov,P_Korea_South_Tot,P_Lebanon_0_4,P_Lebanon_5_14,P_Lebanon_15_24,P_Lebanon_25_44,P_Lebanon_45_54,P_Lebanon_55_64,P_Lebanon_65_74,P_Lebanon_75_84,P_Lebanon_85ov,P_Lebanon_Tot,P_Malaysia_0_4,P_Malaysia_5_14,P_Malaysia_15_24,P_Malaysia_25_44,P_Malaysia_45_54,P_Malaysia_55_64,P_Malaysia_65_74,P_Malaysia_75_84,P_Malaysia_85ov,P_Malaysia_Tot,P_Malta_0_4,P_Malta_5_14,P_Malta_15_24,P_Malta_25_44,P_Malta_45_54,P_Malta_55_64,P_Malta_65_74,P_Malta_75_84,P_Malta_85ov,P_Malta_Tot,P_Mauritius_0_4,P_Mauritius_5_14,P_Mauritius_15_24,P_Mauritius_25_44,P_Mauritius_45_54,P_Mauritius_55_64,P_Mauritius_65_74,P_Mauritius_75_84,P_Mauritius_85ov,P_Mauritius_Tot,P_Myanmar_0_4,P_Myanmar_5_14,P_Myanmar_15_24,P_Myanmar_25_44,P_Myanmar_45_54,P_Myanmar_55_64,P_Myanmar_65_74,P_Myanmar_75_84,P_Myanmar_85ov,P_Myanmar_Tot,P_Nepal_0_4,P_Nepal_5_14,P_Nepal_15_24,P_Nepal_25_44,P_Nepal_45_54,P_Nepal_55_64,P_Nepal_65_74,P_Nepal_75_84,P_Nepal_85ov,P_Nepal_Tot,P_Netherlands_0_4,P_Netherlands_5_14,P_Netherlands_15_24,P_Netherlands_25_44,P_Netherlands_45_54,P_Netherlands_55_64,P_Netherlands_65_74,P_Netherlands_75_84,P_Netherlands_85ov,P_Netherlands_Tot,P_New_Zealand_0_4,P_New_Zealand_5_14,P_New_Zealand_15_24,P_New_Zealand_25_44,P_New_Zealand_45_54,P_New_Zealand_55_64,P_New_Zealand_65_74,P_New_Zealand_75_84,P_New_Zealand_85ov,P_New_Zealand_Tot,P_North_Macedonia_0_4,P_North_Macedonia_5_14,P_North_Macedonia_15_24,P_North_Macedonia_25_44,P_North_Macedonia_45_54,P_North_Macedonia_55_64,P_North_Macedonia_65_74,P_North_Macedonia_75_84,P_North_Macedonia_85ov,P_North_Macedonia_Tot
1023,0,0,0,0,0,0,4,3,0,11,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,8,0,5,5,61,5,9,3,0,0,94,0,0,0,8,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,5,0,0,5,0,0,13,0,0,0,0,0,0,3,0,4,6,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,4,4,5,0,0,8,0,0,5,4,0,4,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,5,10,0,0,0,0,0,17,0,0,0,0,0,4,11,0,0,14,0,14,15,75,36,28,17,5,0,188,0,0,0,0,0,0,0,0,0,0
1024,0,0,5,9,0,22,84,44,14,179,0,0,0,0,8,5,12,13,4,42,0,0,0,6,4,5,5,0,0,20,3,5,0,52,5,4,3,15,0,91,0,0,0,11,4,3,0,0,0,23,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,4,4,4,14,18,18,11,6,82,0,0,0,4,0,15,46,26,10,106,0,3,5,9,9,0,3,0,0,28,0,0,0,5,3,0,0,0,0,8,0,0,0,0,0,3,3,0,0,11,0,0,4,8,6,21,5,0,3,51,0,0,0,0,0,7,28,21,5,64,0,0,4,6,4,11,5,4,7,35,0,0,0,0,0,5,0,0,0,7,0,0,24,63,4,0,0,0,0,94,0,0,4,8,3,8,28,41,8,99,0,15,18,69,97,88,101,62,16,465,0,0,0,0,0,5,0,0,0,12
1025,0,26,40,234,131,174,676,424,110,1812,0,7,5,18,23,56,136,161,97,502,0,33,111,180,49,90,72,8,7,548,24,235,327,2162,425,199,136,113,33,3654,7,22,66,247,103,44,31,15,7,542,3,29,23,243,41,17,10,4,0,368,3,35,19,78,20,12,9,4,0,169,0,67,45,271,144,99,105,64,26,833,5,7,15,104,58,125,266,264,224,1057,8,27,25,125,54,26,25,8,6,300,8,32,84,435,118,57,17,11,3,755,0,6,11,36,29,22,23,6,0,137,7,24,126,394,162,163,121,45,9,1049,0,0,3,10,4,37,83,49,12,199,0,0,4,31,11,24,24,9,8,98,0,3,17,42,10,8,4,3,0,87,0,14,143,636,23,7,4,0,0,828,0,18,16,69,67,80,281,238,84,861,34,221,362,1468,1107,966,680,297,62,5199,0,0,6,55,84,197,297,175,84,889
1026,0,0,0,13,12,15,44,27,13,134,0,0,0,0,0,6,8,4,3,26,0,3,0,0,0,4,5,4,0,16,5,50,35,257,32,21,24,4,7,427,0,4,0,15,4,3,0,4,4,40,0,0,0,29,3,3,3,0,0,38,0,0,0,8,0,0,5,0,0,15,0,0,0,10,6,16,3,13,0,51,0,0,0,8,11,10,25,18,10,79,0,0,0,10,3,0,4,0,0,19,0,0,7,26,0,4,0,0,0,42,0,0,0,10,4,4,4,0,0,18,0,0,4,8,6,9,8,0,0,32,0,0,0,0,5,3,14,8,8,37,0,0,0,5,5,5,4,6,3,24,0,0,0,4,0,0,0,0,0,3,0,0,11,95,4,0,0,0,0,113,0,0,4,6,4,3,38,34,15,107,0,15,26,77,76,70,89,41,7,404,0,0,0,0,0,4,7,0,0,13
1027,0,8,10,12,9,7,29,22,13,106,0,3,0,3,4,0,6,7,5,25,0,0,0,13,4,9,3,0,0,32,3,32,45,337,45,17,6,10,0,497,0,0,0,26,9,0,0,0,0,41,0,0,0,6,4,0,0,0,0,16,0,3,6,7,0,0,0,0,0,18,0,7,0,5,9,0,4,6,0,36,0,0,0,6,3,10,23,18,13,76,0,0,0,8,5,11,0,0,0,20,0,3,5,51,5,0,0,0,0,68,0,0,0,3,0,4,0,0,0,9,0,0,5,23,13,11,6,0,0,55,0,0,0,0,0,0,4,0,0,9,0,0,0,5,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,11,0,7,32,188,8,4,0,0,0,233,0,0,0,3,6,8,35,24,7,84,0,11,22,122,70,83,51,26,9,399,0,0,0,0,4,3,0,0,0,8
1028,0,6,3,22,13,25,60,73,17,218,0,0,0,5,0,3,3,3,4,17,0,0,0,20,3,11,3,0,0,45,0,26,20,186,39,11,8,17,3,312,0,0,0,17,9,3,6,8,0,44,0,0,0,7,5,0,3,0,0,19,0,0,0,6,0,0,0,0,0,11,0,14,5,27,20,17,24,28,5,131,0,0,0,7,12,9,30,15,9,77,0,4,4,15,11,0,4,0,0,40,0,0,5,35,3,4,0,0,0,54,0,0,0,0,6,3,0,6,0,15,0,3,5,19,8,17,6,3,0,59,0,0,0,0,3,8,24,13,5,47,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,13,0,4,12,103,0,0,0,0,0,121,0,0,0,19,5,22,44,58,31,182,0,22,23,134,132,157,164,113,41,784,0,0,0,0,0,4,0,0,0,6
1029,0,0,0,3,0,3,10,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,3,13,49,7,5,3,0,0,79,0,0,5,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,3,11,0,0,25,0,0,0,0,3,0,3,3,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,3,6,11,8,3,31,0,19,38,87,90,77,29,17,0,351,0,0,0,0,0,0,0,0,0,0
1030,0,0,0,9,5,19,48,36,17,133,0,0,0,0,3,7,22,31,12,86,0,0,0,3,0,0,0,0,0,8,0,0,0,16,4,5,3,3,0,30,0,0,0,9,0,0,3,4,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,8,4,7,14,12,5,57,0,0,0,5,7,8,29,21,10,88,0,0,0,3,3,0,0,0,0,12,0,0,0,5,0,0,0,0,0,7,0,0,0,5,4,0,0,0,0,7,0,0,0,6,0,4,4,0,0,14,0,0,0,0,3,9,32,8,8,58,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,14,0,0,0,0,0,8,25,19,11,64,0,0,12,48,67,52,67,26,9,280,0,0,0,0,0,0,11,5,0,12
1031,81,368,666,4324,2279,1830,3054,2793,1004,16397,26,273,517,1450,1304,3200,6361,9316,4144,26583,348,2261,3508,14692,6109,9310,7563,1506,496,45795,2289,14067,14761,110540,20400,11374,7431,3379,1105,185340,114,654,4294,16246,5457,3432,3078,1245,330,34852,68,951,1596,13238,3612,3071,2090,868,313,25800,83,3715,5984,19430,9202,7419,4219,1848,605,52512,63,608,714,10910,3227,2329,1683,1134,399,21063,44,262,535,5901,2369,5008,8737,9095,5677,37629,150,724,935,4989,3018,1612,721,320,108,12571,192,1608,3813,21513,10041,6637,3655,1863,544,49872,272,1045,1861,14193,12663,14274,10442,5084,1424,61258,122,934,2783,13256,5292,4706,4909,2001,438,34440,0,15,28,322,396,1510,4031,3174,1043,10524,5,29,187,1241,652,1140,1012,525,223,5015,13,91,486,2536,1172,957,688,280,112,6329,94,665,17929,36616,2098,716,317,67,0,58514,43,255,306,1508,945,920,1598,1366,677,7621,558,4350,9236,27373,14664,12306,7059,2753,724,79026,7,78,175,1885,1663,2669,3109,1572,502,11670
1032,0,6,4,0,6,5,9,8,6,44,0,0,0,0,0,3,0,6,0,12,0,0,0,13,0,0,5,0,0,25,12,34,25,341,19,14,8,0,0,461,0,3,7,30,4,3,0,0,0,50,0,0,0,17,7,0,0,0,0,22,0,0,3,3,3,0,0,0,0,9,0,3,0,9,3,7,8,3,0,36,0,3,0,4,0,9,5,10,4,29,3,4,0,10,0,0,0,0,0,15,0,0,4,15,6,0,0,0,0,28,0,0,0,0,3,4,3,4,0,12,0,3,10,28,20,4,5,3,0,74,0,0,0,0,0,0,0,3,0,14,0,0,0,0,3,0,0,0,0,3,0,5,4,36,9,9,4,0,0,64,0,4,15,184,0,0,0,0,0,204,0,0,0,0,3,0,17,18,11,44,0,7,26,84,52,44,47,24,7,291,0,0,0,0,0,3,0,0,0,3
1033,0,0,0,0,5,14,23,12,7,65,0,0,0,0,0,0,0,6,0,11,0,0,0,6,0,3,0,0,0,8,3,16,6,100,15,3,5,0,0,158,0,0,0,3,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,4,15,3,28,0,0,0,0,0,0,7,7,4,25,0,0,0,0,9,0,0,0,0,12,0,0,0,12,4,0,0,0,0,18,0,0,0,0,3,3,4,0,0,12,0,0,0,10,3,3,4,0,0,18,0,0,0,0,0,3,3,6,0,12,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,0,0,0,14,0,0,4,30,0,0,0,0,0,37,0,0,0,3,3,6,21,32,10,81,0,4,4,23,33,47,47,23,4,193,0,0,0,0,0,0,0,0,0,0
1034,0,0,0,8,3,13,23,22,12,78,0,0,0,0,0,0,5,5,0,13,0,4,4,5,0,3,0,0,0,13,0,0,5,27,0,0,0,4,0,43,0,0,0,6,4,0,4,0,0,11,0,0,0,3,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,4,0,22,0,0,0,3,3,3,28,21,12,80,0,4,0,3,0,4,5,0,0,13,0,0,0,9,4,0,0,0,0,19,0,0,0,0,0,0,4,0,0,9,0,0,0,3,0,3,5,0,0,16,0,0,0,0,0,8,18,12,0,35,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,21,18,6,60,0,7,10,53,39,36,63,25,3,234,0,0,0,0,0,0,0,0,0,9
1035,0,0,0,12,8,15,28,26,19,107,0,0,0,0,0,0,6,12,4,29,0,0,0,15,8,13,4,0,0,46,10,66,72,532,81,38,12,8,0,833,4,0,6,17,3,0,0,0,0,37,0,12,11,26,4,5,3,0,0,61,15,205,210,249,71,40,22,8,0,809,0,14,5,21,19,0,0,9,5,76,0,4,0,16,3,3,22,10,10,60,0,0,0,5,6,0,0,0,0,18,0,5,4,23,3,0,0,0,0,40,0,6,0,8,0,5,0,0,0,14,15,48,10,27,20,20,10,0,0,143,0,0,0,0,0,0,6,0,0,6,0,0,0,4,0,0,0,0,0,8,0,8,19,146,33,11,0,0,0,224,4,9,21,116,6,0,3,0,0,154,0,0,0,5,0,13,24,19,9,77,3,28,20,125,60,82,51,20,3,405,0,0,0,0,0,0,0,0,0,0
1036,5,13,25,152,127,222,546,352,175,1606,0,11,15,22,31,118,224,230,156,803,0,22,26,78,36,55,26,7,0,257,31,124,384,1561,215,118,109,66,23,2633,0,19,51,133,70,27,38,9,3,361,0,12,30,204,47,43,20,11,3,373,4,67,74,166,69,60,28,13,0,472,0,57,38,152,129,106,98,90,37,705,4,15,22,109,117,381,818,724,558,2753,3,11,29,88,44,21,21,13,0,236,3,17,35,182,71,44,17,8,4,379,5,16,19,189,147,176,129,70,13,768,3,20,55,142,72,77,43,23,8,446,0,0,3,10,23,96,256,165,60,633,0,0,0,11,8,17,10,7,0,59,0,12,18,146,37,18,24,11,6,277,0,4,58,284,13,3,4,0,0,377,5,10,12,70,48,83,335,294,114,976,17,126,254,935,658,618,411,172,46,3237,0,10,23,296,515,899,1225,685,186,3845
