LGA_CODE_2021,D_21_24_FPT_MPET,D_21_24_FPT_MPULFTW,D_21_24_FPT_MPULPTW,D_21_24_FPT_MPUT,D_21_24_FPT_MPTLF,D_21_24_FPT_MPNLF,D_21_24_FPT_MPLFSNS,D_21_24_FPT_T,TDCF_FPEFT_MPEFT,TDCF_FPEFT_MPEPT,TDCF_FPEFT_MPEAW,TDCF_FPEFT_MPEHNS,TDCF_FPEFT_MPET,TDCF_FPEFT_MPULFTW,TDCF_FPEFT_MPULPTW,TDCF_FPEFT_MPUT,TDCF_FPEFT_MPTLF,TDCF_FPEFT_MPNLF,TDCF_FPEFT_MPLFSNS,TDCF_FPEFT_T,TDCF_FPEPT_MPEFT,TDCF_FPEPT_MPEPT,TDCF_FPEPT_MPEAW,TDCF_FPEPT_MPEHNS,TDCF_FPEPT_MPET,TDCF_FPEPT_MPULFTW,TDCF_FPEPT_MPULPTW,TDCF_FPEPT_MPUT,TDCF_FPEPT_MPTLF,TDCF_FPEPT_MPNLF,TDCF_FPEPT_MPLFSNS,TDCF_FPEPT_T,TDCF_FPEAW_MPEFT,TDCF_FPEAW_MPEPT,TDCF_FPEAW_MPEAW,TDCF_FPEAW_MPEHNS,TDCF_FPEAW_MPET,TDCF_FPEAW_MPULFTW,TDCF_FPEAW_MPULPTW,TDCF_FPEAW_MPUT,TDCF_FPEAW_MPTLF,TDCF_FPEAW_MPNLF,TDCF_FPEAW_MPLFSNS,TDCF_FPEAW_T,TDCF_FPHNS_MPEFT,TDCF_FPHNS_MPEPT,TDCF_FPHNS_MPEAW,TDCF_FPHNS_MPEHNS,TDCF_FPHNS_MPET,TDCF_FPHNS_MPULFTW,TDCF_FPHNS_MPULPTW,TDCF_FPHNS_MPUT,TDCF_FPHNS_MPTLF,TDCF_FPHNS_MPNLF,TDCF_FPHNS_MPLFSNS,TDCF_FPHNS_T,TDCF_FPET_MPEFT,TDCF_FPET_MPEPT,TDCF_FPET_MPEAW,TDCF_FPET_MPEHNS,TDCF_FPET_MPET,TDCF_FPET_MPULFTW,TDCF_FPET_MPULPTW,TDCF_FPET_MPUT,TDCF_FPET_MPTLF,TDCF_FPET_MPNLF,TDCF_FPET_MPLFSNS,TDCF_FPET_T,TDCF_FPULFTW_MPEFT,TDCF_FPULFTW_MPEPT,TDCF_FPULFTW_MPEAW,TDCF_FPULFTW_MPEHNS,TDCF_FPULFTW_MPET,TDCF_FPULFTW_MPULFTW,TDCF_FPULFTW_MPULPTW,TDCF_FPULFTW_MPUT,TDCF_FPULFTW_MPTLF,TDCF_FPULFTW_MPNLF,TDCF_FPULFTW_MPLFSNS,TDCF_FPULFTW_T,TDCF_FPULPTW_MPEFT,TDCF_FPULPTW_MPEPT,TDCF_FPULPTW_MPEAW,TDCF_FPULPTW_MPEHNS,TDCF_FPULPTW_MPET,TDCF_FPULPTW_MPULFTW,TDCF_FPULPTW_MPULPTW,TDCF_FPULPTW_MPUT,TDCF_FPULPTW_MPTLF,TDCF_FPULPTW_MPNLF,TDCF_FPULPTW_MPLFSNS,TDCF_FPULPTW_T,TDCF_FPUT_MPEFT,TDCF_FPUT_MPEPT,TDCF_FPUT_MPEAW,TDCF_FPUT_MPEHNS,TDCF_FPUT_MPET,TDCF_FPUT_MPULFTW,TDCF_FPUT_MPULPTW,TDCF_FPUT_MPUT,TDCF_FPUT_MPTLF,TDCF_FPUT_MPNLF,TDCF_FPUT_MPLFSNS,TDCF_FPUT_T,TDCF_FPTLF_MPEFT,TDCF_FPTLF_MPEPT,TDCF_FPTLF_MPEAW,TDCF_FPTLF_MPEHNS,TDCF_FPTLF_MPET,TDCF_FPTLF_MPULFTW,TDCF_FPTLF_MPULPTW,TDCF_FPTLF_MPUT,TDCF_FPTLF_MPTLF,TDCF_FPTLF_MPNLF,TDCF_FPTLF_MPLFSNS,TDCF_FPTLF_T,TDCF_FPNLF_MPEFT,TDCF_FPNLF_MPEPT,TDCF_FPNLF_MPEAW,TDCF_FPNLF_MPEHNS,TDCF_FPNLF_MPET,TDCF_FPNLF_MPULFTW,TDCF_FPNLF_MPULPTW,TDCF_FPNLF_MPUT,TDCF_FPNLF_MPTLF,TDCF_FPNLF_MPNLF,TDCF_FPNLF_MPLFSNS,TDCF_FPNLF_T,TDCF_FPLFSNS_MPEFT,TDCF_FPLFSNS_MPEPT,TDCF_FPLFSNS_MPEAW,TDCF_FPLFSNS_MPEHNS,TDCF_FPLFSNS_MPET,TDCF_FPLFSNS_MPULFTW,TDCF_FPLFSNS_MPULPTW,TDCF_FPLFSNS_MPUT,TDCF_FPLFSNS_MPTLF,TDCF_FPLFSNS_MPNLF,TDCF_FPLFSNS_MPLFSNS,TDCF_FPLFSNS_T,TDCF_FPT_MPEFT,TDCF_FPT_MPEPT,TDCF_FPT_MPEAW,TDCF_FPT_MPEHNS,TDCF_FPT_MPET,TDCF_FPT_MPULFTW,TDCF_FPT_MPULPTW,TDCF_FPT_MPUT,TDCF_FPT_MPTLF,TDCF_FPT_MPNLF,TDCF_FPT_MPLFSNS,TDCF_FPT_T
LGA11700,0,0,0,0,0,0,0,0,24,0,0,0,26,0,0,0,26,5,0,37,12,0,0,0,12,0,0,0,12,3,0,16,5,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,50,0,0,0,50,14,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,49,0,0,0,49,14,0,61,26,3,0,0,32,6,3,8,40,33,0,79,0,0,0,0,0,0,0,0,0,0,0,3,77,3,0,0,86,6,3,8,89,47,0,141
LGA11720,104,0,0,0,105,17,0,124,1912,235,88,8,2243,34,0,36,2279,151,4,2431,2987,453,100,35,3574,41,7,50,3627,174,8,3800,504,86,79,6,680,10,0,10,687,32,0,718,48,3,0,27,81,0,4,4,86,6,17,107,5451,774,274,82,6574,83,18,96,6672,358,26,7059,39,3,0,0,49,10,3,12,57,10,4,74,83,5,0,0,86,0,4,4,94,17,0,113,122,13,0,0,135,10,3,12,155,27,4,188,5571,785,277,80,6714,87,19,110,6823,389,26,7248,1402,232,75,40,1756,69,11,73,1832,367,0,2200,0,0,0,11,15,0,0,0,15,0,26,45,6978,1023,348,130,8485,155,29,185,8674,761,61,9490
LGA11730,18,0,0,0,25,9,0,27,1448,243,33,10,1733,20,0,21,1756,127,5,1883,1934,368,52,11,2363,18,11,30,2396,167,14,2572,197,48,30,0,280,0,0,0,279,17,0,303,19,0,3,35,49,4,0,5,57,12,8,75,3593,662,117,55,4429,43,14,53,4486,330,19,4832,32,12,3,7,46,5,0,8,55,9,0,64,45,15,0,0,56,13,8,24,77,0,0,80,76,23,3,7,101,20,9,33,137,8,0,147,3664,681,121,66,4532,67,18,86,4618,336,19,4976,768,197,40,38,1040,47,28,74,1117,281,9,1412,9,0,0,4,15,0,0,0,15,0,43,52,4445,881,159,109,5589,112,53,163,5750,622,67,6441
LGA11750,0,0,0,0,0,0,0,0,179,11,15,0,205,0,0,0,210,4,0,214,132,6,10,3,150,0,0,0,150,5,0,162,17,0,3,0,27,0,0,0,27,0,0,27,9,0,0,7,13,0,0,0,13,0,0,13,342,20,28,10,400,0,0,0,398,11,0,414,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,6,0,0,0,6,0,0,6,7,0,0,0,10,0,0,0,10,0,0,10,348,22,28,10,410,0,0,0,414,11,0,421,82,5,0,0,85,3,0,5,97,3,0,97,0,0,0,0,0,0,0,0,0,0,0,0,431,23,29,11,497,9,0,4,508,18,0,522
LGA11800,83,0,0,4,84,20,0,107,2862,486,71,18,3441,31,23,48,3489,233,7,3734,3458,798,94,42,4394,32,18,49,4444,198,10,4653,342,59,52,0,458,0,0,0,458,7,0,468,40,14,0,51,106,0,0,0,106,3,3,116,6711,1358,217,114,8402,60,40,102,8501,450,17,8968,56,5,4,0,61,19,0,19,80,7,0,87,76,20,0,6,97,14,5,12,114,19,0,133,134,23,4,6,166,31,5,27,196,31,0,222,6843,1384,221,120,8565,90,43,128,8696,473,17,9189,1091,373,68,67,1601,68,31,106,1706,557,8,2266,20,3,0,14,41,0,0,0,41,4,39,87,7956,1761,290,197,10202,159,77,235,10435,1040,71,11546
LGA12000,9,0,0,0,9,4,0,9,234,29,6,0,265,0,0,0,265,11,0,277,266,15,0,4,289,4,0,4,293,3,0,299,30,0,10,0,36,0,0,0,36,0,0,36,4,0,0,8,11,0,0,0,11,0,0,11,537,46,18,9,604,4,0,4,611,10,0,622,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,0,0,0,10,0,0,10,536,50,18,9,612,4,0,4,615,10,0,630,84,9,0,0,93,4,0,4,97,26,0,122,0,0,0,0,0,0,0,0,0,0,3,3,625,55,16,9,705,6,0,6,709,37,4,753
LGA12150,5,0,0,0,5,0,0,5,108,14,0,0,120,0,0,0,126,0,0,128,136,15,0,0,159,0,0,0,159,5,0,164,17,6,0,0,23,0,0,0,23,0,0,26,5,0,0,0,5,0,0,0,5,0,0,5,266,34,5,0,311,0,0,0,307,8,0,320,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,5,5,5,5,0,13,0,0,0,0,0,0,5,5,10,5,0,17,271,34,5,0,309,0,7,7,315,15,0,333,68,18,5,7,95,6,0,6,106,15,4,124,0,0,0,0,0,0,0,0,0,0,3,3,336,55,9,13,408,6,7,19,424,27,6,455
LGA12160,5,0,0,0,5,4,0,6,390,34,4,5,431,0,0,0,431,18,0,456,521,87,13,5,624,3,4,11,631,25,5,661,60,5,5,0,67,0,0,0,72,8,0,73,5,0,0,6,16,0,0,0,16,0,0,16,983,123,18,25,1141,8,4,10,1154,51,5,1207,3,0,0,0,3,0,0,0,7,0,0,7,22,0,0,5,21,0,0,0,21,0,0,21,22,0,0,5,30,0,0,0,29,0,0,29,1005,123,18,25,1173,8,4,13,1182,51,5,1233,201,31,4,3,236,12,0,13,249,73,4,327,0,0,0,0,0,0,0,0,0,0,0,0,1206,149,23,31,1411,14,3,23,1432,127,13,1565
LGA12350,6,0,0,0,9,0,0,9,409,36,14,0,459,0,0,4,460,14,0,479,547,86,8,7,637,0,0,0,639,26,0,669,58,20,5,0,86,0,0,0,86,0,0,83,5,3,0,11,18,0,0,0,18,0,0,18,1018,139,21,17,1199,4,0,4,1203,46,0,1246,13,0,3,0,13,6,0,6,21,0,0,21,8,0,0,0,13,5,3,11,23,0,0,23,25,0,3,0,26,12,3,16,40,0,0,40,1043,142,24,17,1228,15,3,21,1244,46,0,1297,207,28,6,7,246,10,0,8,254,69,0,328,0,0,0,0,0,0,0,0,0,0,0,8,1253,169,32,20,1472,27,7,31,1502,118,0,1624
LGA12380,1143,48,19,68,1214,609,20,1841,7080,924,657,43,8709,213,48,260,8966,958,25,9945,4706,1520,721,84,7029,152,38,190,7220,1121,8,8345,1178,377,939,24,2519,26,14,39,2558,284,5,2845,127,30,31,200,386,8,8,13,401,56,55,512,13090,2850,2345,351,18636,403,102,502,19135,2419,92,21651,462,94,39,18,614,125,9,135,749,76,0,824,371,100,58,20,544,79,58,137,684,109,3,797,833,191,95,43,1156,206,68,275,1435,183,3,1617,13927,3038,2437,391,19793,608,169,775,20572,2602,101,23270,6650,2588,1838,469,11542,907,255,1156,12694,10074,132,22900,59,22,18,153,249,6,0,6,255,79,431,765,20634,5647,4292,1010,31585,1520,417,1943,33525,12753,662,46941
LGA12390,51,0,0,0,51,3,0,50,2648,243,54,22,2963,29,9,42,3002,93,0,3096,2703,349,54,34,3132,16,5,21,3154,81,6,3233,344,49,77,0,465,3,0,3,470,9,0,482,47,0,0,38,86,5,0,5,89,0,12,109,5732,642,187,88,6648,55,14,63,6712,181,30,6920,19,3,0,0,24,8,0,8,29,0,4,37,44,3,0,0,49,0,0,0,49,10,0,64,67,9,0,0,76,8,0,8,81,7,3,96,5801,651,185,88,6729,60,14,69,6798,188,32,7015,907,147,29,43,1125,39,11,50,1177,227,0,1398,14,0,0,6,21,0,0,0,21,0,18,41,6721,794,212,144,7872,98,24,122,7991,419,52,8457
LGA12700,22,0,0,0,22,0,0,22,361,38,15,5,413,0,0,0,413,24,0,440,521,72,14,9,615,0,0,0,623,30,4,655,84,16,0,0,102,0,0,0,101,9,0,103,9,0,3,11,18,0,0,0,18,0,0,18,976,123,33,15,1152,0,0,6,1151,61,4,1222,0,0,5,0,3,0,0,0,3,0,0,3,13,0,0,3,14,0,0,0,14,0,0,14,13,0,5,3,16,0,0,0,16,0,0,16,986,123,36,18,1168,0,0,6,1169,61,4,1241,222,29,16,11,280,0,0,0,281,46,0,327,0,0,0,0,0,0,0,0,0,0,3,3,1211,161,52,28,1447,6,0,3,1454,113,6,1570
LGA12730,6,0,0,0,6,0,0,7,349,31,5,3,380,0,0,0,380,17,0,398,445,35,0,0,486,3,0,3,485,14,0,500,47,10,9,0,69,0,0,0,69,0,0,69,0,0,0,5,5,0,0,0,5,0,0,5,847,71,16,7,933,3,0,3,936,29,0,970,0,0,0,0,0,3,0,3,8,0,0,8,21,6,0,0,20,0,0,0,20,0,0,20,22,6,0,0,20,3,0,3,24,0,0,24,859,74,16,7,953,7,0,7,965,29,0,993,122,28,10,6,156,8,0,11,170,47,0,216,0,0,0,0,0,0,0,0,0,0,0,3,983,101,20,13,1114,16,0,19,1137,76,6,1219
LGA12750,25,0,0,0,25,0,0,23,1000,201,22,13,1237,24,0,22,1262,81,0,1348,1264,317,31,20,1636,7,0,8,1650,95,0,1743,161,31,25,0,212,3,0,3,214,23,0,238,19,12,0,27,61,0,0,0,61,9,0,68,2446,559,80,67,3150,37,4,40,3184,204,3,3395,0,4,0,0,6,3,0,4,6,3,0,12,11,0,0,0,20,0,0,5,18,0,0,23,16,9,0,0,20,0,3,9,29,3,0,32,2462,564,80,67,3169,40,6,45,3215,207,3,3432,422,132,20,23,596,15,7,18,613,193,0,804,14,0,0,0,15,0,0,0,15,4,10,24,2893,692,96,87,3776,49,8,59,3839,404,19,4262
LGA12850,1064,59,24,87,1156,876,17,2046,3815,485,462,39,4804,142,14,156,4957,933,13,5901,2831,1152,640,46,4671,90,27,112,4784,1072,11,5870,813,257,798,10,1883,29,18,41,1928,329,7,2258,48,16,12,117,191,4,0,10,195,63,35,296,7519,1906,1908,212,11547,267,52,320,11863,2394,64,14322,126,66,33,4,225,134,16,152,376,66,0,448,150,87,47,16,299,86,76,159,460,104,3,563,274,153,75,14,525,222,91,316,838,170,3,1016,7794,2060,1993,225,12066,486,146,640,12698,2571,67,15337,4533,2294,1622,313,8752,524,392,916,9667,11994,97,21751,38,17,17,81,154,0,0,0,154,68,262,483,12358,4367,3624,619,20975,1017,536,1548,22519,14626,424,37570
LGA12870,14,0,0,0,14,0,0,14,436,47,10,0,494,3,0,3,497,26,0,519,625,84,21,8,741,3,0,4,749,22,0,766,89,7,10,0,105,0,0,0,105,3,0,108,3,0,0,0,3,0,0,0,3,8,0,14,1158,142,40,11,1351,5,0,6,1355,57,0,1415,8,0,5,0,8,0,0,0,8,0,0,9,9,3,0,0,16,0,6,6,19,0,0,18,14,6,5,0,24,0,6,6,29,0,0,28,1173,141,41,12,1370,5,8,11,1379,57,0,1438,189,26,14,0,230,0,3,8,234,30,0,266,0,0,0,3,3,0,0,0,3,0,10,10,1369,171,54,15,1603,7,7,18,1619,91,10,1722
LGA12900,7,0,0,0,7,0,0,7,434,23,4,0,460,3,0,3,461,17,0,482,550,19,0,11,583,0,0,0,583,15,0,599,53,3,4,0,65,0,0,0,65,0,0,62,4,0,0,14,15,0,0,0,15,3,0,18,1044,44,8,21,1120,3,0,3,1125,43,0,1165,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,7,0,0,7,3,0,0,0,3,9,0,9,10,0,0,10,1056,44,8,21,1128,7,0,7,1134,43,0,1177,171,27,4,13,211,0,6,7,218,31,0,246,0,0,0,0,0,0,0,0,0,0,9,6,1226,69,13,35,1340,9,6,15,1348,75,9,1435
LGA12930,1017,29,11,37,1061,256,7,1321,6003,966,611,46,7633,125,42,174,7803,731,9,8538,5131,1490,635,51,7308,105,29,132,7449,584,12,8037,1279,273,602,12,2163,21,10,30,2195,170,3,2369,53,21,8,119,198,0,0,0,198,25,10,233,12462,2753,1854,235,17304,254,81,335,17640,1510,33,19177,122,29,21,3,178,39,8,44,219,28,0,252,175,48,28,6,260,50,9,59,318,40,0,354,303,75,52,13,433,88,15,102,539,67,0,612,12759,2826,1906,246,17739,342,98,439,18179,1575,37,19789,3219,872,674,123,4887,133,32,165,5049,1883,26,6959,11,12,9,61,94,0,0,0,94,14,80,187,15989,3709,2584,427,22713,476,127,604,23323,3474,142,26941
LGA12950,0,0,0,0,0,0,0,0,166,4,4,0,174,0,0,0,174,10,0,179,205,14,4,0,225,4,3,5,233,8,0,231,38,0,0,0,39,0,0,0,39,0,0,40,8,0,0,0,13,0,0,0,13,0,0,13,420,19,11,6,448,4,3,5,449,18,0,465,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,12,0,0,0,12,0,0,12,12,0,0,0,12,0,0,0,12,0,0,12,428,19,11,6,463,4,3,5,465,18,0,477,49,6,0,0,54,4,0,4,57,10,0,66,0,0,0,0,0,0,0,0,0,0,4,4,482,23,11,6,519,4,3,9,530,20,8,550
LGA13010,0,0,0,0,0,0,0,3,266,29,9,3,311,0,3,3,308,22,0,332,253,41,6,0,306,5,0,6,313,23,0,339,31,0,3,0,35,0,0,0,35,0,0,35,3,0,0,8,10,0,0,0,10,4,0,14,556,74,18,12,664,5,6,8,669,54,0,717,3,0,0,0,3,9,0,9,10,0,0,14,8,3,0,0,10,0,0,0,9,0,0,9,13,3,0,0,12,7,0,7,20,0,0,19,568,79,18,12,674,12,6,15,689,51,0,739,114,26,3,0,140,4,5,10,154,64,0,222,4,0,0,0,4,0,6,6,7,0,5,10,681,99,19,15,818,14,13,30,849,117,9,978
LGA13310,29,0,0,0,29,6,0,34,1322,134,18,9,1483,17,3,15,1500,74,3,1578,1403,158,61,9,1632,14,0,14,1646,99,0,1746,187,28,20,0,238,3,0,3,237,14,0,255,23,0,0,26,59,5,0,5,60,3,0,62,2939,314,109,48,3408,36,3,38,3446,194,6,3641,11,0,0,0,12,5,0,5,20,3,0,21,38,4,0,0,46,5,0,5,49,5,0,50,50,11,0,0,55,8,0,8,62,4,0,74,2991,318,109,48,3461,41,3,47,3508,203,6,3717,535,113,27,24,697,27,20,42,736,132,0,866,6,0,0,6,12,0,0,0,12,0,25,36,3533,436,135,67,4175,67,20,87,4260,328,29,4623
LGA13340,13,0,0,0,13,4,0,17,445,45,3,0,491,6,0,6,503,45,0,541,800,72,12,3,890,3,0,3,893,19,3,916,58,8,15,0,78,0,0,0,78,6,0,86,7,0,0,3,11,0,0,0,11,0,0,16,1314,118,34,10,1474,15,0,15,1489,67,3,1563,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,9,0,0,0,11,0,0,11,6,4,0,0,9,4,0,4,16,0,0,16,1322,122,34,10,1490,18,0,18,1507,67,3,1579,291,45,15,3,350,3,5,8,362,56,0,412,0,0,0,0,0,0,0,0,0,0,6,6,1616,170,45,14,1844,21,5,23,1867,122,6,1998
LGA13450,36,0,0,0,36,3,0,39,1147,115,15,4,1289,10,3,19,1309,53,3,1364,1711,130,3,21,1875,10,3,14,1890,47,4,1942,143,14,15,0,182,0,0,0,182,12,0,191,30,0,0,17,44,0,0,0,44,6,3,52,3033,273,37,48,3387,24,5,31,3419,116,15,3553,23,0,6,0,24,3,0,3,28,4,0,32,33,10,0,0,51,0,0,3,49,0,0,55,58,10,6,0,75,6,0,5,79,3,0,86,3087,282,44,52,3462,28,12,40,3498,122,17,3637,637,96,17,25,770,18,3,22,789,142,0,934,6,0,0,0,9,0,0,0,9,8,16,37,3733,378,55,74,4244,45,18,58,4304,264,33,4606
LGA13550,11,0,0,0,11,0,0,11,659,47,10,6,727,6,0,6,728,25,0,752,764,58,18,8,851,11,0,11,864,13,0,875,117,12,8,0,138,0,0,0,138,0,0,139,13,0,0,7,19,0,0,0,19,0,4,21,1548,117,40,20,1737,11,0,11,1746,41,4,1790,17,0,3,0,18,4,0,4,19,0,0,19,8,0,0,0,13,0,0,0,17,0,0,17,26,6,3,0,28,4,0,6,39,0,0,39,1574,126,44,20,1768,12,0,14,1785,41,4,1825,257,7,7,19,291,3,3,6,302,60,0,359,4,0,0,0,3,0,0,0,3,0,3,9,1837,133,54,48,2064,18,4,23,2088,104,5,2199
LGA13660,0,0,0,0,0,0,0,0,173,10,0,5,187,0,0,0,189,5,0,192,234,16,3,7,258,3,0,3,261,5,0,267,24,5,0,0,24,0,0,0,24,0,0,24,6,0,0,8,11,0,0,0,11,0,0,11,431,25,3,16,479,3,0,8,485,8,0,492,3,0,0,0,8,0,0,0,8,0,0,8,6,0,0,0,6,0,0,0,13,0,0,13,12,0,0,0,18,0,0,0,16,0,0,16,441,27,3,16,493,3,0,7,500,8,0,510,94,22,5,0,119,0,3,3,120,26,0,155,0,0,0,0,0,0,0,0,0,0,3,8,539,49,6,18,613,3,5,10,624,38,3,664
LGA13800,233,4,0,4,231,24,3,256,2714,391,199,18,3314,34,8,43,3356,186,0,3545,3246,765,236,40,4282,23,9,36,4319,180,3,4505,827,220,263,23,1331,3,0,6,1335,59,6,1399,47,17,0,77,137,3,0,3,140,4,7,152,6835,1384,698,149,9068,66,22,88,9153,427,20,9602,39,4,0,0,53,5,0,5,61,0,0,61,58,25,8,0,95,4,0,4,94,5,0,103,105,33,8,0,149,9,0,9,155,5,0,162,6935,1414,713,149,9213,78,22,95,9310,437,20,9765,1521,344,130,64,2057,37,5,47,2105,360,5,2470,14,12,3,26,43,4,0,4,50,5,37,97,8471,1766,847,234,11317,123,25,149,11464,803,62,12325
LGA13850,0,0,0,0,0,0,0,0,79,5,0,0,87,3,0,3,91,5,0,92,90,10,0,0,101,0,0,0,100,0,0,100,18,0,5,0,19,0,0,0,19,0,0,19,0,3,0,0,5,0,0,0,5,0,0,5,192,19,5,0,214,4,0,4,217,5,0,219,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,6,0,3,4,0,0,0,4,0,0,0,4,6,0,3,198,19,5,0,214,4,0,4,221,3,0,225,51,23,0,0,73,3,0,3,74,10,0,87,0,0,0,0,3,0,0,0,3,0,5,9,244,34,5,5,293,4,0,4,299,18,5,318
LGA13910,12,0,0,0,12,0,0,14,675,73,8,7,757,0,4,7,764,34,4,801,912,125,24,10,1068,7,4,9,1080,41,0,1128,126,7,16,6,146,0,4,4,157,10,0,164,18,5,0,20,49,0,0,0,49,0,3,45,1725,208,46,46,2022,8,11,19,2042,87,7,2133,10,0,0,0,10,0,0,0,10,0,0,9,22,6,5,0,22,0,0,0,22,0,0,22,28,6,5,0,34,0,0,0,33,0,0,40,1756,206,52,46,2058,12,11,21,2079,90,7,2172,375,84,28,14,495,21,15,38,535,168,12,715,3,6,0,12,14,0,0,0,14,0,21,37,2132,289,73,71,2568,34,27,61,2630,255,45,2927
LGA14000,1371,34,6,44,1414,184,3,1601,10942,1217,323,42,12527,171,35,207,12733,674,23,13429,8955,1637,265,34,10890,171,24,190,11086,411,12,11503,1576,184,262,9,2037,21,0,21,2059,63,0,2121,77,6,8,120,204,0,0,0,204,11,16,230,21540,3044,856,205,25658,366,57,419,26076,1154,48,27279,287,25,8,6,328,35,9,42,366,19,0,386,337,39,5,5,388,17,5,26,413,20,0,428,624,64,16,9,713,52,16,63,781,40,0,811,22169,3117,870,212,26366,417,69,489,26852,1188,48,28092,4212,683,197,60,5146,94,16,116,5262,842,7,6110,23,0,6,39,67,0,0,0,67,0,62,126,26402,3794,1076,306,31578,514,87,598,32184,2032,111,34333
LGA14100,135,4,0,4,136,14,0,152,895,94,28,4,1014,11,0,11,1026,46,0,1076,763,132,21,0,905,14,0,16,923,44,0,967,141,13,31,0,182,0,0,0,186,0,0,187,9,3,0,4,17,0,0,0,17,0,0,15,1799,243,76,4,2122,26,0,25,2148,92,0,2242,19,0,0,0,20,0,0,0,20,0,0,18,18,9,0,0,25,6,0,6,31,0,0,31,39,3,0,0,42,6,0,6,47,0,0,46,1836,247,76,4,2160,30,0,31,2193,95,0,2289,438,73,14,3,530,8,0,7,536,62,0,601,4,0,0,0,4,0,0,0,4,0,4,7,2279,321,91,4,2698,38,3,41,2740,158,4,2896
LGA14170,584,13,5,20,603,130,0,738,8970,1164,329,19,10480,175,50,223,10708,591,7,11301,6524,1296,200,30,8045,92,11,97,8148,326,8,8484,1609,251,267,18,2138,14,6,18,2154,73,0,2230,37,8,0,68,115,0,0,0,115,10,11,140,17139,2725,788,129,20784,272,67,339,21130,996,33,22156,211,27,11,6,252,30,4,34,287,21,0,306,173,26,10,8,217,23,6,26,245,13,0,253,382,55,28,10,472,53,6,59,529,31,0,557,17520,2777,824,143,21252,324,78,405,21656,1026,35,22715,2801,543,181,49,3570,60,16,79,3647,611,15,4276,21,5,5,18,48,0,0,0,48,6,25,77,20337,3321,1001,207,24874,382,97,485,25354,1636,75,27067
LGA14220,9,0,0,0,9,4,0,11,641,69,9,0,721,8,6,12,734,31,3,769,652,91,16,10,766,7,4,7,777,46,0,825,81,12,9,0,98,0,0,0,98,8,0,102,16,0,4,10,28,0,0,0,28,0,0,30,1391,171,32,21,1615,16,5,17,1636,85,9,1722,27,4,0,0,32,3,4,8,38,0,0,35,34,3,0,0,41,4,0,4,44,0,0,50,59,5,0,0,72,3,4,10,81,0,0,86,1454,180,35,21,1683,18,9,31,1716,86,9,1809,286,67,4,9,369,16,4,16,385,119,0,501,6,0,0,0,6,0,0,0,6,0,11,11,1743,252,45,27,2059,34,13,50,2105,203,14,2320
LGA14300,9,0,0,0,9,0,0,9,221,14,8,0,241,3,0,3,248,4,0,251,278,27,8,0,314,0,0,0,316,18,0,334,41,6,3,3,49,0,0,0,49,6,0,50,3,0,0,9,13,0,0,0,13,0,0,13,544,40,18,16,615,7,0,7,618,31,0,654,0,0,0,0,0,4,0,4,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,5,4,0,4,10,0,0,10,547,41,18,16,621,11,0,11,632,28,0,662,115,20,0,3,138,7,0,7,146,30,0,175,0,0,0,0,0,0,0,0,0,0,7,11,667,62,18,14,763,18,0,18,781,58,7,848
LGA14350,17,0,0,0,15,0,0,15,717,139,31,11,902,18,6,19,925,76,3,1006,844,258,21,3,1121,16,3,21,1142,108,3,1255,120,24,21,7,167,0,0,0,167,7,0,173,14,0,0,18,34,0,0,0,34,0,10,41,1690,427,73,43,2231,30,12,37,2266,192,14,2477,3,3,0,0,4,4,0,3,11,3,0,13,24,9,0,0,31,3,0,3,36,10,0,47,24,10,0,0,34,9,0,10,52,11,0,64,1716,431,73,43,2266,41,10,47,2315,209,14,2534,344,177,17,20,561,27,9,38,598,210,6,807,4,3,0,0,8,0,0,0,8,0,18,28,2060,614,89,62,2829,69,20,88,2917,416,39,3375
LGA14400,78,0,0,0,77,10,0,96,940,98,42,7,1084,3,3,3,1090,36,0,1126,1473,238,49,9,1769,21,5,23,1796,64,3,1863,185,25,21,0,232,0,0,0,232,0,5,237,20,0,0,11,32,0,0,0,32,3,4,39,2615,356,112,30,3123,21,5,24,3147,104,8,3264,7,0,0,0,7,3,0,3,11,0,0,11,16,5,5,0,27,0,0,0,33,0,0,31,31,5,5,0,34,7,0,7,39,0,0,47,2640,363,119,30,3157,27,5,35,3188,106,8,3301,391,67,9,6,476,6,7,11,487,71,7,567,4,0,0,8,10,0,0,0,10,0,7,11,3034,434,132,38,3642,30,15,48,3682,179,23,3882
