LGA_CODE_2021,Afghanistan_Before_1951,Afghanistan_1951_1960,Afghanistan_1961_1970,Afghanistan_1971_1980,Afghanistan_1981_1990,Afghanistan_1991_2000,Afghanistan_2001_2010,Afghanistan_2011_2015,Afghanistan_2016,Afghanistan_2017,Afghanistan_2018,Afghanistan_2019,Afghanistan_2020,Afghanistan_2021,Afghanistan_Yr_arrival_NS,Afghanistan_Tot,Bangladesh_Before_1951,Bangladesh_1951_1960,Bangladesh_1961_1970,Bangladesh_1971_1980,Bangladesh_1981_1990,Bangladesh_1991_2000,Bangladesh_2001_2010,Bangladesh_2011_2015,Bangladesh_2016,Bangladesh_2017,Bangladesh_2018,Bangladesh_2019,Bangladesh_2020,Bangladesh_2021,Bangladesh_Yr_arrival_NS,Bangladesh_Tot,Canada_Before_1951,Canada_1951_1960,Canada_1961_1970,Canada_1971_1980,Canada_1981_1990,Canada_1991_2000,Canada_2001_2010,Canada_2011_2015,Canada_2016,Canada_2017,Canada_2018,Canada_2019,Canada_2020,Canada_2021,Canada_Yr_arrival_NS,Canada_Tot,China_exc_SARs_Taiw_Bef_1951,China_exc_SARs_Taiwan_51_60,China_exc_SARs_Taiwan_61_70,China_exc_SARs_Taiwan_71_80,China_exc_SARs_Taiwan_81_90,China_exc_SARs_Taiwan_91_00,China_exc_SARs_Taiwan_01_10,China_exc_SARs_Taiwan_11_15,China_exc_SARs_Taiwan_2016,China_exc_SARs_Taiwan_2017,China_exc_SARs_Taiwan_2018,China_exc_SARs_Taiwan_2019,China_exc_SARs_Taiwan_2020,China_exc_SARs_Taiwan_2021,China_exc_SARs_Tawan_arr_ns,China_exc_SARs_Taiwan_Tot,Croatia_Before_1951,Croatia_1951_1960,Croatia_1961_1970,Croatia_1971_1980,Croatia_1981_1990,Croatia_1991_2000,Croatia_2001_2010,Croatia_2011_2015,Croatia_2016,Croatia_2017,Croatia_2018,Croatia_2019,Croatia_2020,Croatia_2021,Croatia_Yr_arrival_NS,Croatia_Tot,Egypt_Before_1951,Egypt_1951_1960,Egypt_1961_1970,Egypt_1971_1980,Egypt_1981_1990,Egypt_1991_2000,Egypt_2001_2010,Egypt_2011_2015,Egypt_2016,Egypt_2017,Egypt_2018,Egypt_2019,Egypt_2020,Egypt_2021,Egypt_Yr_arrival_NS,Egypt_Tot,Fiji_Before_1951,Fiji_1951_1960,Fiji_1961_1970,Fiji_1971_1980,Fiji_1981_1990,Fiji_1991_2000,Fiji_2001_2010,Fiji_2011_2015,Fiji_2016,Fiji_2017,Fiji_2018,Fiji_2019,Fiji_2020,Fiji_2021,Fiji_Yr_arrival_NS,Fiji_Tot,Germany_Before_1951,Germany_1951_1960,Germany_1961_1970,Germany_1971_1980,Germany_1981_1990,Germany_1991_2000,Germany_2001_2010,Germany_2011_2015,Germany_2016,Germany_2017,Germany_2018,Germany_2019,Germany_2020,Germany_2021,Germany_Yr_arrival_NS,Germany_Tot,Greece_Before_1951,Greece_1951_1960,Greece_1961_1970,Greece_1971_1980,Greece_1981_1990,Greece_1991_2000,Greece_2001_2010,Greece_2011_2015,Greece_2016,Greece_2017,Greece_2018,Greece_2019,Greece_2020,Greece_2021,Greece_Yr_arrival_NS,Greece_Tot,Hng_Kng_SAR_China_Bfre_1951,Hng_Kng_SAR_China_1951_1960,Hng_Kng_SAR_China_1961_1970,Hng_Kng_SAR_China_1971_1980,Hng_Kng_SAR_China_1981_1990,Hng_Kng_SAR_China_1991_2000,Hng_Kng_SAR_China_2001_2010,Hng_Kng_SAR_China_2011_2015,Hong_Kong_SAR_China_2016,Hong_Kong_SAR_China_2017,Hong_Kong_SAR_China_2018,Hong_Kong_SAR_China_2019,Hong_Kong_SAR_China_2020,Hong_Kong_SAR_China_2021,Hng_Kng_SAR_Chna_arrival_ns,Hong_Kong_SAR_China_Tot,India_Before_1951,India_1951_1960,India_1961_1970,India_1971_1980,India_1981_1990,India_1991_2000,India_2001_2010,India_2011_2015,India_2016,India_2017,India_2018,India_2019,India_2020,India_2021,India_Yr_arrival_NS,India_Tot,Indonesia_Before_1951,Indonesia_1951_1960,Indonesia_1961_1970,Indonesia_1971_1980,Indonesia_1981_1990,Indonesia_1991_2000,Indonesia_2001_2010,Indonesia_2011_2015,Indonesia_2016,Indonesia_2017,Indonesia_2018,Indonesia_2019,Indonesia_2020,Indonesia_2021,Indonesia_Yr_arrival_ns,Indonesia_Tot,Iran_Before_1951,Iran_1951_1960,Iran_1961_1970,Iran_1971_1980,Iran_1981_1990,Iran_1991_2000,Iran_2001_2010,Iran_2011_2015
LGA11730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,9,8,16,0,6,6,3,6,3,0,0,3,8,73,0,0,0,6,6,0,20,12,4,0,3,3,0,0,21,74,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,11,0,0,3,3,0,0,4,9,0,0,0,0,0,0,3,30,26,51,16,13,19,3,22,3,0,0,0,0,3,0,4,159,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,6,6,5,8,0,0,0,0,0,0,0,7,37,3,3,4,6,3,9,52,34,18,11,10,12,3,0,8,168,0,0,0,0,0,5,8,6,0,0,0,0,3,0,8,29,0,0,0,0,0,0,0,3
LGA11750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,9,6,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
LGA11800,0,0,0,0,0,0,3,33,11,11,0,10,0,0,0,66,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,10,0,8,19,33,35,24,41,27,3,9,3,3,10,0,9,207,0,8,6,0,13,24,38,29,4,23,16,34,0,0,3,202,4,8,14,4,0,0,0,0,0,0,0,0,0,0,0,27,9,7,0,3,4,3,9,6,0,0,0,0,0,0,3,44,0,4,6,16,14,12,23,7,0,3,4,0,0,0,4,94,28,85,53,41,54,36,38,20,0,5,0,0,0,0,12,392,0,7,10,0,0,0,0,0,0,0,5,0,0,0,0,24,0,0,7,7,11,5,7,14,0,3,9,0,0,0,0,65,8,24,57,52,104,76,391,260,57,58,75,115,33,3,35,1349,0,4,0,4,4,10,12,13,5,10,3,12,3,0,0,78,0,0,0,0,4,0,4,6
LGA12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA12150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,6,0,0,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
LGA12160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,4,0,0,0,59,8,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,14,3,25,3,8,0,0,3,0,0,0,0,0,6,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,10,5,0,10,0,4,0,0,0,29,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0
LGA12350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,9,8,5,3,0,0,0,0,0,22,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,12,10,13,6,4,0,0,0,0,0,0,0,0,0,0,0,39,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,12,12,4,10,4,4,6,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
LGA12380,0,0,0,9,119,754,1966,1928,243,265,289,323,137,63,111,6206,0,0,0,3,17,158,424,263,53,60,64,32,13,3,11,1108,0,0,3,10,9,12,28,11,6,0,3,3,0,0,0,85,4,61,111,178,1795,2442,4732,2193,509,1123,1016,617,110,33,612,15537,8,60,425,140,55,62,14,10,0,0,0,0,0,0,21,799,10,18,85,64,107,100,185,113,18,24,28,16,7,0,20,796,7,0,8,99,525,429,395,113,29,35,58,64,13,7,42,1817,49,51,34,12,25,41,47,16,3,6,5,0,0,0,13,295,4,105,360,92,17,16,3,7,0,0,0,0,0,0,24,624,0,5,15,103,356,351,202,90,23,27,31,18,11,8,24,1270,4,8,64,123,290,972,5023,3837,1604,1833,2376,2445,778,252,314,19929,0,5,0,57,124,222,250,104,26,13,20,29,11,0,26,878,0,0,5,25,70,222,477,830
LGA12390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,3,34,41,26,13,10,12,0,0,0,145,0,0,0,8,5,3,10,4,0,0,0,0,0,0,0,30,0,0,0,6,14,17,43,30,3,11,13,15,15,10,19,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,3,4,0,0,0,0,0,6,0,0,19,0,0,0,0,5,3,17,13,0,8,0,4,0,13,12,80,14,24,11,0,5,5,7,3,0,0,0,0,0,0,4,80,0,10,13,0,6,4,0,0,0,0,0,0,0,0,0,25,0,3,0,3,10,3,4,3,0,0,0,0,0,0,12,39,0,0,3,5,4,13,187,238,65,78,68,55,21,11,10,762,0,5,0,0,0,8,3,0,0,3,0,0,0,0,3,30,0,0,0,0,5,0,0,0
LGA12700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,8,0,0,0,4,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA12730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,4,0,0,0,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,6,6,10,5,6,0,7,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
LGA12750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,3,7,13,12,10,18,10,0,3,0,3,0,5,5,89,5,9,0,3,8,6,16,12,0,0,3,0,0,0,3,58,4,34,56,12,0,9,0,0,0,0,0,0,0,0,4,116,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,12,0,4,0,7,4,0,0,0,0,0,0,0,0,0,0,24,52,97,46,28,20,12,16,3,0,0,0,6,0,0,13,295,0,13,27,5,0,0,0,0,0,0,0,0,0,0,0,46,0,3,4,3,3,0,4,0,0,0,0,0,0,0,0,14,0,7,10,5,5,11,19,33,5,16,18,28,16,0,0,161,0,9,0,3,0,0,5,6,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0
LGA12850,0,0,0,0,0,54,162,137,19,14,22,29,3,27,17,484,0,0,0,0,0,9,31,29,12,9,5,5,0,5,0,100,0,0,0,4,12,12,22,3,3,3,0,0,3,5,0,75,4,30,93,161,1051,785,749,320,63,147,88,73,14,5,265,3846,7,103,811,287,83,317,91,10,4,0,0,0,3,0,77,1791,17,27,57,50,67,58,63,43,6,8,0,0,0,0,9,402,0,0,0,90,387,337,231,75,27,17,36,46,13,0,37,1302,99,97,58,44,21,26,26,3,8,4,0,5,0,0,24,409,0,44,155,71,12,37,27,16,3,0,0,0,3,0,26,405,0,3,3,51,170,112,30,26,3,6,10,4,4,0,19,444,4,0,15,43,75,82,197,75,9,36,33,56,13,0,12,665,0,0,8,66,107,124,94,37,17,4,3,11,9,0,13,486,0,0,34,140,266,185,253,293
LGA12870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,9,0,5,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,15,12,6,6,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,5,5,0,0,0,0,0,0,0,22,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
LGA12900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,4,6,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,9,4,0,0,6,3,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA12930,0,0,0,0,0,9,5,4,3,0,0,0,0,0,0,21,0,0,0,3,10,78,290,196,38,52,45,42,12,6,21,800,0,0,7,14,32,23,42,15,4,0,7,3,0,0,3,154,14,56,97,303,3221,4260,6616,3147,632,662,585,655,207,35,622,21125,0,76,383,96,55,58,23,20,0,0,0,0,0,0,13,719,19,72,205,171,192,248,151,96,18,12,14,10,0,0,38,1262,0,0,21,78,220,193,144,36,14,8,8,20,8,0,25,774,40,43,42,24,30,26,45,22,0,6,3,6,0,0,11,298,25,471,1211,302,55,61,30,143,20,12,5,3,7,0,130,2479,4,20,63,386,997,1189,442,204,60,45,42,36,26,7,69,3597,0,4,43,79,158,255,509,438,138,115,153,148,54,15,42,2163,0,3,11,54,191,521,518,142,32,24,41,38,26,6,28,1642,0,0,0,9,14,39,27,38
LGA12950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA13010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,3,3,0,0,5,0,0,0,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,4,8,10,4,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,10,7,0,0,44,0,0,0,0,0,6,3,0,0,0,0,0,0,0,6,11,0,0,0,0,0,0,0,0
LGA13310,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,9,0,0,0,0,0,0,11,12,3,0,4,14,0,0,3,38,0,0,0,5,3,3,4,0,0,0,0,0,0,0,3,23,0,0,0,0,11,15,31,23,3,3,0,28,0,15,11,136,0,5,12,3,0,4,0,0,0,0,0,0,0,0,0,27,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,19,0,0,4,5,5,9,11,3,0,0,0,11,5,0,5,59,10,16,20,15,7,3,0,3,0,0,0,0,0,0,7,77,5,9,18,0,0,0,4,0,0,0,0,0,0,0,3,46,0,0,0,5,3,3,0,0,0,0,0,0,0,0,0,13,0,0,9,0,6,3,47,72,17,20,24,33,5,0,6,235,0,0,0,0,4,0,9,5,0,3,0,3,6,0,0,37,0,0,0,0,0,0,6,3
LGA13340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,9,6,15,9,8,0,4,6,4,0,0,0,0,0,0,3,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,10,0,3,3,9,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA13450,0,0,0,0,0,0,9,25,0,0,6,9,0,0,0,44,0,0,0,0,0,0,9,13,5,3,0,5,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,7,4,20,7,3,13,9,12,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,0,7,18,29,26,27,4,19,7,19,0,0,16,173,0,4,3,4,0,0,7,5,0,0,4,3,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,10,23,127,475,285,158,161,216,301,94,6,37,1899,0,0,0,0,0,0,7,6,0,0,3,8,0,0,0,25,0,0,0,0,0,0,4,0
LGA13550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,7,0,0,0,0,3,4,0,4,3,0,0,3,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,20,0,8,5,3,0,4,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,6,7,0,0,0,10,0,0,0,25,0,0,0,0,0,8,3,5,0,0,4,0,0,0,5,15,0,0,0,0,0,0,0,0
LGA13660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,5,0,0,0,3,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA13800,0,0,0,0,0,9,5,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,5,6,0,4,3,6,0,0,0,24,0,0,11,14,8,6,8,7,0,0,3,0,0,4,0,69,0,3,0,6,27,67,80,42,15,13,11,4,4,0,6,292,0,6,47,10,3,13,0,0,0,0,0,0,3,0,3,87,0,11,8,4,0,0,0,8,0,0,0,0,0,0,0,34,0,4,5,13,28,32,9,6,0,3,6,0,5,0,4,104,45,72,34,32,17,9,12,10,0,10,3,0,0,0,10,252,4,20,31,14,0,0,0,0,0,3,0,0,0,0,4,73,4,6,5,0,11,6,3,5,0,0,0,0,0,0,0,33,3,5,14,17,19,33,62,165,59,56,51,58,10,0,9,554,4,0,5,3,0,3,7,7,3,0,0,3,0,0,3,39,0,0,0,3,14,11,12,8
LGA13850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,9,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,6,3,4,3,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA13910,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0,7,0,4,0,0,0,0,0,0,0,0,10,0,0,0,3,0,4,13,3,0,0,0,35,7,0,0,74,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,15,5,21,0,0,8,0,0,4,0,0,0,0,0,0,0,42,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,18,17,6,10,7,6,0,0,0,62,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4
LGA14000,0,0,0,19,65,43,28,0,0,0,0,0,0,0,10,171,0,0,0,5,25,34,63,45,6,4,7,15,0,0,0,199,4,5,31,44,47,69,61,36,11,12,8,3,6,0,6,327,20,54,35,75,968,1764,4442,2227,472,347,334,428,144,40,155,11523,0,18,49,21,12,17,7,6,0,0,0,0,0,0,7,130,10,19,46,28,26,27,21,17,0,5,10,0,0,0,7,216,0,4,15,43,124,87,42,23,0,3,0,3,11,4,6,363,63,70,67,56,53,72,107,39,12,9,3,3,0,0,22,579,0,29,50,8,6,5,5,4,0,0,0,0,0,0,7,128,7,20,23,165,736,1020,329,148,50,40,61,60,55,32,50,2778,8,8,83,142,446,1146,2284,1390,454,509,516,443,209,73,59,7778,4,10,11,51,124,231,216,61,14,7,5,8,13,0,12,772,3,0,9,52,259,236,450,519
LGA14100,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,13,0,0,0,3,0,0,3,5,0,0,0,0,0,0,0,8,0,0,3,11,4,3,12,0,0,0,0,0,0,0,0,46,0,13,6,5,91,116,130,54,21,10,0,18,14,0,13,491,0,3,8,3,0,0,0,0,0,0,0,0,0,0,0,23,0,4,13,7,9,0,0,0,0,0,0,0,0,0,8,51,0,0,5,10,7,4,0,0,0,0,0,0,0,0,0,28,9,4,4,0,5,3,9,4,0,0,0,0,0,0,8,58,0,29,39,6,4,0,7,0,0,0,0,0,0,0,0,93,0,4,11,16,48,31,12,0,4,0,0,8,0,0,3,139,0,3,5,15,28,29,16,9,0,0,3,0,4,0,11,118,0,0,5,3,9,10,3,0,0,0,0,0,3,0,0,42,0,0,3,6,19,17,19,14
