LGA_CODE_2021,P_Pakistan_0_4,P_Pakistan_5_14,P_Pakistan_15_24,P_Pakistan_25_44,P_Pakistan_45_54,P_Pakistan_55_64,P_Pakistan_65_74,P_Pakistan_75_84,P_Pakistan_85ov,P_Pakistan_Tot,P_PNG_0_4,P_PNG_5_14,P_PNG_15_24,P_PNG_25_44,P_PNG_45_54,P_PNG_55_64,P_PNG_65_74,P_PNG_75_84,P_PNG_85ov,P_PNG_Tot,P_Philippines_0_4,P_Philippines_5_14,P_Philippines_15_24,P_Philippines_25_44,P_Philippines_45_54,P_Philippines_55_64,P_Philippines_65_74,P_Philippines_75_84,P_Philippines_85ov,P_Philippines_Tot,P_Poland_0_4,P_Poland_5_14,P_Poland_15_24,P_Poland_25_44,P_Poland_45_54,P_Poland_55_64,P_Poland_65_74,P_Poland_75_84,P_Poland_85ov,P_Poland_Tot,P_Samoa_0_4,P_Samoa_5_14,P_Samoa_15_24,P_Samoa_25_44,P_Samoa_45_54,P_Samoa_55_64,P_Samoa_65_74,P_Samoa_75_84,P_Samoa_85ov,P_Samoa_Tot,P_Scotland_0_4,P_Scotland_5_14,P_Scotland_15_24,P_Scotland_25_44,P_Scotland_45_54,P_Scotland_55_64,P_Scotland_65_74,P_Scotland_75_84,P_Scotland_85ov,P_Scotland_Tot,P_Singapore_0_4,P_Singapore_5_14,P_Singapore_15_24,P_Singapore_25_44,P_Singapore_45_54,P_Singapore_55_64,P_Singapore_65_74,P_Singapore_75_84,P_Singapore_85ov,P_Singapore_Tot,P_South_Africa_0_4,P_South_Africa_5_14,P_South_Africa_15_24,P_South_Africa_25_44,P_South_Africa_45_54,P_South_Africa_55_64,P_South_Africa_65_74,P_South_Africa_75_84,P_South_Africa_85ov,P_South_Africa_Tot,P_Sri_Lanka_0_4,P_Sri_Lanka_5_14,P_Sri_Lanka_15_24,P_Sri_Lanka_25_44,P_Sri_Lanka_45_54,P_Sri_Lanka_55_64,P_Sri_Lanka_65_74,P_Sri_Lanka_75_84,P_Sri_Lanka_85ov,P_Sri_Lanka_Tot,P_Taiwan_0_4,P_Taiwan_5_14,P_Taiwan_15_24,P_Taiwan_25_44,P_Taiwan_45_54,P_Taiwan_55_64,P_Taiwan_65_74,P_Taiwan_75_84,P_Taiwan_85ov,P_Taiwan_Tot,P_Thailand_0_4,P_Thailand_5_14,P_Thailand_15_24,P_Thailand_25_44,P_Thailand_45_54,P_Thailand_55_64,P_Thailand_65_74,P_Thailand_75_84,P_Thailand_85ov,P_Thailand_Tot,P_Turkey_0_4,P_Turkey_5_14,P_Turkey_15_24,P_Turkey_25_44,P_Turkey_45_54,P_Turkey_55_64,P_Turkey_65_74,P_Turkey_75_84,P_Turkey_85ov,P_Turkey_Tot,P_USA_0_4,P_USA_5_14,P_USA_15_24,P_USA_25_44,P_USA_45_54,P_USA_55_64,P_USA_65_74,P_USA_75_84,P_USA_85ov,P_USA_Tot,P_Vietnam_0_4,P_Vietnam_5_14,P_Vietnam_15_24,P_Vietnam_25_44,P_Vietnam_45_54,P_Vietnam_55_64,P_Vietnam_65_74,P_Vietnam_75_84,P_Vietnam_85ov,P_Vietnam_Tot,P_Wales_0_4,P_Wales_5_14,P_Wales_15_24,P_Wales_25_44,P_Wales_45_54,P_Wales_55_64,P_Wales_65_74,P_Wales_75_84,P_Wales_85ov,P_Wales_Tot,P_Zimbabwe_0_4,P_Zimbabwe_5_14,P_Zimbabwe_15_24,P_Zimbabwe_25_44,P_Zimbabwe_45_54,P_Zimbabwe_55_64,P_Zimbabwe_65_74,P_Zimbabwe_75_84,P_Zimbabwe_85ov,P_Zimbabwe_Tot,P_Elsewhere_0_4,P_Elsewhere_5_14,P_Elsewhere_15_24,P_Elsewhere_25_44,P_Elsewhere_45_54,P_Elsewhere_55_64,P_Elsewhere_65_74,P_Elsewhere_75_84,P_Elsewhere_85ov,P_Elsewhere_Tot,P_COB_NS_0_4,P_COB_NS_5_14,P_COB_NS_15_24,P_COB_NS_25_44,P_COB_NS_45_54,P_COB_NS_55_64,P_COB_NS_65_74,P_COB_NS_75_84,P_COB_NS_85ov,P_COB_NS_Tot,P_Tot_0_4,P_Tot_5_14,P_Tot_15_24,P_Tot_25_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
LGA15800,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,10,4,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,3,3,6,3,3,0,0,0,15,0,0,0,4,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,6,9,6,8,0,0,0,35,27,95,61,123,53,71,70,50,26,569,324,820,568,1162,667,822,687,437,203,5698
LGA15850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,3,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,5,0,15,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,8,0,0,3,0,4,0,0,0,0,8,0,0,0,0,0,4,7,4,0,21,51,147,90,209,81,111,97,81,52,918,405,944,674,1394,703,854,749,473,173,6360
LGA15900,12,51,94,315,20,9,9,3,0,506,0,0,9,23,47,24,11,0,0,118,4,62,122,436,165,146,97,33,5,1068,0,0,0,47,27,29,55,43,34,243,0,0,8,19,12,15,4,3,5,64,0,22,26,106,70,109,120,86,42,578,3,8,34,63,20,23,3,8,0,158,4,34,67,254,104,78,52,13,10,625,0,11,29,95,45,21,13,15,5,240,0,5,9,63,14,3,3,0,0,98,0,18,61,184,63,23,10,3,0,373,0,0,5,15,9,18,0,4,0,51,35,65,84,293,91,84,45,27,0,725,5,49,88,247,65,57,24,4,3,549,0,3,13,25,21,30,23,15,12,155,0,12,55,62,30,6,9,0,0,180,63,357,379,1285,400,292,268,256,126,3428,237,581,1251,1999,807,773,711,578,442,7379,8792,18563,24150,48795,20660,19267,15262,8967,4421,168873
LGA15950,0,3,3,57,9,4,8,0,0,80,0,0,0,12,24,33,11,5,0,94,3,18,44,438,111,63,55,17,8,751,0,3,6,143,36,32,26,20,8,269,0,0,0,4,3,0,0,0,0,12,0,5,12,126,81,73,60,35,12,418,14,45,30,119,54,37,32,15,6,346,13,32,42,566,184,158,181,48,13,1229,0,4,4,120,37,40,28,14,8,251,3,19,15,174,48,27,24,5,0,309,0,20,39,305,70,38,12,4,0,486,0,11,0,78,19,11,9,3,0,133,34,99,101,394,165,134,71,40,6,1036,0,4,22,124,62,21,30,14,0,279,0,0,0,56,24,22,13,9,0,123,0,0,10,58,20,20,8,7,0,111,23,120,126,1780,472,298,281,172,77,3358,89,186,194,1048,316,295,267,232,145,2777,3435,5293,5505,26992,8800,7436,6417,3848,1226,68950
LGA15990,0,3,11,50,16,11,4,0,0,103,0,0,0,33,106,76,35,7,10,270,3,70,126,747,332,300,180,50,15,1831,0,13,7,243,92,86,105,35,15,600,0,0,4,12,16,14,8,3,0,55,3,52,76,366,389,377,272,216,84,1843,20,160,99,104,100,67,69,18,6,639,22,205,275,1369,1026,575,320,178,41,4009,0,3,3,41,38,47,22,26,4,183,0,9,14,80,34,29,37,9,0,221,4,37,69,359,177,102,44,6,0,804,0,12,5,62,69,58,45,23,10,296,90,340,274,1031,515,366,239,94,7,2958,0,19,59,181,141,89,28,11,8,536,0,24,22,192,176,120,71,63,19,684,0,0,9,92,113,92,44,12,0,367,52,393,409,3805,1830,1390,1039,756,284,9946,316,796,762,2147,1088,890,742,715,537,8000,14169,34559,30004,64378,40004,32479,24219,16501,7243,263554
LGA16100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,4,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,6,0,11,4,0,0,0,0,29,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,11,6,17,15,20,3,77,20,92,64,155,76,85,133,71,12,708,264,692,522,1144,742,828,846,429,107,5580
LGA16150,4,9,3,59,8,0,5,0,0,81,0,0,0,0,10,3,5,0,0,21,0,25,25,135,55,39,27,6,0,312,0,0,0,0,4,0,5,7,10,31,0,0,0,8,3,0,0,0,0,10,0,9,5,14,10,12,20,12,4,92,4,7,10,8,8,0,0,0,0,32,0,24,21,68,40,22,17,0,0,188,0,14,4,28,5,7,0,0,0,65,0,0,0,5,4,0,0,0,0,19,0,4,8,41,16,6,4,0,0,87,0,0,0,4,6,0,0,0,0,8,0,4,8,43,9,17,14,0,0,99,0,0,4,28,13,0,0,0,0,44,0,0,0,0,3,0,5,5,0,26,0,12,13,44,31,14,7,0,0,110,0,30,33,175,64,58,59,38,26,489,142,298,263,642,273,254,266,190,153,2475,3052,6325,5071,11355,5108,4776,4256,2511,1049,43512
LGA16200,0,0,0,6,0,0,0,0,0,8,0,0,0,6,0,0,0,0,0,4,0,14,14,43,7,7,4,0,0,94,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,8,4,25,0,0,0,0,0,0,0,0,0,0,0,3,5,19,12,3,4,0,0,56,0,0,0,10,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,5,3,9,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,9,0,0,0,3,4,0,0,0,0,5,0,0,0,8,0,0,3,3,0,12,0,0,0,5,0,0,0,0,0,9,0,0,0,20,15,8,10,9,0,71,57,158,134,266,130,162,125,84,53,1163,910,2025,1666,3201,1672,1915,1551,995,438,14361
LGA16260,42,383,214,1602,164,81,36,7,0,2533,0,0,8,34,30,26,18,7,0,127,27,230,374,2508,722,538,362,116,16,4901,0,4,11,150,69,96,133,34,25,516,0,12,5,44,25,24,24,4,0,145,0,6,15,66,55,74,74,81,26,404,20,133,109,286,137,104,93,28,7,917,0,41,83,355,211,123,98,49,13,983,16,106,196,1238,506,573,396,160,60,3254,14,46,77,746,192,123,131,25,5,1357,6,33,69,592,141,69,42,15,3,970,5,7,25,206,169,132,83,42,5,669,43,183,96,264,78,59,49,22,4,809,5,36,166,669,435,369,223,51,18,1977,0,0,4,16,22,18,10,19,3,90,0,12,45,149,42,15,12,0,0,277,131,765,673,3743,1209,1015,787,478,176,8994,572,1093,1216,4681,1090,907,669,519,323,11073,16047,30593,28537,95466,29102,24787,18185,9948,4067,256729
LGA16350,12,109,103,508,132,87,53,16,4,1016,0,0,9,22,25,16,12,3,0,79,15,214,428,1996,935,811,558,128,31,5111,0,6,6,55,42,58,79,34,29,312,4,32,118,236,161,139,72,22,5,793,0,0,13,79,119,259,250,148,27,906,7,23,17,61,34,33,25,7,0,204,0,27,45,239,161,135,100,57,12,770,6,38,70,420,151,177,128,40,7,1037,3,0,6,69,9,10,15,0,0,124,7,25,45,304,110,80,19,4,0,596,0,6,4,77,82,86,36,16,5,327,9,30,42,138,36,62,38,8,0,375,0,20,29,213,104,65,37,10,7,485,0,0,4,13,25,51,44,17,3,162,0,0,37,90,60,30,7,3,0,236,22,217,430,1898,989,935,805,454,152,5899,711,1540,1449,3522,1317,1035,898,741,508,11716,15640,30474,28321,64752,26855,23332,17418,8164,2713,217664
LGA16380,0,5,0,26,0,0,0,0,0,32,0,0,0,8,25,20,4,0,0,58,4,19,28,166,69,70,39,4,5,402,0,5,3,15,4,8,15,11,3,65,0,0,0,4,0,0,0,0,0,3,0,13,5,28,29,75,136,121,17,423,0,3,5,4,4,7,9,7,0,40,0,10,36,89,59,54,70,36,7,370,0,3,5,21,10,0,6,10,0,62,0,0,0,3,5,3,0,0,0,17,0,9,7,59,35,12,7,0,0,132,0,4,0,11,6,7,0,4,0,27,4,27,33,70,38,37,50,26,3,293,0,3,3,39,16,13,6,0,0,80,0,5,6,13,14,11,23,17,5,93,0,0,0,22,18,12,19,5,0,80,10,43,48,195,143,145,192,167,52,993,145,393,377,800,474,578,702,580,309,4362,3849,10013,8803,16289,10452,12073,13187,8690,3417,86762
LGA16400,0,3,0,19,3,3,4,0,0,31,0,0,0,5,23,10,11,0,0,50,6,16,35,115,47,41,41,7,4,312,0,0,0,10,9,11,22,9,4,62,0,0,0,3,3,6,0,0,0,13,4,3,3,31,31,70,111,92,26,371,0,9,0,9,13,5,3,5,0,45,0,16,33,85,71,46,51,29,5,343,0,0,0,15,0,0,3,3,0,24,0,0,0,7,4,0,0,0,0,13,5,17,18,63,48,17,7,0,0,174,0,0,0,4,6,0,9,3,0,22,6,18,24,61,27,31,43,14,0,236,4,3,3,34,11,3,6,0,0,69,0,4,5,20,24,14,23,34,0,127,0,0,4,15,12,7,9,5,0,52,6,27,30,147,94,148,189,124,35,804,99,397,334,695,442,531,662,494,151,3806,3630,9258,7935,14927,9271,10759,11058,6564,1860,75276
LGA16490,3,11,8,123,11,8,8,0,0,168,0,0,0,15,36,22,0,0,0,81,4,56,83,265,117,67,37,9,0,640,0,0,0,18,8,13,21,8,8,69,0,0,5,17,9,6,4,0,0,39,0,3,4,17,27,72,46,31,7,212,7,9,4,17,15,13,4,0,0,63,0,25,28,100,68,45,20,12,3,286,0,8,6,45,18,19,18,8,0,119,0,0,0,14,5,0,0,0,0,18,5,11,10,59,35,12,8,0,0,134,0,3,4,12,3,3,0,0,0,28,11,42,37,114,43,49,32,21,0,350,4,0,3,35,21,10,9,0,0,86,0,0,0,4,17,19,11,9,0,62,0,4,4,24,17,10,15,0,0,77,8,31,47,402,220,218,214,152,63,1352,162,345,276,926,393,444,355,159,69,3132,4225,8131,6836,18354,9200,8022,5281,2475,777,63304
LGA16550,0,3,25,100,8,11,4,3,0,170,0,0,4,13,40,25,17,6,6,111,7,35,98,582,229,171,113,41,16,1279,0,9,10,211,70,73,135,40,45,595,0,0,0,9,4,22,4,0,0,37,0,9,18,332,138,139,101,49,18,807,9,43,120,174,69,63,65,23,6,580,5,48,151,539,506,255,142,140,55,1838,0,4,28,103,33,27,39,13,3,250,0,9,27,180,50,40,50,5,5,361,0,24,37,310,105,67,57,3,3,609,0,3,12,99,37,46,29,19,7,250,53,147,110,540,177,100,63,28,4,1228,3,18,69,252,133,78,84,34,9,675,0,0,4,149,42,35,19,8,3,261,0,0,9,35,23,19,10,7,5,110,39,229,335,3118,1155,1078,1093,788,376,8223,267,537,845,2273,731,582,474,343,245,6301,6832,13834,16173,44920,17468,14085,10665,6904,3371,134252
LGA16610,0,0,0,0,0,0,0,0,0,6,0,0,3,3,8,3,11,0,0,22,0,15,14,49,28,26,14,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,11,19,8,0,41,0,0,0,0,4,0,0,0,0,3,0,6,8,5,14,8,6,3,0,44,0,0,0,3,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,7,0,0,0,7,13,3,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,7,0,14,14,7,13,4,0,52,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,5,3,3,0,10,0,0,0,0,0,0,4,0,0,10,0,6,0,18,8,16,36,16,3,109,110,346,271,523,280,312,294,212,95,2439,1188,3128,2571,4627,2811,3330,3296,1857,765,23565
LGA16700,18,62,53,442,30,26,16,5,0,658,0,0,3,22,33,21,14,7,6,107,23,134,187,1428,355,284,209,49,19,2697,0,0,0,120,36,53,54,17,7,279,0,0,0,4,3,6,8,0,0,18,0,5,0,48,47,55,56,59,18,290,4,70,61,201,118,63,62,24,5,616,0,39,58,277,139,84,80,37,13,723,7,26,50,330,132,152,144,76,37,951,9,29,44,512,124,49,63,31,0,860,7,18,52,430,111,58,30,15,3,726,0,3,5,99,30,30,36,12,3,228,29,88,71,222,57,56,37,15,3,578,9,39,198,486,201,158,100,34,13,1238,0,4,3,22,14,16,19,12,3,89,0,0,27,63,15,9,6,0,0,133,45,372,304,2297,748,667,492,337,151,5411,224,409,469,1695,461,441,327,270,201,4493,7267,13700,14501,44987,15232,13994,10500,5836,3111,129123
LGA16900,0,11,0,34,10,10,4,0,0,79,0,0,0,8,3,3,0,4,0,25,0,31,35,159,79,71,56,13,0,442,0,0,0,22,10,14,44,13,6,113,0,0,0,4,4,4,0,0,0,11,0,7,7,16,51,149,146,86,22,481,0,11,8,10,12,3,7,0,0,50,0,20,22,96,57,21,31,5,5,256,0,0,0,14,7,8,3,0,0,37,0,4,0,4,0,0,0,0,0,18,0,13,23,75,40,22,3,0,0,184,0,0,0,34,54,34,25,23,0,173,6,5,13,56,21,16,10,7,4,137,0,3,8,28,36,24,22,9,0,135,0,0,3,13,31,73,34,25,15,190,0,0,4,12,10,0,5,0,0,26,3,25,36,234,226,422,394,267,141,1750,160,453,333,779,362,375,347,353,280,3448,4591,10028,9409,18926,9674,9667,7827,4452,1695,76271
LGA16950,0,11,3,32,0,0,0,0,0,55,0,0,0,13,21,20,7,4,0,66,4,36,45,232,76,89,62,15,3,569,0,0,3,22,3,18,41,13,12,111,0,0,0,11,4,3,0,0,0,21,0,0,3,30,44,124,173,134,45,552,0,0,3,3,20,9,17,4,0,59,0,5,19,71,49,49,76,39,11,321,0,9,3,41,10,11,3,5,0,83,0,0,0,14,4,0,0,0,0,16,5,11,17,94,44,19,9,0,0,202,0,0,0,5,6,0,6,0,0,17,3,22,34,98,55,57,93,31,6,395,0,4,8,49,24,7,5,3,0,102,0,3,0,8,11,37,56,47,14,173,0,0,0,15,14,9,9,0,0,52,7,44,38,246,171,236,364,278,86,1472,314,775,686,1447,836,1030,957,739,329,7113,5448,11889,10221,22158,12301,16093,17085,9829,3504,108531
LGA17000,0,0,0,0,0,0,3,0,0,4,0,0,0,8,7,0,4,0,0,21,0,21,18,80,39,20,16,4,0,203,0,0,0,5,0,3,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,13,14,5,0,52,0,0,0,0,7,3,0,0,0,8,0,13,11,51,37,13,0,7,0,135,0,0,0,8,0,0,0,0,0,10,0,0,0,12,3,0,0,0,0,9,0,7,12,25,9,0,5,0,0,47,0,0,0,5,0,0,0,0,0,5,0,0,3,18,6,0,6,0,0,36,0,6,3,16,10,5,0,0,0,29,0,0,0,0,4,5,4,0,0,15,0,0,4,3,6,0,0,0,0,21,0,6,10,58,16,27,17,17,4,148,54,162,267,379,198,199,138,91,24,1514,1518,3559,3295,6243,3337,3079,2153,1033,353,24577
LGA17040,3,4,0,19,0,0,0,0,0,29,0,0,0,4,3,5,4,0,0,18,5,5,5,31,11,3,6,0,0,69,0,0,0,14,7,3,3,0,0,28,0,0,0,0,0,0,0,0,0,0,0,4,6,11,11,13,18,16,5,77,0,0,0,4,5,3,4,0,0,14,0,8,8,21,21,9,8,5,0,78,0,0,0,14,7,3,0,0,0,30,0,0,0,71,0,0,0,0,0,75,0,7,9,26,13,9,6,0,0,72,0,0,0,0,5,3,0,0,0,4,3,9,5,26,10,24,19,0,0,100,0,0,0,5,0,0,0,0,0,16,0,0,0,4,0,4,0,3,0,21,0,0,0,3,6,0,0,0,0,20,7,15,10,104,44,57,89,77,31,433,42,149,157,424,219,254,189,125,43,1616,1005,2549,2353,5280,3013,3182,2449,1349,483,21666
LGA17080,0,0,0,8,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,0,4,4,31,11,11,3,0,0,72,0,0,0,4,0,3,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,18,10,0,39,0,0,0,0,0,0,0,0,0,5,0,18,16,51,38,11,3,0,0,140,0,0,0,0,0,0,0,0,0,10,4,0,0,7,0,0,0,0,0,11,0,0,0,33,8,3,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,10,5,10,0,8,9,0,0,31,0,0,0,5,5,0,0,0,0,15,0,0,0,3,0,0,0,4,0,8,0,0,0,3,0,6,0,0,0,11,0,3,3,27,18,28,32,34,13,150,54,166,97,264,158,182,150,146,33,1259,827,1919,1483,3159,1837,2210,1915,1141,398,14891
LGA17100,5,37,36,172,33,23,10,0,0,316,0,6,3,0,4,0,5,4,0,28,0,26,57,408,98,58,45,6,4,704,0,0,0,20,4,16,18,4,5,62,0,0,0,0,6,7,4,5,0,24,3,0,0,4,3,5,8,10,0,33,0,3,19,63,10,10,23,11,3,152,0,0,15,30,23,8,9,14,7,86,6,37,61,298,182,260,228,110,73,1250,0,8,22,249,13,20,22,0,0,334,0,4,29,222,49,13,9,0,0,321,0,0,4,27,30,26,17,8,0,110,3,21,22,34,15,6,5,4,4,114,5,22,90,306,255,232,133,46,21,1109,0,0,0,4,0,3,0,0,0,10,0,5,0,14,5,0,0,0,0,21,6,68,122,599,166,213,136,107,59,1475,104,206,379,946,191,153,103,88,32,2212,2350,4419,6662,17721,4535,4388,2971,1717,826,45593
LGA17150,3,5,5,47,10,21,9,7,4,105,0,0,6,29,58,37,21,5,5,161,12,49,93,571,233,200,159,35,11,1376,0,8,7,200,98,83,100,36,22,547,0,0,0,13,15,11,10,0,0,51,0,20,24,155,163,175,209,180,39,966,8,30,35,63,56,61,59,14,0,327,4,73,84,442,300,221,171,103,21,1418,0,3,4,51,36,36,24,10,0,174,0,3,8,73,22,25,24,0,0,159,0,44,43,328,118,46,16,4,0,601,0,3,0,50,41,40,21,6,3,160,33,76,87,310,149,134,82,35,5,919,0,20,26,182,146,104,87,26,0,596,0,12,11,80,46,62,41,36,7,285,0,0,9,45,26,17,6,0,0,113,27,243,252,2017,1141,1016,799,567,204,6267,312,659,551,1782,836,669,652,621,379,6458,13312,29217,26981,56994,31902,28567,22941,13859,6435,230211
LGA17200,3,0,51,254,16,11,9,0,0,345,0,0,7,37,51,34,20,3,3,156,0,26,183,1546,315,187,122,36,8,2420,6,6,17,415,67,60,87,40,20,715,0,0,5,10,13,7,0,0,0,35,0,3,46,568,191,154,108,58,11,1148,19,28,179,582,154,85,70,17,11,1153,0,12,148,869,219,162,131,47,7,1601,0,3,46,300,46,38,36,8,0,485,3,15,121,888,98,47,51,11,0,1241,16,66,434,5084,547,171,46,11,0,6381,6,7,20,396,80,64,35,23,5,635,73,117,255,1512,356,273,136,86,6,2819,7,34,420,976,308,276,237,81,27,2369,0,0,21,181,53,34,23,17,0,330,0,0,17,100,22,24,9,0,5,185,67,264,928,7966,1347,953,891,596,239,13242,331,539,1963,7027,1566,1246,844,490,213,14231,7460,8569,26862,107567,22838,17940,12378,5972,2037,211632
LGA17310,0,6,10,59,3,5,0,0,0,80,0,0,0,10,9,5,0,0,0,34,7,56,84,228,89,41,26,4,0,537,0,0,0,5,0,0,7,3,0,12,0,0,0,3,0,0,0,0,0,4,0,11,3,14,11,26,31,17,6,122,0,0,0,8,0,4,8,0,0,20,0,12,19,54,28,20,11,0,0,140,0,8,3,20,6,8,0,0,0,43,0,8,11,154,0,0,0,0,0,171,0,15,9,38,15,7,0,0,0,80,0,0,0,0,0,0,0,0,0,0,4,0,0,32,15,20,20,8,4,110,7,63,29,213,23,10,3,0,0,348,0,0,0,0,4,5,6,6,3,29,4,5,0,13,10,11,0,0,0,49,5,26,14,146,43,42,42,26,13,349,204,612,531,1092,532,536,483,411,208,4605,3829,8877,7414,15339,7452,7638,6768,4178,1579,63070
LGA17350,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,9,11,0,4,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,3,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,5,0,0,8,0,0,0,4,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,11,0,4,0,4,3,3,4,32,4,33,36,48,27,58,58,57,28,354,321,778,643,1082,710,862,866,530,236,6034
LGA17400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,8,0,0,4,10,9,4,0,0,0,26,0,0,0,0,0,0,4,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,7,0,0,18,0,5,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,4,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,19,4,10,14,6,0,62,23,61,50,120,103,138,146,68,15,722,265,685,555,1052,825,1194,1392,633,211,6810
LGA17420,11,268,117,885,228,146,76,27,10,1759,0,0,8,19,35,25,12,3,0,111,6,103,235,1198,635,635,507,91,38,3449,0,13,5,95,76,122,136,33,15,486,0,5,0,10,12,12,6,0,0,39,0,18,24,75,96,103,122,81,34,546,9,143,129,153,117,95,103,31,13,792,38,343,378,894,674,416,204,78,27,3038,5,79,196,896,633,668,403,167,41,3096,7,35,23,260,88,70,108,25,0,616,5,32,49,229,82,39,23,0,0,465,0,7,3,75,124,70,26,24,4,333,46,168,226,266,103,94,43,23,0,970,0,26,32,233,214,174,93,21,0,796,0,11,13,24,28,33,28,14,9,157,0,11,45,100,93,64,15,4,0,327,52,425,408,1562,1006,877,661,417,160,5561,202,582,444,1209,525,404,338,265,109,4082,11078,29586,24508,50159,27125,21006,16849,8724,2845,191876
LGA17550,0,3,0,7,0,5,0,0,0,17,0,3,4,22,43,47,9,7,0,146,5,56,41,233,88,72,58,16,3,573,0,0,0,24,10,14,19,7,0,87,0,0,0,9,5,4,0,0,0,20,0,0,6,38,45,84,128,127,62,497,0,10,0,4,15,19,10,4,0,64,4,21,22,156,80,72,73,33,9,470,0,0,0,18,3,12,9,4,0,50,0,0,0,18,0,0,0,0,0,29,0,20,24,88,51,25,15,4,0,228,0,0,0,3,10,4,0,0,0,17,4,24,30,103,70,79,67,22,11,413,0,5,7,32,15,12,0,0,0,70,0,0,6,15,19,31,50,20,20,153,0,0,5,17,24,14,22,4,0,76,8,52,49,372,176,221,222,154,78,1335,245,698,596,1472,863,929,861,672,405,6735,4623,11460,9217,20030,12115,14018,13616,8467,3844,97392
