LGA_CODE_2021,F_Vietnam_0_4,F_Vietnam_5_14,F_Vietnam_15_24,F_Vietnam_25_44,F_Vietnam_45_54,F_Vietnam_55_64,F_Vietnam_65_74,F_Vietnam_75_84,F_Vietnam_85ov,F_Vietnam_Tot,F_Wales_0_4,F_Wales_5_14,F_Wales_15_24,F_Wales_25_44,F_Wales_45_54,F_Wales_55_64,F_Wales_65_74,F_Wales_75_84,F_Wales_85ov,F_Wales_Tot,F_Zimbabwe_0_4,F_Zimbabwe_5_14,F_Zimbabwe_15_24,F_Zimbabwe_25_44,F_Zimbabwe_45_54,F_Zimbabwe_55_64,F_Zimbabwe_65_74,F_Zimbabwe_75_84,F_Zimbabwe_85ov,F_Zimbabwe_Tot,F_Elsewhere_0_4,F_Elsewhere_5_14,F_Elsewhere_15_24,F_Elsewhere_25_44,F_Elsewhere_45_54,F_Elsewhere_55_64,F_Elsewhere_65_74,F_Elsewhere_75_84,F_Elsewhere_85ov,F_Elsewhere_Tot,F_COB_NS_0_4,F_COB_NS_5_14,F_COB_NS_15_24,F_COB_NS_25_44,F_COB_NS_45_54,F_COB_NS_55_64,F_COB_NS_65_74,F_COB_NS_75_84,F_COB_NS_85ov,F_COB_NS_Tot,F_Tot_0_4,F_Tot_5_14,F_Tot_15_24,F_Tot_25_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Afghanistan_0_4,P_Afghanistan_5_14,P_Afghanistan_15_24,P_Afghanistan_25_44,P_Afghanistan_45_54,P_Afghanistan_55_64,P_Afghanistan_65_74,P_Afghanistan_75_84,P_Afghanistan_85ov,P_Afghanistan_Tot,P_Australia_0_4,P_Australia_5_14,P_Australia_15_24,P_Australia_25_44,P_Australia_45_54,P_Australia_55_64,P_Australia_65_74,P_Australia_75_84,P_Australia_85ov,P_Australia_Tot,P_Bangladesh_0_4,P_Bangladesh_5_14,P_Bangladesh_15_24,P_Bangladesh_25_44,P_Bangladesh_45_54,P_Bangladesh_55_64,P_Bangladesh_65_74,P_Bangladesh_75_84,P_Bangladesh_85ov,P_Bangladesh_Tot,P_Bosnia_Herzegov_0_4,P_Bosnia_Herzegov_5_14,P_Bosnia_Herzegov_15_24,P_Bosnia_Herzegov_25_44,P_Bosnia_Herzegov_45_54,P_Bosnia_Herzegov_55_64,P_Bosnia_Herzegov_65_74,P_Bosnia_Herzegov_75_84,P_Bosnia_Herzegov_85ov,P_Bosnia_Herzegov_Tot,P_Brazil_0_4,P_Brazil_5_14,P_Brazil_15_24,P_Brazil_25_44,P_Brazil_45_54,P_Brazil_55_64,P_Brazil_65_74,P_Brazil_75_84,P_Brazil_85ov,P_Brazil_Tot,P_Cambodia_0_4,P_Cambodia_5_14,P_Cambodia_15_24,P_Cambodia_25_44,P_Cambodia_45_54,P_Cambodia_55_64,P_Cambodia_65_74,P_Cambodia_75_84,P_Cambodia_85ov,P_Cambodia_Tot,P_Canada_0_4,P_Canada_5_14,P_Canada_15_24,P_Canada_25_44,P_Canada_45_54,P_Canada_55_64,P_Canada_65_74,P_Canada_75_84,P_Canada_85ov,P_Canada_Tot,P_Chile_0_4,P_Chile_5_14,P_Chile_15_24,P_Chile_25_44,P_Chile_45_54,P_Chile_55_64,P_Chile_65_74,P_Chile_75_84,P_Chile_85ov,P_Chile_Tot,P_China_0_4,P_China_5_14,P_China_15_24,P_China_25_44,P_China_45_54,P_China_55_64,P_China_65_74,P_China_75_84,P_China_85ov,P_China_Tot,P_Croatia_0_4,P_Croatia_5_14,P_Croatia_15_24,P_Croatia_25_44,P_Croatia_45_54,P_Croatia_55_64,P_Croatia_65_74,P_Croatia_75_84,P_Croatia_85ov,P_Croatia_Tot,P_Egypt_0_4,P_Egypt_5_14,P_Egypt_15_24,P_Egypt_25_44,P_Egypt_45_54,P_Egypt_55_64,P_Egypt_65_74,P_Egypt_75_84,P_Egypt_85ov,P_Egypt_Tot,P_England_0_4,P_England_5_14,P_England_15_24,P_England_25_44,P_England_45_54,P_England_55_64,P_England_65_74,P_England_75_84,P_England_85ov,P_England_Tot,P_Fiji_0_4,P_Fiji_5_14,P_Fiji_15_24,P_Fiji_25_44,P_Fiji_45_54,P_Fiji_55_64,P_Fiji_65_74,P_Fiji_75_84,P_Fiji_85ov,P_Fiji_Tot,P_France_0_4,P_France_5_14,P_France_15_24,P_France_25_44,P_France_45_54,P_France_55_64,P_France_65_74,P_France_75_84,P_France_85ov,P_France_Tot
LGA13550,0,0,0,4,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,4,0,3,0,11,4,0,3,0,5,27,40,81,56,152,63,59,60,57,22,580,449,944,648,1672,717,773,603,475,207,6495,0,0,0,0,0,0,0,0,0,0,866,1756,1206,2657,1178,1346,1076,699,277,11069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,3,0,0,0,9,0,3,0,3,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,30,9,29,22,15,6,121,4,0,0,14,6,0,0,0,0,20,0,0,0,0,0,0,0,0,0,3
LGA13660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,11,16,21,15,45,35,38,40,25,8,242,120,303,190,446,324,373,369,233,105,2465,0,0,0,0,0,0,0,0,0,0,200,578,348,773,517,642,621,391,141,4216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,13,17,12,7,70,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
LGA13800,0,3,7,21,6,9,6,0,0,54,0,0,0,4,6,4,9,4,0,32,0,0,0,4,6,3,0,0,0,17,0,7,15,92,80,84,86,52,21,445,61,153,151,355,167,179,151,132,79,1433,2008,4175,4138,8420,4746,4338,3261,1890,766,33755,0,0,0,7,5,6,0,0,0,17,4020,8181,7942,13805,7433,6455,4400,2312,783,55330,0,0,0,22,0,0,0,0,0,24,0,0,0,4,0,0,0,3,0,14,0,0,0,16,0,3,0,0,0,29,0,0,0,8,0,0,0,0,0,16,0,3,3,22,12,10,13,0,3,69,0,0,0,5,10,9,12,3,0,44,0,7,16,103,61,57,33,12,6,292,0,0,0,0,11,19,30,16,4,87,0,4,0,0,3,10,16,5,0,34,0,39,64,264,344,580,436,354,91,2174,0,0,3,44,12,22,16,6,0,104,0,0,0,13,9,8,7,5,3,43
LGA13850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,18,27,34,21,31,15,23,5,179,86,143,159,278,161,261,162,143,45,1436,0,0,0,0,0,0,0,0,0,0,144,259,257,434,274,429,261,187,64,2307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,26,0,0,4,3,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0
LGA13910,0,0,0,7,0,0,0,0,0,8,0,0,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,24,14,6,15,8,4,83,25,81,63,164,85,125,128,75,35,774,529,1226,1020,2071,1176,1373,1307,757,328,9787,0,0,0,3,0,0,0,0,0,6,1065,2277,1804,3198,1927,2211,2064,1208,442,16206,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,3,0,0,0,10,0,0,0,0,0,0,3,0,0,6,3,8,5,38,9,7,8,0,0,74,0,0,0,0,0,4,4,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,8,29,27,74,87,63,15,307,0,0,0,0,0,7,3,0,0,15,0,0,0,0,0,0,0,0,0,6
LGA14000,3,10,23,155,120,62,45,11,7,435,0,5,4,7,10,11,11,7,7,60,0,4,7,40,34,23,11,4,5,124,8,149,137,694,479,376,269,215,106,2422,73,165,152,457,191,162,192,166,143,1711,3673,10188,8655,18985,11339,9646,7485,4785,2700,77455,0,0,4,43,39,31,34,6,4,171,7141,17280,13613,15533,10431,8847,6608,4698,2578,86722,0,14,13,94,41,11,21,8,0,199,0,0,0,7,13,6,4,6,4,44,0,11,10,85,39,14,6,0,3,170,0,3,0,22,20,9,5,7,0,61,4,28,22,77,81,66,36,16,7,327,0,0,8,23,41,44,38,34,3,184,42,587,463,4645,1931,1702,1410,534,216,11523,0,0,0,14,18,41,16,18,18,130,0,11,11,37,27,37,40,41,16,216,19,296,440,800,1065,1165,900,725,331,5743,0,4,8,72,83,86,57,38,15,363,0,12,22,72,42,33,11,8,4,209
LGA14100,0,0,0,9,13,8,0,3,0,34,0,0,0,0,0,0,5,4,3,12,0,0,0,0,0,3,0,0,0,4,0,8,9,74,37,33,38,27,69,297,9,20,17,53,25,25,22,23,30,235,306,790,765,1336,1040,891,800,538,507,6962,0,0,0,0,0,0,7,4,0,13,548,1553,1501,1584,1295,995,839,555,384,9249,0,0,0,8,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,5,0,0,0,17,4,0,0,0,0,24,0,0,0,0,3,0,0,0,0,8,0,0,0,13,9,0,18,3,0,46,0,0,0,7,5,3,0,0,0,21,0,15,35,125,68,115,51,36,37,491,0,0,0,0,0,11,5,0,4,23,0,0,0,7,3,8,9,15,3,51,0,28,32,82,121,106,86,50,25,530,0,0,0,3,6,8,3,4,0,28,0,0,0,9,0,0,0,5,4,22
LGA14170,3,37,131,582,314,322,250,71,51,1759,0,0,0,34,20,18,13,9,0,98,0,0,4,8,19,12,6,3,0,54,17,69,145,1514,570,505,561,395,168,3952,133,236,400,1381,439,330,283,201,157,3557,4479,8568,9421,33679,13352,10065,7579,4317,2192,93648,0,0,0,15,3,7,0,0,0,24,8605,15476,14489,39516,15439,10604,6645,2616,991,114370,0,14,27,163,41,20,7,0,0,271,0,0,0,54,13,35,16,12,3,134,6,13,48,495,54,38,15,0,0,670,0,4,3,39,16,27,22,4,0,122,10,24,26,339,142,74,50,11,0,683,0,9,11,160,75,45,52,27,10,387,11,105,368,2052,736,1099,661,301,227,5556,4,0,0,35,39,53,59,85,35,310,0,0,5,42,18,39,79,58,24,270,51,353,360,2914,1913,1378,872,384,106,8336,0,4,7,161,96,87,84,35,8,482,5,8,31,376,81,62,31,11,8,612
LGA14220,0,0,0,7,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,4,25,11,6,4,10,5,63,41,125,73,193,125,115,113,81,38,906,497,1186,982,1954,1125,1210,1073,758,295,9072,0,0,0,0,0,0,0,0,0,0,943,2087,1764,2964,1737,1998,1753,1130,366,14747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,17,10,4,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,3,3,12,5,3,5,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,26,47,65,50,12,229,0,0,5,75,0,0,0,0,0,91,0,0,0,3,0,4,3,0,0,3
LGA14300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,8,5,19,15,27,21,36,23,26,9,181,162,352,266,592,347,408,352,187,81,2756,0,0,0,0,0,0,0,0,0,0,312,672,611,1393,723,733,611,299,104,5454,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,4,11,3,72,3,0,0,0,0,93,0,0,0,0,0,0,0,0,0,4,0,0,0,3,4,0,0,0,0,8,0,0,0,7,17,25,20,19,3,91,0,0,0,35,4,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0
LGA14350,0,0,0,6,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,7,0,0,3,17,18,21,22,13,8,103,62,166,125,284,155,200,193,123,43,1340,732,1783,1481,2936,1818,2451,2307,1240,525,15262,0,0,0,0,0,0,0,0,0,0,1398,3142,2802,5055,2952,3880,3794,1894,676,25586,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,5,0,12,0,0,0,9,0,0,0,0,0,7,0,0,0,12,6,10,8,6,0,34,0,0,3,0,7,4,0,0,0,15,0,0,0,30,31,15,8,0,0,94,0,0,0,0,0,0,3,3,0,11,0,0,0,0,0,0,0,0,0,3,0,6,0,45,50,171,221,162,52,699,0,0,3,11,6,9,3,4,0,34,0,0,0,5,0,0,0,0,0,16
LGA14400,0,0,0,6,4,0,0,0,0,15,0,0,0,6,0,0,4,4,0,17,0,0,0,0,3,3,0,0,0,10,0,9,10,29,31,39,29,31,13,200,8,35,38,89,58,65,85,59,23,464,547,1266,1082,2333,1444,1810,1857,1012,494,11851,0,0,0,0,0,0,0,0,0,4,1094,2462,2033,3742,2194,2627,2682,1360,570,18766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,18,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,5,0,3,3,31,13,4,7,5,0,63,0,0,0,6,0,3,0,0,0,12,0,0,6,21,9,11,16,3,0,71,0,0,0,0,6,5,9,3,0,17,0,0,0,4,0,0,3,3,0,23,8,32,31,124,152,280,278,234,71,1201,0,0,0,6,3,0,3,0,0,14,0,0,0,6,0,5,0,3,0,15
LGA14500,0,5,9,126,105,38,33,11,0,335,0,0,8,13,21,20,10,12,7,82,0,0,7,27,33,36,23,3,0,127,12,137,106,530,379,291,220,196,105,1976,57,128,129,286,171,143,140,141,203,1399,2681,9027,7761,13787,9985,7814,6239,4454,2479,64222,0,0,0,10,7,6,0,0,0,24,5114,14522,11847,10022,8204,6669,5284,4513,2408,68584,0,0,4,33,14,6,6,0,0,66,0,0,0,6,0,4,5,0,0,20,0,10,8,116,32,18,4,3,0,186,0,0,0,9,8,4,0,0,0,33,5,33,43,83,105,70,40,25,3,411,0,6,0,21,34,19,27,17,0,130,71,988,824,5329,2120,1673,1260,478,179,12911,0,0,0,9,14,19,24,26,9,103,0,3,4,28,16,21,42,24,16,148,47,548,701,785,1269,1169,718,632,346,6217,0,0,6,41,36,29,28,21,0,165,0,13,15,83,47,26,21,21,3,228
LGA14550,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,3,21,12,10,6,0,0,57,13,69,25,88,57,90,78,34,12,468,198,545,387,832,631,879,742,344,140,4708,0,0,0,0,0,0,0,0,0,0,368,933,711,1258,927,1391,1176,499,189,7453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,7,4,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,8,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,21,29,67,92,45,5,266,0,6,0,0,3,0,0,0,0,4,0,0,0,4,0,5,0,0,0,12
LGA14600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,9,28,63,44,92,49,51,34,25,15,410,202,424,287,709,367,402,318,213,126,3048,0,0,0,0,0,0,0,0,0,0,342,763,494,1075,568,685,583,336,166,5017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,8,7,0,36,0,0,0,6,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0
LGA14650,0,8,6,83,37,10,4,0,0,146,0,0,7,15,18,23,22,17,10,119,0,4,13,39,13,14,14,0,0,84,9,48,74,327,192,177,192,173,79,1260,158,421,350,871,394,472,558,511,260,4000,5832,13007,11563,25644,13652,14240,13227,8460,3909,109529,0,3,3,8,3,0,0,0,0,22,11549,25050,22070,42326,22570,22603,19970,11858,4826,182831,0,10,3,67,12,3,0,0,0,97,0,0,0,13,7,16,17,4,6,59,0,7,3,69,14,6,3,0,0,110,0,6,0,27,16,13,13,6,0,81,4,16,19,128,72,45,46,11,3,350,0,0,0,28,11,20,22,9,0,98,0,22,37,271,101,93,81,34,10,639,0,0,5,9,14,31,21,39,10,131,0,4,0,15,4,13,25,15,8,85,20,174,202,725,709,1099,1157,1008,344,5444,0,0,0,56,37,48,33,10,5,179,0,8,8,24,20,20,12,9,3,111
LGA14700,0,0,3,62,23,20,12,0,0,116,0,0,0,3,4,0,3,8,0,16,0,0,0,8,3,6,0,0,0,19,3,42,33,411,139,91,80,56,30,880,36,43,44,254,66,53,51,56,106,696,1193,2278,1831,6902,2709,2095,1655,986,489,20130,0,0,0,3,7,4,0,0,0,10,2214,3898,3092,6039,2749,2114,1532,938,326,22905,0,0,5,42,7,11,5,0,0,70,0,0,0,7,0,5,0,0,0,17,3,9,7,179,23,6,0,0,0,223,0,3,0,6,4,0,0,0,0,18,0,11,0,66,28,28,7,5,0,148,0,5,8,35,5,7,13,9,3,78,4,62,83,953,233,253,185,108,42,1923,0,0,0,6,8,17,22,10,8,72,0,7,0,21,5,13,24,12,9,92,13,141,129,508,366,252,188,159,53,1814,0,0,0,44,5,11,7,5,0,79,0,3,6,86,16,15,9,5,0,131
LGA14750,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,10,5,3,0,7,0,35,32,78,56,133,58,64,33,31,19,501,345,853,770,1343,680,725,520,395,182,5808,0,6,0,10,5,0,0,0,0,22,634,1485,1316,1860,1108,1201,862,551,212,9221,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,4,0,44,14,7,0,0,0,72,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,14,13,17,20,19,6,100,0,10,10,16,5,3,0,0,0,38,0,0,0,0,0,0,0,0,0,0
LGA14850,0,5,6,16,0,0,3,0,0,39,0,0,0,4,0,0,5,0,0,15,0,0,0,0,0,6,7,0,0,15,0,11,15,82,41,36,48,21,14,262,69,204,195,436,203,230,202,121,90,1746,1022,2637,2374,5194,3081,3347,2800,1432,687,22573,0,0,0,0,5,0,0,0,0,0,1936,4872,4358,7942,4796,5209,4318,2014,806,36246,0,4,0,5,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,6,0,0,4,17,4,4,0,0,0,33,0,0,0,0,0,0,3,0,0,6,0,3,3,29,29,20,13,5,0,103,0,0,0,7,6,8,0,4,0,20,0,0,3,32,6,9,8,0,0,66,0,0,0,5,0,0,4,3,0,9,0,8,0,14,5,0,4,0,0,33,4,16,25,143,179,299,263,148,55,1144,0,0,4,10,8,8,5,3,0,34,0,0,0,23,12,13,7,5,0,68
LGA14870,0,0,0,7,0,0,0,0,0,11,0,0,0,0,0,8,8,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,19,13,21,21,15,4,95,24,92,59,160,103,102,120,75,36,774,464,1204,955,2136,1320,1594,1451,856,339,10313,0,0,0,0,0,0,0,0,0,0,891,2242,1890,3698,2135,2507,2138,1210,407,17115,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,4,9,7,4,0,0,18,0,0,0,6,0,5,5,0,0,18,0,0,3,16,11,10,18,4,0,62,0,0,0,0,0,8,10,3,0,29,0,0,0,0,0,0,4,0,0,4,0,0,4,19,59,139,142,99,34,501,0,0,0,4,3,4,6,7,0,22,0,0,0,5,0,3,4,4,0,12
LGA14900,9,75,216,1685,1177,846,448,115,72,4645,0,0,0,8,3,4,8,0,3,27,0,3,55,96,45,18,0,4,0,220,56,414,534,2333,1462,1380,1083,502,186,7950,425,909,783,2101,725,593,420,286,152,6388,7999,16984,15784,34624,15111,12527,8230,4245,1770,117283,0,0,19,208,49,39,20,3,0,342,15393,28766,23687,28005,10091,6769,3753,2193,830,119494,6,45,77,829,198,131,68,13,0,1359,0,11,25,480,263,368,202,91,14,1464,0,0,3,82,22,18,13,4,0,146,11,34,96,806,467,381,231,73,27,2126,0,8,24,54,28,18,8,3,0,146,0,3,17,234,246,330,237,127,32,1237,9,58,94,1113,520,649,412,139,64,3059,0,3,4,343,262,339,340,204,72,1566,13,151,141,578,268,293,208,117,40,1809,5,99,80,268,266,387,309,222,111,1756,5,102,308,2400,1505,1523,726,297,56,6915,0,8,3,43,26,19,13,7,6,127
LGA14920,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,5,4,0,0,23,9,44,52,89,58,65,67,41,19,444,179,442,384,771,493,561,510,316,112,3761,0,0,0,0,0,0,0,0,0,0,359,832,669,1217,793,943,851,471,143,6276,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,12,9,12,28,24,3,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA14950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,7,16,10,23,17,21,23,7,10,138,103,237,167,311,194,261,195,128,70,1669,0,0,0,0,0,0,0,0,0,0,188,446,303,496,330,445,361,212,101,2884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,8,12,8,5,44,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA15050,0,0,0,41,11,6,0,0,0,63,0,0,0,10,8,8,11,7,4,48,0,6,8,32,22,0,3,0,0,70,0,18,21,133,61,64,56,34,13,395,99,229,181,466,164,155,154,157,125,1722,3039,6345,5496,12884,5717,5226,4292,2354,962,46310,0,0,0,13,0,0,0,0,0,9,5993,12160,10121,21152,9313,8377,6744,3460,1126,78446,0,6,9,40,11,0,0,0,0,61,0,0,0,0,0,5,0,0,0,4,0,0,0,12,0,0,0,0,0,15,0,0,0,8,7,0,0,0,0,19,0,9,3,38,13,18,12,3,3,99,0,0,0,7,5,5,9,5,0,35,0,12,6,88,39,38,23,11,7,224,0,0,0,3,0,11,5,0,0,24,0,4,6,6,5,0,4,0,0,32,4,49,79,254,262,355,367,219,63,1655,0,0,4,37,15,12,0,3,0,81,0,0,0,9,7,4,0,0,0,22
LGA15240,0,5,3,22,5,10,3,0,0,42,0,0,0,8,7,8,6,18,7,43,0,0,0,9,3,8,7,0,0,29,4,12,14,65,53,88,99,86,24,450,119,392,271,669,402,553,630,502,234,3774,1964,4960,3870,8422,5655,8103,8848,5341,2333,49495,0,0,0,0,0,0,0,0,0,0,3628,9188,7345,13240,9031,12477,13722,7782,2936,79352,0,0,0,14,5,0,0,0,0,25,0,0,0,4,0,0,0,0,0,3,0,0,5,28,0,5,0,0,0,33,0,0,0,3,5,0,3,0,0,17,3,5,0,40,20,33,23,7,0,138,0,0,0,4,6,5,12,7,0,32,0,3,5,45,27,25,29,6,3,148,0,0,0,5,3,13,15,22,3,53,0,3,5,17,6,6,12,18,0,60,4,28,24,145,249,667,1033,826,254,3225,0,4,0,10,12,19,9,4,0,55,3,0,0,17,9,23,17,9,5,82
LGA15270,0,0,0,8,3,3,0,0,0,16,0,0,0,0,4,0,0,0,0,4,0,3,0,7,0,8,0,0,0,13,0,4,5,21,9,16,22,12,8,100,50,123,71,228,118,160,115,85,51,1000,752,1725,1170,3006,1677,1732,1411,918,370,12766,0,0,0,0,0,0,0,0,0,0,1423,3263,2287,4972,2803,2781,2268,1333,439,21562,0,0,0,14,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,17,9,6,0,3,0,29,0,0,0,4,0,0,0,0,0,13,0,0,6,16,7,5,3,0,0,36,0,0,0,0,0,4,5,0,3,16,0,0,0,0,0,0,0,0,0,5,0,9,18,55,88,144,148,122,39,625,0,0,3,5,8,0,0,0,0,21,0,0,0,15,0,0,4,7,0,21
LGA15300,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,9,4,8,6,3,0,36,60,208,171,351,173,192,105,60,31,1350,361,903,757,1655,805,846,599,337,111,6369,0,0,0,0,0,0,0,0,0,0,670,1366,1096,2206,1200,1242,895,521,139,9335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,3,5,14,7,24,15,13,0,75,0,5,4,6,8,7,5,0,0,39,0,0,0,4,0,0,0,0,0,6
