LGA_CODE_2021,MOL_SAL_Filipin_UOLSE_NWorNAA,MOL_SAL_Filipin_UOLSE_Tot,MOL_SAL_Filipin_NS,MOL_SAL_Filipin_Tot,MOL_SAL_Indon_SEO,MOL_SAL_Indon_UOLSE_VWorW,MOL_SAL_Indon_UOLSE_NWorNAA,MOL_SAL_Indon_UOLSE_Tot,MOL_SAL_Indon_NS,MOL_SAL_Indon_Tot,MOL_SAL_Tagalog_SEO,MOL_SAL_Tagalog_UOLSE_VWorW,MOL_SAL_Tagalog_UOLSE_NWorNAA,MOL_SAL_Tagalog_UOLSE_Tot,MOL_SAL_Tagalog_NS,MOL_SAL_Tagalog_Tot,MOL_SAL_Oth_SEO,MOL_SAL_Oth_UOLSE_VWorW,MOL_SAL_Oth_UOLSE_NWorNAA,MOL_SAL_Oth_UOLSE_Tot,MOL_SAL_Oth_NS,MOL_SAL_Oth_Tot,MOL_SAL_Tot_SEO,MOL_SAL_Tot_UOLSE_VWorW,MOL_SAL_Tot_UOLSE_NWorNAA,MOL_SAL_Tot_UOLSE_Tot,MOL_SAL_Tot_NS,MOL_SAL_Tot_Tot,MOL_Spanish_SEO,MOL_Spanish_UOLSE_VWorW,MOL_Spanish_UOLSE_NWorNAA,MOL_Spanish_UOLSE_Tot,MOL_Spanish_NS,MOL_Spanish_Tot,MOL_Tamil_SEO,MOL_Tamil_UOLSE_VWorW,MOL_Tamil_UOLSE_NWorNAA,MOL_Tamil_UOLSE_Tot,MOL_Tamil_NS,MOL_Tamil_Tot,MOL_Thai_SEO,MOL_Thai_UOLSE_VWorW,MOL_Thai_UOLSE_NWorNAA,MOL_Thai_UOLSE_Tot,MOL_Thai_NS,MOL_Thai_Tot,MOL_Turkish_SEO,MOL_Turkish_UOLSE_VWorW,MOL_Turkish_UOLSE_NWorNAA,MOL_Turkish_UOLSE_Tot,MOL_Turkish_NS,MOL_Turkish_Tot,MOL_Vietnamese_SEO,MOL_Vietnamese_UOLSE_VWorW,MOL_Vietnamese_UOLSE_NWorNAA,MOL_Vietnamese_UOLSE_Tot,MOL_Vietnamese_NS,MOL_Vietnamese_Tot,MOL_Oth_SEO,MOL_Oth_UOLSE_VWorW,MOL_Oth_UOLSE_NWorNAA,MOL_Oth_UOLSE_Tot,MOL_Oth_NS,MOL_Oth_Tot,MOL_Tot_SEO,MOL_Tot_UOLSE_VWorW,MOL_Tot_UOLSE_NWorNAA,MOL_Tot_UOLSE_Tot,MOL_Tot_NS,MOL_Tot_Tot,M_LUatH_NS_SEO,M_LUatH_NS_UOLSE_VWorW,M_LUatH_NS_UOLSE_NWorNAA,M_LUatH_NS_UOLSE_Tot,M_LUatH_NS_NS,M_LUatH_NS_Tot,M_Tot_SEO,M_Tot_UOLSE_VWorW,M_Tot_UOLSE_NWorNAA,M_Tot_UOLSE_Tot,M_Tot_NS,M_Tot_Tot,FSEO_SEO,FSEO_UOLSE_VWorW,FSEO_UOLSE_NWorNAA,FSEO_UOLSE_Tot,FSEO_NS,FSEO_Tot,FOL_Afrikaans_SEO,FOL_Afrikaans_UOLSE_VWorW,FOL_Afrikaans_UOLSE_NWorNAA,FOL_Afrikaans_UOLSE_Tot,FOL_Afrikaans_NS,FOL_Afrikaans_Tot,FOL_Arabic_SEO,FOL_Arabic_UOLSE_VWorW,FOL_Arabic_UOLSE_NWorNAA,FOL_Arabic_UOLSE_Tot,FOL_Arabic_NS,FOL_Arabic_Tot,FOL_AIndLng_SEO,FOL_AIndLng_UOLSE_VWorW,FOL_AIndLng_UOLSE_NWorNAA,FOL_AIndLng_UOLSE_Tot,FOL_AIndLng_NS,FOL_AIndLng_Tot,FOL_CL_Canton_SEO,FOL_CL_Canton_UOLSE_VWorW,FOL_CL_Canton_UOLSE_NWorNAA,FOL_CL_Canton_UOLSE_Tot,FOL_CL_Canton_NS,FOL_CL_Canton_Tot,FOL_CL_Mandarin_SEO,FOL_CL_Mandarin_UOLSE_VWorW,FOL_CL_Mandarin_UOLSE_NWorNAA,FOL_CL_Mandarin_UOLSE_Tot,FOL_CL_Mandarin_NS,FOL_CL_Mandarin_Tot,FOL_CL_Oth_SEO,FOL_CL_Oth_UOLSE_VWorW,FOL_CL_Oth_UOLSE_NWorNAA,FOL_CL_Oth_UOLSE_Tot,FOL_CL_Oth_NS,FOL_CL_Oth_Tot,FOL_CL_Tot_SEO,FOL_CL_Tot_UOLSE_VWorW,FOL_CL_Tot_UOLSE_NWorNAA,FOL_CL_Tot_UOLSE_Tot,FOL_CL_Tot_NS,FOL_CL_Tot_Tot,FOL_Croatian_SEO,FOL_Croatian_UOLSE_VWorW,FOL_Croatian_UOLSE_NWorNAA,FOL_Croatian_UOLSE_Tot,FOL_Croatian_NS,FOL_Croatian_Tot,FOL_French_SEO,FOL_French_UOLSE_VWorW,FOL_French_UOLSE_NWorNAA,FOL_French_UOLSE_Tot,FOL_French_NS,FOL_French_Tot,FOL_German_SEO,FOL_German_UOLSE_VWorW,FOL_German_UOLSE_NWorNAA,FOL_German_UOLSE_Tot,FOL_German_NS,FOL_German_Tot,FOL_Greek_SEO,FOL_Greek_UOLSE_VWorW,FOL_Greek_UOLSE_NWorNAA,FOL_Greek_UOLSE_Tot,FOL_Greek_NS,FOL_Greek_Tot,FOL_IAL_Bengali_SEO,FOL_IAL_Bengali_UOLSE_VWorW,FOL_IAL_Bengali_UOLSE_NWorNAA,FOL_IAL_Bengali_UOLSE_Tot,FOL_IAL_Bengali_NS,FOL_IAL_Bengali_Tot,FOL_IAL_Guj_SEO,FOL_IAL_Guj_UOLSE_VWorW,FOL_IAL_Guj_UOLSE_NWorNAA,FOL_IAL_Guj_UOLSE_Tot,FOL_IAL_Guj_NS,FOL_IAL_Guj_Tot,FOL_IAL_Hindi_SEO,FOL_IAL_Hindi_UOLSE_VWorW,FOL_IAL_Hindi_UOLSE_NWorNAA,FOL_IAL_Hindi_UOLSE_Tot,FOL_IAL_Hindi_NS,FOL_IAL_Hindi_Tot,FOL_IAL_Nepali_SEO,FOL_IAL_Nepali_UOLSE_VWorW,FOL_IAL_Nepali_UOLSE_NWorNAA,FOL_IAL_Nepali_UOLSE_Tot,FOL_IAL_Nepali_NS,FOL_IAL_Nepali_Tot,FOL_IAL_Punjabi_SEO,FOL_IAL_Punjabi_UOLSE_VWorW,FOL_IAL_Punjabi_UOLSE_NWorNAA,FOL_IAL_Punjabi_UOLSE_Tot,FOL_IAL_Punjabi_NS,FOL_IAL_Punjabi_Tot,FOL_IAL_Sinhal_SEO,FOL_IAL_Sinhal_UOLSE_VWorW,FOL_IAL_Sinhal_UOLSE_NWorNAA,FOL_IAL_Sinhal_UOLSE_Tot,FOL_IAL_Sinhal_NS,FOL_IAL_Sinhal_Tot,FOL_IAL_Urdu_SEO,FOL_IAL_Urdu_UOLSE_VWorW,FOL_IAL_Urdu_UOLSE_NWorNAA,FOL_IAL_Urdu_UOLSE_Tot,FOL_IAL_Urdu_NS,FOL_IAL_Urdu_Tot,FOL_IAL_Oth_SEO,FOL_IAL_Oth_UOLSE_VWorW,FOL_IAL_Oth_UOLSE_NWorNAA,FOL_IAL_Oth_UOLSE_Tot
LGA12350,0,7,0,7,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,12,0,12,0,12,..,3,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,4,0,3,0,3,..,80,14,94,5,97,..,205,34,235,4,239,..,20,4,23,497,521,5555,221,34,256,502,6316,5681,..,..,..,..,5681,..,3,0,3,0,6,..,3,0,7,0,7,..,18,0,15,0,15,..,3,0,3,0,3,..,10,7,12,0,12,..,0,0,0,0,0,..,8,7,19,0,19,..,0,0,0,0,0,..,3,0,3,0,3,..,7,0,7,0,7,..,12,3,13,0,13,..,0,3,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,3,0,9,5,9,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA12380,16,506,3,511,..,309,23,328,4,333,..,960,26,990,3,992,..,180,33,213,0,213,..,1942,95,2038,12,2054,..,617,117,738,9,738,..,3686,382,4070,48,4121,..,126,94,215,0,216,..,2544,721,3263,36,3299,..,1297,413,1708,8,1722,..,9206,2038,11249,194,11448,..,62126,16067,78197,719,78916,..,942,336,1277,8927,10199,32384,63070,16404,79470,9642,121502,30350,..,..,..,..,30350,..,19,0,19,0,19,..,13697,2831,16525,104,16636,..,17,0,17,0,17,..,2868,2087,4955,15,4970,..,3515,3700,7222,70,7295,..,280,216,498,0,502,..,6671,6001,12677,87,12763,..,634,136,765,3,767,..,123,9,133,5,131,..,62,4,66,0,66,..,612,189,802,5,808,..,693,69,764,9,769,..,1547,163,1707,13,1718,..,2397,151,2548,15,2563,..,4283,237,4518,30,4546,..,1025,117,1141,9,1150,..,181,7,191,0,190,..,2156,274,2431,29,2460,..,511,28,537
LGA12390,4,60,0,60,..,7,0,6,0,6,..,65,3,68,0,68,..,8,6,15,0,15,..,139,12,152,0,152,..,42,0,48,0,48,..,38,8,43,0,44,..,20,5,21,0,21,..,0,0,0,0,0,..,22,4,25,0,25,..,292,32,325,6,329,..,1857,180,2037,22,2067,..,91,12,97,3090,3187,21893,1947,193,2133,3111,27139,23296,..,..,..,..,23296,..,30,0,30,0,30,..,38,4,44,0,44,..,90,0,89,0,88,..,33,15,51,0,51,..,70,26,94,0,94,..,4,3,3,0,8,..,109,44,149,0,149,..,0,0,0,0,0,..,17,0,17,0,17,..,18,0,24,0,24,..,17,5,17,0,17,..,72,5,75,0,75,..,42,4,49,0,49,..,71,5,72,0,67,..,348,24,369,4,375,..,145,14,158,0,163,..,63,0,63,0,62,..,64,11,79,0,79,..,13,0,13
LGA12700,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,35,0,38,0,38,..,15,0,18,185,202,4517,53,5,54,185,4761,4511,..,..,..,..,4511,..,7,0,7,0,7,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,12,0,11,0,11,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA12730,0,3,0,3,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,0,0,0,..,13,0,13,0,13,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,3,0,5,0,5,..,0,0,0,0,0,..,13,3,19,6,22,..,89,11,103,8,108,..,9,0,5,392,404,3660,100,14,112,400,4170,3769,..,..,..,..,3769,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,9,3,11,0,11,..,6,0,11,0,11,..,0,0,0,0,0,..,16,8,26,0,26,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,9,..,6,0,4,0,4,..,6,0,9,0,9,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,0
LGA12750,0,9,0,9,..,6,0,6,0,6,..,11,0,11,0,8,..,0,0,0,0,0,..,27,0,28,0,30,..,45,7,46,0,46,..,0,0,0,0,0,..,6,3,15,0,15,..,6,0,6,0,6,..,15,0,21,0,25,..,129,16,138,0,148,..,649,76,726,20,742,..,42,3,48,1472,1513,17630,695,77,772,1483,19892,18311,..,..,..,..,18311,..,11,0,9,0,16,..,12,0,8,0,8,..,40,0,40,0,46,..,17,0,18,0,18,..,27,7,35,0,35,..,0,0,0,0,0,..,44,10,49,0,49,..,42,3,47,0,46,..,38,0,40,0,40,..,78,3,76,0,76,..,31,3,33,0,32,..,0,0,0,0,0,..,6,0,6,0,6,..,13,0,13,0,13,..,18,3,19,0,19,..,16,3,23,0,20,..,6,0,6,0,6,..,5,0,9,0,9,..,6,0,6
LGA12850,12,255,0,255,..,127,13,140,0,143,..,508,17,524,7,530,..,111,22,126,0,135,..,993,58,1048,18,1062,..,1825,423,2252,16,2261,..,55,5,59,0,59,..,274,165,444,4,442,..,431,94,528,0,528,..,13578,6852,20434,129,20558,..,11684,4535,16220,132,16352,..,49725,19894,69623,489,70109,..,912,358,1270,5799,7064,25690,50636,20252,70887,6286,102874,23065,..,..,..,..,23065,..,0,0,0,0,0,..,6509,2899,9411,63,9476,..,4,0,5,0,6,..,2166,1813,3978,33,4009,..,1175,1134,2315,16,2332,..,969,617,1583,10,1590,..,4311,3564,7877,52,7932,..,949,293,1244,4,1246,..,110,4,115,0,115,..,74,7,80,3,79,..,359,96,452,5,456,..,49,6,54,0,54,..,16,5,16,0,20,..,524,36,559,0,556,..,42,3,42,0,42,..,57,3,63,0,63,..,21,0,24,0,24,..,149,24,167,0,171,..,58,0,60
LGA12870,0,3,0,3,..,0,0,0,0,0,..,16,0,16,0,16,..,4,0,4,0,4,..,23,0,23,0,23,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,10,0,10,..,21,5,30,3,38,..,118,18,136,3,145,..,12,0,14,463,476,5805,129,16,151,468,6429,5877,..,..,..,..,5877,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,5,0,5,..,13,3,14,0,14,..,0,0,0,0,0,..,14,7,17,0,17,..,0,0,3,0,3,..,0,0,0,0,0,..,10,0,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA12900,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,4,0,4,..,5,0,5,0,5,..,3,0,3,0,3,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,74,10,86,4,87,..,4,0,4,374,376,4132,78,10,86,376,4597,4221,..,..,..,..,4221,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,3,5,8,0,8,..,0,3,4,0,4,..,0,0,0,0,0,..,5,4,10,0,10,..,0,0,0,0,0,..,6,0,6,0,6,..,5,3,7,0,7,..,5,0,5,0,5,..,4,0,4,0,4,..,5,0,5,0,5,..,0,0,0,0,0,..,9,0,9,0,9,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA12930,14,377,3,378,..,629,61,690,6,695,..,571,18,588,3,596,..,92,8,94,0,94,..,1658,94,1749,15,1768,..,726,89,821,7,826,..,126,0,128,4,131,..,199,50,240,0,246,..,90,11,108,4,111,..,429,83,514,6,518,..,1017,206,1224,64,1288,..,31930,6839,38769,329,39098,..,347,73,419,2974,3393,32531,32279,6911,39191,3302,75024,31571,..,..,..,..,31571,..,24,0,24,0,33,..,2478,325,2798,12,2818,..,20,0,19,0,19,..,4965,2554,7516,42,7554,..,6756,3528,10282,70,10357,..,256,156,409,0,409,..,11976,6235,18203,120,18319,..,574,75,652,5,656,..,123,10,134,0,141,..,116,0,118,4,120,..,3597,549,4142,21,4168,..,372,30,401,3,405,..,104,13,119,0,119,..,481,20,499,0,504,..,3577,148,3724,29,3754,..,87,5,98,0,98,..,76,0,82,0,80,..,125,12,132,0,131,..,102,9,105
LGA12950,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,5,..,22,3,26,0,27,..,3,0,3,253,256,1838,30,3,32,252,2122,1887,..,..,..,..,1887,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA13010,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,21,4,29,0,29,..,73,8,78,0,78,..,10,0,19,543,561,3772,85,8,95,543,4409,3949,..,..,..,..,3949,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,6,0,6,..,3,0,3,0,3,..,3,3,9,0,9,..,0,0,0,0,0,..,11,3,11,0,11,..,0,0,0,0,0,..,4,0,4,0,4,..,7,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,20,0,20,0,20,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA13310,0,19,0,19,..,14,0,14,0,14,..,22,0,25,0,25,..,13,0,13,0,13,..,69,4,71,0,73,..,27,5,27,0,27,..,5,0,3,0,3,..,13,4,11,0,13,..,6,0,11,0,11,..,15,4,13,0,18,..,149,30,177,0,178,..,858,138,991,16,1011,..,35,7,44,1463,1501,13630,892,144,1036,1476,16141,13882,..,..,..,..,13882,..,10,0,10,0,10,..,29,5,37,0,33,..,9,0,9,0,9,..,20,9,26,0,26,..,53,21,70,0,73,..,0,0,3,0,3,..,72,30,101,0,102,..,7,0,11,0,10,..,19,0,19,0,19,..,23,6,25,0,27,..,50,4,58,0,55,..,17,6,19,0,19,..,4,0,4,0,4,..,28,0,25,0,25,..,74,11,81,0,78,..,36,4,35,0,35,..,8,0,8,0,8,..,19,0,18,0,18,..,3,0,6
LGA13340,0,5,0,5,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,9,0,9,0,9,..,3,0,3,0,3,..,5,0,5,0,5,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,29,12,37,0,42,..,95,17,112,3,116,..,12,3,16,454,466,5078,110,14,123,456,5657,4934,..,..,..,..,4934,..,0,0,0,0,0,..,4,0,4,0,4,..,3,0,3,0,3,..,0,0,0,3,5,..,3,0,3,0,4,..,0,0,0,0,0,..,0,0,0,3,5,..,0,0,0,0,0,..,4,0,4,0,4,..,15,0,15,0,15,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA13450,3,61,0,61,..,4,0,5,0,5,..,77,3,87,0,87,..,80,38,122,0,125,..,225,49,273,0,272,..,48,11,63,0,63,..,23,0,23,0,23,..,6,0,7,0,7,..,30,23,55,0,54,..,8,0,8,0,8,..,383,77,462,11,472,..,2540,612,3151,36,3190,..,55,11,67,1046,1116,9290,2599,624,3220,1086,13591,9379,..,..,..,..,9379,..,38,3,38,0,37,..,16,3,16,0,16,..,8,0,8,0,8,..,22,12,31,0,31,..,83,72,154,0,154,..,0,0,0,0,0,..,100,84,183,0,183,..,0,0,0,0,0,..,12,0,11,0,11,..,14,0,16,0,16,..,9,0,12,0,12,..,24,0,29,0,29,..,271,169,439,4,443,..,27,15,41,0,41,..,12,0,12,0,12,..,352,107,464,6,467,..,8,0,8,0,8,..,37,0,44,0,44,..,8,5,13
LGA13550,0,11,0,7,..,4,0,4,0,4,..,17,0,19,0,19,..,5,0,5,0,5,..,33,0,32,0,34,..,7,0,7,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,3,0,3,..,39,8,50,3,51,..,178,28,204,5,211,..,9,0,9,550,564,5662,192,28,217,555,6438,5734,..,..,..,..,5734,..,14,0,18,0,18,..,0,0,0,0,0,..,12,0,13,0,13,..,3,3,7,0,7,..,12,5,14,0,14,..,0,0,0,0,0,..,16,3,22,0,22,..,0,0,0,0,0,..,5,0,5,0,6,..,10,0,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA13660,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,8,..,18,0,21,0,21,..,3,0,8,219,230,2201,20,6,25,221,2447,2218,..,..,..,..,2218,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,3,0,4,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,9,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA13800,0,31,0,37,..,4,0,3,0,3,..,37,0,37,0,37,..,8,0,8,0,8,..,77,6,88,0,85,..,87,6,90,0,91,..,18,0,13,0,18,..,24,4,33,0,33,..,14,0,19,0,19,..,19,4,22,0,22,..,528,57,588,7,601,..,2033,245,2274,23,2295,..,87,20,104,1459,1565,29601,2124,262,2381,1481,33461,29797,..,..,..,..,29797,..,30,0,30,0,30,..,107,11,116,0,116,..,28,0,28,0,28,..,66,52,118,0,122,..,96,31,125,8,131,..,5,6,5,0,5,..,163,80,254,10,255,..,58,8,64,0,67,..,34,0,42,0,42,..,80,3,79,0,82,..,44,12,57,0,58,..,11,0,11,0,11,..,15,0,18,0,21,..,67,0,68,0,70,..,60,0,57,0,57,..,153,15,165,0,165,..,14,0,20,0,20,..,25,0,25,0,25,..,7,0,8
LGA13850,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,4,..,0,0,0,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,12,0,12,..,36,5,45,3,48,..,9,0,6,172,181,1215,47,11,52,174,1448,1211,..,..,..,..,1211,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,5,0,5,..,0,0,0,0,0,..,0,5,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,6,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA13910,0,25,0,25,..,4,0,4,0,4,..,13,0,16,0,16,..,3,0,3,0,3,..,47,0,51,0,51,..,18,4,18,0,18,..,3,0,3,0,3,..,5,0,6,0,6,..,4,0,4,0,4,..,4,4,5,0,5,..,55,4,62,0,61,..,423,77,506,3,509,..,31,3,31,695,723,8232,456,82,536,699,9469,8609,..,..,..,..,8609,..,10,0,10,0,10,..,131,24,156,0,153,..,8,0,8,0,8,..,6,0,6,0,6,..,21,19,40,0,40,..,0,3,0,0,0,..,30,25,51,0,51,..,3,0,8,0,8,..,4,0,5,0,4,..,14,0,14,3,15,..,6,0,6,0,3,..,4,0,4,0,4,..,0,0,0,0,0,..,5,0,5,0,5,..,4,0,4,0,4,..,20,8,17,0,17,..,3,0,4,0,4,..,7,0,7,0,6,..,0,0,0
LGA14000,11,319,4,326,..,244,18,259,0,259,..,383,12,392,0,397,..,91,8,101,0,103,..,1027,43,1074,8,1083,..,563,40,601,10,609,..,794,11,806,5,812,..,137,36,171,0,171,..,62,7,66,0,66,..,244,49,286,4,295,..,1525,156,1682,56,1734,..,22391,2966,25364,258,25613,..,259,40,304,1897,2201,46541,22653,3008,25666,2150,74360,46409,..,..,..,..,46409,..,237,5,242,0,243,..,703,74,772,5,781,..,0,0,0,0,0,..,2643,686,3332,19,3347,..,5598,1844,7440,64,7508,..,222,52,278,0,282,..,8460,2587,11053,89,11138,..,79,0,77,0,81,..,186,5,191,0,195,..,257,7,264,4,271,..,176,15,188,0,188,..,239,9,245,3,246,..,210,16,220,0,227,..,1616,72,1688,8,1698,..,830,57,888,13,897,..,365,32,403,0,403,..,577,20,592,7,599,..,380,11,391,3,397,..,418,9,424
LGA14100,0,5,0,5,..,16,0,17,0,17,..,4,0,4,0,4,..,4,0,4,0,4,..,32,3,30,0,30,..,45,0,53,0,53,..,7,0,7,0,7,..,3,0,6,0,6,..,11,0,12,0,12,..,29,4,24,0,24,..,109,10,119,0,123,..,1078,152,1229,8,1236,..,14,0,18,338,353,5004,1094,151,1242,350,6597,5046,..,..,..,..,5046,..,6,0,6,0,6,..,75,0,77,0,77,..,0,0,0,0,0,..,138,42,184,5,185,..,192,76,259,0,264,..,9,5,11,0,11,..,338,118,458,3,465,..,20,0,20,0,20,..,22,0,25,0,25,..,20,0,22,0,22,..,114,14,125,0,130,..,12,0,12,0,12,..,5,0,5,0,5,..,31,0,31,0,31,..,7,0,10,0,10,..,10,0,10,0,10,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0
LGA14170,0,228,8,235,..,254,21,277,4,280,..,298,15,311,4,315,..,94,13,109,0,109,..,873,51,925,12,941,..,1132,120,1255,24,1275,..,168,7,178,5,179,..,325,112,435,6,439,..,263,43,309,6,311,..,1177,454,1633,10,1643,..,1431,177,1602,43,1642,..,18252,3514,21764,226,21991,..,343,61,402,3815,4220,62960,18589,3575,22166,4039,89169,64555,..,..,..,..,64555,..,53,0,53,0,55,..,930,210,1135,0,1143,..,62,0,61,0,61,..,1379,550,1933,13,1946,..,2355,901,3260,12,3273,..,153,64,218,0,221,..,3891,1521,5415,30,5442,..,232,30,260,0,264,..,489,12,501,4,505,..,405,10,415,7,419,..,1822,802,2619,20,2640,..,139,11,151,4,153,..,54,0,53,0,53,..,342,17,354,3,358,..,740,47,778,3,788,..,44,3,52,0,51,..,64,0,65,0,70,..,64,4,61,0,68,..,84,5,91
LGA14220,0,27,0,27,..,0,0,0,0,0,..,28,0,28,0,29,..,4,0,9,0,12,..,51,0,53,4,58,..,3,0,5,0,5,..,0,0,0,0,0,..,5,4,9,0,9,..,0,0,0,0,0,..,14,4,20,0,20,..,89,7,91,7,96,..,274,53,331,13,347,..,25,0,22,824,846,7589,303,57,359,837,8780,7922,..,..,..,..,7922,..,3,0,3,0,3,..,7,0,7,0,7,..,10,0,10,0,10,..,4,0,6,0,6,..,14,6,19,0,24,..,0,0,0,0,0,..,22,5,28,0,28,..,0,0,0,0,0,..,5,0,5,0,5,..,10,0,10,0,14,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,9,0,9,0,9,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
