LGA_CODE_2021,M_Iraq_0_4,M_Iraq_5_14,M_Iraq_15_24,M_Iraq_25_44,M_Iraq_45_54,M_Iraq_55_64,M_Iraq_65_74,M_Iraq_75_84,M_Iraq_85ov,M_Iraq_Tot,M_Ireland_0_4,M_Ireland_5_14,M_Ireland_15_24,M_Ireland_25_44,M_Ireland_45_54,M_Ireland_55_64,M_Ireland_65_74,M_Ireland_75_84,M_Ireland_85ov,M_Ireland_Tot,M_Italy_0_4,M_Italy_5_14,M_Italy_15_24,M_Italy_25_44,M_Italy_45_54,M_Italy_55_64,M_Italy_65_74,M_Italy_75_84,M_Italy_85ov,M_Italy_Tot,M_Japan_0_4,M_Japan_5_14,M_Japan_15_24,M_Japan_25_44,M_Japan_45_54,M_Japan_55_64,M_Japan_65_74,M_Japan_75_84,M_Japan_85ov,M_Japan_Tot,M_Korea_South_0_4,M_Korea_South_5_14,M_Korea_South_15_24,M_Korea_South_25_44,M_Korea_South_45_54,M_Korea_South_55_64,M_Korea_South_65_74,M_Korea_South_75_84,M_Korea_South_85ov,M_Korea_South_Tot,M_Lebanon_0_4,M_Lebanon_5_14,M_Lebanon_15_24,M_Lebanon_25_44,M_Lebanon_45_54,M_Lebanon_55_64,M_Lebanon_65_74,M_Lebanon_75_84,M_Lebanon_85ov,M_Lebanon_Tot,M_Malaysia_0_4,M_Malaysia_5_14,M_Malaysia_15_24,M_Malaysia_25_44,M_Malaysia_45_54,M_Malaysia_55_64,M_Malaysia_65_74,M_Malaysia_75_84,M_Malaysia_85ov,M_Malaysia_Tot,M_Malta_0_4,M_Malta_5_14,M_Malta_15_24,M_Malta_25_44,M_Malta_45_54,M_Malta_55_64,M_Malta_65_74,M_Malta_75_84,M_Malta_85ov,M_Malta_Tot,M_Mauritius_0_4,M_Mauritius_5_14,M_Mauritius_15_24,M_Mauritius_25_44,M_Mauritius_45_54,M_Mauritius_55_64,M_Mauritius_65_74,M_Mauritius_75_84,M_Mauritius_85ov,M_Mauritius_Tot,M_Myanmar_0_4,M_Myanmar_5_14,M_Myanmar_15_24,M_Myanmar_25_44,M_Myanmar_45_54,M_Myanmar_55_64,M_Myanmar_65_74,M_Myanmar_75_84,M_Myanmar_85ov,M_Myanmar_Tot,M_Nepal_0_4,M_Nepal_5_14,M_Nepal_15_24,M_Nepal_25_44,M_Nepal_45_54,M_Nepal_55_64,M_Nepal_65_74,M_Nepal_75_84,M_Nepal_85ov,M_Nepal_Tot,M_Netherlands_0_4,M_Netherlands_5_14,M_Netherlands_15_24,M_Netherlands_25_44,M_Netherlands_45_54,M_Netherlands_55_64,M_Netherlands_65_74,M_Netherlands_75_84,M_Netherlands_85ov,M_Netherlands_Tot,M_New_Zealand_0_4,M_New_Zealand_5_14,M_New_Zealand_15_24,M_New_Zealand_25_44,M_New_Zealand_45_54,M_New_Zealand_55_64,M_New_Zealand_65_74,M_New_Zealand_75_84,M_New_Zealand_85ov,M_New_Zealand_Tot,M_North_Macedonia_0_4,M_North_Macedonia_5_14,M_North_Macedonia_15_24,M_North_Macedonia_25_44,M_North_Macedonia_45_54,M_North_Macedonia_55_64,M_North_Macedonia_65_74,M_North_Macedonia_75_84,M_North_Macedonia_85ov,M_North_Macedonia_Tot,M_Pakistan_0_4,M_Pakistan_5_14,M_Pakistan_15_24,M_Pakistan_25_44,M_Pakistan_45_54,M_Pakistan_55_64,M_Pakistan_65_74,M_Pakistan_75_84,M_Pakistan_85ov,M_Pakistan_Tot,M_PNG_0_4,M_PNG_5_14,M_PNG_15_24,M_PNG_25_44,M_PNG_45_54,M_PNG_55_64,M_PNG_65_74,M_PNG_75_84,M_PNG_85ov,M_PNG_Tot,M_Philippines_0_4,M_Philippines_5_14,M_Philippines_15_24,M_Philippines_25_44,M_Philippines_45_54,M_Philippines_55_64,M_Philippines_65_74,M_Philippines_75_84,M_Philippines_85ov,M_Philippines_Tot,M_Poland_0_4,M_Poland_5_14,M_Poland_15_24,M_Poland_25_44,M_Poland_45_54,M_Poland_55_64,M_Poland_65_74,M_Poland_75_84,M_Poland_85ov,M_Poland_Tot,M_Samoa_0_4,M_Samoa_5_14,M_Samoa_15_24,M_Samoa_25_44,M_Samoa_45_54,M_Samoa_55_64,M_Samoa_65_74,M_Samoa_75_84,M_Samoa_85ov,M_Samoa_Tot,M_Scotland_0_4,M_Scotland_5_14,M_Scotland_15_24,M_Scotland_25_44,M_Scotland_45_54,M_Scotland_55_64,M_Scotland_65_74,M_Scotland_75_84,M_Scotland_85ov,M_Scotland_Tot
LGA13800,0,0,0,0,4,0,5,0,0,11,0,3,3,49,18,23,19,14,0,135,0,0,0,4,13,20,43,27,15,120,0,0,0,4,4,0,0,0,0,9,0,0,4,5,7,4,0,0,0,26,0,0,0,15,18,22,7,5,0,66,0,0,0,9,14,10,0,3,0,36,0,0,0,12,11,56,117,60,15,281,0,0,0,8,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,8,45,0,0,0,0,0,54,0,0,3,4,5,23,43,28,8,119,0,12,20,97,90,94,47,22,5,384,0,0,0,4,9,18,10,7,5,44,0,0,4,16,0,3,0,0,0,28,0,0,0,0,7,6,4,0,0,9,0,4,5,48,18,7,8,4,0,95,0,0,0,8,0,5,3,0,0,21,0,0,0,10,5,0,0,0,0,13,0,0,9,5,19,39,41,23,3,135
LGA13850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,5,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,3,6,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
LGA13910,0,0,0,4,0,0,0,0,0,5,0,0,0,6,0,4,0,0,0,9,0,0,0,0,0,4,0,4,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,10,11,6,4,0,49,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,6,0,3,6,9,0,16,0,0,0,19,9,15,23,9,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,7,3,0,0,0,12,0,11,7,15,11,0,0,0,0,46,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,5,0,0,16
LGA14000,0,0,0,11,7,5,7,3,0,39,0,16,9,60,56,44,29,24,4,237,0,4,4,26,26,57,107,91,55,361,3,21,20,34,36,20,11,7,0,166,5,87,144,403,322,167,107,60,4,1300,0,0,4,46,47,79,60,61,16,319,4,43,75,225,159,143,172,81,9,912,0,0,0,0,4,11,12,13,3,44,0,0,3,18,13,17,7,0,0,58,0,0,10,18,17,11,12,0,3,77,0,10,185,572,65,7,6,5,0,851,0,9,15,16,40,27,24,42,18,189,6,57,91,223,244,200,118,63,20,1026,0,0,0,0,0,4,4,0,0,8,0,38,35,158,52,31,17,4,4,341,0,0,4,10,20,20,8,0,0,63,12,57,68,406,160,101,73,17,0,895,0,0,0,37,31,33,63,18,4,194,0,0,0,7,5,0,0,0,0,20,0,13,15,41,61,61,55,53,17,309
LGA14100,0,0,0,4,4,3,0,0,0,11,0,4,4,0,15,6,4,3,0,39,0,0,0,7,4,13,23,18,9,77,0,0,0,4,0,3,4,0,0,9,0,0,0,4,6,6,7,9,0,30,0,0,0,3,12,4,8,6,0,37,0,0,0,5,10,9,13,9,0,47,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,3,0,7,0,0,3,7,0,0,0,0,0,12,0,0,3,4,4,0,5,4,0,16,0,9,5,23,22,31,23,12,3,120,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,9,0,0,0,6,4,0,0,4,0,21,0,3,0,7,3,4,4,0,4,26,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,7,4,4,35
LGA14170,0,3,0,23,10,16,4,3,0,56,5,9,15,383,174,101,53,23,7,768,3,12,22,263,106,151,250,320,243,1371,0,9,14,76,46,24,11,0,0,180,0,8,19,123,53,25,18,19,13,281,0,9,0,67,75,87,117,94,34,483,0,9,44,261,88,67,63,17,0,554,0,0,0,3,11,15,23,29,18,100,0,0,5,27,14,21,9,3,4,75,0,0,3,21,3,13,7,9,3,59,0,15,409,696,46,3,6,0,0,1179,0,7,10,60,35,17,25,17,7,176,9,31,78,727,475,371,210,51,14,1972,0,0,0,26,17,22,42,29,15,158,0,4,13,71,7,13,4,0,0,115,0,0,0,14,28,13,7,0,0,63,3,33,61,415,134,75,79,21,0,833,0,0,0,59,25,35,35,11,6,173,0,0,0,3,4,5,4,4,0,22,0,4,16,154,131,102,68,36,3,508
LGA14220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,4,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,3,0,4,0,4,0,10,11,12,18,5,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,11,15,19,16,3,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,8,0,0,0,0,3,6,5,0,3,15
LGA14300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,4,4,0,0,0,0,4,0,0,0,18,3,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,17,4,5,3,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,9,0,0,0,4,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,4,0,0,0,0,0,0,4,0,0,4
LGA14350,0,0,0,5,0,0,0,0,0,11,0,0,0,0,4,0,0,0,0,10,0,0,0,0,0,0,4,3,5,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,3,0,13,0,0,0,3,0,9,3,0,0,13,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,8,0,0,0,0,0,3,14,8,5,29,0,0,7,27,23,45,23,9,6,143,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,5,9,0,0,8,0,6,12,13,7,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,5,14,3,4,29
LGA14400,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,8,3,8,0,43,0,0,0,0,0,15,16,8,0,41,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,4,3,0,0,11,0,0,0,0,0,5,8,4,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,5,0,10,10,0,28,0,11,5,36,36,33,18,9,0,151,0,0,0,0,4,0,8,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,0,0,0,6,4,0,4,0,0,11,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,23,15,3,70
LGA14500,0,0,0,4,3,4,4,3,0,16,0,12,20,52,49,46,28,13,5,226,0,3,8,24,15,26,57,51,24,214,11,45,33,64,52,35,28,12,0,284,3,90,118,329,277,150,103,53,14,1135,0,5,0,12,18,22,21,6,7,83,0,19,40,168,148,121,100,81,16,698,0,0,0,3,0,0,4,0,0,10,0,0,0,4,3,8,3,6,4,29,0,0,0,9,4,5,6,5,0,32,0,0,9,44,5,3,0,0,0,64,0,15,17,14,29,24,24,20,13,146,0,40,117,162,207,219,117,89,40,997,0,0,0,5,9,4,0,0,0,11,0,6,5,47,14,7,7,5,0,91,0,0,0,3,47,40,23,16,0,128,0,19,20,99,48,22,20,11,3,240,0,3,5,26,17,21,29,8,6,117,0,0,0,0,0,0,0,0,0,5,0,14,10,28,52,62,35,34,21,253
LGA14550,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,6,0,5,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,8,0,0,0,11,8,28,28,6,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,6,0,0,8,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,11
LGA14600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,4,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,8,12,4,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
LGA14650,3,8,0,15,4,3,3,0,0,27,0,18,15,54,31,27,36,23,3,207,0,3,5,14,12,27,59,63,31,219,0,6,3,7,0,0,3,0,0,29,0,4,12,52,12,5,0,7,0,98,0,0,0,5,3,6,6,0,0,33,0,0,11,42,24,38,32,10,3,165,0,0,0,0,0,10,35,24,9,75,0,0,0,4,0,7,7,3,0,31,0,0,0,4,0,5,0,0,0,10,0,0,17,98,7,0,0,0,0,119,0,4,6,14,17,25,98,66,32,258,4,61,79,301,259,267,207,116,27,1328,0,0,0,3,9,19,45,27,7,111,0,6,8,54,7,0,5,0,0,77,0,3,3,14,23,19,7,0,0,78,8,22,31,104,30,12,7,0,0,222,0,0,0,12,7,18,22,9,3,78,0,0,4,17,13,10,6,3,0,61,0,11,12,41,57,91,117,86,28,438
LGA14700,0,0,4,6,0,0,3,0,0,12,0,4,9,49,37,10,14,10,0,125,0,4,0,43,10,14,13,21,6,111,5,17,6,56,28,16,6,3,0,140,4,13,6,84,18,12,9,10,0,141,0,0,0,10,12,7,10,3,0,39,0,0,18,97,27,30,33,10,4,219,0,0,0,0,0,0,0,4,0,7,0,0,0,4,3,4,0,0,0,9,0,0,0,0,3,0,0,0,0,5,0,0,41,82,6,0,0,0,0,134,0,3,0,16,12,4,4,9,11,56,0,11,25,141,91,60,50,23,0,408,0,5,0,5,0,4,0,4,0,17,3,4,3,34,3,0,0,0,0,51,0,0,0,0,7,0,0,3,0,21,3,22,14,132,27,13,16,0,0,222,5,3,0,42,9,8,16,4,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,23,21,14,16,9,0,82
LGA14750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,25,29,13,83,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,3,28,4,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,15,10,10,10,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,13,11,36,9,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,13,0,0,0,0,0,0,0,4,4,8
LGA14850,0,0,0,0,0,0,0,0,0,5,0,0,0,3,6,3,0,0,0,20,0,0,0,8,3,8,17,18,19,75,0,0,4,10,0,6,0,0,0,16,0,0,5,3,0,3,0,0,0,17,0,0,0,0,0,0,0,0,0,4,0,0,4,10,7,7,0,0,0,29,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6,14,0,0,0,0,0,24,0,0,3,0,8,9,10,6,5,54,0,7,9,59,60,80,51,8,0,272,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,3,0,0,11,0,0,0,7,9,5,0,0,0,20,0,7,4,21,0,3,0,0,0,38,0,0,0,0,0,3,5,0,0,8,0,0,0,5,0,0,0,0,0,5,0,0,5,4,7,10,11,10,0,51
LGA14870,0,0,0,0,0,0,0,0,0,4,0,0,0,3,5,4,8,5,0,22,0,0,0,4,0,3,14,4,0,33,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,5,6,0,3,0,0,14,0,0,6,6,3,7,0,0,0,23,0,0,0,0,0,0,6,3,0,13,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,11,0,0,0,0,3,4,14,6,0,29,0,4,9,16,11,24,31,7,0,103,0,0,0,0,0,0,0,3,0,3,0,0,0,6,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,4,0,0,8,14,3,3,0,0,0,32,0,0,0,0,0,0,7,6,0,15,0,0,0,3,0,0,0,0,0,0,0,0,0,6,4,11,16,21,3,51
LGA14900,16,523,888,2750,1227,956,512,204,59,7134,0,19,5,50,18,26,22,11,6,144,0,8,11,76,102,196,322,342,199,1256,0,5,8,10,3,0,0,4,0,32,0,0,6,46,32,11,8,9,5,119,8,68,91,868,627,499,329,131,22,2635,3,16,31,120,31,51,38,14,0,312,0,0,0,3,15,46,124,92,16,295,0,0,9,46,20,41,36,35,5,196,0,0,3,45,12,19,12,0,0,91,0,16,106,646,88,22,6,0,0,890,0,0,0,10,3,12,17,5,8,53,18,206,371,729,254,181,92,17,5,1877,0,4,15,146,138,126,145,57,4,637,12,115,155,543,214,122,41,5,0,1215,0,0,3,8,7,0,0,0,0,24,4,58,129,721,316,411,234,48,13,1929,0,7,7,55,38,75,94,23,7,305,0,40,58,176,121,172,67,15,0,646,0,0,0,15,16,46,40,19,8,156
LGA14920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,7,0,0,7,0,0,0,4,3,6,10,0,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA14950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8
LGA15050,0,0,0,7,5,3,0,0,0,12,0,8,0,15,8,3,3,4,6,53,0,0,0,8,7,6,13,9,6,48,5,0,0,5,0,0,0,0,0,9,0,0,4,30,6,0,3,0,0,50,0,0,0,4,0,5,0,0,0,6,0,0,3,27,11,8,0,0,0,54,0,0,0,0,0,3,10,5,0,16,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,14,30,0,0,0,0,0,43,0,4,0,6,0,7,15,15,7,54,0,22,44,155,100,90,52,32,3,498,0,0,0,0,0,0,0,0,0,5,0,10,13,33,10,12,6,0,0,73,0,0,0,4,5,4,0,0,0,14,5,21,30,74,23,10,7,0,0,160,0,0,0,7,4,0,5,3,5,24,0,0,0,9,6,3,0,0,0,21,0,3,6,19,20,33,26,26,5,143
LGA15240,0,0,0,10,0,6,0,0,0,13,0,0,0,15,5,5,23,25,10,78,0,0,0,4,4,12,42,24,9,94,0,0,0,3,0,0,3,0,0,7,0,0,0,11,0,0,0,0,0,16,0,0,0,3,6,0,7,3,0,14,0,0,5,10,4,8,7,4,0,31,0,0,0,0,0,12,32,18,3,54,0,0,0,0,0,5,8,0,0,10,0,0,0,0,4,0,0,0,0,5,0,0,7,53,0,0,0,0,0,63,0,0,0,0,3,19,66,64,17,176,0,11,10,58,92,117,152,65,10,506,0,0,0,0,0,6,0,0,0,9,0,0,3,14,0,0,0,0,0,21,0,0,0,3,5,3,6,0,0,23,6,12,6,62,10,6,5,3,0,105,0,0,0,0,0,8,17,3,5,29,0,0,0,0,0,0,0,0,0,0,0,0,4,10,11,32,70,43,15,175
LGA15270,0,0,0,0,3,0,0,0,0,3,0,0,0,7,7,3,3,0,0,16,0,0,0,0,0,4,10,5,0,13,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,0,3,0,0,0,8,0,0,0,0,0,0,7,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,24,0,0,0,0,0,8,13,6,3,27,0,5,0,28,26,32,23,10,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,8,14,4,4,0,0,0,34,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,6,11,0,0,23
LGA15300,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,5,0,0,3,0,4,0,9,3,12,8,0,3,41,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,3,0,5,3,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7
LGA15350,0,0,0,0,0,0,0,0,0,4,0,4,3,33,13,22,7,4,0,80,0,4,0,28,11,10,15,6,9,88,0,8,6,9,9,11,0,0,0,45,0,0,0,10,9,6,3,0,0,29,0,0,0,5,4,5,0,0,0,10,0,0,6,17,11,11,13,6,3,63,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,34,0,0,0,0,0,46,0,0,4,15,12,5,12,9,0,58,0,19,13,53,71,75,40,30,11,313,0,0,0,5,3,4,0,0,0,10,0,0,0,7,0,3,0,0,0,8,0,0,0,5,8,3,0,0,5,18,0,5,3,26,12,5,12,7,0,65,0,0,0,21,5,6,6,3,0,45,0,0,0,0,0,0,0,0,0,0,0,4,5,22,26,24,21,16,4,115
LGA15520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,5,0,0,0,0,24,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,9,12,0,21,0,0,0,10,5,10,11,6,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,6,15,3,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,0,19
LGA15560,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,3,5,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
