LGA_CODE_2021,NegNil_Inc_BE_WFT,NegNil_Inc_BE_WPT,NegNil_Inc_BE_BAW,NegNil_Inc_1EFT_OthPT,NegNil_Inc_1EFT_OthAW,NegNil_Inc_1EFT_OthNW,NegNil_Inc_1EPT_OthAW,NegNil_Inc_1EPT_OthNW,NegNil_Inc_1AW_OthNW,NegNil_Inc_BNW,NegNil_Inc_LFsta_NS,NegNil_Inc_Tot,I_1_149_BE_WFT,I_1_149_BE_WPT,I_1_149_BE_BAW,I_1_149_1EFT_OthPT,I_1_149_1EFT_OthAW,I_1_149_1EFT_OthNW,I_1_149_1EPT_OthAW,I_1_149_1EPT_OthNW,I_1_149_1AW_OthNW,I_1_149_BNW,I_1_149_LFsta_NS,I_1_149_Tot,I_150_299_BE_WFT,I_150_299_BE_WPT,I_150_299_BE_BAW,I_150_299_1EFT_OthPT,I_150_299_1EFT_OthAW,I_150_299_1EFT_OthNW,I_150_299_1EPT_OthAW,I_150_299_1EPT_OthNW,I_150_299_1AW_OthNW,I_150_299_BNW,I_150_299_LFsta_NS,I_150_299_Tot,I_300_399_BE_WFT,I_300_399_BE_WPT,I_300_399_BE_BAW,I_300_399_1EFT_OthPT,I_300_399_1EFT_OthAW,I_300_399_1EFT_OthNW,I_300_399_1EPT_OthAW,I_300_399_1EPT_OthNW,I_300_399_1AW_OthNW,I_300_399_BNW,I_300_399_LFsta_NS,I_300_399_Tot,I_400_499_BE_WFT,I_400_499_BE_WPT,I_400_499_BE_BAW,I_400_499_1EFT_OthPT,I_400_499_1EFT_OthAW,I_400_499_1EFT_OthNW,I_400_499_1EPT_OthAW,I_400_499_1EPT_OthNW,I_400_499_1AW_OthNW,I_400_499_BNW,I_400_499_LFsta_NS,I_400_499_Tot,I_500_649_BE_WFT,I_500_649_BE_WPT,I_500_649_BE_BAW,I_500_649_1EFT_OthPT,I_500_649_1EFT_OthAW,I_500_649_1EFT_OthNW,I_500_649_1EPT_OthAW,I_500_649_1EPT_OthNW,I_500_649_1AW_OthNW,I_500_649_BNW,I_500_649_LFsta_NS,I_500_649_Tot,I_650_799_BE_WFT,I_650_799_BE_WPT,I_650_799_BE_BAW,I_650_799_1EFT_OthPT,I_650_799_1EFT_OthAW,I_650_799_1EFT_OthNW,I_650_799_1EPT_OthAW,I_650_799_1EPT_OthNW,I_650_799_1AW_OthNW,I_650_799_BNW,I_650_799_LFsta_NS,I_650_799_Tot,I_800_999_BE_WFT,I_800_999_BE_WPT,I_800_999_BE_BAW,I_800_999_1EFT_OthPT,I_800_999_1EFT_OthAW,I_800_999_1EFT_OthNW,I_800_999_1EPT_OthAW,I_800_999_1EPT_OthNW,I_800_999_1AW_OthNW,I_800_999_BNW,I_800_999_LFsta_NS,I_800_999_Tot,I_1000_1249_BE_WFT,I_1000_1249_BE_WPT,I_1000_1249_BE_BAW,I_1000_1249_1EFT_OthPT,I_1000_1249_1EFT_OthAW,I_1000_1249_1EFT_OthNW,I_1000_1249_1EPT_OthAW,I_1000_1249_1EPT_OthNW,I_1000_1249_1AW_OthNW,I_1000_1249_BNW,I_1000_1249_LFsta_NS,I_1000_1249_Tot,I_1250_1499_BE_WFT,I_1250_1499_BE_WPT,I_1250_1499_BE_BAW,I_1250_1499_1EFT_OthPT,I_1250_1499_1EFT_OthAW,I_1250_1499_1EFT_OthNW,I_1250_1499_1EPT_OthAW,I_1250_1499_1EPT_OthNW,I_1250_1499_1AW_OthNW,I_1250_1499_BNW,I_1250_1499_LFsta_NS,I_1250_1499_Tot,I_1500_1749_BE_WFT,I_1500_1749_BE_WPT,I_1500_1749_BE_BAW,I_1500_1749_1EFT_OthPT,I_1500_1749_1EFT_OthAW,I_1500_1749_1EFT_OthNW,I_1500_1749_1EPT_OthAW,I_1500_1749_1EPT_OthNW,I_1500_1749_1AW_OthNW,I_1500_1749_BNW,I_1500_1749_LFsta_NS,I_1500_1749_Tot,I_1750_1999_BE_WFT,I_1750_1999_BE_WPT,I_1750_1999_BE_BAW,I_1750_1999_1EFT_OthPT,I_1750_1999_1EFT_OthAW,I_1750_1999_1EFT_OthNW,I_1750_1999_1EPT_OthAW,I_1750_1999_1EPT_OthNW,I_1750_1999_1AW_OthNW,I_1750_1999_BNW,I_1750_1999_LFsta_NS,I_1750_1999_Tot,I_2000_2499_BE_WFT,I_2000_2499_BE_WPT,I_2000_2499_BE_BAW,I_2000_2499_1EFT_OthPT,I_2000_2499_1EFT_OthAW,I_2000_2499_1EFT_OthNW,I_2000_2499_1EPT_OthAW,I_2000_2499_1EPT_OthNW,I_2000_2499_1AW_OthNW,I_2000_2499_BNW,I_2000_2499_LFsta_NS,I_2000_2499_Tot,I_2500_2999_BE_WFT,I_2500_2999_BE_WPT,I_2500_2999_BE_BAW,I_2500_2999_1EFT_OthPT,I_2500_2999_1EFT_OthAW,I_2500_2999_1EFT_OthNW,I_2500_2999_1EPT_OthAW,I_2500_2999_1EPT_OthNW,I_2500_2999_1AW_OthNW,I_2500_2999_BNW,I_2500_2999_LFsta_NS,I_2500_2999_Tot,I_3000_3499_BE_WFT,I_3000_3499_BE_WPT,I_3000_3499_BE_BAW,I_3000_3499_1EFT_OthPT,I_3000_3499_1EFT_OthAW,I_3000_3499_1EFT_OthNW,I_3000_3499_1EPT_OthAW,I_3000_3499_1EPT_OthNW,I_3000_3499_1AW_OthNW,I_3000_3499_BNW,I_3000_3499_LFsta_NS,I_3000_3499_Tot,I_3500_3999_BE_WFT,I_3500_3999_BE_WPT,I_3500_3999_BE_BAW,I_3500_3999_1EFT_OthPT,I_3500_3999_1EFT_OthAW,I_3500_3999_1EFT_OthNW,I_3500_3999_1EPT_OthAW,I_3500_3999_1EPT_OthNW,I_3500_3999_1AW_OthNW,I_3500_3999_BNW,I_3500_3999_LFsta_NS,I_3500_3999_Tot,I_4000more_BE_WFT,I_4000more_BE_WPT,I_4000more_BE_BAW,I_4000more_1EFT_OthPT,I_4000more_1EFT_OthAW,I_4000more_1EFT_OthNW,I_4000more_1EPT_OthAW,I_4000more_1EPT_OthNW
LGA10800,0,0,0,0,0,0,0,0,0,12,0,13,0,0,0,0,0,0,0,0,0,9,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,25,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,4,0,0,0,85,0,96,4,0,0,6,0,0,0,12,0,22,0,53,7,7,0,3,0,7,0,5,0,21,0,54,9,0,0,9,0,6,0,5,5,29,0,59,4,4,0,18,0,7,0,4,0,5,0,33,11,3,0,8,0,3,0,3,0,11,0,43,26,5,0,27,0,9,0,0,0,10,0,81,25,0,0,14,0,0,0,3,0,3,0,52,12,3,0,15,0,0,0,0,0,0,0,36,10,0,0,0,0,0,0,0,0,0,0,16,15,0,0,9,0,0,0,5
LGA10850,3,0,0,0,0,0,0,0,0,9,0,14,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,9,0,7,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,10,0,12,0,0,0,0,0,0,0,4,0,11,0,12,3,0,0,0,0,5,0,10,0,74,0,96,0,0,0,0,0,9,0,12,4,34,0,69,3,6,0,5,0,19,0,5,0,29,0,67,13,8,0,17,0,17,5,8,3,29,0,93,8,5,0,15,0,10,0,5,0,5,0,39,16,0,0,13,0,3,0,3,6,5,0,54,36,10,0,14,5,11,0,8,0,4,0,94,37,3,0,19,0,5,0,0,5,0,0,73,22,3,0,10,0,0,0,0,0,4,0,48,20,5,0,11,0,0,0,0,0,0,0,34,26,6,0,14,0,3,0,0
LGA10900,0,0,0,0,0,0,0,0,6,102,3,113,0,0,0,0,0,0,0,0,0,55,0,62,0,3,0,0,0,0,0,0,5,35,0,49,0,0,0,0,0,0,0,3,4,25,0,35,0,9,0,0,0,0,0,16,5,173,0,206,0,4,0,0,0,7,0,36,9,90,0,146,4,14,4,6,0,14,3,58,15,672,10,800,0,22,4,7,0,24,3,96,22,458,0,640,0,54,6,20,4,37,20,103,38,578,0,867,17,74,7,43,11,79,31,116,25,562,4,976,24,43,6,54,13,80,20,89,22,225,0,570,38,53,9,90,23,77,20,63,17,168,0,555,147,96,21,238,52,189,35,106,19,229,0,1140,219,62,6,210,53,83,29,62,16,108,0,839,229,29,9,158,46,85,10,39,7,48,0,667,187,12,0,69,25,27,9,14,3,39,0,377,460,41,4,183,36,142,15,32
LGA10950,3,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,12,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,18,0,24,0,0,0,0,0,0,0,3,0,11,0,20,4,0,0,4,0,3,0,3,0,0,0,18,4,0,0,3,0,0,0,0,0,5,0,14,0,0,0,7,0,0,0,3,0,4,0,14,5,0,0,11,0,4,0,0,0,0,0,18,14,4,0,6,0,3,0,0,0,3,0,30,12,0,0,6,0,0,0,0,0,0,0,24,7,0,0,5,0,0,0,0,0,0,0,18,9,0,0,0,0,0,0,0,0,0,0,7,15,0,0,5,0,0,0,0
LGA11150,3,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,16,0,21,0,0,0,0,0,0,0,0,0,7,0,7,3,0,0,0,0,0,0,0,0,5,0,10,3,0,0,3,0,0,0,0,0,8,0,20,0,0,0,3,0,7,0,0,0,0,0,10,6,0,0,0,0,0,0,0,0,0,0,16,16,0,0,7,0,5,0,0,0,0,0,24,4,0,3,0,0,0,0,0,0,0,0,14,4,0,0,3,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0
LGA11200,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,10,0,0,0,0,0,0,0,4,0,5,0,7,3,0,0,0,0,4,0,0,0,4,0,7,0,0,0,0,0,3,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,14,9,0,0,0,0,0,0,0,0,0,0,12,5,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0
LGA11250,0,0,0,0,0,0,0,0,0,33,0,33,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,4,0,45,0,56,0,0,0,0,0,3,0,6,0,27,0,42,0,4,0,0,0,5,0,13,0,256,3,287,0,8,0,0,0,7,0,24,5,116,0,166,4,12,0,11,3,26,0,27,6,85,0,175,14,8,0,18,5,19,5,18,3,69,3,166,5,3,0,17,3,30,0,7,3,7,0,84,19,7,0,24,3,24,0,9,0,18,0,105,66,7,0,44,9,33,3,8,3,12,0,189,71,0,0,41,10,19,0,0,0,5,0,156,62,0,0,21,6,15,0,0,0,4,0,116,32,0,3,14,8,6,0,0,0,3,0,63,58,0,3,11,0,4,0,0
LGA11300,0,0,0,0,0,0,0,0,0,177,0,186,0,0,0,0,0,0,0,6,0,45,0,47,0,3,0,0,0,0,0,5,3,18,0,28,0,0,0,0,0,0,0,3,4,17,0,27,0,0,0,0,0,5,0,9,4,99,0,109,0,3,0,0,0,4,0,19,6,46,0,90,0,0,0,0,0,12,0,21,11,275,4,330,0,13,5,4,0,15,3,29,12,124,0,210,6,25,10,5,4,35,12,58,14,119,3,286,3,52,6,41,13,51,19,26,16,111,0,347,8,25,6,28,12,49,10,33,10,39,3,211,25,20,3,41,15,34,9,18,6,50,3,221,95,48,20,98,29,92,16,43,5,72,6,525,102,21,4,58,18,36,6,10,8,27,0,293,90,15,7,40,18,28,11,8,0,11,0,226,82,4,0,22,4,7,4,4,0,3,4,139,256,15,4,61,17,43,0,7
LGA11350,0,0,0,0,0,0,0,0,0,39,0,46,0,0,0,0,0,0,0,5,0,17,0,17,0,0,0,0,0,0,0,8,0,13,0,24,0,0,0,0,0,0,0,0,0,13,0,16,5,9,0,7,0,0,0,10,0,53,0,80,0,3,0,0,0,0,0,17,0,32,0,60,5,12,0,3,0,0,0,40,5,222,0,296,8,18,0,14,0,10,0,44,6,110,5,207,3,35,0,17,0,9,4,55,9,137,3,272,16,74,3,40,3,31,8,53,6,132,0,371,13,28,5,52,3,23,4,32,3,51,0,217,27,40,3,50,3,19,0,21,8,73,0,257,72,77,4,128,8,45,19,48,4,91,3,499,65,29,0,79,3,25,3,25,3,45,0,271,59,28,4,62,4,18,5,8,3,22,0,214,42,6,0,24,3,10,0,8,3,13,0,109,126,51,0,82,13,50,3,42
LGA11400,4,5,0,3,0,0,0,0,0,36,4,44,0,0,0,0,0,0,0,0,0,5,0,14,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,7,4,7,0,0,0,0,0,3,0,38,0,52,0,0,0,0,0,0,0,7,0,17,0,33,0,0,0,3,0,3,0,15,0,174,6,209,10,7,0,3,0,7,0,13,4,56,0,111,6,15,0,12,0,16,0,15,0,48,0,128,16,12,0,27,0,26,0,22,0,47,0,144,15,5,0,30,3,17,7,5,3,15,0,98,24,13,0,31,0,11,0,5,3,19,0,108,68,20,6,52,3,16,3,4,7,12,0,194,60,0,0,33,3,10,5,11,0,6,0,120,45,0,0,20,4,9,0,5,0,7,0,92,31,0,0,12,0,0,0,0,0,0,0,47,64,10,0,30,5,16,0,5
LGA11450,0,0,0,0,0,3,0,8,0,213,0,230,0,0,0,0,0,0,0,3,0,53,0,61,0,0,0,0,0,0,0,11,0,24,0,33,0,0,0,0,0,0,0,8,0,36,0,52,0,0,0,0,0,0,4,15,3,127,0,153,0,3,0,0,0,0,0,17,6,101,0,140,0,3,4,3,0,15,6,38,14,684,7,775,0,17,4,6,0,30,6,60,25,342,0,484,10,11,9,21,3,84,9,61,30,316,0,553,29,52,7,54,12,103,32,64,32,287,0,667,28,16,11,72,27,98,15,42,14,106,0,424,54,28,12,94,34,101,30,35,14,96,4,498,413,88,33,295,98,192,46,64,28,105,4,1366,535,53,13,263,116,88,37,31,8,48,0,1193,454,23,15,190,74,56,13,15,5,26,3,872,370,12,10,87,36,26,8,4,0,15,0,559,560,26,7,148,68,84,12,11
LGA11500,0,0,0,3,0,4,0,0,5,412,10,435,0,0,0,0,0,0,0,5,5,83,0,93,0,0,0,0,0,0,0,15,7,69,0,90,0,0,0,0,0,0,0,12,3,87,0,99,0,4,0,0,0,3,0,30,12,303,10,359,0,4,7,0,0,19,0,49,22,197,4,291,0,3,6,0,0,39,0,65,38,1388,16,1562,0,19,6,4,0,102,8,112,50,633,14,957,6,39,10,17,7,171,15,130,61,512,0,976,30,67,20,104,26,223,33,117,66,482,8,1170,49,44,26,108,42,213,29,80,36,172,0,798,124,56,26,151,67,191,45,61,25,121,0,873,519,86,45,373,197,306,61,77,52,134,7,1847,449,48,33,235,126,109,46,33,15,59,0,1157,388,27,24,131,104,77,16,17,10,29,0,824,278,10,11,76,45,16,11,4,4,20,0,474,417,21,6,101,60,73,10,17
LGA11520,0,0,0,0,0,0,0,0,0,261,0,271,0,3,0,0,0,0,0,5,0,87,0,92,0,4,0,0,0,0,0,9,0,36,0,53,0,0,0,0,0,0,0,6,3,31,0,41,0,0,0,0,0,0,0,12,5,171,3,198,0,0,0,0,0,0,3,27,12,91,0,134,0,7,7,0,0,22,4,31,18,582,3,678,0,18,8,3,0,37,10,33,15,294,6,425,11,35,14,17,4,61,12,80,31,297,4,553,11,53,11,38,14,81,15,98,33,334,6,689,9,25,11,49,12,75,16,56,20,128,0,407,29,42,12,64,13,76,10,49,17,156,3,468,238,100,27,201,74,174,51,89,16,237,4,1199,322,72,17,199,62,79,22,68,12,131,0,987,380,48,5,164,46,112,10,40,7,70,0,880,374,18,5,113,33,31,9,8,3,50,0,655,1371,68,16,312,70,242,18,78
LGA11570,0,0,0,0,0,4,0,5,0,1200,16,1240,0,0,0,0,0,3,0,11,7,256,9,285,0,0,0,0,0,0,0,18,8,204,4,237,0,0,0,0,0,5,0,25,12,163,0,204,0,3,7,0,0,3,0,52,27,929,20,1049,0,3,6,4,0,22,8,88,47,489,5,668,4,22,11,0,0,70,12,131,99,3369,44,3758,9,35,29,10,0,150,23,181,128,1303,15,1890,14,89,39,37,11,298,49,272,127,1019,16,1973,49,132,84,149,34,336,68,245,141,884,11,2133,48,80,54,127,59,258,61,133,96,313,9,1236,132,92,61,170,83,245,63,114,75,311,14,1368,541,172,122,412,282,460,133,183,105,344,7,2756,606,75,52,368,203,221,69,97,33,138,10,1883,515,53,36,230,124,172,36,44,19,77,9,1326,434,22,22,117,66,51,22,11,11,32,6,792,977,48,14,232,124,152,25,44
LGA11600,5,0,0,0,0,0,0,0,0,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,15,3,18,0,0,0,0,0,3,0,0,0,11,0,18,6,3,0,4,0,5,0,0,0,3,0,26,8,5,0,3,0,5,3,3,0,0,0,26,3,0,0,6,0,4,0,0,0,0,0,21,9,0,0,5,0,3,0,0,0,0,0,21,24,4,0,10,7,3,0,0,0,0,0,46,14,5,0,10,3,0,0,0,0,0,0,27,6,0,0,6,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,0,3,8,0,0,7,0,0,0,0
LGA11650,0,4,3,3,0,6,0,6,3,654,15,700,0,11,0,0,0,5,0,17,0,273,3,303,0,4,0,0,0,0,0,29,8,147,0,199,0,0,0,0,0,4,0,16,9,145,3,183,3,17,7,0,0,7,0,60,13,826,14,952,0,21,4,0,0,24,4,112,27,468,0,666,6,42,10,10,3,62,13,256,87,4266,57,4806,9,71,16,33,7,157,21,350,100,2310,33,3111,45,133,30,87,16,289,44,375,94,2155,28,3287,89,268,47,258,59,368,94,405,101,2024,21,3732,115,154,37,333,85,343,74,215,60,646,11,2060,256,168,32,377,108,348,67,183,66,652,7,2267,1070,332,74,1002,264,612,142,250,88,690,14,4538,932,166,50,699,257,244,74,129,33,285,7,2885,796,96,34,466,122,197,43,73,20,184,11,2057,582,46,5,225,77,62,22,32,11,82,6,1149,1247,122,26,475,135,376,32,112
LGA11700,5,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,9,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,20,0,21,0,0,0,0,0,3,0,0,0,8,0,14,3,0,0,0,0,6,0,0,0,0,0,16,0,0,0,3,0,0,0,0,0,3,0,11,0,0,0,6,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,3,0,5,0,0,0,0,0,16,7,0,0,0,0,4,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0
LGA11720,0,0,0,0,0,0,0,7,4,97,0,105,0,0,0,0,0,0,0,4,0,43,0,53,0,0,0,0,0,0,0,5,0,19,0,32,0,0,0,0,0,0,0,0,4,20,0,28,0,0,0,0,0,0,0,10,0,130,0,149,0,3,0,3,0,5,5,21,5,84,0,125,0,11,3,4,0,14,0,56,7,728,10,842,4,14,0,7,0,38,4,60,10,374,0,524,7,24,3,17,4,64,0,61,14,289,3,495,22,39,6,78,8,68,20,50,11,275,3,588,45,21,0,81,14,65,11,29,7,73,3,354,67,30,0,106,9,59,6,20,8,77,0,387,293,55,12,195,36,110,16,34,15,59,0,823,241,34,4,138,28,33,15,22,8,32,0,551,171,12,6,100,20,36,6,3,5,11,0,368,113,6,0,31,8,9,5,0,0,8,0,187,164,14,8,76,22,50,3,9
LGA11730,3,0,0,3,0,0,0,0,0,105,7,127,4,0,0,0,0,0,0,7,0,68,0,74,0,0,0,0,0,6,0,9,0,24,0,42,0,0,0,0,0,0,0,6,0,34,0,46,0,6,0,0,0,4,0,19,3,198,5,238,0,5,0,0,0,5,0,31,3,110,0,159,15,24,4,8,0,11,3,84,7,1094,15,1272,7,30,0,19,0,52,0,109,10,528,7,766,23,51,3,52,4,83,6,94,12,447,8,769,50,67,9,92,8,71,6,87,10,395,8,791,30,29,6,94,4,56,5,37,14,113,0,395,86,27,0,97,11,55,3,31,6,98,0,413,217,36,12,160,13,78,8,33,15,118,0,687,135,30,9,100,7,25,8,12,4,44,0,370,95,5,0,59,10,18,4,9,0,31,0,236,49,5,0,31,7,6,0,0,0,12,0,108,114,15,3,55,4,24,0,7
LGA11750,0,0,0,0,0,0,0,0,0,10,0,9,5,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,6,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,5,0,31,0,39,0,0,0,0,0,0,0,6,0,3,0,16,6,0,0,4,0,3,0,4,0,8,0,22,0,5,0,3,0,6,0,3,0,10,0,21,0,0,0,6,0,3,0,0,0,0,0,8,4,0,0,3,0,7,0,0,0,4,0,26,14,3,0,11,0,11,0,0,5,0,0,47,23,0,0,18,0,0,0,0,0,0,0,38,15,0,0,5,4,3,0,0,0,0,0,33,11,0,0,0,0,0,0,0,0,0,0,17,21,0,0,8,0,0,0,4
LGA11800,5,0,0,0,0,0,0,0,0,135,0,145,0,0,0,0,0,0,0,9,0,76,0,81,0,0,0,0,0,3,0,14,3,29,0,51,0,0,0,0,0,3,0,11,0,37,0,50,0,11,0,3,0,4,0,29,0,203,4,259,0,3,0,4,0,6,0,45,3,111,0,173,6,16,0,7,0,15,0,72,8,1080,11,1225,12,38,4,20,0,39,0,116,13,547,12,800,22,81,3,47,0,101,6,112,8,518,4,903,53,84,8,138,8,90,13,132,17,498,5,1041,46,46,0,128,11,65,4,62,16,179,0,557,111,61,3,144,14,63,3,51,7,152,0,611,329,91,4,277,25,104,19,39,13,172,5,1083,254,49,4,168,15,53,6,27,0,69,0,651,186,21,3,110,17,31,0,20,5,44,4,445,108,8,0,52,10,5,8,6,4,17,0,222,187,18,6,103,12,43,6,27
LGA12000,3,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,3,0,0,0,7,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,3,0,14,0,18,0,0,0,0,0,0,0,3,0,7,0,9,0,0,0,7,0,10,0,5,0,66,0,87,0,0,0,3,0,6,0,10,0,26,0,44,4,4,0,11,0,7,0,4,0,18,0,52,6,3,0,10,0,3,0,7,0,19,0,51,0,0,0,6,0,3,0,0,0,7,0,21,9,3,0,8,0,0,0,0,0,4,0,26,40,0,0,10,0,4,0,3,0,4,0,75,23,0,0,15,0,5,0,4,0,5,0,50,14,0,0,5,0,0,0,0,0,4,0,28,8,0,0,0,0,0,0,0,0,0,0,10,12,0,0,4,0,4,0,0
LGA12150,4,0,0,0,0,0,0,0,0,6,0,12,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,0,3,0,5,0,10,3,0,0,0,0,0,0,0,0,28,0,36,0,4,0,0,0,4,0,3,0,7,0,16,4,3,0,0,0,4,0,4,0,9,0,29,4,4,0,9,0,3,0,5,0,6,6,37,8,0,0,8,0,3,0,0,0,0,0,23,12,4,0,4,0,0,0,0,0,5,0,22,23,0,0,8,3,3,3,0,0,4,0,46,16,0,0,3,0,3,0,0,0,0,0,24,4,0,0,0,0,0,0,0,0,0,0,9,11,0,0,5,0,0,0,0,0,0,0,12,18,5,0,0,3,0,0,4
LGA12160,0,0,0,0,0,0,0,0,0,20,0,26,0,0,0,0,0,0,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,13,0,13,0,0,0,0,0,0,0,4,0,7,0,11,0,0,0,0,0,0,0,3,0,37,0,41,0,0,0,0,0,3,0,7,0,20,0,38,0,6,4,3,4,5,0,19,0,222,0,261,6,4,0,3,3,10,0,14,4,80,0,125,9,8,0,5,0,16,0,31,5,79,4,151,13,13,0,23,0,20,0,9,0,67,0,158,8,11,0,18,0,14,0,5,0,20,0,81,24,0,0,32,5,8,3,5,0,17,0,94,60,6,0,41,5,20,0,6,3,24,0,163,34,3,0,19,3,3,0,0,0,9,0,77,28,5,0,19,0,7,0,5,0,6,0,60,6,0,0,13,0,0,0,0,0,3,0,30,39,5,3,25,0,5,0,7
LGA12350,0,0,0,5,0,0,0,0,0,26,0,33,0,0,0,0,0,0,0,0,0,12,0,8,0,0,0,0,0,5,0,0,0,7,0,15,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,7,0,47,5,63,5,0,0,0,0,3,0,5,0,24,0,36,6,0,0,5,0,7,0,11,0,240,8,282,5,8,0,3,0,8,6,22,3,86,0,145,3,7,4,11,0,26,0,19,3,61,0,129,20,16,0,26,3,24,0,23,0,60,6,183,11,8,0,21,0,7,0,4,0,14,0,76,18,7,0,28,3,11,0,3,0,12,0,84,63,5,3,35,5,16,0,11,3,11,0,154,52,3,0,27,0,6,5,3,0,6,0,113,19,3,4,12,4,3,0,0,0,11,0,61,16,0,0,4,0,0,0,0,0,0,0,28,32,5,0,15,0,6,0,0
LGA12380,0,0,0,0,0,0,0,3,8,762,10,789,0,0,0,0,0,0,0,3,0,164,0,169,0,3,0,0,0,0,0,20,4,105,5,135,0,0,0,0,0,0,0,15,12,102,5,139,0,10,0,0,0,3,4,35,16,545,4,625,0,5,3,0,0,18,0,64,45,272,3,415,5,11,7,5,3,52,11,111,50,1778,22,2061,0,32,21,8,0,102,12,121,68,733,14,1114,8,78,27,34,9,205,21,163,82,584,9,1225,57,140,46,115,42,264,64,178,76,482,20,1480,50,89,30,111,41,203,30,112,36,178,8,891,129,92,27,171,41,203,47,66,23,127,5,934,488,103,59,351,136,352,81,109,59,201,7,1951,438,51,29,209,103,144,37,51,15,62,9,1147,344,36,11,134,65,102,15,15,13,40,3,770,297,8,3,68,36,28,8,0,5,11,0,471,542,19,16,88,51,85,9,24
