LGA_CODE_2021,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ag_For_Fshg_15_19,F_Ag_For_Fshg_20_24,F_Ag_For_Fshg_25_34,F_Ag_For_Fshg_35_44,F_Ag_For_Fshg_45_54,F_Ag_For_Fshg_55_64,F_Ag_For_Fshg_65_74,F_Ag_For_Fshg_75_84,F_Ag_For_Fshg_85ov,F_Ag_For_Fshg_Tot,F_Mining_15_19,F_Mining_20_24,F_Mining_25_34,F_Mining_35_44,F_Mining_45_54,F_Mining_55_64,F_Mining_65_74,F_Mining_75_84,F_Mining_85ov,F_Mining_Tot,F_Manufact_15_19,F_Manufact_20_24,F_Manufact_25_34,F_Manufact_35_44,F_Manufact_45_54,F_Manufact_55_64,F_Manufact_65_74,F_Manufact_75_84,F_Manufact_85ov,F_Manufact_Tot,F_El_Gas_Wt_Waste_15_19,F_El_Gas_Wt_Waste_20_24,F_El_Gas_Wt_Waste_25_34,F_El_Gas_Wt_Waste_35_44,F_El_Gas_Wt_Waste_45_54,F_El_Gas_Wt_Waste_55_64,F_El_Gas_Wt_Waste_65_74,F_El_Gas_Wt_Waste_75_84,F_El_Gas_Wt_Waste_85ov,F_El_Gas_Wt_Waste_Tot,F_Constru_15_19,F_Constru_20_24,F_Constru_25_34,F_Constru_35_44,F_Constru_45_54,F_Constru_55_64,F_Constru_65_74,F_Constru_75_84,F_Constru_85ov,F_Constru_Tot,F_WhlesaleTde_15_19,F_WhlesaleTde_20_24,F_WhlesaleTde_25_34,F_WhlesaleTde_35_44,F_WhlesaleTde_45_54,F_WhlesaleTde_55_64,F_WhlesaleTde_65_74,F_WhlesaleTde_75_84,F_WhlesaleTde_85ov,F_WhlesaleTde_Tot,F_RetTde_15_19,F_RetTde_20_24,F_RetTde_25_34,F_RetTde_35_44,F_RetTde_45_54,F_RetTde_55_64,F_RetTde_65_74,F_RetTde_75_84,F_RetTde_85ov,F_RetTde_Tot,F_Accom_food_15_19,F_Accom_food_20_24,F_Accom_food_25_34,F_Accom_food_35_44,F_Accom_food_45_54,F_Accom_food_55_64,F_Accom_food_65_74,F_Accom_food_75_84,F_Accom_food_85ov,F_Accom_food_Tot,F_Trans_post_wrehsg_15_19,F_Trans_post_wrehsg_20_24,F_Trans_post_wrehsg_25_34,F_Trans_post_wrehsg_35_44,F_Trans_post_wrehsg_45_54,F_Trans_post_wrehsg_55_64,F_Trans_post_wrehsg_65_74,F_Trans_post_wrehsg_75_84,F_Trans_post_wrehsg_85ov,F_Trans_post_wrehsg_Tot,F_Info_media_teleco_15_19,F_Info_media_teleco_20_24,F_Info_media_teleco_25_34,F_Info_media_teleco_35_44,F_Info_media_teleco_45_54,F_Info_media_teleco_55_64,F_Info_media_teleco_65_74,F_Info_media_teleco_75_84,F_Info_media_teleco_85ov,F_Info_media_teleco_Tot,F_Fin_Insur_15_19,F_Fin_Insur_20_24,F_Fin_Insur_25_34,F_Fin_Insur_35_44,F_Fin_Insur_45_54,F_Fin_Insur_55_64,F_Fin_Insur_65_74,F_Fin_Insur_75_84,F_Fin_Insur_85ov,F_Fin_Insur_Tot,F_RtnHir_REst_15_19,F_RtnHir_REst_20_24,F_RtnHir_REst_25_34,F_RtnHir_REst_35_44,F_RtnHir_REst_45_54,F_RtnHir_REst_55_64,F_RtnHir_REst_65_74,F_RtnHir_REst_75_84,F_RtnHir_REst_85ov,F_RtnHir_REst_Tot,F_Pro_scien_tec_15_19,F_Pro_scien_tec_20_24,F_Pro_scien_tec_25_34,F_Pro_scien_tec_35_44,F_Pro_scien_tec_45_54,F_Pro_scien_tec_55_64,F_Pro_scien_tec_65_74,F_Pro_scien_tec_75_84,F_Pro_scien_tec_85ov,F_Pro_scien_tec_Tot,F_Admin_supp_15_19,F_Admin_supp_20_24,F_Admin_supp_25_34,F_Admin_supp_35_44,F_Admin_supp_45_54,F_Admin_supp_55_64,F_Admin_supp_65_74,F_Admin_supp_75_84,F_Admin_supp_85ov,F_Admin_supp_Tot,F_Public_admin_sfty_15_19,F_Public_admin_sfty_20_24,F_Public_admin_sfty_25_34,F_Public_admin_sfty_35_44,F_Public_admin_sfty_45_54,F_Public_admin_sfty_55_64,F_Public_admin_sfty_65_74,F_Public_admin_sfty_75_84,F_Public_admin_sfty_85ov,F_Public_admin_sfty_Tot,F_Educ_trng_15_19,F_Educ_trng_20_24,F_Educ_trng_25_34,F_Educ_trng_35_44,F_Educ_trng_45_54,F_Educ_trng_55_64,F_Educ_trng_65_74,F_Educ_trng_75_84,F_Educ_trng_85ov,F_Educ_trng_Tot,F_HlthCare_SocAs_15_19,F_HlthCare_SocAs_20_24,F_HlthCare_SocAs_25_34,F_HlthCare_SocAs_35_44,F_HlthCare_SocAs_45_54,F_HlthCare_SocAs_55_64,F_HlthCare_SocAs_65_74,F_HlthCare_SocAs_75_84,F_HlthCare_SocAs_85ov,F_HlthCare_SocAs_Tot,F_Art_recn_15_19,F_Art_recn_20_24,F_Art_recn_25_34,F_Art_recn_35_44,F_Art_recn_45_54,F_Art_recn_55_64,F_Art_recn_65_74,F_Art_recn_75_84,F_Art_recn_85ov,F_Art_recn_Tot,F_Oth_scs_15_19,F_Oth_scs_20_24,F_Oth_scs_25_34,F_Oth_scs_35_44,F_Oth_scs_45_54,F_Oth_scs_55_64,F_Oth_scs_65_74,F_Oth_scs_75_84,F_Oth_scs_85ov,F_Oth_scs_Tot
LGA11450,1696,2625,7836,8017,6041,3524,922,75,0,30745,5,12,24,36,46,30,15,0,0,163,0,0,5,13,9,0,0,0,0,26,38,60,257,323,294,192,37,0,0,1199,4,6,43,40,39,22,0,0,0,163,32,87,412,342,209,121,26,3,0,1229,9,34,193,198,145,91,13,0,0,688,479,468,736,609,544,375,43,0,0,3255,656,276,252,201,141,81,14,0,0,1618,20,68,251,280,194,131,21,3,0,966,7,14,76,63,27,12,0,0,0,203,6,96,418,424,240,96,18,0,0,1297,18,57,146,148,98,43,5,5,0,518,31,138,494,472,265,145,29,0,0,1583,18,66,211,193,201,109,23,0,0,828,25,104,538,537,394,202,27,3,0,1827,110,311,1290,1276,1007,506,94,3,0,4580,127,537,1758,1601,1263,797,139,11,0,6236,42,38,89,68,42,27,5,0,0,314,72,108,262,213,172,107,26,0,0,963
LGA11500,1609,3504,8734,9916,7217,5838,1506,124,3,38452,0,0,31,20,20,14,5,0,0,92,0,0,11,7,4,3,5,0,0,33,51,108,331,443,438,360,59,4,0,1791,0,15,40,42,33,29,9,0,0,167,20,58,194,225,156,122,34,6,0,810,7,51,182,218,201,138,17,3,0,810,413,619,971,882,647,513,91,4,0,4137,695,388,319,293,200,183,25,0,0,2096,19,114,361,359,319,245,35,4,0,1455,3,37,95,84,42,33,6,0,0,301,7,119,476,479,297,190,49,0,0,1627,7,38,127,108,60,49,18,0,0,416,28,167,569,487,255,161,48,4,0,1718,24,93,331,325,259,224,36,0,0,1287,18,109,446,532,427,317,58,4,0,1911,84,323,1019,930,807,674,175,10,0,4019,133,712,2258,2348,1779,1384,319,15,0,8958,41,67,98,69,44,33,7,0,0,358,25,92,207,181,159,155,45,0,0,852
LGA11520,647,1882,5771,5754,4514,3281,1226,199,15,23293,4,0,8,5,7,7,3,0,0,36,0,0,6,3,9,3,0,0,0,23,21,45,190,184,173,111,33,4,0,762,0,0,20,40,30,10,4,0,0,101,6,24,214,214,184,100,29,3,0,766,0,34,148,184,161,118,31,6,0,687,171,236,426,352,282,245,58,4,0,1776,224,191,250,182,133,102,20,7,0,1107,8,16,101,99,88,72,23,3,0,401,6,33,153,143,148,47,7,0,0,540,13,99,648,682,523,226,52,8,0,2249,5,36,176,164,154,77,26,3,0,639,26,252,942,706,535,306,97,13,0,2882,11,68,166,165,177,102,21,3,0,704,10,59,249,299,313,207,54,0,0,1187,82,169,637,612,672,607,177,9,0,2956,65,396,1110,814,853,744,213,17,4,4209,25,49,99,74,55,39,14,0,0,354,16,34,177,143,156,134,39,0,0,691
LGA11570,2565,6737,17585,16507,13929,10763,2677,284,12,71062,0,10,13,13,24,21,7,0,0,88,0,3,4,3,8,6,0,0,0,23,53,118,441,559,843,698,134,8,0,2854,0,18,47,68,52,28,0,0,0,216,21,127,488,445,367,212,41,4,0,1704,26,127,346,366,407,283,58,0,0,1603,754,1282,1455,1215,1126,801,172,7,0,6811,833,570,645,527,498,413,66,4,0,3554,33,164,478,508,558,425,78,7,0,2256,10,99,257,244,182,83,11,0,0,889,24,391,1049,1148,833,360,65,3,0,3873,30,108,267,273,200,105,20,0,0,1007,48,560,1451,1127,774,417,103,9,0,4488,15,175,510,479,503,377,98,7,0,2170,42,214,694,788,855,525,102,5,0,3208,221,722,2131,1910,1862,1262,279,22,0,8406,209,1427,3284,2868,2723,2224,503,25,0,13272,84,140,204,173,105,74,24,0,0,814,83,211,536,485,480,274,63,8,0,2143
LGA11600,37,66,214,141,161,162,68,16,3,853,6,8,26,31,40,26,20,4,0,166,0,0,0,0,0,0,0,0,0,0,0,3,7,4,0,4,0,0,0,18,0,0,4,0,0,0,0,0,0,6,0,0,9,0,0,0,0,0,0,11,0,0,3,0,3,0,0,0,0,17,5,5,8,6,7,8,0,0,0,37,6,11,12,8,5,11,0,0,0,52,0,0,4,0,6,6,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,11,0,0,9,9,9,3,0,0,0,26,0,0,6,5,8,10,0,0,0,37,0,0,19,20,17,15,11,0,0,79,5,11,18,19,12,15,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
LGA11650,4860,6685,14537,16122,16478,13225,3702,507,52,76165,28,38,76,76,97,79,43,15,0,463,3,8,15,17,25,14,9,0,0,75,137,179,443,592,642,464,91,9,0,2564,0,11,70,71,70,48,10,0,0,273,40,112,435,603,494,405,110,10,0,2205,24,76,160,278,301,220,56,0,0,1120,1476,1222,1478,1393,1583,1398,329,32,0,8915,2075,929,819,690,663,502,108,15,0,5799,15,67,169,224,321,312,73,14,0,1198,44,87,198,265,207,154,28,6,0,992,19,147,589,745,680,459,74,7,0,2716,19,116,271,309,300,187,56,16,0,1276,45,286,887,1148,989,654,210,32,0,4260,62,159,446,528,629,459,107,7,0,2399,23,173,752,1222,1241,723,109,0,0,4243,188,650,1816,2124,2197,1659,401,21,0,9052,395,1657,4133,4277,5047,4558,951,55,0,21068,92,113,214,191,191,106,41,8,0,949,124,256,639,582,598,398,105,8,0,2707
LGA11700,10,17,47,37,57,52,33,13,0,265,0,3,13,8,6,13,8,3,0,55,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,0,0,14,0,0,4,3,10,5,0,0,0,19,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,4,0,0,0,0,4,0,0,7,0,0,0,0,0,0,16,3,0,20,13,13,7,6,0,0,64,0,0,9,3,8,12,4,0,0,37,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,3,0,0,0,3
LGA11720,835,1335,3322,2885,2764,2129,535,79,10,13886,9,12,28,30,37,28,24,0,0,164,0,25,94,63,58,14,3,0,0,263,39,45,117,119,133,82,20,0,0,553,3,3,16,13,13,9,4,0,0,57,15,27,115,87,69,77,11,0,0,389,0,18,31,41,35,24,6,0,0,157,262,203,370,331,315,205,46,5,0,1735,379,221,316,221,195,127,30,5,0,1489,3,16,56,42,56,54,17,0,0,252,6,11,15,11,12,7,8,0,0,63,0,22,95,84,72,34,5,0,0,315,9,20,45,40,42,24,9,0,0,194,5,50,156,124,119,61,22,0,0,530,17,47,176,161,177,95,17,0,0,688,5,36,144,169,179,91,11,0,0,635,33,116,296,359,298,184,41,0,0,1327,97,310,785,705,680,578,122,13,0,3286,13,25,35,27,26,8,3,5,0,144,34,68,188,112,100,55,17,0,0,569
LGA11730,679,764,1671,1744,2079,2175,700,130,14,9949,5,10,32,47,64,71,82,13,0,327,0,0,0,3,4,3,3,0,0,18,24,11,21,38,49,48,11,0,0,196,0,0,3,11,13,8,0,0,0,36,4,9,36,69,48,36,12,0,0,215,10,8,17,16,30,16,9,0,0,96,211,132,194,185,259,213,49,3,0,1259,240,149,152,142,142,145,32,0,0,999,0,4,20,31,39,54,17,0,0,171,0,9,11,10,13,10,3,0,0,59,3,12,30,33,44,32,14,0,0,169,4,13,29,34,27,35,15,0,0,151,10,18,79,79,81,71,30,0,0,365,7,19,56,72,84,104,20,0,0,370,5,48,142,176,244,145,23,0,0,793,21,51,189,291,314,313,65,6,0,1263,30,176,463,456,636,677,130,0,0,2567,7,7,14,23,20,24,4,0,0,114,18,22,65,64,100,70,19,0,0,354
LGA11750,61,76,218,186,184,205,66,11,0,1012,0,0,0,11,17,16,8,4,0,64,0,19,38,32,17,21,0,0,0,122,0,0,0,3,0,7,0,0,0,15,4,0,6,0,0,0,0,0,0,11,0,0,5,3,0,0,4,0,0,19,0,0,3,4,0,0,0,0,0,7,7,8,14,12,18,29,3,0,0,91,11,6,23,14,15,12,4,0,0,86,0,0,3,3,0,7,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,6,0,3,0,0,0,10,0,0,4,5,5,6,0,0,0,16,0,0,6,5,9,8,0,0,0,36,0,0,16,16,8,17,3,0,0,58,4,8,30,30,24,9,5,0,0,109,0,10,33,16,18,16,4,0,0,100,0,0,0,0,0,0,0,0,0,0,0,6,11,6,5,4,0,0,0,29
LGA11800,1132,1290,3221,3441,3565,2939,1009,106,11,16718,12,34,208,148,124,87,25,3,0,646,0,0,6,0,0,3,0,0,0,7,15,22,47,38,72,61,26,0,0,280,0,0,8,7,12,12,3,0,0,39,12,15,83,111,103,89,19,0,0,437,9,3,29,40,53,33,12,0,0,176,416,232,307,314,351,353,83,7,0,2060,465,213,270,232,230,191,42,4,0,1651,6,11,39,49,49,48,16,0,0,219,8,5,23,36,26,21,3,0,0,123,4,18,58,79,89,48,8,0,0,324,5,24,58,50,64,48,15,0,0,269,4,31,155,224,188,137,51,8,0,797,13,27,116,150,170,145,29,4,0,658,7,43,194,305,333,163,27,0,0,1069,38,91,376,584,623,436,113,4,0,2268,74,345,963,976,1170,1160,252,5,0,4940,30,15,44,42,41,26,10,0,0,212,45,56,151,146,120,95,23,0,0,630
LGA12000,75,67,174,179,197,193,104,34,3,1017,0,3,9,7,27,27,15,6,0,91,0,0,0,0,0,0,0,0,0,3,0,0,10,0,5,0,0,0,0,19,0,0,0,0,0,0,0,0,0,6,0,0,4,0,4,0,0,0,0,14,0,3,3,0,8,0,0,0,0,22,23,11,16,10,17,18,5,0,0,101,27,12,16,7,11,16,4,0,0,90,0,3,0,9,8,9,3,0,0,30,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,3,0,0,0,15,0,0,0,0,0,0,0,0,0,4,0,3,11,4,5,5,0,0,0,40,3,0,5,0,6,7,0,0,0,19,0,0,19,23,13,20,0,0,0,82,0,11,27,44,48,37,8,0,0,172,4,13,38,49,43,45,3,0,0,190,0,0,0,0,3,0,0,0,0,3,0,3,8,6,3,3,3,0,0,27
LGA12150,28,45,126,132,132,145,82,21,3,709,5,6,7,8,29,29,15,4,0,93,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,6,0,0,0,8,0,0,10,0,7,3,0,0,0,17,0,4,11,13,10,4,3,0,0,48,9,3,9,3,4,7,4,0,0,44,0,0,3,0,0,4,5,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,10,3,5,6,0,0,0,28,0,0,0,3,0,3,0,0,0,11,0,0,12,18,8,8,0,0,0,41,3,7,36,36,43,20,3,0,0,143,4,5,40,15,32,42,13,0,0,152,3,0,0,0,0,0,0,0,0,3,0,0,5,0,6,0,3,0,0,15
LGA12160,129,189,381,409,461,508,200,60,0,2347,3,6,19,23,25,48,35,16,0,179,0,0,0,0,0,0,0,0,0,6,7,5,32,23,18,8,0,0,0,87,0,0,0,0,0,0,0,0,0,6,3,6,9,11,7,4,0,0,0,43,0,0,5,4,11,8,0,0,0,28,37,19,40,45,57,55,9,4,0,262,45,16,30,25,35,27,9,0,0,188,0,0,7,7,15,19,4,0,0,59,0,0,0,4,4,0,0,0,0,9,0,3,14,0,8,14,0,0,0,45,0,0,0,6,4,0,3,0,0,13,5,4,25,33,29,21,5,0,0,122,0,8,10,16,18,20,6,0,0,70,0,8,15,25,33,25,3,0,0,102,3,23,37,71,56,56,11,0,0,257,11,37,75,108,112,143,34,0,0,524,0,3,4,3,3,4,0,0,0,18,4,10,13,18,11,6,4,0,0,66
LGA12350,172,243,470,442,530,532,238,72,6,2700,12,21,27,38,42,45,44,19,0,248,0,0,0,3,0,0,0,0,0,6,0,3,11,8,18,15,3,0,0,65,0,0,0,0,3,4,0,0,0,6,0,0,10,17,12,6,0,0,0,44,0,6,4,11,4,12,3,0,0,41,39,20,62,54,57,54,14,0,0,309,71,24,31,25,34,27,6,0,0,221,0,0,5,11,13,17,4,0,0,49,0,0,5,3,0,0,0,0,0,14,0,0,7,10,11,7,0,0,0,40,0,0,6,8,0,4,0,0,0,25,0,0,23,19,23,21,0,0,0,93,3,13,6,11,21,20,6,0,0,81,0,4,22,27,37,18,5,0,0,111,14,24,66,63,94,54,23,3,0,342,16,59,124,107,132,132,33,0,0,603,0,0,4,3,3,0,0,0,0,19,0,3,13,19,20,11,5,0,0,71
LGA12380,1326,5222,13793,12177,7588,5681,1487,103,12,47386,4,11,17,21,17,14,0,0,0,81,0,9,8,10,8,5,0,0,0,25,18,138,418,434,394,390,68,3,0,1861,0,13,49,64,46,19,3,0,0,185,24,83,309,338,226,115,24,0,0,1106,11,87,277,291,243,171,39,0,0,1113,397,764,1074,747,554,383,79,4,0,4005,442,485,482,311,255,220,28,0,0,2220,24,103,281,293,233,161,41,3,0,1145,10,44,164,135,67,42,12,0,0,469,14,277,844,842,419,212,47,5,0,2670,13,66,135,132,94,62,15,0,0,516,31,304,994,785,326,179,54,7,0,2665,27,207,475,334,261,217,40,5,0,1567,23,129,485,525,415,303,45,0,0,1924,119,404,1070,1033,799,536,115,8,0,4080,118,1239,2954,2089,1577,1216,275,19,0,9491,26,53,93,71,41,26,10,0,0,320,21,76,250,189,185,139,33,0,0,893
LGA12390,837,1024,3128,2478,2258,2091,782,155,23,12776,9,14,49,31,58,78,53,27,0,319,0,4,11,6,9,4,0,0,0,36,37,20,105,68,47,48,10,0,0,339,0,0,20,16,18,14,0,0,0,70,7,21,89,70,61,51,6,0,0,303,10,12,35,21,54,39,11,0,0,179,235,156,285,209,207,201,36,9,0,1338,259,123,201,136,113,117,37,0,0,996,5,8,21,29,47,48,15,3,0,179,12,18,14,19,10,13,3,0,0,87,5,17,64,49,53,36,4,0,0,229,0,6,39,35,30,22,9,0,0,156,8,51,151,122,92,80,25,3,0,533,6,27,73,69,77,73,12,5,0,346,9,53,235,224,255,149,28,0,0,967,39,118,361,479,416,315,96,6,0,1847,81,309,1037,752,661,670,157,7,0,3673,25,27,52,46,31,22,10,0,0,207,25,48,104,79,76,63,18,0,0,413
LGA12700,131,156,346,449,490,508,171,48,4,2311,11,5,20,13,27,40,23,8,0,143,0,0,0,10,4,0,0,0,0,19,5,5,17,10,21,8,0,0,0,69,0,0,0,3,5,0,0,0,0,15,0,5,18,15,15,16,0,0,0,72,0,0,4,12,5,3,0,4,0,30,34,22,47,38,55,41,3,0,0,240,41,18,14,20,21,21,5,0,0,139,0,0,5,12,11,10,5,0,0,44,0,0,0,3,5,9,0,0,0,12,0,0,12,13,21,9,4,0,0,59,0,5,3,6,7,4,0,0,0,27,0,7,15,46,22,29,3,0,0,132,0,3,16,16,24,13,3,0,0,79,0,4,14,24,38,17,0,0,0,102,3,17,43,69,70,72,14,0,0,285,14,29,64,88,122,120,24,0,0,458,0,0,4,0,5,7,4,0,0,22,8,3,26,16,14,15,3,0,0,84
LGA12730,110,135,325,311,369,406,197,39,9,1895,9,14,28,30,26,28,30,9,0,172,0,0,0,0,0,0,0,0,0,0,4,10,9,7,9,4,6,0,0,39,3,3,9,4,14,4,0,0,0,33,0,0,6,0,9,8,0,0,0,21,0,4,6,6,8,4,3,0,0,19,44,11,38,28,30,54,10,0,0,217,43,24,30,12,14,24,11,0,0,150,0,0,3,4,7,13,0,0,0,29,0,3,0,0,0,0,0,0,0,11,0,5,8,7,11,3,0,0,0,41,0,0,0,0,3,3,0,0,0,14,0,4,6,10,19,27,10,0,0,72,4,0,5,7,18,7,0,4,0,52,0,6,21,21,32,19,0,0,0,104,0,17,29,64,72,70,12,0,0,263,17,26,99,86,114,123,39,3,0,512,0,0,3,8,0,0,0,0,0,21,0,4,11,8,10,8,3,0,0,46
LGA12750,506,486,1177,1288,1598,1728,649,83,7,7529,4,4,3,10,27,28,22,8,0,113,0,0,0,3,0,0,3,0,0,9,12,11,21,16,42,36,12,0,0,150,0,3,5,4,9,3,0,0,0,21,9,5,53,39,59,50,20,6,0,240,0,0,10,11,18,23,0,0,0,66,156,67,155,147,190,211,68,4,0,996,156,82,115,140,151,155,36,3,0,841,0,4,11,13,24,44,16,0,0,112,5,9,28,11,11,15,7,0,0,88,0,5,32,20,38,26,0,0,0,119,5,11,27,33,30,34,19,0,0,161,10,9,54,73,79,79,38,0,0,342,3,18,43,55,76,70,21,0,0,289,3,19,71,129,176,155,27,0,0,590,11,21,119,202,228,245,61,0,0,888,19,97,302,324,470,544,131,3,0,1895,5,11,10,22,33,22,6,4,0,111,20,21,44,59,72,46,22,0,0,284
LGA12850,1313,3656,7978,6361,6945,6237,1570,111,4,34181,3,11,39,39,83,50,14,0,0,235,0,0,4,7,0,0,0,0,0,10,25,99,331,519,802,621,111,0,0,2505,0,8,28,32,31,15,0,0,0,113,9,71,219,203,164,113,31,3,0,805,12,62,178,206,240,186,30,4,0,915,365,737,714,563,682,512,78,6,0,3658,534,333,305,264,287,218,41,3,0,1979,24,128,219,214,263,222,32,0,0,1104,12,43,71,60,31,16,0,0,0,234,13,253,577,435,254,130,24,0,0,1679,9,51,118,84,63,46,12,5,0,380,15,300,536,306,207,142,31,0,0,1543,25,111,247,255,283,226,57,4,0,1199,22,127,326,330,280,243,44,0,0,1368,88,390,836,518,572,425,86,8,0,2914,110,756,1440,1065,1179,948,226,8,0,5730,34,45,69,48,24,15,7,0,0,249,21,122,268,281,286,133,28,3,0,1142
LGA12870,192,227,446,452,599,617,240,50,8,2835,7,14,24,32,40,30,36,13,0,191,0,0,0,0,0,0,0,0,0,0,22,27,48,38,66,63,10,3,0,274,0,0,3,0,3,0,0,0,0,12,0,8,7,20,17,18,6,0,0,69,0,5,6,5,7,0,0,0,0,24,57,26,42,39,76,68,11,0,0,321,75,30,24,32,40,51,10,0,0,270,0,4,8,8,22,10,5,0,0,66,0,0,0,0,0,0,0,0,0,5,0,3,8,15,12,6,0,0,0,45,0,4,4,3,6,0,0,0,0,19,4,9,15,14,26,21,4,7,0,86,3,7,13,16,21,19,5,0,0,80,0,8,16,21,33,25,4,0,0,104,0,20,50,55,50,61,17,0,0,263,10,35,112,121,142,155,33,0,0,601,0,5,0,0,4,4,0,0,0,21,4,4,24,17,14,13,7,0,0,76
LGA12900,154,197,398,388,386,415,194,52,10,2193,8,9,28,26,36,36,37,10,3,195,0,0,4,6,6,0,0,0,0,25,0,5,6,14,9,7,6,0,0,47,0,0,0,0,4,0,0,0,0,4,5,0,5,12,10,3,0,0,0,33,0,6,12,6,9,9,3,0,0,44,45,18,35,37,39,42,10,0,0,228,31,18,26,24,25,15,6,0,0,141,0,3,4,9,7,8,0,0,0,33,0,0,3,3,0,0,0,0,0,7,0,0,10,7,10,0,0,0,0,21,0,5,0,0,8,5,0,0,0,20,0,7,24,25,7,17,8,0,0,85,0,3,6,8,13,9,0,0,0,43,3,7,32,22,20,15,0,0,0,103,11,15,60,80,86,64,14,0,0,339,8,36,86,74,111,103,17,0,0,435,3,0,0,4,3,4,0,0,0,13,9,13,8,13,8,9,6,0,0,68
LGA12930,1127,3820,8977,7895,6906,5649,1576,210,14,36179,0,6,15,13,15,6,5,0,0,54,0,0,3,7,8,0,0,0,0,23,35,58,213,253,295,267,55,0,0,1185,0,8,32,23,39,16,0,0,0,115,12,56,215,231,234,118,25,4,0,895,14,54,168,228,261,171,37,6,0,935,375,652,798,643,560,435,96,12,0,3569,371,346,383,262,261,219,25,3,0,1877,8,66,183,321,332,192,30,4,0,1151,15,52,140,141,83,48,8,0,0,496,9,178,635,786,655,300,49,6,0,2616,6,53,171,184,169,90,15,5,0,695,36,356,936,773,564,380,102,16,0,3152,21,153,340,257,266,180,51,3,0,1267,8,73,308,398,399,317,70,0,0,1579,138,353,852,839,909,713,165,17,0,3982,109,938,2377,1508,1413,1251,318,21,0,7934,48,60,108,86,59,46,11,0,0,419,31,92,185,219,205,162,36,3,0,937
LGA12950,39,45,162,144,181,196,113,18,0,907,0,0,20,16,21,32,31,16,0,141,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,12,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,5,19,6,15,16,12,12,3,0,0,84,15,0,5,14,16,11,5,0,0,67,0,0,0,0,0,6,0,0,0,12,0,3,0,0,0,4,0,0,0,4,0,0,0,8,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,4,3,10,11,0,0,0,0,25,0,0,7,8,12,9,0,0,0,23,6,6,7,7,18,13,7,0,0,68,6,4,28,46,33,33,8,0,0,155,6,5,42,38,46,44,10,0,0,187,0,0,0,0,3,0,0,0,0,6,0,0,0,9,6,3,5,0,0,22
LGA13010,102,111,246,280,313,372,175,49,8,1672,6,8,18,18,29,41,43,12,0,178,0,0,0,0,0,0,0,0,0,0,0,4,7,4,11,10,0,0,0,38,0,0,0,0,0,0,0,0,0,5,0,0,0,5,8,9,4,0,0,20,5,3,3,0,0,6,3,0,0,21,40,13,25,20,41,33,10,0,0,192,47,16,18,15,15,23,10,0,0,145,0,0,4,7,15,3,6,0,0,38,0,0,0,3,0,0,0,0,0,6,0,5,4,4,9,6,0,0,0,23,5,5,3,0,5,0,4,0,0,26,3,8,11,13,17,13,6,0,0,73,0,0,17,8,16,10,6,0,0,64,0,6,27,36,45,27,7,0,0,144,4,9,26,49,56,43,18,4,0,211,9,24,64,63,77,97,21,0,0,349,0,0,6,0,4,0,0,0,0,13,6,0,17,9,11,12,4,0,0,57
