LGA_CODE_2021,FOL_IAL_Oth_NS,FOL_IAL_Oth_Tot,FOL_IAL_Tot_SEO,FOL_IAL_Tot_UOLSE_VWorW,FOL_IAL_Tot_UOLSE_NWorNAA,FOL_IAL_Tot_UOLSE_Tot,FOL_IAL_Tot_NS,FOL_IAL_Tot_Tot,FOL_Italian_SEO,FOL_Italian_UOLSE_VWorW,FOL_Italian_UOLSE_NWorNAA,FOL_Italian_UOLSE_Tot,FOL_Italian_NS,FOL_Italian_Tot,FOL_Japan_SEO,FOL_Japan_UOLSE_VWorW,FOL_Japan_UOLSE_NWorNAA,FOL_Japan_UOLSE_Tot,FOL_Japan_NS,FOL_Japan_Tot,FOL_Khmer_SEO,FOL_Khmer_UOLSE_VWorW,FOL_Khmer_UOLSE_NWorNAA,FOL_Khmer_UOLSE_Tot,FOL_Khmer_NS,FOL_Khmer_Tot,FOL_Korean_SEO,FOL_Korean_UOLSE_VWorW,FOL_Korean_UOLSE_NWorNAA,FOL_Korean_UOLSE_Tot,FOL_Korean_NS,FOL_Korean_Tot,FOL_Macedon_SEO,FOL_Macedon_UOLSE_VWorW,FOL_Macedon_UOLSE_NWorNAA,FOL_Macedon_UOLSE_Tot,FOL_Macedon_NS,FOL_Macedon_Tot,FOL_Malayalam_SEO,FOL_Malayalam_UOLSE_VWorW,FOL_Malayalam_UOLSE_NWorNAA,FOL_Malayalam_UOLSE_Tot,FOL_Malayalam_NS,FOL_Malayalam_Tot,FOL_Persian_ED_SEO,FOL_Persian_ED_UOLSE_VWorW,FOL_Persian_ED_UOLSE_NWorNAA,FOL_Persian_ED_UOLSE_Tot,FOL_Persian_ED_NS,FOL_Persian_ED_Tot,FOL_Polish_SEO,FOL_Polish_UOLSE_VWorW,FOL_Polish_UOLSE_NWorNAA,FOL_Polish_UOLSE_Tot,FOL_Polish_NS,FOL_Polish_Tot,FOL_Portuguese_SEO,FOL_Portuguese_UOLSE_VWorW,FOL_Portuguese_UOLSE_NWorNAA,FOL_Portuguese_UOLSE_Tot,FOL_Portuguese_NS,FOL_Portuguese_Tot,FOL_Russian_SEO,FOL_Russian_UOLSE_VWorW,FOL_Russian_UOLSE_NWorNAA,FOL_Russian_UOLSE_Tot,FOL_Russian_NS,FOL_Russian_Tot,FOL_Samoan_SEO,FOL_Samoan_UOLSE_VWorW,FOL_Samoan_UOLSE_NWorNAA,FOL_Samoan_UOLSE_Tot,FOL_Samoan_NS,FOL_Samoan_Tot,FOL_Serbian_SEO,FOL_Serbian_UOLSE_VWorW,FOL_Serbian_UOLSE_NWorNAA,FOL_Serbian_UOLSE_Tot,FOL_Serbian_NS,FOL_Serbian_Tot,FOL_SAL_Filipin_SEO,FOL_SAL_Filipin_UOLSE_VWorW,FOL_SAL_Filipin_UOLSE_NWorNAA,FOL_SAL_Filipin_UOLSE_Tot,FOL_SAL_Filipin_NS,FOL_SAL_Filipin_Tot,FOL_SAL_Indon_SEO,FOL_SAL_Indon_UOLSE_VWorW,FOL_SAL_Indon_UOLSE_NWorNAA,FOL_SAL_Indon_UOLSE_Tot,FOL_SAL_Indon_NS,FOL_SAL_Indon_Tot,FOL_SAL_Tagalog_SEO,FOL_SAL_Tagalog_UOLSE_VWorW,FOL_SAL_Tagalog_UOLSE_NWorNAA,FOL_SAL_Tagalog_UOLSE_Tot,FOL_SAL_Tagalog_NS,FOL_SAL_Tagalog_Tot,FOL_SAL_Oth_SEO,FOL_SAL_Oth_UOLSE_VWorW,FOL_SAL_Oth_UOLSE_NWorNAA,FOL_SAL_Oth_UOLSE_Tot,FOL_SAL_Oth_NS,FOL_SAL_Oth_Tot,FOL_SAL_Tot_SEO,FOL_SAL_Tot_UOLSE_VWorW,FOL_SAL_Tot_UOLSE_NWorNAA,FOL_SAL_Tot_UOLSE_Tot,FOL_SAL_Tot_NS,FOL_SAL_Tot_Tot,FOL_Spanish_SEO,FOL_Spanish_UOLSE_VWorW,FOL_Spanish_UOLSE_NWorNAA,FOL_Spanish_UOLSE_Tot,FOL_Spanish_NS,FOL_Spanish_Tot,FOL_Tamil_SEO,FOL_Tamil_UOLSE_VWorW,FOL_Tamil_UOLSE_NWorNAA,FOL_Tamil_UOLSE_Tot,FOL_Tamil_NS,FOL_Tamil_Tot,FOL_Thai_SEO,FOL_Thai_UOLSE_VWorW,FOL_Thai_UOLSE_NWorNAA,FOL_Thai_UOLSE_Tot,FOL_Thai_NS,FOL_Thai_Tot,FOL_Turkish_SEO,FOL_Turkish_UOLSE_VWorW,FOL_Turkish_UOLSE_NWorNAA,FOL_Turkish_UOLSE_Tot,FOL_Turkish_NS,FOL_Turkish_Tot,FOL_Vietnamese_SEO,FOL_Vietnamese_UOLSE_VWorW,FOL_Vietnamese_UOLSE_NWorNAA,FOL_Vietnamese_UOLSE_Tot,FOL_Vietnamese_NS,FOL_Vietnamese_Tot,FOL_Oth_SEO,FOL_Oth_UOLSE_VWorW,FOL_Oth_UOLSE_NWorNAA,FOL_Oth_UOLSE_Tot,FOL_Oth_NS,FOL_Oth_Tot,FOL_Tot_SEO,FOL_Tot_UOLSE_VWorW,FOL_Tot_UOLSE_NWorNAA,FOL_Tot_UOLSE_Tot,FOL_Tot_NS,FOL_Tot_Tot,F_LUatH_NS_SEO,F_LUatH_NS_UOLSE_VWorW,F_LUatH_NS_UOLSE_NWorNAA,F_LUatH_NS_UOLSE_Tot,F_LUatH_NS_NS,F_LUatH_NS_Tot,F_Tot_SEO,F_Tot_UOLSE_VWorW,F_Tot_UOLSE_NWorNAA,F_Tot_UOLSE_Tot,F_Tot_NS,F_Tot_Tot,PSEO_SEO,PSEO_UOLSE_VWorW,PSEO_UOLSE_NWorNAA,PSEO_UOLSE_Tot,PSEO_NS,PSEO_Tot,POL_Afrikaans_SEO,POL_Afrikaans_UOLSE_VWorW,POL_Afrikaans_UOLSE_NWorNAA,POL_Afrikaans_UOLSE_Tot,POL_Afrikaans_NS,POL_Afrikaans_Tot,POL_Arabic_SEO,POL_Arabic_UOLSE_VWorW,POL_Arabic_UOLSE_NWorNAA,POL_Arabic_UOLSE_Tot,POL_Arabic_NS,POL_Arabic_Tot,POL_AIndLng_SEO,POL_AIndLng_UOLSE_VWorW,POL_AIndLng_UOLSE_NWorNAA,POL_AIndLng_UOLSE_Tot,POL_AIndLng_NS,POL_AIndLng_Tot,POL_CL_Canton_SEO,POL_CL_Canton_UOLSE_VWorW,POL_CL_Canton_UOLSE_NWorNAA,POL_CL_Canton_UOLSE_Tot,POL_CL_Canton_NS,POL_CL_Canton_Tot,POL_CL_Mandarin_SEO,POL_CL_Mandarin_UOLSE_VWorW,POL_CL_Mandarin_UOLSE_NWorNAA,POL_CL_Mandarin_UOLSE_Tot,POL_CL_Mandarin_NS,POL_CL_Mandarin_Tot
LGA14400,0,4,..,16,0,16,0,16,..,45,3,49,0,44,..,12,0,12,0,12,..,0,0,0,0,0,..,5,0,5,0,5,..,18,4,23,0,23,..,0,0,0,0,0,..,0,0,4,0,4,..,9,0,9,0,9,..,10,0,11,0,10,..,4,0,4,0,4,..,0,0,0,0,0,..,5,0,12,0,12,..,6,0,6,0,6,..,8,0,8,0,8,..,5,0,5,0,5,..,4,5,4,0,4,..,23,5,26,0,26,..,40,4,40,0,40,..,4,0,4,0,4,..,24,3,29,0,29,..,4,0,4,0,4,..,8,3,12,0,12,..,107,8,113,0,119,..,516,43,565,7,569,..,21,0,18,509,528,10746,539,47,586,515,11851,20993,..,..,..,..,20993,..,17,0,17,0,17,..,35,0,35,0,35,..,9,0,9,0,9,..,32,16,47,0,44,..,37,21,59,0,59
LGA14500,0,94,..,1380,37,1417,8,1428,..,229,17,241,4,248,..,500,83,582,5,589,..,5,0,5,0,5,..,1267,390,1656,3,1660,..,19,0,25,0,25,..,68,0,68,0,68,..,740,55,797,5,803,..,126,6,130,0,135,..,121,12,131,4,129,..,260,25,286,4,284,..,5,0,5,0,5,..,57,0,57,0,57,..,117,6,121,0,121,..,219,21,243,4,242,..,127,4,130,0,136,..,41,0,41,0,41,..,504,35,533,7,536,..,504,25,533,3,535,..,228,4,229,0,229,..,176,30,203,0,203,..,55,8,64,0,64,..,218,30,250,0,250,..,1030,78,1107,25,1133,..,18905,3427,22329,156,22484,..,198,36,241,1409,1644,40090,19105,3462,22566,1560,64222,79470,..,..,..,..,79470,..,491,0,492,0,494,..,380,19,397,3,399,..,5,0,5,0,5,..,5933,895,6826,37,6860,..,12731,3329,16056,144,16199
LGA14550,0,0,..,11,0,11,0,11,..,8,0,8,0,8,..,9,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,13,0,13,0,13,..,0,0,0,0,0,..,5,0,6,0,6,..,0,0,0,0,0,..,20,0,26,0,26,..,11,0,11,0,11,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,45,11,52,0,52,..,156,8,169,3,166,..,12,0,12,441,459,4084,174,9,185,443,4708,8140,..,..,..,..,8140,..,5,0,5,0,5,..,0,0,0,0,0,..,17,0,17,0,17,..,5,5,6,0,6,..,10,4,13,0,13
LGA14600,0,0,..,19,4,20,0,20,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,3,0,3,..,6,0,4,0,4,..,9,0,9,0,9,..,0,0,0,0,0,..,12,3,15,0,15,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,22,0,22,0,22,..,89,9,100,0,104,..,5,0,5,367,373,2568,99,9,110,365,3048,5149,..,..,..,..,5149,..,5,0,5,0,5,..,4,0,4,0,4,..,27,0,27,0,27,..,7,3,11,0,11,..,10,0,10,0,10
LGA14650,0,21,..,591,42,637,8,644,..,208,13,230,0,227,..,88,7,96,0,96,..,27,14,44,0,44,..,98,24,125,0,125,..,210,35,247,0,247,..,89,8,98,0,99,..,42,5,57,0,56,..,130,14,146,5,146,..,78,4,85,0,86,..,80,6,91,0,92,..,108,7,108,4,114,..,51,5,55,0,62,..,159,5,161,0,161,..,69,10,77,0,77,..,203,8,208,0,211,..,74,10,78,0,78,..,497,24,524,0,531,..,258,26,291,0,291,..,76,3,72,0,72,..,199,50,252,0,253,..,17,0,20,0,20,..,119,30,152,4,157,..,952,125,1079,30,1114,..,5328,668,5996,76,6072,..,332,27,356,3818,4170,99284,5658,691,6351,3896,109529,194306,..,..,..,..,194306,..,353,4,361,4,363,..,264,34,298,6,299,..,169,0,167,0,173,..,324,96,416,0,416,..,551,162,709,9,725
LGA14700,0,50,..,548,19,568,6,574,..,105,10,114,0,117,..,233,54,282,0,286,..,6,3,10,0,10,..,180,34,219,5,225,..,29,0,25,0,25,..,23,0,28,0,28,..,258,12,265,0,269,..,97,5,98,0,98,..,107,7,119,8,124,..,111,12,120,0,120,..,0,0,0,0,0,..,43,4,49,0,49,..,89,0,89,0,89,..,80,13,90,0,90,..,118,3,121,0,122,..,31,0,31,0,28,..,315,14,329,5,332,..,289,23,311,0,313,..,54,4,58,0,58,..,116,12,130,0,130,..,42,5,43,0,43,..,77,10,85,0,87,..,469,44,508,17,528,..,5308,686,5998,67,6064,..,89,9,95,697,796,13269,5400,696,6095,765,20130,26798,..,..,..,..,26798,..,67,3,70,0,70,..,168,12,177,4,178,..,7,0,7,0,7,..,1194,204,1395,13,1411,..,1758,412,2167,26,2197
LGA14750,0,0,..,86,24,113,3,112,..,114,26,140,0,140,..,3,3,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,13,..,0,0,0,0,0,..,32,0,34,0,34,..,8,0,8,0,8,..,15,0,21,0,21,..,27,3,30,0,30,..,82,10,89,0,89,..,0,0,4,0,4,..,3,0,3,0,3,..,12,4,17,0,17,..,0,0,0,0,0,..,0,0,0,0,0,..,65,18,80,7,85,..,437,129,565,5,571,..,18,9,23,462,483,4750,451,133,583,473,5808,9374,..,..,..,..,9374,..,29,0,29,0,29,..,6,0,5,0,5,..,13,0,13,0,13,..,12,9,19,0,19,..,36,86,118,0,118
LGA14850,0,3,..,132,12,146,3,151,..,89,14,106,0,106,..,42,4,43,0,43,..,5,0,5,0,5,..,14,3,21,0,21,..,0,0,0,0,0,..,7,0,7,0,7,..,4,0,5,0,5,..,7,0,5,0,5,..,27,0,27,0,27,..,9,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,38,0,38,0,38,..,16,0,16,0,15,..,41,0,41,0,41,..,14,0,14,0,14,..,102,0,105,0,105,..,59,0,57,0,58,..,5,0,5,0,5,..,46,10,56,0,56,..,0,0,0,0,0,..,32,11,40,3,44,..,265,21,288,6,289,..,1136,111,1242,14,1258,..,51,3,59,1570,1622,19689,1190,113,1304,1577,22573,38754,..,..,..,..,38754,..,31,0,31,0,31,..,47,8,45,0,47,..,121,7,126,3,131,..,32,5,42,0,42,..,78,19,93,0,94
LGA14870,0,5,..,48,5,54,0,54,..,23,0,27,0,27,..,4,0,4,0,4,..,4,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,14,0,14,0,14,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,6,4,0,4,..,13,0,13,0,13,..,4,0,4,0,4,..,27,0,27,0,27,..,0,0,0,0,0,..,46,0,46,0,46,..,19,0,25,0,25,..,4,0,4,0,5,..,25,11,43,0,43,..,6,0,6,0,6,..,12,0,16,0,16,..,78,3,82,0,89,..,404,50,456,8,455,..,34,4,37,667,700,9156,436,55,492,667,10313,18199,..,..,..,..,18199,..,5,0,5,0,5,..,36,3,38,0,38,..,34,3,37,0,36,..,27,16,47,0,47,..,32,18,52,0,52
LGA14900,5,698,..,8734,697,9437,68,9506,..,1550,286,1835,11,1844,..,68,5,75,0,75,..,849,480,1328,12,1337,..,126,42,174,0,174,..,948,171,1118,4,1118,..,611,32,645,3,647,..,208,68,270,5,275,..,347,59,403,0,403,..,289,49,341,4,339,..,162,32,194,0,194,..,1160,108,1266,14,1284,..,2169,623,2787,11,2798,..,698,12,707,11,715,..,490,74,565,4,572,..,1336,53,1381,4,1391,..,212,28,238,0,238,..,2729,166,2896,18,2915,..,2111,446,2563,11,2574,..,495,36,532,3,532,..,307,97,403,3,410,..,695,183,878,7,879,..,4155,2403,6563,38,6603,..,7296,1715,9010,101,9110,..,51315,12701,64018,433,64455,..,965,272,1234,6576,7810,45016,52283,12972,65253,7009,117283,92144,..,..,..,..,92144,..,83,0,86,0,86,..,23877,6386,30271,230,30501,..,62,3,61,0,64,..,1915,896,2813,15,2831,..,2100,1034,3139,21,3160
LGA14920,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,9,0,9,0,9,..,6,0,6,0,6,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,38,3,42,0,42,..,98,10,107,0,107,..,11,0,11,401,411,3241,111,10,119,401,3761,6498,..,..,..,..,6498,..,0,0,0,0,0,..,11,0,11,0,11,..,75,0,79,0,79,..,10,8,13,0,13,..,3,0,3,0,3
LGA14950,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,5,0,5,..,0,0,0,0,0,..,4,0,5,0,5,..,9,0,9,0,9,..,31,4,32,0,32,..,3,0,3,121,122,1514,29,4,37,121,1669,3000,..,..,..,..,3000,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,3,9,0,9,..,0,0,0,0,0
LGA15050,0,20,..,387,45,432,0,431,..,45,5,46,0,46,..,16,0,18,0,18,..,3,3,3,0,3,..,41,12,55,0,54,..,12,4,10,0,10,..,155,15,172,3,176,..,11,0,11,0,11,..,38,5,43,0,43,..,20,3,25,0,27,..,35,0,35,0,35,..,30,0,32,0,32,..,13,4,16,0,16,..,86,5,93,0,93,..,27,0,27,0,27,..,172,6,181,0,181,..,36,4,39,0,41,..,321,11,333,0,338,..,84,10,94,0,92,..,28,3,26,0,26,..,71,14,88,0,88,..,7,0,9,0,9,..,47,27,73,0,73,..,432,71,501,21,520,..,2285,346,2627,33,2661,..,91,7,100,1642,1739,41912,2378,350,2729,1672,46310,81723,..,..,..,..,81723,..,199,4,205,0,207,..,153,17,173,3,173,..,72,0,76,0,79,..,119,71,188,0,188,..,178,84,260,8,265
LGA15240,0,7,..,172,6,178,3,182,..,56,6,64,0,68,..,20,5,24,0,25,..,5,0,9,0,9,..,16,8,25,0,25,..,0,0,0,0,0,..,61,0,66,0,66,..,11,0,16,0,16,..,28,0,31,0,31,..,22,0,26,0,26,..,24,3,21,0,21,..,0,0,0,0,0,..,11,0,11,0,11,..,75,0,75,0,75,..,23,0,23,0,23,..,71,0,71,3,74,..,17,0,17,0,17,..,190,0,189,3,195,..,55,8,66,4,64,..,13,0,13,0,13,..,77,18,91,0,91,..,5,0,5,0,5,..,35,14,57,0,53,..,284,34,316,6,326,..,1508,163,1671,21,1693,..,141,14,158,3230,3394,44410,1648,178,1830,3255,49495,86805,..,..,..,..,86805,..,60,0,59,0,59,..,106,4,115,6,114,..,102,6,108,4,117,..,65,26,87,0,87,..,101,47,154,0,149
LGA15270,0,0,..,59,6,65,0,65,..,22,0,22,0,22,..,6,0,6,0,6,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,0,0,0,..,9,0,8,0,8,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,3,0,3,0,3,..,13,0,13,0,13,..,4,0,3,0,3,..,26,0,26,0,26,..,6,0,6,0,6,..,42,0,46,0,46,..,30,6,30,0,30,..,0,0,0,0,0,..,23,3,26,0,26,..,0,0,0,0,0,..,9,7,11,0,11,..,83,7,89,0,97,..,399,40,437,3,437,..,32,0,31,891,919,11407,429,39,464,896,12766,22921,..,..,..,..,22921,..,31,0,31,0,31,..,21,0,20,0,20,..,29,0,28,0,28,..,14,9,15,0,15,..,24,8,30,0,33
LGA15300,0,6,..,31,0,30,0,30,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,6,0,6,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,6,0,6,..,0,0,0,0,0,..,11,4,12,0,12,..,15,0,15,0,15,..,10,0,10,0,10,..,11,0,11,0,11,..,4,0,4,0,4,..,40,0,40,0,40,..,0,0,0,0,0,..,8,0,8,0,8,..,17,5,19,0,19,..,0,0,0,0,0,..,8,0,8,0,8,..,50,3,57,0,58,..,225,16,245,4,245,..,18,3,15,1280,1296,4836,239,16,262,1282,6369,9658,..,..,..,..,9658,..,23,0,28,0,28,..,10,0,10,0,10,..,48,7,50,0,50,..,24,6,27,0,31,..,13,7,17,0,17
LGA15350,0,8,..,123,4,125,0,129,..,104,3,113,6,115,..,85,19,100,7,105,..,3,0,3,0,3,..,49,4,47,0,48,..,10,0,14,0,14,..,3,0,3,0,3,..,39,0,38,0,39,..,61,4,62,0,62,..,105,11,117,0,122,..,71,7,78,3,80,..,0,0,0,0,0,..,31,0,31,0,31,..,28,3,35,0,32,..,26,0,27,0,27,..,34,0,35,0,35,..,9,0,9,0,9,..,104,4,110,0,110,..,183,3,189,0,189,..,11,0,12,0,12,..,40,3,47,0,47,..,16,4,16,0,16,..,31,3,36,0,36,..,285,11,299,4,302,..,2347,261,2603,28,2634,..,46,4,52,458,511,12150,2397,260,2655,490,15294,22671,..,..,..,..,22671,..,85,3,90,0,90,..,66,6,73,0,73,..,0,0,0,0,0,..,242,54,296,0,296,..,653,172,828,10,836
LGA15520,0,0,..,28,6,28,0,28,..,12,0,12,0,14,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,23,4,26,0,26,..,4,0,4,0,4,..,17,0,17,0,17,..,10,9,18,0,22,..,49,12,56,0,61,..,9,0,9,0,9,..,0,0,0,0,0,..,7,0,6,0,6,..,0,0,0,0,0,..,11,4,9,0,9,..,45,0,52,0,52,..,197,33,226,0,232,..,6,0,6,428,442,5770,201,33,236,436,6441,11466,..,..,..,..,11466,..,3,0,3,0,3,..,0,0,0,0,0,..,7,0,7,0,7,..,7,6,16,0,16,..,18,15,32,0,32
LGA15560,0,0,..,6,5,8,0,8,..,6,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,6,0,6,0,6,..,3,0,3,0,3,..,16,0,16,0,16,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,18,0,17,0,15,..,62,6,66,0,70,..,0,0,0,143,143,1389,61,6,69,144,1601,2895,..,..,..,..,2895,..,3,0,3,0,3,..,3,0,3,0,3,..,11,0,11,0,11,..,5,3,8,0,8,..,0,3,7,0,7
LGA15650,0,0,..,48,0,47,0,47,..,3,0,3,0,3,..,3,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,13,0,13,0,13,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,29,0,29,0,25,..,4,0,4,0,4,..,31,0,35,0,35,..,8,0,8,0,8,..,64,0,63,0,64,..,16,0,16,0,16,..,3,5,10,0,5,..,29,6,33,0,33,..,0,0,0,0,0,..,0,0,0,0,0,..,50,3,53,0,58,..,318,37,349,3,355,..,18,0,18,471,489,7118,332,37,370,473,7957,14400,..,..,..,..,14400,..,24,0,23,0,23,..,14,0,14,0,14,..,15,0,15,0,15,..,18,7,27,0,27,..,29,5,33,0,33
LGA15700,0,0,..,52,13,60,0,60,..,11,5,18,0,20,..,4,0,4,0,4,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,11,4,11,0,11,..,0,0,0,0,0,..,8,0,8,0,8,..,7,0,7,0,7,..,14,0,14,0,14,..,0,0,0,0,0,..,7,0,7,0,7,..,8,0,6,0,6,..,8,0,8,0,8,..,13,0,13,0,13,..,8,0,8,0,9,..,34,0,38,0,39,..,12,0,12,0,12,..,0,0,0,0,0,..,14,0,12,0,12,..,0,0,0,0,0,..,4,5,3,0,3,..,75,11,88,7,93,..,316,45,360,12,369,..,27,4,31,760,788,9306,340,48,394,768,10463,18156,..,..,..,..,18156,..,11,0,11,0,11,..,14,0,12,0,12,..,61,8,66,0,67,..,5,12,19,0,19,..,8,8,17,0,17
LGA15750,0,0,..,25,0,28,0,28,..,0,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,4,3,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,13,0,13,0,13,..,0,0,0,0,0,..,10,0,10,0,10,..,4,0,4,0,4,..,28,0,28,0,28,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,22,4,33,0,30,..,131,21,150,4,155,..,11,0,11,627,637,5518,140,21,158,632,6307,11039,..,..,..,..,11039,..,8,0,8,0,8,..,5,0,5,0,8,..,14,0,14,0,14,..,3,5,6,0,10,..,23,6,29,0,29
LGA15800,0,0,..,13,0,13,0,13,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,12,0,12,0,12,..,8,0,8,0,8,..,0,0,0,0,0,..,8,0,11,0,11,..,0,0,0,0,0,..,4,0,4,0,4,..,20,0,20,0,20,..,101,3,102,0,102,..,6,0,6,259,268,2509,107,3,111,259,2873,4937,..,..,..,..,4937,..,9,0,9,0,9,..,7,0,7,0,7,..,18,0,18,0,18,..,0,0,0,0,0,..,0,4,10,0,10
LGA15850,0,0,..,6,0,10,0,10,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,17,0,14,0,18,..,50,0,54,0,58,..,19,0,19,425,439,2646,75,0,74,424,3144,5372,..,..,..,..,5372,..,10,0,10,0,10,..,3,0,3,0,3,..,15,0,15,0,15,..,8,3,11,0,11,..,3,0,3,0,3
LGA15900,0,37,..,940,74,1017,9,1027,..,319,57,375,0,383,..,105,14,121,0,119,..,29,11,41,0,41,..,158,47,205,0,203,..,417,109,524,7,527,..,247,16,263,0,267,..,108,10,120,0,120,..,137,14,148,0,154,..,132,4,142,0,142,..,66,10,75,0,79,..,38,0,45,0,45,..,86,30,119,0,119,..,194,7,199,0,205,..,98,9,106,4,110,..,250,4,252,5,259,..,107,5,109,3,113,..,646,26,673,6,682,..,309,20,333,6,339,..,119,3,126,0,126,..,172,38,213,0,213,..,30,6,34,0,34,..,264,93,358,3,361,..,1245,228,1473,33,1505,..,7679,1258,8931,97,9030,..,264,39,307,3620,3921,72941,7946,1290,9240,3714,85893,143184,..,..,..,..,143184,..,140,3,146,0,146,..,738,167,905,4,909,..,133,3,135,0,136,..,478,97,578,5,584,..,1189,472,1660,18,1673
