LGA_CODE_2021,M_Singapore_0_4,M_Singapore_5_14,M_Singapore_15_24,M_Singapore_25_44,M_Singapore_45_54,M_Singapore_55_64,M_Singapore_65_74,M_Singapore_75_84,M_Singapore_85ov,M_Singapore_Tot,M_South_Africa_0_4,M_South_Africa_5_14,M_South_Africa_15_24,M_South_Africa_25_44,M_South_Africa_45_54,M_South_Africa_55_64,M_South_Africa_65_74,M_South_Africa_75_84,M_South_Africa_85ov,M_South_Africa_Tot,M_Sri_Lanka_0_4,M_Sri_Lanka_5_14,M_Sri_Lanka_15_24,M_Sri_Lanka_25_44,M_Sri_Lanka_45_54,M_Sri_Lanka_55_64,M_Sri_Lanka_65_74,M_Sri_Lanka_75_84,M_Sri_Lanka_85ov,M_Sri_Lanka_Tot,M_Taiwan_0_4,M_Taiwan_5_14,M_Taiwan_15_24,M_Taiwan_25_44,M_Taiwan_45_54,M_Taiwan_55_64,M_Taiwan_65_74,M_Taiwan_75_84,M_Taiwan_85ov,M_Taiwan_Tot,M_Thailand_0_4,M_Thailand_5_14,M_Thailand_15_24,M_Thailand_25_44,M_Thailand_45_54,M_Thailand_55_64,M_Thailand_65_74,M_Thailand_75_84,M_Thailand_85ov,M_Thailand_Tot,M_Turkey_0_4,M_Turkey_5_14,M_Turkey_15_24,M_Turkey_25_44,M_Turkey_45_54,M_Turkey_55_64,M_Turkey_65_74,M_Turkey_75_84,M_Turkey_85ov,M_Turkey_Tot,M_USA_0_4,M_USA_5_14,M_USA_15_24,M_USA_25_44,M_USA_45_54,M_USA_55_64,M_USA_65_74,M_USA_75_84,M_USA_85ov,M_USA_Tot,M_Vietnam_0_4,M_Vietnam_5_14,M_Vietnam_15_24,M_Vietnam_25_44,M_Vietnam_45_54,M_Vietnam_55_64,M_Vietnam_65_74,M_Vietnam_75_84,M_Vietnam_85ov,M_Vietnam_Tot,M_Wales_0_4,M_Wales_5_14,M_Wales_15_24,M_Wales_25_44,M_Wales_45_54,M_Wales_55_64,M_Wales_65_74,M_Wales_75_84,M_Wales_85ov,M_Wales_Tot,M_Zimbabwe_0_4,M_Zimbabwe_5_14,M_Zimbabwe_15_24,M_Zimbabwe_25_44,M_Zimbabwe_45_54,M_Zimbabwe_55_64,M_Zimbabwe_65_74,M_Zimbabwe_75_84,M_Zimbabwe_85ov,M_Zimbabwe_Tot,M_Elsewhere_0_4,M_Elsewhere_5_14,M_Elsewhere_15_24,M_Elsewhere_25_44,M_Elsewhere_45_54,M_Elsewhere_55_64,M_Elsewhere_65_74,M_Elsewhere_75_84,M_Elsewhere_85ov,M_Elsewhere_Tot,M_COB_NS_0_4,M_COB_NS_5_14,M_COB_NS_15_24,M_COB_NS_25_44,M_COB_NS_45_54,M_COB_NS_55_64,M_COB_NS_65_74,M_COB_NS_75_84,M_COB_NS_85ov,M_COB_NS_Tot,M_Tot_0_4,M_Tot_5_14,M_Tot_15_24,M_Tot_25_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Afghanistan_0_4,F_Afghanistan_5_14,F_Afghanistan_15_24,F_Afghanistan_25_44,F_Afghanistan_45_54,F_Afghanistan_55_64,F_Afghanistan_65_74,F_Afghanistan_75_84,F_Afghanistan_85ov,F_Afghanistan_Tot,F_Australia_0_4,F_Australia_5_14,F_Australia_15_24,F_Australia_25_44,F_Australia_45_54,F_Australia_55_64,F_Australia_65_74,F_Australia_75_84,F_Australia_85ov,F_Australia_Tot,F_Bangladesh_0_4,F_Bangladesh_5_14,F_Bangladesh_15_24,F_Bangladesh_25_44,F_Bangladesh_45_54,F_Bangladesh_55_64,F_Bangladesh_65_74,F_Bangladesh_75_84,F_Bangladesh_85ov,F_Bangladesh_Tot,F_Bosnia_Herzegov_0_4,F_Bosnia_Herzegov_5_14,F_Bosnia_Herzegov_15_24,F_Bosnia_Herzegov_25_44,F_Bosnia_Herzegov_45_54,F_Bosnia_Herzegov_55_64,F_Bosnia_Herzegov_65_74,F_Bosnia_Herzegov_75_84,F_Bosnia_Herzegov_85ov,F_Bosnia_Herzegov_Tot,F_Brazil_0_4,F_Brazil_5_14,F_Brazil_15_24,F_Brazil_25_44,F_Brazil_45_54,F_Brazil_55_64,F_Brazil_65_74,F_Brazil_75_84,F_Brazil_85ov,F_Brazil_Tot,F_Cambodia_0_4,F_Cambodia_5_14,F_Cambodia_15_24,F_Cambodia_25_44,F_Cambodia_45_54,F_Cambodia_55_64,F_Cambodia_65_74,F_Cambodia_75_84,F_Cambodia_85ov,F_Cambodia_Tot,F_Canada_0_4,F_Canada_5_14,F_Canada_15_24,F_Canada_25_44,F_Canada_45_54,F_Canada_55_64,F_Canada_65_74,F_Canada_75_84,F_Canada_85ov,F_Canada_Tot
LGA15350,3,25,15,8,4,3,8,5,0,63,0,5,6,76,50,24,43,13,8,225,0,0,0,11,4,8,3,0,0,28,0,4,0,3,4,4,0,0,0,15,0,0,3,4,8,3,0,0,0,22,0,0,0,16,5,0,0,0,0,23,10,49,19,43,37,34,21,7,0,234,4,0,0,11,3,8,6,0,0,28,0,9,0,8,4,8,0,3,0,28,0,0,0,3,4,8,4,0,0,21,3,46,20,218,73,72,48,42,13,536,11,55,48,97,63,52,38,42,20,428,612,1718,1468,2974,1910,1727,1332,961,346,13033,0,0,0,0,0,0,0,0,0,0,549,1251,1103,1859,1252,1098,1067,777,371,9339,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,8,0,3,5,87,14,7,0,0,0,115,0,0,5,5,0,0,0,0,0,6,3,0,8,23,19,18,13,3,0,89
LGA15520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,12,0,0,0,11,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,18,5,5,8,5,0,46,23,51,44,99,68,101,100,63,30,585,360,750,577,1192,753,918,1064,616,172,6409,0,0,0,0,0,0,0,0,0,0,289,693,466,1042,668,825,784,455,172,5393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA15560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,3,0,0,0,0,10,11,27,13,45,22,35,25,15,8,191,103,204,174,407,200,288,229,103,38,1751,0,0,0,0,0,0,0,0,0,0,77,158,138,275,179,209,171,84,36,1334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
LGA15650,0,0,0,0,0,0,0,0,0,0,0,0,4,9,6,5,5,0,0,33,0,0,0,3,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,18,0,0,0,8,11,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,13,0,13,6,20,12,11,8,4,3,70,32,80,74,154,80,70,53,36,6,586,553,1280,1026,2272,1074,1020,726,363,87,8397,0,0,0,0,0,0,0,0,0,0,452,1044,814,1745,865,800,591,319,135,6762,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9
LGA15700,0,0,0,0,0,4,0,0,0,3,0,5,0,4,5,0,3,9,0,24,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,11,4,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,11,8,19,18,17,4,84,38,88,77,168,97,167,169,91,30,926,481,1135,938,1639,1086,1645,1758,956,291,9937,0,0,0,0,0,0,0,0,0,0,453,966,733,1507,990,1421,1286,735,332,8424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,16
LGA15750,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,5,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,5,6,0,28,30,118,79,162,121,122,95,48,11,776,393,906,728,1464,802,928,689,368,117,6397,0,0,0,0,0,0,0,0,0,0,331,774,598,1221,609,721,545,348,159,5323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5
LGA15800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,16,12,57,29,61,31,41,39,19,12,296,174,409,295,577,324,402,358,201,76,2823,0,0,0,0,0,0,0,0,0,0,135,356,226,478,294,364,276,203,106,2438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA15850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,10,23,77,49,87,50,57,53,36,21,460,230,503,349,662,350,429,382,239,77,3218,0,0,0,0,0,0,0,0,0,0,147,372,278,575,295,344,301,175,59,2560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA15900,3,6,8,34,0,10,0,6,0,68,0,20,43,118,53,40,23,3,4,307,0,7,15,46,24,13,9,8,5,138,0,0,6,25,0,0,3,0,0,32,0,10,33,51,5,5,3,0,0,106,0,0,0,11,12,10,0,3,0,32,16,29,38,131,43,39,23,10,0,338,3,26,41,102,31,25,13,3,0,244,0,4,4,17,8,17,15,9,9,81,0,4,30,36,15,3,4,0,0,91,33,186,188,618,184,152,132,126,49,1673,123,318,653,1090,460,416,348,238,125,3769,4504,9583,12021,24430,10112,9410,7367,4027,1537,82975,6,40,17,66,7,5,3,0,0,144,4056,8026,10327,18717,8477,7987,6164,3662,2118,69534,0,17,13,78,7,5,0,0,0,125,0,0,0,16,6,24,20,6,0,76,0,0,0,94,12,3,0,0,0,107,0,0,0,20,5,3,4,0,0,36,0,9,18,119,36,21,9,3,3,211
LGA15950,8,18,16,51,19,17,16,4,0,144,9,19,21,298,84,73,81,20,3,621,0,4,0,61,13,15,15,5,3,114,3,12,5,69,13,8,6,0,0,124,0,9,18,94,13,13,0,0,0,148,0,3,0,37,11,11,9,0,0,75,20,54,43,171,75,53,34,17,0,468,0,4,12,34,22,7,14,4,0,90,0,0,0,29,11,8,9,5,0,65,0,0,6,27,12,6,4,5,0,53,16,69,59,797,211,122,124,78,40,1510,51,83,86,494,153,150,127,94,58,1294,1753,2663,2664,12679,4115,3458,2896,1742,470,32443,0,0,0,4,0,0,0,0,0,7,1552,2023,2027,6653,2257,2038,1941,1224,418,20146,0,5,0,22,0,3,0,0,0,31,0,0,0,10,5,4,0,4,0,11,0,11,18,280,35,3,7,0,0,356,0,0,5,10,3,0,0,0,0,16,0,4,14,93,25,30,22,3,0,194
LGA15990,16,91,57,34,42,17,33,9,0,304,11,109,134,685,533,299,164,84,18,2031,0,3,5,26,15,18,9,11,4,88,0,5,5,25,13,12,18,6,0,82,0,21,30,82,24,22,7,0,0,197,0,7,5,34,33,33,25,12,5,155,36,189,128,403,245,187,116,52,5,1359,0,13,20,57,51,44,8,11,4,202,0,12,9,102,87,61,45,35,7,362,0,0,3,41,64,47,26,4,0,190,23,213,194,1623,836,690,471,366,91,4510,156,411,415,1058,546,459,374,290,182,3903,7237,17828,15631,31004,19374,16041,11509,7559,2746,128929,0,0,0,9,7,5,7,0,0,27,6537,14609,11667,18263,12138,9614,7746,5481,2767,88827,0,0,4,26,6,0,0,0,0,32,0,0,0,39,18,27,22,4,0,104,3,28,93,1265,172,50,14,3,3,1634,0,0,0,15,12,6,0,0,0,32,5,27,38,336,163,123,60,36,7,795
LGA16100,0,0,0,0,0,0,0,0,0,0,0,4,0,7,4,0,0,0,0,13,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,4,3,9,6,21,0,42,13,44,37,84,37,51,67,37,4,371,136,350,294,616,374,446,431,220,48,2915,0,0,0,0,0,0,0,0,0,0,116,292,198,386,304,298,292,154,43,2076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0
LGA16150,4,3,5,3,0,0,0,0,0,14,0,10,11,27,17,7,11,0,0,97,0,13,3,16,0,0,0,0,0,37,0,0,0,0,3,0,0,0,0,9,0,0,5,14,8,0,0,0,0,30,0,0,0,6,0,0,0,0,0,5,0,0,4,21,0,8,10,0,0,51,0,0,3,13,10,0,0,0,0,21,0,0,0,0,5,0,3,8,0,13,0,6,3,16,16,9,3,0,0,58,0,16,16,84,38,33,28,19,10,248,63,150,144,313,145,125,135,79,56,1216,1644,3277,2591,5371,2497,2274,1985,1136,405,21178,0,0,0,3,0,0,0,0,0,4,1311,2765,2222,4742,2185,2048,1859,1084,456,18676,0,0,0,7,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,5,4,0,0,25,9,0,0,0,0,38
LGA16200,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,5,0,0,0,31,0,0,0,6,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,0,0,12,5,0,5,10,0,30,34,78,73,137,67,88,64,37,18,598,493,1025,850,1594,820,977,789,448,157,7154,0,0,0,0,0,0,0,0,0,0,394,911,740,1338,717,807,653,457,220,6223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
LGA16260,7,77,50,131,68,40,38,22,0,425,4,23,28,182,107,68,48,16,4,487,13,61,93,668,261,266,213,69,27,1673,8,24,37,350,71,39,48,15,0,582,4,14,32,149,29,18,7,3,0,264,0,4,15,114,73,71,34,15,3,335,25,91,52,134,45,38,29,10,3,430,0,17,60,271,191,169,109,25,4,844,0,0,0,11,19,16,8,6,0,60,0,10,21,65,21,8,5,0,0,133,64,397,351,1912,613,538,366,236,78,4549,301,543,648,2486,579,507,326,205,132,5719,8194,15719,14895,48731,14332,11979,8690,4535,1668,128734,0,7,22,191,86,70,41,19,3,439,6939,10728,8097,12189,4943,3755,3145,2389,1189,53358,4,30,55,387,61,39,14,0,0,599,0,0,0,33,16,35,15,4,3,113,0,12,19,158,24,19,0,0,0,232,0,0,14,51,21,10,13,3,4,120,5,10,19,76,32,19,14,6,0,177
LGA16350,3,11,8,28,13,8,11,3,0,88,0,16,22,104,82,65,51,27,7,380,0,12,40,208,79,82,66,24,5,510,0,0,3,26,3,3,7,0,0,49,6,14,21,77,20,8,6,0,0,155,0,6,0,45,39,44,18,9,3,165,7,16,18,68,24,34,19,7,0,190,0,14,11,73,48,32,17,0,4,193,0,0,4,11,15,28,26,12,3,88,0,0,20,35,34,17,10,3,0,112,10,103,218,935,488,469,387,210,54,2875,359,767,758,1724,692,550,424,326,155,5748,8130,15618,14448,31646,13302,11295,8347,3832,960,107583,0,15,31,133,39,21,16,0,0,253,7051,13166,11559,22124,8959,7271,4992,2039,803,77973,4,15,11,161,32,16,7,0,0,245,0,0,0,24,18,22,15,9,3,91,0,5,5,33,0,9,4,0,0,54,0,3,7,31,15,11,9,0,0,79,0,6,3,28,18,24,9,3,0,95
LGA16380,0,0,0,5,3,3,4,0,0,21,0,5,17,48,24,24,29,22,5,170,0,6,5,10,9,3,3,5,0,36,0,0,0,0,0,0,0,0,0,4,0,7,11,10,9,0,0,0,0,30,0,0,0,3,3,6,0,4,0,19,0,17,15,23,14,15,25,18,3,136,0,4,0,8,7,0,0,0,0,21,0,3,3,6,5,3,9,10,3,44,0,0,0,8,9,4,9,0,0,36,4,23,25,83,64,66,96,85,28,475,78,196,213,425,236,288,345,263,135,2180,2006,5106,4399,7750,4908,5547,6378,4100,1377,41576,0,0,0,0,0,0,0,0,0,0,1760,4555,4040,7025,4508,5295,5296,3356,1528,37360,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,6,0,0,0,5,0,5,0,16,4,0,0,0,0,29,0,0,0,3,0,0,0,0,0,5,0,10,5,37,15,11,14,6,0,96
LGA16400,0,4,0,6,11,0,0,0,0,15,0,14,23,38,35,25,22,17,5,177,0,0,0,8,0,0,3,0,0,12,0,0,0,4,0,0,0,0,0,4,0,13,4,17,4,9,0,0,0,39,0,0,0,0,4,0,3,0,0,14,4,7,14,17,5,12,20,8,0,96,4,0,3,9,9,3,3,0,0,21,0,4,0,10,11,7,15,19,0,68,0,0,5,3,4,0,3,4,0,20,4,13,22,60,30,68,94,63,15,366,44,214,176,362,247,289,307,250,56,1954,1801,4787,4155,7283,4485,5228,5342,3232,750,37059,0,0,0,0,0,0,0,0,0,0,1745,4168,3455,6391,3911,4459,4299,2388,824,31623,0,0,0,3,3,0,0,0,0,10,0,0,0,0,0,5,0,0,0,5,0,0,0,12,3,0,0,0,0,17,0,0,0,7,0,0,0,0,0,7,0,0,0,21,21,9,16,5,0,71
LGA16490,0,0,3,11,7,5,5,0,0,33,0,17,14,43,27,25,4,6,4,142,0,5,0,26,12,7,12,3,0,60,0,0,0,5,0,0,0,0,0,3,5,3,6,14,0,0,0,0,0,32,0,0,0,9,5,0,0,0,0,19,6,20,25,50,14,27,15,15,0,171,0,0,3,12,11,6,4,0,0,30,0,0,0,0,7,12,7,3,0,32,0,0,3,10,12,4,7,0,0,40,9,14,26,186,112,113,106,78,34,665,80,171,137,480,206,244,192,65,30,1592,2135,4278,3557,9040,4551,4121,2685,1173,316,31861,0,0,0,3,0,0,0,0,0,6,1975,3457,2829,6779,3545,2795,1704,759,247,24088,0,7,8,65,4,0,0,0,0,80,0,0,0,8,0,6,6,0,0,23,0,0,0,17,6,0,0,0,0,28,0,0,0,3,0,0,0,0,0,10,0,6,0,33,17,19,9,0,0,87
LGA16550,3,21,59,84,30,27,25,11,3,260,0,28,75,267,252,139,65,56,21,911,0,0,14,51,18,9,18,6,5,129,0,0,7,78,21,13,15,0,0,150,0,10,16,81,25,18,18,3,0,168,0,4,6,56,24,26,15,10,4,136,25,81,52,206,91,55,39,17,0,570,0,10,20,97,51,37,40,16,4,280,0,0,0,82,20,10,13,9,0,139,0,0,0,18,7,9,0,4,0,47,22,120,168,1413,511,518,479,363,162,3748,140,281,445,1161,391,320,214,160,90,3197,3521,7033,8210,21776,8498,6888,4989,3128,1332,65376,0,0,0,0,3,0,0,0,0,6,3038,5824,5521,10174,4611,3665,2416,1569,927,37746,0,3,15,48,25,14,9,0,0,117,0,0,0,24,10,17,20,7,0,71,3,9,66,862,43,18,11,0,0,1015,0,4,8,10,8,7,3,0,3,43,5,13,24,162,60,28,21,10,0,323
LGA16610,0,0,0,0,0,0,0,0,0,3,0,0,3,3,7,3,4,3,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,5,6,6,8,0,0,30,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,5,0,6,0,11,5,13,18,6,0,60,62,172,141,257,158,169,143,107,42,1253,610,1555,1318,2228,1408,1644,1654,902,305,11631,0,0,0,0,0,0,0,0,0,0,525,1375,1090,1968,1169,1395,1328,753,374,9975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,3,0,0,7,0,0,13
LGA16700,8,41,39,94,53,22,23,7,3,289,3,17,35,143,77,40,42,14,4,374,3,11,27,171,66,65,71,31,17,465,0,16,23,223,55,16,25,21,0,384,0,10,27,118,30,11,11,4,0,208,0,0,7,56,22,13,21,4,4,123,9,43,37,93,36,27,10,4,3,264,4,20,74,187,91,67,38,19,5,502,0,0,3,19,10,11,10,9,0,50,0,4,13,37,8,3,0,0,0,68,25,200,148,1109,355,315,212,146,69,2587,113,233,222,843,232,217,155,107,66,2201,3693,7127,7446,22132,7340,6611,4907,2580,1196,63042,0,0,0,44,32,26,23,0,0,131,3261,5298,4622,7112,3248,2695,1838,1258,997,30332,4,8,49,188,12,10,0,0,0,267,0,0,0,19,7,9,7,0,0,42,0,4,9,157,13,12,3,0,0,197,0,0,4,12,7,11,3,0,0,44,0,3,4,60,17,11,14,5,4,124
LGA16900,0,5,3,4,3,0,4,0,0,22,0,6,13,50,30,11,13,8,0,128,0,0,0,9,4,0,0,0,0,15,0,0,0,3,0,0,0,0,0,3,0,9,3,16,5,0,0,0,0,31,0,0,0,20,23,23,13,12,0,88,4,0,7,21,10,11,6,8,0,58,0,0,4,12,17,14,11,4,0,56,0,0,4,0,9,37,24,10,7,94,0,0,4,5,4,3,0,0,0,14,0,18,24,96,123,219,207,123,63,874,96,231,186,387,189,184,156,148,108,1691,2392,5200,4758,9157,4631,4585,3748,2060,733,37265,0,0,0,0,0,0,0,0,0,3,2111,4461,4314,8238,3961,3441,2478,1301,432,30736,0,0,0,7,0,0,0,0,0,10,0,0,0,13,3,12,10,6,0,47,0,0,0,13,3,3,0,0,0,22,0,0,0,7,6,4,0,0,0,23,0,0,3,28,4,14,4,0,0,54
LGA16950,0,0,0,0,6,0,7,0,0,26,0,4,9,38,24,24,40,21,0,147,0,5,0,21,4,6,0,3,0,37,0,0,0,6,0,0,0,0,0,6,0,7,8,24,0,4,0,0,0,50,0,0,0,0,0,3,0,0,0,7,3,12,22,28,25,28,43,15,3,178,0,0,6,13,13,3,0,0,0,40,0,3,0,3,4,14,27,15,3,74,0,0,0,9,7,7,3,0,0,28,0,20,14,106,69,103,178,163,45,708,163,420,364,717,446,527,481,346,126,3589,2810,6093,5379,11069,5999,7722,8375,4856,1423,53719,0,0,0,0,0,0,0,0,0,0,2455,5275,4312,8924,5043,6428,6421,3402,1433,43691,0,4,0,9,0,0,0,0,0,16,0,0,0,0,4,4,6,3,0,9,0,0,0,18,3,4,0,0,0,26,0,4,0,7,0,0,4,0,0,10,0,0,5,31,16,20,16,7,0,101
LGA17000,0,0,0,0,0,0,0,0,0,5,0,8,5,22,18,4,0,0,0,62,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,4,7,8,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,5,0,0,18,0,0,3,0,4,5,0,0,0,9,0,0,0,0,0,4,4,0,0,5,0,0,0,4,0,0,0,0,0,12,0,0,4,27,6,14,11,12,0,72,34,78,194,220,105,118,71,46,11,879,778,1823,1909,3158,1642,1598,1083,522,142,12659,0,0,0,0,0,0,0,0,0,0,710,1604,1258,2602,1383,1222,867,401,176,10227,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3
LGA17040,0,0,0,0,3,0,0,0,0,0,0,3,5,5,9,8,5,5,0,37,0,0,0,11,0,0,0,0,0,14,0,0,0,23,0,0,0,0,0,26,0,7,4,7,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,6,4,19,6,13,3,0,0,44,0,0,0,3,3,0,0,0,0,6,0,0,0,0,6,5,0,0,0,12,0,0,0,3,8,0,0,0,0,11,3,7,5,55,23,30,57,52,15,240,18,89,81,223,114,139,103,71,20,849,491,1378,1225,2713,1529,1637,1299,684,204,11169,0,0,0,0,0,0,0,0,0,0,475,1058,999,1944,1151,1168,814,440,185,8228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,7,6,3,9,0,0,31
LGA17080,0,0,0,0,0,0,0,0,0,0,0,6,7,28,21,4,0,0,0,70,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,5,0,0,0,18,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,13,0,0,0,4,3,3,0,0,0,10,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,14,8,10,16,16,4,78,20,93,44,128,90,99,77,75,20,638,383,995,768,1565,929,1151,961,600,150,7504,0,0,0,0,0,0,0,0,0,0,408,819,643,1274,744,836,772,401,209,6104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5
