SED_CODE_2016,M_15_19_yr_Married,M_15_19_yr_Separated,M_15_19_yr_Divorced,M_15_19_yr_Widowed,M_15_19_yr_Never_Married,M_15_19_yr_Tot,M_20_24_yr_Married,M_20_24_yr_Separated,M_20_24_yr_Divorced,M_20_24_yr_Widowed,M_20_24_yr_Never_Married,M_20_24_yr_Tot,M_25_34_yr_Married,M_25_34_yr_Separated,M_25_34_yr_Divorced,M_25_34_yr_Widowed,M_25_34_yr_Never_Married,M_25_34_yr_Tot,M_35_44_yr_Married,M_35_44_yr_Separated,M_35_44_yr_Divorced,M_35_44_yr_Widowed,M_35_44_yr_Never_Married,M_35_44_yr_Tot,M_45_54_yr_Married,M_45_54_yr_Separated,M_45_54_yr_Divorced,M_45_54_yr_Widowed,M_45_54_yr_Never_Married,M_45_54_yr_Tot,M_55_64_yr_Married,M_55_64_yr_Separated,M_55_64_yr_Divorced,M_55_64_yr_Widowed,M_55_64_yr_Never_Married,M_55_64_yr_Tot,M_65_74_yr_Married,M_65_74_yr_Separated,M_65_74_yr_Divorced,M_65_74_yr_Widowed,M_65_74_yr_Never_Married,M_65_74_yr_Tot,M_75_84_yr_Married,M_75_84_yr_Separated,M_75_84_yr_Divorced,M_75_84_yr_Widowed,M_75_84_yr_Never_Married,M_75_84_yr_Tot,M_85ov_Married,M_85ov_Separated,M_85ov_Divorced,M_85ov_Widowed,M_85ov_Never_Married,M_85ov_Tot,M_Tot_Married,M_Tot_Separated,M_Tot_Divorced,M_Tot_Widowed,M_Tot_Never_Married,M_Tot_Tot,F_15_19_yr_Married,F_15_19_yr_Separated,F_15_19_yr_Divorced,F_15_19_yr_Widowed,F_15_19_yr_Never_Married,F_15_19_yr_Tot,F_20_24_yr_Married,F_20_24_yr_Separated,F_20_24_yr_Divorced,F_20_24_yr_Widowed,F_20_24_yr_Never_Married,F_20_24_yr_Tot,F_25_34_yr_Married,F_25_34_yr_Separated,F_25_34_yr_Divorced,F_25_34_yr_Widowed,F_25_34_yr_Never_Married,F_25_34_yr_Tot,F_35_44_yr_Married,F_35_44_yr_Separated,F_35_44_yr_Divorced,F_35_44_yr_Widowed,F_35_44_yr_Never_Married,F_35_44_yr_Tot,F_45_54_yr_Married,F_45_54_yr_Separated,F_45_54_yr_Divorced,F_45_54_yr_Widowed,F_45_54_yr_Never_Married,F_45_54_yr_Tot,F_55_64_yr_Married,F_55_64_yr_Separated,F_55_64_yr_Divorced,F_55_64_yr_Widowed,F_55_64_yr_Never_Married,F_55_64_yr_Tot,F_65_74_yr_Married,F_65_74_yr_Separated,F_65_74_yr_Divorced,F_65_74_yr_Widowed,F_65_74_yr_Never_Married,F_65_74_yr_Tot,F_75_84_yr_Married,F_75_84_yr_Separated,F_75_84_yr_Divorced,F_75_84_yr_Widowed,F_75_84_yr_Never_Married,F_75_84_yr_Tot,F_85ov_Married,F_85ov_Separated,F_85ov_Divorced,F_85ov_Widowed,F_85ov_Never_Married,F_85ov_Tot,F_Tot_Married,F_Tot_Separated,F_Tot_Divorced,F_Tot_Widowed,F_Tot_Never_Married,F_Tot_Tot,P_15_19_yr_Married,P_15_19_yr_Separated,P_15_19_yr_Divorced,P_15_19_yr_Widowed,P_15_19_yr_Never_Married,P_15_19_yr_Tot,P_20_24_yr_Married,P_20_24_yr_Separated,P_20_24_yr_Divorced,P_20_24_yr_Widowed,P_20_24_yr_Never_Married,P_20_24_yr_Tot,P_25_34_yr_Married,P_25_34_yr_Separated,P_25_34_yr_Divorced,P_25_34_yr_Widowed,P_25_34_yr_Never_Married,P_25_34_yr_Tot,P_35_44_yr_Married,P_35_44_yr_Separated,P_35_44_yr_Divorced,P_35_44_yr_Widowed,P_35_44_yr_Never_Married,P_35_44_yr_Tot,P_45_54_yr_Married,P_45_54_yr_Separated,P_45_54_yr_Divorced,P_45_54_yr_Widowed,P_45_54_yr_Never_Married,P_45_54_yr_Tot,P_55_64_yr_Married,P_55_64_yr_Separated,P_55_64_yr_Divorced,P_55_64_yr_Widowed,P_55_64_yr_Never_Married,P_55_64_yr_Tot,P_65_74_yr_Married,P_65_74_yr_Separated,P_65_74_yr_Divorced,P_65_74_yr_Widowed,P_65_74_yr_Never_Married,P_65_74_yr_Tot,P_75_84_yr_Married,P_75_84_yr_Separated,P_75_84_yr_Divorced,P_75_84_yr_Widowed,P_75_84_yr_Never_Married,P_75_84_yr_Tot,P_85ov_Married,P_85ov_Separated,P_85ov_Divorced,P_85ov_Widowed,P_85ov_Never_Married,P_85ov_Tot,P_Tot_Married,P_Tot_Separated,P_Tot_Divorced,P_Tot_Widowed,P_Tot_Never_Married,P_Tot_Tot
SED10022,6,0,0,0,2099,2112,69,7,0,0,1717,1796,1167,62,38,4,2133,3405,2224,178,239,9,1300,3949,2722,257,519,41,1071,4600,3295,270,785,109,729,5187,3137,198,651,231,393,4608,1673,71,250,347,152,2492,444,15,24,288,49,819,14735,1066,2498,1027,9640,28962,4,0,0,3,2041,2046,125,22,0,3,1478,1628,1402,101,74,6,1745,3327,2355,206,303,40,944,3854,2966,299,648,101,686,4701,3254,266,706,312,407,4952,2800,145,564,793,189,4493,1291,38,181,1193,98,2803,220,13,37,1103,71,1448,14421,1095,2521,3558,7658,29253,10,0,0,3,4143,4158,196,24,0,4,3199,3425,2567,166,111,15,3876,6733,4583,391,540,48,2241,7802,5679,547,1166,142,1759,9296,6551,544,1494,419,1135,10131,5941,349,1213,1024,578,9102,2970,114,435,1535,250,5295,661,34,63,1397,118,2270,29155,2163,5022,4587,17294,58213
SED10023,5,0,0,0,2192,2195,29,0,0,0,2164,2198,1442,35,52,0,2973,4508,3220,146,291,4,1179,4840,3431,198,512,25,833,5003,3347,157,610,71,479,4669,2453,89,356,125,189,3215,1333,30,140,188,59,1754,439,3,34,227,25,729,15701,669,1989,650,10106,29110,6,0,0,0,2174,2179,50,3,3,0,2002,2063,1913,69,82,3,2743,4811,3571,199,378,26,974,5146,3596,232,681,59,625,5203,3240,199,860,235,307,4839,2150,129,621,464,102,3462,1028,24,224,814,47,2140,230,5,67,821,45,1163,15785,855,2914,2422,9017,30999,13,0,0,0,4361,4378,78,3,3,0,4170,4259,3356,104,142,7,5721,9319,6789,348,669,30,2153,9989,7034,431,1194,83,1461,10203,6590,348,1467,310,787,9508,4605,217,974,591,293,6675,2364,57,361,1009,107,3889,672,11,100,1046,69,1893,31485,1523,4902,3072,19124,60112
SED10024,7,0,0,0,3037,3046,18,0,0,0,2126,2143,1090,25,26,3,1683,2817,3928,57,127,3,621,4734,4866,129,283,30,512,5818,3578,89,281,41,234,4213,2968,62,200,116,127,3474,1863,34,81,214,67,2262,567,7,32,290,17,916,18883,397,1027,699,8416,29413,3,0,0,0,2771,2778,49,0,0,0,1968,2022,1561,32,68,3,1402,3060,4549,116,238,15,647,5563,5142,170,552,84,424,6368,3543,120,506,165,237,4573,2887,58,443,486,138,4014,1367,21,198,950,83,2623,312,3,70,1086,84,1551,19417,524,2069,2790,7755,32555,17,0,0,3,5804,5827,66,0,0,0,4095,4168,2648,57,91,7,3083,5878,8476,172,360,22,1269,10296,10012,294,829,110,931,12183,7119,205,784,207,469,8784,5860,118,647,599,263,7491,3233,56,279,1165,154,4884,875,10,104,1376,101,2461,38302,919,3094,3488,16166,61968
SED10025,5,0,0,0,1858,1867,53,3,3,0,2485,2545,2760,60,104,0,3904,6829,4086,130,313,8,1387,5922,3338,171,486,27,832,4850,2875,145,486,57,499,4067,2305,92,360,119,222,3096,1278,35,95,188,110,1702,433,13,21,212,25,706,17141,655,1867,613,11325,31594,7,0,0,0,1754,1765,119,4,0,0,2626,2755,3449,72,154,4,3628,7306,4211,189,453,22,1471,6345,3530,226,863,73,932,5622,2897,190,792,236,566,4680,2118,100,524,530,236,3506,923,32,177,893,112,2140,159,7,69,930,71,1233,17421,825,3026,2683,11410,35358,13,0,0,0,3612,3633,177,12,3,0,5109,5301,6206,133,253,4,7537,14138,8301,316,761,31,2857,12268,6867,404,1343,102,1757,10475,5773,335,1278,292,1066,8754,4423,186,885,647,457,6602,2200,66,273,1086,219,3845,591,20,92,1139,103,1946,34553,1477,4892,3297,22730,66955
SED10026,5,0,0,0,2342,2351,106,3,0,3,2145,2262,1736,108,74,8,2845,4769,2566,199,251,14,1304,4338,2777,286,647,30,1128,4861,2962,247,667,102,703,4680,2546,172,534,218,291,3758,1269,69,191,274,116,1919,330,9,26,229,25,616,14301,1090,2383,869,10906,29549,6,0,0,3,2243,2249,150,17,4,3,1980,2149,2133,171,115,8,2524,4949,2642,270,344,23,1288,4572,2990,334,749,106,876,5054,3017,274,826,312,498,4929,2203,147,559,702,147,3763,920,23,198,1071,85,2307,164,7,48,788,39,1039,14219,1240,2852,3021,9674,31012,11,0,3,0,4586,4602,252,20,5,8,4126,4412,3870,271,185,19,5375,9717,5204,473,602,33,2593,8907,5760,616,1391,138,2005,9911,5975,524,1498,415,1198,9608,4751,316,1089,922,436,7516,2192,94,387,1344,203,4221,492,11,74,1011,62,1650,28524,2332,5238,3889,20578,60563
SED10027,9,3,3,0,2501,2517,88,7,3,3,2480,2580,2015,78,95,0,2692,4878,3475,175,301,10,1089,5048,3459,209,449,26,732,4870,3143,189,546,68,517,4465,2281,139,330,143,180,3069,1206,41,123,273,56,1697,415,13,35,316,19,793,16084,850,1883,832,10264,29918,15,0,0,0,2387,2411,237,26,7,6,2302,2577,2655,172,186,5,2146,5163,3760,240,466,38,893,5402,3479,287,737,111,540,5158,3020,201,738,296,398,4649,1875,121,458,569,154,3170,908,36,159,1016,51,2172,209,0,62,1040,27,1335,16153,1086,2819,3089,8890,32036,21,3,3,0,4891,4926,323,29,14,7,4780,5157,4666,251,278,7,4834,10038,7235,421,767,48,1982,10454,6933,493,1189,140,1273,10030,6164,395,1283,364,917,9114,4158,257,794,706,332,6242,2115,81,278,1289,111,3870,626,13,97,1355,46,2125,32236,1939,4699,3917,19162,61955
SED10028,12,0,0,0,3061,3077,47,3,0,3,2858,2911,1653,32,39,0,2543,4268,3945,77,133,11,636,4798,4684,127,252,22,435,5518,4229,101,301,50,245,4927,2652,52,204,97,131,3137,1467,34,86,180,67,1836,594,9,24,304,20,954,19286,435,1042,677,10003,31441,9,0,0,0,2772,2783,88,6,3,3,2700,2797,2132,55,80,10,2012,4277,4601,124,222,10,528,5493,5011,175,497,71,337,6096,4019,135,582,197,235,5160,2299,67,371,443,158,3339,1183,28,189,913,96,2414,327,4,83,1298,81,1793,19673,592,2028,2947,8913,34159,23,0,0,0,5837,5869,134,6,3,5,5552,5705,3783,88,116,8,4554,8549,8549,202,352,21,1165,10291,9700,298,749,92,773,11619,8245,233,876,255,480,10091,4947,113,577,540,294,6479,2657,67,276,1094,161,4259,921,18,110,1604,99,2749,38956,1025,3066,3620,18917,65597
SED10029,15,0,0,0,3102,3118,226,10,12,4,3175,3418,2265,137,184,5,3426,6015,3185,292,411,25,1378,5299,3691,340,689,35,982,5739,3309,280,658,95,596,4941,2160,171,367,147,221,3058,1203,59,127,241,91,1723,374,20,22,186,28,637,16423,1307,2468,737,13000,33940,29,3,4,0,2874,2905,518,32,19,0,2620,3190,3248,269,355,23,2519,6415,3504,433,693,74,1072,5766,3370,407,1014,201,807,5802,2939,257,859,509,522,5083,1725,129,410,759,177,3206,805,42,150,1032,70,2098,182,11,49,823,22,1086,16320,1584,3554,3411,10683,35553,38,3,9,0,5978,6025,742,35,30,3,5789,6609,5517,405,534,25,5949,12431,6686,727,1103,91,2448,11061,7062,749,1710,233,1791,11538,6243,533,1513,605,1127,10025,3886,306,773,901,396,6269,2007,103,272,1272,166,3819,557,36,68,1011,51,1726,32744,2890,6025,4152,23684,69487
SED10030,3,0,0,0,2050,2056,44,5,7,0,2021,2078,1301,74,76,3,2714,4162,2397,232,263,15,1602,4507,2482,299,741,34,1344,4898,2606,277,905,89,828,4703,2549,208,745,213,352,4068,1396,65,270,308,144,2179,438,14,60,344,49,906,13215,1173,3061,1008,11096,29547,4,0,0,0,1968,1971,103,15,0,4,1846,1969,1725,120,113,9,2274,4239,2526,309,420,27,1351,4628,2610,377,989,116,1077,5168,2673,293,1226,322,604,5123,2309,168,1040,699,282,4493,1089,52,393,1149,102,2783,234,13,117,1162,45,1572,13267,1352,4301,3485,9548,31954,11,3,0,0,4014,4026,147,18,3,4,3866,4047,3021,194,192,13,4984,8405,4922,538,686,37,2950,9133,5092,682,1728,149,2422,10069,5283,569,2130,413,1430,9822,4851,375,1783,918,628,8561,2482,118,663,1453,249,4967,670,36,176,1506,97,2479,26481,2528,7359,4493,20639,61505
SED10031,7,0,0,0,2356,2366,71,3,3,0,1835,1914,1354,61,62,4,2225,3702,2650,180,250,18,1291,4388,3237,275,632,43,1140,5325,3437,272,779,108,714,5315,3222,185,595,231,370,4607,1514,69,190,300,132,2206,339,13,39,220,38,645,15838,1052,2550,934,10096,30466,4,3,0,0,2230,2237,134,16,4,0,1502,1651,1703,126,102,10,1869,3803,2877,252,367,31,1007,4537,3409,294,870,103,827,5496,3451,242,951,245,514,5407,2817,118,734,770,240,4677,1025,36,205,993,100,2359,159,4,46,853,48,1111,15573,1086,3277,3010,8331,31283,11,4,3,0,4585,4602,207,20,3,0,3334,3565,3056,185,168,14,4092,7504,5530,427,623,47,2298,8925,6649,565,1497,148,1967,10824,6889,514,1728,353,1234,10720,6039,309,1325,1006,607,9281,2542,104,399,1292,231,4566,492,19,81,1078,87,1755,31412,2139,5827,3942,18427,61744
SED10032,11,0,0,0,2643,2651,260,8,3,0,3439,3713,4632,151,175,14,4336,9305,5016,257,380,14,1340,7012,3332,277,547,31,866,5057,2732,223,584,66,517,4124,1864,148,327,124,221,2691,971,44,115,177,90,1400,291,12,24,180,22,516,19100,1116,2159,611,13467,36460,41,4,0,3,2406,2447,687,27,14,0,2454,3181,5588,307,278,19,2622,8804,4303,342,550,54,1005,6260,3085,334,817,162,687,5086,2457,237,726,405,410,4234,1511,116,407,619,165,2816,665,25,127,883,75,1773,144,8,38,667,22,868,18468,1400,2952,2804,9844,35473,44,4,0,3,5049,5097,944,30,21,0,5897,6901,10218,457,454,31,6956,18111,9321,603,936,67,2339,13270,6410,615,1365,197,1554,10138,5189,466,1305,473,931,8358,3376,267,734,745,385,5503,1636,75,242,1057,160,3174,431,14,58,841,39,1391,37571,2521,5115,3418,23309,71932
SED10033,5,0,0,0,2706,2710,114,7,5,0,2377,2492,1630,67,61,4,2593,4354,2899,156,276,13,1147,4494,3558,253,656,33,917,5419,3150,191,643,69,458,4503,2295,115,446,168,211,3233,1029,52,113,162,64,1425,218,12,16,148,23,421,14891,854,2223,592,10492,29056,3,0,0,0,2573,2585,164,10,3,5,2246,2423,2121,125,106,9,2117,4473,3116,207,450,26,956,4759,3699,284,856,117,662,5619,2946,212,833,239,342,4577,2064,113,525,533,115,3348,684,49,185,653,57,1631,116,0,44,527,21,703,14915,1012,3000,2103,9087,30118,14,0,0,0,5282,5291,272,14,6,7,4626,4921,3748,197,172,9,4705,8826,6019,363,730,37,2103,9247,7256,543,1512,150,1579,11035,6094,402,1473,311,801,9082,4360,231,976,699,322,6583,1711,104,300,812,128,3061,337,14,60,678,42,1128,29806,1869,5225,2698,19579,59170
SED10034,3,0,0,0,2501,2509,63,4,3,0,2277,2346,1786,47,44,5,2482,4359,3731,136,264,7,1105,5245,3664,233,503,34,781,5215,3404,145,510,62,397,4525,2608,98,311,150,132,3298,1095,35,115,180,58,1480,278,7,10,223,33,548,16635,702,1767,654,9760,29522,3,0,0,0,2291,2296,104,3,5,0,1981,2093,2355,82,89,7,2148,4676,3974,222,404,26,1051,5670,3736,256,796,79,662,5533,3328,179,752,184,291,4732,2293,89,507,496,106,3495,770,28,163,679,44,1694,176,5,52,789,37,1061,16736,850,2770,2265,8618,31241,5,3,0,3,4798,4807,168,4,5,0,4256,4435,4143,123,135,12,4629,9035,7703,361,669,36,2153,10919,7396,484,1301,113,1444,10747,6732,325,1264,247,690,9256,4900,191,815,646,240,6791,1863,61,279,864,101,3173,458,7,64,1010,71,1606,33373,1558,4539,2922,18384,60767
SED10035,24,5,3,3,3217,3247,157,16,9,9,7351,7541,3772,103,187,14,10484,14561,4005,205,444,7,3568,8234,2512,216,655,27,2052,5458,1912,145,578,63,993,3696,1345,124,380,97,413,2360,903,55,124,138,147,1370,236,13,25,111,54,428,14867,883,2398,462,28278,46899,25,0,3,13,3241,3275,303,8,13,3,7337,7666,4451,153,289,10,8826,13731,3885,206,547,30,2763,7429,2489,237,841,102,1297,4981,1859,209,785,237,674,3765,1208,108,540,449,285,2598,643,30,161,655,126,1620,88,5,42,425,73,630,14949,959,3227,1929,24635,45700,47,8,3,11,6458,6528,460,23,18,7,14690,15210,8218,259,474,24,19314,28292,7888,417,996,40,6338,15667,5008,453,1496,128,3346,10437,3774,356,1367,300,1670,7460,2554,238,920,547,702,4958,1550,86,290,789,274,2989,317,17,64,535,126,1064,29820,1847,5628,2394,52918,92602
SED10036,15,0,0,0,3195,3214,110,8,7,0,2900,3023,2453,124,98,9,2903,5583,4315,196,279,8,1099,5900,4292,247,507,23,656,5730,3185,179,430,77,312,4187,2091,116,240,125,98,2673,883,35,87,169,46,1219,229,7,15,153,11,407,17577,907,1668,560,11227,31941,17,0,0,0,2925,2945,303,28,12,3,2462,2805,3295,213,160,5,2283,5953,4751,326,496,42,841,6461,3908,299,754,134,549,5652,2899,212,618,309,250,4277,1698,121,368,569,69,2826,587,36,118,714,40,1497,104,10,34,633,18,797,17571,1239,2558,2411,9435,33218,30,3,0,0,6125,6157,409,36,21,3,5362,5830,5749,337,258,14,5184,11541,9074,521,775,49,1944,12362,8200,550,1262,158,1208,11384,6088,386,1045,381,561,8462,3794,241,604,696,170,5506,1470,66,203,885,85,2716,337,11,50,788,25,1211,35145,2154,4219,2975,20662,65161
SED10037,3,0,4,3,2632,2648,43,0,0,0,2348,2397,1797,40,56,3,2307,4206,4384,110,191,3,1043,5732,4216,166,438,19,793,5640,3528,142,434,57,481,4638,2617,89,311,116,175,3308,1308,34,111,170,59,1676,340,10,24,160,9,544,18235,593,1575,538,9844,30785,5,0,0,0,2443,2451,127,3,0,0,1993,2122,2395,63,79,0,1795,4330,4712,168,377,22,892,6171,4369,257,797,89,630,6140,3344,157,820,227,366,4917,2346,77,539,479,132,3569,927,33,198,641,53,1848,175,0,39,608,37,857,18395,753,2850,2059,8334,32399,12,0,4,6,5077,5095,175,7,0,0,4338,4517,4193,106,131,4,4098,8536,9101,276,570,23,1936,11902,8588,429,1238,106,1421,11784,6866,302,1256,282,848,9551,4960,162,850,592,313,6874,2231,61,305,812,112,3525,513,13,71,766,49,1397,36632,1350,4421,2594,18180,63185
SED10038,3,0,0,0,2574,2581,45,3,0,5,2661,2717,1500,39,51,5,2714,4300,3342,182,250,8,1298,5079,3299,219,581,41,1013,5156,3025,203,599,73,634,4526,2536,109,381,158,218,3399,1493,45,142,270,85,2042,474,11,36,253,22,794,15719,820,2039,804,11218,30596,3,0,0,0,2457,2462,104,7,8,3,2284,2402,2061,94,104,3,2189,4455,3559,254,410,32,1125,5381,3326,290,839,83,809,5344,3019,224,1000,277,467,4982,2325,123,634,586,140,3802,1177,34,206,1053,55,2526,221,5,57,1052,36,1363,15800,1027,3257,3080,9562,32720,6,0,3,0,5031,5046,147,10,8,7,4946,5119,3559,130,155,4,4904,8752,6907,437,658,41,2418,10464,6626,508,1417,122,1821,10502,6043,426,1598,345,1098,9510,4864,232,1018,742,358,7205,2670,76,349,1325,147,4562,700,15,89,1308,51,2162,31517,1842,5289,3888,20780,63315
SED10039,3,0,4,0,2284,2288,73,7,0,0,2088,2172,1355,65,68,4,2294,3788,2478,186,256,6,1076,4001,2930,210,535,28,765,4477,3560,199,685,82,491,5018,3095,120,535,206,206,4159,1547,36,172,270,72,2100,441,8,38,250,25,763,15481,840,2297,848,9303,28761,3,0,0,0,2138,2143,132,11,0,0,1640,1778,1695,120,99,7,1707,3630,2620,223,372,19,870,4108,3097,257,757,89,587,4792,3597,224,907,257,358,5340,2745,120,615,573,213,4270,1174,26,223,923,57,2410,245,3,51,947,36,1282,15305,986,3031,2826,7608,29751,4,0,3,3,4422,4431,201,12,3,0,3733,3951,3052,194,170,13,4002,7420,5094,408,627,30,1942,8101,6031,470,1288,119,1361,9270,7154,425,1597,337,851,10360,5842,241,1152,780,420,8426,2724,60,395,1195,130,4502,690,15,88,1196,58,2044,30792,1817,5320,3673,16905,58513
SED10040,12,0,3,0,2679,2692,278,5,4,3,3721,4017,4347,94,130,7,4659,9241,4207,157,304,18,1305,5983,3721,198,535,22,829,5314,3264,166,552,67,516,4557,2246,137,343,110,276,3104,1438,48,130,196,116,1924,452,20,34,256,59,818,19964,828,2034,678,14156,37655,34,0,0,0,2510,2541,602,21,14,3,3056,3689,5058,156,240,10,3714,9171,4160,244,504,36,1222,6162,3820,300,871,111,683,5793,3241,221,847,303,519,5139,2022,102,464,627,198,3416,971,39,188,990,96,2278,202,8,65,1009,74,1358,20098,1092,3204,3090,12070,39547,43,0,3,0,5187,5240,878,25,16,7,6774,7704,9407,250,371,20,8373,18413,8370,404,807,49,2525,12151,7548,496,1415,141,1508,11104,6502,387,1397,370,1041,9695,4265,241,809,736,476,6521,2408,88,315,1186,206,4201,650,30,99,1263,133,2176,40058,1919,5234,3764,26228,77202
SED10041,10,3,0,3,2971,2983,31,0,4,0,2098,2135,1653,34,38,6,1947,3681,4295,87,153,3,696,5237,4676,152,279,24,495,5631,3418,103,323,45,293,4178,2670,62,233,106,111,3178,1619,30,95,217,81,2038,640,18,37,329,39,1059,19004,489,1171,728,8728,30116,3,0,3,0,3023,3024,80,0,5,0,2127,2207,2301,47,66,8,1742,4169,4796,139,304,18,647,5902,4913,213,630,78,445,6279,3344,139,629,186,247,4549,2418,83,469,468,148,3592,1297,14,211,911,86,2520,368,3,74,1301,83,1824,19524,654,2382,2962,8541,34069,9,3,4,4,5988,6010,114,0,9,3,4220,4343,3958,81,104,9,3691,7844,9089,227,454,28,1340,11145,9591,370,912,94,945,11910,6762,245,958,227,538,8723,5089,144,702,572,255,6767,2918,49,307,1121,166,4561,1009,24,110,1636,119,2887,38534,1141,3551,3688,17270,64187
SED10042,3,0,0,0,2257,2264,55,3,3,0,2014,2071,1354,69,48,3,2218,3685,2069,181,275,7,1233,3772,2668,228,646,30,988,4556,3108,247,780,101,567,4800,3151,137,559,211,216,4271,1628,56,212,278,69,2243,462,17,49,290,18,838,14507,938,2568,920,9576,28505,5,3,0,0,2087,2093,140,11,0,0,1749,1899,1679,125,107,4,1840,3756,2329,261,412,28,1076,4104,2850,312,784,106,703,4758,3236,235,1036,287,371,5160,2864,135,719,681,168,4577,1203,33,271,1030,83,2620,272,3,50,1074,37,1437,14575,1107,3393,3219,8111,30409,13,3,0,0,4343,4359,193,10,3,0,3761,3969,3029,194,155,10,4058,7448,4399,442,690,39,2310,7879,5521,540,1430,131,1690,9312,6343,486,1816,390,932,9961,6014,267,1279,898,387,8843,2830,85,486,1309,152,4865,737,15,99,1363,54,2273,29080,2045,5959,4142,17691,58914
SED10043,23,0,3,0,3044,3071,219,10,12,4,3396,3643,3641,145,152,10,3930,7879,4563,216,323,14,1150,6273,3680,269,515,31,739,5237,3089,214,593,73,518,4496,2041,168,371,124,265,2964,1173,55,142,227,120,1725,361,9,28,215,38,650,18788,1090,2135,699,13205,35925,43,8,0,0,2828,2879,832,31,19,6,2383,3272,4603,271,255,14,2202,7351,4146,347,554,44,798,5889,3441,352,830,136,577,5337,2667,271,808,394,358,4497,1515,124,393,607,188,2821,763,31,154,932,78,1964,180,6,40,761,34,1017,18180,1434,3060,2889,9446,35020,67,3,4,3,5869,5952,1055,40,27,9,5782,6913,8238,413,409,28,6132,15225,8705,564,881,57,1952,12157,7121,617,1345,169,1318,10574,5754,488,1407,464,879,8984,3555,285,766,728,449,5779,1936,87,296,1160,202,3683,538,16,70,974,69,1668,36967,2531,5200,3592,22654,70941
SED10044,5,0,0,4,2822,2833,46,3,0,0,2193,2246,2298,36,74,6,3496,5913,4257,128,261,7,1470,6123,3864,178,461,29,867,5399,2887,139,447,50,615,4132,2306,88,359,103,282,3140,1187,46,155,169,123,1679,471,9,30,274,56,845,17319,629,1787,640,11926,32305,8,0,3,0,1894,1905,126,0,10,0,2071,2204,2921,66,116,0,3231,6345,4457,170,430,25,1451,6544,3954,241,735,79,796,5800,2890,161,778,209,540,4584,2001,107,558,445,306,3413,886,33,261,862,151,2195,247,6,94,1078,146,1562,17494,788,2986,2699,10577,34550,13,0,4,7,4713,4731,172,3,10,0,4264,4451,5224,105,196,4,6725,12254,8716,304,691,33,2921,12670,7813,420,1197,102,1671,11200,5776,303,1227,260,1151,8717,4311,191,911,553,587,6553,2071,80,416,1033,274,3871,714,15,132,1347,197,2405,34812,1415,4775,3341,22511,66850
SED10045,3,0,0,0,2283,2285,60,4,4,3,1762,1829,939,67,35,5,2173,3225,1853,144,242,6,1641,3883,2466,272,705,29,1590,5067,3174,381,1220,117,1265,6165,2748,216,780,198,431,4371,1355,71,243,237,128,2031,395,13,33,250,39,731,12987,1172,3257,857,11312,29586,8,0,0,0,2223,2235,103,12,3,0,1629,1752,1299,141,82,7,1983,3506,2110,267,401,29,1618,4433,2689,340,993,125,1293,5432,3254,352,1437,339,774,6158,2368,133,867,588,255,4213,1016,41,246,896,121,2322,191,8,66,1012,62,1334,13036,1299,4099,2995,9951,31377,14,0,0,0,4502,4519,160,18,8,5,3384,3579,2241,211,119,11,4147,6730,3968,415,644,38,3261,8316,5149,615,1701,155,2884,10497,6430,737,2659,457,2039,12320,5111,352,1649,785,686,8584,2373,110,485,1137,244,4352,588,16,103,1258,99,2065,26026,2468,7359,3854,21261,60968
SED10046,10,4,0,0,3446,3459,198,3,3,0,3123,3333,2790,145,171,4,3505,6613,4244,325,425,19,1440,6457,4026,290,672,47,957,5991,3157,309,665,65,475,4665,1762,149,319,127,134,2499,855,55,118,169,51,1249,179,4,13,95,10,305,17227,1282,2388,520,13144,34562,34,5,0,3,3208,3248,546,35,24,0,2860,3458,3812,335,318,30,2579,7070,4293,488,665,65,1067,6580,3827,451,973,169,710,6136,2734,335,876,518,373,4828,1304,124,443,732,94,2689,522,36,140,866,35,1595,56,7,40,379,19,500,17131,1816,3469,2753,10935,36108,42,5,0,3,6654,6705,742,39,25,3,5987,6790,6604,478,492,29,6081,13677,8540,812,1093,83,2507,13041,7853,741,1640,220,1663,12119,5895,645,1534,580,842,9495,3068,277,761,857,228,5192,1372,91,259,1032,84,2841,236,11,55,472,29,801,34359,3097,5858,3277,24081,70672
SED10047,17,0,3,0,3121,3141,167,8,4,0,3270,3447,2755,165,107,10,4151,7186,3586,281,402,11,2029,6314,2922,338,674,49,1427,5412,2700,305,793,125,644,4570,2235,194,468,222,183,3306,934,49,146,225,41,1402,156,7,17,100,15,293,15475,1348,2622,744,14878,35069,12,3,3,0,2850,2873,316,26,3,5,3137,3482,3437,284,212,20,3697,7652,3478,400,546,39,1712,6178,2829,406,924,158,1064,5377,2646,328,981,417,428,4800,1898,163,645,741,109,3557,603,42,205,784,37,1667,62,9,25,424,11,526,15276,1650,3546,2594,13053,36121,29,9,4,3,5971,6016,484,32,8,10,6403,6932,6192,446,325,26,7847,14838,7068,685,951,53,3745,12500,5753,746,1595,203,2490,10787,5347,634,1774,536,1074,9368,4139,356,1118,959,294,6865,1540,89,347,1018,76,3067,218,12,47,526,26,820,30751,3001,6170,3338,27931,71191
