SED_CODE_2016,F_Mauritius_0_4,F_Mauritius_5_14,F_Mauritius_15_24,F_Mauritius_25_44,F_Mauritius_45_54,F_Mauritius_55_64,F_Mauritius_65_74,F_Mauritius_75_84,F_Mauritius_85ov,F_Mauritius_Tot,F_Myanmar_0_4,F_Myanmar_5_14,F_Myanmar_15_24,F_Myanmar_25_44,F_Myanmar_45_54,F_Myanmar_55_64,F_Myanmar_65_74,F_Myanmar_75_84,F_Myanmar_85ov,F_Myanmar_Tot,F_Nepal_0_4,F_Nepal_5_14,F_Nepal_15_24,F_Nepal_25_44,F_Nepal_45_54,F_Nepal_55_64,F_Nepal_65_74,F_Nepal_75_84,F_Nepal_85ov,F_Nepal_Tot,F_Netherlands_0_4,F_Netherlands_5_14,F_Netherlands_15_24,F_Netherlands_25_44,F_Netherlands_45_54,F_Netherlands_55_64,F_Netherlands_65_74,F_Netherlands_75_84,F_Netherlands_85ov,F_Netherlands_Tot,F_New_Zealand_0_4,F_New_Zealand_5_14,F_New_Zealand_15_24,F_New_Zealand_25_44,F_New_Zealand_45_54,F_New_Zealand_55_64,F_New_Zealand_65_74,F_New_Zealand_75_84,F_New_Zealand_85ov,F_New_Zealand_Tot,F_Nthern_Ireland_0_4,F_Nthern_Ireland_5_14,F_Nthern_Ireland_15_24,F_Nthern_Ireland_25_44,F_Nthern_Ireland_45_54,F_Nthern_Ireland_55_64,F_Nthern_Ireland_65_74,F_Nthern_Ireland_75_84,F_Nthern_Ireland_85ov,F_Nthern_Ireland_Tot,F_Pakistan_0_4,F_Pakistan_5_14,F_Pakistan_15_24,F_Pakistan_25_44,F_Pakistan_45_54,F_Pakistan_55_64,F_Pakistan_65_74,F_Pakistan_75_84,F_Pakistan_85ov,F_Pakistan_Tot,F_PNG_0_4,F_PNG_5_14,F_PNG_15_24,F_PNG_25_44,F_PNG_45_54,F_PNG_55_64,F_PNG_65_74,F_PNG_75_84,F_PNG_85ov,F_PNG_Tot,F_Philippines_0_4,F_Philippines_5_14,F_Philippines_15_24,F_Philippines_25_44,F_Philippines_45_54,F_Philippines_55_64,F_Philippines_65_74,F_Philippines_75_84,F_Philippines_85ov,F_Philippines_Tot,F_Poland_0_4,F_Poland_5_14,F_Poland_15_24,F_Poland_25_44,F_Poland_45_54,F_Poland_55_64,F_Poland_65_74,F_Poland_75_84,F_Poland_85ov,F_Poland_Tot,F_Scotland_0_4,F_Scotland_5_14,F_Scotland_15_24,F_Scotland_25_44,F_Scotland_45_54,F_Scotland_55_64,F_Scotland_65_74,F_Scotland_75_84,F_Scotland_85ov,F_Scotland_Tot,F_Singapore_0_4,F_Singapore_5_14,F_Singapore_15_24,F_Singapore_25_44,F_Singapore_45_54,F_Singapore_55_64,F_Singapore_65_74,F_Singapore_75_84,F_Singapore_85ov,F_Singapore_Tot,F_South_Africa_0_4,F_South_Africa_5_14,F_South_Africa_15_24,F_South_Africa_25_44,F_South_Africa_45_54,F_South_Africa_55_64,F_South_Africa_65_74,F_South_Africa_75_84,F_South_Africa_85ov,F_South_Africa_Tot,F_SE_Europe_nfd_0_4,F_SE_Europe_nfd_5_14,F_SE_Europe_nfd_15_24,F_SE_Europe_nfd_25_44,F_SE_Europe_nfd_45_54,F_SE_Europe_nfd_55_64,F_SE_Europe_nfd_65_74,F_SE_Europe_nfd_75_84,F_SE_Europe_nfd_85ov,F_SE_Europe_nfd_Tot,F_Sri_Lanka_0_4,F_Sri_Lanka_5_14,F_Sri_Lanka_15_24,F_Sri_Lanka_25_44,F_Sri_Lanka_45_54,F_Sri_Lanka_55_64,F_Sri_Lanka_65_74,F_Sri_Lanka_75_84,F_Sri_Lanka_85ov,F_Sri_Lanka_Tot,F_Taiwan_0_4,F_Taiwan_5_14,F_Taiwan_15_24,F_Taiwan_25_44,F_Taiwan_45_54,F_Taiwan_55_64,F_Taiwan_65_74,F_Taiwan_75_84,F_Taiwan_85ov,F_Taiwan_Tot,F_Thailand_0_4,F_Thailand_5_14,F_Thailand_15_24,F_Thailand_25_44,F_Thailand_45_54,F_Thailand_55_64,F_Thailand_65_74,F_Thailand_75_84,F_Thailand_85ov,F_Thailand_Tot,F_FYROM_0_4,F_FYROM_5_14,F_FYROM_15_24,F_FYROM_25_44,F_FYROM_45_54,F_FYROM_55_64,F_FYROM_65_74,F_FYROM_75_84,F_FYROM_85ov,F_FYROM_Tot,F_Turkey_0_4,F_Turkey_5_14,F_Turkey_15_24,F_Turkey_25_44,F_Turkey_45_54,F_Turkey_55_64,F_Turkey_65_74,F_Turkey_75_84,F_Turkey_85ov,F_Turkey_Tot,F_USA_0_4,F_USA_5_14,F_USA_15_24,F_USA_25_44,F_USA_45_54,F_USA_55_64,F_USA_65_74,F_USA_75_84,F_USA_85ov,F_USA_Tot
SED10062,0,0,3,13,11,8,8,3,0,44,0,0,3,10,3,4,4,0,4,29,11,25,135,420,9,20,7,0,0,619,0,0,0,3,3,4,11,8,9,42,3,44,95,206,111,100,48,21,5,623,0,0,0,0,0,3,8,3,0,19,3,3,4,24,5,6,0,0,0,47,0,0,5,10,6,4,0,0,0,28,4,33,51,275,112,103,43,10,0,630,0,0,3,20,8,4,6,3,10,54,0,0,0,10,18,22,22,15,9,93,4,7,5,13,17,16,10,0,0,82,0,3,3,47,20,26,14,4,3,122,0,0,0,6,9,12,9,7,3,45,0,0,5,24,12,13,3,0,3,58,3,4,11,47,21,16,4,0,0,108,3,4,8,99,28,23,7,0,0,176,0,0,7,79,112,113,58,38,11,419,0,0,3,6,11,3,0,0,0,22,0,19,7,36,8,17,10,4,0,103
SED10063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,3,12,42,4,0,0,0,0,61,0,0,3,3,0,17,32,13,12,77,6,14,26,80,65,57,35,17,3,310,0,0,0,0,0,0,7,4,0,14,0,6,0,16,0,0,0,0,0,23,0,3,0,0,4,3,0,3,0,17,5,12,15,91,38,37,11,0,0,220,0,0,0,4,3,0,0,12,10,29,0,3,0,13,17,10,19,11,9,80,0,3,0,3,3,0,0,0,0,13,0,19,16,43,17,13,10,6,0,131,0,0,0,0,0,3,3,3,0,6,0,0,0,20,3,3,0,0,0,30,0,3,0,9,3,0,0,0,0,18,4,0,3,18,7,6,0,0,0,41,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,6,0,9,6,18,16,7,4,0,0,58
SED10064,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,6,3,0,0,0,0,9,0,0,3,9,3,30,44,20,6,112,0,4,9,87,83,123,74,21,8,416,0,0,0,0,5,3,12,4,0,23,0,3,0,3,0,0,0,0,0,8,0,0,0,10,11,8,0,0,3,29,3,10,0,69,35,47,19,0,0,191,0,0,0,0,0,3,3,0,4,16,0,3,0,8,12,36,37,16,6,128,0,0,0,3,3,5,0,0,0,16,0,0,3,6,17,23,15,5,0,71,0,0,0,0,0,0,0,0,0,3,0,0,0,5,3,0,0,0,0,13,0,0,4,4,0,0,0,0,0,13,5,0,4,25,8,9,3,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,3,14,12,20,20,4,0,90
SED10065,0,3,5,18,8,14,9,5,6,65,0,0,6,37,17,14,9,0,5,83,0,3,40,197,10,9,0,0,0,263,0,0,0,7,3,3,11,12,7,46,9,54,111,252,130,82,39,16,8,701,0,0,3,9,8,3,3,0,0,20,14,40,34,185,25,8,0,3,0,309,0,0,6,10,4,7,0,0,0,31,9,47,88,517,184,144,66,14,17,1085,0,0,0,42,15,36,20,9,18,141,0,0,0,15,11,12,21,13,13,93,5,9,10,58,18,24,8,3,0,132,3,3,15,60,36,34,14,6,4,179,0,0,0,12,10,16,6,7,0,51,10,25,34,192,80,51,39,23,13,459,0,7,26,125,36,29,7,0,0,233,0,4,21,158,35,28,3,3,0,251,0,0,0,3,5,3,0,0,0,7,0,0,0,45,42,25,19,4,0,139,16,35,19,54,12,15,12,0,0,154
SED10066,0,0,0,3,4,5,9,3,3,35,0,0,0,6,0,3,0,0,0,9,3,3,8,41,6,0,0,3,0,63,0,0,0,3,5,33,47,28,15,136,3,40,75,228,112,102,50,9,8,626,0,0,0,14,17,24,20,10,3,80,3,11,16,38,8,3,3,0,0,82,0,3,0,9,4,3,3,0,0,27,0,17,29,209,103,104,42,7,12,513,0,3,0,25,10,12,21,9,10,89,0,3,3,24,42,67,58,41,19,250,0,5,0,7,4,10,3,4,0,36,0,3,10,41,24,24,21,13,0,136,0,0,0,3,11,8,9,7,3,46,0,11,11,58,22,21,12,6,0,142,0,0,3,18,3,4,0,0,0,30,3,14,10,72,31,20,3,0,0,146,0,0,0,0,5,3,10,6,0,28,0,0,0,3,6,3,8,4,0,28,0,8,11,29,18,8,8,3,3,93
SED10067,0,0,0,0,5,4,0,0,0,14,0,0,0,0,4,4,0,0,0,12,0,0,8,10,0,0,0,0,0,23,0,7,14,31,28,28,48,41,28,227,0,18,31,203,164,167,88,30,26,736,0,0,3,5,11,8,12,11,4,51,0,0,0,3,0,0,0,0,0,5,0,0,0,6,13,11,3,0,0,40,0,0,13,72,34,27,7,3,0,162,0,0,0,23,9,17,6,5,6,73,0,3,13,50,47,46,54,29,17,251,5,9,11,9,13,11,3,3,0,65,0,31,38,135,106,61,29,23,10,431,0,0,0,4,5,9,11,20,8,61,0,0,0,5,4,3,7,0,0,21,0,0,3,4,0,0,0,0,0,14,3,6,0,44,22,13,3,0,0,90,0,0,0,0,3,3,0,0,0,5,0,0,0,6,3,3,0,0,0,17,3,27,37,93,59,53,36,8,0,317
SED10068,0,0,0,0,3,0,0,0,0,6,0,0,0,3,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,12,0,0,0,7,11,22,58,39,19,153,0,9,13,87,121,111,105,48,23,523,0,0,0,6,4,3,7,13,3,36,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,15,0,0,0,29,0,10,16,59,54,32,17,6,0,191,0,0,0,4,4,5,5,5,0,22,0,5,0,13,29,33,78,34,21,218,0,3,0,0,6,3,3,0,0,16,0,7,8,30,25,24,28,11,0,138,0,0,0,0,0,3,0,7,3,10,0,0,3,4,3,0,3,0,0,14,0,0,0,3,3,0,0,0,0,8,0,3,3,29,11,7,3,0,0,56,0,0,0,0,0,3,0,0,0,7,0,0,0,4,3,0,0,0,0,4,0,20,4,34,9,21,14,0,0,112
SED10069,0,0,0,4,3,3,10,0,3,30,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,0,11,0,0,0,3,5,19,60,30,9,118,4,12,26,102,86,102,97,32,10,472,0,0,0,3,3,4,13,4,0,30,0,0,0,0,0,0,0,0,0,4,0,3,3,9,3,10,0,0,0,24,0,6,6,54,38,39,16,3,3,176,0,0,0,3,0,9,3,3,3,23,0,8,3,10,26,35,57,32,16,175,0,0,0,6,3,3,4,0,0,17,0,5,14,45,20,22,21,8,0,129,0,0,0,0,4,0,3,4,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,3,10,5,38,14,7,0,0,0,78,0,0,0,0,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,9,3,8,10,40,13,13,22,0,0,104
SED10070,0,0,4,13,8,31,18,8,5,91,0,3,8,19,20,14,9,0,0,74,0,8,17,96,3,4,0,0,0,128,0,0,3,3,3,15,11,5,8,47,10,88,108,185,87,53,18,7,0,550,0,4,0,0,7,7,4,6,0,20,0,3,16,49,16,24,5,3,0,114,0,0,0,4,4,0,0,0,0,12,4,39,59,384,203,201,128,21,22,1067,0,0,0,23,11,31,15,17,11,104,0,0,0,6,12,26,16,14,3,82,3,11,3,11,9,6,7,3,0,59,0,0,13,24,19,18,10,0,3,98,0,0,0,14,18,24,23,17,7,92,6,63,89,478,191,118,73,49,10,1083,0,0,0,11,4,7,0,0,0,22,0,3,7,55,20,15,3,0,0,101,0,0,0,19,22,25,33,9,0,116,3,6,11,74,68,46,30,5,4,252,3,15,15,28,11,8,0,0,0,77
SED10071,0,3,0,26,20,16,21,6,7,97,0,3,0,16,17,14,9,3,0,66,0,10,20,122,12,12,0,3,0,182,0,0,3,13,3,6,17,7,0,57,6,89,122,241,134,85,28,9,0,709,0,0,0,3,8,4,7,3,0,29,4,48,30,183,47,21,14,7,0,360,0,0,0,7,7,3,0,0,0,19,10,73,160,882,520,392,156,35,24,2251,0,0,3,39,21,22,19,3,4,113,3,6,8,19,37,27,20,13,4,131,3,23,27,39,19,18,12,6,0,135,3,45,73,192,107,55,22,7,0,504,0,0,0,9,6,10,8,7,0,45,3,36,61,318,187,117,64,22,8,818,8,0,3,41,3,15,3,0,0,78,0,4,14,61,11,10,0,0,0,103,0,0,0,3,0,3,4,0,0,11,0,3,8,28,38,18,7,3,0,100,4,35,43,66,19,12,5,0,0,190
SED10072,0,0,0,13,3,7,4,3,4,36,0,0,0,9,5,7,0,0,0,20,4,27,306,799,16,9,3,0,0,1170,0,0,0,17,7,0,8,5,3,38,9,32,71,231,116,94,42,15,9,607,0,0,0,11,4,0,3,4,0,19,0,5,9,43,4,6,0,0,0,73,0,0,3,9,4,3,0,0,0,25,5,24,65,436,160,138,61,14,3,917,0,4,4,69,8,18,5,13,0,124,0,4,0,28,22,20,17,11,4,108,0,8,16,47,11,14,9,3,0,100,0,4,10,52,26,19,18,3,4,131,0,0,0,7,11,37,21,17,5,94,0,0,3,16,9,3,3,3,0,40,0,0,11,77,18,12,5,0,0,125,3,3,42,323,42,34,4,3,0,458,3,13,19,125,180,231,215,141,45,975,0,4,6,50,29,26,25,4,4,146,3,15,21,34,10,8,3,0,0,97
SED10073,0,0,14,10,7,4,3,3,4,54,0,0,23,32,14,14,14,4,0,94,3,0,31,139,10,0,0,0,0,182,0,0,0,14,4,6,15,15,6,63,9,33,59,165,93,82,49,15,3,506,0,0,0,0,5,3,3,4,3,18,11,18,10,101,9,9,0,0,0,153,0,0,0,11,7,8,7,3,3,41,9,60,59,566,151,136,56,12,12,1064,0,0,0,46,10,27,13,9,4,111,0,0,7,21,15,16,29,12,7,104,15,18,22,90,30,33,23,11,0,247,5,12,23,78,38,23,24,18,5,226,0,0,0,6,9,11,6,8,4,42,3,14,28,166,72,77,51,28,12,460,5,3,44,207,45,35,15,6,0,350,0,5,35,203,37,19,14,5,6,315,0,0,3,5,5,13,6,5,0,46,0,0,0,24,9,12,7,6,3,61,6,22,37,67,16,14,13,0,0,182
SED10074,0,3,0,15,17,17,13,7,3,80,0,0,7,53,34,24,19,5,3,143,0,15,29,216,10,15,0,0,0,292,0,0,4,3,5,11,16,25,12,78,10,74,97,247,105,108,55,9,10,719,0,0,0,7,3,3,20,3,7,38,9,17,18,116,15,15,8,3,0,200,0,0,3,16,11,5,3,0,0,38,12,43,62,371,163,166,88,28,14,948,0,0,3,40,14,30,20,17,9,131,0,3,0,21,18,19,37,25,12,137,5,10,16,24,17,16,4,3,0,96,0,3,23,72,25,31,25,19,0,202,0,0,0,12,11,9,11,9,3,55,12,48,66,481,184,135,80,49,16,1070,0,0,3,26,7,13,0,0,0,54,3,11,8,92,26,13,3,5,0,161,0,0,0,3,3,4,4,0,0,20,0,3,10,46,45,26,15,6,0,148,3,20,10,41,15,12,4,0,0,99
SED10075,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,3,3,4,26,51,41,20,152,0,23,19,117,86,73,35,13,3,370,0,0,0,3,9,7,7,12,4,40,0,3,3,12,3,0,3,0,0,20,0,0,0,8,3,0,0,3,0,13,5,14,18,114,51,75,30,7,3,309,0,0,0,17,3,13,9,12,5,59,0,0,0,7,69,86,93,76,27,367,0,3,4,5,4,4,0,0,0,22,0,15,16,28,16,11,10,3,3,99,0,0,0,0,15,21,17,11,3,70,0,0,5,10,9,3,0,0,0,29,0,0,3,4,0,0,0,0,0,12,0,5,11,46,20,6,5,0,0,101,0,3,3,46,94,156,109,47,13,463,0,0,0,27,28,11,12,5,4,94,3,0,5,33,16,9,9,0,0,85
SED10076,0,0,0,0,3,3,7,0,0,16,0,0,0,0,0,0,0,0,0,8,0,0,0,6,0,0,0,0,0,10,0,0,0,6,4,29,57,30,13,149,3,19,13,94,74,102,83,29,11,415,0,0,0,4,5,3,24,7,0,41,0,0,0,0,0,0,0,0,0,5,0,0,0,3,5,6,4,3,0,23,0,6,10,51,48,45,21,7,0,191,0,0,0,4,4,9,9,10,4,47,0,4,0,10,25,43,51,47,12,197,0,0,0,3,3,0,8,0,0,17,0,0,0,22,14,20,20,4,0,91,0,0,0,0,3,13,3,9,0,23,0,4,0,6,3,0,3,0,0,18,0,0,0,3,0,0,0,0,0,3,4,3,4,35,14,10,7,0,0,82,0,0,0,0,0,8,6,0,0,14,0,0,0,0,0,0,0,0,0,0,0,11,9,32,14,16,19,8,0,100
SED10077,0,0,0,16,9,14,3,4,4,47,0,0,17,46,33,19,11,8,7,151,3,28,366,722,21,10,8,0,0,1154,0,4,0,6,0,4,3,3,0,23,0,25,84,148,72,70,43,9,3,458,0,0,0,3,3,0,3,0,0,16,5,18,20,60,11,9,9,0,0,138,0,0,3,15,10,11,4,4,3,59,5,25,54,393,99,112,63,15,7,775,0,0,0,30,14,28,19,14,17,126,0,0,0,10,3,9,8,5,8,53,3,16,30,51,12,18,21,4,3,155,0,3,13,41,15,10,8,6,0,101,0,0,0,0,10,7,6,12,0,31,3,22,57,216,154,160,101,76,59,845,6,5,42,239,33,33,16,5,0,376,0,10,50,276,42,17,5,0,0,402,0,0,0,4,5,3,0,3,0,22,0,0,3,20,35,16,13,6,4,102,3,20,18,39,16,9,6,3,0,109
SED10078,0,0,0,16,11,5,12,3,4,57,0,0,3,22,6,14,3,3,0,48,4,26,218,589,7,11,7,0,0,861,0,0,0,17,5,10,12,3,0,51,3,18,41,303,146,101,50,7,3,677,0,0,3,10,6,5,7,0,0,29,0,0,0,27,4,0,3,0,0,35,0,0,3,14,17,8,4,3,4,53,3,39,64,407,130,105,60,14,6,819,0,0,4,71,15,30,11,17,13,163,0,0,5,33,26,22,16,7,3,110,3,3,14,47,11,14,10,4,0,104,0,3,9,62,17,20,11,4,0,133,0,0,0,8,3,13,13,3,3,41,0,0,3,35,10,15,8,5,3,77,0,0,17,79,9,12,6,0,0,117,0,12,65,359,42,42,18,3,0,540,0,0,0,9,5,12,9,13,4,49,0,0,5,49,28,18,21,3,0,124,11,16,20,106,30,17,11,3,0,218
SED10079,0,0,0,0,0,3,7,0,0,10,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,5,3,19,48,23,10,113,0,9,23,105,92,83,53,36,7,415,0,0,0,0,3,3,10,7,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,10,0,3,0,26,0,7,9,57,47,34,14,6,3,179,0,0,0,3,0,8,5,8,0,24,0,0,7,3,19,35,63,27,10,168,0,0,0,5,3,9,5,4,0,27,0,7,5,23,17,17,14,3,0,90,0,0,0,0,3,0,0,0,0,8,0,0,0,7,3,0,0,0,0,12,0,0,0,3,0,0,0,0,0,3,3,5,7,34,10,6,0,0,0,69,0,0,0,3,8,3,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,8,8,18,14,12,11,0,0,69
SED10080,0,0,3,15,0,10,4,0,0,29,0,0,8,12,6,0,0,0,0,24,0,0,6,30,3,0,0,0,0,38,0,0,18,69,5,4,16,7,3,123,3,9,70,486,221,178,117,47,13,1136,0,0,5,24,3,4,7,0,0,44,0,0,6,13,6,3,0,0,0,34,0,3,4,20,17,4,0,3,0,47,0,7,45,280,59,52,10,3,3,463,0,0,4,90,11,21,15,4,5,153,0,0,9,103,17,24,25,9,9,200,4,6,23,117,18,18,16,3,3,207,0,0,19,162,47,46,24,8,3,302,0,0,0,9,9,14,3,3,0,39,0,0,8,41,7,3,4,0,0,67,3,4,62,316,18,22,13,0,0,430,8,11,391,2579,108,47,6,3,0,3150,0,0,3,8,3,7,3,0,0,26,0,0,6,33,10,6,3,0,0,66,15,24,70,379,76,45,40,6,0,669
SED10081,0,0,0,0,0,0,0,0,0,0,0,0,3,15,3,0,0,0,0,20,0,0,0,11,3,0,0,0,0,19,0,0,0,4,3,12,17,6,3,54,4,9,17,86,53,51,39,13,7,278,0,0,0,0,0,0,0,3,0,6,0,4,0,9,0,0,0,0,0,16,0,0,0,9,3,7,0,0,0,18,5,31,28,115,39,40,22,0,0,281,0,0,0,0,0,3,3,0,3,11,0,0,4,10,13,18,16,8,4,65,0,0,8,4,8,3,5,3,0,31,3,11,12,39,21,7,5,3,0,102,0,0,0,0,0,0,0,0,0,4,0,4,0,9,4,0,0,0,0,19,6,0,10,32,0,0,0,0,0,54,0,3,0,19,11,6,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,14,15,22,11,4,0,77
SED10082,0,0,0,3,4,3,3,0,0,14,0,0,0,0,0,0,3,0,0,4,0,0,0,8,0,0,0,0,0,8,0,3,3,11,17,17,47,26,10,137,9,18,18,144,118,138,94,28,26,584,0,0,0,3,14,9,13,9,0,52,0,0,0,3,0,7,0,0,0,7,0,0,3,12,13,10,0,3,0,34,0,6,6,50,31,33,14,0,0,145,0,0,0,14,0,3,6,5,0,42,0,17,11,25,50,35,47,28,17,226,0,5,3,7,9,8,0,0,0,31,0,12,37,95,74,52,41,17,0,334,0,0,0,3,5,3,3,3,0,15,0,0,0,0,4,9,3,3,0,23,0,5,0,11,0,4,0,0,0,26,0,0,7,41,22,7,0,0,0,83,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,3,0,0,0,12,0,29,16,44,33,17,16,3,0,162
SED10083,0,0,0,0,3,7,4,6,0,24,0,0,0,3,3,0,0,0,0,5,0,0,0,3,0,0,0,0,0,8,0,0,0,3,9,13,38,17,16,104,0,25,41,161,154,121,62,44,18,620,0,0,0,3,10,12,10,4,3,44,0,0,0,9,3,0,0,0,0,10,0,0,0,15,12,6,0,0,0,36,7,9,14,92,51,50,17,4,3,258,0,4,0,7,6,13,8,0,4,44,0,3,3,16,24,52,59,25,16,201,0,0,0,3,6,6,3,0,3,19,0,9,12,42,18,21,15,8,7,133,0,0,0,0,4,4,3,5,0,16,0,0,0,8,3,3,3,3,3,25,0,0,0,9,0,3,0,0,0,15,0,0,3,43,13,5,0,0,0,73,0,0,0,0,3,0,5,5,0,4,0,0,0,0,0,0,0,0,0,5,3,6,4,21,25,13,11,3,0,81
SED10084,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,10,0,0,0,4,8,14,51,29,12,116,4,33,64,281,209,228,180,105,46,1153,0,0,0,3,5,8,12,9,3,38,0,0,0,0,0,0,0,0,0,6,0,0,0,17,15,11,6,3,0,54,4,14,18,118,59,65,28,7,0,324,0,0,0,13,0,8,6,3,3,29,0,3,0,20,21,44,66,54,36,243,0,0,0,6,3,3,8,0,0,21,0,3,10,37,30,21,14,11,0,134,0,0,0,3,3,0,9,6,0,26,0,0,0,3,3,4,0,0,0,13,0,0,0,17,0,0,3,0,0,17,0,5,12,57,22,20,0,0,0,118,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,3,10,11,39,23,26,17,7,3,138
SED10085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,8,0,0,0,3,5,14,25,9,8,61,3,27,37,155,135,89,55,20,8,526,0,0,0,7,3,6,3,3,0,23,0,0,0,6,4,0,0,0,0,9,0,0,0,10,3,0,0,0,0,16,3,14,17,107,42,34,13,0,3,230,0,0,0,3,0,0,3,0,0,8,0,3,0,8,22,18,18,10,4,86,0,0,0,10,5,0,0,0,0,15,0,16,18,45,26,12,9,0,0,123,0,0,0,0,0,0,0,0,0,5,0,4,0,14,0,0,3,0,0,25,0,3,0,11,0,0,0,0,0,15,0,0,7,25,7,3,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,5,10,20,9,12,7,0,0,62
SED10086,0,0,3,4,5,7,0,0,0,18,0,0,0,5,0,3,4,0,0,14,0,0,0,14,0,0,0,0,0,16,0,3,8,49,17,12,22,3,3,113,4,29,79,498,175,148,89,38,13,1075,0,0,3,29,14,7,0,3,0,50,0,0,0,7,0,4,0,0,0,10,0,0,8,12,5,3,0,3,0,33,3,12,32,159,49,37,14,5,0,307,0,0,6,68,9,23,53,29,54,247,0,4,7,82,15,25,17,14,8,170,9,43,14,49,14,22,17,15,0,187,3,32,156,691,432,412,255,162,40,2180,0,0,0,5,6,12,7,6,0,44,0,0,3,12,10,3,4,5,3,40,6,0,4,29,13,11,7,0,0,57,3,0,9,59,22,12,9,0,0,108,0,0,0,9,6,0,0,0,0,18,0,0,0,19,6,0,6,4,5,44,19,72,60,317,84,50,27,7,3,640
SED10087,0,0,0,0,0,0,0,0,0,3,0,10,6,40,4,0,0,0,0,57,0,5,0,23,0,3,0,0,0,32,0,0,0,5,3,15,22,12,3,63,3,12,33,78,59,72,31,13,9,303,0,0,0,0,5,0,7,5,0,11,3,11,5,19,3,0,3,0,0,44,0,3,0,11,3,4,0,0,0,21,7,33,18,101,34,28,15,3,0,246,0,0,0,3,3,0,0,3,5,17,0,3,8,10,18,18,30,8,8,92,0,0,4,3,6,0,3,0,0,21,0,20,30,55,31,12,4,4,0,153,0,0,0,0,4,6,0,3,3,15,0,3,3,28,9,3,3,0,0,44,0,0,6,35,3,0,0,0,0,41,0,0,3,23,14,0,3,0,0,44,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,10,27,15,8,6,0,0,74
SED10088,0,0,0,4,10,0,0,0,0,17,0,0,0,3,0,0,0,0,0,3,3,4,39,119,3,3,3,0,0,173,3,3,3,22,17,20,37,28,25,153,13,45,63,286,210,147,77,33,17,877,0,0,0,16,4,3,7,4,3,37,0,0,0,3,3,0,3,0,0,10,0,0,0,11,16,10,0,3,0,34,4,18,48,235,125,91,31,13,3,569,0,0,0,46,17,20,19,3,11,113,0,8,8,62,53,34,36,43,9,252,0,12,3,21,15,8,4,3,3,64,0,41,46,187,94,60,35,14,3,482,0,0,0,29,25,32,16,18,11,128,0,0,0,12,3,9,0,4,0,30,0,0,3,22,9,4,11,0,0,45,3,7,27,118,66,24,3,3,0,251,0,0,4,3,8,0,3,0,0,20,0,0,0,14,13,7,6,3,3,37,10,34,29,81,67,18,11,3,0,250
SED10089,0,0,5,5,0,0,0,3,0,11,0,0,0,10,3,3,0,0,0,19,0,5,4,19,0,0,0,0,0,26,0,0,3,3,7,11,23,10,11,69,6,18,42,112,84,60,19,12,3,356,0,0,0,0,0,0,3,3,0,11,3,7,3,31,0,0,0,0,0,42,0,0,4,10,10,3,0,0,0,29,4,14,24,120,77,71,24,12,0,345,0,0,0,17,18,19,23,17,30,118,0,0,5,20,8,28,33,16,12,115,0,0,41,20,7,5,3,3,0,79,0,8,17,32,19,3,3,0,0,87,0,0,0,0,10,15,12,9,0,49,0,4,16,40,17,3,3,0,0,90,0,0,17,71,0,0,0,0,0,93,0,6,21,52,8,7,0,0,0,90,0,0,3,13,32,39,48,25,4,173,0,0,0,3,0,0,0,0,0,11,3,7,17,44,15,9,9,0,0,108
