SED_CODE_2016,F_Tot_LF_15_19,F_Tot_LF_20_24,F_Tot_LF_25_34,F_Tot_LF_35_44,F_Tot_LF_45_54,F_Tot_LF_55_64,F_Tot_LF_65_74,F_Tot_LF_75_84,F_Tot_LF_85ov,F_Tot_LF_Tot,F_Not_in_LF_15_19,F_Not_in_LF_20_24,F_Not_in_LF_25_34,F_Not_in_LF_35_44,F_Not_in_LF_45_54,F_Not_in_LF_55_64,F_Not_in_LF_65_74,F_Not_in_LF_75_84,F_Not_in_LF_85ov,F_Not_in_LF_Tot,F_LFS_NS_15_19,F_LFS_NS_20_24,F_LFS_NS_25_34,F_LFS_NS_35_44,F_LFS_NS_45_54,F_LFS_NS_55_64,F_LFS_NS_65_74,F_LFS_NS_75_84,F_LFS_NS_85ov,F_LFS_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Emp_FullT_15_19,P_Emp_FullT_20_24,P_Emp_FullT_25_34,P_Emp_FullT_35_44,P_Emp_FullT_45_54,P_Emp_FullT_55_64,P_Emp_FullT_65_74,P_Emp_FullT_75_84,P_Emp_FullT_85ov,P_Emp_FullT_Tot,P_Emp_PartT_15_19,P_Emp_PartT_20_24,P_Emp_PartT_25_34,P_Emp_PartT_35_44,P_Emp_PartT_45_54,P_Emp_PartT_55_64,P_Emp_PartT_65_74,P_Emp_PartT_75_84,P_Emp_PartT_85ov,P_Emp_PartT_Tot,P_Emp_awy_f_wrk_15_19,P_Emp_awy_f_wrk_20_24,P_Emp_awy_f_wrk_25_34,P_Emp_awy_f_wrk_35_44,P_Emp_awy_f_wrk_45_54,P_Emp_awy_f_wrk_55_64,P_Emp_awy_f_wrk_65_74,P_Emp_awy_f_wrk_75_84,P_Emp_awy_f_wrk_85ov,P_Emp_awy_f_wrk_Tot,P_Hours_wkd_NS_15_19,P_Hours_wkd_NS_20_24,P_Hours_wkd_NS_25_34,P_Hours_wkd_NS_35_44,P_Hours_wkd_NS_45_54,P_Hours_wkd_NS_55_64,P_Hours_wkd_NS_65_74,P_Hours_wkd_NS_75_84,P_Hours_wkd_NS_85ov,P_Hours_wkd_NS_Tot,P_Tot_Emp_15_19,P_Tot_Emp_20_24,P_Tot_Emp_25_34,P_Tot_Emp_35_44,P_Tot_Emp_45_54,P_Tot_Emp_55_64,P_Tot_Emp_65_74,P_Tot_Emp_75_84,P_Tot_Emp_85ov,P_Tot_Emp_Tot,P_Unem_look_FTW_15_19,P_Unem_look_FTW_20_24,P_Unem_look_FTW_25_34,P_Unem_look_FTW_35_44,P_Unem_look_FTW_45_54,P_Unem_look_FTW_55_64,P_Unem_look_FTW_65_74,P_Unem_look_FTW_75_84,P_Unem_look_FTW_85ov,P_Unem_look_FTW_Tot,P_Unem_look_PTW_15_19,P_Unem_look_PTW_20_24,P_Unem_look_PTW_25_34,P_Unem_look_PTW_35_44,P_Unem_look_PTW_45_54,P_Unem_look_PTW_55_64,P_Unem_look_PTW_65_74,P_Unem_look_PTW_75_84,P_Unem_look_PTW_85ov,P_Unem_look_PTW_Tot,P_Tot_Unemp_15_19,P_Tot_Unemp_20_24,P_Tot_Unemp_25_34,P_Tot_Unemp_35_44,P_Tot_Unemp_45_54,P_Tot_Unemp_55_64,P_Tot_Unemp_65_74,P_Tot_Unemp_75_84,P_Tot_Unemp_85ov,P_Tot_Unemp_Tot,P_Tot_LF_15_19,P_Tot_LF_20_24,P_Tot_LF_25_34,P_Tot_LF_35_44,P_Tot_LF_45_54,P_Tot_LF_55_64,P_Tot_LF_65_74,P_Tot_LF_75_84,P_Tot_LF_85ov,P_Tot_LF_Tot,P_Not_in_LF_15_19,P_Not_in_LF_20_24,P_Not_in_LF_25_34,P_Not_in_LF_35_44,P_Not_in_LF_45_54,P_Not_in_LF_55_64,P_Not_in_LF_65_74,P_Not_in_LF_75_84,P_Not_in_LF_85ov,P_Not_in_LF_Tot,P_LFS_NS_15_19,P_LFS_NS_20_24,P_LFS_NS_25_34,P_LFS_NS_35_44,P_LFS_NS_45_54,P_LFS_NS_55_64,P_LFS_NS_65_74,P_LFS_NS_75_84,P_LFS_NS_85ov,P_LFS_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SED10024,1184,1602,2427,4253,4917,2779,923,117,16,18221,1542,364,540,1175,1271,1650,2924,2324,1340,13131,49,58,98,136,175,140,171,178,192,1205,2778,2022,3060,5563,6368,4573,4014,2623,1551,32555,217,1187,3450,5789,7051,3799,806,74,4,22381,1678,1681,1023,2259,2577,1906,1196,254,30,12606,79,86,186,186,136,125,95,4,4,907,26,61,69,116,104,78,29,17,3,501,1999,3020,4724,8360,9871,5904,2116,351,41,36393,32,83,130,145,207,113,30,3,3,731,286,166,63,122,119,90,28,13,0,880,312,247,189,265,334,204,53,15,3,1615,2314,3260,4912,8619,10200,6105,2173,369,50,38003,3395,789,774,1379,1613,2400,5006,4220,2133,21712,109,110,195,293,367,277,309,302,285,2258,5827,4168,5878,10296,12183,8784,7491,4884,2461,61968
SED10025,729,1751,5566,4910,4380,2780,706,64,8,20892,976,846,1273,1090,952,1628,2591,1943,1120,12415,64,159,472,347,291,274,211,138,109,2048,1765,2755,7306,6345,5622,4680,3506,2140,1233,35358,162,1479,8248,7289,6017,3563,696,57,13,27515,955,1374,1941,2139,2002,1726,888,121,13,11165,45,92,384,310,137,158,67,5,3,1205,29,70,183,129,109,71,38,7,0,637,1188,3017,10763,9866,8263,5520,1683,193,28,40522,39,144,341,205,206,132,9,0,0,1083,161,218,212,122,112,109,36,9,0,972,200,363,550,326,314,242,51,9,0,2054,1388,3379,11315,10199,8581,5758,1734,202,28,42573,2081,1661,1908,1382,1351,2511,4468,3409,1759,20532,154,260,917,686,545,485,396,237,153,3842,3633,5301,14138,12268,10475,8754,6602,3845,1946,66955
SED10026,1169,1468,3475,3394,3781,2855,632,113,22,16908,924,505,1088,838,891,1645,2765,1921,879,11458,152,181,388,339,384,432,365,274,135,2651,2249,2149,4949,4572,5054,4929,3763,2307,1039,31012,580,1867,4696,4479,5093,3706,819,127,27,21397,1226,774,1675,1747,1852,1696,753,160,19,9912,73,81,336,190,174,225,86,14,0,1175,69,81,117,111,122,83,50,27,6,669,1951,2805,6817,6528,7242,5709,1710,329,56,33152,158,251,307,250,223,154,6,0,0,1354,184,112,148,107,90,113,11,4,0,770,347,360,454,361,314,261,19,4,0,2129,2298,3168,7276,6889,7559,5977,1730,334,56,35273,1990,878,1661,1321,1555,2776,5058,3432,1385,20064,321,366,783,700,796,857,726,461,212,5224,4602,4412,9717,8907,9911,9608,7516,4221,1650,60563
SED10027,1018,1897,3646,3881,3713,2525,413,39,3,17143,1297,565,1282,1302,1222,1917,2603,1979,1217,13392,91,112,237,217,216,205,153,152,111,1501,2411,2577,5163,5402,5158,4649,3170,2172,1335,32036,340,1780,5332,5529,5237,3466,491,23,3,22195,1149,1499,1577,2047,1916,1567,544,67,3,10374,59,66,296,193,133,169,45,7,3,967,41,118,179,144,172,97,20,3,3,776,1589,3460,7378,7913,7450,5303,1106,107,10,34310,76,196,315,214,210,152,10,0,0,1174,282,186,162,155,121,150,21,0,0,1066,358,374,478,372,331,301,32,0,0,2248,1953,3838,7857,8281,7784,5600,1136,107,10,36559,2785,1086,1720,1719,1806,3115,4793,3514,1928,22466,192,234,464,449,440,396,315,252,190,2929,4926,5157,10038,10454,10030,9114,6242,3870,2125,61955
SED10028,1137,2056,3265,4120,4764,3069,667,69,10,19157,1618,682,888,1246,1220,1999,2543,2132,1282,13616,35,59,119,120,113,96,124,212,503,1385,2783,2797,4277,5493,6096,5160,3339,2414,1793,34159,174,1578,4885,5841,6794,4327,664,38,8,24317,1498,1989,1327,2002,2367,2038,843,141,15,12227,86,98,224,176,106,159,70,13,0,924,34,62,131,108,118,63,26,4,5,560,1794,3724,6575,8138,9383,6588,1606,190,33,38034,27,136,284,229,246,177,19,3,3,1118,364,271,140,159,139,134,39,5,0,1249,390,408,428,389,386,307,55,5,3,2369,2185,4129,6996,8522,9766,6899,1655,199,34,40400,3589,1447,1298,1498,1600,2992,4576,3687,2031,22709,84,130,258,268,249,203,239,363,687,2490,5869,5705,8549,10291,11619,10091,6479,4259,2749,65597
SED10029,872,1976,3559,2927,2914,1794,233,17,3,14291,1927,1082,2495,2540,2597,3050,2799,1947,1012,19443,103,131,368,303,296,243,168,136,71,1815,2905,3190,6415,5766,5802,5083,3206,2098,1086,35553,263,1773,4968,4007,4084,2657,350,12,6,18111,844,1580,1789,1706,1703,1125,262,30,0,9043,46,82,202,106,101,91,19,3,0,648,70,181,271,186,212,114,26,7,3,1073,1222,3621,7230,6010,6105,3988,657,52,4,28883,112,344,508,373,365,239,10,0,0,1960,385,319,249,263,300,231,19,3,0,1769,503,663,760,638,663,474,31,3,0,3733,1721,4283,7987,6645,6765,4454,684,55,4,32614,4057,2032,3704,3854,4154,5051,5229,3515,1581,33180,247,284,734,566,620,514,350,245,135,3699,6025,6609,12431,11061,11538,10025,6269,3819,1726,69487
SED10030,1100,1442,3067,3323,3811,2850,598,55,9,16264,778,383,947,1042,1068,1994,3592,2428,1283,13510,98,142,233,257,289,274,305,299,284,2175,1971,1969,4239,4628,5168,5123,4493,2783,1572,31954,382,1479,4152,4346,4818,3263,511,45,7,19001,1133,1062,1589,1980,2168,1913,720,109,6,10687,55,72,289,225,203,219,58,8,0,1132,44,72,99,129,128,73,37,12,10,590,1612,2682,6134,6685,7312,5467,1327,172,23,31413,129,233,288,252,308,209,10,5,3,1444,269,132,146,148,128,137,29,0,0,995,399,367,437,405,435,344,40,4,3,2435,2016,3051,6567,7086,7745,5812,1362,177,25,33846,1785,739,1360,1512,1744,3423,6594,4310,2065,23537,227,255,477,528,577,583,600,479,387,4125,4026,4047,8405,9133,10069,9822,8561,4967,2479,61505
SED10031,1166,1238,2814,3481,4241,3054,861,127,25,16998,932,313,765,783,929,2008,3443,1927,794,11891,140,104,224,277,327,346,367,311,293,2388,2237,1651,3803,4537,5496,5407,4677,2359,1111,31283,558,1580,3611,4574,5566,3891,978,167,33,20953,1379,809,1480,1893,2270,2115,1041,193,34,11208,79,77,301,197,265,260,109,22,3,1312,65,70,107,135,126,94,50,31,12,692,2081,2528,5502,6794,8227,6358,2174,413,80,34166,98,147,175,163,185,140,15,3,0,924,175,65,106,89,106,111,35,5,0,681,272,213,284,247,291,250,44,6,0,1611,2354,2741,5786,7041,8519,6612,2225,416,80,35772,1984,601,1253,1311,1607,3387,6331,3594,1268,21344,265,222,461,567,701,723,735,551,415,4631,4602,3565,7504,8925,10824,10720,9281,4566,1755,61744
SED10032,893,2016,5278,3801,2998,1874,288,24,4,17172,1453,964,2961,2136,1775,2125,2350,1611,746,16123,104,209,569,320,305,235,175,143,119,2177,2447,3181,8804,6260,5086,4234,2816,1773,868,35473,304,1871,7792,6132,4367,2632,376,14,4,23485,990,1814,2951,2146,1602,1178,345,38,4,11072,51,91,309,195,112,123,35,5,0,923,52,160,364,234,190,104,35,6,4,1152,1393,3937,11421,8715,6268,4040,794,65,8,36628,123,342,853,451,306,188,8,0,0,2268,301,309,375,261,189,137,12,0,0,1588,424,652,1229,714,492,321,23,5,0,3858,1819,4585,12649,9428,6760,4359,814,67,8,40488,3039,1871,4299,3100,2789,3497,4328,2862,1209,26987,245,445,1166,741,593,500,364,241,171,4460,5097,6901,18111,13270,10138,8358,5503,3174,1391,71932
SED10033,1396,1919,3332,3678,4321,2783,635,75,10,18146,1040,345,905,836,968,1538,2479,1417,605,10118,140,159,242,248,337,265,235,143,99,1853,2585,2423,4473,4759,5619,4577,3348,1631,703,30118,848,2343,4805,5098,6222,3833,719,76,4,23947,1457,1281,1638,2004,2194,1760,782,113,5,11238,76,87,259,194,184,198,87,15,4,1098,64,97,160,127,117,95,32,18,0,702,2447,3808,6865,7415,8721,5885,1622,218,14,36988,134,163,179,125,145,107,18,0,0,868,243,93,96,87,90,72,19,3,0,703,371,251,283,208,235,175,40,3,0,1574,2819,4058,7141,7631,8952,6063,1657,219,15,38562,2179,572,1189,1135,1403,2488,4452,2586,976,16969,294,294,495,486,677,530,473,254,139,3638,5291,4921,8826,9247,11035,9082,6583,3061,1128,59170
SED10034,1350,1815,3897,4729,4669,3099,578,37,3,20179,885,217,624,786,702,1497,2783,1567,992,10050,64,59,155,161,154,136,132,90,62,1009,2296,2093,4676,5670,5533,4732,3495,1694,1061,31241,556,2094,5519,6282,6453,3972,573,26,4,25478,1675,1420,1671,2767,2407,2006,738,64,6,12751,78,75,388,256,189,254,64,5,0,1312,46,67,116,85,120,64,17,3,0,520,2359,3656,7691,9390,9169,6300,1380,100,16,40061,73,121,126,138,144,84,14,5,0,695,262,104,81,83,107,104,29,3,0,776,337,222,216,219,247,184,34,9,0,1470,2697,3877,7906,9611,9416,6486,1419,104,14,41528,1975,440,835,988,991,2481,5134,2903,1508,17268,131,117,293,324,331,290,237,163,84,1973,4807,4435,9035,10919,10747,9256,6791,3173,1606,60767
SED10035,942,3733,10514,5829,3708,2088,469,45,6,27330,2115,3391,2111,1057,936,1387,1922,1427,558,14894,219,541,1105,539,340,293,205,152,71,3472,3275,7666,13731,7429,4981,3765,2598,1620,630,45700,158,2708,16042,9522,5829,2861,508,46,3,37676,979,2900,4059,2435,1652,1254,511,75,4,13859,68,191,622,369,155,126,35,9,0,1568,75,184,382,143,127,78,30,5,4,1036,1284,5979,21100,12462,7761,4314,1088,136,15,54140,34,266,595,323,266,156,8,4,0,1664,444,954,458,171,120,100,20,4,0,2271,478,1218,1058,497,391,258,33,9,0,3934,1759,7196,22157,12958,8150,4570,1119,144,15,58073,4334,6943,3801,1552,1521,2301,3435,2572,942,27399,427,1066,2338,1154,765,596,403,279,107,7128,6528,15210,28292,15667,10437,7460,4958,2989,1064,92602
SED10036,1174,2003,4042,4490,4061,2232,384,27,3,18417,1647,671,1602,1667,1333,1843,2266,1349,720,13097,130,132,305,298,254,207,182,125,78,1712,2945,2805,5953,6461,5652,4277,2826,1497,797,33218,483,2149,6026,6430,6318,3442,519,22,0,25384,1327,1499,1679,2290,1840,1244,423,46,0,10351,71,107,353,224,174,153,36,3,0,1111,56,137,204,168,157,81,22,3,0,825,1938,3887,8259,9104,8492,4910,998,74,4,37674,120,245,335,271,220,147,3,0,0,1345,339,186,149,161,115,104,21,0,0,1065,459,427,484,425,335,249,24,0,0,2403,2402,4318,8748,9534,8825,5156,1024,78,3,40074,3485,1194,2141,2233,2003,2884,4163,2420,1087,21612,273,319,654,594,554,417,316,222,112,3467,6157,5830,11541,12362,11384,8462,5506,2716,1211,65161
SED10037,1230,1726,3374,4849,5053,3202,752,58,5,20243,1166,324,804,1141,901,1559,2694,1681,767,11034,54,72,153,184,184,155,123,112,80,1119,2451,2122,4330,6171,6140,4917,3569,1848,857,32399,346,1584,4763,6703,6859,4180,709,53,5,25209,1577,1685,1610,2613,2630,2061,936,117,6,13228,102,83,301,277,191,169,74,3,0,1203,34,71,122,111,120,84,18,9,0,582,2053,3421,6798,9702,9812,6494,1731,189,19,40230,58,118,205,220,210,134,19,0,0,954,305,149,119,162,116,116,30,5,0,993,360,265,320,386,326,242,43,5,0,1949,2411,3689,7122,10085,10134,6736,1782,196,16,42179,2559,688,1078,1423,1305,2507,4862,3125,1267,18809,123,139,338,398,347,304,239,200,119,2203,5095,4517,8536,11902,11784,9551,6874,3525,1397,63185
SED10038,1269,1845,3366,4180,4169,2736,430,39,6,18051,1113,469,891,1027,988,2055,3170,2317,1258,13284,79,91,198,175,189,187,201,163,98,1384,2462,2402,4455,5381,5344,4982,3802,2526,1363,32720,390,1541,4170,5320,5496,3187,369,27,0,20498,1502,1653,1921,2603,2385,1912,542,75,6,12589,82,93,345,312,191,228,50,10,3,1318,40,78,100,96,101,72,31,8,3,522,2011,3353,6536,8335,8171,5397,987,125,14,34924,104,187,231,186,211,140,6,0,0,1073,375,253,168,143,92,100,29,4,0,1163,481,440,394,327,303,247,37,4,0,2241,2492,3795,6928,8663,8472,5640,1027,123,14,37157,2394,1126,1412,1438,1631,3497,5807,4149,1987,23438,162,198,407,364,393,367,374,287,159,2723,5046,5119,8752,10464,10502,9510,7205,4562,2162,63315
SED10039,1198,1379,2697,3164,3626,2823,513,34,10,15432,856,297,741,761,924,2225,3434,2109,1018,12366,89,96,201,184,243,297,317,258,259,1954,2143,1778,3630,4108,4792,5340,4270,2410,1282,29751,472,1564,3556,3893,4533,3253,427,45,8,17747,1425,1106,1536,2037,2149,2182,721,78,8,11235,75,67,275,214,246,263,76,3,0,1214,48,64,97,68,109,77,31,12,0,506,2027,2793,5461,6209,7025,5782,1252,140,18,30702,116,190,173,139,149,127,3,3,0,897,269,92,100,105,80,94,20,0,0,763,386,279,271,242,236,219,25,3,0,1662,2409,3078,5735,6448,7260,6002,1274,147,18,32365,1820,645,1249,1261,1486,3781,6561,3912,1638,22342,205,235,440,392,521,586,594,442,392,3804,4431,3951,7420,8101,9270,10360,8426,4502,2044,58513
SED10040,922,2361,6657,4381,4136,2540,438,25,9,21465,1546,1187,2090,1512,1422,2351,2808,2028,1085,16044,80,145,423,268,227,244,167,222,267,2035,2541,3689,9171,6162,5793,5139,3416,2278,1358,39547,192,1728,8680,6420,5567,3290,495,17,9,26396,1138,2348,3881,2395,2214,1671,493,60,3,14192,56,81,370,252,141,140,70,5,0,1115,50,143,334,158,169,119,33,0,0,1015,1436,4292,13261,9225,8095,5222,1087,79,15,42718,71,265,627,268,296,206,14,0,0,1752,306,428,443,176,203,195,21,0,0,1772,380,692,1067,445,502,404,38,0,0,3529,1816,4988,14322,9673,8597,5623,1129,83,15,46244,3221,2412,3215,1948,2030,3606,5074,3721,1771,26996,198,311,881,530,479,472,320,398,390,3968,5240,7704,18413,12151,11104,9695,6521,4201,2176,77202
SED10041,1136,1747,3288,4466,4779,2766,812,112,11,19106,1769,370,711,1243,1305,1636,2621,2236,1516,13419,129,92,164,198,201,143,151,166,297,1542,3024,2207,4169,5902,6279,4549,3592,2520,1824,34069,148,1217,4667,6445,6846,3784,797,69,11,23983,1458,1736,1229,2104,2389,1795,1072,242,27,12048,88,99,263,244,146,137,79,22,7,1082,32,59,101,93,100,57,14,4,3,463,1725,3113,6260,8877,9482,5770,1970,339,41,37581,32,94,189,241,251,140,23,4,0,962,309,177,116,158,136,88,33,3,0,1022,340,268,300,392,384,232,55,5,0,1987,2060,3385,6561,9274,9868,6004,2023,348,41,39564,3685,792,952,1496,1654,2432,4460,3935,2432,21835,265,166,335,372,390,295,276,276,411,2790,6010,4343,7844,11145,11910,8723,6767,4561,2887,64187
SED10042,1191,1420,2757,3098,3571,2653,498,50,6,15245,841,409,849,890,1013,2282,3836,2338,1178,13627,62,75,151,116,175,229,245,240,250,1545,2093,1899,3756,4104,4758,5160,4577,2620,1437,30409,423,1442,3520,3748,4539,3163,428,22,3,17283,1264,1056,1633,1918,2053,1864,658,74,5,10523,60,110,280,172,186,251,61,9,0,1119,56,70,100,107,105,61,37,10,3,548,1805,2684,5529,5947,6878,5337,1176,118,9,29476,191,285,254,245,259,179,12,0,0,1430,350,137,127,128,112,115,24,6,0,989,540,424,382,373,369,296,35,7,0,2424,2343,3101,5912,6314,7245,5631,1214,119,9,31897,1894,716,1228,1303,1678,3879,7119,4346,1907,24077,123,150,310,260,388,450,510,395,356,2946,4359,3969,7448,7879,9312,9961,8843,4865,2273,58914
SED10043,795,1989,3850,3063,2814,1670,238,17,9,14438,1942,1073,3017,2478,2191,2540,2372,1742,875,18226,145,208,484,345,336,290,204,202,136,2349,2879,3272,7351,5889,5337,4497,2821,1964,1017,35020,252,1666,5686,4663,3890,2375,341,26,0,18898,893,1867,2716,2259,1863,1296,300,34,5,11238,50,82,253,175,109,112,26,4,0,809,73,205,376,250,201,125,15,5,0,1248,1266,3812,9031,7343,6067,3908,684,72,12,32190,121,332,597,421,360,239,15,4,0,2084,354,346,326,259,219,179,16,4,3,1699,476,680,921,684,574,413,29,8,3,3788,1740,4493,9956,8022,6636,4320,715,79,12,35975,3891,2017,4226,3404,3263,4107,4660,3256,1451,30273,322,404,1041,732,670,561,409,350,207,4692,5952,6913,15225,12157,10574,8984,5779,3683,1668,70941
SED10044,803,1731,5176,5147,4600,2943,836,98,8,21341,1035,360,782,1078,981,1430,2417,1961,1438,11473,68,115,383,314,227,216,156,134,116,1734,1905,2204,6345,6544,5800,4584,3413,2195,1562,34550,138,1444,7870,7542,6558,3838,863,61,13,28324,1092,1645,1660,2286,2173,1733,993,170,16,11767,71,95,341,292,136,159,85,13,0,1192,43,71,157,122,102,63,28,9,0,591,1347,3251,10021,10244,8960,5785,1966,253,33,41861,24,79,224,236,239,139,12,3,0,951,217,156,133,152,118,101,38,3,3,922,235,235,360,385,354,244,46,5,3,1867,1587,3487,10378,10627,9317,6025,2014,264,41,43733,2997,744,1104,1381,1390,2292,4220,3371,2194,19698,149,213,771,665,495,403,317,236,173,3427,4731,4451,12254,12670,11200,8717,6553,3871,2405,66850
SED10045,1060,1180,2247,3068,3836,3391,709,99,21,15602,1021,425,966,1044,1167,2261,3156,1919,1047,13005,150,150,288,318,431,510,353,301,264,2777,2235,1752,3506,4433,5432,6158,4213,2322,1334,31377,334,1088,2483,3299,4292,3563,715,125,17,15921,1231,885,1555,2071,2461,2542,887,122,16,11772,59,65,199,173,190,274,87,15,0,1051,67,63,95,126,144,87,36,34,5,660,1688,2102,4331,5669,7076,6461,1727,293,43,29400,144,250,232,274,296,234,10,0,0,1438,227,148,160,150,155,212,36,0,0,1073,363,397,389,422,445,443,39,4,0,2508,2053,2500,4724,6086,7529,6910,1766,301,47,31911,2131,739,1452,1614,2145,4305,6073,3519,1623,23607,330,341,554,609,831,1111,740,535,395,5449,4519,3579,6730,8316,10497,12320,8584,4352,2065,60968
SED10046,1125,2227,4000,3718,3506,1874,209,13,3,16670,1927,983,2459,2331,2158,2552,2188,1386,434,16414,200,251,619,528,471,402,296,194,60,3020,3248,3458,7070,6580,6136,4828,2689,1595,500,36108,401,2024,5750,5476,5077,2899,337,10,3,21979,1134,1609,1934,2028,1828,1081,201,18,0,9828,55,92,241,173,144,127,23,0,0,853,71,166,271,234,204,127,20,12,0,1107,1660,3896,8195,7908,7249,4227,580,38,9,33762,148,385,541,416,322,194,3,0,0,2012,409,277,242,258,211,164,10,3,0,1580,565,660,785,672,531,357,18,3,0,3595,2220,4553,8982,8584,7776,4587,602,44,8,37357,4079,1718,3459,3361,3387,4112,4035,2472,698,27316,407,520,1240,1096,956,795,556,328,97,5996,6705,6790,13677,13041,12119,9495,5192,2841,801,70672
SED10047,1332,2423,4990,4112,3553,2376,406,28,3,19216,1372,826,2156,1684,1446,2082,2848,1413,429,14242,176,242,514,388,378,340,305,218,92,2660,2873,3482,7652,6178,5377,4800,3557,1667,526,36121,754,2784,7217,6266,5227,3385,494,23,4,26157,1272,1413,2166,1984,1597,1332,418,44,4,10227,56,112,390,211,171,164,37,3,0,1149,90,160,279,183,184,96,24,12,0,1025,2176,4465,10054,8639,7172,4985,968,86,12,38557,237,399,505,368,309,212,12,0,3,2042,312,191,255,161,142,120,21,4,0,1201,553,588,754,530,449,332,33,4,3,3244,2725,5056,10812,9172,7616,5315,999,86,15,41799,2894,1390,3006,2496,2418,3354,5300,2596,670,24127,394,486,1021,832,746,698,561,386,140,5267,6016,6932,14838,12500,10787,9368,6865,3067,820,71191
SED10048,1184,2161,4616,4098,4002,2830,418,24,3,19343,1449,637,1872,1667,1487,2176,2368,1101,445,13200,122,153,358,289,274,251,225,177,176,2028,2752,2948,6851,6054,5772,5261,3006,1300,625,34571,475,2276,6568,6231,5780,4146,526,17,3,26025,1254,1507,2062,2102,1892,1586,449,46,9,10893,80,78,339,214,152,184,48,3,0,1103,57,142,226,161,189,100,31,4,0,909,1859,4002,9193,8707,8010,6022,1056,69,12,38933,182,330,453,353,295,193,16,0,0,1821,351,224,263,221,155,119,31,0,0,1360,531,551,711,570,452,313,43,3,0,3183,2395,4558,9900,9280,8464,6334,1099,77,15,42114,3102,1162,2451,2228,2165,3465,4443,1977,681,21679,284,346,725,584,550,484,396,290,247,3902,5776,6065,13077,12091,11174,10283,5938,2337,941,67692
SED10049,1404,1908,4019,3869,3971,2333,372,36,15,17923,897,472,1213,1069,1038,1993,2827,1611,724,11846,81,101,267,211,223,198,214,161,102,1569,2381,2487,5496,5150,5227,4531,3415,1805,843,31333,492,1915,5321,5119,5111,3036,371,28,6,21402,1584,1285,2107,2254,2076,1592,476,55,4,11439,55,98,373,222,190,230,47,4,3,1235,40,65,112,124,109,54,22,7,13,550,2177,3375,7913,7721,7491,4915,916,94,22,34627,214,302,340,287,274,180,14,0,0,1607,349,166,199,170,131,99,13,3,0,1131,566,462,538,457,404,281,21,3,0,2740,2741,3840,8454,8177,7895,5196,944,97,22,37368,2019,761,1580,1502,1584,3214,5202,2850,1095,19801,183,208,533,489,468,427,385,284,150,3123,4939,4800,10564,10165,9952,8835,6526,3233,1271,60289
SED10050,879,1593,5520,5454,4724,2675,703,76,17,21630,957,227,666,1110,943,1220,2052,1397,810,9368,92,130,463,418,291,248,187,130,181,2130,1921,1947,6647,6977,5951,4147,2934,1596,1002,33127,170,1485,7987,8126,6732,3305,590,59,7,28456,1219,1391,1969,2679,2495,1929,936,136,30,12789,63,79,407,372,161,166,60,8,0,1323,25,58,132,131,93,76,31,6,3,559,1479,3013,10501,11308,9479,5476,1615,209,37,43123,21,60,148,167,196,125,11,0,0,735,205,105,112,163,122,94,30,4,4,827,230,163,257,334,321,218,40,8,3,1562,1702,3176,10757,11639,9799,5693,1652,214,41,44689,2043,444,896,1349,1317,1982,3759,2459,1280,15536,198,259,919,837,617,500,359,241,257,4183,3944,3875,12569,13828,11738,8175,5778,2909,1583,64405
SED10051,816,1866,4360,4636,4329,2574,587,54,8,19234,1286,777,947,1035,983,1616,2751,2013,1061,12479,104,191,447,391,307,308,284,215,242,2476,2212,2839,5756,6065,5617,4498,3621,2283,1310,34191,196,1671,6234,6479,5966,3323,618,32,9,24524,1006,1573,1878,2303,2132,1637,665,97,11,11300,73,79,302,313,167,152,53,11,3,1152,39,82,193,134,110,84,28,11,3,677,1318,3400,8598,9237,8369,5196,1367,150,21,37645,58,131,247,195,211,142,4,0,0,983,239,248,187,128,101,107,29,3,0,1045,297,374,434,326,308,251,29,8,0,2025,1613,3773,9039,9562,8676,5444,1394,155,21,39672,2772,1849,1983,1799,1776,2756,4930,3661,1657,23190,212,436,898,829,646,570,534,393,346,4866,4599,6057,11915,12190,11098,8777,6860,4207,2026,67729
SED10052,1072,1783,3526,4242,4230,2953,645,56,6,18511,908,259,652,819,830,1615,2886,2158,1516,11642,60,63,182,176,170,176,138,131,107,1199,2035,2105,4362,5238,5229,4737,3664,2346,1635,31353,351,1790,5208,5815,5754,3760,626,57,3,23365,1298,1333,1405,2426,2270,1917,855,100,12,11628,72,68,307,228,153,223,67,9,0,1131,28,69,111,125,129,71,16,8,3,552,1741,3260,7027,8601,8301,5975,1567,173,21,36672,57,118,161,132,191,124,12,4,0,806,249,100,69,96,95,83,17,3,0,715,310,223,231,228,277,209,33,7,4,1514,2050,3483,7259,8823,8587,6185,1597,179,29,38189,2044,547,893,1066,1199,2601,5098,3816,2328,19603,119,141,359,378,338,365,293,219,163,2382,4215,4168,8510,10275,10128,9151,6987,4218,2520,60172
