SED_CODE_2016,M_15_19_yr_Marrd_reg_marrge,M_15_19_yr_Married_de_facto,M_15_19_yr_Not_married,M_15_19_yr_Total,M_20_24_yr_Marrd_reg_marrge,M_20_24_yr_Married_de_facto,M_20_24_yr_Not_married,M_20_24_yr_Total,M_25_34_yr_Marrd_reg_marrge,M_25_34_yr_Married_de_facto,M_25_34_yr_Not_married,M_25_34_yr_Total,M_35_44_yr_Marrd_reg_marrge,M_35_44_yr_Married_de_facto,M_35_44_yr_Not_married,M_35_44_yr_Total,M_45_54_yr_Marrd_reg_marrge,M_45_54_yr_Married_de_facto,M_45_54_yr_Not_married,M_45_54_yr_Total,M_55_64_yr_Marrd_reg_marrge,M_55_64_yr_Married_de_facto,M_55_64_yr_Not_married,M_55_64_yr_Total,M_65_74_yr_Marrd_reg_marrge,M_65_74_yr_Married_de_facto,M_65_74_yr_Not_married,M_65_74_yr_Total,M_75_84_yr_Marrd_reg_marrge,M_75_84_yr_Married_de_facto,M_75_84_yr_Not_married,M_75_84_yr_Total,M_85ov_Marrd_reg_marrge,M_85ov_Married_de_facto,M_85ov_Not_married,M_85ov_Total,M_Tot_Marrd_reg_marrge,M_Tot_Married_de_facto,M_Tot_Not_married,M_Tot_Total,F_15_19_yr_Marrd_reg_marrge,F_15_19_yr_Married_de_facto,F_15_19_yr_Not_married,F_15_19_yr_Total,F_20_24_yr_Marrd_reg_marrge,F_20_24_yr_Married_de_facto,F_20_24_yr_Not_married,F_20_24_yr_Total,F_25_34_yr_Marrd_reg_marrge,F_25_34_yr_Married_de_facto,F_25_34_yr_Not_married,F_25_34_yr_Total,F_35_44_yr_Marrd_reg_marrge,F_35_44_yr_Married_de_facto,F_35_44_yr_Not_married,F_35_44_yr_Total,F_45_54_yr_Marrd_reg_marrge,F_45_54_yr_Married_de_facto,F_45_54_yr_Not_married,F_45_54_yr_Total,F_55_64_yr_Marrd_reg_marrge,F_55_64_yr_Married_de_facto,F_55_64_yr_Not_married,F_55_64_yr_Total,F_65_74_yr_Marrd_reg_marrge,F_65_74_yr_Married_de_facto,F_65_74_yr_Not_married,F_65_74_yr_Total,F_75_84_yr_Marrd_reg_marrge,F_75_84_yr_Married_de_facto,F_75_84_yr_Not_married,F_75_84_yr_Total,F_85ov_Marrd_reg_marrge,F_85ov_Married_de_facto,F_85ov_Not_married,F_85ov_Total,F_Tot_Marrd_reg_marrge,F_Tot_Married_de_facto,F_Tot_Not_married,F_Tot_Total,P_15_19_yr_Marrd_reg_marrge,P_15_19_yr_Married_de_facto,P_15_19_yr_Not_married,P_15_19_yr_Total,P_20_24_yr_Marrd_reg_marrge,P_20_24_yr_Married_de_facto,P_20_24_yr_Not_married,P_20_24_yr_Total,P_25_34_yr_Marrd_reg_marrge,P_25_34_yr_Married_de_facto,P_25_34_yr_Not_married,P_25_34_yr_Total,P_35_44_yr_Marrd_reg_marrge,P_35_44_yr_Married_de_facto,P_35_44_yr_Not_married,P_35_44_yr_Total,P_45_54_yr_Marrd_reg_marrge,P_45_54_yr_Married_de_facto,P_45_54_yr_Not_married,P_45_54_yr_Total,P_55_64_yr_Marrd_reg_marrge,P_55_64_yr_Married_de_facto,P_55_64_yr_Not_married,P_55_64_yr_Total,P_65_74_yr_Marrd_reg_marrge,P_65_74_yr_Married_de_facto,P_65_74_yr_Not_married,P_65_74_yr_Total,P_75_84_yr_Marrd_reg_marrge,P_75_84_yr_Married_de_facto,P_75_84_yr_Not_married,P_75_84_yr_Total,P_85ov_Marrd_reg_marrge,P_85ov_Married_de_facto,P_85ov_Not_married,P_85ov_Total,P_Tot_Marrd_reg_marrge,P_Tot_Married_de_facto,P_Tot_Not_married,P_Tot_Total
SED10033,0,9,2464,2478,91,224,1858,2171,1459,747,1671,3874,2683,510,909,4096,3227,525,1157,4910,2822,312,930,4063,2027,165,674,2875,897,41,314,1253,183,7,136,324,13388,2539,10114,26042,0,31,2306,2336,139,312,1641,2084,1945,745,1351,4046,2910,528,995,4438,3390,525,1266,5179,2674,311,1214,4196,1804,113,1062,2978,595,31,798,1421,86,5,379,466,13541,2584,11019,27143,0,40,4768,4814,228,534,3497,4263,3408,1490,3017,7917,5592,1035,1910,8536,6617,1048,2429,10090,5492,620,2148,8259,3832,279,1742,5848,1493,69,1115,2673,260,8,519,792,26922,5122,21134,53186
SED10034,0,7,2386,2397,50,111,2031,2187,1665,751,1624,4047,3505,572,864,4938,3445,490,967,4901,3178,299,737,4211,2378,118,499,2997,965,38,271,1283,215,3,147,369,15394,2399,9524,27313,0,27,2184,2208,91,183,1676,1951,2183,835,1356,4368,3791,596,1002,5395,3552,453,1296,5302,3093,258,1097,4450,2070,86,1027,3182,673,30,763,1465,101,3,488,595,15557,2467,10887,28910,0,32,4570,4602,140,289,3713,4136,3842,1587,2979,8412,7296,1167,1865,10329,7000,939,2265,10198,6270,554,1828,8656,4447,208,1527,6179,1635,69,1039,2743,320,4,639,960,30952,4860,20417,56223
SED10035,0,49,2476,2523,87,616,5345,6039,2999,3401,6373,12773,3470,1542,2357,7374,2168,878,1784,4835,1663,377,1227,3265,1196,149,721,2066,804,43,365,1215,204,7,156,367,12600,7055,20804,40452,6,68,2470,2546,207,834,5269,6306,3701,3170,5210,12087,3411,1043,2272,6726,2154,505,1849,4503,1560,267,1548,3377,1068,88,1172,2329,557,19,875,1449,65,3,442,506,12717,6000,21103,39824,4,115,4949,5071,289,1446,10609,12343,6707,6571,11584,24857,6883,2582,4626,14099,4320,1383,3632,9337,3223,637,2773,6640,2265,234,1898,4400,1364,66,1233,2658,272,5,601,877,25320,13051,41907,80278
SED10036,0,5,3002,3007,71,103,2458,2638,2104,537,2277,4923,3940,420,1089,5445,3959,410,922,5294,2946,226,719,3893,1933,103,444,2476,778,32,256,1061,163,4,131,299,15902,1834,11303,29031,11,15,2750,2774,230,146,2202,2578,2973,629,1902,5505,4437,462,1214,6121,3644,377,1307,5329,2663,201,1133,3993,1529,72,969,2572,494,11,773,1274,68,5,411,483,16039,1924,12670,30627,11,16,5755,5780,300,250,4667,5216,5075,1170,4182,10428,8380,884,2304,11563,7601,791,2232,10625,5609,420,1850,7882,3463,173,1416,5050,1269,42,1025,2333,232,9,539,781,31937,3752,23969,59655
SED10037,0,3,2518,2525,35,102,2103,2236,1596,402,1867,3866,4065,435,853,5361,3949,421,940,5307,3245,265,806,4314,2376,132,559,3057,1152,35,323,1514,273,9,173,446,16692,1797,10139,28628,0,11,2340,2352,85,119,1737,1946,2173,453,1407,4041,4443,458,974,5874,4099,422,1322,5842,3036,245,1319,4602,2117,83,1087,3286,802,16,847,1668,134,5,521,655,16891,1822,11551,30264,0,15,4854,4873,121,224,3834,4183,3774,853,3275,7904,8512,892,1830,11232,8042,843,2255,11148,6281,512,2127,8919,4485,213,1644,6350,1958,56,1167,3185,405,12,687,1105,33579,3621,21694,58892
SED10038,0,18,2369,2383,32,165,2219,2415,1316,668,1855,3845,3102,576,1004,4688,3075,482,1190,4738,2740,335,1052,4127,2236,121,646,3005,1344,52,416,1812,382,4,231,615,14229,2427,10975,27633,0,21,2194,2217,82,247,1789,2118,1866,761,1405,4036,3350,579,1156,5085,3126,497,1418,5041,2756,299,1548,4602,2046,118,1238,3408,1042,21,1154,2219,174,4,808,983,14440,2555,12711,29709,0,40,4569,4601,116,419,4002,4531,3183,1431,3264,7880,6454,1161,2159,9774,6200,980,2602,9776,5492,633,2602,8727,4288,245,1886,6413,2384,75,1573,4029,555,5,1037,1603,28674,4982,23689,57343
SED10039,0,15,2086,2099,52,198,1484,1738,1161,661,1202,3028,2175,477,742,3392,2582,419,906,3902,3103,373,928,4396,2635,196,735,3576,1330,66,417,1806,328,13,206,544,13365,2418,8709,24487,3,31,1924,1957,109,306,1127,1539,1546,695,1052,3291,2432,497,870,3801,2821,435,1135,4391,3166,342,1252,4763,2364,167,1159,3692,1001,41,976,2016,155,6,623,782,13588,2515,10121,26221,3,44,4006,4054,158,498,2609,3271,2704,1359,2260,6324,4610,972,1616,7194,5404,853,2039,8294,6263,717,2176,9159,4999,362,1902,7263,2324,107,1387,3825,481,13,836,1328,26953,4932,18827,50714
SED10040,0,5,2542,2550,145,146,3480,3780,3384,787,4459,8631,3774,452,1380,5607,3366,332,1246,4941,2938,245,1034,4226,2042,122,679,2841,1230,24,360,1615,321,0,228,552,17214,2116,15406,34739,10,12,2418,2448,414,219,2834,3462,4242,815,3565,8623,3750,427,1662,5839,3374,294,1804,5471,2785,199,1831,4818,1777,75,1288,3141,817,19,1074,1905,117,3,642,759,17286,2059,17121,36463,15,20,4959,4994,560,367,6312,7238,7625,1605,8027,17251,7522,879,3041,11443,6742,622,3046,10414,5730,447,2869,9041,3817,197,1966,5983,2044,40,1435,3526,443,3,865,1308,34496,4179,32525,71198
SED10041,0,4,2693,2693,21,71,1867,1961,1459,378,1567,3402,3991,275,664,4927,4338,276,654,5264,3148,191,535,3876,2440,85,387,2905,1422,35,333,1784,494,12,263,766,17303,1313,8960,27584,0,10,2587,2598,55,91,1853,2004,2078,386,1384,3849,4432,286,879,5596,4519,306,1159,5979,3012,166,1109,4289,2163,65,1017,3252,1128,16,1006,2158,242,4,803,1050,17636,1334,11806,30773,5,13,5282,5296,80,162,3725,3965,3538,761,2951,7248,8419,560,1535,10520,8856,580,1811,11250,6159,352,1649,8163,4600,144,1408,6159,2552,56,1338,3946,739,17,1058,1815,34938,2650,20762,58352
SED10042,0,13,2093,2110,45,212,1565,1823,1227,702,1352,3279,1916,506,1014,3440,2424,522,1163,4111,2793,352,1195,4342,2723,199,787,3703,1399,78,463,1949,350,8,254,607,12881,2594,9882,25359,3,35,1906,1945,118,323,1226,1674,1535,710,1177,3428,2208,547,1133,3886,2673,475,1298,4440,2892,357,1394,4645,2473,177,1381,4036,1017,37,1200,2260,181,3,701,891,13104,2675,11419,27197,4,54,4000,4050,165,537,2795,3499,2766,1413,2531,6707,4124,1056,2143,7324,5096,993,2462,8551,5687,707,2588,8980,5200,379,2167,7744,2422,114,1666,4207,533,13,956,1497,25986,5264,21303,52552
SED10043,3,5,2897,2899,129,68,3203,3404,2734,305,4221,7259,3932,223,1626,5783,3297,223,1315,4835,2811,176,1155,4145,1843,98,762,2703,1017,32,443,1496,283,3,211,493,16048,1139,15838,33024,27,7,2708,2746,654,118,2243,3014,4046,346,2407,6793,3778,254,1471,5507,3138,226,1631,4999,2376,170,1640,4186,1331,55,1175,2559,634,14,987,1642,125,3,590,714,16106,1187,14854,32152,32,8,5606,5645,779,183,5447,6417,6778,653,6625,14051,7713,481,3099,11287,6434,449,2944,9832,5180,346,2800,8327,3169,154,1941,5258,1657,48,1438,3141,408,6,800,1210,32155,2331,30698,65177
SED10044,0,7,2100,2104,34,137,1872,2040,2011,1057,2260,5327,3861,598,1153,5609,3539,405,1007,4959,2623,255,895,3769,2079,166,577,2825,1025,37,349,1418,327,9,218,550,15494,2674,10432,28598,0,6,1787,1798,94,217,1697,2009,2599,1093,2059,5749,4106,559,1447,6111,3644,382,1437,5458,2573,242,1399,4211,1796,92,1182,3067,753,22,1056,1824,136,3,709,845,15694,2615,12767,31075,0,13,3887,3903,126,356,3564,4052,4611,2154,4316,11078,7965,1157,2591,11721,7187,791,2447,10416,5188,497,2296,7984,3871,250,1766,5887,1775,61,1401,3241,460,9,928,1398,31188,5290,23199,59679
SED10045,3,23,1983,2009,44,242,1201,1482,828,571,1327,2722,1640,640,1108,3382,2181,659,1575,4417,2745,615,1910,5265,2358,229,1148,3737,1152,50,528,1730,289,12,211,508,11250,3029,10989,25266,5,52,1882,1939,90,298,1050,1446,1146,651,1243,3041,1905,686,1394,3983,2380,661,1779,4820,2812,539,2019,5372,2037,166,1455,3653,840,33,1040,1914,127,5,686,818,11340,3089,12554,26986,6,72,3868,3947,139,538,2248,2931,1973,1226,2569,5769,3542,1319,2502,7370,4562,1316,3352,9233,5554,1153,3930,10638,4392,394,2601,7389,1998,81,1567,3644,421,12,900,1326,22586,6122,23541,52251
SED10046,4,14,3202,3223,125,135,2749,3009,2306,439,3076,5824,3694,415,1643,5763,3663,362,1424,5449,2813,244,1135,4197,1560,92,569,2223,738,38,317,1095,150,4,99,257,15053,1755,14218,31029,15,31,2964,3016,414,168,2568,3147,3270,508,2549,6334,3861,388,1751,5996,3473,361,1824,5659,2425,209,1722,4358,1132,60,1163,2363,445,23,890,1356,40,3,341,390,15089,1749,15779,32613,23,42,6173,6239,540,303,5310,6156,5576,952,5627,12155,7555,804,3395,11757,7133,725,3245,11108,5239,451,2865,8557,2693,151,1733,4577,1187,65,1207,2448,194,6,442,640,30143,3501,30000,63642
SED10047,3,31,2810,2846,118,365,2495,2981,2374,1177,2634,6184,3158,714,1622,5490,2619,543,1683,4844,2421,320,1357,4099,2028,152,817,3004,809,41,390,1238,120,0,121,245,13653,3355,13916,30924,3,53,2582,2637,255,553,2286,3094,3080,1180,2606,6869,3180,693,1763,5637,2553,513,1838,4908,2370,292,1706,4371,1704,103,1422,3228,511,19,914,1445,46,4,351,407,13703,3415,15474,32590,5,86,5389,5482,376,921,4776,6073,5458,2360,5242,13055,6336,1404,3384,11121,5170,1061,3522,9749,4792,616,3062,8466,3734,254,2243,6233,1318,64,1303,2680,169,8,476,650,27349,6768,29395,63517
SED10048,4,16,2800,2819,76,170,2576,2826,2288,700,2647,5634,3870,504,1270,5635,3484,396,1184,5053,3395,299,1014,4702,1925,124,657,2704,632,21,268,921,123,7,95,226,15784,2220,12511,30519,11,22,2552,2582,224,270,2222,2724,3441,725,2195,6362,3795,508,1411,5710,3477,404,1573,5465,3047,248,1611,4899,1419,99,1230,2740,392,11,674,1075,67,6,321,393,15863,2292,13790,31949,11,39,5350,5404,300,443,4804,5542,5733,1420,4844,11997,7662,1004,2683,11345,6961,797,2757,10519,6435,543,2625,9604,3341,222,1884,5445,1024,37,940,2000,187,9,418,619,31654,4518,26302,62470
SED10049,0,20,2348,2368,71,344,1646,2066,1822,1117,1591,4535,2761,668,1112,4541,2720,458,1088,4274,2690,319,870,3879,2087,135,595,2816,923,32,296,1247,199,5,142,346,13276,3102,9700,26076,3,47,2147,2204,157,533,1514,2208,2329,1194,1542,5067,2959,621,1242,4828,2938,485,1461,4883,2606,262,1276,4144,1836,108,1131,3069,663,19,891,1570,88,3,489,591,13582,3276,11702,28560,3,71,4502,4573,229,882,3166,4274,4148,2315,3136,9599,5719,1286,2358,9365,5659,944,2550,9159,5303,578,2149,8028,3922,241,1723,5886,1581,47,1191,2821,284,15,637,931,26855,6373,21401,54632
SED10050,0,4,1860,1863,25,135,1535,1692,1352,1556,2360,5267,3794,1114,1291,6206,3545,622,1096,5255,2408,324,852,3584,1712,165,603,2481,815,46,282,1145,271,4,201,478,13915,3964,10091,27968,0,7,1750,1762,47,254,1400,1702,2007,1761,2164,5933,4024,1029,1350,6399,3562,539,1415,5520,2258,280,1192,3727,1474,115,1006,2596,583,26,792,1397,142,3,593,738,14089,4024,11668,29780,0,14,3609,3620,70,388,2937,3394,3359,3317,4529,11200,7817,2146,2640,12604,7101,1162,2508,10775,4663,600,2046,7311,3186,276,1611,5080,1399,73,1076,2541,412,9,797,1221,28008,7988,21756,57751
SED10051,0,3,2203,2214,33,165,2539,2732,1370,1005,2727,5102,3178,660,1267,5109,3024,501,1203,4730,2365,301,1087,3750,1820,143,852,2818,1102,46,496,1643,316,16,229,554,13210,2834,12610,28653,3,10,2038,2050,80,239,2238,2559,1839,1066,2233,5139,3469,677,1416,5561,3081,474,1697,5254,2302,243,1586,4129,1709,114,1469,3284,714,26,1250,1994,139,7,768,915,13339,2844,14697,30883,3,13,4243,4260,111,400,4781,5295,3215,2074,4961,10241,6648,1331,2684,10670,6099,973,2907,9979,4665,541,2675,7882,3525,253,2323,6103,1819,75,1747,3640,453,16,998,1463,26545,5681,27309,59535
SED10052,0,10,2058,2068,32,108,1785,1925,1379,630,1790,3801,3256,470,970,4695,3135,437,1009,4580,2983,247,872,4099,2354,116,546,3013,1249,48,347,1637,397,14,223,631,14785,2061,9601,26448,0,11,1924,1937,70,186,1707,1966,1918,658,1455,4032,3518,484,960,4961,3272,389,1286,4954,2952,238,1257,4442,2083,83,1197,3364,947,20,1018,1986,187,10,788,984,14948,2076,11602,28626,0,23,3985,4004,103,292,3493,3886,3296,1288,3246,7828,6773,947,1933,9659,6414,823,2296,9531,5933,478,2130,8538,4439,196,1745,6377,2198,69,1363,3626,585,23,1013,1621,29734,4138,21200,55078
SED10053,0,20,2161,2184,39,253,1505,1802,1525,901,1730,4156,2701,680,1043,4418,3194,635,1362,5192,2681,436,1234,4348,1906,191,734,2826,831,39,357,1231,156,3,144,302,13024,3155,10264,26445,4,40,1960,2001,142,384,1278,1804,1980,960,1384,4328,2991,659,1015,4663,3336,664,1365,5369,2522,362,1283,4161,1599,118,971,2687,538,26,715,1273,64,5,415,483,13168,3215,10387,26765,4,63,4120,4184,179,638,2788,3606,3508,1860,3118,8477,5692,1336,2055,9082,6524,1303,2725,10557,5203,792,2512,8508,3501,301,1704,5510,1369,70,1068,2504,223,11,556,782,26198,6374,20649,53212
SED10054,0,17,3298,3319,90,206,2785,3085,2241,599,2885,5728,3770,499,1284,5552,3593,405,1160,5159,2922,264,880,4062,1730,106,566,2403,552,19,231,809,105,5,71,181,15004,2119,13172,30300,10,30,3188,3224,272,232,2569,3078,3187,685,2514,6385,3828,489,1551,5873,3532,409,1585,5532,2592,247,1483,4322,1274,84,1140,2496,316,3,618,943,54,0,259,312,15072,2186,14910,32172,7,51,6483,6542,365,445,5357,6163,5430,1282,5403,12108,7594,985,2839,11427,7128,817,2752,10693,5515,511,2361,8388,3002,192,1705,4903,869,28,851,1752,160,8,331,497,30073,4309,28086,62472
SED10055,0,21,3014,3034,62,160,2532,2755,2161,763,2350,5280,3609,550,994,5155,3913,413,813,5133,3552,276,642,4468,1868,100,389,2357,603,15,153,776,107,0,65,168,15867,2303,10956,29120,3,25,2782,2811,184,264,2250,2695,2872,806,1946,5621,3887,541,1154,5585,4013,456,1084,5556,3273,229,1031,4527,1407,62,695,2160,350,13,510,875,28,0,209,237,16005,2406,11658,30067,3,44,5798,5850,247,424,4782,5456,5036,1576,4296,10898,7493,1093,2150,10737,7919,872,1899,10689,6820,505,1670,8990,3272,168,1083,4515,955,32,670,1650,138,0,271,404,31878,4704,22609,59190
SED10056,3,33,2163,2194,48,299,1436,1787,1372,833,1590,3792,2363,542,1036,3942,2812,502,1313,4623,3141,397,1443,4978,2630,172,981,3784,1474,60,636,2170,335,4,255,596,14173,2851,10844,27863,3,63,1902,1963,117,441,1058,1619,1825,852,1385,4060,2595,553,989,4135,3073,500,1217,4789,3134,335,1242,4710,2384,139,1167,3685,1051,29,1235,2321,145,5,660,808,14338,2915,10847,28101,5,93,4060,4161,171,742,2497,3407,3195,1686,2972,7851,4956,1099,2024,8076,5882,1002,2531,9416,6278,730,2681,9685,5016,306,2142,7470,2527,91,1873,4491,479,16,909,1400,28507,5762,21689,55959
SED10057,0,19,1799,1821,47,204,890,1146,699,515,1058,2265,1404,431,908,2743,1920,503,1307,3733,2786,453,1483,4724,3339,341,1238,4910,1820,101,770,2687,470,14,330,815,12481,2576,9791,24844,0,42,1650,1689,82,272,862,1216,958,560,1120,2638,1649,460,1087,3197,2196,519,1481,4192,3047,438,1707,5187,3048,264,1724,5037,1367,63,1484,2906,223,9,839,1074,12564,2612,11958,27142,3,63,3448,3511,132,480,1752,2361,1656,1070,2179,4908,3055,893,1997,5942,4120,1025,2787,7923,5831,890,3196,9912,6384,601,2964,9944,3185,161,2255,5594,693,16,1169,1882,25048,5188,21746,51986
SED10058,0,13,1538,1551,34,295,2066,2393,1260,1372,2717,5346,1964,700,1380,4042,1965,507,1656,4126,2097,374,1510,3980,1645,162,884,2693,810,48,483,1342,227,10,228,464,10001,3477,12455,25930,0,35,1457,1498,52,464,2017,2538,1593,1418,2253,5263,2166,726,1392,4280,2133,529,1584,4243,2118,341,1652,4113,1427,133,1340,2900,626,33,991,1644,99,3,654,758,10211,3688,13341,27239,0,51,2998,3042,86,761,4082,4934,2849,2792,4974,10610,4124,1427,2771,8327,4101,1030,3241,8365,4212,721,3162,8094,3075,292,2224,5595,1437,79,1472,2988,327,12,880,1218,20215,7162,25796,53175
SED10059,0,20,1001,1022,48,353,3080,3480,1493,2833,5931,10257,2125,1723,2357,6203,1430,1167,2002,4599,942,552,1477,2979,662,202,915,1775,400,34,376,819,125,7,130,268,7223,6890,17273,31391,0,25,1233,1267,83,531,3886,4500,1882,2800,5609,10292,2148,1217,2114,5481,1375,711,1572,3654,873,298,1411,2578,562,91,1019,1669,307,36,682,1023,34,3,294,338,7256,5715,17826,30799,0,46,2233,2282,130,883,6971,7983,3380,5626,11542,20547,4267,2944,4470,11687,2803,1880,3576,8258,1816,854,2891,5555,1221,293,1931,3440,711,65,1058,1837,161,8,425,604,14483,12607,35103,62189
SED10060,0,8,1188,1191,22,177,1327,1527,1919,1954,2575,6449,3054,973,1461,5493,2470,554,1064,4081,2149,358,929,3432,1939,218,694,2848,942,76,340,1354,264,13,189,470,12761,4329,9760,26849,0,9,1281,1293,63,281,1409,1755,2484,2084,2912,7482,3173,851,1945,5970,2634,459,1743,4839,2108,272,1643,4029,1758,149,1607,3515,634,26,1021,1678,122,9,626,756,12983,4144,14197,31321,0,13,2474,2491,84,462,2733,3281,4410,4041,5490,13936,6231,1825,3409,11460,5104,1010,2805,8918,4259,633,2573,7462,3699,369,2303,6370,1578,94,1362,3033,386,21,818,1221,25746,8474,23960,58173
SED10061,4,38,2004,2042,59,355,1483,1895,1144,866,1410,3416,1952,550,999,3505,2475,527,1313,4312,2672,406,1346,4417,2439,187,1061,3688,1248,62,583,1892,257,6,182,446,12242,2991,10382,25618,3,85,1809,1900,126,514,1263,1905,1469,875,1383,3729,2193,577,1209,3981,2688,497,1398,4580,2729,323,1434,4488,2136,146,1384,3663,902,31,1182,2115,107,3,630,745,12350,3058,11701,27110,11,122,3816,3942,189,865,2749,3806,2609,1738,2791,7142,4153,1127,2212,7485,5158,1027,2712,8895,5397,730,2782,8902,4572,336,2443,7353,2149,91,1768,4005,359,11,819,1188,24593,6048,22079,52723
SED10062,3,0,2352,2356,51,75,2371,2501,1766,454,2278,4498,3223,370,913,4507,3489,330,979,4793,3013,219,867,4096,2216,117,640,2977,1244,41,379,1667,365,3,233,601,15367,1618,11008,27997,7,0,2289,2296,155,100,1913,2169,2301,535,1885,4724,3589,400,1111,5105,3491,315,1386,5189,2961,205,1372,4533,1891,70,1204,3160,911,21,1082,2015,182,3,791,971,15490,1654,13031,30171,7,0,4636,4648,215,178,4283,4672,4072,991,4163,9222,6817,769,2025,9609,6978,638,2371,9990,5970,427,2235,8638,4106,186,1845,6132,2155,68,1457,3678,543,10,1021,1575,30854,3268,24045,58164
SED10063,0,34,2156,2191,76,322,1295,1697,1448,831,1442,3726,2425,512,972,3911,2593,469,1211,4280,2698,280,1185,4166,2212,181,852,3243,1199,35,542,1778,276,6,206,487,12931,2679,9862,25474,6,85,2051,2137,138,432,1125,1692,1947,853,1447,4246,2593,511,1130,4229,2809,461,1328,4594,2662,269,1332,4264,1984,121,1270,3366,883,27,1185,2089,137,8,628,771,13142,2758,11496,27396,5,119,4199,4326,216,757,2421,3389,3397,1687,2893,7977,5019,1016,2100,8137,5398,932,2540,8876,5357,553,2519,8430,4196,299,2120,6608,2079,61,1730,3871,408,12,832,1252,26081,5437,21354,52870
SED10064,0,20,1851,1877,30,192,1033,1258,696,542,1133,2371,1450,557,999,3009,1923,634,1409,3967,2774,619,1779,5171,2895,317,1288,4502,1433,106,687,2234,325,18,304,645,11525,3009,10493,25026,0,51,1744,1795,76,276,877,1229,995,620,1142,2753,1660,613,1137,3407,2257,653,1525,4441,2963,621,1853,5437,2524,243,1639,4404,1025,61,1204,2294,158,11,728,890,11654,3145,11844,26648,3,68,3596,3666,106,471,1905,2484,1692,1163,2275,5128,3107,1169,2137,6418,4178,1289,2936,8403,5734,1241,3634,10612,5420,555,2932,8905,2463,172,1897,4525,480,25,1033,1539,23181,6154,22341,51674
SED10065,0,10,2347,2357,101,183,2938,3222,4810,824,4626,10260,5381,527,1824,7732,3310,362,1453,5126,2734,220,1317,4272,1740,100,728,2568,922,38,364,1328,235,0,186,420,19226,2276,15781,37286,4,14,2162,2184,338,242,2316,2896,6301,929,3218,10447,4758,483,1823,7065,3256,340,2011,5607,2544,183,1841,4563,1402,70,1217,2687,632,23,861,1516,94,3,496,596,19317,2293,15941,37550,4,25,4513,4540,445,420,5255,6118,11102,1757,7837,20704,10142,1004,3644,14795,6562,707,3461,10727,5277,403,3161,8838,3137,173,1943,5255,1553,66,1228,2844,326,3,680,1015,38550,4561,31723,74832
SED10066,0,18,2307,2329,74,274,1979,2327,1937,1023,2148,5111,2930,657,1308,4888,2527,473,1236,4231,2582,270,1023,3869,2058,125,746,2932,820,44,335,1195,165,0,164,330,13088,2886,11236,27211,3,49,2162,2215,154,416,1719,2290,2437,1062,1965,5465,2994,647,1535,5167,2614,453,1576,4638,2646,253,1517,4413,1703,102,1332,3132,578,20,916,1512,72,0,502,576,13201,2993,13218,29408,9,69,4464,4546,228,691,3699,4613,4380,2084,4109,10569,5921,1301,2842,10060,5139,917,2811,8867,5224,524,2535,8288,3762,222,2078,6062,1402,55,1251,2709,233,6,667,906,26291,5878,24453,56623
SED10067,0,3,1969,1974,21,85,1582,1686,905,550,1327,2780,2779,588,710,4077,3195,558,874,4620,2912,415,830,4159,2516,206,635,3361,1304,55,363,1721,351,10,257,617,13977,2469,8555,25000,0,8,1869,1876,37,154,1259,1450,1319,645,984,2953,3172,577,781,4528,3400,600,1132,5130,2913,373,1252,4535,2247,141,1197,3585,905,27,1055,1988,180,3,800,984,14181,2521,10332,27032,0,13,3834,3847,58,233,2843,3138,2225,1194,2307,5732,5951,1168,1499,8613,6593,1154,2002,9753,5827,789,2084,8698,4760,348,1830,6942,2209,77,1422,3710,531,16,1057,1599,28152,4994,18885,52030
SED10068,0,9,1869,1883,42,191,968,1206,852,572,1081,2497,1838,500,829,3166,2272,487,1204,3960,2718,451,1285,4452,3407,323,1114,4843,1954,98,683,2729,527,22,307,854,13604,2652,9329,25585,0,39,1723,1762,70,263,809,1146,1168,619,1004,2792,2071,513,1004,3587,2548,523,1470,4548,2958,444,1650,5045,3215,259,1655,5133,1526,75,1529,3128,248,5,974,1227,13811,2745,11816,28369,0,52,3592,3644,120,458,1777,2353,2025,1186,2079,5287,3906,1017,1831,6753,4824,1009,2677,8512,5674,889,2935,9496,6626,577,2773,9975,3474,173,2206,5856,772,28,1277,2084,27418,5395,21146,53955
SED10069,0,24,1918,1942,43,211,1266,1525,920,628,1172,2724,1860,554,923,3335,2392,503,1165,4063,2712,378,1153,4237,3039,235,980,4253,1546,68,542,2153,321,12,206,544,12843,2610,9329,24780,3,45,1797,1844,88,324,1066,1482,1311,653,997,2957,2134,571,1010,3711,2593,527,1239,4361,2946,358,1294,4596,2797,188,1337,4325,1093,38,1072,2208,144,11,562,721,13113,2717,10374,26199,3,66,3711,3783,134,536,2336,3006,2229,1286,2169,5682,3996,1124,1931,7047,4985,1026,2409,8420,5656,733,2443,8829,5838,421,2319,8574,2645,107,1614,4361,471,27,767,1263,25952,5324,19701,50974
