SED_CODE_2016,M_15_19y_DUDW_LT_5_h,M_15_19y_DUDW_5_14_h,M_15_19y_DUDW_15_29_h,M_15_19y_DUDW_30_h_mo,M_15_19y_DNUDW,M_15_19y_UDW_NS,M_15_19y_Total,M_20_24y_DUDW_LT_5_h,M_20_24y_DUDW_5_14_h,M_20_24y_DUDW_15_29_h,M_20_24y_DUDW_30_h_mo,M_20_24y_DNUDW,M_20_24y_UDW_NS,M_20_24y_Total,M_25_34y_DUDW_LT_5_h,M_25_34y_DUDW_5_14_h,M_25_34y_DUDW_15_29_h,M_25_34y_DUDW_30_h_mo,M_25_34y_DNUDW,M_25_34y_UDW_NS,M_25_34y_Total,M_35_44y_DUDW_LT_5_h,M_35_44y_DUDW_5_14_h,M_35_44y_DUDW_15_29_h,M_35_44y_DUDW_30_h_mo,M_35_44y_DNUDW,M_35_44y_UDW_NS,M_35_44y_Total,M_45_54y_DUDW_LT_5_h,M_45_54y_DUDW_5_14_h,M_45_54y_DUDW_15_29_h,M_45_54y_DUDW_30_h_mo,M_45_54y_DNUDW,M_45_54y_UDW_NS,M_45_54y_Total,M_55_64y_DUDW_LT_5_h,M_55_64y_DUDW_5_14_h,M_55_64y_DUDW_15_29_h,M_55_64y_DUDW_30_h_mo,M_55_64y_DNUDW,M_55_64y_UDW_NS,M_55_64y_Total,M_65_74y_DUDW_LT_5_h,M_65_74y_DUDW_5_14_h,M_65_74y_DUDW_15_29_h,M_65_74y_DUDW_30_h_mo,M_65_74y_DNUDW,M_65_74y_UDW_NS,M_65_74y_Total,M_75_84y_DUDW_LT_5_h,M_75_84y_DUDW_5_14_h,M_75_84y_DUDW_15_29_h,M_75_84y_DUDW_30_h_mo,M_75_84y_DNUDW,M_75_84y_UDW_NS,M_75_84y_Total,M_85y_ov_DUDW_LT_5_h,M_85y_ov_DUDW_5_14_h,M_85y_ov_DUDW_15_29_h,M_85y_ov_DUDW_30_h_mo,M_85y_ov_DNUDW,M_85y_ov_UDW_NS,M_85y_ov_Total,M_Tot_DUDW_LT_5_h,M_Tot_DUDW_5_14_h,M_Tot_DUDW_15_29_h,M_Tot_DUDW_30_h_mo,M_Tot_DNUDW,M_Tot_UDW_NS,M_Tot_Total,F_15_19y_DUDW_LT_5_h,F_15_19y_DUDW_5_14_h,F_15_19y_DUDW_15_29_h,F_15_19y_DUDW_30_h_mo,F_15_19y_DNUDW,F_15_19y_UDW_NS,F_15_19y_Total,F_20_24y_DUDW_LT_5_h,F_20_24y_DUDW_5_14_h,F_20_24y_DUDW_15_29_h,F_20_24y_DUDW_30_h_mo,F_20_24y_DNUDW,F_20_24y_UDW_NS,F_20_24y_Total,F_25_34y_DUDW_LT_5_h,F_25_34y_DUDW_5_14_h,F_25_34y_DUDW_15_29_h,F_25_34y_DUDW_30_h_mo,F_25_34y_DNUDW,F_25_34y_UDW_NS,F_25_34y_Total,F_35_44y_DUDW_LT_5_h,F_35_44y_DUDW_5_14_h,F_35_44y_DUDW_15_29_h,F_35_44y_DUDW_30_h_mo,F_35_44y_DNUDW,F_35_44y_UDW_NS,F_35_44y_Total,F_45_54y_DUDW_LT_5_h,F_45_54y_DUDW_5_14_h,F_45_54y_DUDW_15_29_h,F_45_54y_DUDW_30_h_mo,F_45_54y_DNUDW,F_45_54y_UDW_NS,F_45_54y_Total,F_55_64y_DUDW_LT_5_h,F_55_64y_DUDW_5_14_h,F_55_64y_DUDW_15_29_h,F_55_64y_DUDW_30_h_mo,F_55_64y_DNUDW,F_55_64y_UDW_NS,F_55_64y_Total,F_65_74y_DUDW_LT_5_h,F_65_74y_DUDW_5_14_h,F_65_74y_DUDW_15_29_h,F_65_74y_DUDW_30_h_mo,F_65_74y_DNUDW,F_65_74y_UDW_NS,F_65_74y_Total,F_75_84y_DUDW_LT_5_h,F_75_84y_DUDW_5_14_h,F_75_84y_DUDW_15_29_h,F_75_84y_DUDW_30_h_mo,F_75_84y_DNUDW,F_75_84y_UDW_NS,F_75_84y_Total,F_85y_ov_DUDW_LT_5_h,F_85y_ov_DUDW_5_14_h,F_85y_ov_DUDW_15_29_h,F_85y_ov_DUDW_30_h_mo,F_85y_ov_DNUDW,F_85y_ov_UDW_NS,F_85y_ov_Total,F_Tot_DUDW_LT_5_h,F_Tot_DUDW_5_14_h,F_Tot_DUDW_15_29_h,F_Tot_DUDW_30_h_mo,F_Tot_DNUDW,F_Tot_UDW_NS,F_Tot_Total,P_15_19y_DUDW_LT_5_h,P_15_19y_DUDW_5_14_h,P_15_19y_DUDW_15_29_h,P_15_19y_DUDW_30_h_mo,P_15_19y_DNUDW,P_15_19y_UDW_NS,P_15_19y_Total,P_20_24y_DUDW_LT_5_h,P_20_24y_DUDW_5_14_h,P_20_24y_DUDW_15_29_h,P_20_24y_DUDW_30_h_mo,P_20_24y_DNUDW,P_20_24y_UDW_NS,P_20_24y_Total,P_25_34y_DUDW_LT_5_h,P_25_34y_DUDW_5_14_h,P_25_34y_DUDW_15_29_h,P_25_34y_DUDW_30_h_mo,P_25_34y_DNUDW,P_25_34y_UDW_NS,P_25_34y_Total,P_35_44y_DUDW_LT_5_h,P_35_44y_DUDW_5_14_h,P_35_44y_DUDW_15_29_h,P_35_44y_DUDW_30_h_mo,P_35_44y_DNUDW,P_35_44y_UDW_NS,P_35_44y_Total,P_45_54y_DUDW_LT_5_h,P_45_54y_DUDW_5_14_h,P_45_54y_DUDW_15_29_h,P_45_54y_DUDW_30_h_mo,P_45_54y_DNUDW,P_45_54y_UDW_NS,P_45_54y_Total,P_55_64y_DUDW_LT_5_h,P_55_64y_DUDW_5_14_h,P_55_64y_DUDW_15_29_h,P_55_64y_DUDW_30_h_mo,P_55_64y_DNUDW,P_55_64y_UDW_NS,P_55_64y_Total,P_65_74y_DUDW_LT_5_h,P_65_74y_DUDW_5_14_h,P_65_74y_DUDW_15_29_h,P_65_74y_DUDW_30_h_mo,P_65_74y_DNUDW,P_65_74y_UDW_NS,P_65_74y_Total,P_75_84y_DUDW_LT_5_h,P_75_84y_DUDW_5_14_h,P_75_84y_DUDW_15_29_h,P_75_84y_DUDW_30_h_mo,P_75_84y_DNUDW,P_75_84y_UDW_NS,P_75_84y_Total,P_85y_ov_DUDW_LT_5_h,P_85y_ov_DUDW_5_14_h,P_85y_ov_DUDW_15_29_h,P_85y_ov_DUDW_30_h_mo
SED10033,1192,227,12,9,1010,259,2710,1000,323,46,16,930,173,2492,1574,1130,222,89,1029,311,4354,1391,1497,372,173,759,298,4494,1513,1862,495,188,937,423,5419,1118,1494,420,225,906,336,4503,543,793,440,309,824,323,3233,192,308,153,150,450,166,1425,49,49,27,25,199,74,421,8577,7689,2194,1183,7048,2366,29056,1258,281,41,22,745,236,2585,933,542,143,105,521,176,2423,835,1319,682,930,430,273,4473,413,1537,1056,1148,323,277,4759,552,1941,1351,941,448,388,5619,458,1421,1067,820,506,312,4577,236,732,718,787,559,326,3348,172,291,242,272,416,241,1631,78,92,40,46,325,123,703,4933,8152,5348,5068,4266,2347,30118,2447,514,52,25,1756,493,5291,1935,867,194,129,1450,349,4921,2411,2455,903,1018,1460,586,8826,1803,3031,1429,1325,1085,578,9247,2068,3801,1846,1131,1385,811,11035,1581,2909,1486,1041,1411,649,9082,775,1523,1162,1094,1381,646,6583,364,596,398,428,866,410,3061,126,140,72,68
SED10034,1121,129,10,4,1112,138,2509,998,241,29,12,1000,78,2346,1760,1264,168,68,931,176,4359,1747,2015,465,136,663,222,5245,1661,2029,452,127,712,226,5215,1265,1620,489,182,769,197,4525,579,998,505,262,774,179,3298,188,340,165,146,507,145,1480,57,76,29,30,305,49,548,9381,8703,2300,961,6768,1405,29522,1173,188,8,3,820,95,2296,953,415,55,37,557,77,2093,1167,1514,679,689,440,186,4676,649,1925,1371,1229,321,178,5670,580,2134,1443,804,374,204,5533,540,1667,1194,712,435,189,4732,268,827,854,763,572,208,3495,109,323,270,303,508,177,1694,89,116,56,40,644,110,1061,5518,9101,5925,4590,4672,1440,31241,2299,314,22,9,1932,235,4807,1949,654,81,46,1553,153,4435,2925,2775,842,756,1375,355,9035,2398,3934,1834,1364,984,403,10919,2241,4163,1896,934,1082,431,10747,1804,3286,1687,888,1211,386,9256,849,1827,1356,1025,1350,387,6791,299,659,435,452,1014,320,3173,150,188,82,77
SED10035,924,223,28,7,1802,261,3247,2124,898,111,31,3802,579,7541,5516,3084,322,122,4170,1342,14561,2942,2356,455,184,1636,672,8234,1722,1610,333,130,1195,468,5458,958,1037,247,112,997,340,3696,480,569,184,71,802,258,2360,220,277,128,67,506,166,1370,63,66,18,25,196,61,428,14954,10113,1831,754,15104,4152,46899,1005,303,34,7,1655,268,3275,2388,1220,152,56,3270,588,7666,4456,3720,802,655,2906,1193,13731,1639,2347,986,941,935,581,7429,904,1613,847,475,742,392,4981,607,1138,572,401,718,324,3765,295,621,458,338,628,267,2598,186,319,248,188,463,220,1620,97,92,40,35,271,100,630,11575,11367,4144,3097,11593,3928,45700,1932,528,68,18,3458,526,6528,4505,2112,259,87,7067,1164,15210,9975,6802,1124,779,7079,2532,28292,4582,4699,1439,1124,2570,1249,15667,2633,3218,1179,604,1938,863,10437,1564,2176,820,514,1713,668,7460,774,1189,640,411,1426,524,4958,407,593,379,260,968,389,2989,165,154,56,58
SED10036,1176,254,28,16,1504,234,3214,962,308,47,24,1437,246,3023,1765,1208,228,76,1880,432,5583,1719,1665,386,206,1541,380,5900,1554,1645,393,170,1594,384,5730,1083,1096,286,171,1273,285,4187,497,635,281,144,917,199,2673,164,221,121,79,481,150,1219,39,31,22,13,245,56,407,8952,7064,1794,895,10869,2363,31941,1186,369,52,9,1133,194,2945,961,517,124,94,930,174,2805,1127,1507,774,1036,1135,372,5953,591,1834,1257,1458,969,352,6461,563,1757,1154,948,912,311,5652,446,1173,791,699,902,275,4277,250,588,500,518,738,242,2826,162,240,163,166,581,188,1497,67,78,35,26,487,106,797,5349,8061,4837,4958,7794,2213,33218,2363,625,81,29,2641,422,6157,1921,826,168,121,2370,420,5830,2888,2716,1001,1114,3015,805,11541,2309,3496,1645,1664,2516,732,12362,2118,3398,1546,1118,2510,692,11384,1523,2269,1073,866,2172,554,8462,743,1224,782,662,1653,436,5506,325,461,279,244,1061,339,2716,107,108,59,35
SED10037,1324,148,12,3,1034,124,2648,1076,282,34,13,895,96,2397,1571,1087,192,64,1065,219,4206,1707,2177,539,191,859,251,5732,1726,2195,514,190,804,214,5640,1285,1663,513,215,770,191,4638,623,1124,527,273,614,156,3308,251,454,250,154,434,137,1676,73,97,46,40,228,62,544,9647,9224,2617,1141,6703,1454,30785,1329,213,14,6,781,109,2451,978,364,55,31,601,88,2122,1014,1276,567,648,644,182,4330,657,1964,1417,1426,489,212,6171,643,2275,1573,984,432,233,6140,577,1732,1173,764,491,189,4917,279,934,942,757,483,179,3569,163,413,344,304,448,170,1848,113,126,74,60,350,131,857,5759,9299,6154,4979,4710,1492,32399,2654,360,26,8,1821,234,5095,2053,647,86,50,1494,185,4517,2587,2365,763,708,1711,403,8536,2368,4141,1951,1618,1354,465,11902,2377,4470,2088,1171,1236,441,11784,1869,3390,1685,976,1256,380,9551,899,2057,1464,1027,1088,340,6874,418,873,591,463,883,304,3525,187,221,124,102
SED10038,1196,153,20,8,1060,152,2581,1102,366,45,22,1045,142,2717,1583,1133,206,78,1054,249,4300,1516,1914,487,178,752,233,5079,1470,1876,479,186,875,272,5156,1144,1523,518,222,889,229,4526,565,1002,485,282,826,251,3399,268,466,232,195,679,203,2042,105,129,53,38,365,103,794,8939,8567,2514,1196,7546,1831,30596,1270,235,19,11,781,148,2462,1048,530,87,57,575,117,2402,976,1412,591,727,525,222,4455,501,1732,1393,1235,321,207,5381,566,1995,1306,807,435,235,5344,504,1716,1108,754,650,256,4982,250,874,904,791,690,300,3802,228,439,394,422,749,291,2526,158,200,91,65,673,178,1363,5502,9122,5891,4873,5383,1945,32720,2465,387,35,16,1843,293,5046,2149,887,132,77,1616,255,5119,2559,2545,801,807,1577,465,8752,2019,3648,1875,1407,1072,440,10464,2037,3868,1783,994,1308,512,10502,1646,3240,1619,981,1538,487,9510,815,1874,1391,1064,1509,547,7205,493,904,625,621,1430,492,4562,263,330,145,100
SED10039,1069,132,13,3,863,210,2288,808,288,51,20,771,233,2172,1223,1027,207,75,750,506,3788,1114,1353,409,152,540,430,4001,1196,1535,414,192,710,429,4477,1201,1636,592,288,896,402,5018,628,1184,643,403,916,394,4159,265,443,293,225,582,293,2100,78,116,70,44,276,172,763,7584,7709,2681,1399,6313,3077,28761,1071,209,17,9,658,176,2143,669,412,102,83,395,121,1778,600,1171,610,708,311,228,3630,357,1319,976,964,272,214,4108,482,1706,1156,742,406,296,4792,541,1702,1262,923,546,372,5340,254,932,981,904,755,444,4270,169,399,357,429,661,392,2410,113,157,72,85,532,329,1282,4251,8018,5535,4840,4529,2579,29751,2135,347,33,13,1521,389,4431,1477,699,145,104,1164,357,3951,1820,2201,821,781,1062,735,7420,1471,2677,1387,1114,809,649,8101,1679,3239,1574,933,1112,728,9270,1738,3343,1855,1206,1440,772,10360,885,2113,1619,1311,1664,833,8426,438,836,648,650,1244,690,4502,192,271,138,126
SED10040,929,201,13,7,1368,175,2692,1190,446,73,22,2069,217,4017,2706,1752,328,132,3775,551,9241,1811,1607,360,171,1720,319,5983,1405,1485,388,141,1583,314,5314,1122,1188,390,188,1384,288,4557,560,755,334,170,1070,219,3104,285,369,172,88,773,236,1924,94,97,50,32,403,132,818,10099,7909,2106,951,14132,2466,37655,975,254,35,14,1126,140,2541,1117,616,130,84,1544,195,3689,1979,2152,896,876,2759,507,9171,807,1617,1048,1193,1171,320,6162,700,1676,1108,899,1130,275,5793,613,1341,994,831,1078,291,5139,341,729,625,555,903,256,3416,215,432,330,251,755,283,2278,122,159,51,43,665,310,1358,6874,8983,5221,4751,11143,2582,39547,1902,457,49,19,2496,316,5240,2308,1061,205,105,3605,412,7704,4690,3902,1222,1013,6531,1061,18413,2615,3223,1404,1365,2893,640,12151,2103,3164,1494,1037,2711,596,11104,1734,2524,1381,1015,2459,582,9695,897,1490,961,722,1973,476,6521,498,803,501,346,1534,515,4201,217,259,107,79
SED10041,1460,149,12,4,1163,190,2983,1030,233,15,8,749,95,2135,1485,896,145,39,922,189,3681,1663,1941,459,152,816,203,5237,1760,2153,508,184,784,232,5631,1241,1555,391,144,673,174,4178,677,1113,455,205,580,140,3178,362,597,273,130,526,154,2038,128,200,105,71,413,145,1059,9818,8837,2363,940,6631,1536,30116,1529,213,14,3,1102,164,3024,1104,383,37,11,557,112,2207,1118,1161,474,516,709,189,4169,650,1747,1338,1455,490,221,5902,612,2137,1594,1263,455,216,6279,484,1595,1166,686,457,164,4549,284,957,1027,692,444,186,3592,220,550,486,468,561,229,2520,188,256,125,117,788,353,1824,6188,8999,6254,5212,5569,1848,34069,2998,360,23,5,2269,355,6010,2136,619,50,15,1310,209,4343,2604,2056,616,554,1630,383,7844,2312,3688,1795,1607,1309,425,11145,2373,4293,2104,1445,1242,451,11910,1727,3151,1553,831,1127,340,8723,959,2065,1480,893,1025,333,6767,582,1151,761,602,1087,376,4561,312,454,232,190
SED10042,1006,184,13,3,922,134,2264,777,269,56,20,829,111,2071,1225,1058,252,93,848,205,3685,1089,1280,379,153,674,194,3772,1225,1509,424,190,915,285,4556,1145,1574,519,283,1001,287,4800,660,1151,650,418,1036,355,4271,306,460,315,184,718,262,2243,70,113,62,57,378,153,838,7504,7601,2676,1404,7329,1992,28505,1013,240,40,7,667,129,2093,666,459,144,122,424,98,1899,615,1198,648,757,363,175,3756,345,1361,959,941,339,150,4104,506,1722,1084,759,476,215,4758,542,1595,1168,862,702,289,5160,298,956,1007,1003,922,379,4577,203,445,431,420,749,384,2620,136,151,83,79,652,337,1437,4319,8129,5549,4950,5296,2164,30409,2013,426,52,14,1592,262,4359,1441,725,203,140,1254,207,3969,1837,2258,903,855,1212,382,7448,1437,2644,1344,1097,1015,351,7879,1733,3234,1506,948,1391,505,9312,1684,3166,1688,1148,1699,577,9961,960,2109,1662,1426,1957,734,8843,510,902,738,605,1467,644,4865,212,266,142,135
SED10043,895,226,24,13,1621,296,3071,962,387,80,42,1892,272,3643,1968,1330,252,159,3437,730,7879,1577,1349,366,193,2289,503,6273,1200,1049,283,193,2064,453,5237,949,933,257,141,1855,358,4496,482,524,225,137,1319,269,2964,242,279,144,76,769,211,1725,83,68,33,33,333,86,650,8362,6143,1670,983,15578,3186,35925,922,398,77,21,1198,256,2879,838,630,197,202,1140,262,3272,1094,1428,838,1462,1932,591,7351,524,1181,818,1516,1421,435,5889,527,1193,818,1073,1303,418,5337,478,953,695,753,1271,343,4497,248,539,412,459,881,277,2821,208,322,236,232,708,254,1964,108,116,69,45,514,170,1017,4949,6755,4165,5768,10376,3012,35020,1820,629,99,36,2819,556,5952,1798,1018,279,246,3028,534,6913,3061,2759,1090,1620,5372,1327,15225,2092,2530,1183,1707,3704,935,12157,1725,2237,1107,1264,3371,872,10574,1427,1886,955,891,3121,708,8984,738,1062,637,601,2200,551,5779,455,602,383,308,1477,461,3683,194,187,105,77
SED10044,1198,127,4,6,1347,145,2833,997,275,15,16,831,116,2246,2456,1458,185,57,1328,432,5913,2087,2116,445,138,955,384,6123,1788,1918,420,153,827,302,5399,1274,1390,359,132,747,224,4132,716,1034,357,144,692,206,3140,289,424,213,99,518,136,1679,114,123,62,33,430,88,845,10913,8867,2052,773,7668,2026,32305,928,160,20,3,692,106,1905,1015,425,54,24,555,133,2204,1966,1930,568,564,888,420,6345,1033,2079,1315,1254,518,350,6544,800,2021,1415,873,441,251,5800,650,1634,1012,551,488,253,4584,336,993,799,530,530,218,3413,203,455,390,290,647,205,2195,155,225,94,68,833,183,1562,7095,9926,5670,4146,5591,2120,34550,2124,286,18,11,2041,248,4731,2016,701,67,33,1383,248,4451,4424,3390,754,624,2218,852,12254,3121,4197,1761,1387,1474,735,12670,2590,3938,1836,1017,1267,550,11200,1932,3024,1375,684,1234,479,8717,1053,2026,1154,674,1220,422,6553,490,878,598,388,1166,341,3871,272,351,160,98
SED10045,959,203,19,9,759,341,2285,675,341,60,41,489,224,1829,1007,924,241,136,603,314,3225,928,1293,460,237,609,358,3883,1235,1628,520,292,893,493,5067,1301,1893,676,422,1149,723,6165,604,1120,659,464,992,529,4371,243,358,237,223,579,395,2031,76,88,47,45,286,192,731,7022,7839,2930,1858,6355,3571,29586,1017,275,53,24,579,293,2235,531,490,147,120,290,186,1752,529,1010,596,779,270,316,3506,429,1357,974,1001,299,367,4433,627,1863,1157,838,451,497,5432,662,1924,1339,968,667,596,6158,275,877,900,924,734,499,4213,204,343,320,402,602,446,2322,122,124,77,81,563,359,1334,4400,8267,5569,5133,4454,3560,31377,1973,477,66,27,1338,630,4519,1208,831,209,154,777,409,3579,1537,1940,838,918,866,636,6730,1359,2646,1431,1238,913,726,8316,1865,3491,1680,1133,1343,992,10497,1964,3814,2022,1392,1813,1322,12320,882,1994,1564,1387,1728,1031,8584,447,707,559,619,1185,838,4352,203,211,127,126
SED10046,1070,288,28,21,1696,351,3459,946,373,72,42,1587,316,3333,1701,1089,242,130,2707,739,6613,1555,1337,344,186,2370,663,6457,1398,1229,310,175,2270,608,5991,965,930,258,128,1864,514,4665,404,414,132,111,1090,350,2499,176,171,77,59,576,191,1249,25,27,18,10,180,41,305,8242,5861,1485,848,14344,3778,34562,1043,431,58,42,1316,352,3248,1023,642,172,148,1168,306,3458,1086,1517,736,1117,1912,715,7070,596,1393,970,1360,1640,628,6580,579,1456,981,1026,1506,586,6136,523,1057,654,681,1396,512,4828,275,434,325,347,938,379,2689,164,206,135,150,650,281,1595,53,50,27,25,259,83,500,5342,7184,4062,4895,10792,3834,36108,2116,726,89,58,3013,702,6705,1968,1014,245,186,2761,627,6790,2785,2598,982,1242,4618,1456,13677,2152,2731,1310,1544,4008,1293,13041,1975,2687,1297,1199,3770,1192,12119,1486,1994,916,813,3261,1022,9495,676,848,455,456,2027,727,5192,340,379,214,210,1230,471,2841,81,77,45,32
SED10047,1012,298,42,8,1377,400,3141,1064,416,71,41,1418,442,3447,2145,1635,317,135,2088,862,7186,1623,1697,406,222,1612,765,6314,1316,1413,347,198,1549,594,5412,986,1155,342,189,1422,470,4570,507,689,365,239,1111,392,3306,194,225,114,90,537,236,1402,26,35,12,19,134,62,293,8874,7554,2022,1141,11250,4229,35069,976,410,71,36,1073,317,2873,939,807,252,229,918,339,3482,1196,1964,1100,1428,1279,692,7652,590,1699,1023,1340,965,564,6178,568,1511,942,881,976,495,5377,487,1226,854,780,1024,433,4800,251,654,591,616,997,450,3557,144,279,197,186,529,337,1667,58,65,38,24,223,122,526,5206,8603,5065,5517,7984,3744,36121,1985,699,118,42,2455,718,6016,2006,1221,319,267,2335,784,6932,3343,3596,1419,1561,3361,1556,14838,2210,3393,1434,1556,2577,1331,12500,1885,2916,1287,1080,2526,1088,10787,1474,2379,1196,970,2441,900,9368,761,1346,954,856,2110,843,6865,333,499,316,282,1070,573,3067,87,100,53,39
SED10048,1102,263,29,10,1362,262,3024,1035,416,62,21,1335,243,3111,1921,1476,240,129,1992,467,6228,1664,1750,470,215,1574,373,6041,1415,1608,403,193,1441,348,5406,1185,1471,385,248,1423,322,5026,507,665,313,208,985,254,2929,138,171,81,75,416,163,1041,30,32,18,10,134,92,317,8986,7844,2004,1107,10656,2526,33121,1067,368,61,24,1005,231,2752,988,621,175,122,868,182,2948,1171,1763,905,1356,1224,431,6851,588,1656,1116,1334,1007,353,6054,549,1700,1166,976,1029,345,5772,580,1503,989,878,984,317,5261,255,602,522,495,820,313,3006,110,216,148,163,428,229,1300,55,58,32,21,254,209,625,5371,8483,5118,5371,7616,2607,34571,2165,638,87,26,2359,497,5776,2021,1033,243,138,2198,429,6065,3090,3243,1146,1486,3214,900,13077,2251,3406,1581,1554,2578,729,12091,1966,3310,1567,1172,2470,693,11174,1762,2977,1371,1126,2411,639,10283,765,1264,832,699,1808,569,5938,250,388,228,238,844,395,2337,85,83,54,32
SED10049,1055,161,22,10,1131,181,2554,899,373,56,25,836,131,2317,1694,1543,315,132,1065,322,5072,1404,1743,483,203,870,324,5021,1355,1608,435,160,862,302,4723,1009,1358,433,239,971,292,4303,485,768,422,299,862,277,3111,155,256,177,147,474,213,1428,60,48,36,27,185,83,434,8105,7859,2374,1239,7259,2123,28957,1098,293,28,23,784,155,2381,812,653,188,144,556,126,2487,810,1743,972,1163,510,303,5496,453,1604,1165,1256,425,246,5150,519,1851,1227,833,534,259,5227,442,1314,1068,839,619,249,4531,234,608,685,773,759,351,3415,144,301,263,274,568,259,1805,86,97,54,40,384,178,843,4604,8477,5646,5346,5140,2120,31333,2157,455,51,26,1919,335,4939,1705,1023,246,175,1389,264,4800,2500,3287,1285,1292,1570,617,10564,1856,3346,1649,1460,1298,566,10165,1878,3460,1665,995,1393,566,9952,1450,2674,1496,1080,1590,542,8835,722,1375,1107,1068,1625,624,6526,303,563,434,426,1041,473,3233,146,147,88,62
SED10050,948,79,0,0,844,151,2018,843,178,23,17,723,147,1926,2590,1270,135,35,1394,510,5927,2642,2266,395,130,941,476,6848,2021,2054,429,142,750,384,5784,1281,1408,328,101,630,287,4029,658,906,319,145,602,212,2844,241,328,131,76,372,153,1312,72,120,56,27,199,106,580,11296,8599,1814,675,6452,2438,31275,969,108,3,0,697,147,1921,892,344,42,20,494,155,1947,2360,1900,507,466,908,505,6647,1223,2182,1339,1335,435,459,6977,875,2208,1337,884,319,322,5951,589,1562,878,440,388,278,4147,309,832,669,452,440,237,2934,164,369,275,223,373,191,1596,131,146,89,73,324,240,1002,7518,9644,5153,3895,4383,2534,33127,1916,185,3,3,1542,299,3944,1732,520,60,35,1217,307,3875,4944,3168,639,505,2296,1017,12569,3864,4446,1741,1459,1376,939,13828,2901,4262,1766,1031,1071,711,11738,1873,2968,1207,544,1020,572,8175,966,1733,994,598,1037,453,5778,412,693,408,306,746,344,2909,204,269,139,100
SED10051,816,161,11,3,1181,215,2385,1005,352,37,21,1365,444,3222,2067,1153,165,61,1798,925,6163,1960,1674,385,135,1116,845,6122,1571,1608,371,145,1118,672,5487,1089,1200,311,145,1050,486,4278,597,742,286,149,998,461,3238,274,355,159,108,726,312,1926,90,93,47,31,313,144,716,9467,7337,1775,797,9657,4498,33535,909,167,16,9,933,170,2212,1091,462,74,29,955,227,2839,1707,1509,496,474,1090,477,5756,889,1930,1163,1041,599,449,6065,737,1953,1171,722,672,346,5617,542,1429,789,613,757,366,4498,336,802,667,561,845,401,3621,235,464,301,246,731,313,2283,163,162,80,58,561,292,1310,6611,8880,4746,3761,7145,3043,34191,1726,321,28,12,2116,390,4599,2090,811,111,51,2320,671,6057,3768,2668,661,536,2882,1405,11915,2845,3608,1546,1177,1719,1294,12190,2307,3569,1545,866,1791,1017,11098,1628,2630,1102,756,1807,854,8777,937,1550,956,713,1846,864,6860,510,810,460,356,1451,625,4207,255,256,124,87
SED10052,992,100,6,0,969,113,2179,843,181,18,13,900,101,2062,1642,951,152,61,1132,207,4144,1775,1650,383,123,864,241,5038,1611,1694,349,117,897,222,4896,1210,1502,388,177,900,225,4412,650,1013,411,199,836,211,3322,253,470,244,148,598,165,1871,101,117,65,49,442,114,888,9079,7676,2031,898,7538,1594,28815,981,169,14,3,764,104,2035,939,365,46,30,641,78,2105,1152,1294,517,606,595,202,4362,662,1659,1183,1127,410,207,5238,625,1954,1165,811,472,205,5229,545,1636,1035,709,613,209,4737,295,900,837,726,684,218,3664,223,433,384,374,694,237,2346,166,178,96,84,932,185,1635,5585,8583,5277,4463,5799,1649,31353,1973,266,23,6,1732,212,4215,1784,551,65,47,1539,179,4168,2792,2246,670,665,1731,411,8510,2436,3306,1562,1251,1268,444,10275,2237,3651,1515,928,1366,428,10128,1755,3140,1427,883,1508,433,9151,952,1914,1245,930,1522,428,6987,470,894,637,525,1294,399,4218,265,291,160,128
SED10053,1179,180,20,12,798,265,2451,877,319,31,18,699,230,2178,1708,1389,260,118,975,501,4942,1470,1783,449,197,740,507,5146,1657,2102,555,206,886,588,5987,1215,1634,518,270,941,472,5044,554,906,410,305,771,409,3347,199,308,175,119,422,249,1473,57,59,26,24,173,82,421,8921,8680,2444,1263,6388,3282,30983,1093,266,37,11,609,227,2236,786,510,114,101,430,187,2131,962,1646,700,741,457,439,4938,575,1912,1108,859,339,367,5157,774,2345,1267,708,427,466,5986,535,1636,1013,661,544,386,4785,205,742,691,623,525,373,3163,152,266,206,235,400,272,1530,84,98,42,33,313,152,721,5170,9423,5177,3977,4043,2864,30650,2266,447,59,26,1401,489,4690,1662,829,145,119,1134,417,4301,2663,3037,962,855,1425,938,9884,2049,3696,1556,1051,1080,868,10307,2429,4446,1822,913,1309,1047,11971,1756,3268,1527,933,1489,859,9829,764,1652,1103,929,1294,779,6509,357,578,381,357,817,521,2999,139,152,69,56
