SED_CODE_2016,M_Emp_FullT_15_19,M_Emp_FullT_20_24,M_Emp_FullT_25_34,M_Emp_FullT_35_44,M_Emp_FullT_45_54,M_Emp_FullT_55_64,M_Emp_FullT_65_74,M_Emp_FullT_75_84,M_Emp_FullT_85ov,M_Emp_FullT_Tot,M_Emp_PartT_15_19,M_Emp_PartT_20_24,M_Emp_PartT_25_34,M_Emp_PartT_35_44,M_Emp_PartT_45_54,M_Emp_PartT_55_64,M_Emp_PartT_65_74,M_Emp_PartT_75_84,M_Emp_PartT_85ov,M_Emp_PartT_Tot,M_Emp_awy_f_wrk_15_19,M_Emp_awy_f_wrk_20_24,M_Emp_awy_f_wrk_25_34,M_Emp_awy_f_wrk_35_44,M_Emp_awy_f_wrk_45_54,M_Emp_awy_f_wrk_55_64,M_Emp_awy_f_wrk_65_74,M_Emp_awy_f_wrk_75_84,M_Emp_awy_f_wrk_85ov,M_Emp_awy_f_wrk_Tot,M_Hours_wkd_NS_15_19,M_Hours_wkd_NS_20_24,M_Hours_wkd_NS_25_34,M_Hours_wkd_NS_35_44,M_Hours_wkd_NS_45_54,M_Hours_wkd_NS_55_64,M_Hours_wkd_NS_65_74,M_Hours_wkd_NS_75_84,M_Hours_wkd_NS_85ov,M_Hours_wkd_NS_Tot,M_Tot_Emp_15_19,M_Tot_Emp_20_24,M_Tot_Emp_25_34,M_Tot_Emp_35_44,M_Tot_Emp_45_54,M_Tot_Emp_55_64,M_Tot_Emp_65_74,M_Tot_Emp_75_84,M_Tot_Emp_85ov,M_Tot_Emp_Tot,M_Unem_look_FTW_15_19,M_Unem_look_FTW_20_24,M_Unem_look_FTW_25_34,M_Unem_look_FTW_35_44,M_Unem_look_FTW_45_54,M_Unem_look_FTW_55_64,M_Unem_look_FTW_65_74,M_Unem_look_FTW_75_84,M_Unem_look_FTW_85ov,M_Unem_look_FTW_Tot,M_Unem_look_PTW_15_19,M_Unem_look_PTW_20_24,M_Unem_look_PTW_25_34,M_Unem_look_PTW_35_44,M_Unem_look_PTW_45_54,M_Unem_look_PTW_55_64,M_Unem_look_PTW_65_74,M_Unem_look_PTW_75_84,M_Unem_look_PTW_85ov,M_Unem_look_PTW_Tot,M_Tot_Unemp_15_19,M_Tot_Unemp_20_24,M_Tot_Unemp_25_34,M_Tot_Unemp_35_44,M_Tot_Unemp_45_54,M_Tot_Unemp_55_64,M_Tot_Unemp_65_74,M_Tot_Unemp_75_84,M_Tot_Unemp_85ov,M_Tot_Unemp_Tot,M_Tot_LF_15_19,M_Tot_LF_20_24,M_Tot_LF_25_34,M_Tot_LF_35_44,M_Tot_LF_45_54,M_Tot_LF_55_64,M_Tot_LF_65_74,M_Tot_LF_75_84,M_Tot_LF_85ov,M_Tot_LF_Tot,M_Not_in_LF_15_19,M_Not_in_LF_20_24,M_Not_in_LF_25_34,M_Not_in_LF_35_44,M_Not_in_LF_45_54,M_Not_in_LF_55_64,M_Not_in_LF_65_74,M_Not_in_LF_75_84,M_Not_in_LF_85ov,M_Not_in_LF_Tot,M_LFS_NS_15_19,M_LFS_NS_20_24,M_LFS_NS_25_34,M_LFS_NS_35_44,M_LFS_NS_45_54,M_LFS_NS_55_64,M_LFS_NS_65_74,M_LFS_NS_75_84,M_LFS_NS_85ov,M_LFS_NS_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Emp_FullT_15_19,F_Emp_FullT_20_24,F_Emp_FullT_25_34,F_Emp_FullT_35_44,F_Emp_FullT_45_54,F_Emp_FullT_55_64,F_Emp_FullT_65_74,F_Emp_FullT_75_84,F_Emp_FullT_85ov,F_Emp_FullT_Tot,F_Emp_PartT_15_19,F_Emp_PartT_20_24,F_Emp_PartT_25_34,F_Emp_PartT_35_44,F_Emp_PartT_45_54,F_Emp_PartT_55_64,F_Emp_PartT_65_74,F_Emp_PartT_75_84,F_Emp_PartT_85ov,F_Emp_PartT_Tot,F_Emp_awy_f_wrk_15_19,F_Emp_awy_f_wrk_20_24,F_Emp_awy_f_wrk_25_34,F_Emp_awy_f_wrk_35_44,F_Emp_awy_f_wrk_45_54,F_Emp_awy_f_wrk_55_64,F_Emp_awy_f_wrk_65_74,F_Emp_awy_f_wrk_75_84,F_Emp_awy_f_wrk_85ov,F_Emp_awy_f_wrk_Tot,F_Hours_wkd_NS_15_19,F_Hours_wkd_NS_20_24,F_Hours_wkd_NS_25_34,F_Hours_wkd_NS_35_44,F_Hours_wkd_NS_45_54,F_Hours_wkd_NS_55_64,F_Hours_wkd_NS_65_74,F_Hours_wkd_NS_75_84,F_Hours_wkd_NS_85ov,F_Hours_wkd_NS_Tot,F_Tot_Emp_15_19,F_Tot_Emp_20_24,F_Tot_Emp_25_34,F_Tot_Emp_35_44,F_Tot_Emp_45_54,F_Tot_Emp_55_64,F_Tot_Emp_65_74,F_Tot_Emp_75_84,F_Tot_Emp_85ov,F_Tot_Emp_Tot,F_Unem_look_FTW_15_19,F_Unem_look_FTW_20_24,F_Unem_look_FTW_25_34,F_Unem_look_FTW_35_44,F_Unem_look_FTW_45_54,F_Unem_look_FTW_55_64,F_Unem_look_FTW_65_74,F_Unem_look_FTW_75_84,F_Unem_look_FTW_85ov,F_Unem_look_FTW_Tot,F_Unem_look_PTW_15_19,F_Unem_look_PTW_20_24,F_Unem_look_PTW_25_34,F_Unem_look_PTW_35_44,F_Unem_look_PTW_45_54,F_Unem_look_PTW_55_64,F_Unem_look_PTW_65_74,F_Unem_look_PTW_75_84,F_Unem_look_PTW_85ov,F_Unem_look_PTW_Tot,F_Tot_Unemp_15_19,F_Tot_Unemp_20_24,F_Tot_Unemp_25_34,F_Tot_Unemp_35_44,F_Tot_Unemp_45_54,F_Tot_Unemp_55_64,F_Tot_Unemp_65_74,F_Tot_Unemp_75_84,F_Tot_Unemp_85ov,F_Tot_Unemp_Tot
SED10035,102,1384,8877,5902,3498,1732,346,28,0,21876,436,1313,1794,760,579,493,239,56,0,5665,25,90,203,124,89,59,22,4,0,620,31,88,231,89,70,42,25,5,0,581,588,2883,11103,6874,4230,2330,621,96,4,28746,22,135,336,197,171,104,10,0,0,968,209,447,210,60,43,45,15,4,0,1025,232,585,539,255,212,153,24,4,0,1996,820,3464,11642,7132,4440,2485,647,99,4,30736,2221,3547,1689,495,588,914,1516,1149,388,12501,207,530,1225,611,425,301,202,120,39,3664,3247,7541,14561,8234,5458,3696,2360,1370,428,46899,57,1321,7163,3621,2328,1124,164,18,0,15800,539,1586,2269,1676,1071,752,276,19,0,8191,42,99,419,241,73,59,17,5,0,946,48,96,150,51,58,40,8,3,0,456,691,3095,9999,5585,3525,1977,461,45,3,25395,12,136,261,132,97,52,3,3,0,693,240,498,253,115,81,54,6,0,0,1244,248,638,512,243,178,106,9,3,0,1937
SED10036,346,1259,3717,4124,3935,2224,380,19,0,16000,572,659,541,522,478,427,213,30,0,3450,33,46,84,76,92,83,18,0,0,430,35,88,120,96,101,49,18,0,0,518,985,2063,4467,4821,4605,2779,627,51,0,20397,79,159,192,182,127,103,7,0,0,843,158,92,44,39,26,37,11,0,0,419,241,249,234,221,159,146,15,0,0,1262,1228,2311,4706,5039,4763,2927,642,51,0,21660,1839,525,537,565,673,1048,1898,1068,368,8514,148,184,344,299,296,211,139,94,40,1759,3214,3023,5583,5900,5730,4187,2673,1219,407,31941,139,892,2304,2306,2387,1215,141,0,0,9384,761,836,1137,1767,1360,815,207,20,0,6895,40,60,271,147,83,66,17,0,0,682,18,47,83,68,56,27,10,3,0,314,953,1831,3796,4288,3883,2131,374,21,0,17273,38,82,146,89,89,42,0,0,0,498,176,92,99,120,88,66,4,0,0,640,220,172,246,208,176,107,4,0,0,1140
SED10037,240,936,2889,4468,4222,2634,483,42,3,15917,682,790,560,497,540,644,459,79,7,4263,47,32,67,71,81,79,43,3,0,430,22,51,75,67,73,45,12,8,0,358,1002,1806,3592,5103,4917,3396,994,137,11,20964,37,66,117,115,122,99,15,0,0,570,146,87,40,22,32,46,19,0,0,400,185,157,156,136,159,142,29,5,0,971,1183,1963,3754,5239,5073,3540,1029,140,13,21931,1398,363,273,281,398,949,2166,1446,496,7767,69,66,178,211,170,150,114,88,36,1087,2648,2397,4206,5732,5640,4638,3308,1676,544,30785,101,645,1880,2237,2640,1552,226,12,3,9297,888,894,1042,2122,2091,1414,476,36,0,8963,50,54,241,201,109,90,29,0,0,778,14,23,42,44,51,37,4,3,0,229,1054,1616,3208,4604,4888,3096,740,53,5,19261,21,47,88,104,87,33,3,0,0,381,155,62,75,137,85,65,11,3,0,595,176,107,164,247,165,99,16,3,0,979
SED10038,288,896,2612,3705,3466,2023,252,19,0,13266,615,710,591,468,526,571,270,54,0,3805,41,40,84,113,102,120,26,4,3,531,22,41,56,60,64,40,20,3,3,300,968,1682,3341,4344,4156,2755,564,84,6,17898,67,127,155,117,127,105,6,0,0,697,187,133,70,22,20,44,20,3,0,512,253,266,223,139,151,145,30,3,0,1211,1221,1947,3563,4482,4301,2898,593,84,6,19109,1281,660,521,404,644,1444,2634,1831,726,10150,80,106,213,190,205,181,173,123,61,1334,2581,2717,4300,5079,5156,4526,3399,2042,794,30596,99,644,1561,1622,2025,1159,115,5,0,7227,885,938,1330,2138,1859,1335,272,26,3,8785,45,50,262,199,91,114,24,3,0,784,14,35,42,36,39,32,11,7,3,219,1043,1672,3193,3991,4014,2639,423,37,6,17023,43,59,75,69,88,43,0,0,0,379,186,113,96,117,74,59,6,3,0,656,227,172,177,188,160,94,6,3,0,1028
SED10039,351,1001,2393,2681,2854,2102,315,34,8,11756,603,457,374,387,473,747,372,63,0,3471,38,29,65,81,118,129,37,3,0,513,25,30,61,40,65,48,22,11,0,304,1016,1520,2901,3188,3512,3033,744,113,5,16036,73,123,109,81,94,95,3,0,0,578,130,45,23,26,27,51,15,0,0,316,202,176,137,103,119,147,16,3,0,896,1220,1690,3040,3287,3637,3176,759,116,5,16934,959,346,510,503,562,1548,3125,1797,620,9981,113,134,241,205,276,294,272,181,130,1848,2288,2172,3788,4001,4477,5018,4159,2100,763,28761,121,563,1166,1208,1677,1145,106,5,0,5990,822,644,1165,1645,1671,1435,349,23,6,7765,40,34,203,130,127,134,34,0,0,707,29,28,29,34,43,33,14,7,0,204,1006,1277,2559,3020,3513,2745,505,36,10,14670,45,66,62,58,60,31,0,0,0,319,140,42,72,84,58,44,8,0,0,446,191,106,135,141,117,69,8,0,0,768
SED10040,122,935,5082,4105,3316,2038,353,10,3,15966,495,1194,1711,773,747,694,253,43,3,5912,30,35,114,82,64,67,42,3,0,452,28,76,217,98,105,77,17,0,0,616,677,2243,7126,5065,4233,2875,664,55,5,22937,44,153,356,176,168,133,13,0,0,1051,176,232,185,52,54,72,18,0,0,780,220,385,541,226,223,206,31,0,0,1839,893,2629,7666,5289,4457,3082,687,60,5,24774,1673,1224,1124,430,605,1250,2265,1691,686,10953,119,160,453,265,246,226,150,178,121,1928,2692,4017,9241,5983,5314,4557,3104,1924,818,37655,67,791,3593,2314,2254,1256,147,3,3,10431,641,1151,2166,1622,1466,978,238,16,6,8287,27,40,248,169,76,70,30,3,0,670,24,66,120,62,64,47,16,0,0,399,762,2054,6132,4160,3860,2350,425,25,9,19775,28,111,264,93,126,71,4,0,0,697,132,198,257,128,147,121,3,0,0,994,161,309,528,221,279,194,12,0,0,1689
SED10041,89,629,2619,4168,4333,2426,564,58,11,14894,608,768,432,372,438,584,560,158,22,3937,34,48,58,62,68,64,39,18,7,390,10,36,42,55,59,36,7,0,0,247,742,1477,3149,4655,4897,3105,1170,236,31,19471,18,63,85,128,165,101,18,3,0,570,168,101,36,25,29,33,28,3,0,424,189,157,120,156,196,133,39,3,0,991,927,1637,3273,4807,5088,3241,1216,238,31,20460,1918,417,235,254,344,788,1836,1694,913,8409,136,78,170,177,194,150,122,108,113,1249,2983,2135,3681,5237,5631,4178,3178,2038,1059,30116,57,594,2052,2275,2512,1356,230,9,0,9091,847,964,802,1731,1952,1214,513,87,5,8110,51,47,204,182,77,73,37,9,0,688,21,25,52,39,46,25,9,0,3,218,978,1632,3108,4222,4583,2664,798,109,11,18114,10,33,102,113,87,46,4,0,0,394,142,79,78,125,107,60,7,0,0,598,150,113,178,240,195,101,12,3,0,995
SED10042,286,902,2327,2519,2869,2033,300,14,0,11250,506,428,465,381,437,574,333,45,3,3188,25,43,94,57,86,130,36,3,0,485,31,40,66,71,59,37,20,6,0,330,848,1417,2954,3029,3463,2776,692,69,6,15249,120,197,156,159,174,145,7,0,0,966,182,68,40,28,38,56,22,0,0,439,303,270,202,189,215,202,31,0,0,1408,1151,1685,3154,3218,3673,2977,715,74,6,16654,1051,307,377,414,663,1600,3285,2013,725,10449,62,81,160,143,216,222,263,159,104,1397,2264,2071,3685,3772,4556,4800,4271,2243,838,28505,140,544,1195,1232,1664,1125,126,10,3,6040,753,629,1165,1533,1611,1291,327,25,3,7334,36,62,189,116,94,119,20,0,0,634,26,28,34,37,45,31,16,5,0,219,952,1265,2578,2919,3416,2557,488,42,6,14226,71,91,96,86,82,33,5,0,0,465,167,64,80,97,77,58,4,5,0,551,239,158,180,184,158,96,7,5,0,1016
SED10043,178,932,3728,3277,2528,1603,249,26,0,12532,436,1016,1501,1050,802,675,173,29,4,5676,29,38,88,84,59,53,13,0,0,372,42,123,264,174,130,87,10,0,0,827,685,2113,5581,4588,3518,2420,448,56,6,19411,79,213,404,299,238,153,11,0,0,1398,182,186,120,68,68,86,10,3,0,726,263,395,521,367,310,234,25,3,0,2122,945,2509,6106,4960,3828,2652,472,62,6,21534,1947,938,1212,925,1073,1567,2281,1518,574,12048,179,195,559,387,331,270,204,152,72,2342,3071,3643,7879,6273,5237,4496,2964,1725,650,35925,80,731,1960,1385,1365,773,87,0,0,6369,454,851,1217,1208,1060,626,131,7,4,5557,25,41,158,88,53,53,10,3,0,439,24,82,115,73,75,39,5,3,3,419,580,1708,3449,2755,2545,1489,231,16,3,12779,47,118,198,117,117,84,3,0,0,684,167,163,203,195,148,91,3,0,3,975,216,286,399,310,268,181,6,0,3,1661
SED10044,92,749,4314,4706,3957,2318,597,46,12,16806,480,789,582,445,464,530,500,100,15,3909,41,53,65,88,56,66,37,9,0,419,28,34,82,61,60,29,18,6,0,319,644,1622,5043,5307,4547,2954,1141,156,29,21446,10,53,120,133,157,87,11,0,0,571,128,83,42,39,24,46,26,0,0,382,143,135,160,171,178,130,33,0,0,947,785,1755,5201,5473,4722,3087,1180,163,29,22395,1964,389,320,298,413,862,1804,1415,754,8218,85,97,387,354,272,189,163,99,57,1694,2833,2246,5913,6123,5399,4132,3140,1679,845,32305,42,694,3553,2835,2599,1514,265,18,0,11515,610,863,1073,1838,1704,1200,494,74,0,7859,34,42,280,209,80,92,44,4,0,774,20,35,71,58,36,30,15,0,0,267,704,1627,4974,4939,4414,2836,823,99,5,20418,12,27,102,101,80,56,0,0,0,383,87,70,97,114,98,57,11,3,3,539,100,103,197,215,179,111,13,6,3,924
SED10045,236,664,1652,2063,2502,2181,487,100,15,9894,491,360,483,589,791,926,476,71,12,4204,25,28,55,66,80,121,44,9,0,429,38,42,58,74,76,48,15,24,0,375,790,1094,2243,2792,3450,3268,1036,199,25,14898,92,161,152,177,182,155,3,0,0,932,112,70,73,49,60,96,20,0,0,477,205,232,227,224,247,251,26,3,0,1409,997,1320,2474,3016,3695,3523,1060,202,25,16310,1111,318,485,574,973,2044,2924,1597,575,10604,174,186,267,297,403,601,384,235,127,2677,2285,1829,3225,3883,5067,6165,4371,2031,731,29586,92,424,830,1235,1788,1387,227,31,7,6019,737,523,1078,1480,1669,1616,411,44,10,7569,37,39,142,101,108,150,38,3,0,621,32,17,35,50,65,42,22,17,3,284,901,1008,2084,2872,3627,3195,694,94,14,14501,51,93,79,95,115,79,0,0,0,508,109,79,89,99,94,113,12,0,0,592,158,171,163,200,207,196,15,0,0,1101
SED10046,271,1111,3523,3592,3200,1900,247,6,0,13857,488,696,788,696,617,475,105,17,0,3875,31,33,69,85,76,65,14,3,0,364,33,93,174,152,126,78,12,4,0,666,816,1935,4556,4521,4017,2513,377,26,7,18769,90,250,359,263,186,121,8,0,0,1278,188,147,72,86,69,76,9,3,0,641,277,394,430,344,260,202,12,3,0,1922,1095,2329,4984,4865,4272,2709,395,28,3,20686,2149,735,1005,1030,1229,1557,1851,1088,262,10904,206,273,622,563,486,393,260,133,32,2972,3459,3333,6613,6457,5991,4665,2499,1249,305,34562,127,910,2235,1883,1876,998,92,3,0,8122,649,912,1141,1332,1208,606,97,4,0,5954,22,63,167,91,67,61,7,0,0,483,39,76,100,83,76,46,6,8,0,435,840,1956,3643,3387,3235,1718,202,13,3,14996,60,135,181,160,131,72,0,0,0,729,226,129,172,176,140,88,5,0,0,938,283,269,357,329,270,154,9,0,0,1672
SED10047,521,1589,4553,4119,3236,2182,336,14,3,16562,505,591,669,503,442,412,195,30,4,3362,30,54,92,74,81,92,24,4,0,440,54,95,172,114,107,62,13,4,0,619,1110,2329,5483,4812,3872,2745,571,52,5,20986,143,239,286,214,166,142,6,0,0,1206,143,69,49,35,36,51,16,0,0,392,283,305,335,252,198,194,24,0,0,1594,1400,2633,5820,5058,4065,2940,594,57,5,22584,1525,569,852,814,977,1272,2454,1185,242,9884,222,250,509,441,365,355,257,162,50,2607,3141,3447,7186,6314,5412,4570,3306,1402,293,35069,232,1191,2671,2142,1987,1199,151,11,4,9588,765,818,1491,1478,1151,921,221,18,0,6867,34,57,301,132,85,81,14,3,0,704,38,70,107,70,70,39,11,0,0,407,1068,2141,4568,3826,3298,2233,400,29,4,17573,92,162,218,149,146,75,3,0,3,835,170,123,200,129,106,69,5,3,0,812,262,279,415,278,254,138,8,3,3,1645
SED10048,332,1310,4019,4113,3499,2649,395,14,0,16327,550,669,702,641,554,544,215,32,3,3907,37,32,96,91,81,89,29,0,0,459,32,91,144,99,122,63,13,0,0,559,944,2107,4965,4943,4255,3341,643,46,7,21251,105,181,251,205,158,111,15,0,0,1016,167,111,71,38,43,52,24,0,0,502,267,291,323,242,204,161,32,3,0,1517,1215,2396,5283,5185,4458,3502,678,50,7,22776,1654,524,573,561,674,1293,2080,873,238,8476,158,194,366,293,277,234,171,111,73,1873,3024,3111,6228,6041,5406,5026,2929,1041,317,33121,147,960,2546,2117,2282,1502,137,3,0,9700,705,835,1356,1458,1331,1045,231,21,3,6987,42,46,238,125,73,101,25,0,0,641,24,54,87,61,66,41,15,3,0,349,916,1896,4230,3760,3753,2685,407,24,3,17681,73,151,198,148,143,82,4,0,0,800,184,114,196,181,110,67,5,0,0,860,265,266,389,334,252,148,13,0,0,1661
SED10049,346,1105,3509,3500,3176,2034,260,16,5,13958,662,501,512,437,408,498,254,38,0,3302,24,35,100,87,98,122,28,4,3,486,16,28,66,72,64,32,12,5,5,300,1047,1674,4182,4091,3740,2684,555,59,14,18051,134,181,207,188,160,125,7,0,0,998,159,73,43,32,31,48,8,0,0,396,292,250,249,218,193,171,16,0,0,1399,1341,1927,4437,4310,3932,2861,569,63,14,19445,1119,290,369,433,548,1219,2368,1237,369,7958,94,103,268,271,245,224,172,122,53,1558,2554,2317,5072,5021,4723,4303,3111,1428,434,28957,145,812,1813,1616,1939,1005,113,11,0,7449,924,786,1595,1818,1668,1098,224,19,4,8140,38,66,278,142,95,114,22,0,0,749,23,36,50,55,48,21,10,3,3,249,1134,1700,3730,3626,3754,2229,361,35,11,16580,77,118,134,103,117,49,3,0,0,607,186,93,154,134,100,56,0,0,0,735,271,213,289,240,220,108,8,0,0,1343
SED10050,105,783,4267,5374,4268,2153,411,43,3,17400,569,647,654,501,521,618,463,89,20,4084,32,39,121,113,66,77,35,3,0,491,14,33,80,77,58,47,12,3,0,323,713,1504,5129,6062,4915,2887,928,137,30,22292,16,34,70,104,135,87,10,0,0,458,99,50,41,22,21,42,23,3,0,311,115,78,115,127,164,132,29,3,0,767,830,1586,5245,6188,5077,3017,955,139,27,23061,1087,214,230,242,377,756,1707,1064,477,6166,103,127,458,418,328,256,177,109,73,2053,2018,1926,5927,6848,5784,4029,2844,1312,580,31275,65,698,3718,2750,2460,1159,179,21,0,11057,649,751,1316,2180,1973,1310,475,44,5,8699,33,42,287,262,92,90,23,0,0,836,15,23,56,54,38,31,18,8,7,237,762,1514,5373,5246,4562,2586,692,71,13,20832,10,26,78,64,61,35,0,0,0,280,104,57,69,139,98,55,10,0,0,525,111,79,144,203,159,87,11,5,3,798
SED10051,141,891,3532,4103,3529,2049,418,24,5,14696,472,737,726,488,529,554,323,63,9,3889,24,34,90,112,68,74,30,5,3,436,17,37,115,82,62,40,15,3,0,373,656,1696,4458,4779,4189,2726,788,96,16,19397,30,72,136,120,131,96,4,0,0,593,108,136,76,26,29,51,17,3,0,448,141,206,219,151,155,142,24,3,0,1041,792,1908,4676,4926,4344,2868,804,95,14,20438,1483,1067,1032,762,796,1135,2184,1644,592,10707,104,240,451,437,346,265,248,181,112,2390,2385,3222,6163,6122,5487,4278,3238,1926,716,33535,60,780,2699,2378,2438,1270,201,9,3,9824,534,836,1152,1818,1598,1075,347,29,0,7406,47,42,214,201,94,83,26,10,0,717,20,44,75,52,50,43,13,8,0,307,663,1700,4140,4457,4180,2470,578,57,8,18249,24,51,111,77,81,48,0,0,0,391,132,111,112,98,68,62,7,0,0,594,152,170,221,180,150,104,7,4,0,983
SED10052,248,948,3110,3967,3591,2412,462,39,3,14781,528,563,370,387,466,564,422,71,14,3380,37,27,79,61,76,101,36,6,0,428,17,29,55,64,79,36,5,6,3,302,828,1572,3622,4479,4214,3113,925,115,20,18892,36,80,94,86,117,80,8,3,0,502,114,52,20,13,24,33,11,3,0,277,150,127,113,100,138,116,20,7,0,778,979,1700,3732,4580,4357,3233,948,127,19,19673,1143,290,238,253,369,990,2212,1660,808,7964,60,77,173,202,173,190,159,88,59,1181,2179,2062,4144,5038,4896,4412,3322,1871,888,28815,105,840,2098,1851,2159,1349,160,15,0,8582,766,772,1041,2042,1800,1354,437,32,3,8242,36,42,224,167,75,119,34,3,0,700,10,38,55,58,50,31,9,4,0,254,916,1683,3411,4117,4088,2861,640,57,5,17778,23,46,68,47,73,45,3,0,0,297,135,49,50,80,69,43,8,0,0,434,157,93,119,126,141,89,5,0,3,736
SED10053,360,1123,3367,3658,4134,2535,527,70,15,15780,654,456,505,393,483,632,370,56,7,3556,36,33,101,107,155,138,51,9,3,635,44,52,83,79,74,57,16,14,0,422,1090,1665,4062,4236,4842,3359,961,149,23,20393,53,83,115,117,108,86,18,0,0,576,106,35,31,22,24,45,19,4,0,278,159,117,147,139,132,127,33,4,0,852,1241,1778,4210,4374,4976,3486,996,150,23,21246,1058,213,340,378,556,1190,2055,1167,335,7299,148,182,397,393,454,360,296,150,56,2438,2451,2178,4942,5146,5987,5044,3347,1473,421,30983,199,921,2124,2350,3048,1552,246,25,3,10477,861,600,1154,1484,1505,1090,329,44,0,7071,40,53,292,195,146,152,36,0,0,898,30,27,48,63,76,43,11,10,0,308,1127,1601,3624,4086,4773,2836,624,79,9,18757,34,52,75,62,57,38,0,0,0,324,114,45,76,54,39,54,11,0,0,386,149,91,153,117,99,87,12,0,0,714
SED10054,308,1336,3851,4011,3499,2201,289,6,4,15518,569,738,761,610,545,441,168,14,0,3849,34,37,81,58,86,79,10,0,0,393,55,94,161,120,106,55,19,0,0,606,957,2214,4854,4806,4239,2776,490,22,4,20367,118,213,259,220,189,124,13,0,0,1125,216,129,73,36,46,49,12,0,0,565,334,342,335,257,239,169,22,0,0,1691,1297,2553,5191,5055,4479,2948,511,22,4,22057,2053,598,700,615,780,1190,1970,851,248,8999,170,179,332,299,311,230,153,66,19,1760,3515,3333,6218,5971,5570,4360,2627,939,272,32814,178,943,2321,2188,2230,1307,118,0,0,9285,792,870,1296,1283,1201,770,149,7,0,6362,31,58,228,102,83,59,13,0,0,571,43,63,120,105,72,48,7,0,0,464,1038,1936,3959,3682,3592,2175,291,12,3,16680,80,161,236,159,134,73,5,0,0,847,226,143,180,171,115,75,0,0,0,910,304,309,420,334,249,146,3,0,0,1756
SED10055,520,1533,4242,4209,4139,2874,465,18,0,18007,758,666,477,424,415,491,234,32,0,3497,42,50,69,74,78,88,25,5,0,436,32,48,114,108,87,49,15,5,0,458,1353,2300,4904,4821,4719,3506,742,59,0,22396,65,123,149,112,81,98,13,0,0,645,165,68,34,14,30,34,10,0,0,348,232,191,180,127,112,135,20,0,0,994,1584,2489,5085,4949,4831,3638,763,56,3,23396,1494,350,351,332,404,905,1640,733,173,6376,114,131,294,273,255,233,140,60,25,1523,3188,2971,5731,5549,5485,4774,2547,850,196,31295,237,1220,2543,2384,2574,1517,146,4,0,10624,1082,857,1429,1775,1615,1076,185,13,3,8029,48,51,311,119,97,96,19,3,0,746,27,48,75,59,62,42,9,5,0,337,1389,2181,4363,4330,4351,2731,361,25,5,19733,60,86,84,76,90,69,3,0,0,458,188,76,84,80,65,47,0,0,0,543,250,158,166,157,153,116,3,0,0,1001
SED10056,502,1224,2955,3064,3478,2943,708,120,13,15003,517,279,403,355,426,614,456,118,23,3189,40,39,92,79,120,172,78,18,3,638,48,65,96,82,105,82,48,15,5,546,1105,1603,3543,3577,4130,3805,1289,273,43,19381,67,101,161,139,145,116,13,3,0,750,58,33,32,33,34,50,15,0,3,263,126,141,201,170,184,168,26,3,3,1008,1232,1745,3741,3742,4313,3974,1318,278,49,20390,1218,240,377,415,575,1321,2802,2026,656,9626,209,228,451,397,498,584,495,381,134,3373,2654,2211,4568,4553,5380,5880,4624,2685,835,33391,206,721,1504,1440,2070,1407,252,48,3,7640,747,467,1303,1662,1688,1492,434,56,12,7853,45,51,204,111,114,169,63,7,0,773,45,35,52,48,63,70,43,16,3,367,1041,1275,3060,3258,3933,3140,783,128,18,16630,48,67,91,72,73,43,0,0,0,400,99,49,87,60,49,56,0,0,0,397,145,118,183,132,121,101,6,0,0,795
SED10057,202,518,1296,1578,1994,1717,323,48,3,7683,469,265,409,407,606,790,381,45,10,3390,37,47,80,84,116,154,31,4,0,551,35,34,37,51,79,47,33,12,3,325,746,864,1828,2120,2788,2705,769,110,23,11957,120,135,186,158,186,181,7,3,0,987,84,40,45,39,49,79,19,0,4,359,208,176,239,198,236,261,25,7,4,1347,954,1042,2064,2321,3018,2967,798,116,22,13298,940,244,375,588,934,2042,4508,2700,906,13246,104,95,183,190,312,359,420,285,189,2140,2001,1385,2627,3098,4266,5362,5726,3100,1113,28684,71,346,700,880,1389,1028,130,10,0,4555,597,400,864,1249,1463,1402,388,33,5,6402,45,41,100,83,104,159,39,9,0,592,30,27,21,40,53,54,20,11,8,264,748,820,1690,2249,3013,2631,577,68,14,11810,54,80,79,89,116,79,0,0,0,503,97,60,87,86,82,97,9,0,0,525,159,137,175,178,202,175,11,0,3,1033
SED10058,131,991,3947,3007,2768,1822,263,26,0,12967,487,807,839,477,511,593,265,57,4,4042,23,61,126,68,70,76,28,3,0,462,18,55,86,57,44,20,9,3,0,298,668,1907,5006,3601,3396,2522,566,94,9,17766,71,151,210,200,169,140,3,0,0,941,103,118,90,39,44,53,19,0,0,472,178,268,305,239,213,193,21,0,0,1421,844,2176,5306,3842,3608,2717,586,96,8,19180,796,475,516,513,804,1515,2257,1290,464,8640,69,163,432,252,399,357,279,199,116,2267,1710,2820,6258,4605,4814,4589,3120,1581,591,30088,94,878,2804,1613,1794,1154,117,5,0,8467,668,1166,1480,1663,1465,1125,306,33,4,7914,27,81,272,146,99,107,23,5,0,768,21,46,44,34,40,14,14,8,0,230,811,2165,4609,3463,3410,2408,466,52,3,17378,46,74,130,90,87,50,0,0,0,474,124,107,107,97,61,59,6,0,0,562,169,180,236,187,152,108,5,0,0,1035
