SED_CODE_2016,M_SE_Europe_nfd_0_4,M_SE_Europe_nfd_5_14,M_SE_Europe_nfd_15_24,M_SE_Europe_nfd_25_44,M_SE_Europe_nfd_45_54,M_SE_Europe_nfd_55_64,M_SE_Europe_nfd_65_74,M_SE_Europe_nfd_75_84,M_SE_Europe_nfd_85ov,M_SE_Europe_nfd_Tot,M_Sri_Lanka_0_4,M_Sri_Lanka_5_14,M_Sri_Lanka_15_24,M_Sri_Lanka_25_44,M_Sri_Lanka_45_54,M_Sri_Lanka_55_64,M_Sri_Lanka_65_74,M_Sri_Lanka_75_84,M_Sri_Lanka_85ov,M_Sri_Lanka_Tot,M_Taiwan_0_4,M_Taiwan_5_14,M_Taiwan_15_24,M_Taiwan_25_44,M_Taiwan_45_54,M_Taiwan_55_64,M_Taiwan_65_74,M_Taiwan_75_84,M_Taiwan_85ov,M_Taiwan_Tot,M_Thailand_0_4,M_Thailand_5_14,M_Thailand_15_24,M_Thailand_25_44,M_Thailand_45_54,M_Thailand_55_64,M_Thailand_65_74,M_Thailand_75_84,M_Thailand_85ov,M_Thailand_Tot,M_FYROM_0_4,M_FYROM_5_14,M_FYROM_15_24,M_FYROM_25_44,M_FYROM_45_54,M_FYROM_55_64,M_FYROM_65_74,M_FYROM_75_84,M_FYROM_85ov,M_FYROM_Tot,M_Turkey_0_4,M_Turkey_5_14,M_Turkey_15_24,M_Turkey_25_44,M_Turkey_45_54,M_Turkey_55_64,M_Turkey_65_74,M_Turkey_75_84,M_Turkey_85ov,M_Turkey_Tot,M_USA_0_4,M_USA_5_14,M_USA_15_24,M_USA_25_44,M_USA_45_54,M_USA_55_64,M_USA_65_74,M_USA_75_84,M_USA_85ov,M_USA_Tot,M_Vietnam_0_4,M_Vietnam_5_14,M_Vietnam_15_24,M_Vietnam_25_44,M_Vietnam_45_54,M_Vietnam_55_64,M_Vietnam_65_74,M_Vietnam_75_84,M_Vietnam_85ov,M_Vietnam_Tot,M_Wales_0_4,M_Wales_5_14,M_Wales_15_24,M_Wales_25_44,M_Wales_45_54,M_Wales_55_64,M_Wales_65_74,M_Wales_75_84,M_Wales_85ov,M_Wales_Tot,M_Zimbabwe_0_4,M_Zimbabwe_5_14,M_Zimbabwe_15_24,M_Zimbabwe_25_44,M_Zimbabwe_45_54,M_Zimbabwe_55_64,M_Zimbabwe_65_74,M_Zimbabwe_75_84,M_Zimbabwe_85ov,M_Zimbabwe_Tot,M_Elsewhere_0_4,M_Elsewhere_5_14,M_Elsewhere_15_24,M_Elsewhere_25_44,M_Elsewhere_45_54,M_Elsewhere_55_64,M_Elsewhere_65_74,M_Elsewhere_75_84,M_Elsewhere_85ov,M_Elsewhere_Tot,M_COB_NS_0_4,M_COB_NS_5_14,M_COB_NS_15_24,M_COB_NS_25_44,M_COB_NS_45_54,M_COB_NS_55_64,M_COB_NS_65_74,M_COB_NS_75_84,M_COB_NS_85ov,M_COB_NS_Tot,M_Tot_0_4,M_Tot_5_14,M_Tot_15_24,M_Tot_25_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Afghanistan_0_4,F_Afghanistan_5_14,F_Afghanistan_15_24,F_Afghanistan_25_44,F_Afghanistan_45_54,F_Afghanistan_55_64,F_Afghanistan_65_74,F_Afghanistan_75_84,F_Afghanistan_85ov,F_Afghanistan_Tot,F_Australia_0_4,F_Australia_5_14,F_Australia_15_24,F_Australia_25_44,F_Australia_45_54,F_Australia_55_64,F_Australia_65_74,F_Australia_75_84,F_Australia_85ov,F_Australia_Tot,F_Bangladesh_0_4,F_Bangladesh_5_14,F_Bangladesh_15_24,F_Bangladesh_25_44,F_Bangladesh_45_54,F_Bangladesh_55_64,F_Bangladesh_65_74,F_Bangladesh_75_84,F_Bangladesh_85ov,F_Bangladesh_Tot,F_Bosnia_Herzegov_0_4,F_Bosnia_Herzegov_5_14,F_Bosnia_Herzegov_15_24,F_Bosnia_Herzegov_25_44,F_Bosnia_Herzegov_45_54,F_Bosnia_Herzegov_55_64,F_Bosnia_Herzegov_65_74,F_Bosnia_Herzegov_75_84,F_Bosnia_Herzegov_85ov,F_Bosnia_Herzegov_Tot,F_Cambodia_0_4,F_Cambodia_5_14,F_Cambodia_15_24,F_Cambodia_25_44,F_Cambodia_45_54,F_Cambodia_55_64,F_Cambodia_65_74,F_Cambodia_75_84,F_Cambodia_85ov,F_Cambodia_Tot,F_Canada_0_4,F_Canada_5_14,F_Canada_15_24,F_Canada_25_44,F_Canada_45_54,F_Canada_55_64,F_Canada_65_74,F_Canada_75_84,F_Canada_85ov,F_Canada_Tot,F_Chile_0_4,F_Chile_5_14,F_Chile_15_24,F_Chile_25_44,F_Chile_45_54,F_Chile_55_64,F_Chile_65_74,F_Chile_75_84,F_Chile_85ov,F_Chile_Tot
SED10021,0,0,0,7,0,5,10,5,3,31,0,0,5,30,6,5,7,3,0,59,0,0,5,21,7,6,3,0,0,37,0,0,17,50,17,6,4,0,0,93,0,0,0,3,3,0,0,0,0,6,0,4,3,21,17,6,5,0,0,51,24,51,43,189,70,34,31,5,0,436,0,3,16,50,17,14,3,3,0,102,0,0,3,60,12,5,10,3,3,96,0,0,3,32,6,5,3,0,0,49,30,60,182,1198,310,265,281,183,106,2612,185,265,461,1518,507,361,272,186,127,3877,2602,4085,4139,15430,5209,3603,2552,1427,688,39738,0,0,0,0,0,0,0,0,0,0,2232,3283,2722,7588,2853,1981,1359,765,531,23318,0,3,8,15,0,0,0,0,0,29,0,0,0,13,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,6,3,6,18,181,30,21,11,3,0,271,0,0,8,74,9,19,24,4,0,139
SED10022,0,0,0,0,0,6,3,3,0,11,0,3,0,14,4,0,3,0,0,24,0,0,12,39,3,0,0,0,0,53,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,3,6,7,12,8,0,3,41,0,0,0,20,3,5,0,0,0,24,0,0,0,0,0,0,3,3,0,10,0,0,0,3,4,0,0,0,0,11,0,12,9,27,15,39,34,26,5,170,135,372,302,670,480,567,518,321,105,3462,2087,4894,3903,7356,4600,5187,4608,2492,819,35946,0,0,0,0,0,0,0,0,0,0,1847,4225,3237,6029,3913,4037,3580,2283,1173,30323,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,7,0,0,0,3,3,0,3,0,0,10,0,7,4,7,9,4,0,0,3,31,0,0,0,0,0,4,0,0,0,4
SED10023,0,0,0,4,6,9,0,3,0,22,0,0,0,0,3,3,3,0,0,14,0,0,3,5,0,6,0,0,0,11,0,3,10,6,0,0,0,0,0,23,0,0,0,16,14,8,7,3,0,47,0,0,0,4,3,3,3,0,0,19,0,13,3,47,28,15,6,3,5,121,0,0,0,7,11,5,9,0,0,32,0,3,3,20,13,10,11,5,0,65,0,0,0,7,4,3,0,0,0,22,11,45,35,265,107,90,83,51,12,706,73,157,170,591,258,258,195,106,58,1864,2260,4801,4389,9353,5003,4669,3215,1754,729,36170,0,0,0,0,0,0,0,0,0,0,1964,4116,3789,7503,3851,3624,2418,1523,871,29664,0,0,0,3,0,0,0,0,0,6,0,0,0,7,0,0,0,3,0,16,0,0,0,5,3,5,3,0,0,14,0,4,6,48,18,19,3,0,0,107,0,0,0,9,7,9,9,3,0,34
SED10024,0,0,0,3,3,5,4,3,0,22,0,3,7,30,29,19,13,5,0,112,3,4,17,112,15,30,26,3,0,216,0,11,7,25,10,0,3,0,0,68,0,0,0,0,3,3,3,0,0,9,0,3,0,8,17,13,12,6,3,56,11,75,44,50,61,40,30,9,3,329,0,0,3,43,17,9,4,0,0,83,0,0,0,12,28,6,17,3,3,65,0,0,9,23,25,15,6,0,0,77,14,93,81,254,256,176,123,102,37,1134,54,132,129,273,204,162,151,131,87,1314,2139,6432,5184,7549,5818,4213,3474,2262,916,37985,0,0,0,7,3,0,0,0,0,7,1773,4652,3462,3894,3009,2121,2109,1501,954,23478,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,7,5,0,0,0,0,16,0,15,19,33,38,19,12,7,4,129,0,5,0,6,8,3,13,10,0,48
SED10025,0,0,0,6,14,7,3,9,0,37,0,0,6,81,21,10,21,14,5,152,0,0,3,68,11,7,3,0,0,94,5,11,12,50,3,4,0,0,0,90,0,0,0,9,7,0,3,0,0,26,0,3,11,45,38,20,14,4,0,120,13,18,16,46,22,15,11,7,0,149,0,0,13,112,49,32,20,3,0,230,0,0,0,13,12,4,4,4,0,37,0,0,4,8,6,5,0,3,0,25,29,76,84,571,180,139,128,64,42,1316,135,185,206,835,270,244,231,122,60,2288,2588,4205,4413,12749,4850,4067,3096,1702,706,38388,0,0,0,8,0,0,0,0,0,8,2141,3444,2766,6250,3095,2278,1499,766,564,22800,0,0,4,12,3,0,0,0,0,24,0,0,0,17,3,3,3,0,0,26,0,0,4,13,4,3,3,0,0,22,0,5,0,43,16,3,5,0,0,69,3,0,3,27,23,16,15,3,0,93
SED10026,0,0,0,0,0,3,6,7,0,17,0,9,3,28,13,8,0,3,0,71,0,0,0,5,0,0,0,0,0,5,0,4,0,3,3,3,0,0,0,15,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,3,3,15,4,11,9,5,0,48,0,0,3,11,8,3,3,0,0,35,0,0,0,0,0,0,5,4,0,11,0,11,6,20,4,8,3,0,0,45,8,3,14,59,30,45,43,28,4,236,203,364,371,856,501,538,467,221,73,3587,2782,5499,4611,9107,4861,4680,3758,1919,616,37828,0,0,0,0,0,0,0,0,0,0,2515,4535,3875,7717,4159,3968,2934,1836,820,32349,3,0,3,24,3,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,5,11,3,0,6,0,0,30,0,0,0,0,3,3,0,0,0,5
SED10027,0,0,0,6,8,5,7,8,3,35,0,0,3,20,10,13,15,6,0,58,0,3,7,14,0,5,3,0,0,29,0,5,8,28,16,7,0,0,0,71,0,0,5,58,64,82,72,30,9,318,0,0,3,6,19,6,13,4,0,57,0,11,6,23,4,10,3,0,0,59,11,31,108,514,422,371,110,48,24,1632,0,0,0,5,3,3,0,3,3,21,0,0,0,7,4,4,0,0,0,21,16,64,125,448,263,223,142,87,40,1391,98,216,224,483,260,250,203,122,72,1923,2595,5367,5096,9928,4870,4465,3069,1697,793,37879,0,0,3,7,3,0,0,0,0,13,2377,4343,3897,5830,2425,2123,1606,1168,878,24652,0,0,5,34,8,5,0,0,0,54,0,0,4,19,16,6,7,6,0,47,0,0,0,12,5,5,4,3,0,33,0,3,9,17,10,0,3,3,0,43,0,0,0,23,23,14,11,7,0,73
SED10028,0,0,0,4,3,10,3,3,0,23,3,43,62,162,190,190,83,27,12,767,3,14,40,124,30,37,25,3,0,283,0,3,15,23,7,8,0,0,0,60,0,0,0,0,3,0,0,0,0,5,0,0,0,10,14,6,3,0,0,37,4,52,39,34,27,23,19,6,3,206,4,3,21,66,61,56,10,3,0,220,0,4,8,7,12,4,11,3,0,48,0,3,3,12,10,8,0,0,0,38,12,78,85,238,163,141,87,59,40,896,46,102,120,285,149,126,117,105,60,1109,1967,5356,5992,9071,5518,4927,3137,1836,954,38763,3,0,4,13,16,4,5,0,0,45,1730,3909,3702,3068,2208,2052,1608,1414,1195,20888,0,6,3,43,11,5,4,0,0,76,0,0,0,3,3,0,0,0,0,9,0,0,3,6,4,0,3,0,0,20,3,3,9,21,18,16,10,4,3,73,0,0,0,4,5,3,18,0,0,36
SED10029,0,0,0,15,18,26,38,27,6,135,0,3,6,30,8,5,12,4,0,71,0,0,7,20,4,6,7,0,0,32,4,34,52,145,12,19,8,0,0,269,0,0,0,15,15,41,31,9,4,119,7,7,8,40,33,13,19,7,0,139,0,15,13,22,3,6,0,0,0,59,26,109,319,1635,1462,1193,434,157,69,5402,0,0,0,0,0,0,5,0,4,5,0,0,3,3,5,0,0,0,0,8,54,197,299,878,572,487,364,219,58,3128,178,309,300,655,362,315,214,126,59,2529,3008,5967,6531,11313,5739,4941,3058,1723,637,42914,3,8,47,81,20,15,3,3,0,172,2503,4319,3748,3164,893,761,533,447,324,16693,0,0,3,14,0,0,0,0,0,19,0,0,11,81,46,49,19,7,0,220,3,17,64,525,293,306,126,68,33,1434,0,0,4,6,0,0,0,0,0,16,0,0,8,81,66,79,87,38,11,373
SED10030,0,0,0,0,0,3,0,4,0,12,0,3,0,17,8,3,9,3,0,53,0,0,0,8,0,3,0,0,0,19,5,4,9,23,6,0,0,0,0,49,0,0,0,0,0,6,0,0,0,5,0,0,0,9,6,3,4,3,0,23,7,19,12,37,33,35,22,0,4,160,3,0,4,11,7,9,6,0,0,42,0,0,0,3,11,0,8,9,5,44,0,3,4,22,9,3,3,0,0,48,6,22,26,170,105,104,120,65,21,644,109,186,255,594,338,414,352,189,115,2559,2183,4143,4130,8666,4898,4703,4068,2179,906,35870,0,0,0,0,0,0,0,0,0,0,1875,3556,3390,6357,3620,3564,3007,1901,1015,28283,0,3,0,11,0,0,0,0,0,13,0,0,0,3,0,0,0,0,0,10,0,0,0,3,0,3,3,0,0,12,0,3,6,29,19,11,7,0,0,80,0,0,0,8,11,7,17,0,3,54
SED10031,0,0,0,0,4,4,4,3,0,13,0,0,0,5,3,0,0,0,0,17,0,0,3,6,4,3,0,3,0,19,0,3,5,8,5,0,0,0,0,25,0,0,4,3,4,7,3,0,0,16,0,0,0,5,0,0,0,3,0,9,3,16,5,25,16,22,17,7,3,113,0,3,3,17,9,0,0,0,0,31,0,0,3,3,3,9,11,5,0,32,0,0,0,10,10,3,0,0,0,22,3,24,16,83,61,56,84,40,15,392,125,273,278,620,454,464,426,219,64,2916,2262,5016,4278,8088,5325,5315,4607,2206,645,37743,0,0,0,0,3,0,0,0,0,0,1898,4322,3396,6827,4362,4095,3388,1731,867,30891,0,0,0,13,0,0,0,0,0,15,0,0,0,3,0,3,0,0,0,5,0,0,4,6,3,0,3,0,0,15,0,5,0,14,12,15,5,4,3,60,0,0,0,3,10,3,3,0,0,21
SED10032,0,0,0,11,10,11,9,13,3,53,0,32,55,346,131,86,40,30,14,727,0,3,7,56,6,5,0,0,0,75,5,6,9,28,5,5,3,0,0,67,0,0,0,5,7,8,7,3,3,32,0,8,21,159,152,84,54,12,0,497,0,22,4,32,4,3,0,0,0,68,4,10,12,129,121,140,51,29,12,503,0,0,0,3,3,3,0,4,0,15,0,3,6,13,6,4,0,0,0,35,26,127,218,930,376,227,185,99,26,2213,218,309,377,1049,335,306,215,106,56,2973,3836,6069,6364,16311,5057,4124,2691,1400,516,46368,14,48,235,507,127,74,42,10,3,1054,3138,4303,3276,4624,1302,1099,778,545,393,19462,0,7,14,128,14,10,0,3,0,179,0,0,3,44,30,33,6,6,3,128,0,3,0,32,13,9,4,0,3,68,0,4,6,13,0,0,0,0,0,27,0,3,3,28,26,28,16,10,3,123
SED10033,0,0,0,0,4,11,8,3,0,31,0,0,0,7,4,5,3,0,0,24,0,0,0,5,3,3,0,0,0,14,0,6,8,8,0,6,0,0,0,26,0,0,0,3,7,19,12,8,0,38,0,0,0,0,3,4,0,0,0,11,0,3,0,21,17,13,6,4,0,66,0,3,6,3,6,0,0,0,0,24,0,0,3,6,4,6,8,7,4,39,0,0,0,3,4,3,0,0,0,13,3,6,19,90,74,57,69,43,13,372,94,222,293,537,417,349,295,123,39,2365,2370,5231,5205,8848,5419,4503,3233,1425,421,36652,0,0,0,0,0,0,0,0,0,0,2120,4599,4491,7617,4191,3214,2185,1038,461,29903,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,6,0,0,3,0,0,11,0,0,0,13,13,9,9,0,0,42,0,0,0,8,3,7,3,0,0,23
SED10034,0,0,0,4,5,13,3,7,0,29,0,0,3,9,3,5,3,0,0,26,0,0,0,5,0,0,0,0,0,12,3,6,6,19,9,3,0,0,0,41,0,0,0,11,18,18,14,7,3,66,0,0,0,5,11,3,0,0,0,16,5,11,9,28,29,15,6,8,0,114,0,4,3,21,4,10,3,0,0,38,0,0,5,11,16,8,5,3,0,54,0,0,0,16,6,4,0,0,0,25,9,34,35,268,118,108,92,38,13,715,54,124,124,341,210,201,150,85,34,1319,2570,5274,4854,9606,5215,4525,3298,1480,548,37364,0,0,0,0,0,0,0,0,0,0,2405,4682,3973,8028,4015,3492,2476,1167,750,30987,0,3,3,13,0,0,0,0,0,18,0,0,0,8,3,11,0,5,0,28,0,0,0,4,3,3,0,0,0,5,0,3,8,40,21,7,6,4,0,88,0,0,0,11,16,5,6,3,0,45
SED10035,0,0,0,15,13,9,10,5,4,57,0,0,33,68,17,10,8,3,0,142,5,3,34,163,11,5,3,3,0,230,4,15,73,249,36,16,3,0,0,393,0,0,0,18,9,22,18,23,3,97,0,5,12,63,77,30,37,16,0,233,13,20,106,176,51,20,19,4,0,416,5,19,65,191,61,61,33,11,4,448,0,0,7,32,17,9,3,0,0,64,0,0,4,21,10,3,0,0,0,41,38,88,371,1698,321,324,294,187,59,3384,166,208,781,1886,465,327,224,125,43,4228,2507,3367,10792,22799,5458,3696,2360,1370,428,52770,0,0,0,6,0,5,0,0,0,13,2214,2570,3408,8089,2183,1352,794,460,239,21308,3,16,56,244,64,23,7,0,0,410,0,0,3,20,12,10,3,3,0,54,0,0,3,12,11,7,3,3,0,43,3,4,28,113,11,11,3,6,0,177,0,0,5,51,18,29,36,5,0,149
SED10036,0,0,0,29,19,19,29,11,0,112,0,9,3,38,29,44,27,4,4,158,0,0,4,12,0,0,3,0,0,22,0,8,10,40,14,4,0,0,0,78,0,0,14,67,51,46,49,8,0,237,3,4,17,55,66,18,9,11,0,179,3,17,13,27,6,11,4,0,0,83,3,16,45,297,221,159,47,19,0,809,0,3,0,3,3,6,3,0,0,21,0,10,20,15,20,7,0,0,0,73,13,99,163,613,450,336,245,92,36,2050,169,269,364,708,333,251,167,101,40,2402,3304,6483,6236,11488,5730,4187,2673,1219,407,41720,0,0,11,22,7,9,0,0,0,47,2919,5321,4254,6090,2310,1581,1103,565,341,24479,0,12,9,92,38,17,3,0,0,175,0,0,17,84,61,30,20,13,3,220,0,0,6,77,18,29,12,3,0,164,0,0,3,10,6,0,4,0,0,25,0,0,0,54,56,43,30,7,4,201
SED10037,0,0,0,0,3,7,5,0,3,14,3,3,9,86,44,45,29,12,3,232,0,6,12,54,14,17,11,8,0,122,0,4,14,45,12,10,0,0,0,91,0,0,0,0,0,0,0,0,0,9,0,3,0,5,3,5,0,0,0,23,3,33,30,68,40,21,12,5,0,219,0,3,6,48,28,23,9,0,0,125,3,0,3,10,23,8,5,7,0,61,0,0,0,25,16,20,8,0,0,66,15,64,86,336,212,136,132,88,30,1089,82,118,138,415,188,171,131,94,44,1381,2639,5540,5039,9938,5640,4638,3308,1676,544,38967,0,0,0,21,15,10,7,3,0,51,2098,4572,3552,5253,3353,2603,2025,1049,499,25007,0,0,3,17,9,0,0,0,0,27,0,0,0,7,0,0,0,0,0,10,0,0,0,5,4,5,0,0,0,18,4,8,12,34,24,16,6,5,0,110,0,0,3,11,19,10,10,3,6,57
SED10038,0,0,0,6,12,12,14,22,10,78,0,3,16,23,12,6,4,3,0,62,0,0,3,10,0,0,0,0,0,18,4,8,14,17,5,0,0,5,0,63,0,0,0,15,38,58,41,33,6,193,0,0,4,14,38,14,14,9,0,91,3,17,20,41,28,17,12,0,3,135,0,9,32,38,18,30,17,3,3,152,0,0,0,11,26,20,17,16,8,98,0,0,5,11,3,0,3,0,0,27,19,52,74,205,131,104,83,77,35,781,98,145,195,443,258,257,223,139,66,1820,2480,5252,5300,9379,5156,4526,3399,2042,794,38329,0,0,3,3,0,0,0,0,0,10,2124,4559,4180,7586,3818,3424,2342,1473,867,30379,0,0,3,12,0,0,0,0,0,10,0,0,0,15,0,6,0,6,3,32,0,0,0,4,0,0,0,0,0,4,4,10,3,49,18,10,3,0,4,101,0,0,4,18,23,9,25,7,3,94
SED10039,0,0,0,0,3,3,3,10,0,16,0,0,0,4,0,3,0,0,0,15,0,0,0,4,0,0,0,0,0,6,0,0,10,8,0,0,0,0,0,24,0,0,0,8,19,6,10,3,0,47,0,0,0,0,0,0,5,0,0,5,0,11,7,25,13,24,20,5,0,106,0,0,5,18,8,0,0,0,0,40,0,0,0,7,13,24,16,13,3,70,0,0,3,8,6,0,0,0,0,14,3,16,13,66,74,105,100,55,25,459,93,203,252,520,351,364,345,180,88,2406,2057,4483,4459,7784,4477,5018,4159,2100,763,35300,0,0,0,0,0,0,0,0,0,0,1869,3957,3541,6440,3577,3994,2888,1543,838,28648,0,0,0,3,0,0,0,0,0,4,0,0,0,0,3,6,0,0,0,10,0,0,0,7,0,0,0,0,0,5,0,4,9,22,9,11,13,0,0,71,0,0,4,3,10,9,10,3,0,37
SED10040,0,0,0,14,10,22,8,8,3,63,0,4,3,32,14,6,8,4,0,74,3,7,13,123,12,15,3,0,0,169,3,14,21,93,23,9,4,5,0,172,6,8,21,136,146,193,216,100,30,850,0,0,0,20,17,5,5,3,0,51,3,15,13,30,16,3,4,3,0,90,3,5,28,124,73,69,35,3,5,343,0,0,0,3,0,8,4,0,0,12,0,0,5,14,4,0,0,0,0,19,12,46,127,633,255,208,194,121,46,1637,130,226,313,770,286,252,199,168,120,2463,2930,4792,6712,15228,5314,4557,3104,1924,818,45381,0,0,0,0,3,0,0,0,0,8,2357,3554,3190,4143,1646,1167,777,508,552,17892,7,11,90,319,23,9,0,0,0,465,0,0,7,14,22,27,14,7,0,85,0,0,0,15,4,11,0,0,0,30,0,3,4,18,0,3,0,0,0,32,0,3,4,29,23,18,26,12,0,109
SED10041,0,0,0,3,8,6,3,6,0,24,6,6,10,80,61,46,21,6,9,242,8,14,20,125,22,16,19,3,0,227,3,4,6,26,10,3,3,0,0,55,0,0,0,0,8,3,0,0,0,8,0,0,0,3,8,7,3,0,0,29,6,76,53,59,53,30,21,10,4,315,4,3,3,57,30,25,5,4,0,126,0,3,0,11,10,11,5,9,3,52,0,0,5,30,30,25,10,3,0,99,18,100,78,358,207,151,95,74,40,1124,72,165,223,368,209,162,126,112,110,1559,2314,5936,5113,8920,5631,4178,3178,2038,1059,38367,0,0,0,4,3,0,0,0,0,10,1931,4295,3618,3828,2849,2115,1938,1517,1130,23219,0,0,0,12,0,0,3,0,0,15,0,0,0,0,3,6,0,0,0,11,0,0,0,3,4,0,4,0,0,12,0,7,10,40,27,19,8,3,3,122,0,0,0,15,12,0,11,0,3,48
SED10042,0,0,0,0,0,5,5,0,0,9,0,0,0,7,0,7,3,3,0,19,0,0,0,0,0,0,0,0,0,0,4,5,4,23,0,0,0,0,0,36,0,0,0,0,3,9,7,3,0,22,0,0,0,0,0,0,0,0,0,7,3,15,12,17,17,14,19,3,0,87,0,3,3,10,3,3,0,0,0,16,0,0,0,6,4,6,14,4,4,39,0,0,4,7,4,7,4,0,0,35,0,18,20,68,61,58,67,41,21,359,47,109,154,353,260,262,261,171,87,1702,2049,4211,4334,7461,4556,4800,4271,2243,838,34768,0,0,0,0,0,0,0,0,0,0,1815,3785,3636,6703,3876,4178,3441,1939,1032,30415,3,3,0,9,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,9,0,0,0,6,4,3,0,0,0,21,0,0,0,13,5,8,7,4,0,39,0,0,0,3,3,0,6,0,0,15
SED10043,0,0,0,0,5,4,12,3,0,29,0,4,5,30,11,17,12,4,0,90,0,3,9,39,3,4,4,0,0,55,3,9,10,37,4,5,4,0,0,78,0,0,3,23,24,35,35,5,8,133,3,0,3,20,18,3,12,0,0,60,4,6,12,13,5,0,0,0,0,53,3,21,88,404,381,385,134,51,28,1502,0,0,0,4,0,0,4,0,0,3,0,0,3,3,0,0,0,0,0,13,50,185,267,969,574,401,276,136,40,2903,260,389,374,951,379,328,264,162,80,3190,3925,6751,6713,14147,5237,4496,2964,1725,650,46598,3,0,5,17,9,5,0,0,0,39,3104,5064,4009,4279,1098,702,546,405,375,19584,51,150,284,1523,158,62,10,3,0,2238,0,0,3,11,0,5,0,4,0,25,0,0,4,27,8,14,3,0,0,56,0,0,0,7,0,0,0,0,0,12,0,0,4,15,6,11,14,4,0,60
SED10044,0,0,0,15,10,8,4,9,0,47,3,0,3,75,29,20,9,14,0,155,3,9,8,73,4,11,6,0,0,113,9,6,19,76,8,3,3,3,0,123,0,0,0,7,10,6,6,3,0,36,0,0,0,35,17,7,3,5,0,75,15,56,47,83,53,42,27,6,3,331,3,5,11,74,34,25,9,5,3,162,0,3,0,16,13,15,12,6,0,65,0,0,3,19,16,9,6,0,0,53,25,83,92,633,207,147,127,85,61,1470,120,181,195,750,295,228,167,123,73,2125,2620,5156,5075,12039,5399,4132,3140,1679,845,40077,0,0,0,19,12,14,9,3,3,53,2194,4073,3102,6126,3138,2422,1742,1125,915,24832,0,0,4,43,11,0,0,0,0,60,0,0,3,6,9,6,0,4,3,29,0,0,0,10,4,3,3,0,0,26,3,3,13,60,23,21,11,4,3,133,0,0,3,29,14,12,9,6,0,68
SED10045,0,0,0,0,0,3,4,3,0,15,0,0,0,5,3,3,0,0,0,17,0,0,0,7,0,0,0,0,0,14,0,3,4,8,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,26,22,23,28,6,0,114,3,3,3,12,3,3,0,0,0,26,0,0,0,3,4,0,7,3,0,21,0,0,7,4,3,6,3,0,0,27,5,26,25,65,60,82,52,30,3,348,118,295,367,639,524,705,480,248,114,3491,1873,4741,4111,7111,5067,6165,4371,2031,731,36195,0,0,0,0,0,0,0,0,0,0,1703,4147,3465,6375,4194,4730,3101,1761,980,30465,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,6,7,22,10,18,10,0,0,74,0,0,0,4,3,3,0,0,0,7
SED10046,0,0,13,88,77,77,46,22,0,327,0,8,14,30,20,11,7,3,3,102,0,0,0,3,7,3,4,0,0,18,0,0,19,91,7,11,8,0,0,134,3,0,13,57,49,61,47,11,7,241,0,3,7,31,39,19,17,3,0,122,3,5,10,14,7,0,0,0,0,51,13,38,110,714,472,396,122,38,15,1904,0,0,0,3,0,3,0,0,0,12,0,12,16,21,20,4,0,0,0,70,39,171,267,1114,748,604,392,150,42,3520,294,518,510,1271,564,444,278,145,36,4059,3588,6970,6787,13072,5991,4665,2499,1249,305,45124,0,0,18,36,8,6,0,0,0,67,2840,5157,4362,4310,1583,975,543,499,137,20409,0,4,8,86,8,10,3,0,0,118,0,0,24,145,87,67,45,18,0,390,0,3,49,258,130,106,46,10,3,617,3,0,4,5,4,3,0,0,0,25,0,0,10,84,102,79,60,14,5,352
SED10047,0,0,0,3,4,17,11,9,0,47,0,10,16,96,33,25,20,3,0,210,0,0,0,11,0,3,0,0,0,19,0,4,4,31,0,4,0,0,0,53,0,0,0,0,6,11,7,0,0,22,0,0,0,12,24,12,8,3,0,69,0,9,8,32,9,7,4,0,0,76,0,3,7,48,12,14,0,0,0,90,0,0,0,3,3,11,10,4,0,31,0,4,17,23,14,4,0,0,0,59,9,103,243,603,369,290,179,76,28,1897,278,443,518,1019,443,416,319,178,37,3645,3922,6694,6592,13505,5412,4570,3306,1402,293,45686,0,10,8,45,10,6,3,0,0,89,3369,5361,4931,8482,3212,2636,1845,779,252,30859,0,9,11,128,13,8,4,0,0,169,0,0,0,5,10,13,5,4,0,47,0,0,0,12,10,5,0,0,0,29,0,3,3,16,5,12,3,0,0,37,0,0,0,15,11,16,8,6,0,58
