SED_CODE_2016,NegNil_Inc_BE_WFT,NegNil_Inc_BE_WPT,NegNil_Inc_BE_BAW,NegNil_Inc_1EFT_OthPT,NegNil_Inc_1EFT_OthAW,NegNil_Inc_1EFT_OthNW,NegNil_Inc_1EPT_OthAW,NegNil_Inc_1EPT_OthNW,NegNil_Inc_1AW_OthNW,NegNil_Inc_BNW,NegNil_Inc_LFsta_NS,NegNil_Inc_Tot,I_1_149_BE_WFT,I_1_149_BE_WPT,I_1_149_BE_BAW,I_1_149_1EFT_OthPT,I_1_149_1EFT_OthAW,I_1_149_1EFT_OthNW,I_1_149_1EPT_OthAW,I_1_149_1EPT_OthNW,I_1_149_1AW_OthNW,I_1_149_BNW,I_1_149_LFsta_NS,I_1_149_Tot,I_150_299_BE_WFT,I_150_299_BE_WPT,I_150_299_BE_BAW,I_150_299_1EFT_OthPT,I_150_299_1EFT_OthAW,I_150_299_1EFT_OthNW,I_150_299_1EPT_OthAW,I_150_299_1EPT_OthNW,I_150_299_1AW_OthNW,I_150_299_BNW,I_150_299_LFsta_NS,I_150_299_Tot,I_300_399_BE_WFT,I_300_399_BE_WPT,I_300_399_BE_BAW,I_300_399_1EFT_OthPT,I_300_399_1EFT_OthAW,I_300_399_1EFT_OthNW,I_300_399_1EPT_OthAW,I_300_399_1EPT_OthNW,I_300_399_1AW_OthNW,I_300_399_BNW,I_300_399_LFsta_NS,I_300_399_Tot,I_400_499_BE_WFT,I_400_499_BE_WPT,I_400_499_BE_BAW,I_400_499_1EFT_OthPT,I_400_499_1EFT_OthAW,I_400_499_1EFT_OthNW,I_400_499_1EPT_OthAW,I_400_499_1EPT_OthNW,I_400_499_1AW_OthNW,I_400_499_BNW,I_400_499_LFsta_NS,I_400_499_Tot,I_500_649_BE_WFT,I_500_649_BE_WPT,I_500_649_BE_BAW,I_500_649_1EFT_OthPT,I_500_649_1EFT_OthAW,I_500_649_1EFT_OthNW,I_500_649_1EPT_OthAW,I_500_649_1EPT_OthNW,I_500_649_1AW_OthNW,I_500_649_BNW,I_500_649_LFsta_NS,I_500_649_Tot,I_650_799_BE_WFT,I_650_799_BE_WPT,I_650_799_BE_BAW,I_650_799_1EFT_OthPT,I_650_799_1EFT_OthAW,I_650_799_1EFT_OthNW,I_650_799_1EPT_OthAW,I_650_799_1EPT_OthNW,I_650_799_1AW_OthNW,I_650_799_BNW,I_650_799_LFsta_NS,I_650_799_Tot,I_800_999_BE_WFT,I_800_999_BE_WPT,I_800_999_BE_BAW,I_800_999_1EFT_OthPT,I_800_999_1EFT_OthAW,I_800_999_1EFT_OthNW,I_800_999_1EPT_OthAW,I_800_999_1EPT_OthNW,I_800_999_1AW_OthNW,I_800_999_BNW,I_800_999_LFsta_NS,I_800_999_Tot,I_1000_1249_BE_WFT,I_1000_1249_BE_WPT,I_1000_1249_BE_BAW,I_1000_1249_1EFT_OthPT,I_1000_1249_1EFT_OthAW,I_1000_1249_1EFT_OthNW,I_1000_1249_1EPT_OthAW,I_1000_1249_1EPT_OthNW,I_1000_1249_1AW_OthNW,I_1000_1249_BNW,I_1000_1249_LFsta_NS,I_1000_1249_Tot,I_1250_1499_BE_WFT,I_1250_1499_BE_WPT,I_1250_1499_BE_BAW,I_1250_1499_1EFT_OthPT,I_1250_1499_1EFT_OthAW,I_1250_1499_1EFT_OthNW,I_1250_1499_1EPT_OthAW,I_1250_1499_1EPT_OthNW,I_1250_1499_1AW_OthNW,I_1250_1499_BNW,I_1250_1499_LFsta_NS,I_1250_1499_Tot,I_1500_1749_BE_WFT,I_1500_1749_BE_WPT,I_1500_1749_BE_BAW,I_1500_1749_1EFT_OthPT,I_1500_1749_1EFT_OthAW,I_1500_1749_1EFT_OthNW,I_1500_1749_1EPT_OthAW,I_1500_1749_1EPT_OthNW,I_1500_1749_1AW_OthNW,I_1500_1749_BNW,I_1500_1749_LFsta_NS,I_1500_1749_Tot,I_1750_1999_BE_WFT,I_1750_1999_BE_WPT,I_1750_1999_BE_BAW,I_1750_1999_1EFT_OthPT,I_1750_1999_1EFT_OthAW,I_1750_1999_1EFT_OthNW,I_1750_1999_1EPT_OthAW,I_1750_1999_1EPT_OthNW,I_1750_1999_1AW_OthNW,I_1750_1999_BNW,I_1750_1999_LFsta_NS,I_1750_1999_Tot,I_2000_2499_BE_WFT,I_2000_2499_BE_WPT,I_2000_2499_BE_BAW,I_2000_2499_1EFT_OthPT,I_2000_2499_1EFT_OthAW,I_2000_2499_1EFT_OthNW,I_2000_2499_1EPT_OthAW,I_2000_2499_1EPT_OthNW,I_2000_2499_1AW_OthNW,I_2000_2499_BNW,I_2000_2499_LFsta_NS,I_2000_2499_Tot,I_2500_2999_BE_WFT,I_2500_2999_BE_WPT,I_2500_2999_BE_BAW,I_2500_2999_1EFT_OthPT,I_2500_2999_1EFT_OthAW,I_2500_2999_1EFT_OthNW,I_2500_2999_1EPT_OthAW,I_2500_2999_1EPT_OthNW,I_2500_2999_1AW_OthNW,I_2500_2999_BNW,I_2500_2999_LFsta_NS,I_2500_2999_Tot,I_3000_3499_BE_WFT,I_3000_3499_BE_WPT,I_3000_3499_BE_BAW,I_3000_3499_1EFT_OthPT,I_3000_3499_1EFT_OthAW,I_3000_3499_1EFT_OthNW,I_3000_3499_1EPT_OthAW,I_3000_3499_1EPT_OthNW,I_3000_3499_1AW_OthNW,I_3000_3499_BNW,I_3000_3499_LFsta_NS,I_3000_3499_Tot,I_3500_3999_BE_WFT,I_3500_3999_BE_WPT,I_3500_3999_BE_BAW,I_3500_3999_1EFT_OthPT,I_3500_3999_1EFT_OthAW,I_3500_3999_1EFT_OthNW,I_3500_3999_1EPT_OthAW,I_3500_3999_1EPT_OthNW,I_3500_3999_1AW_OthNW,I_3500_3999_BNW,I_3500_3999_LFsta_NS,I_3500_3999_Tot,I_4000more_BE_WFT,I_4000more_BE_WPT,I_4000more_BE_BAW,I_4000more_1EFT_OthPT,I_4000more_1EFT_OthAW,I_4000more_1EFT_OthNW,I_4000more_1EPT_OthAW,I_4000more_1EPT_OthNW
SED10001,8,0,0,4,0,0,0,0,5,68,0,89,3,3,0,0,0,4,0,3,4,45,0,69,0,4,0,0,0,3,0,9,0,25,0,39,0,3,0,0,0,3,0,11,0,25,0,43,7,9,0,5,0,10,3,32,3,286,12,369,3,12,0,14,0,14,0,53,6,103,0,205,21,29,0,25,0,49,4,102,11,989,22,1252,19,46,3,49,3,106,3,119,16,350,7,724,59,68,11,139,8,114,12,90,9,407,12,924,151,63,11,206,10,116,24,61,15,257,7,903,109,28,3,155,12,87,4,35,5,59,0,493,177,29,9,164,6,70,0,30,8,60,3,560,421,37,7,228,25,90,3,31,14,83,0,945,264,26,16,143,17,35,6,16,5,30,0,562,143,15,3,61,7,13,0,7,0,14,0,267,72,3,5,21,3,18,0,4,0,11,0,133,109,12,0,70,13,28,0,6
SED10002,3,0,0,0,0,3,0,5,0,358,3,378,0,3,0,0,0,0,0,14,3,71,0,95,0,0,0,0,0,3,0,21,3,64,0,103,0,0,0,0,0,7,0,38,3,39,4,91,4,7,0,0,0,20,0,39,5,313,9,392,0,15,0,10,0,41,0,76,6,106,0,249,7,70,3,17,0,121,6,86,14,563,9,900,11,65,0,31,5,177,8,69,10,133,3,520,37,105,4,104,4,162,9,60,11,145,0,644,88,67,4,166,12,134,5,37,10,84,6,607,101,30,0,110,13,97,4,23,0,26,3,413,155,15,0,93,5,68,3,10,5,22,5,379,421,21,0,138,25,124,3,15,3,32,3,789,329,14,4,80,11,34,9,7,3,25,0,509,242,6,4,48,8,15,0,0,0,10,0,325,148,0,0,12,3,34,0,3,4,3,0,211,211,5,3,30,5,32,3,0
SED10003,6,0,0,0,0,0,0,0,0,55,0,67,3,0,0,0,0,3,0,4,0,34,0,43,0,0,0,0,0,0,0,9,3,32,0,49,0,3,0,0,0,0,0,5,0,17,0,31,4,13,0,7,0,7,0,31,6,225,6,300,8,14,0,4,0,20,0,51,0,106,0,203,10,57,4,16,3,32,4,118,9,911,16,1170,15,54,6,43,0,80,4,116,12,392,3,725,48,101,4,94,3,82,6,120,6,484,5,961,114,90,10,152,9,64,12,83,8,331,6,881,68,41,0,144,11,49,4,38,3,113,0,471,115,47,5,125,10,49,14,45,6,113,4,523,272,66,12,172,18,63,7,33,3,144,5,806,149,31,3,123,16,44,8,28,4,52,4,458,108,19,0,62,8,12,5,10,0,25,3,251,47,13,0,18,0,19,0,10,3,18,0,141,104,31,4,77,12,37,9,24
SED10004,3,3,0,0,0,4,0,4,0,109,0,119,0,3,0,0,0,0,0,5,0,33,0,39,0,3,0,0,0,0,0,15,0,15,0,33,0,0,0,0,0,0,0,9,0,13,0,21,0,3,0,0,0,3,0,16,3,94,0,123,0,7,0,0,0,13,0,24,0,29,0,76,3,31,0,8,0,25,4,32,0,212,0,314,8,31,0,12,0,35,3,42,4,90,4,235,17,51,0,63,0,46,0,45,5,128,0,361,44,37,3,90,3,68,11,43,3,114,3,416,46,27,4,79,9,62,4,36,3,45,0,318,97,27,0,87,5,69,0,28,6,54,0,379,395,39,7,165,13,150,11,56,6,95,6,940,488,25,9,172,21,63,10,25,0,62,0,875,488,13,10,101,13,31,3,17,5,30,0,713,456,10,10,59,11,116,3,15,9,31,0,713,1569,41,25,316,45,186,4,46
SED10005,0,0,0,0,0,3,0,0,0,198,3,205,0,0,0,0,0,3,0,0,0,47,4,59,0,0,0,0,0,0,0,17,0,55,0,74,0,0,0,0,0,0,0,18,0,33,0,60,0,5,0,3,0,9,4,31,4,362,0,420,0,5,0,3,0,27,0,48,6,106,0,194,0,19,4,13,0,51,3,54,12,654,6,823,5,23,0,29,0,98,0,43,7,175,3,390,18,31,3,61,3,126,6,40,10,151,7,451,59,25,6,62,5,72,0,32,3,91,3,355,51,14,3,45,6,86,0,10,5,26,0,242,90,15,3,55,9,45,3,9,3,28,0,263,242,16,6,68,16,63,3,20,0,31,0,458,129,5,3,28,10,19,0,3,3,4,0,211,79,0,0,17,0,3,3,0,0,0,0,113,36,0,0,4,3,9,0,0,0,3,0,59,65,0,4,18,0,6,0,4
SED10006,35,3,3,7,0,4,0,3,3,64,4,132,7,3,0,4,4,3,0,4,0,40,5,72,10,3,0,0,0,3,0,12,4,29,0,57,0,3,0,0,0,3,0,7,0,19,0,32,19,12,0,13,3,11,0,35,3,355,10,458,8,8,4,10,5,25,0,59,0,100,0,215,47,32,12,35,0,39,4,94,14,1020,22,1315,69,41,4,61,8,97,5,108,12,234,10,645,119,63,7,86,14,108,10,67,11,270,6,763,154,39,8,153,13,91,9,36,6,170,7,692,91,12,7,110,10,82,4,8,3,27,4,362,180,15,7,110,14,61,10,8,0,45,3,458,387,28,15,201,25,102,8,17,13,55,4,849,292,14,8,101,11,29,6,3,0,14,0,479,171,12,6,47,8,10,0,10,0,5,0,272,92,9,0,17,0,24,0,3,0,3,0,144,145,16,3,58,7,25,3,5
SED10007,7,3,0,7,0,3,0,0,0,68,3,86,4,0,4,0,0,0,0,4,0,51,0,74,4,4,0,4,0,5,0,15,3,31,3,62,0,0,0,0,0,0,0,5,0,20,0,33,12,13,0,10,0,13,0,26,3,298,6,380,4,13,0,10,0,14,0,45,4,104,3,199,18,32,5,19,0,43,3,87,18,908,15,1153,26,35,5,52,3,84,3,78,7,339,10,639,43,42,5,106,0,115,7,108,6,351,6,805,114,57,4,141,13,101,11,59,9,226,4,740,100,21,3,122,6,82,3,32,4,63,0,447,132,29,4,120,8,73,3,14,6,57,3,456,357,36,14,215,23,91,7,38,9,80,3,875,263,13,13,123,7,39,0,6,0,29,3,499,194,6,12,67,4,14,4,3,5,19,0,321,82,6,0,20,3,26,0,7,3,5,0,148,134,13,3,66,6,24,3,9
SED10008,5,0,0,0,0,0,0,0,0,260,5,276,0,0,0,0,0,3,0,4,0,87,0,97,0,3,0,0,0,3,0,13,0,50,0,69,0,0,0,0,0,0,0,14,0,11,0,26,0,6,0,0,0,5,0,6,0,198,0,224,0,3,0,3,0,15,0,36,3,84,0,144,0,20,0,8,0,16,3,54,0,452,0,557,0,15,0,14,0,36,3,63,4,293,3,441,20,38,4,21,4,45,0,82,13,380,0,607,33,36,0,45,3,57,4,66,3,275,0,530,35,14,0,47,4,58,0,36,0,116,0,316,58,14,0,65,4,64,0,42,6,107,0,370,245,33,0,124,15,121,4,49,6,132,0,723,222,34,3,117,8,45,3,38,3,72,0,544,204,14,6,63,9,32,0,10,0,25,0,364,142,5,3,28,3,56,0,10,5,17,0,273,367,18,14,110,20,82,3,30
SED10009,7,0,3,3,0,3,0,0,0,81,5,100,3,0,0,3,0,4,0,12,0,67,0,99,3,0,0,3,0,4,0,19,0,62,0,101,0,0,0,0,0,0,0,9,0,33,0,47,12,20,0,9,0,13,0,46,4,447,6,576,8,23,0,12,4,22,6,76,6,168,3,324,11,39,7,28,0,39,4,132,17,1499,31,1817,24,79,3,39,3,90,9,164,13,612,9,1050,61,107,6,132,10,103,7,143,19,757,3,1359,116,107,7,187,13,85,13,89,12,502,3,1131,81,28,3,123,10,76,5,45,6,135,4,508,130,39,3,96,6,53,3,42,13,137,4,521,236,39,11,172,14,77,8,52,17,187,7,821,139,14,3,87,12,34,10,18,3,81,0,397,86,13,5,36,3,15,4,10,7,44,0,217,38,3,0,14,0,11,0,7,5,18,0,91,49,18,5,43,7,15,0,9
SED10010,0,0,0,0,0,0,0,3,0,233,3,239,0,0,0,0,0,0,0,0,0,46,0,59,0,0,0,0,0,0,0,13,0,30,0,52,0,0,0,0,0,0,0,9,0,23,0,39,0,4,0,0,0,5,0,31,3,262,4,311,0,8,0,3,0,26,0,44,7,85,0,176,0,19,0,8,0,65,3,50,12,689,10,857,5,18,0,20,3,153,0,59,7,161,4,435,18,46,3,86,3,173,3,49,15,183,8,583,83,29,3,112,5,133,3,26,3,96,8,514,106,13,6,93,11,102,6,15,10,33,0,390,183,12,3,96,10,67,5,10,10,26,0,417,470,16,7,139,21,104,0,11,3,36,3,815,345,3,7,68,10,20,0,4,0,11,0,475,170,8,0,33,4,8,0,3,0,5,0,237,100,0,3,6,3,12,0,0,0,0,0,124,96,3,0,16,10,13,0,3
