SED_CODE_2016,NegNil_Inc_BE_WFT,NegNil_Inc_BE_WPT,NegNil_Inc_BE_BAW,NegNil_Inc_1EFT_OthPT,NegNil_Inc_1EFT_OthAW,NegNil_Inc_1EFT_OthNW,NegNil_Inc_1EPT_OthAW,NegNil_Inc_1EPT_OthNW,NegNil_Inc_1AW_OthNW,NegNil_Inc_BNW,NegNil_Inc_LFsta_NS,NegNil_Inc_Tot,I_1_149_BE_WFT,I_1_149_BE_WPT,I_1_149_BE_BAW,I_1_149_1EFT_OthPT,I_1_149_1EFT_OthAW,I_1_149_1EFT_OthNW,I_1_149_1EPT_OthAW,I_1_149_1EPT_OthNW,I_1_149_1AW_OthNW,I_1_149_BNW,I_1_149_LFsta_NS,I_1_149_Tot,I_150_299_BE_WFT,I_150_299_BE_WPT,I_150_299_BE_BAW,I_150_299_1EFT_OthPT,I_150_299_1EFT_OthAW,I_150_299_1EFT_OthNW,I_150_299_1EPT_OthAW,I_150_299_1EPT_OthNW,I_150_299_1AW_OthNW,I_150_299_BNW,I_150_299_LFsta_NS,I_150_299_Tot,I_300_399_BE_WFT,I_300_399_BE_WPT,I_300_399_BE_BAW,I_300_399_1EFT_OthPT,I_300_399_1EFT_OthAW,I_300_399_1EFT_OthNW,I_300_399_1EPT_OthAW,I_300_399_1EPT_OthNW,I_300_399_1AW_OthNW,I_300_399_BNW,I_300_399_LFsta_NS,I_300_399_Tot,I_400_499_BE_WFT,I_400_499_BE_WPT,I_400_499_BE_BAW,I_400_499_1EFT_OthPT,I_400_499_1EFT_OthAW,I_400_499_1EFT_OthNW,I_400_499_1EPT_OthAW,I_400_499_1EPT_OthNW,I_400_499_1AW_OthNW,I_400_499_BNW,I_400_499_LFsta_NS,I_400_499_Tot,I_500_649_BE_WFT,I_500_649_BE_WPT,I_500_649_BE_BAW,I_500_649_1EFT_OthPT,I_500_649_1EFT_OthAW,I_500_649_1EFT_OthNW,I_500_649_1EPT_OthAW,I_500_649_1EPT_OthNW,I_500_649_1AW_OthNW,I_500_649_BNW,I_500_649_LFsta_NS,I_500_649_Tot,I_650_799_BE_WFT,I_650_799_BE_WPT,I_650_799_BE_BAW,I_650_799_1EFT_OthPT,I_650_799_1EFT_OthAW,I_650_799_1EFT_OthNW,I_650_799_1EPT_OthAW,I_650_799_1EPT_OthNW,I_650_799_1AW_OthNW,I_650_799_BNW,I_650_799_LFsta_NS,I_650_799_Tot,I_800_999_BE_WFT,I_800_999_BE_WPT,I_800_999_BE_BAW,I_800_999_1EFT_OthPT,I_800_999_1EFT_OthAW,I_800_999_1EFT_OthNW,I_800_999_1EPT_OthAW,I_800_999_1EPT_OthNW,I_800_999_1AW_OthNW,I_800_999_BNW,I_800_999_LFsta_NS,I_800_999_Tot,I_1000_1249_BE_WFT,I_1000_1249_BE_WPT,I_1000_1249_BE_BAW,I_1000_1249_1EFT_OthPT,I_1000_1249_1EFT_OthAW,I_1000_1249_1EFT_OthNW,I_1000_1249_1EPT_OthAW,I_1000_1249_1EPT_OthNW,I_1000_1249_1AW_OthNW,I_1000_1249_BNW,I_1000_1249_LFsta_NS,I_1000_1249_Tot,I_1250_1499_BE_WFT,I_1250_1499_BE_WPT,I_1250_1499_BE_BAW,I_1250_1499_1EFT_OthPT,I_1250_1499_1EFT_OthAW,I_1250_1499_1EFT_OthNW,I_1250_1499_1EPT_OthAW,I_1250_1499_1EPT_OthNW,I_1250_1499_1AW_OthNW,I_1250_1499_BNW,I_1250_1499_LFsta_NS,I_1250_1499_Tot,I_1500_1749_BE_WFT,I_1500_1749_BE_WPT,I_1500_1749_BE_BAW,I_1500_1749_1EFT_OthPT,I_1500_1749_1EFT_OthAW,I_1500_1749_1EFT_OthNW,I_1500_1749_1EPT_OthAW,I_1500_1749_1EPT_OthNW,I_1500_1749_1AW_OthNW,I_1500_1749_BNW,I_1500_1749_LFsta_NS,I_1500_1749_Tot,I_1750_1999_BE_WFT,I_1750_1999_BE_WPT,I_1750_1999_BE_BAW,I_1750_1999_1EFT_OthPT,I_1750_1999_1EFT_OthAW,I_1750_1999_1EFT_OthNW,I_1750_1999_1EPT_OthAW,I_1750_1999_1EPT_OthNW,I_1750_1999_1AW_OthNW,I_1750_1999_BNW,I_1750_1999_LFsta_NS,I_1750_1999_Tot,I_2000_2499_BE_WFT,I_2000_2499_BE_WPT,I_2000_2499_BE_BAW,I_2000_2499_1EFT_OthPT,I_2000_2499_1EFT_OthAW,I_2000_2499_1EFT_OthNW,I_2000_2499_1EPT_OthAW,I_2000_2499_1EPT_OthNW,I_2000_2499_1AW_OthNW,I_2000_2499_BNW,I_2000_2499_LFsta_NS,I_2000_2499_Tot,I_2500_2999_BE_WFT,I_2500_2999_BE_WPT,I_2500_2999_BE_BAW,I_2500_2999_1EFT_OthPT,I_2500_2999_1EFT_OthAW,I_2500_2999_1EFT_OthNW,I_2500_2999_1EPT_OthAW,I_2500_2999_1EPT_OthNW,I_2500_2999_1AW_OthNW,I_2500_2999_BNW,I_2500_2999_LFsta_NS,I_2500_2999_Tot,I_3000_3499_BE_WFT,I_3000_3499_BE_WPT,I_3000_3499_BE_BAW,I_3000_3499_1EFT_OthPT,I_3000_3499_1EFT_OthAW,I_3000_3499_1EFT_OthNW,I_3000_3499_1EPT_OthAW,I_3000_3499_1EPT_OthNW,I_3000_3499_1AW_OthNW,I_3000_3499_BNW,I_3000_3499_LFsta_NS,I_3000_3499_Tot,I_3500_3999_BE_WFT,I_3500_3999_BE_WPT,I_3500_3999_BE_BAW,I_3500_3999_1EFT_OthPT,I_3500_3999_1EFT_OthAW,I_3500_3999_1EFT_OthNW,I_3500_3999_1EPT_OthAW,I_3500_3999_1EPT_OthNW,I_3500_3999_1AW_OthNW,I_3500_3999_BNW,I_3500_3999_LFsta_NS,I_3500_3999_Tot,I_4000more_BE_WFT,I_4000more_BE_WPT,I_4000more_BE_BAW,I_4000more_1EFT_OthPT,I_4000more_1EFT_OthAW,I_4000more_1EFT_OthNW,I_4000more_1EPT_OthAW,I_4000more_1EPT_OthNW
SED10011,4,0,0,0,0,0,0,0,0,15,0,23,0,0,0,0,0,3,0,0,0,4,0,9,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,6,0,4,0,3,0,3,0,11,0,18,0,39,0,6,0,4,0,8,0,16,0,18,0,58,3,12,0,10,0,16,0,33,0,34,0,106,7,23,0,22,0,53,4,36,8,39,0,190,16,38,0,74,8,131,4,68,11,74,0,415,35,58,0,147,11,150,7,46,4,60,3,523,43,45,0,196,10,180,11,34,6,38,0,562,53,37,0,222,26,169,4,22,6,40,0,576,238,68,9,532,58,308,12,45,11,50,0,1341,295,46,3,543,63,121,14,27,14,28,0,1151,278,21,10,317,44,60,9,12,3,16,0,763,229,9,0,147,20,91,3,16,3,9,0,527,473,20,11,327,46,97,3,16
SED10012,0,0,0,0,0,5,0,5,3,104,0,123,3,0,0,0,0,3,0,4,0,34,0,49,0,0,0,0,0,5,3,33,6,65,0,112,0,0,0,0,0,5,0,42,0,32,0,85,0,9,0,0,0,23,3,60,5,122,4,233,4,16,0,3,0,51,0,106,9,148,0,346,13,32,3,24,0,124,6,98,22,244,0,560,18,29,0,39,3,261,3,103,18,241,0,713,37,59,9,86,4,338,7,129,26,286,8,990,71,41,3,126,7,335,4,86,13,239,9,939,93,37,4,141,10,238,9,78,13,190,0,810,136,24,3,136,11,203,5,53,12,163,3,747,342,43,9,244,28,330,8,78,9,212,3,1313,265,22,10,205,27,154,3,62,11,126,3,877,216,9,3,135,19,110,8,19,3,85,0,597,129,15,3,67,16,68,3,23,6,36,0,359,244,14,11,123,15,84,0,18
SED10013,4,0,0,0,0,0,0,0,3,28,0,40,0,0,0,0,0,0,0,0,0,4,0,16,0,0,0,0,0,5,3,5,3,9,0,31,0,0,0,0,0,3,0,3,0,8,0,16,0,5,0,3,0,4,0,10,0,26,0,42,0,0,0,4,4,20,5,18,3,28,0,84,0,10,0,7,0,47,0,33,9,31,0,148,6,18,0,29,3,110,3,32,3,56,3,275,24,20,5,102,8,192,3,44,10,72,0,477,53,34,11,225,24,256,0,41,3,76,4,727,89,32,5,285,22,298,7,47,6,65,4,866,131,31,6,380,47,257,4,32,19,47,3,959,531,71,18,826,104,438,22,43,27,60,5,2149,651,35,17,762,119,194,25,34,9,33,3,1889,566,23,20,506,101,98,12,13,0,26,0,1375,445,18,10,223,59,149,7,13,13,6,0,937,856,27,20,507,74,172,5,16
SED10014,0,0,0,0,0,4,0,4,0,25,0,35,0,0,0,0,0,0,0,0,0,15,0,19,0,0,0,3,0,3,0,10,0,21,0,43,0,0,0,0,0,3,0,3,4,14,0,29,0,0,0,0,0,9,0,21,3,67,0,111,0,4,0,4,3,32,0,38,3,58,0,145,4,3,0,8,0,50,0,47,11,92,3,224,6,16,0,25,0,178,0,68,11,99,4,400,10,26,4,92,3,270,3,80,14,138,4,651,50,30,3,200,15,273,3,80,11,101,9,773,89,19,6,214,28,280,3,56,14,77,0,782,117,29,3,222,25,238,12,36,18,69,3,765,469,56,18,413,53,342,17,48,12,91,3,1513,395,24,8,316,44,142,9,39,3,62,0,1045,291,19,5,178,28,85,11,17,0,22,3,664,191,7,3,106,20,59,3,5,3,7,0,408,343,14,3,180,21,90,3,9
SED10015,3,0,0,0,0,7,0,0,0,76,0,95,0,0,0,3,0,3,0,3,3,21,0,26,0,0,0,0,0,3,0,26,7,33,0,73,0,0,0,0,0,7,0,22,0,16,0,43,0,7,0,0,0,22,0,41,9,76,5,159,0,5,0,7,0,56,3,90,13,70,0,247,4,15,3,14,0,116,0,85,12,121,0,381,14,50,0,48,3,245,3,113,22,109,3,609,36,85,3,127,10,323,3,104,21,162,4,880,80,52,4,211,15,289,9,74,9,151,3,905,104,40,4,194,13,229,5,54,10,125,4,786,131,45,3,193,18,200,9,47,5,110,0,757,426,57,8,421,58,324,15,61,12,173,3,1567,342,44,10,382,30,130,12,43,11,79,0,1075,277,15,9,258,39,72,7,23,5,44,0,755,218,21,4,124,31,113,0,15,7,21,0,554,499,25,12,343,57,147,7,21
SED10016,8,0,0,3,0,0,0,3,3,26,0,51,0,0,0,0,0,4,0,3,0,9,0,18,3,0,0,0,0,3,0,3,0,15,0,27,0,0,0,0,0,0,0,6,0,8,0,19,0,0,0,0,0,5,0,9,0,15,0,39,3,7,0,5,0,29,0,20,0,27,0,91,4,7,0,12,0,21,0,23,0,37,3,112,13,20,0,28,0,74,0,33,11,36,0,204,21,38,4,68,8,119,9,46,5,50,0,373,46,37,0,128,6,148,6,30,3,47,0,450,51,23,3,160,15,169,0,41,8,44,0,522,78,29,3,208,19,208,0,31,6,51,0,636,327,57,12,561,44,527,4,55,12,106,0,1709,457,59,13,662,52,187,18,34,9,55,4,1539,559,34,8,555,53,119,6,38,3,35,0,1408,459,24,4,268,33,367,12,21,7,28,3,1218,1653,66,19,1155,100,445,22,48
SED10017,4,0,0,0,3,0,0,0,0,12,0,22,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,3,3,11,0,27,0,0,0,0,0,4,0,4,0,9,0,13,5,3,0,3,0,4,0,9,0,25,0,49,0,10,0,3,0,11,0,17,3,38,0,87,0,11,0,7,0,25,3,33,3,104,0,189,4,20,0,28,3,89,4,57,4,106,0,314,17,33,3,103,15,187,6,72,14,141,3,591,49,38,5,224,32,209,11,55,13,112,3,752,63,36,10,293,23,209,4,38,8,76,0,755,127,32,5,313,34,181,14,28,8,61,0,812,322,56,19,512,64,297,33,42,19,45,3,1411,298,41,9,504,58,104,11,10,10,33,0,1079,234,8,3,231,38,50,10,9,5,12,0,601,158,7,9,99,11,73,0,4,3,3,0,362,224,12,9,229,29,75,8,3
SED10018,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,3,0,0,0,0,0,6,0,7,0,0,0,3,0,0,0,4,0,5,0,13,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,4,0,7,0,14,0,28,0,0,0,0,0,3,3,12,3,29,0,51,4,7,0,17,0,19,4,29,4,54,3,141,4,15,4,20,3,57,3,35,4,56,3,200,16,35,0,57,5,109,5,55,11,96,0,385,35,34,3,166,15,135,8,34,9,92,3,522,33,35,4,201,19,118,5,33,3,54,0,511,67,37,4,257,15,129,5,28,10,52,3,606,232,55,9,601,58,258,20,36,15,69,0,1353,287,57,9,614,64,117,15,29,6,26,0,1221,276,31,8,473,55,60,13,9,6,23,0,945,183,22,0,179,37,98,10,10,6,3,0,539,389,30,11,481,52,132,8,27
SED10019,3,0,0,0,0,0,0,3,0,14,0,28,3,0,0,0,0,0,0,0,0,11,0,15,0,3,0,0,0,0,0,0,3,14,0,29,0,0,0,0,0,0,0,5,0,4,0,11,3,4,0,3,0,3,0,17,0,32,0,64,0,12,0,13,3,17,0,24,3,50,0,122,14,19,0,7,0,52,3,43,7,93,0,243,18,32,3,48,0,85,7,63,12,119,3,387,34,67,9,142,15,183,16,89,20,137,4,699,67,40,8,212,24,183,14,61,10,96,0,712,78,46,5,215,17,122,14,44,11,66,3,614,115,37,4,218,25,100,6,34,10,37,0,582,224,47,8,320,35,131,17,26,14,40,3,849,221,20,8,181,22,45,8,8,3,21,0,544,132,14,3,97,14,23,5,3,0,6,3,291,70,5,5,31,6,30,0,4,0,3,0,160,87,5,0,63,3,20,0,0
SED10020,4,0,0,0,0,5,0,4,0,14,3,33,0,0,0,4,0,3,0,5,0,10,0,16,0,0,0,0,0,0,0,3,0,11,0,22,0,0,0,0,0,0,0,3,0,0,0,4,0,3,0,5,0,0,0,16,3,33,0,62,4,3,0,3,0,8,0,14,0,37,3,79,9,19,0,15,0,42,4,37,3,69,0,192,19,21,0,31,3,89,7,62,4,82,3,312,23,59,3,130,9,169,11,58,11,104,9,579,67,80,6,202,18,174,3,46,7,81,4,686,80,45,5,257,23,124,3,52,6,52,3,652,116,33,6,238,25,104,11,27,8,29,0,588,305,56,11,444,43,169,12,22,11,36,0,1103,249,30,8,289,33,66,7,12,3,19,3,715,174,22,6,177,13,19,9,9,0,14,0,441,116,7,0,68,18,56,5,4,4,3,0,284,155,13,0,146,9,31,9,9
SED10021,0,0,0,3,0,4,0,0,0,17,0,31,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,3,0,0,0,7,0,4,0,15,0,0,0,0,0,3,0,3,0,6,0,12,0,0,0,0,0,3,0,7,0,10,0,23,4,3,0,0,0,7,0,14,0,8,0,40,0,4,0,9,0,15,0,8,0,18,0,52,3,8,0,10,3,32,0,17,0,14,0,101,11,13,0,32,0,47,0,24,7,33,0,163,26,22,0,50,3,73,0,20,3,36,0,236,21,15,0,82,6,68,4,20,0,28,0,250,33,15,0,98,8,78,5,17,5,25,0,281,118,44,7,247,28,181,7,33,14,33,0,715,164,33,3,322,38,74,7,8,4,33,3,703,189,29,9,266,61,53,4,27,0,13,0,651,192,15,8,155,56,369,9,30,12,27,5,867,1294,74,19,1220,186,448,27,52
SED10022,3,0,3,4,0,0,0,6,0,14,0,27,0,0,0,0,0,0,0,0,0,4,0,6,4,0,0,3,0,3,0,3,0,20,0,34,3,0,0,0,0,4,0,7,0,8,0,23,7,0,0,11,0,3,0,12,4,51,0,84,9,5,0,4,3,14,3,20,0,46,0,101,3,12,3,18,3,31,3,23,0,73,3,171,23,19,3,57,4,86,7,51,8,78,3,340,48,33,4,164,12,170,12,48,16,105,3,611,91,38,7,282,23,156,9,35,6,57,3,702,82,32,5,253,23,103,15,31,5,31,0,587,123,24,3,238,27,90,10,13,4,25,0,571,305,27,13,380,48,137,6,13,8,31,0,979,220,18,6,234,20,40,10,8,5,16,3,580,145,8,5,146,21,17,3,3,0,0,0,359,96,0,3,51,6,27,3,6,3,3,0,194,143,4,4,111,19,31,3,4
SED10023,0,0,0,0,0,7,0,0,0,7,0,20,0,0,0,0,0,0,0,0,3,5,0,8,0,0,0,4,0,0,0,3,0,9,0,23,0,0,0,0,0,0,0,6,0,5,0,10,3,0,0,0,0,0,0,3,3,13,0,26,0,3,0,4,0,6,0,6,0,5,0,31,3,4,0,7,0,10,0,8,0,15,0,52,3,7,0,21,0,39,0,23,0,30,0,119,10,16,3,50,4,67,0,16,10,40,0,208,20,23,0,91,3,86,5,24,6,48,0,317,14,26,3,122,9,90,3,24,0,37,4,337,60,28,0,206,11,115,0,13,0,36,0,472,179,40,7,464,44,252,12,61,9,47,0,1122,260,41,9,573,55,103,18,34,5,46,0,1143,317,20,8,466,65,66,11,27,6,29,0,1019,278,24,9,242,35,235,5,34,5,20,0,884,957,58,35,1167,130,318,24,54
SED10024,5,0,0,6,0,12,0,7,0,51,0,77,3,0,0,0,0,0,0,0,0,13,0,22,0,0,0,3,0,0,0,3,0,12,0,16,0,0,0,0,0,0,0,3,0,6,0,14,0,9,0,3,0,10,0,6,3,17,0,42,0,4,0,3,0,20,0,13,0,16,0,64,4,9,0,8,3,21,3,28,3,20,0,95,0,16,0,18,0,52,0,22,4,36,0,146,11,28,0,39,3,67,3,35,0,53,0,246,32,23,0,64,5,77,5,31,5,43,0,298,25,26,3,103,5,111,3,30,0,44,0,351,48,31,5,123,10,89,5,26,3,49,0,389,156,37,6,298,25,305,4,63,8,87,0,986,217,34,10,399,29,121,6,29,12,56,0,922,284,33,7,392,28,80,6,34,0,52,0,913,292,23,6,208,21,528,6,37,12,57,0,1183,1802,100,13,1949,136,768,29,97
SED10025,0,0,0,3,0,7,0,5,3,45,0,62,0,0,0,0,0,0,0,3,0,10,0,15,0,0,0,0,0,0,0,4,0,4,0,17,0,0,0,0,0,3,0,8,0,3,0,12,0,0,0,3,0,7,0,14,3,23,0,44,0,3,0,7,0,19,3,21,3,19,0,74,5,11,0,12,0,28,0,18,0,34,0,112,4,25,0,13,4,75,0,29,3,43,3,190,19,20,0,40,4,115,0,45,4,81,0,336,34,29,3,108,7,92,6,35,7,72,3,388,27,21,0,113,4,113,8,29,0,58,0,372,56,22,3,112,14,123,7,34,6,59,0,436,224,38,4,347,49,325,8,52,9,91,3,1145,258,35,4,356,34,136,11,32,7,71,0,943,289,19,9,313,40,73,14,16,6,32,0,809,265,14,3,178,50,340,4,28,8,32,4,924,1199,62,19,1004,151,354,20,63
SED10026,0,0,0,3,0,5,0,0,0,13,0,21,3,0,0,0,0,0,0,3,0,4,0,11,6,5,0,3,0,7,0,3,0,12,0,26,3,0,0,0,0,0,0,3,0,5,0,16,7,4,0,3,0,4,0,4,0,24,0,48,5,3,0,11,0,24,3,12,0,34,0,90,13,9,0,19,0,39,0,25,3,75,0,188,23,14,0,37,5,86,5,41,6,71,0,293,38,37,8,130,9,174,3,34,11,79,7,521,95,43,5,195,18,137,7,42,7,61,3,614,80,29,3,223,18,162,15,17,11,26,3,598,146,17,0,245,24,132,7,16,5,20,0,625,343,44,7,430,47,190,14,19,4,28,0,1129,332,24,7,385,57,73,12,3,3,8,0,919,268,11,7,198,35,21,11,6,3,11,0,563,154,4,8,85,20,59,0,7,7,0,0,347,276,8,11,204,32,38,4,7
SED10027,3,3,0,0,0,0,0,3,4,31,0,49,0,0,0,0,0,0,0,0,0,7,0,14,0,0,0,3,0,3,0,16,3,34,0,61,0,3,0,4,0,0,0,9,0,25,0,41,0,3,0,3,0,8,0,37,6,52,0,105,0,11,0,4,0,40,3,48,3,51,0,169,3,15,0,13,0,84,3,66,7,83,0,275,7,16,0,29,3,147,0,76,12,91,3,377,22,37,0,97,12,210,10,70,14,138,0,608,50,49,3,163,10,240,4,73,13,127,0,737,70,41,3,177,22,256,10,41,3,98,5,719,134,25,4,201,19,205,6,40,7,70,3,729,432,64,9,501,60,383,15,70,11,157,4,1696,419,33,8,472,43,154,4,35,0,66,3,1249,344,19,6,321,56,85,10,30,3,42,3,920,257,10,4,151,31,125,0,18,5,31,4,626,558,32,11,385,48,130,16,33
SED10028,0,0,0,3,0,3,0,3,0,71,0,86,3,0,0,0,0,0,0,3,0,14,0,22,0,4,0,0,0,5,0,8,0,13,0,32,0,0,0,0,0,0,0,15,0,7,0,22,0,4,0,0,0,9,0,24,0,34,0,77,0,4,0,3,0,29,0,28,4,40,0,112,3,20,0,12,3,39,0,41,3,48,0,178,13,21,3,35,3,76,4,61,11,48,0,270,26,39,0,64,3,150,4,45,8,80,3,430,42,39,4,103,8,154,3,59,8,61,0,471,43,27,3,115,8,209,4,36,0,58,0,504,66,35,3,139,15,229,4,34,8,59,0,583,262,60,10,368,43,501,10,59,9,118,4,1439,371,47,4,499,36,178,6,46,4,76,3,1285,415,27,3,402,32,106,7,40,7,50,0,1093,390,24,4,239,29,342,3,28,7,33,0,1106,1583,73,19,1178,100,508,20,70
SED10029,0,0,0,0,0,5,0,8,0,146,0,159,0,0,0,0,0,5,0,7,0,35,0,58,0,0,0,0,0,6,0,26,3,79,0,115,0,0,0,0,0,6,0,28,0,36,0,78,0,6,0,3,0,14,0,66,6,247,3,343,3,13,0,6,6,45,0,109,14,233,3,428,0,17,0,23,0,135,0,135,16,382,8,723,10,32,4,34,5,261,3,170,17,362,5,906,36,36,0,78,9,354,5,142,15,391,10,1089,90,46,3,135,8,307,5,121,21,259,5,1005,63,37,3,114,16,243,10,71,15,213,6,787,131,27,4,137,13,209,7,56,16,200,3,804,313,30,16,225,27,280,7,59,19,222,5,1207,256,23,5,179,24,162,11,42,8,137,3,852,169,14,6,114,19,76,0,24,7,85,0,503,108,7,0,50,6,64,0,3,3,41,0,287,177,11,5,75,14,75,3,13
SED10030,0,0,0,0,0,3,0,0,0,13,0,17,0,0,0,3,0,3,0,3,0,9,0,14,0,0,0,0,0,0,0,8,0,11,0,20,0,0,0,0,0,6,0,3,0,7,0,13,0,0,0,3,0,3,0,7,0,32,0,48,0,3,0,6,0,12,0,22,3,34,0,82,4,12,0,6,4,22,3,24,6,51,0,135,3,24,0,24,3,83,7,35,5,63,3,260,14,35,3,90,7,159,8,58,21,83,3,486,29,41,6,169,12,214,3,54,18,78,0,624,46,26,3,214,16,196,5,39,9,48,0,606,83,28,4,200,26,182,5,19,9,46,0,603,250,48,6,499,56,270,22,46,15,68,4,1284,268,24,5,394,41,94,7,23,4,32,3,908,182,17,8,214,30,41,8,7,3,10,0,532,145,8,3,76,18,82,4,5,4,8,0,357,255,13,9,209,27,80,3,8
SED10031,6,0,0,0,0,3,0,0,0,14,0,21,3,3,0,0,0,0,0,3,3,4,0,19,0,0,0,3,0,4,0,0,0,5,0,11,0,0,0,0,0,3,0,3,0,9,0,15,3,0,0,9,0,4,0,14,0,17,0,42,3,0,0,3,3,13,0,23,0,18,0,75,3,17,0,17,3,18,3,19,9,33,4,125,14,21,3,39,3,70,6,40,7,68,3,272,31,40,4,97,14,130,13,49,6,77,3,455,48,34,4,203,20,156,10,46,5,38,0,561,79,41,5,231,20,137,8,31,9,51,3,602,113,29,7,239,23,116,6,18,13,31,0,589,300,44,23,481,61,209,24,31,16,39,5,1235,313,40,13,390,41,87,19,21,14,20,0,955,265,20,3,228,43,35,6,9,5,8,3,629,206,8,8,99,18,57,4,8,3,4,0,413,434,18,5,266,39,82,13,6
SED10032,0,0,0,0,0,3,0,5,3,141,3,154,0,0,0,0,0,3,0,5,3,40,0,50,0,0,0,0,0,5,0,23,3,57,0,92,0,3,0,0,0,10,0,29,3,29,0,69,0,3,0,0,3,14,0,69,5,189,0,289,0,8,5,11,0,67,3,97,22,144,0,359,9,22,5,21,0,150,0,130,24,208,8,579,8,35,4,47,0,283,5,154,18,195,3,758,25,46,0,132,5,423,0,156,28,222,6,1041,78,58,6,194,16,394,18,84,24,155,9,1029,96,30,7,202,13,354,7,63,11,116,0,909,157,37,3,179,22,298,4,53,16,104,3,876,393,42,8,352,55,467,14,77,23,163,7,1599,356,35,11,281,31,149,11,40,8,98,0,1016,284,13,3,179,26,87,8,24,3,56,3,678,180,6,7,78,19,109,3,13,3,25,0,444,346,18,13,191,31,121,3,35
SED10033,3,0,0,9,0,0,0,0,0,11,0,24,0,0,0,0,0,3,0,0,0,6,0,6,3,0,0,0,0,3,0,3,0,7,0,13,0,0,0,0,0,0,0,3,0,3,0,8,0,0,0,0,0,4,0,8,0,21,3,37,3,3,0,5,0,4,4,20,0,17,3,62,7,7,0,13,0,23,0,23,0,34,0,98,11,16,0,44,3,78,0,31,3,41,0,232,15,33,0,111,7,135,6,44,14,64,3,435,44,38,0,197,16,179,3,29,15,60,0,589,72,32,5,262,19,220,7,37,16,51,3,717,108,26,5,301,20,184,8,27,6,38,0,730,346,56,16,588,67,295,9,34,12,54,3,1469,408,38,13,522,48,137,12,22,7,34,4,1246,329,15,4,333,48,74,11,10,3,20,3,847,296,14,6,162,30,103,3,8,6,5,3,634,603,27,9,421,27,144,15,13
SED10034,0,0,0,3,0,3,0,3,0,7,0,21,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,3,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,11,0,9,0,28,0,3,0,5,0,9,0,16,3,17,0,48,7,3,0,3,0,22,0,13,0,20,0,74,3,14,0,23,0,45,0,17,3,33,0,142,15,19,3,63,5,111,4,39,3,61,3,321,42,32,4,156,14,119,6,27,8,57,0,462,45,35,3,225,17,152,10,33,7,53,0,566,68,31,0,328,18,165,6,22,7,42,0,699,286,44,6,739,68,361,21,57,14,74,0,1678,428,46,15,866,77,153,18,38,20,47,0,1698,420,32,12,588,69,98,12,31,6,32,0,1309,336,25,13,282,53,135,4,12,3,12,0,870,796,37,13,836,79,201,17,26
SED10035,0,0,0,3,0,5,0,0,0,42,0,52,0,0,0,0,0,3,0,3,0,10,0,10,0,0,0,0,0,0,0,11,0,11,0,19,0,0,0,0,0,0,0,5,0,7,0,11,0,3,0,3,0,6,0,22,3,26,0,66,0,3,0,0,0,26,0,29,4,30,0,99,4,15,0,9,0,43,0,36,5,59,0,169,14,21,4,20,0,81,0,47,6,55,4,251,12,33,0,56,3,148,3,49,4,74,7,392,37,27,0,98,15,139,0,44,0,73,0,433,50,19,3,139,4,157,8,29,4,58,0,483,76,15,3,121,7,128,6,20,7,59,3,459,241,36,9,311,42,260,6,45,6,74,3,1033,292,29,5,323,56,102,9,19,4,44,3,887,276,23,10,227,70,71,8,16,4,32,0,735,198,7,8,134,40,143,5,9,7,15,0,566,710,32,8,545,146,199,11,26
SED10036,3,0,0,0,0,4,0,3,3,56,0,64,0,0,0,0,0,0,0,3,0,17,0,28,0,0,0,0,0,3,0,13,0,31,0,47,0,0,0,0,0,0,0,12,0,31,0,44,0,4,0,0,0,16,0,27,5,92,0,142,0,3,0,11,0,38,0,62,4,70,0,188,3,14,0,13,0,78,0,65,7,111,3,287,7,11,3,34,0,181,3,82,10,141,4,487,30,39,3,88,11,268,10,87,22,168,0,718,59,38,3,204,17,309,10,75,19,132,4,869,106,32,6,244,20,294,3,54,24,117,3,902,148,27,7,271,19,303,13,38,11,100,3,933,556,51,17,581,72,419,21,55,15,136,9,1923,575,35,17,521,80,201,21,40,12,73,0,1565,478,22,11,312,56,109,13,25,3,51,3,1091,350,18,5,165,33,134,3,12,5,17,0,739,706,26,11,402,54,151,9,15
