SED_CODE_2016,Canada_Before_1946,Canada_1946_1955,Canada_1956_1965,Canada_1966_1975,Canada_1976_1985,Canada_1986_1995,Canada_1996_2005,Canada_2006_2010,Canada_2011,Canada_2012,Canada_2013,Canada_2014,Canada_2015,Canada_2016,Canada_Yr_arrival_NS,Canada_Tot,China_exc_SARs_Taiw_Bef_1946,China_exc_SARs_Taiwan_46_55,China_exc_SARs_Taiwan_56_65,China_exc_SARs_Taiwan_66_75,China_exc_SARs_Taiwan_76_85,China_exc_SARs_Taiwan_86_95,China_exc_SARs_Taiwan_96_05,China_exc_SARs_Taiwan_06_10,China_exc_SARs_Taiwan_2011,China_exc_SARs_Taiwan_2012,China_exc_SARs_Taiwan_2013,China_exc_SARs_Taiwan_2014,China_exc_SARs_Taiwan_2015,China_exc_SARs_Taiwan_2016,China_exc_SARs_Tawan_arr_ns,China_exc_SARs_Taiwan_Tot,Croatia_Before_1946,Croatia_1946_1955,Croatia_1956_1965,Croatia_1966_1975,Croatia_1976_1985,Croatia_1986_1995,Croatia_1996_2005,Croatia_2006_2010,Croatia_2011,Croatia_2012,Croatia_2013,Croatia_2014,Croatia_2015,Croatia_2016,Croatia_Yr_arrival_NS,Croatia_Tot,Egypt_Before_1946,Egypt_1946_1955,Egypt_1956_1965,Egypt_1966_1975,Egypt_1976_1985,Egypt_1986_1995,Egypt_1996_2005,Egypt_2006_2010,Egypt_2011,Egypt_2012,Egypt_2013,Egypt_2014,Egypt_2015,Egypt_2016,Egypt_Yr_arrival_NS,Egypt_Tot,Fiji_Before_1946,Fiji_1946_1955,Fiji_1956_1965,Fiji_1966_1975,Fiji_1976_1985,Fiji_1986_1995,Fiji_1996_2005,Fiji_2006_2010,Fiji_2011,Fiji_2012,Fiji_2013,Fiji_2014,Fiji_2015,Fiji_2016,Fiji_Yr_arrival_NS,Fiji_Tot,Germany_Before_1946,Germany_1946_1955,Germany_1956_1965,Germany_1966_1975,Germany_1976_1985,Germany_1986_1995,Germany_1996_2005,Germany_2006_2010,Germany_2011,Germany_2012,Germany_2013,Germany_2014,Germany_2015,Germany_2016,Germany_Yr_arrival_NS,Germany_Tot,Greece_Before_1946,Greece_1946_1955,Greece_1956_1965,Greece_1966_1975,Greece_1976_1985,Greece_1986_1995,Greece_1996_2005,Greece_2006_2010,Greece_2011,Greece_2012,Greece_2013,Greece_2014,Greece_2015,Greece_2016,Greece_Yr_arrival_NS,Greece_Tot,Hng_Kng_SAR_China_Bfre_1946,Hng_Kng_SAR_China_1946_1955,Hng_Kng_SAR_China_1956_1965,Hng_Kng_SAR_China_1966_1975,Hng_Kng_SAR_China_1976_1985,Hng_Kng_SAR_China_1986_1995,Hng_Kng_SAR_China_1996_2005,Hng_Kng_SAR_China_2006_2010,Hong_Kong_SAR_China_2011,Hong_Kong_SAR_China_2012,Hong_Kong_SAR_China_2013,Hong_Kong_SAR_China_2014,Hong_Kong_SAR_China_2015,Hong_Kong_SAR_China_2016,Hng_Kng_SAR_Chna_arrival_ns,Hong_Kong_SAR_China_Tot,India_Before_1946,India_1946_1955,India_1956_1965,India_1966_1975,India_1976_1985,India_1986_1995,India_1996_2005,India_2006_2010,India_2011,India_2012,India_2013,India_2014,India_2015,India_2016,India_Yr_arrival_NS,India_Tot,Indonesia_Before_1946,Indonesia_1946_1955,Indonesia_1956_1965,Indonesia_1966_1975,Indonesia_1976_1985,Indonesia_1986_1995,Indonesia_1996_2005,Indonesia_2006_2010,Indonesia_2011,Indonesia_2012,Indonesia_2013,Indonesia_2014,Indonesia_2015,Indonesia_2016,Indonesia_Yr_arrival_ns,Indonesia_Tot,Iran_Before_1946,Iran_1946_1955,Iran_1956_1965,Iran_1966_1975,Iran_1976_1985,Iran_1986_1995,Iran_1996_2005,Iran_2006_2010,Iran_2011,Iran_2012,Iran_2013,Iran_2014,Iran_2015,Iran_2016,Iran_Yr_arrival_NS,Iran_Tot,Iraq_Before_1946,Iraq_1946_1955,Iraq_1956_1965,Iraq_1966_1975,Iraq_1976_1985,Iraq_1986_1995,Iraq_1996_2005,Iraq_2006_2010,Iraq_2011,Iraq_2012,Iraq_2013,Iraq_2014,Iraq_2015,Iraq_2016,Iraq_Yr_arrival_NS,Iraq_Tot,Ireland_Before_1946,Ireland_1946_1955,Ireland_1956_1965,Ireland_1966_1975,Ireland_1976_1985,Ireland_1986_1995,Ireland_1996_2005,Ireland_2006_2010
SED10052,0,0,4,17,6,20,43,12,7,6,9,0,3,3,0,135,0,17,25,20,34,486,583,314,66,59,75,43,65,14,78,1877,0,3,65,102,11,26,19,0,0,0,0,0,0,0,7,229,0,33,83,129,37,87,63,26,11,3,6,0,7,0,13,506,3,4,3,24,45,50,38,9,0,0,0,0,0,0,3,175,4,67,63,39,26,14,46,9,0,8,0,5,0,0,15,301,0,48,269,194,29,10,14,5,3,10,7,13,3,0,26,629,0,3,7,31,82,166,63,20,3,3,0,4,3,0,9,396,0,12,8,42,38,63,98,124,17,25,20,18,25,19,23,525,0,3,3,16,26,69,50,23,0,0,10,0,7,3,3,225,0,0,0,3,10,7,5,20,3,0,5,8,0,4,0,65,0,0,0,4,3,3,5,5,0,0,0,0,0,0,0,23,0,6,19,52,21,64,68,44
SED10053,0,0,9,26,24,25,34,15,4,7,10,3,0,4,17,172,0,5,8,3,4,23,64,65,17,3,10,10,8,13,22,255,0,11,42,100,0,17,7,0,0,0,0,0,0,0,10,192,0,3,0,4,3,0,0,9,7,0,0,5,3,6,3,57,0,0,4,7,13,24,32,28,12,3,8,3,0,0,0,136,0,156,134,66,33,28,22,15,0,0,7,3,3,0,14,479,0,24,70,42,3,7,3,0,0,0,0,0,0,0,3,148,0,0,8,6,7,12,9,3,0,0,0,4,5,0,8,73,0,6,3,19,8,33,89,386,38,38,47,89,61,41,12,879,0,4,5,3,9,23,17,8,0,3,3,10,16,9,0,107,0,0,0,0,8,10,3,8,0,3,0,3,11,3,4,40,0,0,0,3,3,0,3,5,3,0,0,3,0,0,0,20,0,3,4,35,20,13,10,16
SED10054,0,0,0,9,3,4,13,5,0,0,0,0,0,0,0,38,0,4,10,3,23,128,143,168,23,14,13,22,6,8,26,581,0,4,27,159,15,28,18,0,0,0,0,0,0,0,8,262,0,3,8,76,31,147,120,98,11,21,30,33,28,10,12,625,0,0,3,21,143,763,1031,439,65,72,65,62,50,32,59,2796,0,82,37,43,12,13,15,3,3,0,0,0,0,0,6,208,0,10,50,52,7,15,13,3,0,0,0,0,0,0,7,154,0,0,0,3,16,38,21,11,0,0,4,0,3,0,6,105,0,0,3,34,57,256,807,1241,137,133,135,128,93,91,75,3182,0,4,0,14,52,74,100,27,7,0,4,5,3,0,9,299,0,0,0,9,21,34,27,31,27,31,25,0,0,7,6,216,0,0,0,7,16,144,418,241,87,43,105,42,93,28,15,1245,0,4,14,36,0,18,0,8
SED10055,0,0,3,6,11,10,24,4,6,0,0,0,0,0,0,72,0,0,31,11,53,123,131,103,32,17,15,26,9,4,19,587,0,5,53,299,33,57,28,0,0,0,0,0,0,0,11,492,0,10,8,64,35,133,73,26,10,3,9,6,3,0,15,392,0,0,0,13,81,335,224,65,11,0,11,9,5,0,12,760,0,89,49,45,28,14,13,5,0,0,0,0,0,0,4,260,0,9,51,43,6,7,10,5,3,0,0,0,0,0,10,146,0,0,0,6,17,39,8,8,0,0,0,0,0,0,7,84,0,0,4,83,96,206,338,310,47,50,50,32,18,17,26,1276,0,0,0,6,25,26,31,17,4,0,0,3,4,0,3,116,0,0,0,34,80,124,76,30,19,3,7,0,4,0,0,380,0,0,4,119,154,451,763,320,50,49,48,27,16,37,23,2070,0,3,15,45,32,34,16,21
SED10056,0,0,0,3,8,3,6,6,3,7,0,0,0,0,0,38,0,0,0,0,5,28,22,38,6,3,0,4,10,4,9,133,0,0,3,3,0,5,0,0,0,0,0,0,0,0,0,12,0,0,3,6,0,3,6,3,3,0,0,0,0,3,3,25,0,0,0,3,9,43,45,48,11,15,24,18,3,3,16,242,0,61,36,21,4,3,5,13,3,3,3,0,3,7,4,161,0,3,14,3,3,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,3,4,3,7,0,5,3,9,3,5,47,0,5,0,12,27,70,234,449,37,66,79,56,68,47,67,1222,0,0,0,0,0,0,0,6,0,0,0,0,0,3,5,19,0,0,0,0,0,0,3,4,0,3,4,0,4,0,0,17,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,12,0,0,4,9,3,15,6,12
SED10057,0,0,4,10,3,12,20,8,3,0,0,0,0,0,0,76,0,5,3,3,0,17,20,17,6,0,4,7,0,7,8,100,0,0,15,15,11,3,0,0,0,0,0,0,0,0,3,41,0,13,10,4,3,0,11,7,0,0,0,0,3,0,0,48,3,5,0,8,0,4,5,3,0,0,0,0,0,0,0,29,0,105,76,37,25,15,17,12,3,0,3,0,0,5,13,308,0,3,14,5,3,0,0,0,0,3,0,0,0,0,0,27,0,0,0,3,3,4,7,0,0,0,0,0,0,0,0,22,0,5,3,10,0,0,17,55,13,27,8,14,6,10,9,168,0,8,4,5,0,9,5,3,0,0,4,3,4,0,0,49,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,17,0,0,0,4,0,3,0,4,0,0,0,0,0,0,0,12,0,5,18,33,14,17,4,0
SED10058,0,0,9,20,14,17,36,30,11,15,6,7,12,7,9,185,0,3,8,4,13,25,63,60,15,13,16,39,42,25,13,340,0,3,11,35,3,0,0,0,0,0,0,0,0,0,4,58,0,7,10,11,3,3,0,0,0,0,0,0,0,0,0,32,0,0,0,13,5,15,12,4,0,0,0,0,0,0,3,62,0,102,35,21,16,22,28,23,7,10,3,11,8,3,10,302,3,64,102,50,6,4,3,0,3,0,0,0,0,3,8,240,0,0,0,0,12,18,11,8,0,0,3,3,3,4,0,71,0,4,3,17,10,28,41,75,11,11,18,24,25,24,15,307,0,0,0,0,5,4,15,10,0,0,0,0,0,0,3,50,0,0,0,0,3,5,7,21,5,6,10,3,12,3,3,71,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,10,20,9,43,22,29
SED10059,0,0,8,33,30,48,60,56,13,19,28,49,52,55,15,472,0,11,18,23,91,395,573,504,166,220,359,613,1278,753,302,5293,0,0,23,43,3,12,11,3,0,0,0,0,0,0,11,105,0,8,15,20,3,3,3,10,0,0,0,0,0,5,4,72,0,0,9,24,33,68,23,8,5,3,3,0,3,0,4,174,0,35,23,35,32,28,75,70,15,14,30,20,20,29,24,446,3,56,318,176,24,10,4,5,0,4,3,3,3,0,32,647,3,4,3,27,74,128,108,47,16,29,49,56,57,54,27,685,0,0,13,31,38,79,80,111,15,27,38,65,106,84,14,699,0,0,0,10,30,58,140,131,42,62,81,110,125,76,25,891,0,0,0,6,14,28,18,35,22,15,23,19,24,10,9,216,0,0,0,5,4,9,8,4,0,0,7,0,9,0,0,38,0,10,9,37,23,62,135,141
SED10060,0,4,12,47,43,50,88,59,16,14,16,22,31,8,11,411,5,23,24,19,76,442,551,395,65,100,110,110,118,44,56,2132,3,10,33,28,0,19,13,4,0,0,0,12,0,0,4,123,0,23,28,18,3,13,3,6,3,0,0,4,0,7,4,121,0,3,14,13,24,44,23,8,0,3,3,3,5,0,3,144,4,59,48,30,40,42,78,53,34,20,25,18,36,8,22,525,3,20,36,17,9,0,8,0,3,0,0,4,0,0,3,100,0,4,21,62,177,332,165,83,9,13,23,24,31,11,22,979,0,14,13,55,71,134,170,213,59,69,98,112,154,76,32,1277,3,8,3,17,22,29,62,29,7,7,10,13,14,4,12,233,0,0,5,9,41,73,35,68,23,23,16,20,31,9,8,360,0,0,3,7,4,5,8,0,0,0,5,0,0,0,0,30,0,4,20,35,35,70,88,107
SED10061,0,0,3,22,8,8,21,9,3,0,0,0,3,0,0,87,0,0,3,3,9,15,42,41,15,17,15,37,66,45,25,321,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,14,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,3,10,23,11,25,0,3,6,6,0,3,4,100,0,49,33,24,25,16,30,8,0,4,4,3,8,0,4,202,0,0,6,4,3,0,0,0,0,0,0,9,0,0,0,20,0,0,0,0,9,6,7,0,4,0,0,0,3,0,0,43,6,3,3,8,9,4,23,102,4,15,14,31,33,13,16,281,0,3,0,3,4,3,10,4,3,0,3,3,6,4,0,43,0,0,0,0,4,7,3,3,10,6,7,0,6,3,3,47,0,0,0,0,0,0,3,7,3,5,22,30,11,0,0,89,0,4,8,6,7,12,7,8
SED10062,0,4,3,10,14,10,26,12,0,0,8,0,0,0,0,94,5,30,53,64,194,1668,2311,1318,209,229,249,279,275,128,284,7293,0,5,102,219,10,37,16,7,0,0,0,0,0,0,17,410,0,39,63,144,52,156,88,74,9,16,16,21,7,4,18,707,0,0,8,19,54,105,88,28,7,3,12,3,6,3,13,349,0,39,28,28,16,13,16,17,0,7,6,9,6,3,10,185,0,82,394,319,35,26,17,12,13,23,14,9,6,0,29,988,0,0,14,79,267,654,312,69,9,18,20,23,19,8,30,1536,0,4,8,53,43,114,187,167,27,23,32,47,69,33,13,833,0,3,3,18,45,116,230,104,15,6,16,15,15,8,13,609,0,0,0,4,5,18,21,9,9,3,4,0,0,0,4,79,0,0,0,4,4,11,17,7,0,0,0,0,0,0,0,48,0,4,8,34,22,29,29,19
SED10063,0,0,0,6,3,10,6,20,3,0,0,8,0,0,0,62,0,0,21,8,30,21,35,52,6,3,4,8,8,5,12,206,0,3,14,23,0,0,0,0,0,0,0,0,0,0,7,45,0,0,3,0,0,0,9,11,0,0,0,0,0,0,0,23,0,0,0,3,9,19,7,17,3,3,0,0,4,0,0,64,0,83,23,13,13,16,10,4,0,0,0,0,0,3,3,179,0,8,14,12,3,0,0,0,0,0,0,0,0,0,0,43,0,0,3,7,22,3,3,3,0,0,0,3,0,0,0,43,0,0,0,9,4,4,35,120,41,102,32,29,22,27,9,446,0,3,3,3,0,3,6,9,3,9,0,0,3,0,3,49,0,0,0,0,3,0,3,5,3,5,7,0,0,0,0,34,0,0,0,0,0,0,3,16,0,0,0,0,0,0,0,31,0,3,13,22,9,8,9,10
SED10064,0,0,12,19,7,18,14,9,0,0,0,3,7,0,4,86,0,3,0,0,8,14,10,18,3,3,0,0,6,6,8,84,0,3,3,3,0,0,0,0,0,0,0,0,0,0,3,13,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,12,3,3,7,6,11,16,11,11,0,0,0,0,0,0,7,72,0,89,59,34,52,32,13,14,4,0,0,0,0,0,19,315,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,3,9,4,0,3,0,0,0,0,0,0,0,3,30,0,5,9,18,8,4,3,20,0,16,10,10,0,3,5,111,0,4,4,4,0,3,6,4,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,25,14,8,11,17
SED10065,0,0,6,8,12,18,28,19,3,4,6,9,3,7,5,135,7,21,52,68,180,1731,3363,2452,432,425,450,498,440,248,363,10725,0,0,16,56,13,29,18,5,0,0,0,0,0,0,3,146,0,9,21,33,17,67,34,18,6,3,19,3,19,16,8,264,0,0,3,28,78,201,157,58,8,17,12,11,17,4,23,608,0,28,36,32,18,20,32,33,9,0,5,3,11,3,5,234,3,36,120,79,11,3,0,0,0,11,3,0,3,0,20,294,0,0,12,42,258,717,435,162,23,30,41,41,44,10,27,1849,0,7,5,60,78,349,1343,3556,619,797,1210,1795,2060,1565,450,13900,0,0,3,11,56,110,251,106,13,20,11,15,6,3,12,620,0,3,0,26,71,237,341,253,136,162,341,66,70,34,37,1785,0,0,0,13,7,44,105,38,14,22,32,7,16,7,18,327,0,4,4,28,13,29,29,35
SED10066,0,0,11,10,10,12,32,8,0,3,0,7,0,0,0,92,0,5,11,11,14,60,132,150,5,33,23,22,28,23,34,553,0,4,20,71,13,16,11,0,0,0,7,0,0,4,3,139,0,16,11,37,8,19,12,17,6,10,0,0,4,0,8,139,0,0,0,9,27,67,56,20,12,0,4,0,3,0,9,211,0,136,91,51,25,12,29,9,3,3,0,0,0,3,10,374,3,18,54,28,13,7,0,3,0,0,3,0,0,0,4,137,0,0,0,9,11,20,7,4,5,0,0,0,3,0,4,70,0,7,4,68,35,89,198,446,53,92,67,83,43,30,53,1281,0,0,3,7,17,15,33,16,0,4,8,0,0,0,8,107,0,0,0,8,6,20,14,20,15,16,17,18,9,11,5,155,0,0,0,6,3,24,16,22,7,3,0,0,3,0,0,93,0,4,24,88,52,46,25,7
SED10067,0,4,17,43,37,55,50,40,5,7,10,9,6,3,13,307,3,11,4,3,11,62,89,36,3,7,12,16,28,10,19,325,3,9,59,118,7,17,18,0,0,0,0,0,0,0,9,237,0,9,17,7,3,6,0,0,3,0,0,0,0,0,0,48,0,0,11,20,4,10,9,4,0,0,0,0,0,0,3,64,6,91,52,67,62,49,101,79,22,11,10,21,4,10,19,592,0,7,17,3,0,7,4,0,0,0,0,0,0,0,4,44,7,3,4,7,19,13,14,8,4,0,3,3,0,3,4,104,0,11,5,27,11,17,37,62,0,15,7,23,10,7,14,262,0,16,9,3,17,18,20,9,3,0,3,3,3,0,4,99,0,0,4,4,16,20,13,16,9,5,8,3,0,0,3,95,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,13,3,9,15,33,22,49,63,31
SED10068,0,5,10,17,6,13,35,15,0,5,3,8,3,0,3,133,0,3,7,7,5,11,32,32,4,5,6,0,3,4,10,145,0,0,11,18,0,0,3,0,0,0,0,0,0,0,3,35,0,13,19,14,0,3,0,9,5,0,0,0,0,0,4,66,0,0,3,4,6,16,4,7,0,0,0,3,0,0,3,54,7,104,76,39,29,14,21,8,0,0,8,0,3,0,15,324,0,3,13,9,3,0,0,0,0,0,0,0,0,0,0,31,0,0,0,9,6,6,3,11,0,0,0,0,0,0,6,40,0,11,3,19,9,10,30,53,13,23,17,11,12,3,6,226,0,6,3,3,0,3,4,8,0,0,3,0,0,0,0,34,0,0,0,0,6,4,4,0,3,0,0,0,0,0,0,15,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,8,14,40,18,23,32,20
SED10069,0,3,3,19,15,12,22,18,9,8,3,3,3,0,0,118,0,3,6,3,3,20,12,35,3,0,0,8,0,4,4,97,0,3,33,29,4,8,4,0,0,0,0,0,0,0,0,76,0,10,8,8,0,0,0,0,0,0,0,0,0,0,3,35,0,4,7,0,13,10,0,0,0,0,0,4,0,0,3,44,3,130,87,29,31,27,4,10,0,0,0,0,6,0,12,348,0,10,21,13,3,0,4,0,0,0,0,0,0,0,8,55,0,0,0,4,6,15,4,3,0,0,3,0,0,0,5,47,0,3,5,14,5,3,13,26,0,5,3,7,8,13,9,113,0,3,0,3,0,4,4,0,3,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,10,0,3,11,35,4,22,21,8
SED10070,0,0,3,10,8,9,15,5,0,0,0,5,4,0,0,56,3,4,35,16,104,320,366,239,37,25,36,47,27,18,38,1315,0,8,101,314,30,49,42,4,0,0,0,4,0,0,16,570,0,16,31,84,41,84,44,25,6,10,17,11,6,0,3,368,0,0,0,10,123,402,318,106,15,21,8,9,8,10,33,1077,0,105,75,36,12,14,17,3,0,0,3,0,3,0,13,292,0,21,116,108,19,12,24,3,0,3,4,0,4,3,14,329,0,0,7,16,52,99,39,10,0,0,0,5,0,0,10,232,0,0,8,89,68,310,1518,2363,177,231,299,389,316,227,159,6155,0,0,0,9,40,54,79,39,3,0,6,5,3,0,7,246,0,0,0,79,65,145,104,56,8,30,32,24,6,8,20,579,0,0,8,190,165,620,1369,859,158,192,355,179,134,140,121,4486,0,0,11,61,20,22,10,9
SED10071,0,0,0,11,19,17,23,28,3,3,0,4,9,14,10,143,0,4,19,11,31,238,442,307,47,70,48,47,66,34,54,1418,0,0,24,81,18,29,18,0,0,0,0,0,0,0,5,169,3,3,21,68,23,111,89,42,0,15,14,10,11,3,16,423,0,0,0,9,103,462,537,149,19,24,13,7,11,8,39,1375,0,60,31,32,19,17,33,7,3,3,3,5,3,3,3,222,0,11,33,31,7,3,0,0,0,0,4,0,0,0,0,86,0,0,0,6,67,142,91,20,3,3,11,5,8,5,6,374,0,3,7,83,149,926,3426,2982,240,238,302,264,279,199,228,9331,0,0,0,18,40,90,253,80,6,12,4,3,4,3,13,532,0,0,0,10,35,132,259,124,40,29,27,15,14,10,21,705,0,0,0,4,4,24,46,11,4,5,3,4,0,0,10,115,0,0,10,34,13,40,28,48
SED10072,0,0,4,11,11,16,19,17,3,4,3,6,5,8,3,106,3,11,39,43,149,1084,1377,1291,272,266,280,368,427,209,212,6047,0,5,65,109,9,30,21,3,0,3,4,0,0,0,11,256,0,63,160,324,91,232,99,93,19,8,26,18,21,6,54,1212,0,0,4,25,81,159,107,36,5,7,6,8,6,10,17,472,0,35,24,28,33,11,30,15,0,8,3,6,6,3,7,204,3,209,1123,648,91,54,42,31,24,48,53,27,29,15,106,2513,0,0,13,34,138,202,125,52,18,18,15,19,15,10,18,658,0,4,6,48,40,93,224,318,77,60,115,111,190,118,48,1460,0,3,0,19,60,114,254,169,28,37,27,42,25,26,9,806,0,0,0,4,11,30,26,30,12,16,31,12,0,4,9,192,0,0,0,7,5,33,33,14,0,3,4,0,0,4,0,103,0,0,12,34,4,46,35,53
SED10073,0,0,0,13,24,21,23,26,9,3,6,5,10,14,3,157,5,39,59,64,220,1896,3187,2981,664,719,797,1160,1135,606,562,14098,0,0,46,105,13,16,14,4,0,0,0,0,3,0,9,207,0,13,42,60,24,67,20,20,4,5,5,8,11,4,9,294,0,7,8,19,47,83,55,20,3,12,6,15,4,7,14,291,0,53,29,19,18,25,39,41,11,12,3,5,12,4,13,277,0,21,74,52,14,4,9,0,3,0,0,3,3,5,8,186,0,4,23,92,431,1097,454,153,41,49,46,61,60,34,63,2610,0,4,10,86,92,319,607,724,153,228,275,369,500,403,113,3889,0,10,3,44,98,151,353,166,30,39,46,53,69,51,13,1137,0,0,0,86,158,242,165,180,56,110,121,55,75,33,24,1308,0,0,7,9,17,25,45,27,7,0,3,28,7,0,3,172,0,4,15,25,10,47,40,36
SED10074,0,0,5,22,13,27,17,9,3,0,10,5,0,0,0,110,0,8,32,22,75,546,799,547,77,64,77,74,74,26,71,2505,0,4,52,122,8,22,17,0,0,0,3,0,0,0,4,241,0,15,17,82,9,54,27,26,6,7,9,0,9,6,9,284,4,0,3,19,94,283,164,46,30,11,16,8,9,3,30,714,3,92,39,26,23,8,16,10,3,3,3,0,3,4,9,248,0,24,93,78,9,0,0,3,0,0,0,0,0,0,15,227,3,0,9,22,88,232,98,22,5,7,3,5,9,4,5,505,0,5,8,81,74,419,1708,2722,369,432,610,799,843,548,236,8851,0,3,3,24,57,54,145,49,7,6,3,3,10,0,10,381,0,0,0,10,29,108,144,101,50,69,70,12,33,7,20,656,0,0,0,13,8,27,45,20,7,3,10,0,0,0,0,133,0,3,11,52,14,40,37,23
SED10075,0,0,6,14,8,6,10,12,4,0,0,10,3,0,0,72,0,0,4,4,8,23,46,63,11,16,15,13,4,3,5,208,0,0,87,87,6,13,10,0,0,0,0,0,0,0,9,215,0,4,9,21,3,4,4,6,4,0,5,9,3,0,0,76,0,0,3,10,9,7,16,7,0,0,0,3,0,4,0,60,3,157,260,101,24,20,12,5,0,0,0,0,0,0,31,611,0,15,60,51,11,3,9,0,0,0,0,0,0,0,10,144,0,0,3,0,8,6,8,6,0,0,0,0,0,0,3,32,0,0,5,19,6,14,36,85,9,16,25,12,9,10,10,247,0,3,4,0,4,7,17,14,0,0,0,5,0,0,0,50,0,0,0,0,0,9,6,3,0,0,3,0,0,0,0,27,0,0,0,3,0,0,7,10,3,4,7,0,0,0,7,36,0,3,24,61,22,16,13,4
SED10076,0,0,3,21,22,8,10,8,3,0,4,0,0,0,0,73,0,3,8,0,10,15,27,40,5,6,9,10,5,7,10,156,0,3,51,68,3,6,4,0,0,0,0,0,0,0,4,139,0,5,18,9,0,3,0,3,0,0,0,0,0,0,0,47,0,0,0,8,8,17,6,5,0,0,0,3,0,0,0,47,0,135,132,54,18,15,12,5,0,3,3,3,0,0,21,412,0,15,58,41,3,0,4,0,0,0,0,0,0,0,4,132,0,0,0,3,7,3,3,0,0,0,0,0,0,0,0,26,0,13,7,10,6,4,19,55,9,10,10,26,8,6,12,186,0,8,5,0,3,6,8,9,0,0,3,0,5,3,0,55,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,6,0,0,6,5,0,0,0,0,0,0,0,15,0,4,16,35,14,20,6,5
SED10077,0,0,0,4,5,19,14,25,3,6,8,9,10,3,6,112,7,44,158,93,359,2324,2982,2768,581,669,833,933,973,460,503,13690,0,5,119,160,11,15,3,0,0,0,0,5,0,0,7,324,0,19,25,89,37,85,16,13,3,11,13,11,9,4,21,346,3,0,4,32,72,113,59,17,8,5,12,3,10,5,13,349,0,68,22,19,15,8,16,14,3,3,5,3,0,0,15,190,6,77,377,193,10,6,8,4,0,5,4,4,5,0,38,735,4,5,22,107,361,505,244,135,44,56,66,57,50,29,41,1724,0,0,0,136,133,401,883,1337,242,383,602,760,988,729,219,6816,0,0,0,23,51,85,177,128,21,14,21,22,25,11,18,607,0,0,0,6,9,13,5,36,8,26,27,9,15,10,6,161,0,0,0,0,10,10,16,12,0,0,3,0,0,0,0,58,0,3,16,49,24,55,77,100
SED10078,0,0,6,31,25,30,42,14,8,3,8,9,9,9,7,210,5,17,28,52,165,986,976,852,149,207,239,255,308,151,176,4568,0,3,44,66,4,14,3,3,0,0,0,3,0,0,14,160,0,8,37,74,15,17,12,7,8,0,9,8,0,0,22,214,0,3,11,24,47,81,38,14,4,5,3,0,5,3,8,247,0,25,21,39,35,27,43,34,9,14,3,7,4,0,16,267,0,121,894,604,34,19,17,11,3,8,8,13,4,4,112,1864,0,0,10,42,125,151,67,29,9,9,20,10,10,10,14,520,0,4,5,53,34,102,234,377,85,139,120,176,166,105,42,1642,0,0,3,17,45,77,144,99,21,20,22,29,31,11,18,541,0,0,0,5,7,28,9,22,13,23,12,7,5,0,3,125,0,0,0,8,3,15,8,6,0,0,3,0,0,0,0,38,0,0,17,42,29,66,103,67
SED10079,0,3,4,11,14,8,13,17,0,0,6,0,0,0,0,80,0,3,12,4,11,30,24,30,5,3,8,3,3,3,3,141,0,6,11,22,3,0,0,0,0,0,0,0,0,0,0,46,0,14,6,10,4,0,3,0,0,0,0,0,0,0,0,38,0,0,3,7,11,12,3,0,0,0,0,0,3,4,6,55,3,123,64,27,7,10,15,6,0,0,0,0,0,0,5,265,0,13,17,13,3,0,0,0,0,0,0,0,0,0,0,44,0,0,3,3,8,9,3,0,0,0,0,0,0,0,0,35,0,4,5,16,6,4,26,26,3,3,3,3,0,0,6,101,0,0,3,3,5,3,20,9,0,0,7,4,0,0,0,47,0,0,0,0,3,0,0,4,0,0,0,0,0,3,0,12,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,3,11,49,13,24,14,11
