SED_CODE_2016,F_China_0_4,F_China_5_14,F_China_15_24,F_China_25_44,F_China_45_54,F_China_55_64,F_China_65_74,F_China_75_84,F_China_85ov,F_China_Tot,F_Croatia_0_4,F_Croatia_5_14,F_Croatia_15_24,F_Croatia_25_44,F_Croatia_45_54,F_Croatia_55_64,F_Croatia_65_74,F_Croatia_75_84,F_Croatia_85ov,F_Croatia_Tot,F_Egypt_0_4,F_Egypt_5_14,F_Egypt_15_24,F_Egypt_25_44,F_Egypt_45_54,F_Egypt_55_64,F_Egypt_65_74,F_Egypt_75_84,F_Egypt_85ov,F_Egypt_Tot,F_England_0_4,F_England_5_14,F_England_15_24,F_England_25_44,F_England_45_54,F_England_55_64,F_England_65_74,F_England_75_84,F_England_85ov,F_England_Tot,F_Fiji_0_4,F_Fiji_5_14,F_Fiji_15_24,F_Fiji_25_44,F_Fiji_45_54,F_Fiji_55_64,F_Fiji_65_74,F_Fiji_75_84,F_Fiji_85ov,F_Fiji_Tot,F_France_0_4,F_France_5_14,F_France_15_24,F_France_25_44,F_France_45_54,F_France_55_64,F_France_65_74,F_France_75_84,F_France_85ov,F_France_Tot,F_Germany_0_4,F_Germany_5_14,F_Germany_15_24,F_Germany_25_44,F_Germany_45_54,F_Germany_55_64,F_Germany_65_74,F_Germany_75_84,F_Germany_85ov,F_Germany_Tot,F_Greece_0_4,F_Greece_5_14,F_Greece_15_24,F_Greece_25_44,F_Greece_45_54,F_Greece_55_64,F_Greece_65_74,F_Greece_75_84,F_Greece_85ov,F_Greece_Tot,F_Hong_Kong_0_4,F_Hong_Kong_5_14,F_Hong_Kong_15_24,F_Hong_Kong_25_44,F_Hong_Kong_45_54,F_Hong_Kong_55_64,F_Hong_Kong_65_74,F_Hong_Kong_75_84,F_Hong_Kong_85ov,F_Hong_Kong_Tot,F_India_0_4,F_India_5_14,F_India_15_24,F_India_25_44,F_India_45_54,F_India_55_64,F_India_65_74,F_India_75_84,F_India_85ov,F_India_Tot,F_Indonesia_0_4,F_Indonesia_5_14,F_Indonesia_15_24,F_Indonesia_25_44,F_Indonesia_45_54,F_Indonesia_55_64,F_Indonesia_65_74,F_Indonesia_75_84,F_Indonesia_85ov,F_Indonesia_Tot,F_Iran_0_4,F_Iran_5_14,F_Iran_15_24,F_Iran_25_44,F_Iran_45_54,F_Iran_55_64,F_Iran_65_74,F_Iran_75_84,F_Iran_85ov,F_Iran_Tot,F_Iraq_0_4,F_Iraq_5_14,F_Iraq_15_24,F_Iraq_25_44,F_Iraq_45_54,F_Iraq_55_64,F_Iraq_65_74,F_Iraq_75_84,F_Iraq_85ov,F_Iraq_Tot,F_Ireland_0_4,F_Ireland_5_14,F_Ireland_15_24,F_Ireland_25_44,F_Ireland_45_54,F_Ireland_55_64,F_Ireland_65_74,F_Ireland_75_84,F_Ireland_85ov,F_Ireland_Tot,F_Italy_0_4,F_Italy_5_14,F_Italy_15_24,F_Italy_25_44,F_Italy_45_54,F_Italy_55_64,F_Italy_65_74,F_Italy_75_84,F_Italy_85ov,F_Italy_Tot,F_Japan_0_4,F_Japan_5_14,F_Japan_15_24,F_Japan_25_44,F_Japan_45_54,F_Japan_55_64,F_Japan_65_74,F_Japan_75_84,F_Japan_85ov,F_Japan_Tot,F_Korea_South_0_4,F_Korea_South_5_14,F_Korea_South_15_24,F_Korea_South_25_44,F_Korea_South_45_54,F_Korea_South_55_64,F_Korea_South_65_74,F_Korea_South_75_84,F_Korea_South_85ov,F_Korea_South_Tot,F_Lebanon_0_4,F_Lebanon_5_14,F_Lebanon_15_24,F_Lebanon_25_44,F_Lebanon_45_54,F_Lebanon_55_64,F_Lebanon_65_74,F_Lebanon_75_84,F_Lebanon_85ov,F_Lebanon_Tot,F_Malaysia_0_4,F_Malaysia_5_14,F_Malaysia_15_24,F_Malaysia_25_44,F_Malaysia_45_54,F_Malaysia_55_64,F_Malaysia_65_74,F_Malaysia_75_84,F_Malaysia_85ov,F_Malaysia_Tot,F_Malta_0_4,F_Malta_5_14,F_Malta_15_24,F_Malta_25_44,F_Malta_45_54,F_Malta_55_64,F_Malta_65_74,F_Malta_75_84,F_Malta_85ov,F_Malta_Tot
SED10025,34,56,889,2000,472,419,147,88,39,4144,0,0,3,16,17,14,27,15,3,96,0,7,4,41,23,49,38,36,15,202,12,46,47,331,222,145,118,59,30,1008,0,0,0,34,24,18,11,4,3,102,0,4,0,35,7,12,7,4,3,62,0,0,10,46,19,19,37,15,7,144,0,0,0,8,14,37,97,119,27,303,7,7,42,223,71,120,57,14,0,550,14,28,28,440,78,55,32,32,8,709,0,0,23,100,30,17,17,4,3,188,0,4,8,118,9,14,7,0,0,152,0,0,3,6,4,7,0,0,0,21,0,9,7,102,25,21,17,8,5,199,0,10,12,77,135,289,508,548,290,1866,3,9,5,72,25,12,5,0,0,127,13,33,143,643,174,110,63,22,7,1209,0,3,0,54,52,34,42,16,10,195,0,4,20,141,56,59,45,12,8,343,0,0,0,4,0,9,23,11,17,73
SED10026,3,4,9,55,24,10,3,0,0,114,0,0,0,0,4,0,0,0,0,8,0,5,0,8,3,0,0,0,0,11,0,10,14,64,81,114,128,74,28,509,0,0,9,20,3,4,0,0,0,36,0,0,0,6,0,0,0,3,0,9,0,0,6,10,9,15,33,9,13,89,0,0,0,0,0,9,3,6,3,19,0,0,0,4,3,4,0,0,0,15,3,20,9,130,16,14,4,5,0,205,0,0,0,12,0,0,0,0,0,20,0,0,0,13,0,0,0,0,0,13,0,0,0,4,0,0,0,0,0,5,0,3,0,10,4,3,3,3,0,31,0,3,0,3,0,7,8,8,3,25,0,0,0,4,0,0,0,0,0,9,0,0,0,20,0,0,3,0,0,33,0,0,0,0,7,4,0,0,0,14,0,0,0,13,7,7,3,3,0,31,0,0,0,0,0,3,6,0,0,7
SED10027,8,27,114,608,357,288,116,60,25,1616,0,0,3,9,8,10,20,12,3,56,0,13,22,116,53,78,57,28,9,378,0,24,12,84,76,106,64,70,39,483,0,0,8,73,44,46,23,9,3,208,0,7,4,8,5,0,0,0,0,25,0,3,3,20,8,9,48,17,21,126,0,9,5,19,42,72,134,110,25,410,0,0,28,102,60,89,27,7,0,314,3,21,47,218,97,63,34,17,11,510,4,11,27,141,55,41,12,3,4,303,0,0,5,10,6,6,0,0,0,31,0,0,22,35,19,15,3,3,0,97,0,3,3,20,13,7,12,11,4,71,0,4,3,11,15,57,81,85,35,294,0,5,5,26,17,6,0,0,0,53,0,3,11,47,26,17,10,18,0,132,5,24,49,405,369,305,168,57,20,1404,0,0,4,61,20,33,20,0,0,140,0,0,0,3,6,25,38,25,12,103
SED10028,51,173,542,2196,899,636,295,181,46,5029,0,0,0,0,16,4,11,7,0,42,0,0,3,13,13,21,10,16,4,84,12,92,82,148,213,167,179,116,114,1121,0,3,8,40,39,28,20,0,3,136,0,7,3,11,3,3,4,0,0,35,4,7,6,13,12,12,31,26,11,119,0,0,0,3,4,5,8,11,0,40,13,24,142,375,321,500,136,22,12,1552,34,141,140,858,373,195,86,48,24,1905,0,13,13,117,53,51,35,10,0,298,3,18,18,124,55,56,36,10,4,319,3,0,0,12,0,4,3,3,0,29,0,11,5,20,25,17,11,11,3,98,0,3,3,12,11,33,26,33,23,142,0,6,13,46,34,10,12,3,0,126,18,117,198,698,380,212,75,25,10,1733,0,0,0,18,35,22,20,8,3,100,0,62,77,185,164,181,105,40,7,820,0,0,0,0,3,7,8,3,3,22
SED10029,3,16,69,339,257,220,91,83,82,1154,0,0,3,31,29,54,68,66,16,267,0,8,5,15,3,30,16,21,4,100,0,4,5,16,28,48,63,22,26,202,0,5,12,123,78,62,24,12,0,312,0,5,0,3,0,3,3,3,3,25,0,0,10,12,7,13,30,26,21,116,0,8,11,9,3,5,25,27,8,89,0,0,14,49,12,14,11,0,3,107,0,9,11,107,19,17,14,6,4,187,0,9,12,65,14,18,13,3,3,132,0,40,67,144,41,45,26,19,17,402,40,419,636,1811,870,622,410,208,53,5062,0,0,0,3,0,5,10,0,0,24,0,0,0,12,29,61,140,188,80,515,0,0,3,5,0,3,4,0,0,18,0,0,0,18,3,7,5,0,0,35,14,26,58,288,232,179,72,30,17,913,0,3,11,51,25,13,11,3,0,114,0,0,0,0,0,18,68,47,24,160
SED10030,3,8,18,159,78,71,39,15,3,396,0,0,0,9,4,3,5,7,0,29,0,3,0,3,7,8,14,6,3,49,8,64,59,238,282,340,372,240,133,1729,0,0,0,21,14,10,14,14,0,72,0,4,0,22,8,4,3,0,0,46,3,4,9,25,20,23,40,17,10,153,0,0,0,0,0,8,18,10,4,42,0,3,4,13,7,17,7,0,0,52,7,14,12,147,13,24,17,10,4,243,0,3,5,35,14,4,6,3,3,75,0,0,4,13,3,0,3,4,0,24,0,0,0,4,0,0,0,0,0,6,0,8,5,35,17,15,34,17,10,143,0,0,0,4,9,22,35,12,10,82,0,8,0,40,14,13,4,0,0,87,0,9,17,62,29,10,12,4,0,147,0,0,0,5,6,3,5,0,0,21,0,0,3,17,9,13,5,0,0,57,0,0,0,0,0,5,26,10,3,53
SED10031,0,3,39,38,20,9,4,8,3,120,0,0,0,3,10,5,7,0,0,29,0,0,0,0,0,5,3,0,0,15,0,23,28,129,223,300,373,163,56,1297,0,3,3,18,3,4,3,0,0,39,0,4,3,3,6,11,9,0,0,33,0,0,6,19,27,34,55,13,21,176,0,0,0,4,3,3,4,4,3,23,0,4,15,3,0,8,3,0,0,33,3,3,6,53,4,14,7,0,3,100,0,0,0,12,6,0,0,0,0,24,0,0,0,10,3,0,0,0,0,10,0,0,0,3,0,0,0,0,0,3,0,5,3,14,16,3,8,8,0,65,0,3,0,8,4,12,20,14,5,63,0,0,0,3,5,3,3,0,0,16,0,0,5,18,0,6,0,0,0,33,0,0,0,3,6,3,0,0,0,19,0,0,0,7,8,11,10,0,0,32,0,0,0,0,0,10,15,0,0,28
SED10032,12,35,193,897,519,386,175,116,32,2373,0,0,5,11,26,53,54,47,7,200,10,17,15,43,22,21,25,15,3,165,0,8,3,39,46,60,37,38,30,263,0,5,28,198,99,91,44,16,3,488,0,0,0,4,0,3,7,0,0,14,0,3,6,8,7,6,20,8,7,67,0,0,3,7,8,29,73,49,4,176,0,3,11,73,38,63,17,4,3,213,138,280,249,2313,178,132,80,48,17,3430,0,3,17,85,38,21,4,10,3,196,6,59,110,296,61,34,15,10,3,590,13,37,95,284,113,47,14,10,7,611,0,0,3,3,3,7,11,5,4,44,0,4,0,11,20,46,90,110,56,343,3,0,3,22,6,3,3,3,0,41,4,4,22,116,40,35,30,12,4,264,13,31,110,792,686,551,315,155,43,2696,0,8,13,73,28,37,14,9,3,178,0,0,0,3,7,35,122,92,32,294
SED10033,0,0,14,69,37,26,15,7,3,161,0,0,0,4,10,13,13,6,0,52,0,0,0,0,4,8,4,0,0,17,5,26,45,189,329,330,284,160,67,1439,0,0,3,16,14,11,3,0,0,52,0,0,7,3,5,3,5,0,0,25,0,3,0,22,19,25,53,21,13,165,0,0,0,0,4,9,18,15,3,47,0,3,3,3,3,3,0,3,0,28,0,0,0,25,6,17,16,5,0,72,0,0,0,13,5,6,9,3,0,36,0,0,0,8,7,9,0,0,0,23,0,0,0,0,7,0,0,0,0,5,0,0,0,17,16,21,19,9,3,78,0,0,0,7,16,33,46,37,20,164,0,0,0,6,3,7,3,0,0,17,0,0,3,17,11,7,3,0,3,45,0,0,3,17,20,12,11,3,0,63,0,0,0,23,11,11,10,3,0,62,0,3,3,8,24,65,89,24,6,216
SED10034,0,12,14,169,61,57,33,7,4,368,0,0,0,3,12,4,9,3,6,33,0,3,3,21,13,25,23,13,13,101,5,53,47,273,346,237,260,138,81,1435,0,0,4,19,17,10,6,0,0,61,0,0,0,22,14,3,0,0,0,44,0,0,0,39,31,32,39,21,11,178,0,0,0,3,11,14,24,14,0,74,0,3,3,30,15,27,8,0,0,87,0,4,21,73,38,24,14,12,3,200,0,7,4,40,24,9,3,0,0,86,0,0,0,16,5,0,0,0,0,16,0,0,0,6,0,3,0,0,0,9,0,16,3,38,31,12,22,8,3,130,0,0,3,13,14,30,29,25,11,126,0,4,4,36,17,3,0,0,0,63,0,3,0,30,6,7,0,0,0,45,0,0,0,13,16,9,3,3,0,44,0,0,6,32,19,17,13,0,0,94,0,0,0,0,5,12,13,14,7,53
SED10035,28,44,4115,2331,372,288,139,85,28,7433,0,0,0,14,10,17,17,22,5,83,0,0,3,12,12,35,43,47,13,172,9,28,159,744,180,105,94,27,9,1358,0,3,17,80,25,36,17,9,0,192,0,3,28,133,20,4,4,4,0,202,0,0,26,126,16,11,10,4,6,212,0,4,6,29,30,86,231,278,66,720,7,10,244,271,60,97,27,11,3,724,12,22,71,362,38,32,19,8,3,576,15,28,374,843,182,112,54,30,3,1651,0,3,14,175,14,7,0,0,0,220,4,5,3,66,26,6,12,0,0,127,0,3,32,407,38,16,8,7,3,515,0,0,20,90,18,20,45,68,24,294,3,4,26,162,50,14,9,0,0,262,3,5,59,317,51,33,9,6,0,492,0,0,0,20,42,30,24,13,10,131,3,5,241,314,57,71,37,14,0,745,0,0,0,0,9,16,36,26,15,93
SED10036,4,16,35,262,150,104,54,17,7,654,0,0,10,51,31,30,42,21,13,199,3,33,34,149,84,64,41,22,12,430,0,21,17,88,125,101,109,68,35,569,5,22,82,538,271,212,76,29,3,1236,0,0,0,5,0,3,3,0,0,14,0,3,14,10,12,14,36,16,13,115,0,3,10,32,33,55,91,60,10,301,0,0,4,33,12,26,10,0,0,92,10,68,84,533,244,107,44,19,20,1126,3,6,26,153,44,31,19,7,3,295,0,3,13,29,7,7,0,0,0,62,12,138,225,482,162,122,51,24,13,1222,0,3,0,12,14,7,4,4,6,61,0,0,9,21,41,73,134,129,86,503,0,5,0,18,12,4,0,0,0,32,3,0,3,30,7,5,3,0,0,54,0,19,28,353,189,156,76,29,5,858,0,10,12,36,30,38,16,8,7,160,0,0,0,0,6,13,46,24,3,98
SED10037,21,90,148,1056,451,319,185,106,39,2411,0,0,0,0,8,5,3,3,0,22,0,0,0,3,7,3,16,3,0,40,13,102,97,316,394,291,292,116,67,1698,0,0,0,27,14,15,10,5,0,73,0,4,0,18,14,5,3,0,0,46,0,4,10,33,30,29,43,21,13,177,0,3,0,3,0,5,16,9,0,33,3,18,36,114,84,133,40,12,9,449,20,68,64,539,152,99,48,36,10,1024,0,4,8,69,24,15,9,3,4,143,4,10,18,172,44,43,17,12,0,321,0,0,0,8,3,0,0,0,0,12,0,8,0,33,28,15,10,5,3,104,0,3,0,15,14,40,44,37,31,178,5,13,12,95,51,28,11,4,0,210,6,36,60,281,132,80,26,10,3,636,0,0,4,28,41,36,31,42,9,192,6,14,29,119,55,97,48,11,0,376,0,0,0,0,0,3,9,3,3,23
SED10038,4,10,99,173,48,36,14,10,3,411,0,0,0,11,23,18,23,17,9,95,0,6,0,7,0,8,6,6,0,33,8,68,55,245,324,299,322,224,105,1650,0,0,0,17,5,16,9,3,0,47,0,0,0,15,3,3,3,0,0,29,0,0,3,28,25,35,72,34,30,228,0,4,0,3,6,22,32,30,13,119,0,0,4,14,11,11,0,0,0,35,0,15,20,90,17,16,15,13,6,190,7,9,8,29,8,5,4,0,0,69,0,6,6,34,5,6,4,0,0,69,3,17,7,25,5,6,0,0,0,62,0,12,0,31,22,15,18,10,6,118,0,0,0,15,37,82,144,175,67,528,0,0,11,26,14,6,3,6,0,65,0,3,10,29,6,5,0,0,0,56,0,0,0,17,29,18,20,3,3,92,3,6,16,17,20,14,11,6,0,90,0,0,0,0,3,14,4,3,4,23
SED10039,0,0,4,36,19,15,7,3,5,94,0,0,0,4,3,6,6,3,3,29,0,0,0,3,0,5,4,7,3,23,4,36,43,160,359,332,449,296,125,1811,0,0,0,7,0,4,3,4,3,22,0,0,0,3,3,6,3,0,3,20,0,0,0,23,10,39,62,38,27,199,0,0,0,0,0,9,3,5,3,27,0,3,0,5,3,9,0,3,0,22,0,0,0,37,6,11,9,8,3,74,0,3,0,16,4,4,3,3,3,36,0,0,0,5,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,19,21,12,22,5,0,79,0,0,0,0,18,19,23,12,4,80,0,4,3,6,3,5,0,0,0,25,0,0,0,9,3,0,0,0,0,15,0,0,0,0,3,0,0,3,0,8,0,0,0,4,7,10,8,5,0,32,0,0,0,0,8,13,20,13,3,55
SED10040,54,208,1329,4121,1720,1420,652,431,144,10083,0,0,4,17,24,21,65,47,11,184,0,17,17,83,58,66,59,53,19,384,12,26,12,69,51,52,58,36,33,349,0,7,8,86,56,49,32,10,5,260,0,0,0,4,4,0,0,0,3,22,0,5,3,21,13,10,20,9,3,73,0,15,28,54,60,136,350,306,88,1030,11,23,99,397,205,349,99,36,5,1224,26,33,43,451,60,41,33,14,13,722,3,17,61,334,106,77,40,17,9,662,0,0,3,27,9,7,0,0,0,56,0,0,11,17,9,3,0,0,0,33,0,6,3,23,6,8,10,6,0,76,0,5,4,31,22,54,124,149,42,434,0,3,5,75,36,10,10,0,0,144,0,4,18,110,40,18,10,8,0,203,3,15,44,272,216,161,77,38,13,836,3,7,43,152,59,90,52,9,5,422,0,0,0,0,0,18,33,20,16,81
SED10041,43,183,282,1410,649,376,210,98,46,3297,0,0,0,4,3,5,9,9,3,30,0,0,0,8,4,11,8,4,3,38,13,220,196,327,421,266,221,183,120,1953,0,3,0,30,9,10,5,6,0,64,0,7,5,15,4,8,12,4,0,57,0,10,9,33,30,22,39,22,18,192,0,0,0,0,4,6,11,7,0,27,4,49,92,268,169,235,94,25,8,949,27,85,66,625,165,111,66,46,9,1213,0,12,18,105,37,21,29,8,3,223,6,29,18,328,80,56,40,11,5,573,0,0,0,3,0,4,0,0,0,9,0,9,3,27,34,14,14,10,6,119,0,0,0,10,12,13,19,29,7,100,7,30,29,106,75,31,22,8,3,318,6,80,106,471,246,116,59,22,3,1106,0,0,0,11,17,11,16,8,0,61,3,19,38,181,100,99,66,18,7,531,0,0,0,0,0,4,0,3,6,18
SED10042,3,3,7,33,23,21,4,3,0,97,0,0,0,0,5,5,4,5,0,21,0,0,0,0,0,5,0,0,0,6,3,24,22,111,172,201,271,197,79,1069,0,0,0,11,13,11,7,3,0,43,0,0,0,4,5,0,3,4,0,15,0,0,4,12,8,14,75,24,24,159,0,0,0,0,0,3,13,0,0,16,0,3,0,8,5,10,0,0,0,20,0,7,4,41,3,13,13,5,9,92,0,0,0,7,0,3,4,0,0,21,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,15,8,4,8,9,3,52,0,0,0,3,9,8,14,6,10,49,0,0,0,7,6,3,0,3,0,24,0,3,0,18,3,3,0,0,0,26,0,0,0,3,0,4,0,0,0,6,0,0,0,9,12,9,12,3,0,47,0,0,0,0,0,11,9,0,0,23
SED10043,0,22,177,785,491,480,194,194,71,2413,0,0,0,0,4,13,16,23,0,62,19,24,19,124,50,64,61,26,24,407,0,0,9,26,29,37,29,18,17,162,0,9,27,137,100,102,47,21,4,434,0,3,3,3,4,0,3,0,0,19,0,0,3,15,10,6,16,11,16,81,0,9,10,30,49,125,260,254,69,805,0,3,23,95,64,111,38,8,0,344,39,67,74,404,61,37,30,12,10,736,4,56,62,373,156,103,42,12,0,804,0,0,7,21,4,6,3,0,0,45,0,18,35,126,56,21,11,0,0,258,0,0,0,4,3,3,11,3,4,29,0,8,5,14,29,59,87,121,54,381,0,4,7,27,8,0,0,0,3,49,3,13,31,137,83,88,56,31,11,449,12,69,157,1063,1021,955,454,243,87,4058,6,32,15,59,22,38,17,5,0,194,0,0,0,0,3,9,18,17,5,47
SED10044,16,55,142,930,425,301,148,133,41,2191,0,0,0,3,17,16,27,13,8,88,0,4,0,9,19,19,29,26,25,131,23,129,79,380,286,199,187,104,76,1468,0,0,4,40,19,27,14,10,0,108,0,3,10,44,9,3,3,4,0,82,0,0,6,69,36,12,29,13,13,189,0,0,0,13,8,45,53,61,19,199,0,24,37,251,110,129,73,19,3,650,29,50,24,518,68,52,39,24,6,811,0,3,17,116,34,26,27,3,8,239,3,8,10,204,50,56,27,23,6,385,0,0,0,0,12,0,0,0,0,20,0,9,8,92,47,27,18,15,10,230,0,4,7,47,50,63,114,116,52,441,10,22,30,224,89,30,14,9,0,426,0,17,34,276,72,39,40,12,0,502,0,0,0,33,35,33,18,16,3,136,4,12,21,198,89,93,70,20,0,517,0,0,0,5,4,13,17,7,6,48
SED10045,0,3,16,22,10,11,4,3,0,61,0,0,0,3,0,0,3,0,0,4,0,0,0,4,0,0,3,0,0,8,0,10,27,104,196,216,236,105,55,950,0,0,3,11,10,7,0,3,4,35,0,0,0,11,9,10,9,3,0,41,0,0,3,27,32,49,63,6,8,188,0,0,0,0,0,0,0,3,0,4,0,0,0,3,3,3,3,0,0,15,0,5,9,45,13,18,16,8,9,121,0,0,3,19,0,10,3,4,0,36,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,13,11,9,6,3,0,41,0,3,0,15,3,11,21,26,37,115,0,6,5,26,3,10,0,0,0,47,0,0,3,16,0,4,0,0,0,23,0,0,0,0,3,0,0,0,0,3,0,0,0,5,16,3,0,3,0,34,0,0,0,0,0,0,3,0,0,8
SED10046,3,6,29,209,124,92,46,29,13,553,0,0,35,162,110,113,61,57,9,531,3,14,15,56,49,33,25,23,6,233,0,19,8,33,58,64,55,38,7,296,6,38,126,814,372,307,111,52,13,1836,0,0,4,7,3,8,3,3,0,28,0,0,12,22,5,7,31,14,11,103,0,3,8,10,10,20,26,26,5,117,0,0,12,34,10,8,3,0,0,71,31,113,81,711,130,72,44,9,3,1187,3,7,13,75,28,15,10,3,0,160,3,18,36,97,49,31,9,7,3,258,18,212,422,1195,457,321,192,66,22,2895,0,8,3,0,3,3,3,4,0,23,0,0,4,15,69,84,126,76,31,410,0,3,7,13,3,0,0,3,3,27,0,0,3,27,4,3,3,0,0,45,4,12,55,332,218,198,62,29,9,916,0,8,14,45,24,22,16,0,3,132,0,0,0,6,12,24,42,19,3,101
SED10047,0,15,15,133,56,45,19,6,4,290,0,0,0,13,16,41,30,29,8,146,0,11,21,33,21,29,27,15,3,166,3,13,19,116,189,241,247,141,51,1010,0,15,42,242,104,81,45,13,0,550,0,0,3,0,4,10,5,3,0,24,0,0,0,14,12,15,67,30,12,164,0,0,3,7,9,17,43,38,6,126,0,0,0,21,3,6,3,3,0,35,14,62,51,697,79,72,44,20,3,1047,0,5,13,57,19,22,10,0,0,120,0,4,8,22,13,7,9,0,0,64,0,3,17,51,16,13,5,3,0,112,0,6,5,19,8,18,24,8,3,93,0,0,0,6,21,45,49,34,12,172,0,0,0,15,4,0,3,0,0,24,0,0,11,36,10,9,7,0,0,80,0,3,13,64,37,48,25,6,4,202,0,3,0,21,10,19,3,3,0,62,0,0,0,17,24,76,123,59,3,299
SED10048,0,13,33,254,145,122,46,28,13,655,0,0,3,25,29,35,44,16,0,146,5,15,18,87,44,44,32,13,4,260,4,21,12,107,184,229,201,96,33,885,0,22,84,479,269,173,71,37,7,1155,0,0,0,10,7,4,3,3,0,28,0,0,3,16,21,23,45,21,11,146,0,0,0,11,15,28,25,24,6,105,0,0,7,14,25,27,5,3,0,93,27,146,164,1013,261,116,45,30,10,1800,0,8,11,107,43,26,19,0,0,209,0,0,8,17,11,0,0,0,0,38,0,10,28,91,39,18,9,3,0,200,0,3,3,8,3,6,19,10,10,67,0,0,0,3,15,44,47,38,15,160,0,3,3,8,3,3,0,3,0,26,0,0,6,42,3,9,4,0,0,62,0,6,10,125,109,68,24,9,3,354,0,0,11,25,24,25,24,4,0,121,0,0,4,0,4,19,25,10,4,70
SED10049,0,3,0,30,30,23,3,6,0,94,0,0,0,0,0,3,0,0,0,8,0,0,0,3,0,0,6,0,3,11,8,30,26,129,146,126,143,71,27,701,0,3,4,18,11,3,4,0,0,44,0,0,0,3,5,0,0,0,0,10,0,0,3,15,9,17,64,8,18,131,0,0,0,0,3,3,4,3,0,13,0,0,0,5,3,4,0,0,0,19,3,25,12,128,20,12,10,7,0,204,0,3,0,12,5,3,3,0,0,31,0,0,0,4,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,8,0,0,0,12,4,3,6,0,0,36,0,0,0,0,0,0,7,3,3,21,0,0,3,0,5,4,0,0,0,12,0,0,0,14,0,3,0,0,0,20,0,0,0,0,0,0,0,0,0,7,0,4,5,19,14,4,0,3,0,49,0,0,0,0,0,7,10,0,0,15
SED10050,4,20,45,164,126,70,28,13,3,462,0,0,0,17,11,10,18,19,10,78,0,0,0,6,0,9,24,5,8,53,47,300,183,1576,729,362,291,134,70,3693,0,0,0,9,15,19,6,3,0,65,3,13,21,167,32,14,4,3,0,262,5,8,24,209,57,25,44,10,7,388,0,3,0,9,7,11,20,23,4,78,6,24,13,42,20,25,9,3,0,151,10,10,19,97,30,18,21,9,3,211,0,3,10,34,20,18,7,0,0,92,0,3,0,29,16,6,5,4,0,64,0,0,3,7,5,3,0,0,0,17,0,14,8,138,61,33,21,19,11,307,0,12,13,65,23,39,59,54,25,295,3,8,15,102,44,9,7,0,0,192,0,4,9,96,24,14,11,0,0,162,0,0,0,17,5,5,0,0,0,29,0,4,5,33,24,15,20,3,4,113,0,0,0,3,3,3,0,0,0,13
SED10051,11,31,658,608,265,193,126,116,49,2053,0,0,0,14,14,18,38,20,10,111,0,4,0,17,14,35,109,72,27,285,10,71,58,382,259,180,152,63,46,1218,0,0,5,33,41,32,25,5,0,146,6,45,24,126,35,15,11,0,3,269,0,3,5,62,23,11,22,19,13,168,0,0,3,16,21,59,172,221,91,582,3,8,61,146,89,94,45,17,3,473,8,10,28,163,49,29,42,20,7,353,3,21,120,376,172,110,68,29,10,902,0,0,5,53,11,17,8,8,0,96,0,5,25,70,42,29,17,14,3,199,0,18,19,270,50,22,21,18,9,428,0,7,3,48,26,46,88,86,43,345,3,3,12,57,38,15,10,0,0,133,0,7,16,79,26,20,6,5,0,163,0,0,3,22,31,32,18,16,13,136,0,0,46,131,68,102,90,22,12,477,0,0,0,0,0,29,62,42,18,154
SED10052,8,9,68,403,243,198,62,38,16,1042,0,0,0,11,21,22,35,18,6,105,0,8,8,55,39,62,59,22,14,275,14,71,57,245,228,207,193,150,90,1253,0,3,0,25,29,26,6,3,0,98,0,0,3,16,9,3,8,3,0,43,0,0,4,32,18,12,45,24,11,156,3,10,6,23,33,71,105,65,22,325,0,5,7,51,39,60,24,13,3,204,6,13,11,96,48,32,18,14,5,240,0,6,3,56,27,16,13,10,3,135,4,0,0,15,3,0,3,0,0,26,0,0,0,3,3,3,0,0,0,14,0,16,5,58,28,16,16,9,10,146,0,3,3,16,22,43,69,59,25,242,0,0,3,42,22,7,4,0,0,84,0,0,9,29,7,10,7,0,0,65,0,0,0,34,71,60,22,12,0,195,0,0,11,29,30,51,30,8,3,162,0,0,0,0,0,6,29,21,9,70
SED10053,4,7,16,57,31,18,4,8,0,147,0,0,0,5,16,19,27,26,3,98,3,0,0,10,0,3,7,3,0,28,7,36,41,183,281,231,204,121,40,1145,0,0,5,41,14,7,0,3,0,74,0,4,0,13,11,9,3,3,0,34,0,0,12,18,25,27,99,29,22,236,0,0,0,8,7,11,21,21,8,78,0,0,0,18,4,7,3,0,0,35,7,36,29,269,26,16,8,4,4,403,0,3,9,28,16,14,4,0,0,71,0,0,0,11,3,3,0,0,0,13,0,0,0,3,0,3,0,0,0,9,0,3,0,15,10,11,11,3,0,61,0,0,0,10,17,39,70,54,35,222,0,4,0,11,7,3,0,0,0,30,0,3,3,18,14,0,0,0,0,44,0,0,0,7,6,5,7,3,0,22,0,3,4,21,24,19,3,0,0,76,0,0,0,0,0,11,24,7,0,39
