SED_CODE_2016,MOL_SAL_Oth_SOLSE_NWorNAA,MOL_SAL_Oth_SOLSE_Tot,MOL_SAL_Oth_NS,MOL_SAL_Oth_Tot,MOL_SAL_Tot_SEO,MOL_SAL_Tot_SOLSE_VWorW,MOL_SAL_Tot_SOLSE_NWorNAA,MOL_SAL_Tot_SOLSE_Tot,MOL_SAL_Tot_NS,MOL_SAL_Tot_Tot,MOL_Spanish_SEO,MOL_Spanish_SOLSE_VWorW,MOL_Spanish_SOLSE_NWorNAA,MOL_Spanish_SOLSE_Tot,MOL_Spanish_NS,MOL_Spanish_Tot,MOL_Tamil_SEO,MOL_Tamil_SOLSE_VWorW,MOL_Tamil_SOLSE_NWorNAA,MOL_Tamil_SOLSE_Tot,MOL_Tamil_NS,MOL_Tamil_Tot,MOL_Thai_SEO,MOL_Thai_SOLSE_VWorW,MOL_Thai_SOLSE_NWorNAA,MOL_Thai_SOLSE_Tot,MOL_Thai_NS,MOL_Thai_Tot,MOL_Turkish_SEO,MOL_Turkish_SOLSE_VWorW,MOL_Turkish_SOLSE_NWorNAA,MOL_Turkish_SOLSE_Tot,MOL_Turkish_NS,MOL_Turkish_Tot,MOL_Vietnamese_SEO,MOL_Vietnamese_SOLSE_VWorW,MOL_Vietnamese_SOLSE_NWorNAA,MOL_Vietnamese_SOLSE_Tot,MOL_Vietnamese_NS,MOL_Vietnamese_Tot,MOL_Oth_SEO,MOL_Oth_SOLSE_VWorW,MOL_Oth_SOLSE_NWorNAA,MOL_Oth_SOLSE_Tot,MOL_Oth_NS,MOL_Oth_Tot,MOL_Tot_SEO,MOL_Tot_SOLSE_VWorW,MOL_Tot_SOLSE_NWorNAA,MOL_Tot_SOLSE_Tot,MOL_Tot_NS,MOL_Tot_Tot,M_LSatH_NS_SEO,M_LSatH_NS_SOLSE_VWorW,M_LSatH_NS_SOLSE_NWorNAA,M_LSatH_NS_SOLSE_Tot,M_LSatH_NS_NS,M_LSatH_NS_Tot,M_Tot_SEO,M_Tot_SOLSE_VWorW,M_Tot_SOLSE_NWorNAA,M_Tot_SOLSE_Tot,M_Tot_NS,M_Tot_Tot,FSEO_SEO,FSEO_SOLSE_VWorW,FSEO_SOLSE_NWorNAA,FSEO_SOLSE_Tot,FSEO_NS,FSEO_Tot,FOL_Afrikaans_SEO,FOL_Afrikaans_SOLSE_VWorW,FOL_Afrikaans_SOLSE_NWorNAA,FOL_Afrikaans_SOLSE_Tot,FOL_Afrikaans_NS,FOL_Afrikaans_Tot,FOL_Arabic_SEO,FOL_Arabic_SOLSE_VWorW,FOL_Arabic_SOLSE_NWorNAA,FOL_Arabic_SOLSE_Tot,FOL_Arabic_NS,FOL_Arabic_Tot,FOL_AIndLng_SEO,FOL_AIndLng_SOLSE_VWorW,FOL_AIndLng_SOLSE_NWorNAA,FOL_AIndLng_SOLSE_Tot,FOL_AIndLng_NS,FOL_AIndLng_Tot,FOL_CL_Cantones_SEO,FOL_CL_Cantones_SOLSE_VWorW,FOL_CL_Cantones_SOLSE_NWorNAA,FOL_CL_Cantones_SOLSE_Tot,FOL_CL_Cantones_NS,FOL_CL_Cantones_Tot,FOL_CL_Mandarin_SEO,FOL_CL_Mandarin_SOLSE_VWorW,FOL_CL_Mandarin_SOLSE_NWorNAA,FOL_CL_Mandarin_SOLSE_Tot,FOL_CL_Mandarin_NS,FOL_CL_Mandarin_Tot,FOL_CL_Oth_SEO,FOL_CL_Oth_SOLSE_VWorW,FOL_CL_Oth_SOLSE_NWorNAA,FOL_CL_Oth_SOLSE_Tot,FOL_CL_Oth_NS,FOL_CL_Oth_Tot,FOL_CL_Tot_SEO,FOL_CL_Tot_SOLSE_VWorW,FOL_CL_Tot_SOLSE_NWorNAA,FOL_CL_Tot_SOLSE_Tot,FOL_CL_Tot_NS,FOL_CL_Tot_Tot,FOL_Croatian_SEO,FOL_Croatian_SOLSE_VWorW,FOL_Croatian_SOLSE_NWorNAA,FOL_Croatian_SOLSE_Tot,FOL_Croatian_NS,FOL_Croatian_Tot,FOL_Dutch_SEO,FOL_Dutch_SOLSE_VWorW,FOL_Dutch_SOLSE_NWorNAA,FOL_Dutch_SOLSE_Tot,FOL_Dutch_NS,FOL_Dutch_Tot,FOL_French_SEO,FOL_French_SOLSE_VWorW,FOL_French_SOLSE_NWorNAA,FOL_French_SOLSE_Tot,FOL_French_NS,FOL_French_Tot,FOL_German_SEO,FOL_German_SOLSE_VWorW,FOL_German_SOLSE_NWorNAA,FOL_German_SOLSE_Tot,FOL_German_NS,FOL_German_Tot,FOL_Greek_SEO,FOL_Greek_SOLSE_VWorW,FOL_Greek_SOLSE_NWorNAA,FOL_Greek_SOLSE_Tot,FOL_Greek_NS,FOL_Greek_Tot,FOL_IAL_Bengali_SEO,FOL_IAL_Bengali_SOLSE_VWorW,FOL_IAL_Bengali_SOLSE_NWorNAA,FOL_IAL_Bengali_SOLSE_Tot,FOL_IAL_Bengali_NS,FOL_IAL_Bengali_Tot,FOL_IAL_Hindi_SEO,FOL_IAL_Hindi_SOLSE_VWorW,FOL_IAL_Hindi_SOLSE_NWorNAA,FOL_IAL_Hindi_SOLSE_Tot,FOL_IAL_Hindi_NS,FOL_IAL_Hindi_Tot,FOL_IAL_Punjabi_SEO,FOL_IAL_Punjabi_SOLSE_VWorW,FOL_IAL_Punjabi_SOLSE_NWorNAA,FOL_IAL_Punjabi_SOLSE_Tot,FOL_IAL_Punjabi_NS,FOL_IAL_Punjabi_Tot,FOL_IAL_Sinhalese_SEO,FOL_IAL_Sinhalese_SOLSE_VWorW,FOL_IAL_Sinhale_SOLSE_NWorNAA,FOL_IAL_Sinhalese_SOLSE_Tot,FOL_IAL_Sinhalese_NS,FOL_IAL_Sinhalese_Tot,FOL_IAL_Urdu_SEO,FOL_IAL_Urdu_SOLSE_VWorW,FOL_IAL_Urdu_SOLSE_NWorNAA,FOL_IAL_Urdu_SOLSE_Tot,FOL_IAL_Urdu_NS,FOL_IAL_Urdu_Tot,FOL_IAL_Oth_SEO,FOL_IAL_Oth_SOLSE_VWorW,FOL_IAL_Oth_SOLSE_NWorNAA,FOL_IAL_Oth_SOLSE_Tot,FOL_IAL_Oth_NS,FOL_IAL_Oth_Tot,FOL_IAL_Tot_SEO,FOL_IAL_Tot_SOLSE_VWorW,FOL_IAL_Tot_SOLSE_NWorNAA,FOL_IAL_Tot_SOLSE_Tot,FOL_IAL_Tot_NS,FOL_IAL_Tot_Tot,FOL_Italian_SEO,FOL_Italian_SOLSE_VWorW,FOL_Italian_SOLSE_NWorNAA,FOL_Italian_SOLSE_Tot,FOL_Italian_NS,FOL_Italian_Tot,FOL_Japanese_SEO,FOL_Japanese_SOLSE_VWorW,FOL_Japanese_SOLSE_NWorNAA,FOL_Japanese_SOLSE_Tot,FOL_Japanese_NS,FOL_Japanese_Tot,FOL_Korean_SEO,FOL_Korean_SOLSE_VWorW,FOL_Korean_SOLSE_NWorNAA,FOL_Korean_SOLSE_Tot
SED10059,0,62,0,62,..,579,22,598,3,601,..,675,45,720,8,729,..,56,0,56,0,56,..,280,128,408,3,410,..,81,15,96,0,101,..,336,83,424,5,428,..,998,201,1195,15,1210,..,8788,1603,10389,86,10479,..,97,7,110,4466,4576,27490,8882,1617,10501,4550,42544,25200,..,..,..,..,25200,..,17,0,18,0,18,..,212,41,251,3,252,..,12,0,12,0,12,..,695,280,970,3,973,..,2661,520,3184,20,3201,..,194,90,281,0,281,..,3546,889,4431,26,4457,..,57,15,71,0,71,..,97,0,94,0,94,..,396,12,405,0,405,..,209,8,217,0,217,..,514,225,737,7,742,..,46,4,52,0,52,..,123,0,123,4,124,..,20,0,20,0,20,..,25,0,28,0,33,..,20,0,20,0,20,..,89,5,92,0,92,..,327,13,334,5,341,..,351,53,407,0,409,..,248,36,288,0,287,..,231,67,298
SED10060,0,12,0,12,..,240,10,249,0,250,..,420,21,449,3,451,..,66,3,72,0,72,..,121,34,153,0,152,..,46,3,50,0,50,..,69,9,81,0,81,..,756,97,853,17,872,..,6283,674,6954,47,7004,..,76,8,80,2822,2906,26434,6356,676,7036,2873,36341,29102,..,..,..,..,29102,..,92,0,94,0,94,..,66,4,77,0,76,..,3,0,3,0,3,..,810,105,915,3,916,..,1184,265,1449,15,1459,..,63,7,74,0,74,..,2056,376,2431,15,2449,..,73,3,79,0,79,..,109,3,107,0,114,..,434,16,451,11,460,..,324,6,334,0,332,..,167,6,172,0,174,..,37,3,40,0,40,..,237,5,242,0,245,..,29,4,32,0,32,..,48,0,48,0,53,..,26,0,28,0,28,..,210,3,211,0,211,..,588,20,605,0,605,..,295,20,309,3,311,..,492,117,607,4,608,..,216,51,270
SED10061,0,14,0,14,..,144,6,144,9,150,..,40,0,41,0,41,..,23,0,25,0,25,..,25,9,30,0,30,..,4,0,7,0,7,..,29,7,39,0,39,..,294,53,349,10,356,..,1507,250,1752,23,1782,..,112,11,119,3450,3569,33552,1618,256,1875,3479,38897,35005,..,..,..,..,35005,..,42,0,44,0,42,..,102,40,142,0,143,..,24,0,25,0,25,..,45,11,53,0,58,..,140,55,201,0,198,..,12,6,16,0,16,..,196,73,269,3,272,..,5,0,8,0,8,..,34,0,34,0,30,..,50,4,51,0,54,..,90,4,92,0,93,..,24,0,23,0,23,..,31,3,30,0,30,..,39,0,37,0,37,..,20,3,26,0,26,..,29,0,29,0,29,..,13,0,16,0,16,..,105,6,114,0,113,..,235,10,250,0,249,..,40,0,42,0,42,..,41,7,45,0,48,..,13,8,22
SED10062,3,18,0,18,..,566,41,606,0,609,..,314,39,345,4,355,..,32,0,37,0,37,..,69,18,91,4,97,..,55,10,60,0,60,..,168,33,195,0,195,..,605,120,718,37,759,..,12379,2425,14801,147,14949,..,65,17,83,1348,1433,20614,12450,2436,14888,1496,37000,21077,..,..,..,..,21077,..,17,0,17,0,23,..,1120,143,1255,17,1277,..,7,0,7,0,7,..,2038,902,2944,7,2956,..,2380,1150,3533,14,3546,..,115,44,158,0,158,..,4536,2105,6634,25,6660,..,380,53,429,7,433,..,23,0,26,3,31,..,73,6,76,0,79,..,105,6,111,0,111,..,1806,206,2013,11,2026,..,126,18,143,0,143,..,213,17,227,4,228,..,41,6,48,0,48,..,37,6,41,0,41,..,79,11,88,0,88,..,691,72,761,4,766,..,1175,133,1308,10,1319,..,461,40,501,3,509,..,120,16,138,0,138,..,106,38,143
SED10063,0,10,0,10,..,101,0,105,4,105,..,26,4,29,0,28,..,23,4,24,0,24,..,15,4,20,0,17,..,7,0,9,0,9,..,23,8,30,3,34,..,347,69,419,8,430,..,1345,203,1551,22,1575,..,112,7,122,2695,2812,33902,1454,208,1669,2721,38287,35146,..,..,..,..,35146,..,53,5,56,0,56,..,42,11,46,0,52,..,22,0,27,0,27,..,29,29,58,0,63,..,65,32,93,0,93,..,0,3,4,0,4,..,99,64,159,0,162,..,19,3,27,0,24,..,19,0,19,0,19,..,26,0,26,0,26,..,68,3,73,0,73,..,25,0,32,0,29,..,12,3,15,0,15,..,34,3,38,0,38,..,35,6,44,0,40,..,5,0,5,0,5,..,24,3,30,0,30,..,68,3,79,3,79,..,179,20,198,5,203,..,73,18,87,0,93,..,24,0,21,0,21,..,27,15,39
SED10064,0,6,0,6,..,36,0,36,0,36,..,49,8,58,0,58,..,0,0,0,0,0,..,15,0,14,0,14,..,0,0,0,0,0,..,12,0,11,0,11,..,145,21,168,5,172,..,649,80,730,18,746,..,92,6,98,3180,3285,31833,742,89,827,3202,35862,33121,..,..,..,..,33121,..,14,0,14,0,14,..,14,0,14,0,14,..,57,8,66,0,63,..,10,5,17,0,17,..,36,12,48,0,48,..,0,4,8,0,8,..,47,22,68,0,68,..,4,0,4,0,4,..,50,0,50,0,50,..,45,3,43,3,50,..,108,0,113,0,111,..,17,3,21,0,21,..,8,0,3,0,3,..,15,0,15,0,20,..,13,0,12,0,12,..,3,0,8,0,8,..,6,0,6,0,6,..,7,5,7,0,7,..,48,9,56,0,61,..,31,0,35,3,32,..,15,0,19,0,19,..,7,0,10
SED10065,0,46,0,46,..,874,45,921,7,928,..,387,44,428,3,432,..,941,61,1000,4,1011,..,80,23,105,3,111,..,167,30,190,3,197,..,198,24,225,0,220,..,2754,448,3198,80,3279,..,23432,4736,28167,243,28409,..,120,39,160,3201,3357,19833,23548,4774,28322,3444,51599,18768,..,..,..,..,18768,..,24,0,24,0,24,..,1812,343,2152,4,2161,..,3,0,3,0,3,..,2394,1035,3426,19,3443,..,3788,1881,5667,28,5693,..,163,81,247,0,247,..,6352,2987,9337,40,9380,..,103,12,116,3,117,..,26,0,26,0,26,..,98,3,97,0,97,..,112,6,113,0,112,..,276,65,350,5,353,..,368,39,404,4,407,..,1987,147,2131,21,2153,..,620,79,698,8,705,..,251,13,269,0,268,..,351,27,374,4,385,..,1805,297,2097,19,2120,..,5385,597,5983,51,6032,..,242,38,277,5,288,..,131,33,168,0,168,..,1407,917,2326
SED10066,0,23,0,23,..,280,11,287,3,293,..,173,20,193,3,189,..,54,3,57,0,57,..,41,19,61,0,56,..,44,9,56,3,56,..,47,12,64,0,64,..,670,135,804,26,825,..,3762,502,4260,62,4323,..,95,7,105,2013,2117,31974,3855,509,4363,2079,38415,33153,..,..,..,..,33153,..,20,0,20,0,20,..,237,43,281,0,283,..,7,0,9,0,9,..,103,48,151,0,151,..,280,73,353,0,353,..,15,4,22,0,22,..,399,126,525,0,525,..,87,11,96,0,96,..,61,0,60,3,67,..,70,3,75,0,75,..,108,3,115,3,119,..,173,27,200,0,203,..,42,0,44,0,44,..,181,13,186,0,190,..,203,45,247,3,253,..,78,3,79,0,79,..,94,12,100,0,100,..,136,33,167,3,171,..,726,105,832,3,834,..,150,15,162,0,164,..,21,3,22,0,22,..,44,10,55
SED10067,0,4,0,4,..,82,6,89,0,89,..,163,9,175,3,172,..,9,0,9,0,9,..,27,4,32,0,33,..,10,3,14,0,14,..,27,7,33,3,37,..,604,56,656,3,658,..,2615,212,2825,28,2855,..,82,8,96,1698,1788,30420,2697,223,2923,1719,35062,31649,..,..,..,..,31649,..,64,3,66,0,66,..,40,0,37,0,44,..,0,0,0,0,0,..,62,14,79,0,79,..,136,45,187,0,187,..,11,0,11,0,11,..,207,64,269,0,269,..,118,11,132,4,136,..,165,0,167,3,168,..,197,0,199,0,199,..,359,8,367,0,363,..,67,6,73,3,76,..,8,0,8,0,8,..,27,0,27,0,27,..,31,7,36,0,36,..,3,0,3,0,3,..,8,0,8,0,8,..,34,0,34,0,34,..,104,5,111,0,111,..,250,22,274,6,280,..,86,6,90,0,90,..,39,13,49
SED10068,0,0,0,0,..,33,3,35,0,35,..,66,4,73,0,73,..,3,0,3,0,3,..,23,0,22,0,22,..,9,0,9,0,9,..,23,4,30,0,30,..,183,26,209,15,227,..,934,94,1027,27,1063,..,83,0,88,2105,2191,31932,1021,102,1118,2135,35181,34433,..,..,..,..,34433,..,36,0,36,0,36,..,27,3,26,3,29,..,5,0,4,0,11,..,38,15,53,0,53,..,49,19,62,0,62,..,8,0,8,0,8,..,85,36,118,0,122,..,15,0,10,0,10,..,62,0,64,0,64,..,64,3,64,0,66,..,85,0,88,3,88,..,25,0,29,0,26,..,3,0,3,0,3,..,20,3,18,0,18,..,15,4,20,0,20,..,3,0,3,0,3,..,3,0,3,0,3,..,32,4,40,0,40,..,73,11,82,0,82,..,66,5,69,0,69,..,24,3,30,0,30,..,15,8,24
SED10069,0,7,0,7,..,48,0,46,0,46,..,66,12,78,3,80,..,0,0,3,0,3,..,13,3,19,0,19,..,8,0,11,0,11,..,20,4,23,0,22,..,150,33,177,10,185,..,1025,120,1148,27,1171,..,87,7,91,2472,2558,31560,1114,125,1237,2494,35289,32283,..,..,..,..,32283,..,46,0,46,3,49,..,13,0,13,4,17,..,17,3,16,0,16,..,24,8,26,0,26,..,59,12,74,0,76,..,3,0,8,0,9,..,82,20,108,4,109,..,39,4,44,0,47,..,39,3,45,0,45,..,64,4,70,0,70,..,83,3,88,3,89,..,51,5,52,0,55,..,4,0,4,0,4,..,18,0,20,0,20,..,14,3,14,0,14,..,0,0,0,0,0,..,0,0,0,0,0,..,13,3,21,0,21,..,49,5,61,0,61,..,69,4,71,4,78,..,30,3,32,0,32,..,12,9,16
SED10070,0,28,0,29,..,763,24,786,5,796,..,904,166,1065,5,1076,..,1671,282,1952,20,1972,..,32,7,42,0,42,..,383,67,452,6,462,..,760,248,1009,3,1016,..,3860,861,4721,62,4780,..,18332,3142,21475,214,21692,..,88,27,118,1693,1812,17099,18427,3175,21598,1903,40604,16784,..,..,..,..,16784,..,8,0,8,0,8,..,2133,531,2660,24,2688,..,0,0,0,0,0,..,440,225,667,3,673,..,511,269,782,0,781,..,122,50,173,0,173,..,1073,546,1615,10,1627,..,433,75,506,3,507,..,17,0,17,0,18,..,91,4,98,0,97,..,112,16,125,8,133,..,449,101,549,5,553,..,117,13,130,0,131,..,1185,84,1262,9,1275,..,404,41,450,3,452,..,99,7,108,0,104,..,83,14,97,3,103,..,1107,157,1267,9,1275,..,2995,313,3307,29,3335,..,951,204,1157,13,1171,..,14,0,14,0,21,..,103,58,166
SED10071,0,45,0,45,..,1884,36,1919,17,1938,..,325,23,354,0,355,..,546,17,559,0,563,..,24,29,49,0,53,..,136,16,153,3,160,..,51,14,62,3,68,..,1906,230,2139,53,2192,..,15474,1310,16788,164,16951,..,82,22,105,2508,2607,25478,15556,1332,16891,2670,45041,25534,..,..,..,..,25534,..,111,0,110,0,112,..,579,64,645,0,646,..,3,0,5,0,5,..,425,157,585,0,590,..,680,259,941,6,946,..,40,11,49,0,49,..,1152,429,1578,3,1584,..,124,17,136,0,139,..,36,0,36,0,36,..,122,0,125,0,125,..,72,0,72,0,72,..,191,11,201,3,201,..,407,22,433,3,434,..,1916,113,2030,23,2052,..,1937,292,2229,11,2242,..,574,34,605,0,603,..,467,47,513,3,515,..,1088,117,1199,5,1206,..,6377,621,7002,44,7049,..,283,26,311,0,311,..,45,0,47,0,47,..,196,114,312
SED10072,3,47,0,47,..,896,66,959,4,963,..,814,123,932,5,939,..,48,0,46,0,46,..,168,51,221,5,223,..,168,31,200,0,199,..,357,76,434,0,439,..,1435,440,1876,54,1927,..,19410,3027,22436,231,22666,..,100,35,135,2554,2686,17268,19513,3062,22574,2782,42621,17122,..,..,..,..,17122,..,16,0,16,0,13,..,2627,379,3007,29,3030,..,4,0,4,0,4,..,1062,441,1502,7,1512,..,2353,697,3047,20,3070,..,121,46,171,0,171,..,3542,1188,4725,25,4750,..,170,21,194,0,194,..,15,0,15,0,15,..,76,3,82,0,87,..,78,9,80,0,85,..,3211,654,3864,42,3909,..,456,85,541,3,546,..,361,16,379,6,383,..,58,3,60,0,60,..,27,0,27,0,27,..,77,11,87,0,87,..,1270,107,1376,12,1392,..,2250,226,2476,20,2495,..,609,140,748,7,758,..,195,28,219,0,221,..,101,37,139
SED10073,3,62,0,62,..,1136,45,1182,7,1193,..,394,45,437,5,445,..,397,12,407,3,408,..,114,35,148,0,150,..,61,9,73,0,71,..,234,29,264,0,266,..,1948,283,2232,51,2281,..,19549,3977,23529,183,23716,..,103,30,131,1738,1868,19744,19659,4006,23662,1919,45328,19490,..,..,..,..,19490,..,40,4,42,0,42,..,661,116,776,4,783,..,0,0,4,0,4,..,3049,966,4012,14,4029,..,5860,1909,7763,42,7805,..,286,89,377,3,373,..,9189,2960,12150,66,12211,..,104,24,125,0,125,..,39,0,46,0,46,..,124,13,139,0,139,..,125,4,127,0,132,..,249,35,281,0,283,..,212,19,230,3,231,..,714,33,746,7,748,..,165,17,187,3,184,..,194,12,210,0,210,..,151,6,158,3,158,..,420,27,447,3,454,..,1850,117,1972,17,1987,..,734,142,876,9,884,..,330,57,385,0,385,..,1708,1001,2713
SED10074,0,28,0,28,..,697,32,729,8,733,..,296,44,335,4,342,..,1619,218,1834,12,1850,..,48,20,63,0,70,..,217,47,260,8,269,..,104,22,127,3,131,..,2047,320,2368,43,2413,..,14239,2020,16259,163,16423,..,137,31,166,1879,2041,23270,14373,2050,16424,2044,41737,23883,..,..,..,..,23883,..,35,0,42,0,38,..,1054,161,1223,5,1231,..,0,0,0,0,0,..,662,271,935,5,944,..,906,427,1333,10,1346,..,80,24,105,0,105,..,1654,721,2373,13,2387,..,153,25,186,4,190,..,48,0,48,0,48,..,128,3,131,0,128,..,101,0,97,5,100,..,284,49,335,4,338,..,269,26,297,0,292,..,1304,85,1392,3,1397,..,579,98,673,13,687,..,246,9,254,3,257,..,238,27,264,3,263,..,1297,167,1462,12,1475,..,3935,407,4345,37,4380,..,312,43,349,5,355,..,46,4,50,0,50,..,375,213,585
SED10075,0,21,0,21,..,99,6,102,0,100,..,341,49,388,0,388,..,11,0,11,0,11,..,27,13,37,0,37,..,156,28,179,0,186,..,80,17,95,0,95,..,426,101,525,18,541,..,3513,520,4035,57,4086,..,110,15,121,1750,1865,33724,3619,530,4152,1801,39683,35088,..,..,..,..,35088,..,28,0,28,0,28,..,107,20,133,0,128,..,3,0,3,0,3,..,59,20,83,0,83,..,112,43,157,3,154,..,8,3,11,0,11,..,177,66,247,0,245,..,112,19,128,3,128,..,52,0,55,3,57,..,34,0,35,0,35,..,178,10,191,4,195,..,179,23,206,3,205,..,17,0,18,0,18,..,40,0,46,0,46,..,13,6,23,0,23,..,21,0,21,0,21,..,23,0,31,0,31,..,14,0,14,0,14,..,139,14,147,0,153,..,288,51,336,9,349,..,21,0,23,0,23,..,21,16,38
SED10076,0,11,0,11,..,58,0,55,0,55,..,69,12,74,0,76,..,4,0,4,0,4,..,22,9,30,0,30,..,7,0,7,0,7,..,21,11,31,0,31,..,198,40,238,3,238,..,1184,171,1352,23,1377,..,98,7,109,2299,2405,30302,1282,178,1462,2321,34086,31441,..,..,..,..,31441,..,14,0,14,0,19,..,25,3,30,0,30,..,15,0,15,0,16,..,36,20,56,0,56,..,46,25,67,0,70,..,3,0,6,0,6,..,89,47,132,0,131,..,71,11,76,0,76,..,45,5,46,0,46,..,37,0,37,0,37,..,115,6,126,0,126,..,85,16,107,0,106,..,5,0,5,0,9,..,23,3,25,0,25,..,22,0,22,0,22,..,12,0,12,0,12,..,0,0,0,0,0,..,17,0,16,0,16,..,85,7,86,0,86,..,105,15,125,0,129,..,26,0,26,0,26,..,6,3,10
SED10077,0,28,0,28,..,645,35,680,6,690,..,377,50,428,12,439,..,1364,104,1466,14,1482,..,128,63,198,0,197,..,110,14,118,0,126,..,621,110,732,8,732,..,2134,260,2399,42,2442,..,22520,5141,27663,238,27898,..,90,36,125,2717,2837,15713,22610,5177,27786,2948,46455,15043,..,..,..,..,15043,..,5,0,7,0,7,..,1453,195,1652,13,1663,..,4,0,4,0,4,..,2679,1109,3784,25,3812,..,5326,2174,7492,47,7540,..,281,134,421,0,423,..,8284,3415,11698,71,11772,..,231,37,276,0,276,..,12,0,13,0,13,..,114,6,122,3,120,..,61,0,63,0,63,..,790,203,993,5,1002,..,158,9,173,0,173,..,925,50,978,7,982,..,133,15,147,0,145,..,63,0,63,0,64,..,192,15,208,0,205,..,1440,99,1537,6,1547,..,2914,190,3104,16,3123,..,1338,347,1684,21,1698,..,137,36,168,3,175,..,1848,1188,3037
SED10078,0,43,0,43,..,674,32,704,9,705,..,535,76,613,4,621,..,94,7,96,0,96,..,210,130,341,0,341,..,127,42,175,0,175,..,902,394,1293,5,1302,..,1260,300,1562,30,1592,..,12460,2829,15286,150,15437,..,88,24,104,2488,2591,21670,12543,2849,15395,2634,39703,21943,..,..,..,..,21943,..,18,0,18,0,18,..,733,207,942,6,948,..,18,0,18,0,18,..,724,430,1158,4,1161,..,1731,767,2498,7,2508,..,117,68,180,0,185,..,2574,1261,3832,15,3846,..,107,17,119,0,122,..,46,3,42,0,42,..,178,16,197,3,196,..,135,3,135,3,139,..,1267,670,1934,20,1952,..,178,24,200,3,201,..,269,22,294,0,296,..,35,9,41,0,41,..,31,0,31,0,31,..,29,3,34,0,35,..,973,75,1050,7,1059,..,1509,134,1646,11,1663,..,1172,373,1548,9,1562,..,170,17,183,3,188,..,146,110,260
SED10079,0,4,0,4,..,43,0,45,3,49,..,53,9,60,0,60,..,3,0,0,0,0,..,13,5,20,0,20,..,8,0,9,0,9,..,9,0,9,0,9,..,144,38,177,11,187,..,881,117,998,27,1022,..,97,0,96,1507,1600,32402,977,117,1093,1531,35027,33347,..,..,..,..,33347,..,17,0,17,0,17,..,24,0,24,0,24,..,11,0,11,0,11,..,41,16,53,0,53,..,75,21,96,0,96,..,3,5,5,0,5,..,112,41,153,0,153,..,18,0,17,0,17,..,41,0,41,0,42,..,34,3,40,0,40,..,68,0,68,4,71,..,35,7,42,0,42,..,3,0,7,0,7,..,20,0,21,0,21,..,8,0,7,0,7,..,5,0,5,0,5,..,4,0,4,0,4,..,14,3,12,0,12,..,49,4,50,0,50,..,65,5,68,0,68,..,9,0,9,0,9,..,11,8,19
SED10080,3,49,0,49,..,1656,179,1835,15,1850,..,821,51,874,4,877,..,99,3,105,0,104,..,1177,822,2004,10,2016,..,91,8,97,3,104,..,329,40,365,0,369,..,1251,136,1389,13,1403,..,13454,2755,16210,122,16331,..,94,20,116,8146,8268,27332,13552,2772,16324,8274,51935,23126,..,..,..,..,23126,..,39,0,42,0,42,..,115,22,134,0,131,..,7,0,7,0,7,..,959,279,1244,13,1254,..,2865,836,3700,15,3720,..,193,67,263,3,264,..,4023,1179,5206,27,5235,..,61,6,64,0,64,..,100,0,103,0,103,..,640,20,665,7,671,..,241,3,250,0,248,..,211,21,233,3,236,..,36,0,36,0,37,..,281,15,293,0,298,..,15,0,15,0,15,..,14,0,14,0,16,..,22,0,24,0,24,..,100,9,115,0,111,..,472,30,495,3,503,..,453,32,488,0,489,..,442,136,578,4,589,..,717,345,1053
SED10081,0,4,0,4,..,171,3,177,3,181,..,21,0,16,0,20,..,15,7,25,0,28,..,14,6,22,0,22,..,3,0,3,0,5,..,22,7,34,0,34,..,166,46,216,6,229,..,1039,276,1320,24,1339,..,101,5,106,2917,3026,33418,1141,283,1425,2936,37778,35057,..,..,..,..,35057,..,53,0,53,0,53,..,30,3,33,0,33,..,7,0,13,0,13,..,33,18,51,0,56,..,94,46,140,3,141,..,0,3,4,0,4,..,133,62,195,4,199,..,4,0,4,0,4,..,17,0,17,0,17,..,23,0,23,0,23,..,57,0,57,0,57,..,16,0,17,0,18,..,15,0,16,0,16,..,37,4,45,3,41,..,31,16,47,0,47,..,12,0,11,0,11,..,20,0,16,0,18,..,26,3,34,0,34,..,139,25,165,3,164,..,22,3,24,0,31,..,0,4,8,0,8,..,22,19,39
SED10082,0,7,0,7,..,52,4,52,0,51,..,108,16,125,0,125,..,22,0,22,0,22,..,28,7,37,0,37,..,16,3,16,0,16,..,19,7,20,0,20,..,243,33,279,3,284,..,1510,163,1677,12,1687,..,101,10,118,1495,1614,32003,1615,176,1793,1508,35306,33969,..,..,..,..,33969,..,95,0,95,0,95,..,51,5,60,0,60,..,3,0,3,0,3,..,63,17,80,0,80,..,108,46,159,6,159,..,7,0,7,0,7,..,176,66,242,6,245,..,30,0,30,0,30,..,66,0,64,0,70,..,111,4,113,0,119,..,146,4,157,0,152,..,59,8,63,3,66,..,0,0,0,0,0,..,33,4,30,0,30,..,13,3,12,0,12,..,3,0,3,0,3,..,6,0,6,0,6,..,18,0,18,0,18,..,68,9,73,0,73,..,114,21,127,3,131,..,55,0,54,0,54,..,38,12,48
