SED_CODE_2016,Count_home_Census_Nt_0_14_yr,Count_hom_Census_Nt_15_24_yr,Count_hom_Census_Nt_25_34_yr,Count_hom_Census_Nt_35_44_yr,Count_hom_Census_Nt_45_54_yr,Count_hom_Census_Nt_55_64_yr,Count_hom_Census_Nt_65_74_yr,Count_hom_Census_Nt_75_84_yr,Count_hom_Census_Nt_85ov,Counted_home_Census_Night_Tot,VisSame_SA2_0_14_yr,VisSame_SA2_15_24_yr,VisSame_SA2_25_34_yr,VisSame_SA2_35_44_yr,VisSame_SA2_45_54_yr,VisSame_SA2_55_64_yr,VisSame_SA2_65_74_yr,VisSame_SA2_75_84_yr,VisSame_SA2_85ov,VisSame_SA2_Total,VisDiff_SA2_NSW_0_14_yr,VisDiff_SA2_NSW_15_24_yr,VisDiff_SA2_NSW_25_34_yr,VisDiff_SA2_NSW_35_44_yr,VisDiff_SA2_NSW_45_54_yr,VisDiff_SA2_NSW_55_64_yr,VisDiff_SA2_NSW_65_74_yr,VisDiff_SA2_NSW_75_84_yr,VisDiff_SA2_NSW_85ov,VisDiff_SA2_NSW_Total,VisDiff_SA2_VIC_0_14_yr,VisDiff_SA2_VIC_15_24_yr,VisDiff_SA2_VIC_25_34_yr,VisDiff_SA2_VIC_35_44_yr,VisDiff_SA2_VIC_45_54_yr,VisDiff_SA2_VIC_55_64_yr,VisDiff_SA2_VIC_65_74_yr,VisDiff_SA2_VIC_75_84_yr,VisDiff_SA2_VIC_85ov,VisDiff_SA2_VIC_Total,VisDiff_SA2_QLD_0_14_yr,VisDiff_SA2_QLD_15_24_yr,VisDiff_SA2_QLD_25_34_yr,VisDiff_SA2_QLD_35_44_yr,VisDiff_SA2_QLD_45_54_yr,VisDiff_SA2_QLD_55_64_yr,VisDiff_SA2_QLD_65_74_yr,VisDiff_SA2_QLD_75_84_yr,VisDiff_SA2_QLD_85ov,VisDiff_SA2_QLD_Total,VisDiff_SA2_SA_0_14_yr,VisDiff_SA2_SA_15_24_yr,VisDiff_SA2_SA_25_34_yr,VisDiff_SA2_SA_35_44_yr,VisDiff_SA2_SA_45_54_yr,VisDiff_SA2_SA_55_64_yr,VisDiff_SA2_SA_65_74_yr,VisDiff_SA2_SA_75_84_yr,VisDiff_SA2_SA_85ov,VisDiff_SA2_SA_Total,VisDiff_SA2_WA_0_14_yr,VisDiff_SA2_WA_15_24_yr,VisDiff_SA2_WA_25_34_yr,VisDiff_SA2_WA_35_44_yr,VisDiff_SA2_WA_45_54_yr,VisDiff_SA2_WA_55_64_yr,VisDiff_SA2_WA_65_74_yr,VisDiff_SA2_WA_75_84_yr,VisDiff_SA2_WA_85ov,VisDiff_SA2_WA_Total,VisDiff_SA2_TAS_0_14_yr,VisDiff_SA2_TAS_15_24_yr,VisDiff_SA2_TAS_25_34_yr,VisDiff_SA2_TAS_35_44_yr,VisDiff_SA2_TAS_45_54_yr,VisDiff_SA2_TAS_55_64_yr,VisDiff_SA2_TAS_65_74_yr,VisDiff_SA2_TAS_75_84_yr,VisDiff_SA2_TAS_85ov,VisDiff_SA2_TAS_Total,VisDiff_SA2_NT_0_14_yr,VisDiff_SA2_NT_15_24_yr,VisDiff_SA2_NT_25_34_yr,VisDiff_SA2_NT_35_44_yr,VisDiff_SA2_NT_45_54_yr,VisDiff_SA2_NT_55_64_yr,VisDiff_SA2_NT_65_74_yr,VisDiff_SA2_NT_75_84_yr,VisDiff_SA2_NT_85ov,VisDiff_SA2_NT_Total,VisDiff_SA2_ACT_0_14_yr,VisDiff_SA2_ACT_15_24_yr,VisDiff_SA2_ACT_25_34_yr,VisDiff_SA2_ACT_35_44_yr,VisDiff_SA2_ACT_45_54_yr,VisDiff_SA2_ACT_55_64_yr,VisDiff_SA2_ACT_65_74_yr,VisDiff_SA2_ACT_75_84_yr,VisDiff_SA2_ACT_85ov,VisDiff_SA2_ACT_Total,VisDiff_SA2_OT_0_14_yr,VisDiff_SA2_OT_15_24_yr,VisDiff_SA2_OT_25_34_yr,VisDiff_SA2_OT_35_44_yr,VisDiff_SA2_OT_45_54_yr,VisDiff_SA2_OT_55_64_yr,VisDiff_SA2_OT_65_74_yr,VisDiff_SA2_OT_75_84_yr,VisDiff_SA2_OT_85ov,VisDiff_SA2_OT_Total,VisDiff_SA2_Tot_0_14_yr,VisDiff_SA2_Tot_15_24_yr,VisDiff_SA2_Tot_25_34_yr,VisDiff_SA2_Tot_35_44_yr,VisDiff_SA2_Tot_45_54_yr,VisDiff_SA2_Tot_55_64_yr,VisDiff_SA2_Tot_65_74_yr,VisDiff_SA2_Tot_75_84_yr,VisDiff_SA2_Tot_85ov,VisDiff_SA2_Tot_Total,Vis_Tot_Visitrs_0_14_yr,Vis_Tot_Visitrs_15_24_yr,Vis_Tot_Visitrs_25_34_yr,Vis_Tot_Visitrs_35_44_yr,Vis_Tot_Visitrs_45_54_yr,Vis_Tot_Visitrs_55_64_yr,Vis_Tot_Visitrs_65_74_yr,Vis_Tot_Visitrs_75_84_yr,Vis_Tot_Visitrs_85ov,Vis_Tot_Visitrs_Total,Total_0_14_yr,Total_15_24_yr,Total_25_34_yr,Total_35_44_yr,Total_45_54_yr,Total_55_64_yr,Total_65_74_yr,Total_75_84_yr,Total_85ov,Total_Total
SED10029,17198,12286,11989,10731,11224,9752,6075,3693,1631,84575,17,25,31,15,18,16,12,4,3,152,284,268,391,255,223,181,100,70,31,1811,6,5,9,9,3,6,3,3,0,39,0,3,10,7,6,11,3,3,0,46,0,0,0,0,0,3,0,0,0,6,0,0,3,0,8,4,0,0,0,12,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,294,281,414,276,244,201,111,81,37,1923,316,310,443,289,259,215,119,86,36,2074,17511,12598,12434,11021,11484,9964,6196,3779,1674,86648
SED10030,11998,7653,7964,8721,9649,9284,8014,4710,2350,70357,12,13,6,12,17,11,10,8,3,92,268,397,402,299,313,381,315,207,148,2743,4,9,10,4,4,16,20,3,0,72,5,9,11,13,15,19,22,6,0,97,0,0,0,3,4,5,3,0,0,12,0,3,4,5,5,12,0,0,0,25,0,0,0,3,0,5,0,0,0,17,0,0,0,0,7,0,0,0,0,9,0,8,4,0,3,0,0,3,0,19,0,0,0,0,0,0,0,0,0,0,276,427,429,324,350,443,362,229,150,2995,290,437,437,341,367,455,377,235,161,3089,12293,8088,8397,9065,10022,9736,8387,4950,2511,73442
SED10031,13654,7564,7000,8486,10287,9994,8587,4294,1684,71550,29,13,13,10,7,26,18,15,3,134,255,397,519,378,362,360,284,123,55,2732,10,11,26,21,18,43,66,16,3,205,8,12,21,15,17,11,21,5,0,107,0,0,3,7,9,6,12,0,0,42,3,0,4,3,3,7,0,0,0,30,0,0,0,0,3,7,5,3,3,19,0,3,0,0,0,3,0,0,0,7,40,69,62,29,38,30,25,12,3,304,0,0,0,0,0,0,0,0,0,0,320,491,628,456,454,463,412,163,70,3450,343,504,645,469,455,487,428,179,70,3576,13999,8066,7645,8955,10745,10481,9015,4467,1754,75129
SED10032,18832,11683,17548,12879,9871,8124,5300,3023,1286,88544,41,17,24,32,10,14,5,7,3,154,203,282,440,273,203,190,140,67,50,1853,5,16,11,8,12,7,3,0,0,56,5,7,19,12,15,15,6,4,0,77,0,4,0,0,3,0,0,0,0,12,5,3,13,12,9,0,6,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,5,0,0,0,12,0,0,0,0,0,0,0,0,0,0,222,310,489,308,234,222,155,75,46,2051,260,332,512,338,246,227,161,78,52,2210,19092,12017,18061,13220,10114,8358,5457,3103,1339,90752
SED10033,14478,9736,8397,8949,10661,8705,6243,2919,1063,71154,4,16,11,6,15,11,12,8,14,92,205,354,322,203,249,216,172,104,44,1871,4,6,8,7,16,17,21,0,0,78,7,25,19,21,28,22,18,0,0,144,0,0,8,3,8,11,3,0,0,42,0,0,7,0,4,0,4,0,0,28,0,0,0,0,9,4,7,0,0,18,0,5,8,3,0,0,0,0,0,17,0,6,0,0,9,4,3,0,0,28,0,0,0,0,0,0,0,0,0,0,221,393,383,245,320,275,231,107,45,2221,225,411,392,252,336,285,236,119,56,2312,14702,10153,8791,9198,10998,8993,6483,3037,1120,73461
SED10034,15104,8927,8627,10571,10430,8851,6375,3000,1543,73429,4,7,5,10,4,7,4,3,7,58,181,222,271,146,143,132,109,87,54,1337,6,4,13,6,9,7,7,0,3,53,0,10,5,3,0,13,15,3,0,51,0,0,0,0,3,3,3,0,0,9,4,3,3,5,3,4,3,0,0,27,0,0,0,0,5,0,3,0,0,5,0,0,0,0,0,3,0,0,0,6,0,3,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,195,242,297,161,160,154,139,91,53,1492,198,250,303,171,170,161,149,94,59,1555,15305,9172,8934,10743,10599,9010,6521,3091,1600,74984
SED10035,11409,21047,27122,15116,10049,7181,4770,2877,997,100570,8,43,30,9,8,6,4,6,3,124,171,671,705,389,383,364,232,85,20,3016,8,35,99,99,109,54,26,8,0,439,0,65,73,79,91,52,27,0,0,392,3,28,18,21,39,19,14,13,0,152,3,18,28,51,46,17,14,0,0,173,3,8,12,15,15,14,4,0,0,59,0,5,10,3,8,0,3,0,0,23,0,40,19,18,20,18,17,3,0,143,0,3,0,0,0,0,0,0,0,3,190,870,962,678,708,537,330,108,22,4398,199,913,993,686,717,547,334,112,23,4527,11609,21959,28113,15805,10765,7734,5103,2995,1019,105099
SED10036,18967,11655,11010,12073,11071,8211,5304,2611,1154,82058,13,15,17,9,11,5,3,0,5,70,250,271,418,228,182,164,106,81,27,1729,5,17,36,20,23,17,11,4,0,131,3,35,55,14,9,12,5,3,3,150,0,14,8,9,0,0,0,0,0,40,8,4,27,7,7,10,4,0,0,66,0,3,0,0,0,7,0,3,0,17,0,16,9,4,0,0,0,0,0,37,0,3,9,0,3,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,264,368,573,287,239,209,131,96,27,2194,280,382,589,292,243,215,133,92,29,2264,19246,12035,11597,12367,11315,8425,5438,2707,1183,84322
SED10037,15573,9262,8148,11535,11429,9154,6515,3323,1312,76260,3,9,6,12,3,5,9,5,3,54,185,227,242,178,154,174,177,122,145,1605,3,3,0,11,3,5,13,8,3,53,8,11,9,12,7,12,8,7,3,75,0,0,0,0,0,3,0,0,0,8,0,0,3,0,3,4,7,3,0,24,0,0,0,0,3,7,0,5,0,9,0,0,0,0,0,0,0,0,0,6,3,3,10,0,7,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,197,240,269,205,180,212,206,136,151,1797,201,252,274,221,186,217,221,141,152,1858,15775,9514,8425,11751,11612,9371,6732,3464,1471,78117
SED10038,14719,9675,8225,10072,10069,9013,6676,4314,2031,74797,5,11,12,9,3,5,7,6,6,69,223,407,324,198,190,185,173,119,111,1938,9,3,8,9,3,17,17,3,3,64,0,6,10,3,8,20,6,4,0,54,0,0,3,4,0,5,0,0,0,11,0,0,3,0,0,5,3,0,0,24,0,0,0,3,0,3,3,5,0,17,0,5,0,0,0,0,0,0,0,5,0,9,6,0,0,5,3,3,0,33,0,0,0,0,0,0,0,0,0,0,233,435,344,223,212,238,204,134,112,2137,239,443,359,235,218,244,215,138,124,2212,14954,10120,8580,10308,10288,9256,6895,4450,2151,77009
SED10039,12424,7840,6896,7702,8776,9635,7727,4234,1922,67155,17,12,9,3,12,15,11,5,9,77,284,398,347,220,249,323,223,108,54,2211,11,7,18,24,29,25,21,14,3,147,7,17,13,8,10,23,13,5,0,104,3,0,5,6,0,7,3,0,0,24,0,3,17,9,4,10,3,0,0,43,0,0,0,0,3,0,14,0,0,23,0,3,3,0,0,0,0,0,0,6,3,8,4,5,12,16,4,3,0,65,0,0,0,0,0,0,0,0,0,0,308,435,412,274,308,409,283,131,58,2625,321,442,415,276,319,417,296,140,67,2701,12740,8281,7320,7979,9096,10053,8022,4377,1986,69862
SED10040,14541,12641,17936,11874,10806,9447,6308,4046,2055,89660,9,25,18,6,10,14,4,8,8,104,181,240,406,237,215,238,287,253,197,2263,0,3,6,3,4,9,0,0,3,25,0,11,7,9,7,10,6,0,0,50,0,4,3,0,0,0,3,3,0,17,0,0,3,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,0,0,0,0,10,0,0,8,8,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,184,259,440,264,232,260,298,257,193,2390,192,281,456,268,248,267,306,264,199,2494,14732,12927,18390,12144,11057,9719,6614,4312,2260,92153
SED10041,15777,9981,7522,10812,11545,8392,6400,4327,2709,77467,6,10,3,3,3,3,7,3,9,53,214,372,280,175,172,202,212,204,216,2046,10,10,3,7,12,7,11,12,4,71,7,11,4,16,11,12,23,5,3,96,3,0,0,3,5,3,8,0,0,26,0,4,0,3,3,3,5,3,0,19,0,0,0,0,0,0,0,3,0,8,3,9,0,0,3,0,0,0,0,12,3,6,9,4,0,3,9,0,0,37,0,0,0,0,0,0,0,0,0,0,233,410,303,211,203,230,267,229,226,2319,242,421,306,216,211,235,270,237,234,2370,16019,10397,7836,11029,11760,8629,6667,4564,2943,79839
SED10042,11808,7812,6933,7525,8819,9315,8107,4591,2133,67054,20,17,13,14,8,8,17,4,10,103,232,411,344,229,228,238,195,112,77,2071,3,8,15,5,4,13,8,7,0,67,5,38,11,21,21,17,20,3,0,136,0,8,3,0,0,0,3,0,0,13,3,7,7,0,0,4,6,4,0,33,0,4,0,0,0,3,4,0,0,12,0,0,3,0,0,4,0,0,0,11,0,4,3,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,249,489,380,258,261,278,228,123,77,2352,266,503,394,276,269,290,245,133,90,2452,12079,8318,7325,7796,9091,9603,8353,4727,2223,69513
SED10043,20387,12553,14780,11864,10340,8739,5599,3532,1569,89365,32,26,36,20,14,19,8,12,3,171,230,257,380,234,182,172,84,62,25,1627,5,0,5,5,10,0,5,3,0,36,0,0,11,4,12,10,9,4,0,47,3,0,0,6,0,3,4,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,5,0,4,0,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,236,266,414,250,199,195,102,73,26,1751,266,291,451,273,217,209,108,87,29,1929,20656,12844,15225,12134,10559,8950,5706,3616,1599,91296
SED10044,14825,8856,11740,12277,10803,8364,6209,3658,2270,79009,3,15,9,7,11,6,7,8,5,58,272,299,436,344,337,333,373,277,225,2908,10,15,27,46,35,26,24,3,0,182,9,14,37,37,41,33,35,3,0,203,0,3,5,3,8,6,12,3,0,42,3,3,15,9,0,18,5,0,0,51,0,3,5,4,5,6,5,0,0,25,0,0,0,7,0,0,0,0,0,6,3,5,7,8,8,17,7,0,0,56,0,0,0,0,0,0,0,0,0,0,294,342,521,455,434,446,456,295,227,3477,301,357,531,462,439,454,462,301,237,3537,15125,9208,12270,12741,11248,8810,6677,3957,2504,82544
SED10045,12631,7548,6259,7905,9970,11611,8022,4153,1944,70038,33,19,17,20,19,27,16,11,8,167,268,427,382,289,305,364,335,180,87,2632,15,17,26,22,32,48,60,17,3,244,86,125,178,108,155,170,96,21,9,945,0,9,3,0,7,22,28,3,3,74,0,3,6,3,6,6,8,3,0,30,0,3,3,3,7,10,15,3,0,41,3,3,7,0,0,0,0,0,0,12,0,0,4,0,0,6,7,7,0,27,0,0,0,0,0,0,0,0,0,0,371,577,606,431,516,624,538,235,104,4002,402,597,626,448,534,646,556,246,111,4176,13037,8143,6882,8357,10500,12259,8579,4398,2056,74212
SED10046,20137,13157,13228,12708,11881,9249,5018,2729,768,88867,43,20,20,13,21,9,9,3,4,140,335,336,419,299,305,242,199,149,87,2365,4,6,12,3,3,4,3,0,3,38,4,10,11,14,9,10,5,3,0,63,0,4,0,0,0,6,0,0,0,8,0,3,3,5,4,0,0,0,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6,3,0,0,13,0,0,0,0,0,0,0,0,0,0,345,362,454,325,325,271,205,148,88,2521,384,379,472,340,345,280,215,155,91,2664,20523,13536,13702,13042,12228,9533,5237,2882,857,91533
SED10047,20154,12397,14204,12088,10458,9027,6625,2938,779,88670,37,27,19,18,22,8,5,4,3,146,355,511,454,282,228,169,124,54,26,2197,3,0,11,3,7,0,0,5,0,29,14,13,14,3,9,18,11,0,3,88,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,11,0,0,3,0,0,3,0,0,0,6,0,0,0,0,0,0,3,0,0,6,0,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,371,531,477,288,251,198,144,60,34,2355,410,556,503,311,270,203,147,69,32,2503,20563,12953,14709,12396,10726,9233,6775,3001,814,91169
SED10048,18375,11478,12590,11810,10933,9955,5726,2250,905,84012,31,17,10,8,5,10,5,4,3,90,222,299,358,205,177,146,103,81,23,1612,3,0,10,5,4,0,0,3,0,25,3,16,7,8,11,12,6,5,0,73,0,0,3,0,0,0,0,0,0,11,0,6,0,3,0,7,0,0,0,19,0,0,0,0,0,0,3,0,0,3,3,0,4,0,0,0,0,0,0,8,0,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,235,320,382,221,193,170,119,85,23,1758,267,339,393,230,203,179,118,90,22,1849,18644,11821,12986,12038,11137,10140,5840,2339,925,85869
SED10049,16438,9158,9994,9729,9511,8373,6109,3053,1218,73573,13,12,11,9,6,12,6,3,3,72,293,504,387,242,238,228,186,127,71,2264,3,3,10,4,11,6,7,0,0,51,17,15,18,20,28,25,14,0,3,134,0,0,0,0,0,3,3,3,0,18,0,0,3,3,3,3,4,0,0,20,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,3,0,6,0,0,0,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,314,527,420,269,284,266,222,128,69,2504,327,543,430,280,287,275,225,138,71,2575,16760,9695,10423,10006,9796,8649,6339,3191,1285,76155
SED10050,15591,7463,11936,13293,11286,7677,5357,2752,1499,76859,0,10,15,3,3,3,3,0,3,44,237,246,354,285,214,212,173,109,46,1880,0,7,19,35,14,19,12,3,0,111,3,20,25,26,32,13,16,11,3,157,0,0,9,3,11,0,3,0,0,36,0,12,5,10,10,11,11,5,0,70,0,0,4,3,3,0,0,0,0,11,0,0,0,0,0,0,3,0,0,8,0,0,3,7,3,12,3,0,0,32,0,0,0,0,0,0,0,0,0,0,252,298,412,373,282,273,218,134,53,2297,254,305,426,379,291,279,221,135,58,2339,15842,7769,12362,13667,11578,7960,5580,2889,1552,79199
SED10051,13684,10268,11385,11749,10791,8510,6621,4068,1924,79001,17,18,16,15,5,4,10,6,3,97,206,246,329,217,193,177,125,63,46,1609,0,5,11,10,4,8,7,6,0,43,3,7,9,6,12,24,19,3,3,82,0,0,4,0,0,3,0,0,0,9,0,0,3,3,0,3,3,4,0,20,0,3,0,0,3,3,7,0,0,16,0,0,0,0,3,0,0,0,0,6,0,3,0,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,215,268,366,242,210,213,159,77,54,1795,231,279,378,258,214,222,173,85,53,1892,13913,10549,11765,12006,11008,8728,6787,4154,1979,80898
SED10052,13731,8102,8088,9960,9793,8811,6640,4015,2410,71551,8,7,6,12,9,3,12,9,9,78,216,201,253,199,195,161,190,192,144,1742,4,0,9,8,5,5,6,3,3,37,12,4,12,20,11,13,19,3,0,105,0,0,0,0,4,3,5,0,0,12,4,0,7,3,0,3,5,0,0,19,0,0,0,0,0,0,3,0,0,9,0,0,3,0,0,0,0,0,0,0,3,4,7,0,7,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,237,211,283,229,225,197,226,195,145,1944,254,217,292,235,234,200,239,204,154,2021,13987,8317,8377,10194,10028,9011,6874,4217,2568,73576
SED10053,14033,8397,9286,9801,11317,9112,5975,2773,1061,71752,11,7,15,7,13,5,8,7,5,82,1750,1453,1770,1757,1630,1702,1077,263,69,11473,79,107,157,93,114,114,88,42,9,796,482,344,334,435,391,296,163,27,0,2463,28,56,69,27,31,40,33,10,0,303,23,33,54,38,29,42,24,3,0,238,4,26,12,8,20,19,22,3,0,118,7,7,7,3,7,4,6,0,0,39,162,196,224,195,136,179,149,29,19,1280,0,0,0,0,0,0,0,0,0,0,2534,2218,2621,2556,2352,2396,1559,375,98,16711,2547,2232,2634,2557,2367,2404,1565,380,105,16789,16579,10629,11920,12359,13688,11513,7539,3151,1163,88545
SED10054,20562,13193,12675,11924,11176,8779,5170,2071,899,86442,43,29,20,21,13,9,15,0,3,157,305,312,392,249,201,134,112,73,35,1806,3,8,15,14,41,17,8,0,0,100,9,7,14,25,9,11,3,3,0,90,3,4,3,3,15,7,0,0,0,33,3,3,9,3,6,4,0,0,0,31,0,0,0,0,3,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,3,3,11,3,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,3,322,339,442,299,278,174,125,75,35,2088,369,364,464,321,289,185,142,81,34,2247,20926,13552,13138,12247,11470,8963,5309,2147,933,88686
SED10055,17609,11699,11342,11179,11097,9339,4708,1768,472,79205,18,15,11,10,3,8,5,0,0,73,249,289,309,210,130,155,114,85,22,1556,9,3,17,7,5,0,8,4,0,50,11,9,9,3,15,12,9,11,3,81,0,0,3,0,0,3,0,0,0,9,0,0,0,0,3,0,0,0,0,6,0,0,3,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,4,0,4,276,297,340,229,152,168,128,99,26,1714,294,315,347,240,152,176,135,99,26,1785,17897,12011,11689,11418,11249,9512,4841,1867,499,80993
SED10056,15547,8476,8638,8728,10187,10621,8198,5111,2065,77570,12,31,33,15,19,30,19,23,6,195,315,455,452,285,350,397,257,135,67,2713,105,211,244,185,297,345,336,125,22,1868,18,17,31,36,44,56,38,7,0,243,15,16,42,29,24,87,108,34,3,356,6,6,21,3,17,7,16,3,0,74,0,4,3,0,5,14,8,3,0,36,8,0,4,6,0,3,0,0,0,23,0,4,9,9,4,11,15,0,0,50,0,0,0,0,0,0,0,0,0,0,468,718,802,548,744,919,767,314,93,5367,478,753,839,566,764,949,787,335,99,5569,16028,9223,9479,9291,10946,11573,8982,5446,2164,83140
SED10057,11000,6169,5176,6206,8354,10462,10542,6139,2670,66717,17,16,16,10,15,10,22,15,8,127,300,447,376,319,374,513,590,262,130,3309,22,5,27,20,28,98,133,52,3,382,12,27,30,23,31,61,30,13,5,235,0,0,0,0,6,14,18,7,4,52,3,0,7,0,3,14,0,0,0,30,0,0,0,0,0,17,13,8,0,35,0,0,0,0,4,0,0,0,0,4,0,3,8,5,9,7,6,11,0,48,0,0,0,0,0,0,0,0,0,0,338,482,447,373,455,721,799,346,143,4100,352,497,458,384,471,733,814,364,150,4228,11351,6670,5635,6593,8829,11194,11358,6500,2824,70949
SED10058,10348,8468,11203,8733,8930,8630,5975,3319,1697,67304,8,9,13,18,9,9,9,10,3,91,221,441,548,412,379,351,181,91,44,2675,0,9,23,40,46,34,13,3,0,169,6,24,35,42,55,38,19,5,0,230,0,0,8,6,12,11,10,0,0,51,4,8,12,19,8,14,9,3,0,73,0,0,0,3,4,4,3,0,0,20,0,0,4,0,5,3,0,0,0,8,0,4,5,0,3,15,8,0,0,38,0,0,0,0,0,0,0,0,0,0,235,487,637,525,512,471,257,104,44,3267,243,495,647,539,522,481,266,115,48,3364,10593,8967,11851,9269,9450,9117,6238,3432,1746,70671
SED10059,7330,13887,23475,13033,9255,6379,3992,2225,746,80309,3,47,19,10,16,5,3,7,0,105,179,792,694,411,372,347,255,167,88,3309,3,44,84,53,57,37,24,3,3,310,0,29,63,50,47,31,16,3,0,244,0,11,9,21,14,10,5,3,0,73,9,23,32,17,13,18,12,0,0,124,0,5,0,0,4,7,9,3,0,29,0,0,0,0,0,0,0,0,0,3,5,35,21,5,15,6,9,4,0,104,0,0,0,0,0,0,0,0,0,0,198,940,899,570,524,465,336,181,95,4202,200,983,916,581,535,466,339,188,95,4305,7527,14868,24382,13616,9792,6848,4323,2416,841,84614
SED10060,10207,6365,15211,12338,9519,8046,6849,3331,1637,73505,6,12,5,6,5,11,0,6,5,63,205,303,508,317,299,279,265,99,49,2316,8,15,49,45,63,52,23,4,0,254,13,19,39,58,65,50,48,12,4,299,5,0,4,14,23,12,13,3,0,69,3,3,35,22,23,18,10,0,0,108,0,0,5,6,7,11,9,5,0,37,0,0,9,0,6,0,0,0,0,8,0,9,8,17,5,11,3,9,6,69,0,0,0,0,0,0,0,0,0,0,236,345,648,482,478,431,360,126,61,3167,246,358,657,489,483,445,364,127,63,3230,10457,6723,15867,12829,10006,8491,7212,3457,1702,76741
SED10061,14587,9627,7903,8152,9619,9645,7995,4503,1672,73703,64,51,32,30,28,19,14,8,6,249,361,1138,519,365,430,517,485,199,67,4076,9,36,33,13,17,63,117,57,7,347,64,144,115,72,106,131,123,20,10,786,7,16,10,0,4,16,22,21,0,106,0,5,4,8,11,15,15,3,3,63,0,3,3,8,5,19,37,14,0,80,3,5,0,4,3,0,0,0,0,13,6,10,4,9,3,3,13,3,0,52,0,0,0,0,0,0,0,0,0,0,443,1356,694,478,576,768,815,319,83,5523,500,1410,727,504,601,790,827,324,93,5773,15085,11036,8628,8661,10222,10429,8819,4827,1765,79470
SED10062,13333,9577,9598,9919,10272,8901,6384,3939,2155,74081,6,5,8,3,5,10,8,6,12,53,182,193,260,169,150,151,102,81,38,1321,0,3,8,10,13,9,0,0,0,33,5,5,7,0,3,11,5,0,0,46,0,0,0,0,3,0,0,0,0,6,0,0,3,0,3,7,0,0,0,15,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,9,3,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,185,205,284,183,168,172,120,87,39,1438,187,206,295,188,175,178,123,90,49,1494,13520,9787,9889,10107,10450,9082,6507,4035,2204,75575
SED10063,15878,8466,8498,8673,9492,8980,7126,4379,1830,73323,38,41,10,14,15,17,21,6,3,155,381,691,566,443,464,442,273,160,78,3491,5,25,28,27,37,59,87,16,8,280,11,32,31,29,40,35,46,7,0,230,0,4,3,6,0,15,23,0,0,58,3,3,11,12,5,5,12,0,0,50,4,0,5,3,5,5,3,7,0,35,0,0,0,0,3,3,0,4,0,9,0,23,5,6,3,11,10,0,0,62,0,0,0,0,0,0,0,0,0,0,403,769,648,523,563,575,445,195,87,4203,443,807,656,534,580,594,461,196,90,4357,16319,9275,9150,9209,10074,9573,7586,4572,1921,77681
SED10064,12350,6639,5685,6938,9053,11321,9543,5057,2194,68770,35,31,16,18,23,28,13,16,7,189,269,356,384,276,298,548,551,193,80,2961,17,21,22,13,38,111,234,77,10,541,33,47,51,45,75,100,64,17,3,418,0,0,0,0,3,16,48,9,0,80,0,0,7,11,3,12,3,0,0,35,3,0,3,0,8,7,24,0,0,48,0,4,0,0,3,3,0,0,0,14,3,0,0,7,10,11,19,3,4,58,0,0,0,0,0,0,0,0,0,0,321,429,469,352,428,808,947,306,94,4156,358,462,487,366,449,837,963,319,103,4340,12711,7099,6166,7303,9501,12151,10500,5378,2298,73108
