SED_CODE_2016,A25_34_SOLSE_T_06_10,A25_34_SOLSE_T_11,A25_34_SOLSE_T_12,A25_34_SOLSE_T_13,A25_34_SOLSE_T_14,A25_34_SOLSE_T_15,A25_34_SOLSE_T_16,A25_34_SOLSE_T_YNS,A25_34_SOLSE_T_T,A25_34_L_PinE_NS_B00,A25_34_L_PinE_NS_00_05,A25_34_L_PinE_NS_06_10,A25_34_L_PinE_NS_11,A25_34_L_PinE_NS_12,A25_34_L_PinE_NS_13,A25_34_L_PinE_NS_14,A25_34_L_PinE_NS_15,A25_34_L_PinE_NS_16,A25_34_L_PinE_NS_YNS,A25_34_L_PinE_NS_T,A25_34_T_B00,A25_34_T_00_05,A25_34_T_06_10,A25_34_T_11,A25_34_T_12,A25_34_T_13,A25_34_T_14,A25_34_T_15,A25_34_T_16,A25_34_T_YNS,A25_34_T_T,A35_44_SEO_B00,A35_44_SEO_00_05,A35_44_SEO_06_10,A35_44_SEO_11,A35_44_SEO_12,A35_44_SEO_13,A35_44_SEO_14,A35_44_SEO_15,A35_44_SEO_16,A35_44_SEO_YNS,A35_44_SEO_T,A35_44_SOLSE_VWW_B00,A35_44_SOLSE_VWW_00_05,A35_44_SOLSE_VWW_06_10,A35_44_SOLSE_VWW_11,A35_44_SOLSE_VWW_12,A35_44_SOLSE_VWW_13,A35_44_SOLSE_VWW_14,A35_44_SOLSE_VWW_15,A35_44_SOLSE_VWW_16,A35_44_SOLSE_VWW_YNS,A35_44_SOLSE_VWW_T,A35_44_SOLSE_NWNAA_B00,A35_44_SOLSE_NWNAA_00_05,A35_44_SOLSE_NWNAA_06_10,A35_44_SOLSE_NWNAA_11,A35_44_SOLSE_NWNAA_12,A35_44_SOLSE_NWNAA_13,A35_44_SOLSE_NWNAA_14,A35_44_SOLSE_NWNAA_15,A35_44_SOLSE_NWNAA_16,A35_44_SOLSE_NWNAA_YNS,A35_44_SOLSE_NWNAA_T,A35_44_SOLSE_PinE_NS_B00,A35_44_SOLSE_PinE_NS_00_05,A35_44_SOLSE_PinE_NS_06_10,A35_44_SOLSE_PinE_NS_11,A35_44_SOLSE_PinE_NS_12,A35_44_SOLSE_PinE_NS_13,A35_44_SOLSE_PinE_NS_14,A35_44_SOLSE_PinE_NS_15,A35_44_SOLSE_PinE_NS_16,A35_44_SOLSE_PinE_NS_YNS,A35_44_SOLSE_PinE_NS_T,A35_44_SOLSE_T_B00,A35_44_SOLSE_T_00_05,A35_44_SOLSE_T_06_10,A35_44_SOLSE_T_11,A35_44_SOLSE_T_12,A35_44_SOLSE_T_13,A35_44_SOLSE_T_14,A35_44_SOLSE_T_15,A35_44_SOLSE_T_16,A35_44_SOLSE_T_YNS,A35_44_SOLSE_T_T,A35_44_L_PinE_NS_B00,A35_44_L_PinE_NS_00_05,A35_44_L_PinE_NS_06_10,A35_44_L_PinE_NS_11,A35_44_L_PinE_NS_12,A35_44_L_PinE_NS_13,A35_44_L_PinE_NS_14,A35_44_L_PinE_NS_15,A35_44_L_PinE_NS_16,A35_44_L_PinE_NS_YNS,A35_44_L_PinE_NS_T,A35_44_T_B00,A35_44_T_00_05,A35_44_T_06_10,A35_44_T_11,A35_44_T_12,A35_44_T_13,A35_44_T_14,A35_44_T_15,A35_44_T_16,A35_44_T_YNS,A35_44_T_T,A45_54_SEO_B00,A45_54_SEO_00_05,A45_54_SEO_06_10,A45_54_SEO_11,A45_54_SEO_12,A45_54_SEO_13,A45_54_SEO_14,A45_54_SEO_15,A45_54_SEO_16,A45_54_SEO_YNS,A45_54_SEO_T,A45_54_SOLSE_VWW_B00,A45_54_SOLSE_VWW_00_05,A45_54_SOLSE_VWW_06_10,A45_54_SOLSE_VWW_11,A45_54_SOLSE_VWW_12,A45_54_SOLSE_VWW_13,A45_54_SOLSE_VWW_14,A45_54_SOLSE_VWW_15,A45_54_SOLSE_VWW_16,A45_54_SOLSE_VWW_YNS,A45_54_SOLSE_VWW_T,A45_54_SOLSE_NWNAA_B00,A45_54_SOLSE_NWNAA_00_05,A45_54_SOLSE_NWNAA_06_10,A45_54_SOLSE_NWNAA_11,A45_54_SOLSE_NWNAA_12,A45_54_SOLSE_NWNAA_13,A45_54_SOLSE_NWNAA_14,A45_54_SOLSE_NWNAA_15,A45_54_SOLSE_NWNAA_16,A45_54_SOLSE_NWNAA_YNS,A45_54_SOLSE_NWNAA_T,A45_54_SOLSE_PinE_NS_B00,A45_54_SOLSE_PinE_NS_00_05,A45_54_SOLSE_PinE_NS_06_10,A45_54_SOLSE_PinE_NS_11,A45_54_SOLSE_PinE_NS_12,A45_54_SOLSE_PinE_NS_13,A45_54_SOLSE_PinE_NS_14,A45_54_SOLSE_PinE_NS_15,A45_54_SOLSE_PinE_NS_16,A45_54_SOLSE_PinE_NS_YNS,A45_54_SOLSE_PinE_NS_T,A45_54_SOLSE_T_B00,A45_54_SOLSE_T_00_05,A45_54_SOLSE_T_06_10,A45_54_SOLSE_T_11,A45_54_SOLSE_T_12,A45_54_SOLSE_T_13,A45_54_SOLSE_T_14,A45_54_SOLSE_T_15,A45_54_SOLSE_T_16,A45_54_SOLSE_T_YNS,A45_54_SOLSE_T_T,A45_54_L_PinE_NS_B00,A45_54_L_PinE_NS_00_05,A45_54_L_PinE_NS_06_10,A45_54_L_PinE_NS_11,A45_54_L_PinE_NS_12,A45_54_L_PinE_NS_13,A45_54_L_PinE_NS_14,A45_54_L_PinE_NS_15,A45_54_L_PinE_NS_16,A45_54_L_PinE_NS_YNS,A45_54_L_PinE_NS_T,A45_54_T_B00,A45_54_T_00_05,A45_54_T_06_10,A45_54_T_11,A45_54_T_12,A45_54_T_13,A45_54_T_14,A45_54_T_15,A45_54_T_16,A45_54_T_YNS,A45_54_T_T,A55_64_SEO_B00,A55_64_SEO_00_05,A55_64_SEO_06_10,A55_64_SEO_11,A55_64_SEO_12,A55_64_SEO_13,A55_64_SEO_14,A55_64_SEO_15,A55_64_SEO_16,A55_64_SEO_YNS,A55_64_SEO_T,A55_64_SOLSE_VWW_B00,A55_64_SOLSE_VWW_00_05,A55_64_SOLSE_VWW_06_10,A55_64_SOLSE_VWW_11
SED10064,53,13,16,15,19,22,16,5,192,0,0,0,0,0,0,0,0,0,11,11,71,34,86,21,29,23,31,30,16,30,371,257,58,47,3,9,3,4,8,3,20,412,44,36,33,15,5,11,9,10,5,8,173,0,0,0,0,0,0,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,4,44,40,36,15,5,10,11,11,4,8,185,0,0,0,0,0,0,0,0,0,14,12,302,99,81,15,15,17,14,17,8,38,607,634,65,35,6,12,0,6,3,0,37,805,84,23,24,0,5,3,4,0,3,4,141,4,0,0,3,0,0,0,4,0,0,13,3,0,0,0,0,0,0,0,0,0,3,88,23,25,3,3,3,4,4,3,9,156,0,0,0,0,0,0,0,0,0,10,11,724,90,61,7,14,5,13,6,3,54,974,1046,42,23,4,3,0,3,3,0,49,1177,124,17,12,0
SED10065,4145,727,903,1320,1427,1528,959,287,14056,3,0,4,0,0,0,0,0,0,12,24,1634,1782,4450,804,985,1422,1523,1650,1036,354,15639,627,229,189,47,45,33,33,24,23,31,1287,1813,1969,2238,322,318,353,386,397,243,104,8151,106,218,318,53,64,99,65,59,29,32,1038,19,5,14,0,4,3,0,0,0,0,44,1940,2195,2566,376,384,455,453,461,271,130,9230,0,3,0,0,0,0,0,0,0,4,6,2565,2429,2751,425,426,486,484,493,294,167,10529,963,126,80,14,6,13,11,8,4,36,1264,2773,796,475,67,57,43,41,39,17,76,4388,572,323,257,36,50,59,54,35,41,76,1496,20,0,4,0,0,0,0,4,0,3,27,3363,1120,737,102,103,103,97,75,62,159,5916,4,0,0,0,0,0,0,0,0,6,4,4326,1244,814,115,111,122,105,87,67,195,7190,952,51,27,4,3,4,0,9,4,26,1083,2487,194,111,17
SED10066,456,68,91,100,88,89,48,30,1321,0,0,0,0,0,0,0,0,0,24,29,525,250,562,105,131,112,117,98,59,75,2025,646,137,126,11,22,9,16,13,3,18,1001,319,268,382,53,70,58,36,28,17,15,1236,10,15,46,6,8,3,3,0,8,4,103,4,0,0,0,0,0,0,0,0,0,3,331,278,429,59,77,57,43,32,22,16,1344,3,0,0,0,0,0,0,0,0,18,20,977,415,552,65,102,69,50,51,25,48,2362,1209,105,73,10,13,6,6,11,4,34,1472,513,147,129,17,22,11,11,9,3,17,870,34,28,27,0,0,0,10,4,0,0,113,3,0,0,0,0,0,0,0,0,0,4,545,176,158,20,24,8,18,18,5,21,989,3,0,0,0,0,0,0,0,0,11,14,1760,279,233,29,32,16,25,28,9,70,2473,1541,49,24,3,0,6,0,3,0,39,1660,595,40,28,4
SED10067,202,43,46,48,62,51,21,21,615,0,0,4,0,0,0,0,0,0,3,9,358,176,377,88,87,90,96,78,38,49,1442,707,466,380,59,52,39,35,24,12,30,1801,192,268,257,39,30,30,30,25,18,20,893,9,4,5,0,0,0,0,0,3,0,27,0,3,0,0,0,0,0,0,0,0,3,199,270,263,41,30,29,29,22,20,18,928,3,0,0,0,0,0,0,0,0,0,6,907,735,646,97,87,70,68,48,32,51,2734,1716,381,242,37,15,34,12,10,11,62,2524,451,130,79,15,7,11,18,8,0,9,737,27,3,8,0,0,0,0,0,0,6,46,3,0,0,0,0,0,0,0,0,0,6,483,133,89,18,10,11,22,8,0,19,785,0,0,0,0,0,0,0,0,0,0,4,2198,509,336,53,25,45,38,24,9,76,3315,1949,90,54,14,8,10,3,7,0,41,2186,457,26,19,0
SED10068,95,20,25,21,20,14,5,6,259,0,0,0,0,0,0,0,0,0,0,0,118,60,171,38,47,32,39,34,20,19,589,276,133,88,14,16,19,17,7,0,21,585,72,63,81,18,13,24,11,11,3,4,295,0,3,10,0,0,0,0,3,0,0,26,0,0,0,0,0,0,0,0,0,0,3,76,69,87,21,19,21,11,15,3,3,322,0,0,0,0,0,0,0,0,0,4,4,356,203,179,34,32,43,26,17,3,28,914,768,90,81,7,17,11,9,4,5,37,1031,110,35,28,6,9,0,3,4,3,6,209,13,0,6,0,0,0,0,3,0,0,21,0,0,0,0,0,0,0,0,0,0,8,126,38,32,6,9,0,3,11,3,6,234,0,0,0,0,0,0,0,0,0,0,0,892,128,116,11,24,14,15,17,7,49,1268,1066,66,22,7,4,4,4,0,3,38,1212,138,15,9,0
SED10069,85,13,10,14,17,16,11,11,229,0,0,0,0,0,0,0,0,0,3,3,129,59,145,36,25,31,32,26,18,32,536,281,92,105,17,17,14,11,6,7,38,586,62,49,74,12,12,4,14,10,3,8,260,0,0,5,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,69,48,79,12,10,9,14,10,3,7,269,0,0,0,0,0,0,0,0,0,0,0,343,138,188,36,31,21,28,22,7,47,857,715,101,100,21,3,7,7,3,0,34,988,120,16,43,0,0,0,3,3,0,3,186,3,3,10,0,0,0,0,0,0,6,21,0,0,0,0,0,0,0,0,0,0,3,126,26,52,0,0,0,3,3,0,7,212,0,0,0,0,0,0,0,0,0,0,0,838,123,147,21,8,7,6,3,0,43,1202,1032,51,26,7,7,0,6,0,3,40,1170,193,12,3,0
SED10070,1721,238,378,362,281,256,167,99,5333,0,0,3,0,0,0,0,0,0,3,10,1300,931,1830,249,397,387,299,284,180,120,5969,543,124,96,11,10,18,5,7,6,18,828,1840,1385,1428,112,118,147,131,71,48,80,5366,133,123,156,36,86,62,37,46,24,17,717,11,8,12,0,0,0,0,3,0,3,42,1983,1510,1595,148,210,212,176,117,74,106,6130,0,0,0,0,0,0,0,0,0,0,4,2525,1634,1690,161,213,221,182,125,82,123,6958,784,92,28,7,8,3,0,3,3,16,957,2848,604,374,41,57,46,30,16,10,57,4095,402,146,139,19,52,43,33,38,31,32,937,11,5,5,0,0,0,0,0,3,0,25,3261,754,517,60,112,91,63,54,45,90,5063,0,0,0,0,0,0,0,0,0,0,3,4047,851,554,68,121,96,67,59,53,109,6020,903,31,8,3,5,0,0,0,0,21,978,2929,199,85,18
SED10071,1769,191,226,226,213,228,113,84,4936,0,3,3,0,0,0,0,0,0,92,95,1607,1127,1967,228,264,264,251,264,145,211,6325,944,286,245,47,20,27,24,20,14,39,1668,1839,2297,1873,184,154,172,90,88,50,56,6817,46,54,80,13,10,14,10,13,9,3,256,15,19,10,0,0,0,3,0,0,0,43,1898,2366,1974,193,163,185,105,102,63,63,7115,0,0,0,0,0,0,0,0,0,78,78,2844,2652,2217,245,181,219,134,120,74,176,8857,1081,205,143,22,20,21,22,9,6,22,1555,2576,1011,501,49,35,35,11,16,12,56,4310,167,70,41,11,9,13,12,11,5,17,353,18,3,4,0,0,0,0,0,0,0,20,2755,1085,549,60,46,47,24,30,16,74,4680,0,0,0,0,0,0,0,0,0,45,47,3835,1294,692,86,69,69,40,43,25,137,6276,965,100,39,3,8,8,4,4,3,23,1154,2232,325,92,5
SED10072,2838,490,515,804,870,991,599,252,9183,0,0,0,0,0,0,0,0,3,6,11,1264,1115,3141,582,604,914,960,1087,656,303,10627,596,275,206,34,40,26,30,23,13,48,1279,1406,1017,1023,102,125,142,114,122,82,90,4219,63,72,96,15,24,29,31,43,33,22,430,16,6,4,0,0,3,0,0,0,4,42,1487,1093,1122,117,150,178,145,167,118,114,4692,3,3,0,0,0,0,0,0,0,4,9,2079,1367,1323,155,186,202,178,187,134,167,5979,989,121,63,16,9,7,3,3,3,38,1257,2441,359,217,27,33,20,15,21,13,85,3224,338,85,76,19,13,10,26,24,25,26,640,29,4,3,0,0,0,0,0,0,0,36,2808,444,295,46,50,36,40,43,36,115,3901,0,0,0,0,0,0,0,0,0,4,4,3793,563,357,58,57,43,40,46,40,161,5163,867,39,23,3,3,0,0,0,3,28,964,2586,94,52,11
SED10073,3241,579,744,915,1033,1071,563,269,11051,3,0,3,0,0,0,0,3,0,13,24,1668,1597,3520,651,830,988,1117,1167,628,324,12488,690,252,212,47,34,32,22,22,16,29,1361,1913,1672,1427,275,268,230,255,269,137,84,6534,70,127,228,50,43,48,53,62,31,23,739,13,10,6,0,0,0,0,0,0,0,38,1992,1812,1659,327,318,281,316,332,162,109,7315,3,0,0,0,0,3,0,0,0,4,13,2686,2070,1875,376,348,317,341,350,174,143,8686,964,126,61,5,7,5,7,4,4,26,1217,2720,627,345,53,54,45,27,33,11,47,3965,371,224,172,32,47,35,36,48,26,57,1039,17,3,3,0,0,0,0,0,0,0,28,3112,853,517,81,99,82,65,78,35,106,5030,4,3,0,0,0,0,0,0,0,3,7,4076,977,575,88,107,91,77,90,38,131,6253,1019,47,23,6,0,3,3,8,0,26,1133,2647,156,52,14
SED10074,2197,341,500,513,541,576,315,134,6632,0,0,3,0,0,0,0,0,0,10,12,1158,907,2386,380,545,556,588,608,342,175,7645,643,212,163,23,30,21,16,7,15,39,1169,1110,1355,1556,207,231,209,197,178,104,65,5216,50,73,103,19,52,43,7,8,10,13,381,7,11,8,0,0,0,0,0,0,0,30,1163,1435,1666,229,290,253,210,188,109,84,5627,0,0,0,0,0,0,0,0,0,3,9,1805,1652,1830,255,322,271,225,200,122,128,6804,952,132,59,9,8,8,5,3,0,18,1204,1899,556,338,50,37,21,16,14,14,35,2976,224,79,77,16,21,18,5,10,13,27,501,16,6,0,0,0,0,0,0,0,0,21,2136,643,418,60,56,44,21,22,25,64,3497,4,0,0,0,0,0,0,0,0,0,5,3090,782,474,73,71,51,33,25,25,87,4707,1014,46,16,8,3,3,0,3,0,24,1119,1902,184,63,19
SED10075,154,27,41,31,31,23,9,17,485,0,0,0,0,0,0,0,0,0,4,4,246,86,234,37,51,45,37,30,18,33,830,432,98,86,19,10,15,7,9,3,26,703,266,99,134,19,26,25,12,8,8,10,621,9,10,10,0,0,3,7,0,0,7,43,3,0,0,0,0,0,0,0,0,0,3,273,114,141,24,30,31,20,8,10,16,668,0,0,0,0,0,0,0,0,0,0,0,712,211,226,41,39,45,22,15,15,45,1372,1500,84,61,3,3,3,3,7,0,46,1714,595,57,67,0,3,7,6,4,0,18,760,37,8,3,3,3,3,0,3,0,7,63,8,0,0,0,0,0,0,0,0,0,8,641,72,71,3,10,11,6,3,0,22,838,4,0,0,0,0,0,0,0,0,0,3,2142,154,133,5,12,15,12,11,0,76,2561,1848,32,25,7,0,5,3,0,0,58,1976,808,10,6,0
SED10076,100,18,23,14,24,25,14,12,280,0,0,0,0,0,0,0,0,0,0,0,114,51,144,29,30,26,31,38,15,22,498,229,59,62,12,13,4,8,5,5,20,419,59,43,68,8,5,18,9,7,4,6,228,4,4,5,0,3,6,3,3,3,0,29,0,0,0,0,0,0,0,0,0,0,0,57,43,72,11,6,21,17,18,6,6,257,0,0,0,0,0,0,0,0,0,0,0,288,107,137,18,19,25,22,19,11,24,681,743,60,44,10,9,3,0,3,0,46,924,147,31,21,0,0,5,0,3,0,10,215,11,5,10,0,3,0,3,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,155,37,29,0,3,8,3,4,4,10,255,0,0,0,0,0,0,0,0,0,0,3,904,99,74,12,6,7,3,3,4,64,1177,1227,32,17,3,3,0,0,0,3,45,1327,230,6,0,0
SED10077,3889,640,881,1257,1357,1423,810,433,13149,0,3,3,0,0,0,0,0,0,9,16,1528,1476,4213,711,979,1356,1466,1544,887,485,14634,586,211,166,20,27,17,20,21,14,33,1111,1759,1304,1208,154,195,192,199,183,96,87,5391,116,193,328,44,86,68,74,78,28,36,1047,21,4,10,0,4,3,4,0,0,3,47,1894,1508,1543,198,289,267,273,261,129,129,6484,5,0,0,0,0,0,0,0,0,3,10,2483,1721,1713,216,316,281,290,283,137,164,7611,906,77,36,12,8,5,8,4,0,37,1089,3019,559,297,43,39,49,38,21,19,56,4138,634,287,259,50,73,57,60,60,35,75,1591,24,4,4,0,0,0,0,0,0,4,40,3676,847,562,93,112,106,93,80,53,129,5763,0,0,0,0,0,0,0,0,0,5,7,4581,927,598,105,120,117,102,85,56,172,6857,796,19,6,4,3,0,0,0,0,25,865,2906,152,55,17
SED10078,1772,302,422,530,623,575,348,149,5772,0,0,0,0,0,0,0,0,0,3,7,1111,639,2118,422,543,657,718,682,415,205,7503,859,446,339,51,42,38,20,26,17,43,1884,988,650,799,100,121,103,92,83,47,57,3043,84,74,95,9,25,27,33,26,13,32,419,3,8,5,0,0,0,0,0,0,0,15,1068,729,901,111,146,130,127,114,64,86,3476,0,3,0,0,0,0,0,0,0,3,9,1926,1173,1241,159,191,161,146,140,78,136,5359,1366,185,66,12,4,5,3,8,5,37,1700,1528,234,138,21,23,23,21,10,11,51,2067,366,80,102,8,23,24,10,25,12,25,667,13,0,5,0,0,0,0,0,0,0,22,1899,313,244,31,41,44,32,41,22,74,2754,3,0,0,0,0,0,0,0,0,3,5,3272,500,311,44,50,51,41,42,33,117,4451,1082,38,18,6,4,8,3,0,0,24,1184,1764,65,25,7
SED10079,54,13,7,15,11,16,8,3,176,0,0,0,0,0,0,0,0,0,0,0,162,48,103,22,24,26,24,18,8,8,445,271,76,64,14,5,7,0,4,5,14,479,55,37,57,9,3,8,11,3,3,0,198,3,4,3,0,0,0,0,3,0,3,12,0,0,0,0,0,0,0,0,0,0,0,61,42,62,9,3,7,11,6,3,6,212,0,0,0,0,0,0,0,0,0,0,0,333,125,125,30,13,13,7,12,10,23,688,668,66,46,6,5,6,0,10,0,22,829,139,28,21,3,3,0,0,0,0,11,205,15,3,3,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,3,0,153,31,22,4,7,0,0,4,0,13,234,0,0,0,0,0,0,0,0,0,0,3,821,97,75,14,10,4,4,10,0,34,1067,907,35,24,5,3,3,0,0,0,25,1012,173,12,6,0
SED10080,2505,705,1035,1365,1637,1980,1258,820,13049,4,0,0,0,0,0,3,0,5,14,27,1719,1256,3401,1093,1472,1903,2311,2722,1703,1028,18616,1150,759,747,180,160,147,117,133,77,83,3544,1019,957,1128,180,164,226,193,238,128,104,4333,34,69,172,34,53,68,88,88,50,70,730,6,10,12,0,0,4,0,5,0,0,36,1053,1038,1309,211,219,301,284,329,180,176,5095,3,0,0,0,0,0,0,0,0,5,8,2206,1792,2053,396,376,445,403,468,255,264,8652,1600,351,237,54,46,44,33,38,24,54,2479,975,255,171,37,23,45,46,38,22,52,1666,110,40,65,15,24,27,26,25,13,53,400,3,6,0,0,0,0,0,0,0,0,12,1088,303,241,45,54,74,77,63,42,104,2079,4,3,0,0,0,0,0,0,0,5,18,2692,659,478,94,97,115,104,108,63,164,4574,1470,78,63,16,9,22,16,14,16,46,1758,859,46,27,9
SED10081,171,30,56,57,70,111,59,49,648,0,0,0,0,0,0,0,0,0,3,4,79,54,226,45,70,79,79,125,69,63,888,166,56,36,8,12,7,6,5,0,15,310,36,39,124,15,52,30,25,24,3,13,363,3,0,8,0,3,0,3,7,0,0,31,0,0,0,0,0,0,0,0,0,0,0,40,41,134,15,51,29,24,31,3,13,393,0,0,0,0,0,0,0,0,0,3,0,205,97,169,22,63,35,32,40,8,29,706,347,38,38,9,9,5,3,3,0,21,479,78,45,50,13,13,14,6,11,0,6,231,4,5,7,3,4,0,0,3,0,5,31,0,0,0,0,0,0,0,0,0,0,3,80,51,57,18,19,14,12,16,3,11,268,0,0,0,0,0,0,0,0,0,0,4,423,90,96,29,21,17,14,12,8,34,750,469,18,16,0,5,3,3,0,0,30,545,76,20,5,0
SED10082,97,14,16,24,8,25,18,14,299,0,0,0,0,0,0,0,0,0,0,0,225,99,205,45,53,46,33,43,28,37,823,533,275,231,37,42,24,22,14,12,32,1228,109,140,145,15,4,9,13,7,11,14,470,7,7,4,0,7,0,0,0,0,0,35,3,0,0,0,0,0,0,0,0,0,4,120,147,155,19,14,10,13,8,13,14,504,0,0,3,0,0,0,0,0,0,0,4,653,425,391,58,55,38,37,26,24,39,1739,1203,228,180,25,18,11,7,9,7,25,1717,234,91,58,10,6,3,4,7,0,6,432,7,4,4,3,0,3,0,0,0,9,33,0,0,3,0,0,0,0,0,0,0,0,241,97,63,14,9,11,7,7,0,13,463,0,0,0,0,0,0,0,0,0,0,3,1452,326,246,37,31,18,17,14,7,43,2191,1426,77,45,5,6,12,5,11,0,37,1621,261,22,14,0
SED10083,136,25,22,27,35,25,7,14,381,0,0,0,0,0,0,0,0,0,0,0,295,93,211,38,49,42,53,36,21,26,870,452,153,106,18,20,13,14,9,0,26,810,117,97,123,20,21,17,11,10,3,6,429,4,12,15,0,0,3,3,4,0,3,47,0,0,0,0,0,0,0,0,0,0,3,118,111,138,20,22,20,10,14,3,9,474,0,0,0,0,0,0,0,0,0,0,0,572,270,246,35,38,35,24,24,10,39,1285,1007,125,75,7,12,4,0,0,3,49,1290,254,45,49,6,3,3,4,0,6,12,392,10,3,13,0,0,3,0,3,0,4,40,3,0,0,0,0,0,0,0,0,0,3,266,53,66,6,3,6,7,6,6,20,436,3,0,0,0,0,0,0,0,0,0,3,1276,180,137,17,12,18,10,11,7,64,1735,1227,28,25,4,4,0,4,6,0,28,1326,279,11,8,0
SED10084,154,50,36,40,56,32,20,17,461,0,0,0,0,0,0,0,0,0,0,0,170,114,285,84,58,51,76,50,31,33,953,433,204,168,30,24,24,11,12,12,34,960,87,93,159,16,24,16,16,11,13,17,447,3,9,6,0,3,3,0,0,3,0,33,0,0,3,0,0,0,0,0,0,0,3,84,99,167,21,26,20,16,9,11,17,480,0,0,0,0,0,0,0,0,0,0,3,521,300,341,48,50,45,26,29,26,59,1443,993,146,103,19,7,17,3,3,3,39,1337,141,67,48,10,6,3,6,3,4,4,284,13,6,6,0,0,0,0,0,0,3,32,3,0,0,0,0,0,0,0,0,0,5,158,73,52,10,4,3,7,4,4,8,318,3,0,0,0,0,0,0,0,0,0,3,1151,218,154,27,15,18,8,11,5,44,1664,1360,71,39,10,13,5,0,3,3,54,1561,173,15,14,5
SED10085,110,25,40,50,33,41,11,10,371,0,0,0,0,0,0,0,0,0,40,40,110,63,197,56,66,74,59,64,19,59,767,228,87,80,15,14,11,5,4,3,18,463,44,48,104,17,24,21,11,12,5,7,294,4,8,8,3,3,3,3,6,0,0,35,0,0,0,0,0,0,0,0,0,0,0,49,49,109,18,24,22,22,22,5,7,337,0,0,0,0,0,0,0,0,0,22,29,281,136,191,32,39,34,26,30,11,48,830,587,55,57,11,4,7,3,5,3,23,765,89,22,49,4,12,4,4,0,0,0,185,9,3,8,3,3,3,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,3,99,26,55,9,12,8,4,4,0,0,218,0,0,0,0,0,0,0,0,0,16,17,689,81,118,20,17,15,10,7,0,43,1002,612,35,20,8,3,7,0,0,0,27,709,90,12,4,0
SED10086,533,166,229,321,409,447,345,123,3010,0,0,0,0,0,0,0,0,0,11,11,988,428,1277,529,636,732,829,899,574,254,7137,1234,850,805,155,96,83,104,68,32,66,3493,588,466,501,86,75,88,78,94,43,37,2055,5,9,11,10,3,3,7,12,4,10,83,0,0,3,0,0,0,0,0,0,0,8,595,476,515,91,86,95,85,105,46,49,2144,0,0,0,0,0,0,0,0,0,6,11,1831,1328,1320,252,180,181,185,176,85,116,5650,1924,415,228,38,41,28,29,23,14,65,2807,870,145,85,31,9,18,10,12,11,25,1216,33,20,15,0,0,9,6,11,5,10,97,4,0,0,0,0,0,0,0,0,0,4,903,167,98,31,8,25,18,21,11,35,1319,0,0,0,0,0,0,0,0,0,0,3,2829,586,327,63,52,46,50,48,25,104,4131,1908,150,65,15,14,8,12,15,3,28,2220,860,61,17,3
SED10087,247,74,127,87,104,128,56,37,971,0,0,0,0,0,0,0,0,0,0,0,155,103,319,92,153,94,131,145,64,45,1299,188,67,50,3,3,10,4,8,0,11,349,63,104,226,46,114,85,45,34,15,18,753,4,3,42,14,15,14,18,11,8,4,129,0,0,3,0,0,0,0,0,0,0,7,64,109,272,59,135,100,60,44,24,24,881,0,0,0,0,0,0,0,0,0,0,0,252,179,320,62,137,109,61,58,22,33,1232,405,51,47,9,9,8,5,3,0,12,552,124,78,80,17,20,18,9,14,3,11,368,6,12,16,0,4,8,6,0,0,4,57,0,0,0,0,0,0,0,0,0,0,3,135,91,99,14,27,26,11,12,7,13,433,0,0,0,0,0,0,0,0,0,0,0,534,144,146,20,35,37,18,13,7,24,985,511,23,19,5,3,0,4,0,0,25,599,110,25,19,0
SED10088,775,131,162,194,226,213,90,36,2366,3,0,0,0,0,0,0,0,0,0,3,626,411,1053,213,246,273,288,266,114,76,3564,844,670,487,74,59,65,36,31,12,42,2319,503,572,560,78,82,85,86,76,29,39,2103,27,31,55,0,4,8,39,18,19,20,233,3,7,3,0,0,0,0,0,0,0,15,531,611,616,75,87,101,118,94,47,60,2356,0,0,0,0,0,0,0,0,0,3,3,1378,1282,1108,157,147,164,154,125,62,101,4678,1830,403,240,34,36,32,3,8,4,48,2644,1234,287,173,17,21,26,15,20,3,23,1822,110,40,45,6,5,7,20,15,13,11,277,9,3,0,0,0,0,0,0,0,0,15,1353,334,224,24,27,31,34,29,24,30,2113,0,0,0,0,0,0,0,0,0,3,3,3186,731,465,62,65,67,44,44,30,82,4760,1534,96,42,5,7,3,5,3,3,35,1738,1143,61,26,4
