SED_CODE_2016,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
SED10050,30,73,102,424,95,472,34,228,22,1479,181,566,400,671,376,505,58,229,34,3013,1799,3846,1263,1026,1030,830,184,365,162,10501,3003,4330,890,640,1185,651,141,238,220,11308,2467,3270,647,582,1286,598,201,289,151,9479,1110,1835,397,383,873,389,177,228,85,5476,252,525,116,97,306,128,62,92,40,1615,41,72,14,12,35,21,3,15,8,209,5,12,0,0,12,3,0,3,3,37,8884,14528,3821,3835,5194,3589,855,1678,733,43123
SED10051,18,67,128,280,94,492,34,187,21,1318,172,654,398,629,479,647,120,232,55,3400,1074,2745,1144,885,1082,666,304,521,181,8598,1822,2951,907,672,1402,593,349,389,165,9237,1497,2132,872,741,1474,592,464,468,131,8369,713,1286,523,502,1008,321,371,388,69,5196,137,323,131,120,275,113,123,123,27,1367,21,36,9,15,12,11,3,24,9,150,6,7,4,0,3,4,0,0,3,21,5461,10200,4108,3846,5822,3436,1768,2336,662,37645
SED10052,25,66,223,377,107,598,43,278,29,1741,167,554,548,623,474,576,70,191,53,3260,958,2111,1047,699,1016,552,225,286,145,7027,1674,2381,1061,636,1471,569,326,360,118,8601,1527,1972,981,704,1533,659,365,433,126,8301,979,1461,638,411,1214,462,362,361,90,5975,243,410,149,102,295,124,109,103,31,1567,19,41,19,16,31,16,8,11,10,173,3,7,0,0,4,3,0,0,5,21,5593,8999,4666,3566,6144,3548,1512,2035,607,36672
SED10053,35,47,302,458,135,738,51,406,43,2213,171,279,678,615,496,462,147,350,76,3265,892,1553,1378,899,1263,539,353,638,164,7688,1581,1917,1050,809,1406,480,380,530,174,8327,2076,1872,1075,815,1887,521,503,660,208,9620,1221,1227,664,526,1105,376,428,521,133,6196,459,289,139,89,210,110,118,147,29,1590,111,26,10,11,13,13,7,16,21,230,17,4,5,0,0,3,0,0,4,34,6563,7217,5305,4227,6508,3234,1989,3270,850,39150
SED10054,31,41,253,207,126,745,117,427,57,2001,150,481,626,548,591,665,475,496,122,4150,624,1699,1095,958,1406,726,1223,840,238,8813,762,1495,1002,865,1448,534,1318,889,175,8485,582,881,1049,800,1361,439,1444,1127,147,7830,292,520,670,526,853,303,911,784,93,4957,49,85,112,72,152,39,119,128,17,777,3,4,9,0,7,3,5,3,5,32,0,0,0,0,0,0,0,0,0,3,2491,5206,4813,3983,5942,3460,5613,4705,842,37045
SED10055,41,75,478,416,167,934,81,500,52,2747,238,537,882,603,747,677,289,411,80,4474,924,2048,1531,902,1637,686,803,580,162,9267,1354,1682,1238,738,1829,642,935,573,161,9149,1446,1258,1252,751,1918,656,952,670,175,9071,834,911,826,459,1296,478,747,580,102,6230,166,157,143,69,191,74,155,124,23,1108,18,14,8,6,17,15,5,9,3,84,0,0,3,0,0,0,0,0,0,6,5020,6679,6362,3941,7795,4161,3968,3444,759,42138
SED10056,68,32,355,313,77,733,67,465,46,2142,198,252,613,379,212,310,171,699,45,2880,891,1089,1079,651,628,441,414,1303,101,6608,1366,1115,866,623,828,424,517,993,96,6832,1777,1053,885,763,1065,527,720,1152,122,8062,1665,841,696,530,858,481,689,1035,156,6946,725,191,148,106,223,126,235,247,72,2076,210,19,18,7,25,18,25,44,35,402,45,3,3,0,0,3,0,3,6,61,6939,4606,4666,3368,3919,3063,2838,5942,666,36007
SED10057,22,17,183,205,42,633,28,330,32,1495,98,147,354,293,103,296,79,282,32,1688,314,665,615,480,331,422,187,456,48,3520,482,779,712,588,546,446,241,506,64,4367,697,971,787,797,749,564,410,751,81,5804,674,1131,669,597,680,467,390,654,76,5341,292,243,123,105,182,108,94,155,37,1348,63,28,10,7,15,6,5,18,24,176,5,0,0,0,0,4,0,7,12,28,2655,3979,3457,3066,2640,2944,1436,3161,417,23764
SED10058,20,34,131,353,62,493,13,342,22,1473,195,674,557,1051,435,648,88,359,63,4071,858,3675,1395,1127,1031,595,328,486,128,9611,1066,2558,852,608,866,365,286,356,99,7063,977,2049,692,669,1102,395,378,454,89,6799,643,1581,454,462,757,299,266,407,57,4930,160,316,70,93,150,79,52,94,25,1034,18,53,4,0,23,10,9,12,15,143,0,5,0,0,4,0,0,4,3,13,3936,10937,4163,4361,4434,2893,1428,2501,497,35141
SED10059,20,107,58,319,92,267,17,108,21,1009,267,1458,395,1135,689,811,93,294,97,5248,2488,8774,1540,1651,2064,1229,204,651,300,18898,2247,4689,757,644,1194,503,147,299,164,10634,1479,2856,511,421,897,331,153,258,120,7019,629,1465,253,218,508,195,131,230,49,3677,100,341,61,55,119,46,27,68,13,845,8,39,3,9,10,5,0,6,9,92,0,5,0,3,0,0,0,0,0,6,7252,19732,3576,4446,5572,3390,769,1916,771,47423
SED10060,11,71,33,268,63,233,14,96,11,799,219,870,178,547,428,420,29,83,41,2815,2388,6595,789,789,1430,878,57,214,240,13385,2771,4613,492,426,1166,475,68,131,195,10334,2273,3043,292,332,992,426,64,110,142,7678,1363,2325,177,264,798,338,58,111,106,5544,534,1080,63,87,444,163,39,66,56,2533,83,189,12,4,47,26,8,14,23,411,10,23,0,0,6,4,0,0,7,51,9659,18797,2042,2716,5372,2967,338,841,827,43564
SED10061,54,44,268,298,82,628,59,427,43,1907,188,275,466,498,248,438,150,535,47,2842,659,1115,894,682,573,458,290,836,69,5575,1069,1293,684,677,766,381,314,713,99,5999,1455,1397,723,717,1034,490,466,863,108,7257,1348,1153,633,550,739,374,444,719,97,6057,802,282,142,107,176,85,149,207,63,2021,276,32,22,11,32,9,15,29,32,459,36,5,0,10,3,3,0,9,14,74,5891,5610,3823,3548,3650,2877,1892,4333,561,32192
SED10062,29,105,138,349,119,570,39,262,21,1637,163,652,470,567,485,658,129,323,70,3515,871,2435,883,770,1129,658,290,439,168,7645,1337,2451,876,595,1428,569,340,391,131,8106,1467,2085,939,629,1494,551,495,528,142,8326,836,1470,630,423,1044,408,387,430,90,5715,189,378,141,108,293,83,84,110,25,1420,28,42,19,9,31,19,9,12,14,174,6,7,0,0,3,4,0,0,0,20,4920,9626,4094,3449,6033,3517,1765,2490,665,36557
SED10063,48,38,342,314,83,683,45,438,38,2034,133,297,704,451,220,423,128,370,43,2772,685,1572,1214,767,683,535,509,596,79,6637,1056,1581,977,712,914,440,561,612,99,6951,1235,1344,880,752,1121,493,632,794,131,7380,1039,1059,626,503,826,362,534,686,73,5709,557,255,127,91,220,93,144,184,50,1714,181,32,10,11,22,13,17,20,37,342,30,3,3,0,5,4,0,3,7,58,4965,6178,4887,3607,4096,3047,2562,3699,561,33596
SED10064,22,14,199,215,48,493,30,385,36,1428,78,113,379,312,127,232,86,333,30,1698,297,586,699,497,371,305,262,523,70,3611,583,807,721,659,576,376,330,578,79,4710,798,1099,815,833,783,454,505,779,101,6160,816,1109,697,798,688,399,450,711,103,5768,439,241,125,93,178,101,117,148,42,1486,127,16,16,5,10,8,10,21,28,245,17,3,0,0,7,0,0,0,4,36,3177,3989,3651,3419,2782,2363,1785,3477,492,25145
SED10065,36,81,137,210,115,506,28,197,27,1339,242,778,440,577,574,741,204,419,97,4074,1597,6062,1651,1270,2256,1285,733,978,348,16173,1749,3900,1305,852,1799,697,583,626,229,11735,1142,1941,1065,718,1382,504,588,674,145,8161,645,1190,589,431,905,346,422,545,92,5160,136,282,118,85,223,96,78,120,35,1170,23,32,17,9,20,9,7,15,11,132,0,10,0,0,4,0,0,3,3,16,5572,14281,5318,4143,7261,4179,2645,3580,984,47959
SED10066,28,51,381,350,135,734,75,422,46,2220,207,414,698,596,517,529,228,461,72,3732,889,1910,1514,963,1390,689,696,645,178,8867,1162,1765,1101,801,1492,558,807,594,151,8440,930,1318,875,741,1494,501,727,647,125,7351,617,1009,598,469,1124,394,586,501,85,5379,125,256,149,109,253,81,146,108,21,1247,13,19,6,3,14,8,3,9,3,86,3,0,0,0,0,0,3,0,3,7,3972,6744,5324,4024,6421,3504,3268,3394,678,37336
SED10067,32,50,231,470,77,556,55,313,31,1820,131,398,571,564,302,473,73,194,29,2740,779,1531,982,564,588,416,128,244,82,5315,1791,2279,1093,532,1026,508,136,281,128,7782,2053,2491,991,675,1370,611,215,343,167,8924,1340,1987,633,482,1137,501,233,273,112,6695,407,680,187,116,426,209,99,107,56,2282,61,87,19,10,49,28,5,16,20,300,7,11,3,0,3,3,0,0,4,37,6602,9527,4715,3410,4980,3305,948,1781,632,35899
SED10068,23,29,206,345,50,646,50,369,19,1737,85,174,399,343,167,286,70,249,19,1798,352,1036,816,599,454,397,189,414,62,4319,711,1385,854,673,784,434,251,420,88,5605,904,1477,870,856,1107,573,388,645,90,6912,701,1177,657,632,775,512,335,568,63,5430,213,249,110,99,206,101,92,118,39,1223,37,30,9,10,22,10,14,19,19,165,4,4,0,4,0,0,0,0,3,21,3032,5560,3929,3555,3567,2971,1387,2797,403,27203
SED10069,27,21,240,295,68,663,40,412,26,1795,102,160,576,492,200,376,137,324,30,2394,407,678,1089,624,527,369,322,498,72,4582,711,978,1069,704,807,427,463,549,94,5804,898,1018,1121,812,1007,529,661,707,105,6861,647,889,713,545,747,413,529,526,90,5101,193,231,122,87,220,107,115,119,34,1225,40,35,5,0,21,17,7,21,19,165,8,0,0,0,0,0,0,0,3,20,3023,4019,4940,3562,3601,2905,2272,3151,473,27956
SED10070,23,56,204,188,106,584,38,250,51,1492,164,545,495,444,552,585,222,326,103,3446,831,2158,1109,657,1379,621,649,586,224,8218,1089,2092,1140,671,1599,568,796,630,177,8760,823,1100,970,613,1342,443,729,718,156,6893,519,717,687,416,964,331,634,625,83,4974,98,139,161,89,191,85,148,145,21,1084,6,10,7,0,10,11,0,8,9,59,0,0,0,0,0,0,0,0,8,7,3555,6820,4776,3087,6150,3234,3209,3287,821,34935
SED10071,32,86,280,391,158,912,60,381,28,2333,204,637,541,536,557,731,187,338,71,3795,1278,3284,1279,890,1665,788,590,474,210,10468,2289,4139,1383,933,2312,865,774,560,224,13477,1443,2053,1066,820,1811,642,810,623,134,9408,664,967,528,381,990,346,513,429,76,4900,97,184,103,68,198,75,88,95,20,920,6,7,3,0,7,3,6,3,3,45,0,0,0,0,0,0,0,0,0,5,6027,11365,5193,4020,7689,4363,3034,2904,764,45353
SED10072,26,58,136,217,89,498,27,215,26,1284,190,608,523,643,475,753,154,553,88,3996,1408,3715,1572,1374,1781,1150,494,1367,297,13168,1568,2540,1053,757,1529,727,546,687,177,9586,1199,1557,940,686,1379,692,609,623,161,7846,609,934,580,394,869,396,519,555,87,4936,150,264,130,102,210,91,133,163,38,1275,12,35,17,6,16,13,15,18,11,146,5,7,5,0,0,0,3,0,3,22,5168,9725,4957,4177,6349,4320,2500,4184,887,42264
SED10073,11,89,129,336,110,527,17,213,20,1452,195,963,463,785,613,836,86,308,80,4319,1505,5636,1278,1000,1951,1094,252,508,272,13504,1762,4313,1039,607,1473,615,240,430,175,10657,1455,2459,973,571,1355,506,328,541,119,8304,798,1568,611,409,1039,369,301,507,98,5707,178,383,137,92,285,84,83,133,27,1403,12,50,14,11,22,3,8,16,14,161,3,6,3,0,4,0,0,0,5,25,5930,15469,4645,3812,6853,4039,1318,2655,810,45527
SED10074,30,64,194,241,111,576,37,263,34,1551,154,525,444,453,477,550,174,356,66,3208,1128,3683,1156,790,1508,713,556,654,210,10407,1575,3280,1157,774,1668,593,606,530,177,10361,1043,1878,946,616,1425,424,588,587,160,7667,617,1162,608,447,1077,318,445,477,97,5239,110,273,130,91,302,88,116,109,31,1259,9,32,7,4,18,13,3,6,10,104,0,3,3,0,3,3,3,0,3,19,4672,10911,4648,3418,6593,3270,2533,2993,784,39827
SED10075,39,44,403,324,114,764,59,422,42,2211,163,332,800,636,387,597,127,405,37,3478,584,1257,1473,956,965,650,484,590,116,7085,864,1353,1278,898,1257,645,738,717,141,7882,859,1120,1182,997,1241,673,821,860,131,7886,512,768,706,617,777,408,647,598,58,5086,90,133,97,82,113,68,108,94,24,802,7,10,4,3,3,4,8,16,6,73,5,0,0,0,0,0,3,0,8,16,3126,5021,5941,4510,4853,3806,2998,3710,559,34520
SED10076,34,9,216,255,48,577,34,281,23,1476,99,120,497,343,154,304,66,305,33,1932,389,708,1033,588,409,395,180,434,54,4184,610,900,886,701,535,394,248,523,77,4874,744,949,883,844,757,478,364,647,105,5761,571,919,633,612,676,446,327,550,85,4816,187,201,114,93,160,108,78,99,34,1069,36,23,6,7,16,4,5,11,25,129,3,5,0,0,3,0,0,3,11,25,2670,3831,4266,3443,2753,2703,1307,2849,446,24262
SED10077,20,110,118,264,158,536,25,192,39,1456,208,1019,584,866,649,926,172,621,154,5206,1434,5640,1583,1411,1851,1288,397,1165,408,15183,1402,3131,984,671,1325,607,314,509,187,9138,1290,2241,881,598,1287,596,411,631,168,8106,747,1374,552,365,903,397,344,513,105,5307,156,429,126,88,206,88,75,101,28,1296,19,63,21,4,28,17,11,9,15,190,3,8,3,0,0,4,0,3,10,33,5276,14022,4856,4270,6421,4455,1740,3749,1126,45910
SED10078,13,59,94,229,77,367,22,188,16,1077,175,842,385,779,542,714,91,377,77,3981,1448,4824,1433,1348,1620,1012,279,866,217,13046,1785,3904,948,706,1276,551,265,469,162,10068,1471,2816,751,546,1258,421,351,460,128,8195,632,1609,484,362,737,265,313,401,69,4871,99,331,105,56,171,60,63,129,21,1037,3,28,6,6,14,14,9,16,9,107,4,4,0,0,0,0,0,0,0,11,5640,14408,4205,4032,5699,3404,1397,2909,692,42384
SED10079,28,46,334,337,67,675,46,401,24,1962,102,214,669,529,226,479,124,391,35,2765,407,871,1111,608,621,426,380,553,75,5049,676,1206,1012,646,886,429,449,584,80,5966,880,1189,1111,928,1121,559,594,716,111,7207,575,905,683,538,827,433,500,552,72,5083,106,170,88,85,147,97,76,89,24,879,12,11,7,4,19,9,4,3,9,80,0,4,0,0,3,0,0,0,4,11,2781,4623,5015,3665,3907,3121,2168,3291,435,29008
SED10080,21,45,63,232,53,175,15,101,19,726,331,1118,691,1365,626,741,85,722,133,5816,3538,9216,2144,2942,2109,1683,235,1597,457,23914,3084,4792,919,972,1298,682,116,542,230,12655,1929,2758,439,449,840,423,105,200,133,7283,1148,1919,242,254,621,299,70,171,89,4808,387,815,64,72,226,111,30,64,37,1804,70,110,8,8,32,17,6,8,4,262,6,16,0,3,4,6,0,3,3,48,10517,20797,4574,6298,5816,4140,659,3408,1112,57319
SED10081,34,32,293,271,74,740,62,503,46,2051,159,294,608,361,202,362,159,521,22,2705,629,1301,1201,714,645,562,555,998,106,6703,967,1326,918,678,814,459,555,801,97,6602,1211,1247,829,774,1034,526,693,904,104,7322,1123,1055,676,529,864,358,543,754,97,6008,582,225,158,100,186,104,160,184,48,1735,169,22,21,11,15,12,16,27,27,310,27,3,3,0,10,3,3,4,6,50,4896,5501,4702,3426,3843,3135,2750,4694,551,33492
SED10082,26,41,238,447,107,758,54,442,26,2145,137,331,564,603,254,467,80,311,33,2775,594,1572,998,659,588,426,157,351,67,5415,1218,2043,1027,659,1003,476,175,381,109,7096,1382,2101,1024,806,1332,585,242,478,115,8058,890,1592,735,571,1029,491,295,398,87,6089,215,399,138,112,254,148,85,90,21,1459,33,34,7,3,10,6,3,8,25,129,7,3,0,0,3,0,3,0,9,20,4498,8119,4734,3854,4576,3360,1096,2459,496,33188
SED10083,25,30,263,283,65,781,55,438,29,1955,139,275,615,560,287,542,104,364,40,2924,614,1334,1246,805,752,554,296,568,94,6260,909,1433,1194,765,970,501,399,564,96,6830,936,1300,1005,907,1194,556,500,729,111,7235,611,1044,716,587,958,488,426,578,87,5495,112,234,132,89,192,109,130,103,17,1126,8,16,6,6,15,8,3,7,8,77,0,6,3,0,3,0,0,0,6,18,3347,5669,5177,3998,4434,3539,1915,3346,494,31924
SED10084,18,20,227,312,73,738,35,416,39,1864,114,181,481,481,182,443,87,333,33,2336,463,955,1017,701,549,463,248,505,88,4992,803,1379,1112,830,879,452,309,561,101,6419,889,1329,1003,959,1037,613,411,768,81,7090,722,1092,765,795,813,560,399,667,94,5918,203,219,137,143,187,134,114,149,35,1327,38,26,10,9,14,8,15,25,19,170,3,3,0,0,3,6,0,6,4,22,3251,5196,4745,4237,3732,3413,1623,3427,505,30132
SED10085,48,26,344,376,71,568,62,472,27,1992,117,189,721,479,210,299,184,487,34,2725,544,948,1411,557,570,427,907,732,69,6171,847,891,1219,612,767,404,1203,715,108,6765,1129,930,1198,667,1018,438,1371,881,132,7770,1070,786,688,453,630,296,927,662,85,5606,595,185,130,62,173,64,157,180,33,1580,181,14,15,3,17,11,18,25,23,314,34,4,3,0,4,3,3,4,0,62,4566,3980,5727,3217,3459,2511,4835,4164,525,32978
SED10086,30,61,26,230,64,242,10,82,8,761,244,711,220,639,395,447,47,201,33,2937,2407,5632,910,1110,1187,1072,133,355,202,13012,2655,4163,566,531,938,605,76,198,192,9927,1972,2838,395,389,869,471,81,155,154,7331,1120,2059,235,255,676,342,79,147,100,5019,527,1027,94,111,399,215,56,75,86,2579,121,191,14,15,72,45,6,17,34,512,27,18,0,3,13,9,0,0,13,94,9112,16698,2452,3285,4611,3461,491,1234,814,42163
SED10087,43,44,389,433,70,862,46,426,31,2343,157,422,923,805,294,565,167,463,56,3841,739,1787,1418,1009,793,581,363,762,96,7540,980,1693,1015,777,879,462,470,708,79,7066,1170,1381,879,779,1126,529,563,762,93,7284,1017,1057,698,534,892,391,560,611,74,5835,432,253,155,80,181,95,128,154,38,1511,129,23,14,9,17,13,9,26,18,253,20,3,3,0,3,0,0,3,8,33,4692,6661,5487,4428,4251,3479,2302,3912,487,35697
SED10088,26,80,236,459,105,723,69,372,24,2094,200,471,541,690,389,574,103,257,54,3280,1039,2118,1243,894,899,714,240,443,138,7732,2255,3028,1194,721,1345,601,246,493,117,10000,1999,2602,1084,789,1605,692,380,555,150,9845,905,1404,700,441,1082,436,345,454,65,5821,188,367,171,120,327,158,99,135,33,1597,27,76,23,13,35,9,16,13,12,220,0,3,0,0,3,0,0,6,7,13,6630,10143,5184,4124,5801,3910,1498,2720,592,40606
SED10089,27,81,229,378,97,820,59,443,16,2150,153,568,735,950,381,811,200,520,53,4371,629,2256,1395,967,1040,641,484,716,117,8241,867,2146,1073,792,1096,485,516,617,111,7696,800,1560,942,741,1200,478,600,753,98,7166,477,1190,569,519,812,332,455,562,77,4996,86,185,96,62,155,55,106,104,20,860,11,28,9,7,13,3,4,11,15,95,4,0,0,0,0,0,0,0,3,8,3044,8018,5047,4416,4789,3622,2427,3722,508,35581
SED10090,20,88,40,364,80,414,19,119,22,1162,194,786,222,653,392,559,30,164,66,3057,1605,4799,809,724,1192,755,99,321,190,10496,2848,5036,619,479,1276,625,96,211,210,11392,2311,3402,505,433,1153,539,145,255,167,8903,1153,2102,331,297,889,353,134,217,91,5565,315,713,107,84,355,154,49,94,33,1898,44,115,16,8,38,6,8,6,17,247,11,11,0,0,4,0,0,0,4,32,8493,17046,2646,3043,5376,3399,580,1395,793,42760
SED10091,41,56,467,383,86,622,57,507,42,2261,141,264,781,540,341,385,164,372,61,3055,625,1058,1377,661,774,465,490,573,97,6120,1071,1326,1281,710,1019,529,627,583,118,7276,1343,1462,1189,761,1291,587,729,652,134,8131,970,1253,824,482,909,400,589,537,87,6044,286,383,178,98,244,169,148,121,40,1672,64,58,19,12,29,14,8,13,19,229,5,3,4,3,5,3,0,0,7,28,4545,5862,6120,3649,4693,3170,2816,3359,600,34816
SED10092,28,72,245,334,93,619,50,333,19,1783,184,664,746,997,504,699,161,469,65,4491,725,2525,1367,994,1030,651,390,637,154,8475,737,1751,960,684,940,474,463,602,116,6737,862,1395,902,701,1112,485,608,745,89,6907,528,999,608,451,696,290,478,564,66,4692,106,233,86,73,107,51,80,105,27,859,17,23,12,3,8,4,3,7,12,93,0,0,0,0,0,0,0,0,3,8,3184,7669,4932,4247,4488,3275,2229,3457,555,34043
SED10093,34,37,311,317,69,786,77,481,37,2142,167,245,686,585,269,505,173,460,48,3141,593,1012,1251,789,722,544,446,681,113,6148,881,1157,1070,829,995,503,574,701,132,6849,849,1035,1004,902,1147,603,662,850,105,7161,528,802,616,549,747,402,497,558,95,4785,144,159,109,98,154,94,96,97,29,976,23,15,7,7,11,3,9,10,12,92,0,0,3,3,0,0,0,0,4,15,3213,4460,5064,4073,4114,3436,2530,3849,583,31315
SED19494,5,12,10,36,0,13,3,28,4,112,32,53,70,125,29,55,21,123,15,528,77,250,159,129,65,57,104,221,22,1094,63,139,96,47,49,35,88,86,23,630,45,98,76,51,62,30,63,59,18,507,40,63,52,34,41,26,42,54,15,376,11,26,12,4,8,6,8,9,0,89,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,274,649,480,430,261,224,339,582,103,3331
SED19797,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,9,7,0,3,0,0,3,0,23,5,3,3,4,4,3,0,4,0,27,0,7,4,5,0,5,9,3,0,30,0,3,3,3,0,3,0,6,3,25,0,0,0,3,4,3,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,22,18,16,21,17,10,18,5,130
