SED_CODE_2016,FOL_Korean_NS,FOL_Korean_Tot,FOL_Macedonian_SEO,FOL_Macedonian_SOLSE_VWorW,FOL_Macedonian_SOLSE_NWorNAA,FOL_Macedonian_SOLSE_Tot,FOL_Macedonian_NS,FOL_Macedonian_Tot,FOL_Maltese_SEO,FOL_Maltese_SOLSE_VWorW,FOL_Maltese_SOLSE_NWorNAA,FOL_Maltese_SOLSE_Tot,FOL_Maltese_NS,FOL_Maltese_Tot,FOL_Persian_ED_SEO,FOL_Persian_ED_SOLSE_VWorW,FOL_Persian_ED_SOLSE_NWorNAA,FOL_Persian_ED_SOLSE_Tot,FOL_Persian_ED_NS,FOL_Persian_ED_Tot,FOL_Polish_SEO,FOL_Polish_SOLSE_VWorW,FOL_Polish_SOLSE_NWorNAA,FOL_Polish_SOLSE_Tot,FOL_Polish_NS,FOL_Polish_Tot,FOL_Russian_SEO,FOL_Russian_SOLSE_VWorW,FOL_Russian_SOLSE_NWorNAA,FOL_Russian_SOLSE_Tot,FOL_Russian_NS,FOL_Russian_Tot,FOL_Samoan_SEO,FOL_Samoan_SOLSE_VWorW,FOL_Samoan_SOLSE_NWorNAA,FOL_Samoan_SOLSE_Tot,FOL_Samoan_NS,FOL_Samoan_Tot,FOL_Serbian_SEO,FOL_Serbian_SOLSE_VWorW,FOL_Serbian_SOLSE_NWorNAA,FOL_Serbian_SOLSE_Tot,FOL_Serbian_NS,FOL_Serbian_Tot,FOL_SAL_Filipino_SEO,FOL_SAL_Filipino_SOLSE_VWorW,FOL_SAL_Filipin_SOLSE_NWorNAA,FOL_SAL_Filipino_SOLSE_Tot,FOL_SAL_Filipino_NS,FOL_SAL_Filipino_Tot,FOL_SAL_Indonesian_SEO,FOL_SAL_Indonesia_SOLSE_VWorW,FOL_SAL_Indones_SOLSE_NWorNAA,FOL_SAL_Indonesian_SOLSE_Tot,FOL_SAL_Indonesian_NS,FOL_SAL_Indonesian_Tot,FOL_SAL_Tagalog_SEO,FOL_SAL_Tagalog_SOLSE_VWorW,FOL_SAL_Tagalog_SOLSE_NWorNAA,FOL_SAL_Tagalog_SOLSE_Tot,FOL_SAL_Tagalog_NS,FOL_SAL_Tagalog_Tot,FOL_SAL_Oth_SEO,FOL_SAL_Oth_SOLSE_VWorW,FOL_SAL_Oth_SOLSE_NWorNAA,FOL_SAL_Oth_SOLSE_Tot,FOL_SAL_Oth_NS,FOL_SAL_Oth_Tot,FOL_SAL_Tot_SEO,FOL_SAL_Tot_SOLSE_VWorW,FOL_SAL_Tot_SOLSE_NWorNAA,FOL_SAL_Tot_SOLSE_Tot,FOL_SAL_Tot_NS,FOL_SAL_Tot_Tot,FOL_Spanish_SEO,FOL_Spanish_SOLSE_VWorW,FOL_Spanish_SOLSE_NWorNAA,FOL_Spanish_SOLSE_Tot,FOL_Spanish_NS,FOL_Spanish_Tot,FOL_Tamil_SEO,FOL_Tamil_SOLSE_VWorW,FOL_Tamil_SOLSE_NWorNAA,FOL_Tamil_SOLSE_Tot,FOL_Tamil_NS,FOL_Tamil_Tot,FOL_Thai_SEO,FOL_Thai_SOLSE_VWorW,FOL_Thai_SOLSE_NWorNAA,FOL_Thai_SOLSE_Tot,FOL_Thai_NS,FOL_Thai_Tot,FOL_Turkish_SEO,FOL_Turkish_SOLSE_VWorW,FOL_Turkish_SOLSE_NWorNAA,FOL_Turkish_SOLSE_Tot,FOL_Turkish_NS,FOL_Turkish_Tot,FOL_Vietnamese_SEO,FOL_Vietnamese_SOLSE_VWorW,FOL_Vietnamese_SOLSE_NWorNAA,FOL_Vietnamese_SOLSE_Tot,FOL_Vietnamese_NS,FOL_Vietnamese_Tot,FOL_Oth_SEO,FOL_Oth_SOLSE_VWorW,FOL_Oth_SOLSE_NWorNAA,FOL_Oth_SOLSE_Tot,FOL_Oth_NS,FOL_Oth_Tot,FOL_Tot_SEO,FOL_Tot_SOLSE_VWorW,FOL_Tot_SOLSE_NWorNAA,FOL_Tot_SOLSE_Tot,FOL_Tot_NS,FOL_Tot_Tot,F_LSatH_NS_SEO,F_LSatH_NS_SOLSE_VWorW,F_LSatH_NS_SOLSE_NWorNAA,F_LSatH_NS_SOLSE_Tot,F_LSatH_NS_NS,F_LSatH_NS_Tot,F_Tot_SEO,F_Tot_SOLSE_VWorW,F_Tot_SOLSE_NWorNAA,F_Tot_SOLSE_Tot,F_Tot_NS,F_Tot_Tot,PSEO_SEO,PSEO_SOLSE_VWorW,PSEO_SOLSE_NWorNAA,PSEO_SOLSE_Tot,PSEO_NS,PSEO_Tot,POL_Afrikaans_SEO,POL_Afrikaans_SOLSE_VWorW,POL_Afrikaans_SOLSE_NWorNAA,POL_Afrikaans_SOLSE_Tot,POL_Afrikaans_NS,POL_Afrikaans_Tot,POL_Arabic_SEO,POL_Arabic_SOLSE_VWorW,POL_Arabic_SOLSE_NWorNAA,POL_Arabic_SOLSE_Tot,POL_Arabic_NS,POL_Arabic_Tot,POL_AIndLng_SEO,POL_AIndLng_SOLSE_VWorW,POL_AIndLng_SOLSE_NWorNAA,POL_AIndLng_SOLSE_Tot,POL_AIndLng_NS,POL_AIndLng_Tot,POL_CL_Cantones_SEO,POL_CL_Cantones_SOLSE_VWorW,POL_CL_Cantones_SOLSE_NWorNAA,POL_CL_Cantones_SOLSE_Tot,POL_CL_Cantones_NS,POL_CL_Cantones_Tot,POL_CL_Mandarin_SEO,POL_CL_Mandarin_SOLSE_VWorW,POL_CL_Mandarin_SOLSE_NWorNAA,POL_CL_Mandarin_SOLSE_Tot,POL_CL_Mandarin_NS,POL_CL_Mandarin_Tot,POL_CL_Oth_SEO,POL_CL_Oth_SOLSE_VWorW,POL_CL_Oth_SOLSE_NWorNAA,POL_CL_Oth_SOLSE_Tot,POL_CL_Oth_NS,POL_CL_Oth_Tot,POL_CL_Tot_SEO,POL_CL_Tot_SOLSE_VWorW,POL_CL_Tot_SOLSE_NWorNAA,POL_CL_Tot_SOLSE_Tot,POL_CL_Tot_NS,POL_CL_Tot_Tot,POL_Croatian_SEO,POL_Croatian_SOLSE_VWorW,POL_Croatian_SOLSE_NWorNAA,POL_Croatian_SOLSE_Tot,POL_Croatian_NS,POL_Croatian_Tot,POL_Dutch_SEO,POL_Dutch_SOLSE_VWorW,POL_Dutch_SOLSE_NWorNAA,POL_Dutch_SOLSE_Tot,POL_Dutch_NS,POL_Dutch_Tot,POL_French_SEO,POL_French_SOLSE_VWorW,POL_French_SOLSE_NWorNAA,POL_French_SOLSE_Tot,POL_French_NS,POL_French_Tot,POL_German_SEO,POL_German_SOLSE_VWorW,POL_German_SOLSE_NWorNAA,POL_German_SOLSE_Tot,POL_German_NS,POL_German_Tot
SED10035,0,474,..,126,38,163,0,167,..,73,7,79,3,80,..,217,17,230,3,232,..,134,8,145,0,145,..,577,161,738,3,740,..,25,0,25,0,25,..,138,20,163,0,163,..,217,5,224,4,226,..,1410,189,1600,4,1599,..,349,13,360,4,369,..,239,7,247,0,247,..,2215,213,2431,9,2442,..,892,129,1017,13,1025,..,104,3,111,0,111,..,477,136,616,3,619,..,283,74,353,0,353,..,432,153,583,3,586,..,1581,345,1924,35,1953,..,19995,3920,23916,173,24086,..,110,12,126,3676,3801,23566,20106,3934,24040,3844,51453,49706,..,..,..,..,49706,..,70,0,70,0,70,..,1054,161,1216,6,1220,..,26,0,26,0,22,..,3188,731,3924,16,3942,..,11385,2282,13669,71,13740,..,859,347,1208,3,1212,..,15432,3368,18797,89,18886,..,206,32,239,6,243,..,103,0,106,0,106,..,695,24,721,3,728,..,425,6,434,8,442
SED10036,3,55,..,415,71,485,8,493,..,78,9,85,4,89,..,43,7,47,0,47,..,182,38,218,0,215,..,83,10,91,0,91,..,330,24,353,8,366,..,398,81,475,5,480,..,245,8,255,0,257,..,272,36,305,3,313,..,503,14,520,6,526,..,36,3,44,3,41,..,1063,57,1119,14,1133,..,759,132,891,0,895,..,224,10,234,3,238,..,95,23,115,0,117,..,345,69,414,3,412,..,931,386,1319,5,1320,..,1920,371,2285,42,2330,..,16062,3180,19245,202,19449,..,115,21,129,1964,2092,21140,16178,3203,19376,2162,42689,42617,..,..,..,..,42617,..,55,0,55,0,55,..,7464,1757,9221,107,9334,..,10,0,10,0,10,..,710,286,1003,3,1009,..,808,393,1202,0,1204,..,128,26,157,0,157,..,1652,709,2357,5,2364,..,385,60,450,3,452,..,27,0,27,0,29,..,217,7,228,3,228,..,137,3,134,0,134
SED10037,8,753,..,6,0,6,0,6,..,11,0,11,0,11,..,325,54,383,3,380,..,130,4,136,0,136,..,181,44,228,0,227,..,4,0,4,0,4,..,26,3,31,0,31,..,170,6,176,0,179,..,106,6,118,0,114,..,293,6,300,4,308,..,46,0,46,0,46,..,621,21,641,4,643,..,340,25,366,3,367,..,147,9,155,0,155,..,138,50,188,0,188,..,17,0,22,0,22,..,133,37,171,0,171,..,824,119,943,21,968,..,8998,1861,10856,98,10958,..,86,13,98,1208,1310,27794,9087,1871,10959,1307,40058,55754,..,..,..,..,55754,..,217,0,217,0,218,..,715,79,793,7,804,..,0,3,4,0,4,..,1743,495,2239,14,2251,..,3512,1274,4783,30,4812,..,175,43,216,0,216,..,5428,1810,7236,45,7282,..,62,0,62,0,66,..,146,3,149,0,154,..,205,8,211,8,218,..,340,6,345,4,350
SED10038,0,57,..,291,63,355,6,364,..,9,3,11,0,11,..,58,14,71,0,75,..,87,7,93,0,93,..,43,5,46,0,50,..,15,0,15,0,15,..,168,40,203,0,207,..,46,3,49,0,49,..,54,7,63,0,64,..,70,4,78,0,78,..,27,0,32,0,32,..,201,20,217,0,214,..,264,23,287,0,287,..,19,0,19,0,17,..,112,13,125,0,126,..,101,27,127,0,127,..,159,58,217,0,217,..,517,94,614,10,622,..,4544,796,5335,43,5386,..,89,15,97,1529,1623,33044,4630,808,5434,1574,40053,64864,..,..,..,..,64864,..,60,0,60,0,64,..,623,129,751,5,754,..,12,0,12,0,12,..,160,66,223,0,228,..,800,180,980,0,980,..,93,25,118,0,118,..,1052,271,1325,3,1328,..,183,22,208,0,209,..,142,3,146,3,149,..,161,11,169,0,170,..,284,13,291,4,296
SED10039,0,13,..,58,9,69,0,69,..,52,3,53,0,55,..,6,0,3,0,3,..,30,7,35,0,35,..,12,4,14,0,14,..,7,0,7,0,7,..,20,3,24,0,24,..,23,0,23,0,23,..,23,0,23,0,23,..,70,0,70,5,76,..,14,0,14,0,14,..,133,0,135,3,135,..,127,19,145,0,143,..,6,0,6,0,6,..,50,9,54,0,54,..,4,0,11,0,11,..,18,11,22,0,30,..,214,41,251,4,252,..,1453,179,1633,33,1663,..,100,6,108,1979,2087,32237,1551,189,1740,2011,35986,63378,..,..,..,..,63378,..,40,0,46,0,46,..,57,7,62,3,69,..,18,0,18,3,17,..,66,39,104,0,104,..,112,35,143,0,144,..,13,3,13,0,13,..,184,73,259,0,263,..,59,7,68,3,69,..,99,3,98,0,98,..,106,3,107,0,106,..,234,6,243,3,245
SED10040,0,211,..,1182,328,1506,13,1521,..,59,6,69,0,71,..,48,7,55,0,56,..,51,0,53,0,52,..,172,39,210,0,209,..,45,0,45,0,45,..,174,31,207,0,211,..,284,5,289,0,290,..,541,78,621,3,625,..,536,15,554,0,553,..,52,3,53,0,53,..,1422,104,1518,6,1527,..,524,95,625,7,631,..,84,0,85,0,87,..,267,75,349,3,355,..,58,9,66,0,66,..,315,99,420,0,416,..,1113,255,1367,49,1416,..,23631,7444,31074,213,31286,..,106,40,148,2011,2155,13128,23732,7484,31220,2224,46569,26782,..,..,..,..,26782,..,26,0,26,0,26,..,4332,528,4860,38,4898,..,0,0,0,0,0,..,6951,3466,10419,48,10470,..,11098,5122,16218,63,16279,..,526,269,792,0,795,..,18576,8854,27434,110,27544,..,470,82,544,3,547,..,30,0,30,0,30,..,145,9,158,0,158,..,103,3,109,0,109
SED10041,10,1319,..,10,3,13,0,13,..,3,0,3,0,3,..,543,79,618,10,627,..,87,9,97,0,94,..,204,26,226,0,223,..,4,0,4,0,4,..,36,4,40,0,40,..,115,0,110,0,110,..,150,10,167,3,167,..,164,3,173,3,169,..,26,4,31,0,31,..,456,20,476,3,480,..,355,22,383,3,381,..,171,11,175,3,180,..,89,17,100,0,100,..,36,4,39,0,39,..,137,22,160,0,160,..,772,117,889,23,912,..,10877,2134,13011,96,13107,..,79,11,89,1588,1676,27076,10953,2144,13097,1681,41853,52806,..,..,..,..,52806,..,298,5,303,0,303,..,322,23,342,3,345,..,3,0,3,0,3,..,2937,501,3432,15,3450,..,5141,1601,6739,31,6772,..,179,42,226,3,224,..,8253,2139,10398,51,10447,..,62,7,70,0,73,..,175,3,179,3,181,..,275,0,282,0,282,..,348,11,364,0,365
SED10042,0,25,..,33,7,32,0,32,..,10,3,11,0,11,..,3,0,3,0,3,..,38,9,45,0,48,..,18,3,19,0,19,..,63,3,65,0,65,..,9,3,14,0,14,..,43,5,45,4,53,..,12,0,12,0,16,..,58,0,57,0,57,..,12,0,17,0,17,..,125,10,136,3,142,..,85,4,90,0,91,..,9,0,9,0,9,..,53,17,69,0,69,..,3,0,3,0,3,..,30,14,43,0,43,..,247,56,300,11,309,..,1324,184,1507,30,1537,..,97,6,100,1619,1720,33050,1419,188,1607,1646,36301,64937,..,..,..,..,64937,..,77,3,81,0,81,..,71,3,68,4,72,..,11,0,11,0,11,..,70,16,84,3,88,..,144,40,184,3,191,..,15,0,14,0,14,..,227,55,280,3,285,..,50,10,57,0,57,..,91,4,97,0,95,..,85,0,86,0,86,..,133,3,135,4,144
SED10043,3,557,..,139,51,191,0,191,..,36,3,34,0,34,..,47,5,52,0,56,..,61,17,74,0,72,..,38,13,48,0,46,..,200,26,224,4,229,..,45,9,56,0,55,..,164,3,170,3,176,..,819,196,1014,7,1018,..,314,7,326,8,327,..,82,20,100,0,106,..,1379,232,1608,19,1623,..,254,67,318,9,324,..,107,31,140,3,138,..,139,30,177,7,176,..,80,31,108,3,109,..,1351,927,2281,11,2297,..,1540,555,2097,61,2158,..,24212,7595,31804,346,32155,..,153,74,225,2592,2815,10055,24361,7667,32027,2942,45029,20692,..,..,..,..,20692,..,13,0,18,0,18,..,20255,3865,24116,227,24347,..,0,0,0,0,0,..,2225,1587,3811,10,3823,..,1978,1486,3463,27,3489,..,137,93,232,0,234,..,4339,3172,7508,38,7548,..,122,28,153,0,153,..,14,0,14,0,10,..,232,17,245,0,243,..,74,3,77,0,81
SED10044,5,539,..,51,8,58,3,57,..,29,3,32,0,33,..,324,51,372,7,381,..,154,11,164,0,160,..,170,49,226,0,224,..,3,0,3,0,3,..,104,16,117,3,116,..,159,0,158,0,162,..,181,16,198,5,201,..,226,0,226,3,229,..,52,0,50,0,50,..,609,21,634,6,638,..,467,36,505,3,508,..,75,4,80,0,80,..,182,58,235,3,235,..,67,15,78,0,77,..,193,21,215,0,215,..,1076,173,1244,17,1267,..,10523,1815,12334,115,12451,..,107,12,118,1866,1985,27397,10625,1830,12457,1979,41826,54855,..,..,..,..,54855,..,113,0,113,0,114,..,617,61,683,3,686,..,9,0,9,0,9,..,2337,491,2825,9,2838,..,3065,882,3942,32,3977,..,209,54,264,0,266,..,5611,1425,7031,47,7079,..,278,27,308,3,314,..,114,7,118,0,118,..,404,12,412,4,419,..,369,8,373,4,378
SED10045,0,9,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,14,0,14,0,14,..,8,0,8,0,8,..,3,0,3,0,3,..,0,0,0,0,0,..,37,3,41,0,41,..,19,0,24,0,24,..,73,3,77,0,81,..,12,0,14,0,14,..,146,9,156,0,153,..,73,4,78,0,77,..,3,0,3,0,3,..,48,3,49,0,49,..,0,0,0,0,0,..,27,5,33,0,33,..,225,39,264,6,268,..,1410,168,1575,24,1600,..,135,10,147,3003,3152,32992,1545,178,1724,3025,37749,64720,..,..,..,..,64720,..,44,3,47,0,47,..,22,3,21,0,19,..,85,7,94,3,92,..,43,15,59,0,59,..,96,32,124,0,124,..,11,3,14,0,15,..,147,46,190,0,196,..,4,0,4,0,4,..,87,3,88,0,88,..,153,7,161,0,161,..,305,5,310,3,321
SED10046,0,45,..,367,83,451,5,451,..,99,6,106,0,106,..,126,58,181,0,182,..,148,42,193,0,190,..,41,13,55,0,54,..,601,52,654,9,670,..,1255,471,1719,29,1752,..,271,17,286,5,287,..,107,19,122,0,122,..,619,21,639,6,642,..,90,15,106,3,110,..,1082,70,1151,13,1161,..,1226,301,1528,17,1545,..,175,29,207,0,207,..,123,44,163,3,166,..,240,50,288,3,289,..,2002,1333,3330,25,3353,..,3669,1202,4875,73,4951,..,20720,6331,27046,309,27355,..,141,51,195,3511,3708,14949,20857,6388,27244,3815,46011,30459,..,..,..,..,30459,..,17,0,17,0,17,..,8542,2921,11467,117,11585,..,9,0,14,3,14,..,710,365,1073,7,1080,..,717,397,1111,5,1120,..,321,133,454,3,459,..,1749,896,2644,17,2662,..,491,88,588,11,597,..,29,0,29,0,29,..,191,15,208,0,208,..,100,3,104,0,104
SED10047,4,96,..,22,13,37,0,37,..,363,28,388,3,394,..,52,15,62,0,62,..,79,20,93,4,97,..,58,4,60,0,60,..,775,69,849,19,863,..,53,7,64,0,64,..,351,11,362,3,361,..,109,12,118,0,118,..,807,33,836,12,849,..,73,5,78,0,78,..,1339,65,1402,15,1409,..,233,42,281,5,280,..,161,19,177,0,181,..,68,18,82,0,83,..,116,32,143,0,143,..,107,41,152,0,152,..,1614,316,1936,46,1981,..,8932,1391,10321,143,10468,..,145,28,177,3239,3409,32256,9078,1422,10495,3377,46133,64162,..,..,..,..,64162,..,46,0,43,0,43,..,1531,271,1801,29,1830,..,14,0,14,0,13,..,176,98,276,3,283,..,359,148,507,10,516,..,24,14,37,0,37,..,555,261,822,13,833,..,355,72,425,5,435,..,74,3,84,0,84,..,133,4,133,0,133,..,146,6,151,0,151
SED10048,0,77,..,121,16,135,0,135,..,44,4,52,0,50,..,29,14,38,0,38,..,156,27,184,0,184,..,89,19,103,0,103,..,874,78,950,20,968,..,139,26,161,0,161,..,381,6,388,0,388,..,178,27,202,9,208,..,843,29,871,4,881,..,66,6,73,0,73,..,1462,71,1529,14,1544,..,659,99,755,4,758,..,210,17,225,3,233,..,160,49,210,3,209,..,72,6,84,0,88,..,291,141,431,3,432,..,1868,390,2261,69,2327,..,14797,2263,17059,209,17261,..,120,31,156,2325,2480,23926,14917,2300,17217,2535,43675,47900,..,..,..,..,47900,..,84,0,91,0,91,..,2939,465,3405,24,3432,..,7,0,8,0,8,..,590,237,831,8,836,..,813,387,1194,9,1200,..,69,22,93,0,93,..,1468,648,2116,14,2136,..,380,52,437,3,438,..,35,3,38,0,39,..,256,6,260,3,262,..,143,7,155,3,159
SED10049,3,24,..,3,0,3,0,3,..,9,0,4,0,4,..,3,0,3,0,3,..,48,8,58,0,62,..,21,8,32,0,32,..,21,0,21,0,21,..,7,0,7,0,11,..,56,0,56,0,56,..,15,3,18,0,18,..,112,3,117,7,121,..,17,3,18,0,18,..,204,9,208,7,213,..,58,6,61,0,61,..,15,0,18,0,18,..,32,12,42,0,45,..,3,3,3,0,3,..,28,13,37,0,37,..,296,53,350,10,364,..,1391,227,1615,28,1645,..,80,3,83,1846,1929,35937,1470,226,1699,1872,39503,70262,..,..,..,..,70262,..,145,5,146,0,146,..,83,11,93,3,97,..,24,0,24,0,24,..,103,59,161,0,164,..,108,66,177,4,175,..,0,4,3,0,3,..,215,126,337,7,342,..,13,0,17,3,23,..,35,0,35,0,35,..,58,0,59,0,59,..,124,3,127,5,132
SED10050,0,148,..,26,0,27,0,27,..,13,0,13,0,13,..,54,6,59,0,61,..,90,5,94,0,95,..,118,16,135,0,135,..,8,0,7,0,7,..,88,10,91,4,95,..,56,0,57,0,57,..,73,4,77,0,81,..,113,5,119,0,121,..,15,0,22,0,22,..,264,16,278,3,279,..,456,24,484,4,488,..,10,0,10,0,10,..,111,27,137,0,142,..,35,8,39,0,39,..,66,5,79,0,79,..,1394,152,1552,15,1571,..,5749,615,6365,70,6434,..,85,11,98,2402,2498,32060,5831,626,6462,2468,40987,63530,..,..,..,..,63530,..,165,0,169,0,171,..,120,6,127,3,132,..,4,0,4,0,4,..,286,73,362,9,367,..,639,177,821,8,826,..,26,12,34,0,38,..,957,260,1216,16,1232,..,142,13,155,0,157,..,380,12,397,3,399,..,931,23,962,7,965,..,819,32,847,8,858
SED10051,0,164,..,36,6,44,0,44,..,104,11,120,4,124,..,90,15,97,3,104,..,186,16,205,0,212,..,491,121,613,4,619,..,19,0,17,0,17,..,145,26,171,3,177,..,125,11,137,0,136,..,797,98,893,6,898,..,232,14,244,0,250,..,42,5,50,0,50,..,1198,130,1329,5,1332,..,737,126,864,7,873,..,34,0,34,0,34,..,180,36,211,0,218,..,121,29,146,0,146,..,160,44,201,0,201,..,1504,241,1741,25,1766,..,12007,2305,14312,147,14462,..,115,15,129,2533,2666,23802,12115,2323,14447,2680,40923,47565,..,..,..,..,47565,..,60,0,61,3,63,..,779,153,934,14,948,..,33,0,32,9,39,..,2066,568,2640,11,2647,..,3135,823,3958,24,3984,..,310,86,404,0,402,..,5518,1488,7003,30,7032,..,301,44,342,0,345,..,95,5,100,3,103,..,981,65,1043,3,1053,..,358,9,368,3,370
SED10052,0,62,..,296,32,329,5,340,..,46,3,51,0,52,..,27,5,32,0,32,..,98,7,108,3,109,..,176,45,225,0,225,..,18,0,18,0,18,..,75,9,85,0,85,..,87,3,89,0,89,..,94,9,100,0,100,..,121,0,126,0,126,..,25,0,25,0,25,..,326,19,340,0,340,..,297,40,342,9,349,..,15,0,15,0,15,..,85,21,103,3,107,..,31,4,34,0,34,..,95,20,117,0,117,..,593,80,673,22,688,..,6484,1038,7521,82,7596,..,85,11,103,1353,1452,29092,6567,1048,7621,1433,38144,56857,..,..,..,..,56857,..,86,3,88,0,88,..,1220,75,1294,11,1310,..,8,0,8,0,8,..,1031,285,1319,7,1322,..,1311,503,1818,10,1824,..,90,19,109,0,110,..,2435,803,3241,18,3261,..,307,29,330,3,340,..,98,4,101,0,104,..,216,8,221,0,221,..,219,8,222,3,226
SED10053,0,40,..,344,74,427,3,426,..,20,0,20,0,20,..,16,0,15,0,19,..,66,8,71,0,73,..,45,6,49,0,52,..,30,0,30,0,30,..,117,20,138,0,141,..,77,0,77,0,77,..,45,8,57,0,59,..,145,3,148,0,148,..,19,0,25,0,25,..,287,11,300,0,300,..,101,8,106,3,110,..,31,0,31,0,31,..,68,13,82,0,80,..,17,3,23,0,23,..,41,21,67,0,67,..,494,87,579,20,602,..,3460,498,3961,63,4021,..,82,13,89,2646,2740,30780,3544,510,4053,2707,37535,62337,..,..,..,..,62337,..,57,5,64,0,64,..,146,20,160,0,168,..,18,0,18,0,18,..,109,40,147,4,146,..,243,82,331,9,331,..,14,3,25,0,25,..,370,129,497,11,503,..,221,26,253,5,256,..,102,3,102,0,102,..,168,4,174,3,175,..,347,6,355,11,363
SED10054,0,91,..,38,12,51,0,54,..,257,23,283,0,285,..,115,63,175,0,180,..,93,19,108,0,110,..,35,8,42,0,45,..,908,67,977,21,999,..,70,26,96,0,96,..,1394,41,1437,14,1452,..,157,31,190,0,188,..,3244,140,3387,32,3425,..,112,7,120,0,122,..,4911,229,5137,55,5186,..,417,124,537,0,544,..,246,38,283,0,283,..,68,13,83,0,83,..,287,111,399,3,408,..,175,91,267,6,272,..,2502,671,3176,64,3242,..,17298,2890,20188,251,20440,..,173,31,204,2273,2483,22181,17469,2926,20392,2526,45100,44388,..,..,..,..,44388,..,31,0,31,0,31,..,3148,731,3880,27,3902,..,9,0,9,3,15,..,326,171,499,4,507,..,335,207,545,7,547,..,42,24,66,0,66,..,706,405,1114,13,1119,..,361,76,432,0,435,..,44,0,45,0,49,..,189,13,196,8,207,..,111,4,112,3,111
SED10055,0,63,..,122,13,133,0,139,..,406,27,433,3,436,..,114,13,126,0,126,..,82,6,88,0,92,..,55,13,59,0,65,..,163,10,167,0,166,..,285,33,323,0,325,..,295,5,302,3,305,..,37,7,44,0,44,..,538,23,558,3,566,..,42,4,47,0,47,..,913,32,948,6,961,..,579,56,636,4,641,..,64,6,69,0,69,..,66,10,80,0,76,..,200,35,233,3,232,..,432,163,599,3,602,..,2101,454,2554,39,2592,..,10073,1534,11614,122,11733,..,86,16,100,1813,1920,27406,10165,1552,11713,1939,41059,54648,..,..,..,..,54648,..,46,0,46,0,46,..,2414,298,2709,17,2729,..,14,0,14,0,12,..,363,161,523,3,526,..,437,198,633,0,634,..,123,29,148,3,153,..,920,382,1296,11,1307,..,939,85,1017,6,1023,..,55,0,55,0,55,..,118,4,120,0,120,..,100,0,102,0,104
SED10056,0,22,..,3,0,3,0,3,..,7,0,13,0,13,..,4,5,8,0,8,..,3,0,6,0,8,..,3,0,3,0,3,..,122,17,141,3,144,..,3,0,3,0,3,..,86,3,95,0,95,..,8,0,8,0,8,..,104,8,108,0,110,..,27,7,30,0,30,..,231,13,245,0,243,..,56,6,64,0,62,..,33,4,32,0,31,..,47,11,61,0,61,..,21,32,57,0,60,..,11,0,11,0,11,..,455,96,551,16,566,..,2988,750,3742,62,3809,..,125,9,139,3706,3842,33722,3114,759,3876,3771,41368,67446,..,..,..,..,67446,..,113,3,117,0,117,..,75,11,88,0,86,..,64,0,64,3,68,..,100,43,142,7,151,..,141,234,378,0,380,..,6,3,12,0,12,..,250,282,534,7,544,..,12,0,12,0,12,..,41,0,45,3,50,..,49,0,50,0,50,..,68,4,68,0,68
SED10057,0,20,..,0,0,0,0,0,..,11,0,11,0,11,..,4,0,4,0,4,..,9,0,15,0,15,..,13,0,13,0,13,..,0,0,0,0,0,..,7,0,4,0,4,..,38,0,38,0,38,..,19,0,18,0,18,..,54,0,54,0,54,..,3,0,3,0,3,..,121,0,121,0,121,..,48,0,55,0,55,..,3,0,3,0,3,..,40,7,47,0,51,..,0,0,0,0,0,..,11,3,22,3,20,..,159,23,186,8,192,..,916,102,1015,30,1047,..,86,3,85,2476,2563,32962,1002,103,1103,2505,36568,64095,..,..,..,..,64095,..,31,0,31,0,31,..,52,0,54,3,56,..,47,0,47,4,52,..,57,20,85,0,82,..,61,21,83,0,87,..,0,0,3,0,3,..,125,46,171,3,170,..,25,3,26,0,33,..,93,0,93,0,95,..,56,9,61,0,66,..,186,9,187,10,199
SED10058,0,48,..,140,42,182,0,182,..,0,0,0,0,0,..,25,4,28,0,28,..,50,3,59,0,59,..,37,0,35,0,35,..,14,3,20,0,20,..,22,13,33,0,33,..,45,0,45,0,45,..,13,3,18,0,13,..,116,7,122,0,122,..,24,0,31,0,31,..,197,8,211,0,207,..,118,7,129,0,131,..,13,0,13,0,13,..,45,16,59,0,61,..,10,0,10,0,10,..,63,35,97,0,97,..,402,84,485,10,495,..,2401,462,2867,32,2899,..,65,5,74,2211,2283,30863,2471,468,2939,2247,36043,61439,..,..,..,..,61439,..,56,0,56,0,59,..,101,21,119,0,115,..,14,0,16,4,21,..,127,34,163,0,163,..,347,69,419,4,423,..,16,10,29,0,29,..,496,110,607,4,606,..,72,15,84,0,88,..,66,0,66,0,66,..,174,8,182,0,181,..,230,12,238,8,241
