SED_CODE_2016,M_Ireland_0_4,M_Ireland_5_14,M_Ireland_15_24,M_Ireland_25_44,M_Ireland_45_54,M_Ireland_55_64,M_Ireland_65_74,M_Ireland_75_84,M_Ireland_85ov,M_Ireland_Tot,M_Italy_0_4,M_Italy_5_14,M_Italy_15_24,M_Italy_25_44,M_Italy_45_54,M_Italy_55_64,M_Italy_65_74,M_Italy_75_84,M_Italy_85ov,M_Italy_Tot,M_Japan_0_4,M_Japan_5_14,M_Japan_15_24,M_Japan_25_44,M_Japan_45_54,M_Japan_55_64,M_Japan_65_74,M_Japan_75_84,M_Japan_85ov,M_Japan_Tot,M_Korea_South_0_4,M_Korea_South_5_14,M_Korea_South_15_24,M_Korea_South_25_44,M_Korea_South_45_54,M_Korea_South_55_64,M_Korea_South_65_74,M_Korea_South_75_84,M_Korea_South_85ov,M_Korea_South_Tot,M_Lebanon_0_4,M_Lebanon_5_14,M_Lebanon_15_24,M_Lebanon_25_44,M_Lebanon_45_54,M_Lebanon_55_64,M_Lebanon_65_74,M_Lebanon_75_84,M_Lebanon_85ov,M_Lebanon_Tot,M_Malaysia_0_4,M_Malaysia_5_14,M_Malaysia_15_24,M_Malaysia_25_44,M_Malaysia_45_54,M_Malaysia_55_64,M_Malaysia_65_74,M_Malaysia_75_84,M_Malaysia_85ov,M_Malaysia_Tot,M_Malta_0_4,M_Malta_5_14,M_Malta_15_24,M_Malta_25_44,M_Malta_45_54,M_Malta_55_64,M_Malta_65_74,M_Malta_75_84,M_Malta_85ov,M_Malta_Tot,M_Mauritius_0_4,M_Mauritius_5_14,M_Mauritius_15_24,M_Mauritius_25_44,M_Mauritius_45_54,M_Mauritius_55_64,M_Mauritius_65_74,M_Mauritius_75_84,M_Mauritius_85ov,M_Mauritius_Tot,M_Myanmar_0_4,M_Myanmar_5_14,M_Myanmar_15_24,M_Myanmar_25_44,M_Myanmar_45_54,M_Myanmar_55_64,M_Myanmar_65_74,M_Myanmar_75_84,M_Myanmar_85ov,M_Myanmar_Tot,M_Nepal_0_4,M_Nepal_5_14,M_Nepal_15_24,M_Nepal_25_44,M_Nepal_45_54,M_Nepal_55_64,M_Nepal_65_74,M_Nepal_75_84,M_Nepal_85ov,M_Nepal_Tot,M_Netherlands_0_4,M_Netherlands_5_14,M_Netherlands_15_24,M_Netherlands_25_44,M_Netherlands_45_54,M_Netherlands_55_64,M_Netherlands_65_74,M_Netherlands_75_84,M_Netherlands_85ov,M_Netherlands_Tot,M_New_Zealand_0_4,M_New_Zealand_5_14,M_New_Zealand_15_24,M_New_Zealand_25_44,M_New_Zealand_45_54,M_New_Zealand_55_64,M_New_Zealand_65_74,M_New_Zealand_75_84,M_New_Zealand_85ov,M_New_Zealand_Tot,M_Nthern_Ireland_0_4,M_Nthern_Ireland_5_14,M_Nthern_Ireland_15_24,M_Nthern_Ireland_25_44,M_Nthern_Ireland_45_54,M_Nthern_Ireland_55_64,M_Nthern_Ireland_65_74,M_Nthern_Ireland_75_84,M_Nthern_Ireland_85ov,M_Nthern_Ireland_Tot,M_Pakistan_0_4,M_Pakistan_5_14,M_Pakistan_15_24,M_Pakistan_25_44,M_Pakistan_45_54,M_Pakistan_55_64,M_Pakistan_65_74,M_Pakistan_75_84,M_Pakistan_85ov,M_Pakistan_Tot,M_PNG_0_4,M_PNG_5_14,M_PNG_15_24,M_PNG_25_44,M_PNG_45_54,M_PNG_55_64,M_PNG_65_74,M_PNG_75_84,M_PNG_85ov,M_PNG_Tot,M_Philippines_0_4,M_Philippines_5_14,M_Philippines_15_24,M_Philippines_25_44,M_Philippines_45_54,M_Philippines_55_64,M_Philippines_65_74,M_Philippines_75_84,M_Philippines_85ov,M_Philippines_Tot,M_Poland_0_4,M_Poland_5_14,M_Poland_15_24,M_Poland_25_44,M_Poland_45_54,M_Poland_55_64,M_Poland_65_74,M_Poland_75_84,M_Poland_85ov,M_Poland_Tot,M_Scotland_0_4,M_Scotland_5_14,M_Scotland_15_24,M_Scotland_25_44,M_Scotland_45_54,M_Scotland_55_64,M_Scotland_65_74,M_Scotland_75_84,M_Scotland_85ov,M_Scotland_Tot,M_Singapore_0_4,M_Singapore_5_14,M_Singapore_15_24,M_Singapore_25_44,M_Singapore_45_54,M_Singapore_55_64,M_Singapore_65_74,M_Singapore_75_84,M_Singapore_85ov,M_Singapore_Tot,M_South_Africa_0_4,M_South_Africa_5_14,M_South_Africa_15_24,M_South_Africa_25_44,M_South_Africa_45_54,M_South_Africa_55_64,M_South_Africa_65_74,M_South_Africa_75_84,M_South_Africa_85ov,M_South_Africa_Tot
SED10052,3,15,3,60,44,13,19,9,7,164,0,0,3,20,31,46,86,61,18,269,0,3,3,7,8,4,0,0,0,30,0,3,9,17,4,0,0,3,0,40,0,0,3,28,50,56,50,12,7,204,0,0,10,29,16,30,26,5,3,117,0,0,0,7,4,10,27,17,7,71,0,0,0,3,10,4,4,3,0,26,0,0,0,3,0,3,4,0,0,10,0,4,6,22,3,0,0,0,0,39,0,4,4,6,9,11,22,18,15,87,6,29,58,222,115,105,44,21,5,616,0,0,0,4,4,6,9,8,0,42,0,5,0,10,8,0,3,0,0,25,0,0,0,10,9,7,3,3,0,29,0,16,18,73,25,31,10,3,0,175,0,0,3,16,10,21,11,8,0,72,0,4,0,26,27,45,38,25,7,169,0,4,8,13,8,9,13,0,0,60,3,8,21,69,31,27,20,8,0,191
SED10053,3,6,0,29,10,8,15,8,0,79,0,0,0,20,18,44,67,84,28,256,0,0,0,3,3,3,0,0,0,11,0,0,3,17,6,3,0,0,0,33,0,0,0,4,7,5,8,0,0,21,0,0,4,22,14,14,3,0,0,56,0,0,0,0,0,6,26,11,3,50,0,0,0,3,3,3,0,0,0,10,0,0,0,4,3,3,0,0,0,13,0,0,0,53,3,0,0,0,0,61,0,3,3,11,8,17,37,13,4,96,7,31,53,176,118,105,50,11,6,555,0,0,0,4,3,5,8,0,0,28,0,0,7,52,3,4,0,0,0,69,0,0,0,17,20,9,0,0,0,44,0,28,29,71,32,9,0,3,0,181,0,0,0,20,0,12,8,8,0,48,0,0,0,15,29,40,42,23,4,149,0,0,0,11,11,0,3,0,0,25,5,11,15,40,24,17,13,3,0,126
SED10054,0,3,0,7,4,11,13,5,3,58,0,0,4,9,20,26,42,19,14,125,0,3,3,0,0,0,0,0,0,8,0,4,10,22,18,11,7,0,0,75,0,0,11,80,53,45,43,14,7,241,4,4,4,21,19,17,14,5,3,92,0,0,0,16,18,87,106,50,3,277,0,0,3,25,17,24,20,5,4,105,0,0,0,30,18,7,10,4,0,65,0,5,12,74,7,3,4,0,0,105,0,0,0,8,5,7,15,3,3,39,34,178,280,446,143,78,35,10,0,1203,0,0,0,4,3,8,4,3,0,17,37,123,154,579,176,87,28,10,0,1184,0,0,0,4,3,0,0,0,0,9,21,202,466,1601,880,720,295,46,16,4250,0,0,0,16,12,18,14,4,0,71,0,0,3,9,19,41,18,10,4,107,0,8,3,3,7,8,3,0,0,26,0,5,14,34,29,28,20,3,0,141
SED10055,0,5,0,22,21,16,21,5,3,90,0,3,0,26,60,136,168,132,40,560,0,0,0,0,0,0,0,0,0,4,0,4,6,16,16,5,7,0,0,49,0,3,3,79,71,51,32,5,0,246,0,5,8,20,12,13,13,3,0,72,0,0,9,21,39,122,129,59,10,377,0,0,0,7,16,16,9,6,0,58,0,0,0,4,0,3,3,3,0,14,0,0,3,19,9,17,0,0,0,44,0,0,0,11,6,19,22,13,6,78,8,68,112,239,95,94,18,0,0,637,0,0,0,7,10,20,15,5,0,59,5,12,15,50,37,22,7,3,0,148,0,0,0,4,4,3,0,0,0,16,7,35,47,286,162,175,82,14,3,804,0,0,0,14,5,18,16,3,0,59,0,0,0,20,30,42,32,10,0,143,0,0,5,7,3,3,5,0,0,18,0,0,17,44,34,29,16,7,0,149
SED10056,0,0,7,18,6,0,6,0,0,36,0,3,10,22,26,87,205,230,114,698,0,0,0,4,0,0,0,0,0,8,0,0,12,26,0,0,3,0,0,39,0,0,0,0,5,0,3,0,0,9,0,3,25,47,9,5,0,0,0,94,0,0,0,0,0,6,7,3,0,14,0,0,0,0,4,0,0,0,0,6,0,0,0,8,0,0,0,0,0,8,0,0,0,16,4,0,0,0,0,22,0,0,0,0,5,22,33,14,8,83,14,53,84,154,83,60,43,11,3,504,0,3,0,5,0,0,8,3,0,17,0,9,3,45,17,0,0,0,0,85,0,3,0,3,4,0,0,0,0,13,0,24,23,83,20,9,0,0,0,164,0,0,0,0,3,0,0,0,0,5,0,0,3,11,13,18,30,17,9,99,0,0,0,3,0,3,0,0,0,6,3,15,19,32,29,11,7,0,0,111
SED10057,0,0,0,3,7,3,16,14,3,57,0,0,0,4,6,14,24,21,7,78,0,0,0,0,0,0,0,0,0,3,0,0,3,10,0,3,0,0,0,17,0,0,0,4,0,0,0,0,0,7,0,0,3,0,0,4,3,0,0,12,0,0,0,0,3,11,29,5,0,53,0,0,0,3,0,3,3,0,0,7,0,0,0,4,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,7,0,0,0,3,11,23,65,36,19,159,3,5,6,58,69,89,76,38,13,358,0,0,0,5,3,3,10,7,0,31,0,0,0,9,0,0,0,0,0,10,0,0,0,4,5,6,0,3,0,15,0,6,10,18,3,0,3,0,0,43,0,0,0,0,0,3,11,5,0,18,0,0,0,7,7,25,54,22,3,125,0,0,0,3,0,3,0,0,0,8,0,9,4,11,10,15,20,6,3,84
SED10058,0,7,0,40,20,17,8,7,3,90,0,0,3,9,12,24,25,51,28,162,0,5,4,3,0,0,0,0,0,17,0,4,3,24,6,0,0,0,0,37,0,0,0,3,0,0,3,0,0,13,0,3,3,26,6,4,6,3,0,54,0,0,0,0,0,0,7,0,0,11,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,17,3,0,0,0,0,24,0,3,0,12,10,3,20,7,10,65,3,13,57,150,89,76,32,19,7,447,0,0,0,17,6,7,8,3,0,28,0,3,5,45,5,0,3,0,0,55,0,0,3,7,4,9,0,0,0,25,3,13,13,52,10,3,4,0,0,108,0,0,0,13,4,5,8,3,3,36,0,8,3,27,18,22,27,23,6,136,0,3,0,3,3,0,0,0,0,21,0,4,13,44,24,29,3,0,0,120
SED10059,0,0,9,286,46,24,14,11,4,392,0,0,31,212,32,12,43,48,16,412,3,3,23,100,20,12,4,0,0,158,0,5,50,126,7,7,3,9,0,221,0,0,0,33,20,26,36,15,3,128,0,3,94,155,56,29,19,4,0,359,0,0,0,0,7,10,17,3,3,33,0,0,8,15,10,3,0,0,0,38,0,0,13,17,5,5,0,3,0,47,0,0,31,81,6,3,3,0,0,120,0,4,9,49,10,8,15,3,9,106,3,9,92,559,231,200,71,11,4,1188,0,0,3,33,14,6,5,4,0,67,0,0,19,37,0,0,0,0,0,54,0,0,0,22,12,0,0,0,0,38,0,9,29,175,33,18,11,7,0,280,0,0,0,48,14,17,12,6,0,99,0,0,14,109,44,35,23,11,0,233,0,0,47,102,26,15,12,0,0,204,0,0,30,140,32,18,7,3,0,243
SED10060,3,14,0,159,47,30,19,3,3,276,0,0,7,114,30,29,34,15,5,245,9,46,15,126,78,32,14,4,0,330,0,3,10,81,24,15,9,3,0,148,0,0,3,3,13,6,4,0,0,32,0,3,19,123,38,29,34,6,4,254,0,0,0,0,0,8,3,3,0,15,0,0,0,19,0,3,3,3,0,32,0,0,0,0,3,3,0,0,0,8,0,5,34,127,0,0,0,0,0,168,0,10,3,48,24,9,24,9,3,137,3,40,65,410,201,196,97,42,12,1065,0,0,0,26,14,9,13,3,0,63,4,0,5,38,3,4,0,0,0,53,0,0,0,15,13,10,5,6,0,43,0,18,12,161,28,17,7,5,3,251,3,0,0,59,6,12,7,5,3,101,4,8,7,93,63,41,37,24,5,279,7,17,13,57,11,11,11,0,3,139,0,17,26,291,99,89,70,17,3,612
SED10061,0,3,0,9,3,6,10,0,0,40,0,0,0,3,3,4,9,13,3,33,3,6,0,3,0,0,0,0,0,12,0,0,0,15,0,0,0,0,0,18,0,0,0,3,0,0,0,3,0,7,0,3,4,10,5,5,0,0,0,35,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,6,0,0,8,54,6,0,0,0,0,70,0,0,0,4,3,10,38,9,3,76,3,24,34,71,64,73,47,13,3,330,0,0,0,5,6,0,0,4,0,17,0,3,6,16,0,0,0,0,0,30,0,10,4,11,3,7,6,0,0,43,3,31,18,71,22,3,0,0,0,151,0,0,0,0,0,0,3,3,0,11,0,0,5,7,21,14,22,16,6,94,0,0,0,0,0,0,0,0,0,11,0,12,15,29,18,12,11,7,0,105
SED10062,0,0,0,33,13,10,20,11,0,86,0,4,0,19,26,49,75,86,35,293,3,4,4,14,7,3,3,0,0,38,0,11,15,24,24,9,12,0,0,99,0,0,7,104,102,72,62,25,6,385,3,8,18,94,50,73,42,24,3,307,0,0,0,0,3,16,18,10,0,47,0,0,0,13,3,4,7,0,0,28,0,3,7,6,3,0,4,0,0,28,6,20,165,516,8,9,3,3,0,740,0,0,5,7,3,0,10,9,3,36,9,39,97,183,113,83,35,13,3,576,0,0,0,3,4,3,6,3,0,29,0,6,5,37,0,12,0,0,0,71,0,0,0,4,10,7,0,0,0,21,5,21,43,185,56,36,11,5,0,360,0,0,3,23,4,17,8,4,8,54,0,3,0,11,22,24,24,8,7,110,3,7,5,16,14,14,6,3,0,64,0,4,5,38,29,24,15,9,0,129
SED10063,0,7,0,8,8,3,14,4,0,50,0,0,4,8,8,17,19,18,3,78,0,0,0,0,3,0,0,0,0,5,0,0,5,25,4,3,0,0,0,42,0,0,3,4,0,3,0,3,0,14,0,0,3,5,4,6,0,0,0,18,0,0,0,0,0,5,3,3,0,7,0,0,0,0,0,0,0,0,0,3,0,0,3,5,0,3,0,0,0,5,0,3,0,51,3,0,0,0,0,59,0,0,0,4,0,11,30,18,4,67,0,13,23,95,72,57,31,11,0,315,0,0,0,0,4,0,7,3,3,17,0,3,0,19,3,0,0,0,0,28,0,0,0,3,4,0,0,3,0,10,0,32,21,44,18,7,3,0,0,116,0,0,0,0,0,4,3,6,3,22,0,5,0,10,12,14,25,11,0,81,0,0,0,3,0,0,0,0,0,8,0,21,19,37,24,17,5,5,3,121
SED10064,0,3,0,15,5,5,6,4,0,42,0,0,0,8,3,3,19,13,0,48,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,0,0,0,0,5,0,0,0,0,3,0,3,0,0,11,0,0,0,5,8,5,0,0,0,18,0,0,0,0,0,3,8,8,0,20,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,6,0,0,3,0,6,12,50,21,9,106,0,3,13,85,79,111,62,27,3,379,0,0,0,0,5,3,8,4,0,16,0,0,0,0,4,0,0,0,0,6,0,0,0,3,3,3,3,0,0,19,3,10,4,16,3,0,0,4,0,33,0,0,0,0,0,0,7,0,0,14,0,6,0,10,10,40,41,21,6,128,0,0,0,3,6,0,0,0,0,10,0,0,3,15,12,11,18,8,0,71
SED10065,0,0,0,50,13,6,11,4,3,86,0,3,10,48,25,44,38,43,14,223,0,3,22,20,13,3,6,4,0,68,21,112,196,695,306,224,84,50,7,1690,0,9,13,170,188,173,182,76,26,837,3,23,44,191,52,65,47,20,3,446,0,0,0,0,3,13,14,8,5,42,0,0,0,13,9,9,3,3,0,39,0,0,3,29,8,12,6,0,3,62,0,11,49,236,19,3,3,0,0,325,0,3,0,13,6,3,15,18,11,70,13,68,111,257,95,103,50,14,0,704,0,3,0,9,3,4,5,7,0,30,12,44,52,258,42,20,3,0,0,431,0,0,3,11,4,6,0,0,0,29,10,45,74,364,112,67,31,8,6,717,0,0,0,41,10,32,21,10,5,117,0,0,8,18,22,16,26,16,3,110,8,17,12,39,12,20,7,0,0,117,0,7,19,67,23,24,17,0,0,161
SED10066,0,8,0,45,15,28,45,12,3,160,0,5,3,15,11,33,37,26,11,135,0,4,0,4,0,0,3,0,0,8,3,4,3,20,8,6,0,0,0,44,0,3,3,34,10,13,9,0,0,70,3,0,7,19,18,15,3,0,0,71,0,0,5,9,13,31,48,24,3,127,0,0,0,5,13,9,7,0,0,34,0,0,0,0,0,3,0,0,0,8,3,7,13,43,3,3,0,0,0,75,0,3,0,9,8,38,44,25,10,143,8,26,82,229,116,91,50,11,4,628,0,0,0,14,19,11,18,5,3,69,3,12,10,57,15,3,3,0,0,100,0,0,3,8,7,4,0,0,0,21,3,22,30,120,60,54,13,6,0,308,0,0,3,18,4,15,17,10,0,64,0,4,6,30,50,53,62,35,6,259,3,6,0,9,3,4,3,0,0,28,3,3,3,47,6,19,13,7,4,103
SED10067,0,9,8,44,26,23,14,12,3,133,0,4,0,21,18,35,51,44,7,183,0,0,6,5,12,6,6,0,0,34,0,0,3,11,5,3,5,0,0,32,0,0,0,5,9,6,8,0,0,28,0,3,0,4,15,8,3,4,0,45,0,0,0,0,3,3,3,3,0,10,0,0,0,3,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,0,7,23,0,0,0,0,0,27,0,4,10,16,30,23,52,39,25,191,3,31,38,226,140,173,95,31,12,750,0,0,3,7,11,3,5,5,3,40,0,0,0,4,3,0,0,0,0,12,0,0,0,7,12,5,0,0,0,17,7,12,6,33,12,12,0,3,0,72,0,0,0,10,7,12,19,0,0,47,0,11,5,25,39,47,52,16,9,210,3,19,13,13,10,13,3,3,0,70,3,24,47,158,105,66,38,12,5,462
SED10068,0,3,3,37,7,9,24,10,5,100,0,0,0,0,5,16,29,16,3,71,0,3,3,3,0,0,0,0,0,15,0,0,3,13,0,0,0,0,0,15,0,0,0,3,3,0,3,0,0,10,0,0,0,9,3,7,0,0,0,25,0,0,0,0,0,8,12,7,0,30,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,3,0,3,0,6,0,0,0,0,0,8,0,0,0,3,5,13,60,37,14,142,0,19,15,118,76,83,104,63,10,495,0,4,0,9,5,3,10,10,0,39,0,0,0,7,0,0,0,0,0,9,0,0,0,11,10,0,0,0,0,20,0,6,9,17,9,13,3,0,0,48,0,0,0,0,3,4,0,3,4,16,0,9,0,9,18,25,68,42,12,180,0,3,0,0,0,0,4,0,0,7,0,5,12,32,26,24,21,10,3,132
SED10069,0,3,0,14,15,5,12,7,3,62,0,0,3,4,8,6,36,16,3,83,0,4,0,3,0,0,0,0,0,6,3,0,6,9,6,0,0,0,0,23,0,0,0,0,0,3,0,3,0,8,0,4,0,26,20,11,3,0,0,55,0,0,0,3,4,16,22,4,0,45,0,0,0,3,9,6,3,5,0,32,0,0,0,0,0,0,0,0,0,3,0,3,0,6,0,0,0,0,0,8,0,0,0,6,16,8,55,31,9,125,0,22,12,107,92,94,87,20,5,448,0,0,0,3,4,10,8,5,5,32,0,0,0,13,0,0,0,0,0,15,0,0,0,7,4,3,3,0,0,19,0,19,6,27,6,0,3,0,0,66,0,0,0,3,0,9,10,7,3,29,0,3,9,10,28,39,66,47,6,202,0,0,0,3,0,0,0,0,0,8,0,22,13,32,21,23,31,9,0,152
SED10070,0,11,0,21,11,8,27,11,0,87,0,4,3,17,64,129,232,226,69,751,0,0,3,0,0,0,0,0,0,8,0,0,6,46,16,22,8,3,3,109,7,12,28,186,173,135,81,31,7,661,0,3,4,32,20,21,21,6,0,114,0,0,4,4,20,105,274,157,48,610,0,0,8,12,17,26,19,3,3,93,0,0,3,10,17,12,4,9,0,54,0,9,10,91,14,0,0,0,0,120,0,0,0,0,0,5,20,4,3,32,11,90,133,207,77,67,16,4,3,610,0,6,3,0,7,8,11,9,0,30,6,8,30,69,14,18,9,0,0,152,0,0,0,3,0,0,0,0,0,8,3,34,61,294,122,144,91,9,7,771,0,0,0,20,8,25,11,4,8,78,0,3,0,0,7,19,26,8,5,62,3,11,7,10,6,6,3,4,0,58,3,9,9,26,20,18,11,4,0,101
SED10071,0,12,8,57,20,16,12,0,0,134,0,0,0,18,18,45,48,28,8,167,0,0,4,8,3,0,3,0,0,16,3,15,21,88,40,24,21,7,0,223,0,0,0,46,41,24,16,7,0,149,4,14,27,99,50,46,32,7,0,272,0,0,0,19,20,67,94,45,14,261,0,0,0,14,17,17,13,8,0,69,0,0,3,18,14,11,3,5,0,62,0,12,8,118,22,10,4,0,0,176,0,3,0,6,9,16,24,10,3,69,5,85,143,320,136,91,47,11,4,845,0,3,3,6,12,4,4,3,0,36,4,34,53,184,68,33,21,3,0,396,0,0,0,15,5,6,0,0,0,25,7,88,195,704,412,295,129,21,4,1857,0,3,0,33,11,33,15,5,0,102,0,10,6,24,40,19,18,10,4,133,4,16,22,34,25,22,6,0,0,128,8,35,74,182,105,55,25,3,0,476
SED10072,0,5,8,78,34,9,10,8,3,152,0,0,10,63,32,51,82,128,59,437,0,3,7,41,12,11,6,3,0,80,0,0,15,69,16,10,4,0,3,116,0,16,40,269,266,176,123,37,10,923,0,5,13,108,26,25,29,7,0,219,0,0,0,10,10,25,49,22,14,122,0,0,0,18,8,4,7,5,0,42,0,0,7,12,7,0,6,0,0,31,9,27,364,1141,40,3,3,0,0,1583,0,0,5,9,5,7,10,3,4,38,4,27,64,269,132,97,42,7,7,660,0,4,3,15,4,3,3,3,0,31,0,0,23,67,19,16,3,0,0,121,0,0,0,5,0,3,0,0,0,15,5,31,55,335,105,55,21,4,0,616,0,0,0,79,21,11,13,0,0,131,0,3,3,21,15,19,16,11,4,85,0,3,13,38,7,11,6,3,0,83,0,3,8,46,24,15,10,0,0,119
SED10073,0,3,3,60,26,15,12,7,6,134,8,12,17,55,45,66,152,153,82,581,3,14,28,53,32,20,16,3,0,159,20,92,296,1007,292,216,129,36,6,2093,0,3,4,53,60,62,73,50,10,320,9,22,64,262,76,76,65,24,10,604,0,0,0,0,7,8,13,10,5,44,0,0,5,16,3,12,4,3,0,45,0,0,6,26,9,8,17,6,3,73,0,7,35,179,3,0,0,0,0,222,0,0,3,11,14,4,13,6,3,53,3,31,68,188,105,93,44,16,5,565,0,0,0,3,3,0,3,4,0,15,6,5,44,139,13,9,3,3,0,230,0,0,0,6,17,6,3,0,0,44,13,71,68,406,84,80,40,4,3,774,0,0,5,38,16,24,11,0,4,96,0,3,5,12,10,29,27,14,6,110,8,23,33,87,19,24,11,4,0,219,3,10,24,109,38,26,28,7,8,247
SED10074,0,11,3,35,15,10,18,17,4,119,0,0,0,10,25,35,67,58,18,231,3,8,4,11,3,0,0,0,0,31,0,37,42,144,90,64,44,21,0,442,3,8,11,105,105,89,62,34,4,423,0,12,12,77,35,44,35,11,3,233,0,0,0,3,9,28,84,46,12,188,0,4,3,18,6,12,16,9,6,75,0,0,6,54,26,27,17,4,0,138,0,7,33,210,20,5,3,0,0,281,0,0,0,5,5,14,34,19,0,71,12,71,119,306,137,98,48,16,5,818,0,0,0,9,6,6,12,10,4,39,13,28,43,146,15,17,3,3,3,271,0,0,3,5,3,8,0,0,0,21,6,39,53,300,100,79,48,18,4,651,0,0,0,18,10,36,22,7,9,105,0,0,0,11,11,27,40,22,3,117,8,7,4,25,9,8,11,6,3,84,3,8,15,62,31,18,13,21,0,172
SED10075,0,3,3,12,13,11,12,20,0,83,0,0,0,5,27,82,91,63,28,295,0,0,0,0,3,0,0,0,0,5,0,7,10,17,3,0,0,0,0,38,0,0,0,5,9,14,6,0,0,33,0,0,4,9,6,8,0,0,0,36,0,0,0,3,6,44,72,26,11,160,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,6,0,0,0,6,6,14,83,27,14,151,0,12,35,116,84,61,36,10,3,361,0,0,0,3,4,4,10,9,0,40,0,0,0,7,3,0,0,0,0,13,0,0,0,4,3,4,3,0,0,15,0,5,9,45,13,15,8,0,0,101,0,0,0,14,6,14,14,7,4,56,0,10,7,15,71,80,111,74,14,376,0,0,3,0,0,3,0,0,0,13,3,7,12,36,17,9,12,3,0,105
SED10076,0,0,0,11,11,8,14,12,3,61,0,0,0,4,14,27,57,47,9,159,0,3,0,0,0,0,0,0,0,6,0,0,3,15,0,0,0,0,0,19,0,0,0,0,4,3,0,0,0,11,0,0,3,11,0,3,0,0,0,17,0,0,0,0,3,23,43,23,4,98,0,0,0,0,0,5,9,0,0,21,0,0,0,0,0,0,0,0,0,3,0,0,0,15,0,0,0,0,0,13,0,0,0,5,3,20,58,37,3,135,0,12,18,77,74,65,88,32,4,376,0,0,0,0,3,3,17,6,0,30,0,0,0,4,0,0,0,0,0,5,0,0,0,6,12,4,0,4,0,28,0,7,10,28,0,3,0,0,0,56,0,0,0,0,0,14,10,12,4,31,0,5,0,10,15,49,56,35,10,180,0,0,0,3,4,5,0,0,0,12,0,3,0,7,14,17,21,3,0,69
SED10077,0,0,17,155,39,18,24,4,3,263,0,10,16,98,87,122,208,252,140,929,0,11,17,44,3,6,6,4,0,88,13,90,446,1221,356,234,120,56,10,2533,0,4,6,119,167,144,133,69,19,661,0,11,52,183,60,43,35,18,5,402,0,0,0,0,0,6,7,7,3,24,0,0,0,17,3,13,3,7,0,41,0,8,9,34,33,12,6,7,3,113,3,26,486,1128,26,17,5,3,0,1693,0,3,0,9,8,9,9,3,0,32,0,22,86,181,71,72,39,9,3,489,0,0,0,13,9,7,4,0,0,27,3,15,45,100,38,11,6,0,0,218,0,0,3,12,3,15,0,8,5,44,9,22,35,297,77,40,32,11,3,513,0,0,0,33,8,25,6,10,8,95,0,0,0,10,9,9,16,20,3,69,8,14,12,49,14,19,13,8,0,129,0,0,12,32,25,10,12,10,0,100
SED10078,0,3,3,146,46,18,25,3,3,240,8,13,15,110,65,126,188,261,139,913,4,5,14,28,20,4,3,3,0,83,0,8,13,75,25,15,14,14,6,175,3,4,4,37,50,95,111,69,22,402,0,3,18,127,24,42,25,6,0,240,0,0,0,3,3,5,16,10,0,46,0,3,3,13,9,10,6,3,0,45,0,0,5,20,6,6,5,3,3,47,5,23,325,855,30,9,8,0,0,1245,3,9,3,11,11,0,15,8,0,58,3,13,48,315,184,141,45,13,5,766,0,0,0,20,6,4,6,0,0,36,0,0,6,37,5,3,0,0,0,55,0,4,0,4,10,8,0,0,0,24,3,34,48,286,70,50,32,4,0,531,0,0,3,51,8,35,14,11,13,133,0,0,8,51,41,21,18,17,3,156,4,4,8,30,16,12,8,4,0,82,3,0,17,65,28,20,4,0,0,133
SED10079,0,3,0,14,11,10,21,6,0,70,0,0,0,3,9,22,24,26,7,91,0,4,0,0,0,0,0,0,0,4,0,0,4,4,0,0,0,0,0,10,0,0,0,4,4,0,5,0,0,16,0,0,4,14,8,4,3,3,0,38,0,0,0,3,10,13,39,16,0,76,0,0,0,0,4,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,5,9,48,22,6,93,5,12,10,101,72,101,70,30,8,409,0,0,0,3,3,7,9,4,0,27,0,0,0,4,0,0,0,0,0,5,0,0,0,7,4,3,0,0,0,18,0,3,13,18,4,3,3,0,0,52,0,0,0,0,3,5,0,0,0,12,0,5,4,20,32,28,66,34,6,189,0,0,0,0,3,3,0,0,0,4,0,8,8,31,20,18,8,6,4,101
