region_id,M_15_19_yr_Married,M_15_19_yr_Separated,M_15_19_yr_Divorced,M_15_19_yr_Widowed,M_15_19_yr_Never_Married,M_15_19_yr_Tot,M_20_24_yr_Married,M_20_24_yr_Separated,M_20_24_yr_Divorced,M_20_24_yr_Widowed,M_20_24_yr_Never_Married,M_20_24_yr_Tot,M_25_34_yr_Married,M_25_34_yr_Separated,M_25_34_yr_Divorced,M_25_34_yr_Widowed,M_25_34_yr_Never_Married,M_25_34_yr_Tot,M_35_44_yr_Married,M_35_44_yr_Separated,M_35_44_yr_Divorced,M_35_44_yr_Widowed,M_35_44_yr_Never_Married,M_35_44_yr_Tot,M_45_54_yr_Married,M_45_54_yr_Separated,M_45_54_yr_Divorced,M_45_54_yr_Widowed,M_45_54_yr_Never_Married,M_45_54_yr_Tot,M_55_64_yr_Married,M_55_64_yr_Separated,M_55_64_yr_Divorced,M_55_64_yr_Widowed,M_55_64_yr_Never_Married,M_55_64_yr_Tot,M_65_74_yr_Married,M_65_74_yr_Separated,M_65_74_yr_Divorced,M_65_74_yr_Widowed,M_65_74_yr_Never_Married,M_65_74_yr_Tot,M_75_84_yr_Married,M_75_84_yr_Separated,M_75_84_yr_Divorced,M_75_84_yr_Widowed,M_75_84_yr_Never_Married,M_75_84_yr_Tot,M_85ov_Married,M_85ov_Separated,M_85ov_Divorced,M_85ov_Widowed,M_85ov_Never_Married,M_85ov_Tot,M_Tot_Married,M_Tot_Separated,M_Tot_Divorced,M_Tot_Widowed,M_Tot_Never_Married,M_Tot_Tot,F_15_19_yr_Married,F_15_19_yr_Separated,F_15_19_yr_Divorced,F_15_19_yr_Widowed,F_15_19_yr_Never_Married,F_15_19_yr_Tot,F_20_24_yr_Married,F_20_24_yr_Separated,F_20_24_yr_Divorced,F_20_24_yr_Widowed,F_20_24_yr_Never_Married,F_20_24_yr_Tot,F_25_34_yr_Married,F_25_34_yr_Separated,F_25_34_yr_Divorced,F_25_34_yr_Widowed,F_25_34_yr_Never_Married,F_25_34_yr_Tot,F_35_44_yr_Married,F_35_44_yr_Separated,F_35_44_yr_Divorced,F_35_44_yr_Widowed,F_35_44_yr_Never_Married,F_35_44_yr_Tot,F_45_54_yr_Married,F_45_54_yr_Separated,F_45_54_yr_Divorced,F_45_54_yr_Widowed,F_45_54_yr_Never_Married,F_45_54_yr_Tot,F_55_64_yr_Married,F_55_64_yr_Separated,F_55_64_yr_Divorced,F_55_64_yr_Widowed,F_55_64_yr_Never_Married,F_55_64_yr_Tot,F_65_74_yr_Married,F_65_74_yr_Separated,F_65_74_yr_Divorced,F_65_74_yr_Widowed,F_65_74_yr_Never_Married,F_65_74_yr_Tot,F_75_84_yr_Married,F_75_84_yr_Separated,F_75_84_yr_Divorced,F_75_84_yr_Widowed,F_75_84_yr_Never_Married,F_75_84_yr_Tot,F_85ov_Married,F_85ov_Separated,F_85ov_Divorced,F_85ov_Widowed,F_85ov_Never_Married,F_85ov_Tot,F_Tot_Married,F_Tot_Separated,F_Tot_Divorced,F_Tot_Widowed,F_Tot_Never_Married,F_Tot_Tot,P_15_19_yr_Married,P_15_19_yr_Separated,P_15_19_yr_Divorced,P_15_19_yr_Widowed,P_15_19_yr_Never_Married,P_15_19_yr_Tot,P_20_24_yr_Married,P_20_24_yr_Separated,P_20_24_yr_Divorced,P_20_24_yr_Widowed,P_20_24_yr_Never_Married,P_20_24_yr_Tot,P_25_34_yr_Married,P_25_34_yr_Separated,P_25_34_yr_Divorced,P_25_34_yr_Widowed,P_25_34_yr_Never_Married,P_25_34_yr_Tot,P_35_44_yr_Married,P_35_44_yr_Separated,P_35_44_yr_Divorced,P_35_44_yr_Widowed,P_35_44_yr_Never_Married,P_35_44_yr_Tot,P_45_54_yr_Married,P_45_54_yr_Separated,P_45_54_yr_Divorced,P_45_54_yr_Widowed,P_45_54_yr_Never_Married,P_45_54_yr_Tot,P_55_64_yr_Married,P_55_64_yr_Separated,P_55_64_yr_Divorced,P_55_64_yr_Widowed,P_55_64_yr_Never_Married,P_55_64_yr_Tot,P_65_74_yr_Married,P_65_74_yr_Separated,P_65_74_yr_Divorced,P_65_74_yr_Widowed,P_65_74_yr_Never_Married,P_65_74_yr_Tot,P_75_84_yr_Married,P_75_84_yr_Separated,P_75_84_yr_Divorced,P_75_84_yr_Widowed,P_75_84_yr_Never_Married,P_75_84_yr_Tot,P_85ov_Married,P_85ov_Separated,P_85ov_Divorced,P_85ov_Widowed,P_85ov_Never_Married,P_85ov_Tot,P_Tot_Married,P_Tot_Separated,P_Tot_Divorced,P_Tot_Widowed,P_Tot_Never_Married,P_Tot_Tot
CED101,8,4,3,3,4725,4743,241,10,5,4,5087,5347,4630,94,199,10,5605,10538,6677,256,541,22,2057,9553,7380,350,950,55,1397,10132,5731,310,941,135,737,7854,3843,194,516,283,343,5179,2532,79,207,444,172,3434,716,14,39,437,56,1262,31758,1311,3401,1393,20179,58042,21,3,3,3,4383,4413,577,23,21,6,4606,5233,5818,219,313,12,4745,11107,7444,433,976,79,1785,10717,7312,524,1639,238,1114,10827,5440,355,1356,585,627,8363,3282,150,734,1181,250,5597,1865,45,293,2145,142,4490,365,5,82,1943,94,2489,32124,1757,5417,6192,17746,63236,29,7,6,6,9108,9156,818,33,26,10,9693,10580,10448,313,512,22,10350,21645,14121,689,1517,101,3842,20270,14692,874,2589,293,2511,20959,11171,665,2297,720,1364,16217,7125,344,1250,1464,593,10776,4397,124,500,2589,314,7924,1081,19,121,2380,150,3751,63882,3068,8818,7585,37925,121278
CED102,10,3,3,0,3840,3856,300,6,8,0,4390,4704,5054,151,187,9,6157,11558,6931,325,649,32,2698,10635,5930,375,1014,53,1663,9035,5112,318,938,146,902,7416,3806,180,472,233,412,5103,2730,80,180,463,200,3653,705,8,38,412,58,1221,30578,1446,3489,1348,20320,57181,28,0,6,3,3644,3681,786,24,18,7,3645,4480,6163,272,329,19,4573,11356,7159,502,1008,60,2173,10902,5887,487,1479,192,1323,9368,4919,353,1271,592,665,7800,3428,181,661,1190,290,5750,1750,63,254,1932,208,4207,379,7,84,1757,110,2337,30499,1889,5110,5752,16631,59881,38,3,9,3,7484,7537,1086,30,26,7,8035,9184,11217,423,516,28,10730,22914,14090,827,1657,92,4871,21537,11817,862,2493,245,2986,18403,10031,671,2209,738,1567,15216,7234,361,1133,1423,702,10853,4480,143,434,2395,408,7860,1084,15,122,2169,168,3558,61077,3335,8599,7100,36951,117062
CED103,9,0,6,0,4527,4542,161,3,3,3,5927,6097,4677,91,118,12,6239,11137,7216,205,461,12,2313,10207,7422,288,831,47,1543,10131,5844,241,800,125,896,7906,3593,143,454,202,340,4732,2500,68,162,450,160,3340,668,10,37,417,48,1180,32090,1049,2872,1268,21993,59272,11,0,0,0,4315,4326,367,15,5,5,5926,6318,5726,144,228,14,5099,11211,8000,333,781,60,2035,11209,7562,409,1266,192,1312,10741,5388,282,1298,529,811,8308,3215,143,672,1031,393,5454,1787,67,330,1945,232,4361,345,10,70,1680,170,2275,32401,1403,4650,5456,20293,64203,20,0,6,0,8842,8868,528,18,8,8,11853,12415,10403,235,346,26,11338,22348,15216,538,1242,72,4348,21416,14984,697,2097,239,2855,20872,11232,523,2098,654,1707,16214,6808,286,1126,1233,733,10186,4287,135,492,2395,392,7701,1013,20,107,2097,218,3455,64491,2452,7522,6724,42286,123475
CED104,0,0,3,4,5263,5270,68,4,3,0,4305,4380,2134,60,68,4,3369,5635,6573,170,331,15,1406,8495,8381,279,697,52,907,10316,7370,199,652,107,396,8724,4519,104,336,186,161,5306,1913,31,114,304,68,2430,450,6,25,285,12,778,31408,853,2229,957,15887,51334,7,6,0,0,4893,4906,118,6,3,0,3881,4008,3057,80,126,10,2527,5800,7736,318,601,45,1060,9760,8806,397,1134,143,658,11138,6896,196,1050,372,325,8839,3574,98,602,792,147,5213,1306,35,167,1188,92,2788,252,3,56,1090,53,1454,31752,1139,3739,3640,13636,53906,7,6,3,4,10156,10176,186,10,6,0,8186,8388,5191,140,194,14,5896,11435,14309,488,932,60,2466,18255,17187,676,1831,195,1565,21454,14266,395,1702,479,721,17563,8093,202,938,978,308,10519,3219,66,281,1492,160,5218,702,9,81,1375,65,2232,63160,1992,5968,4597,29523,105240
CED105,13,0,6,5,5773,5797,492,20,11,0,5199,5722,5478,305,304,24,5316,11427,6798,436,718,18,2279,10249,6821,507,1161,69,1537,10095,5471,431,1060,157,913,8032,3475,212,542,268,377,4874,2126,70,223,473,170,3062,550,23,51,395,38,1057,31224,2004,4076,1409,21602,60315,104,7,4,0,5218,5333,1403,90,52,6,4315,5866,7094,652,581,28,3787,12142,6905,708,1206,127,1650,10596,6384,627,1604,375,1064,10054,4780,402,1278,753,583,7796,2678,177,527,1184,217,4783,1483,55,268,2015,132,3953,295,12,97,1540,50,1994,31126,2730,5617,6028,17016,62517,117,7,10,5,10991,11130,1895,110,63,6,9514,11588,12572,957,885,52,9103,23569,13703,1144,1924,145,3929,20845,13205,1134,2765,444,2601,20149,10251,833,2338,910,1496,15828,6153,389,1069,1452,594,9657,3609,125,491,2488,302,7015,845,35,148,1935,88,3051,62350,4734,9693,7437,38618,122832
CED106,10,0,0,4,5239,5253,90,5,5,0,4093,4193,2801,47,69,3,3575,6495,7392,147,299,14,1360,9212,8629,228,592,47,874,10370,6487,184,668,99,447,7885,4500,100,355,188,221,5364,2778,53,144,412,112,3499,933,11,30,474,41,1489,33620,775,2162,1241,15962,53760,3,0,3,0,5372,5378,200,9,0,0,3922,4131,3843,78,122,6,3096,7145,8541,257,598,63,1203,10662,8920,406,1133,172,779,11410,6311,228,1060,391,428,8418,3977,108,661,897,216,5859,2099,38,307,1822,211,4477,517,8,110,2178,180,2993,34411,1132,3994,5529,15407,60473,13,0,3,4,10611,10631,290,14,5,0,8015,8324,6644,125,191,9,6671,13640,15933,404,897,77,2563,19874,17549,634,1725,219,1653,21780,12798,412,1728,490,875,16303,8477,208,1016,1085,437,11223,4877,91,451,2234,323,7976,1450,19,140,2652,221,4482,68031,1907,6156,6770,31369,114233
CED107,13,3,3,3,5192,5214,217,15,14,3,4476,4725,2927,153,144,6,4674,7904,5335,372,675,23,2633,9038,6065,494,1272,93,1933,9857,6180,416,1343,211,982,9132,4357,234,830,397,504,6322,2349,91,259,569,229,3497,457,16,38,300,55,866,27900,1794,4578,1605,20678,56555,13,5,3,6,4983,5010,350,33,12,0,4008,4403,3669,263,226,25,3814,7997,5697,527,954,104,2033,9315,6313,576,1464,242,1267,9862,5890,363,1473,594,523,8843,3688,218,807,1320,281,6314,1654,58,271,2094,166,4243,251,11,55,1535,113,1965,27525,2054,5265,5920,17188,57952,26,8,6,9,10175,10224,567,48,26,3,8484,9128,6596,416,370,31,8488,15901,11032,899,1629,127,4666,18353,12378,1070,2736,335,3200,19719,12070,779,2816,805,1505,17975,8045,452,1637,1717,785,12636,4003,149,530,2663,395,7740,708,27,93,1835,168,2831,55425,3848,9843,7525,37866,114507
CED108,4,0,3,4,4699,4710,170,7,9,4,3834,4024,2713,139,122,13,4086,7073,5045,391,630,11,2219,8296,5691,382,1130,77,1448,8728,5886,316,1185,183,625,8195,4311,156,675,291,227,5660,2276,59,235,544,121,3235,632,12,48,452,31,1175,26728,1462,4037,1579,17290,51096,8,3,0,3,4325,4339,315,24,3,0,3526,3868,3569,259,231,14,3441,7514,5447,507,961,63,1783,8761,5957,511,1620,226,960,9274,5872,355,1538,565,440,8770,3733,135,821,1169,191,6049,1727,35,262,1987,113,4124,364,9,71,1663,34,2141,26992,1838,5507,5690,14813,54840,12,3,3,7,9024,9049,485,31,12,4,7360,7892,6282,398,353,27,7527,14587,10492,898,1591,74,4002,17057,11648,893,2750,303,2408,18002,11758,671,2723,748,1065,16965,8044,291,1496,1460,418,11709,4003,94,497,2531,234,7359,996,21,119,2115,65,3316,53720,3300,9544,7269,32103,105936
CED109,12,4,4,5,6770,6795,295,20,7,4,5686,6012,4881,223,211,12,6145,11472,7102,509,666,33,2879,11189,7313,504,1105,89,1698,10709,5859,434,1031,207,583,8114,3243,244,483,293,195,4458,1301,68,126,379,82,1956,245,10,14,199,39,507,30251,2016,3647,1221,24077,61212,44,0,3,3,6427,6477,742,53,20,5,5110,5930,6408,486,368,24,5080,12366,7458,773,1084,115,2577,12007,7049,747,1595,387,1299,11077,5245,555,1448,847,425,8520,2495,221,661,1290,150,4817,811,59,212,1499,80,2661,102,7,39,974,44,1166,30354,2901,5430,5144,21192,65021,56,4,7,8,13197,13272,1037,73,27,9,10796,11942,11289,709,579,36,11225,23838,14560,1282,1750,148,5456,23196,14362,1251,2700,476,2997,21786,11104,989,2479,1054,1008,16634,5738,465,1144,1583,345,9275,2112,127,338,1878,162,4617,347,17,53,1173,83,1673,60605,4917,9077,6365,45269,126233
CED110,6,0,0,0,3865,3871,110,4,3,3,4059,4179,3187,109,157,4,5620,9077,6451,288,621,15,2511,9886,6166,399,1053,58,1485,9161,5684,280,1005,154,723,7846,4103,144,499,258,227,5231,2647,67,201,475,125,3515,714,15,45,434,31,1239,29068,1306,3584,1401,18646,54005,11,0,0,0,3890,3901,222,14,6,3,3977,4222,4261,170,241,20,4608,9300,6942,428,956,46,1962,10334,6256,500,1524,179,1085,9544,5447,326,1400,462,469,8104,3697,123,875,1034,146,5875,2070,53,370,2139,120,4752,381,10,115,1820,68,2394,29287,1624,5487,5703,16325,58426,17,0,0,0,7755,7772,332,18,9,6,8036,8401,7448,279,398,24,10228,18377,13393,716,1577,61,4473,20220,12422,899,2577,237,2570,18705,11131,606,2405,616,1192,15950,7800,267,1374,1292,373,11106,4717,120,571,2614,245,8267,1095,25,160,2254,99,3633,58355,2930,9071,7104,34971,112431
