region_id,F_1000_1249_15_19_yrs,F_1000_1249_20_24_yrs,F_1000_1249_25_34_yrs,F_1000_1249_35_44_yrs,F_1000_1249_45_54_yrs,F_1000_1249_55_64_yrs,F_1000_1249_65_74_yrs,F_1000_1249_75_84_yrs,F_1000_1249_85ov,F_1000_1249_Tot,F_1250_1499_15_19_yrs,F_1250_1499_20_24_yrs,F_1250_1499_25_34_yrs,F_1250_1499_35_44_yrs,F_1250_1499_45_54_yrs,F_1250_1499_55_64_yrs,F_1250_1499_65_74_yrs,F_1250_1499_75_84_yrs,F_1250_1499_85ov,F_1250_1499_Tot,F_1500_1999_15_19_yrs,F_1500_1999_20_24_yrs,F_1500_1999_25_34_yrs,F_1500_1999_35_44_yrs,F_1500_1999_45_54_yrs,F_1500_1999_55_64_yrs,F_1500_1999_65_74_yrs,F_1500_1999_75_84_yrs,F_1500_1999_85ov,F_1500_1999_Tot,F_2000_more_15_19_yrs,F_2000_more_20_24_yrs,F_2000_more_25_34_yrs,F_2000_more_35_44_yrs,F_2000_more_45_54_yrs,F_2000_more_55_64_yrs,F_2000_more_65_74_yrs,F_2000_more_75_84_yrs,F_2000_more_85ov,F_2000_more_Tot,F_PI_NS_15_19_yrs,F_PI_NS_ns_20_24_yrs,F_PI_NS_ns_25_34_yrs,F_PI_NS_ns_35_44_yrs,F_PI_NS_ns_45_54_yrs,F_PI_NS_ns_55_64_yrs,F_PI_NS_ns_65_74_yrs,F_PI_NS_ns_75_84_yrs,F_PI_NS_ns_85_yrs_ovr,F_PI_NS_ns_Tot,F_Tot_15_19_yrs,F_Tot_20_24_yrs,F_Tot_25_34_yrs,F_Tot_35_44_yrs,F_Tot_45_54_yrs,F_Tot_55_64_yrs,F_Tot_65_74_yrs,F_Tot_75_84_yrs,F_Tot_85ov,F_Tot_Tot,P_Neg_Nil_income_15_19_yrs,P_Neg_Nil_income_20_24_yrs,P_Neg_Nil_income_25_34_yrs,P_Neg_Nil_income_35_44_yrs,P_Neg_Nil_income_45_54_yrs,P_Neg_Nil_income_55_64_yrs,P_Neg_Nil_income_65_74_yrs,P_Neg_Nil_income_75_84_yrs,P_Negtve_Nil_incme_85_yrs_ovr,P_Neg_Nil_income_Tot,P_1_199_15_19_yrs,P_1_199_20_24_yrs,P_1_199_25_34_yrs,P_1_199_35_44_yrs,P_1_199_45_54_yrs,P_1_199_55_64_yrs,P_1_199_65_74_yrs,P_1_199_75_84_yrs,P_1_199_85ov,P_1_199_Tot,P_200_299_15_19_yrs,P_200_299_20_24_yrs,P_200_299_25_34_yrs,P_200_299_35_44_yrs,P_200_299_45_54_yrs,P_200_299_55_64_yrs,P_200_299_65_74_yrs,P_200_299_75_84_yrs,P_200_299_85ov,P_200_299_Tot,P_300_399_15_19_yrs,P_300_399_20_24_yrs,P_300_399_25_34_yrs,P_300_399_35_44_yrs,P_300_399_45_54_yrs,P_300_399_55_64_yrs,P_300_399_65_74_yrs,P_300_399_75_84_yrs,P_300_399_85ov,P_300_399_Tot,P_400_599_15_19_yrs,P_400_599_20_24_yrs,P_400_599_25_34_yrs,P_400_599_35_44_yrs,P_400_599_45_54_yrs,P_400_599_55_64_yrs,P_400_599_65_74_yrs,P_400_599_75_84_yrs,P_400_599_85ov,P_400_599_Tot,P_600_799_15_19_yrs,P_600_799_20_24_yrs,P_600_799_25_34_yrs,P_600_799_35_44_yrs,P_600_799_45_54_yrs,P_600_799_55_64_yrs,P_600_799_65_74_yrs,P_600_799_75_84_yrs,P_600_799_85ov,P_600_799_Tot,P_800_999_15_19_yrs,P_800_999_20_24_yrs,P_800_999_25_34_yrs,P_800_999_35_44_yrs,P_800_999_45_54_yrs,P_800_999_55_64_yrs,P_800_999_65_74_yrs,P_800_999_75_84_yrs,P_800_999_85ov,P_800_999_Tot,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1999_15_19_yrs,P_1500_1999_20_24_yrs,P_1500_1999_25_34_yrs,P_1500_1999_35_44_yrs,P_1500_1999_45_54_yrs,P_1500_1999_55_64_yrs,P_1500_1999_65_74_yrs,P_1500_1999_75_84_yrs,P_1500_1999_85ov,P_1500_1999_Tot,P_2000_more_15_19_yrs,P_2000_more_20_24_yrs,P_2000_more_25_34_yrs,P_2000_more_35_44_yrs,P_2000_more_45_54_yrs,P_2000_more_55_64_yrs,P_2000_more_65_74_yrs,P_2000_more_75_84_yrs,P_2000_more_85ov,P_2000_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
CED101,4,293,1280,991,901,521,104,57,23,4174,0,75,842,652,645,348,57,14,12,2645,3,33,771,837,824,486,47,30,12,3043,3,12,310,592,524,210,53,28,10,1742,364,309,566,561,615,482,410,473,455,4235,4412,5233,11106,10716,10826,8363,5600,4490,2489,63235,4444,2147,2173,1365,1320,1633,744,358,101,14285,2425,1288,953,1106,895,953,774,432,135,8961,516,1014,1052,1206,1456,1832,2522,2111,561,12270,361,922,1125,1107,1370,1403,2089,2175,1245,11797,330,1287,2140,2009,2366,1804,1558,1154,644,13292,152,1343,2910,2305,2499,1712,878,403,193,12395,47,877,2738,2023,2141,1403,479,182,100,9990,16,648,2658,2190,2024,1295,351,111,53,9346,0,212,1812,1564,1459,954,210,45,26,6282,6,102,1850,2144,2068,1218,170,64,30,7652,8,24,981,2183,2088,1037,210,75,22,6628,851,716,1252,1068,1272,973,793,814,640,8379,9156,10580,21644,20270,20958,16217,10778,7924,3750,121277
CED102,7,229,1256,1060,911,517,125,37,29,4171,4,88,918,741,581,301,65,22,11,2731,0,37,791,978,728,357,49,11,10,2961,3,6,374,646,483,162,50,22,12,1758,394,358,815,725,580,515,462,446,360,4655,3682,4479,11357,10903,9368,7800,5749,4207,2336,59881,3533,1525,1930,1324,1090,1396,612,368,176,11954,1989,1014,914,999,708,851,762,507,141,7885,474,838,1108,1091,1174,1826,2986,2269,617,12383,267,912,1298,1089,1124,1417,2100,2048,1162,11417,269,1285,2332,2089,2013,1730,1445,1092,555,12810,112,1239,2971,2447,2306,1763,766,373,160,12137,27,748,2841,2172,1964,1393,458,143,79,9825,11,519,2631,2367,1947,1340,346,91,57,9309,4,185,2006,1743,1418,791,191,48,29,6415,5,96,1979,2431,1758,941,147,37,23,7417,7,30,1127,2242,1653,710,174,67,20,6030,839,793,1777,1544,1250,1058,865,817,538,9481,7537,9184,22914,21538,18405,15216,10852,7860,3557,117063
CED103,4,292,1367,1033,1043,713,152,76,38,4718,0,85,1006,864,837,502,85,42,24,3445,3,34,1071,1275,1101,599,96,24,18,4221,0,16,599,1096,876,383,77,38,19,3104,295,403,552,494,457,414,335,449,519,3918,4328,6320,11211,11208,10740,8308,5453,4361,2276,64205,4551,3573,2291,1529,1270,1370,688,307,142,15721,2440,1597,927,1143,925,901,698,456,140,9227,464,1122,813,872,997,1288,1907,1753,447,9663,310,956,848,896,1149,1234,1715,1939,895,9942,280,1205,1683,1643,1911,1683,1739,1319,599,12062,104,1227,2464,1849,2052,1601,932,492,197,10918,23,915,2592,1742,1900,1504,563,286,137,9662,13,627,2890,2021,2064,1482,487,176,72,9832,0,214,2276,1826,1685,1060,270,96,37,7464,9,111,2528,2929,2503,1548,281,63,38,10010,0,39,1829,3951,3485,1730,271,71,38,11414,676,831,1207,1016,931,812,635,742,713,7563,8870,12417,22348,21417,20872,16213,10186,7700,3455,123478
CED104,3,249,737,814,1164,785,219,68,32,4071,0,89,539,701,872,554,128,30,21,2934,0,31,579,978,1304,801,108,39,17,3857,4,5,304,917,1068,514,98,37,6,2953,232,146,192,315,388,336,240,298,361,2508,4908,4008,5800,9760,11138,8838,5213,2788,1454,53907,4934,934,754,1219,1110,1297,555,251,53,11107,3094,1355,626,1079,875,942,701,312,87,9071,539,903,473,708,749,1019,1448,989,303,7131,432,793,503,760,864,952,1524,1133,535,7496,373,1159,975,1413,1718,1808,1876,904,388,10614,152,1185,1202,1470,1874,1631,1177,430,156,9277,40,833,1298,1396,1771,1516,759,251,71,7935,17,540,1526,1550,2085,1676,648,166,60,8268,4,225,1223,1472,1779,1246,398,88,42,6477,5,93,1344,2506,2946,2015,406,102,32,9449,15,34,1092,4064,4857,2783,541,105,22,13513,571,333,421,619,825,677,486,487,484,4903,10176,8387,11437,18256,21453,17562,10519,5218,2233,105241
CED105,0,249,905,669,563,340,43,13,7,2789,0,62,612,412,314,164,24,12,3,1603,3,28,428,383,324,159,23,3,5,1356,4,8,146,177,122,61,17,8,5,548,612,498,1044,913,742,599,459,454,297,5618,5334,5867,12142,10597,10053,7797,4782,3954,1993,62519,4483,1761,2384,1577,1597,1433,507,277,96,14115,3393,1462,1446,1280,1081,974,634,384,98,10752,856,1397,2206,2381,2722,3178,3158,2228,601,18727,409,1027,1647,1689,1909,1886,2159,2079,1129,13934,347,1591,2821,2589,2506,1708,1095,833,442,13932,156,1495,3000,2693,2725,1659,493,246,143,12610,56,939,2514,1974,2036,1240,274,75,38,9146,8,530,2275,1774,1518,1026,174,33,21,7359,6,173,1408,1161,914,562,98,20,6,4348,3,84,1141,1141,937,506,84,20,5,3921,15,25,464,678,576,314,61,18,5,2156,1400,1105,2263,1908,1629,1342,919,803,465,11834,11132,11589,23569,20845,20150,15828,9656,7016,3049,122834
CED106,5,273,945,849,962,781,352,208,118,4493,3,74,697,735,896,593,228,139,82,3447,0,29,749,1036,1369,819,257,151,95,4505,5,12,497,1663,1735,848,292,201,124,5377,350,200,343,456,471,397,313,506,687,3723,5379,4131,7144,10662,11410,8418,5860,4478,2991,60473,5880,1206,1202,1883,1499,1172,623,289,141,13895,2859,1582,608,1067,829,803,641,347,147,8883,473,1011,474,678,741,730,1083,1008,401,6599,259,745,512,644,788,791,1130,1224,865,6958,228,886,905,1130,1415,1394,1711,1375,649,9693,108,896,1275,1295,1458,1321,1245,791,348,8737,31,726,1424,1150,1403,1270,874,560,260,7698,5,508,1757,1435,1547,1392,848,443,218,8153,7,191,1427,1315,1461,1103,594,315,155,6568,0,102,1744,2282,2548,1732,699,355,170,9632,5,30,1576,6116,7162,3808,1193,499,223,20612,775,439,736,880,928,787,583,772,904,6804,10630,8322,13640,19875,21779,16303,11224,7978,4481,114232
CED107,8,230,693,779,850,508,127,35,16,3246,5,55,438,518,566,328,49,16,15,1990,3,21,311,595,755,477,62,20,8,2252,3,8,131,244,308,205,59,20,9,987,501,289,443,557,526,558,490,499,321,4184,5010,4403,7997,9315,9861,8844,6315,4244,1965,57954,3496,434,612,612,849,1182,337,161,44,7727,2985,803,959,905,805,981,649,320,108,8515,763,1154,1132,1125,1371,2140,3119,1995,442,13241,696,815,1093,1344,1566,2043,3003,2364,1049,13973,723,1527,1920,2154,2301,2213,2112,1247,469,14666,299,1501,2158,2309,2540,1992,920,382,128,12229,82,798,1699,1812,2086,1642,514,154,69,8856,43,598,1691,1896,1979,1376,384,90,36,8093,17,242,1195,1408,1445,938,181,46,18,5490,14,241,1206,1939,2046,1256,182,50,16,6950,8,144,876,1402,1441,939,199,52,19,5080,1099,872,1359,1447,1290,1273,1036,879,433,9688,10225,9129,15900,18353,19719,17975,12636,7740,2831,114508
CED108,4,152,719,705,822,485,103,26,16,3032,0,33,381,469,480,251,45,15,5,1679,0,8,339,516,645,359,37,11,7,1922,0,10,101,226,233,159,37,19,3,788,323,175,302,355,431,406,366,455,452,3265,4339,3869,7515,8760,9272,8771,6049,4124,2141,54840,2862,455,582,610,834,1182,243,153,133,7054,3034,787,722,819,745,970,571,237,63,7948,779,924,976,1042,1136,2350,3162,1842,485,12696,644,829,990,1190,1343,1928,2768,2446,1240,13378,625,1398,1840,2098,2173,2152,2149,1271,486,14192,218,1420,2104,2141,2226,1793,848,327,135,11212,52,819,1878,1827,1911,1475,471,131,52,8616,24,464,1745,1826,1919,1405,338,71,31,7823,12,196,1193,1456,1418,825,169,42,13,5324,0,133,1240,1895,2009,1173,123,28,17,6618,10,82,679,1336,1433,912,168,53,11,4684,789,385,639,816,853,800,700,758,651,6391,9049,7892,14588,17056,18000,16965,11710,7359,3317,105936
CED109,11,277,1139,982,957,480,42,3,0,3891,4,68,625,575,491,264,19,3,3,2052,3,9,406,515,463,206,13,7,0,1622,13,13,119,181,144,90,7,8,0,575,727,440,737,749,712,562,416,297,249,4889,6477,5930,12367,12006,11077,8522,4816,2660,1165,65020,5338,1348,1848,1408,1463,1538,528,199,82,13752,3656,1284,1245,1255,940,943,614,266,78,10281,915,1298,1774,1831,1921,2620,3027,1429,268,15083,666,1130,1649,1632,1555,1823,2257,1480,662,12854,643,1802,2800,2543,2348,1757,1019,500,166,13578,329,2038,3564,3327,3234,2002,485,126,43,15148,83,1170,3203,2938,2796,1592,244,36,16,12078,29,685,2807,2591,2466,1381,163,17,3,10142,8,181,1688,1658,1493,791,68,10,7,5904,6,61,1238,1683,1504,733,61,7,0,5293,24,34,426,771,638,313,35,14,0,2255,1576,911,1596,1557,1429,1141,775,532,348,9865,13273,11942,23838,23194,21787,16634,9276,4616,1673,126233
CED110,10,379,1366,984,1005,718,201,103,40,4806,3,110,1064,795,737,462,104,58,19,3352,0,47,923,1026,997,610,102,57,17,3779,0,6,425,764,631,322,102,42,17,2309,305,228,511,444,436,403,385,497,446,3655,3902,4219,9301,10334,9544,8104,5874,4752,2394,58424,2970,536,745,1060,808,1088,412,213,73,7905,2595,885,657,923,589,702,610,361,111,7433,485,743,565,761,780,993,1769,1774,474,8344,372,688,578,825,918,1112,2020,2100,1025,9638,443,1203,1291,1626,1660,1723,2050,1581,741,12318,184,1496,1994,1872,1931,1705,1195,551,231,11159,38,1034,2323,1822,1835,1500,692,306,128,9678,23,828,2783,2062,1970,1598,602,227,79,10172,8,294,2360,1903,1642,1146,326,119,37,7835,3,155,2340,2831,2501,1678,318,121,44,9991,3,52,1604,3497,3129,1881,432,125,44,10767,651,485,1137,1038,942,823,680,788,645,7189,7775,8399,18377,20220,18705,15949,11106,8266,3632,112429
