region_id,P_SOL_SE_Tot_2001_2005,P_SOL_SE_Tot_2006,P_SOL_SE_Tot_2007,P_SOL_SE_Tot_2008,P_SOL_SE_Tot_2009,P_SOL_SE_Tot_2010,P_SOL_SE_Tot_2011,P_SOL_SE_Tot_arrival_ns,P_SOL_SE_Tot_Total,P_L_prof_Eng_ns_bf1996,P_L_prof_Eng_ns_1996_2000,P_L_prof_Eng_ns_2001_2005,P_L_prof_Eng_ns_2006,P_L_prof_Eng_ns_2007,P_L_prof_Eng_ns_2008,P_L_prof_Eng_ns_2009,P_L_prof_Eng_ns_2010,P_L_prof_Eng_ns_2011,P_L_prof_Eng_ns_arrival_ns,P_L_prof_Eng_ns_Total,P_Tot_bf1996,P_Tot_1996_2000,P_Tot_2001_2005,P_Tot_2006,P_Tot_2007,P_Tot_2008,P_Tot_2009,P_Tot_2010,P_Tot_2011,P_Tot_Yr_arrival_not_stated,P_Tot_Total
CED119,8052,2015,2051,2265,1708,1289,607,1357,42645,107,44,62,11,10,28,24,19,9,39,353,26306,7822,9870,2380,2458,2632,2063,1606,818,1999,57954
CED120,2744,662,696,806,626,497,349,796,21818,76,15,22,7,0,10,0,0,0,28,158,20417,3585,3687,862,919,1009,824,704,437,1308,33752
CED121,260,53,71,114,113,112,56,275,3198,16,3,4,3,0,0,0,4,0,8,38,9916,640,715,165,161,246,202,195,111,765,13116
CED122,341,181,140,175,131,141,109,264,2646,3,0,6,0,3,3,0,3,3,3,24,6076,612,853,316,302,376,284,347,244,669,10079
CED123,4714,1458,1780,2298,2646,2696,1585,1939,41497,150,18,35,4,13,14,18,13,11,45,321,29680,5827,7374,2184,2516,3157,3523,3668,2206,2892,63027
CED124,1820,432,568,555,451,365,201,797,14307,62,9,23,7,3,12,9,6,6,11,148,19894,2388,2699,651,784,782,641,526,300,1477,30142
CED125,197,56,79,89,82,55,28,111,2037,7,0,0,0,3,0,6,0,3,0,19,9399,661,808,184,233,222,209,167,79,668,12630
CED126,1205,317,387,431,370,250,155,477,13881,47,14,7,10,3,3,4,3,4,27,122,19441,2405,2032,490,590,619,546,404,238,1089,27854
CED127,1521,376,472,628,448,383,229,543,12569,45,6,11,6,6,9,3,0,0,16,102,20482,3816,4225,983,1058,1263,918,816,508,1476,35545
CED128,377,87,99,134,112,105,54,192,4520,21,3,8,0,0,0,0,0,0,7,39,15794,1170,1169,258,256,290,272,211,123,864,20407
CED129,5572,1331,1207,1369,1621,1010,676,1878,50035,213,59,60,12,6,12,18,14,10,43,447,37566,6322,6315,1461,1349,1489,1734,1104,747,2352,60439
CED130,3743,770,817,775,664,576,316,745,27304,95,31,16,5,3,0,3,3,6,22,184,25847,5434,5413,1087,1216,1263,1038,1004,616,1328,44246
CED131,335,118,147,235,230,290,232,170,2878,4,0,0,3,0,6,3,8,0,3,27,5656,596,744,250,233,360,354,409,311,521,9434
CED132,746,252,343,495,652,693,388,415,7361,21,7,11,3,0,0,9,4,7,33,95,8689,933,1428,457,502,721,886,1020,577,898,16111
CED133,4459,1327,1618,1987,1714,1955,996,1178,31621,75,23,21,7,9,13,16,9,10,31,214,26111,5773,7264,2070,2374,2916,2545,3061,1652,2039,55805
CED134,278,77,87,111,135,125,61,158,2353,10,3,4,0,0,3,0,0,0,3,23,7416,567,788,176,170,224,255,224,133,569,10522
CED135,292,120,164,201,188,131,86,185,2661,25,0,4,0,0,0,3,3,0,11,46,5120,413,611,213,253,299,284,231,168,530,8122
CED136,11694,3529,4528,5083,4009,3205,1620,2464,66910,138,56,83,21,27,42,33,30,18,92,540,29710,9654,13022,3879,4963,5569,4407,3590,1895,3127,79816
CED137,231,94,87,83,82,72,44,114,2417,19,0,4,0,0,5,0,0,0,6,34,9247,619,798,267,206,289,213,209,98,577,12523
CED138,10308,2912,3830,4367,3745,2806,1612,3181,66076,172,55,62,23,35,55,44,23,15,116,600,34117,8239,11819,3261,4257,4894,4225,3295,1922,3805,79834
CED139,478,161,189,200,224,192,85,233,3961,19,3,4,3,0,3,3,0,0,4,39,13578,1540,1851,469,529,543,514,434,208,1018,20684
CED140,881,255,352,445,539,432,231,496,6603,13,4,18,0,3,6,13,8,4,10,79,6399,966,1377,397,483,632,720,579,329,806,12688
CED141,659,177,217,237,184,138,71,230,5250,32,3,0,0,0,3,0,0,0,8,46,14113,1646,2049,507,542,584,469,376,187,1073,21546
CED142,308,77,96,99,93,92,64,160,3263,23,0,0,0,3,0,0,0,4,5,35,9329,743,849,222,242,230,239,198,123,600,12775
CED143,6097,2061,2694,3462,3670,3608,2186,2122,41103,96,24,30,11,17,29,37,39,28,44,355,24116,6607,9883,3068,3991,5011,5213,5642,3644,3344,70519
CED144,479,128,141,120,143,150,63,473,10514,74,4,5,3,3,10,0,7,0,12,118,21053,940,1028,258,274,247,266,244,126,1198,25634
CED145,2133,663,890,970,977,952,546,581,15851,34,12,14,5,7,5,6,9,5,17,114,21039,4721,6531,1781,2147,2315,2236,2579,1405,1692,46446
CED146,8356,2567,3043,3179,2822,2168,1128,3016,69767,245,48,50,17,17,39,29,27,17,93,582,41893,8320,9097,2777,3255,3428,3031,2371,1249,3502,78923
CED147,2180,719,812,921,1015,1092,707,813,18714,80,12,12,3,6,9,6,15,3,27,173,25580,5113,6783,1894,2200,2556,2789,3204,1927,2302,54348
CED148,5487,1337,1180,1536,1220,761,528,1465,40882,187,41,36,13,13,15,15,0,0,41,361,30253,7264,6419,1514,1371,1775,1376,882,609,2098,53561
CED194,130,44,62,85,96,116,205,358,1546,4,0,3,0,0,0,0,0,0,7,14,1128,155,242,64,93,135,138,220,461,483,3119
CED197,0,0,0,0,0,0,0,3,20,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,3,0,0,3,46
