region_id,F_Mgnt_Com_35_44,F_Mgnt_Com_45_54,F_Mgnt_Com_55_64,F_Mgnt_Com_65_74,F_Mgnt_Com_75_84,F_Mgnt_Com_85ov,F_Mgnt_Com_Tot,F_Society_Cult_15_24,F_Society_Cult_25_34,F_Society_Cult_35_44,F_Society_Cult_45_54,F_Society_Cult_55_64,F_Society_Cult_65_74,F_Society_Cult_75_84,F_Society_Cult_85ov,F_Society_Cult_Tot,F_Creative_Arts_15_24,F_Creative_Arts_25_34,F_Creative_Arts_35_44,F_Creative_Arts_45_54,F_Creative_Arts_55_64,F_Creative_Arts_65_74,F_Creative_Arts_75_84,F_Creative_Arts_85ov,F_Creative_Arts_Tot,F_Fd_Hosp_Psnl_Svcs_15_24,F_Fd_Hosp_Psnl_Svcs_25_34,F_Fd_Hosp_Psnl_Svcs_35_44,F_Fd_Hosp_Psnl_Svcs_45_54,F_Fd_Hosp_Psnl_Svcs_55_64,F_Fd_Hosp_Psnl_Svcs_65_74,F_Fd_Hosp_Psnl_Svcs_75_84,F_Fd_Hosp_Psnl_Svcs_85ov,F_Fd_Hosp_Psnl_Svcs_Tot,F_MixFld_Prgm_15_24,F_MixFld_Prgm_25_34,F_MixFld_Prgm_35_44,F_MixFld_Prgm_45_54,F_MixFld_Prgm_55_64,F_MixFld_Prgm_65_74,F_MixFld_Prgm_75_84,F_MixFld_Prgm_85ov,F_MixFld_Prgm_Tot,F_FldStd_InadDes_15_24,F_FldStd_InadDes_25_34,F_FldStd_InadDes_35_44,F_FldStd_InadDes_45_54,F_FldStd_InadDes_55_64,F_FldStd_InadDes_65_74,F_FldStd_InadDes_75_84,F_FldStd_InadDes_85ov,F_FldStd_InadDes_Tot,F_FldStd_NS_15_24,F_FldStd_NS_25_34,F_FldStd_NS_35_44,F_FldStd_NS_45_54,F_FldStd_NS_55_64,F_FldStd_NS_65_74,F_FldStd_NS_75_84,F_FldStd_NS_85ov,F_FldStd_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_NatPhyl_Scn_15_24,P_NatPhyl_Scn_25_34,P_NatPhyl_Scn_35_44,P_NatPhyl_Scn_45_54,P_NatPhyl_Scn_55_64,P_NatPhyl_Scn_65_74,P_NatPhyl_Scn_75_84,P_NatPhyl_Scn_85ov,P_NatPhyl_Scn_Tot,P_InfoTech_15_24,P_InfoTech_25_34,P_InfoTech_35_44,P_InfoTech_45_54,P_InfoTech_55_64,P_InfoTech_65_74,P_InfoTech_75_84,P_InfoTech_85ov,P_InfoTech_Tot,P_Eng_RelTec_15_24,P_Eng_RelTec_25_34,P_Eng_RelTec_35_44,P_Eng_RelTec_45_54,P_Eng_RelTec_55_64,P_Eng_RelTec_65_74,P_Eng_RelTec_75_84,P_Eng_RelTec_85ov,P_Eng_RelTec_Tot,P_ArchtBldng_15_24,P_ArchtBldng_25_34,P_ArchtBldng_35_44,P_ArchtBldng_45_54,P_ArchtBldng_55_64,P_ArchtBldng_65_74,P_ArchtBldng_75_84,P_ArchtBldng_85ov,P_ArchtBldng_Tot,P_Ag_Envir_Rltd_Sts_15_24,P_Ag_Envir_Rltd_Sts_25_34,P_Ag_Envir_Rltd_Sts_35_44,P_Ag_Envir_Rltd_Sts_45_54,P_Ag_Envir_Rltd_Sts_55_64,P_Ag_Envir_Rltd_Sts_65_74,P_Ag_Envir_Rltd_Sts_75_84,P_Ag_Envir_Rltd_Sts_85ov,P_Ag_Envir_Rltd_Sts_Tot,P_Health_15_24,P_Health_25_34,P_Health_35_44,P_Health_45_54,P_Health_55_64,P_Health_65_74,P_Health_75_84,P_Health_85ov,P_Health_Tot,P_Educ_15_24,P_Educ_25_34,P_Educ_35_44,P_Educ_45_54,P_Educ_55_64,P_Educ_65_74,P_Educ_75_84,P_Educ_85ov,P_Educ_Tot,P_Mgnt_Com_15_24,P_Mgnt_Com_25_34,P_Mgnt_Com_35_44,P_Mgnt_Com_45_54,P_Mgnt_Com_55_64,P_Mgnt_Com_65_74,P_Mgnt_Com_75_84,P_Mgnt_Com_85ov,P_Mgnt_Com_Tot,P_Society_Cult_15_24,P_Society_Cult_25_34,P_Society_Cult_35_44,P_Society_Cult_45_54,P_Society_Cult_55_64,P_Society_Cult_65_74,P_Society_Cult_75_84,P_Society_Cult_85ov,P_Society_Cult_Tot,P_Creative_Arts_15_24,P_Creative_Arts_25_34,P_Creative_Arts_35_44,P_Creative_Arts_45_54,P_Creative_Arts_55_64,P_Creative_Arts_65_74,P_Creative_Arts_75_84,P_Creative_Arts_85ov,P_Creative_Arts_Tot,P_Fd_Hosp_Psnl_Svcs_15_24,P_Fd_Hosp_Psnl_Svcs_25_34,P_Fd_Hosp_Psnl_Svcs_35_44,P_Fd_Hosp_Psnl_Svcs_45_54,P_Fd_Hosp_Psnl_Svcs_55_64,P_Fd_Hosp_Psnl_Svcs_65_74,P_Fd_Hosp_Psnl_Svcs_75_84,P_Fd_Hosp_Psnl_Svcs_85ov,P_Fd_Hosp_Psnl_Svcs_Tot,P_MixFld_Prgm_15_24,P_MixFld_Prgm_25_34,P_MixFld_Prgm_35_44,P_MixFld_Prgm_45_54,P_MixFld_Prgm_55_64,P_MixFld_Prgm_65_74,P_MixFld_Prgm_75_84,P_MixFld_Prgm_85ov,P_MixFld_Prgm_Tot,P_FldStd_InadDes_15_24,P_FldStd_InadDes_25_34,P_FldStd_InadDes_35_44,P_FldStd_InadDes_45_54,P_FldStd_InadDes_55_64,P_FldStd_InadDes_65_74,P_FldStd_InadDes_75_84,P_FldStd_InadDes_85ov,P_FldStd_InadDes_Tot,P_FldStd_NS_15_24,P_FldStd_NS_25_34,P_FldStd_NS_35_44,P_FldStd_NS_45_54,P_FldStd_NS_55_64,P_FldStd_NS_65_74,P_FldStd_NS_75_84,P_FldStd_NS_85ov,P_FldStd_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54
CED101,2723,1877,1046,408,238,99,10868,419,1141,930,780,440,134,55,16,3915,215,435,279,174,99,37,19,7,1265,318,492,384,248,179,63,44,18,1746,20,7,8,14,12,5,3,3,72,37,111,108,87,41,16,20,4,424,707,679,667,734,640,608,732,541,5308,3478,8644,7377,6253,3985,2038,1531,818,34124,137,446,466,528,289,153,59,16,2094,252,1633,952,519,139,21,3,3,3522,411,1447,1981,2457,1697,1163,806,271,10233,281,592,708,585,385,293,183,71,3098,46,126,122,120,68,26,16,8,532,373,1083,975,1062,682,396,198,50,4819,222,723,851,1019,935,456,236,50,4492,1744,5573,4242,3082,1882,745,417,175,17860,634,1624,1443,1245,791,268,111,36,6152,356,713,449,311,172,80,33,7,2121,496,907,633,431,289,141,80,26,3003,50,16,15,23,21,9,13,3,150,80,197,181,164,110,41,38,17,828,1567,1468,1283,1537,1263,1151,1199,797,10265,6649,16548,14301,13083
CED102,2605,1676,851,313,179,86,9700,357,1200,931,744,412,117,48,9,3818,179,503,405,175,78,46,22,8,1416,294,555,489,277,188,81,41,14,1939,15,5,5,20,11,7,4,4,71,31,108,110,89,39,11,13,0,401,723,885,802,719,708,670,658,452,5617,3077,8831,7645,5485,3456,1823,1274,693,32284,124,487,484,435,215,106,44,10,1905,248,1536,893,361,119,17,6,0,3180,365,1560,1929,1978,1407,895,584,221,8939,189,722,783,534,393,219,153,39,3032,40,117,115,94,58,31,14,4,473,311,1105,1079,890,565,283,155,61,4449,182,738,902,764,654,316,140,57,3753,1627,5464,4253,2686,1465,571,283,132,16481,517,1787,1471,1164,739,247,122,28,6075,298,813,647,315,152,91,39,15,2370,508,1104,795,477,298,165,83,23,3453,34,11,8,30,21,10,7,7,128,51,194,225,187,97,39,28,6,827,1585,1952,1698,1501,1433,1266,1192,691,11318,6079,17590,15282,11416
CED103,3002,2212,1222,567,322,156,12184,445,1454,1279,1029,686,275,124,28,5320,285,626,464,290,160,52,42,13,1932,219,396,393,266,148,81,38,15,1556,30,0,6,15,15,5,3,3,77,55,128,133,100,67,27,13,4,527,728,571,534,543,519,477,626,594,4592,3762,9549,8998,7476,4921,2601,1762,1026,40095,205,780,841,847,550,303,128,25,3679,228,1936,1395,844,277,38,7,0,4725,340,1828,2149,2529,1794,1066,773,258,10737,176,553,684,598,387,238,172,61,2869,54,192,195,182,104,47,21,14,809,354,1281,1341,1348,1012,554,286,109,6285,170,828,1032,1162,1153,659,341,103,5448,2418,5877,5051,3834,2369,1016,572,235,21372,692,2098,1969,1697,1205,525,247,53,8486,466,1007,733,473,278,102,70,21,3150,360,699,620,432,248,134,68,20,2581,59,7,12,27,22,8,8,3,146,93,223,215,195,142,55,33,9,965,1509,1252,1076,1129,1022,879,1036,832,8735,7124,18561,17313,15297
CED104,2375,2274,1546,689,234,95,9201,357,770,1080,1073,761,261,77,27,4406,249,371,420,315,147,68,36,17,1623,256,247,404,308,186,78,39,9,1527,7,0,3,9,10,3,3,0,35,28,64,126,114,75,38,10,8,463,370,188,321,406,364,317,340,366,2672,2447,4733,7761,8185,5859,2774,1247,680,33686,147,332,682,842,656,338,115,24,3136,140,619,940,898,336,54,6,3,2996,344,957,1870,2698,2172,1418,583,190,10232,314,465,806,802,588,386,148,29,3538,110,265,321,268,176,84,32,11,1267,314,789,1362,1659,1271,659,300,96,6450,184,628,1061,1499,1538,793,285,62,6050,1054,2318,4080,4240,3205,1401,495,167,16960,579,1122,1633,1659,1332,542,185,54,7106,454,591,621,476,268,126,62,20,2618,348,374,554,462,277,132,58,19,2224,19,0,9,12,14,7,6,0,67,54,103,177,194,138,77,24,19,786,829,423,640,855,724,634,583,503,5191,4890,8986,14756,16564
CED105,1595,1050,579,188,95,34,6874,499,1033,711,541,317,74,25,7,3207,134,276,145,103,58,23,7,8,754,384,633,380,213,124,46,22,4,1806,17,12,16,15,4,5,3,0,72,36,118,73,44,29,16,6,0,322,1145,1126,1093,944,767,659,709,414,6857,3890,7553,5630,4104,2720,1388,1072,548,26905,168,366,352,291,173,60,24,6,1440,223,1098,670,322,74,11,0,0,2398,499,1412,1788,1868,1459,840,524,177,8567,306,721,589,445,321,216,120,47,2765,41,94,73,71,48,23,15,0,365,375,945,750,531,397,178,93,24,3293,230,771,618,530,491,227,98,38,3003,1529,3734,2506,1662,997,360,158,52,10998,684,1430,1038,814,549,167,60,17,4759,264,458,232,171,116,40,22,11,1314,505,925,564,356,221,101,46,13,2731,27,21,26,23,19,13,3,3,135,68,192,160,111,85,35,14,4,669,2502,2432,2252,2028,1672,1345,1281,645,14157,7421,14599,11618,9223
CED106,2950,2428,1494,827,444,253,10778,351,1029,1540,1507,1050,496,256,72,6301,295,478,550,452,240,127,111,39,2292,140,237,271,205,124,68,35,25,1105,8,4,5,4,13,8,5,0,47,36,100,161,162,106,45,32,15,657,533,349,468,503,391,356,570,689,3859,2450,6115,9166,9194,6229,3730,2462,1480,40826,177,418,724,908,698,504,234,99,3762,121,1040,1240,895,292,70,10,0,3668,192,923,1537,1948,1394,1094,789,310,8187,150,327,524,588,434,269,145,49,2486,48,145,176,194,128,80,50,16,837,307,1038,1648,2027,1438,1036,689,241,8424,124,543,1020,1438,1455,889,464,169,6102,1092,3359,5451,5318,3422,1915,986,450,21993,551,1560,2443,2581,1919,1030,511,159,10754,467,793,791,670,368,200,155,54,3498,206,382,408,318,173,107,59,30,1683,13,7,5,7,20,12,8,0,72,70,162,245,264,175,86,56,27,1085,1157,750,897,1014,783,681,882,915,7079,4675,11447,17109,18170
CED107,1431,1319,971,393,156,55,6259,422,834,798,720,496,179,50,14,3513,95,210,162,150,109,82,22,14,844,398,559,473,235,171,72,35,10,1953,8,5,6,0,4,6,3,0,32,9,32,57,40,26,7,12,5,188,814,486,635,669,744,781,800,402,5331,3020,5306,5839,5629,4593,2528,1558,644,29117,52,168,233,222,187,82,25,9,978,131,222,184,167,103,36,6,0,849,832,1752,2097,2248,1719,1021,476,115,10260,373,661,639,687,575,315,150,30,3430,227,449,578,597,450,321,102,23,2747,423,1021,1214,1477,1228,576,297,79,6315,175,772,1009,1103,1179,568,235,58,5099,798,1819,2016,1931,1505,644,243,84,9040,494,1068,1127,1027,768,326,114,30,4954,169,289,244,216,184,126,34,14,1276,564,832,740,444,292,168,70,13,3123,18,11,9,6,7,9,6,0,66,30,69,125,123,81,44,35,10,517,2053,1450,1618,1576,1602,1558,1406,590,11853,6339,10583,11833,11824
CED108,1447,1258,952,446,195,73,6429,368,768,802,757,482,202,66,13,3458,100,210,137,111,87,65,29,13,752,312,492,425,291,200,103,34,8,1865,8,3,4,6,6,3,7,0,37,14,28,38,42,33,18,7,0,180,494,312,432,490,558,669,719,468,4142,2520,4917,5296,5141,4245,2415,1490,706,26730,60,192,241,217,242,107,37,13,1109,142,304,242,153,89,29,3,0,962,748,1732,2332,2687,2394,1532,777,257,12459,268,652,748,705,625,417,211,70,3696,81,185,202,172,140,58,19,8,865,346,1039,1269,1467,1195,524,286,84,6210,121,719,814,922,1087,598,239,63,4563,900,1855,2098,1852,1462,747,313,104,9331,470,1011,1121,1018,734,370,141,38,4903,168,317,207,170,141,95,42,13,1153,441,693,625,434,323,203,72,20,2811,13,6,7,10,12,3,7,0,58,29,62,99,111,85,52,25,6,469,1139,704,950,1066,1101,1189,1236,703,8088,4926,9471,10955,10984
CED109,1923,1508,825,208,64,24,7920,500,986,875,674,354,88,35,3,3515,178,257,149,88,50,15,6,0,743,369,568,345,245,136,50,20,5,1738,9,6,16,19,13,3,0,3,69,38,130,119,75,35,11,4,0,412,1106,847,930,873,870,702,504,269,6101,3826,7495,6539,5273,3479,1476,817,384,29289,136,403,349,305,178,45,9,0,1425,309,1270,844,246,88,15,3,0,2775,575,1736,2367,2634,1812,782,320,72,10298,263,561,585,459,364,202,91,14,2539,80,177,171,155,77,27,3,0,690,428,1028,1132,1002,641,166,75,31,4503,179,687,664,629,551,236,105,42,3093,1425,3694,2991,2400,1393,394,118,38,12453,702,1347,1223,1014,558,184,58,15,5101,302,457,257,148,108,41,16,3,1332,559,889,555,413,251,105,35,9,2816,31,22,23,25,16,13,3,3,136,77,225,237,203,104,48,16,0,910,2454,1808,1923,1823,1694,1319,888,375,12284,7520,14304,13321,11456
CED110,2451,1888,1299,660,408,146,9818,480,1164,1014,679,468,178,65,16,4064,250,508,330,188,96,75,47,16,1510,297,584,526,294,223,130,87,14,2155,8,4,5,9,3,3,3,0,35,25,62,86,48,43,15,5,6,290,526,506,479,514,508,551,804,523,4411,2935,7308,7481,6136,4576,2556,1921,886,33799,121,343,463,344,297,173,76,20,1837,112,531,475,300,156,28,3,0,1605,553,1715,2371,2488,2062,1553,1013,318,12073,406,1089,1115,907,596,366,239,78,4796,54,243,221,161,87,42,18,9,835,331,1102,1236,1271,808,490,305,85,5628,196,1043,1150,1302,1355,582,256,72,5956,1130,3441,3982,3220,2444,1203,661,223,16304,700,1737,1601,1082,843,327,157,34,6481,410,784,519,291,181,126,71,27,2409,424,872,763,467,334,222,116,23,3221,14,7,9,12,6,6,6,3,63,49,119,149,117,107,38,20,10,609,1085,1144,1135,1105,1039,963,1288,783,8542,5585,14170,15189,13067
CED111,1211,1381,1074,501,199,78,6006,278,645,869,1055,743,232,62,16,3900,51,135,199,222,149,84,28,9,877,324,459,417,337,264,117,50,17,1985,12,3,8,9,4,5,8,3,52,9,29,56,51,52,10,11,4,222,684,381,541,660,673,864,937,699,5439,2239,3828,5229,6281,5148,2912,1734,952,28323,30,86,171,175,223,126,39,3,853,113,168,184,164,120,47,11,0,807,393,795,1268,1828,2027,1483,736,200,8730,225,512,727,1058,905,541,234,73,4275,153,282,471,420,321,114,61,15,1837,195,645,1111,1581,1291,641,275,82,5821,90,529,839,1174,1418,723,259,47,5079,700,1357,1648,1925,1633,810,321,116,8510,343,840,1205,1406,1151,399,140,34,5518,99,225,301,329,266,143,51,14,1428,461,761,699,588,480,242,91,34,3356,22,10,8,9,8,8,8,6,79,19,58,118,110,128,56,32,9,530,1498,986,1243,1477,1476,1596,1656,1034,10966,4341,7254,9993,12244
CED112,1833,1478,970,464,203,71,7713,571,1154,1214,1009,686,247,89,25,4995,213,406,371,249,143,81,29,16,1508,330,530,487,342,186,82,33,23,2013,22,9,8,3,5,4,3,3,57,40,62,75,70,43,20,12,3,325,681,453,499,601,554,599,920,555,4862,3520,6921,7126,6496,4688,2371,1696,836,33654,220,496,460,431,344,187,52,12,2202,277,700,411,322,141,26,10,0,1887,812,2127,2582,2963,2415,1481,769,290,13439,367,821,917,755,526,350,218,64,4018,76,272,278,212,112,45,19,8,1022,423,1301,1369,1422,945,429,206,65,6160,241,1136,1271,1524,1488,592,247,71,6570,1326,2701,2849,2376,1651,753,304,109,12069,807,1679,1744,1469,1084,413,159,39,7394,371,678,577,409,241,114,48,16,2454,452,796,687,492,296,165,66,35,2989,62,18,8,6,10,10,6,6,126,67,135,154,147,107,43,29,11,693,1555,1114,1123,1288,1160,1159,1527,809,9735,7056,13974,14430,13816
