region_id,Age_yr_55_P,Age_yr_56_M,Age_yr_56_F,Age_yr_56_P,Age_yr_57_M,Age_yr_57_F,Age_yr_57_P,Age_yr_58_M,Age_yr_58_F,Age_yr_58_P,Age_yr_59_M,Age_yr_59_F,Age_yr_59_P,Age_yr_55_59_M,Age_yr_55_59_F,Age_yr_55_59_P,Age_yr_60_M,Age_yr_60_F,Age_yr_60_P,Age_yr_61_M,Age_yr_61_F,Age_yr_61_P,Age_yr_62_M,Age_yr_62_F,Age_yr_62_P,Age_yr_63_M,Age_yr_63_F,Age_yr_63_P,Age_yr_64_M,Age_yr_64_F,Age_yr_64_P,Age_yr_60_64_M,Age_yr_60_64_F,Age_yr_60_64_P,Age_yr_65_M,Age_yr_65_F,Age_yr_65_P,Age_yr_66_M,Age_yr_66_F,Age_yr_66_P,Age_yr_67_M,Age_yr_67_F,Age_yr_67_P,Age_yr_68_M,Age_yr_68_F,Age_yr_68_P,Age_yr_69_M,Age_yr_69_F,Age_yr_69_P,Age_yr_65_69_M,Age_yr_65_69_F,Age_yr_65_69_P,Age_yr_70_M,Age_yr_70_F,Age_yr_70_P,Age_yr_71_M,Age_yr_71_F,Age_yr_71_P,Age_yr_72_M,Age_yr_72_F,Age_yr_72_P,Age_yr_73_M,Age_yr_73_F,Age_yr_73_P,Age_yr_74_M,Age_yr_74_F,Age_yr_74_P,Age_yr_70_74_M,Age_yr_70_74_F,Age_yr_70_74_P,Age_yr_75_M,Age_yr_75_F,Age_yr_75_P,Age_yr_76_M,Age_yr_76_F,Age_yr_76_P,Age_yr_77_M,Age_yr_77_F,Age_yr_77_P,Age_yr_78_M,Age_yr_78_F,Age_yr_78_P,Age_yr_79_M,Age_yr_79_F,Age_yr_79_P,Age_yr_75_79_M,Age_yr_75_79_F,Age_yr_75_79_P,Age_yr_80_84_M,Age_yr_80_84_F,Age_yr_80_84_P,Age_yr_85_89_M,Age_yr_85_89_F,Age_yr_85_89_P,Age_yr_90_94_M,Age_yr_90_94_F,Age_yr_90_94_P,Age_yr_95_99_M,Age_yr_95_99_F,Age_yr_95_99_P,Age_yr_100_yr_over_M,Age_yr_100_yr_over_F,Age_yr_100_yr_over_P,Tot_M,Tot_F,Tot_P
CED111,2087,1052,1043,2095,1031,1031,2062,1054,1034,2088,958,949,1907,5139,5100,10239,1039,1041,2080,1021,957,1978,970,978,1948,1002,925,1927,1044,1057,2101,5076,4958,10034,922,893,1815,823,875,1698,820,826,1646,741,720,1461,737,737,1474,4043,4051,8094,640,720,1360,682,677,1359,640,604,1244,612,626,1238,587,622,1209,3161,3249,6410,532,528,1060,471,545,1016,446,490,936,425,485,910,463,473,936,2337,2521,4858,1695,2040,3735,947,1530,2477,321,568,889,54,133,187,6,21,27,65967,68879,134846
CED112,1820,919,938,1857,887,894,1781,825,862,1687,783,827,1610,4252,4503,8755,805,764,1569,700,828,1528,761,763,1524,733,718,1451,800,813,1613,3799,3886,7685,632,690,1322,692,685,1377,600,630,1230,560,585,1145,528,608,1136,3012,3198,6210,502,579,1081,480,536,1016,466,510,976,511,522,1033,442,505,947,2401,2652,5053,406,490,896,394,491,885,403,443,846,377,452,829,360,474,834,1940,2350,4290,1484,2134,3618,897,1480,2377,260,563,823,56,162,218,5,22,27,71620,73154,144774
CED113,1722,814,877,1691,813,842,1655,771,830,1601,797,838,1635,4044,4260,8304,789,727,1516,695,834,1529,732,854,1586,770,828,1598,865,881,1746,3851,4124,7975,665,733,1398,635,723,1358,607,722,1329,571,653,1224,605,610,1215,3083,3441,6524,569,637,1206,547,517,1064,498,580,1078,475,562,1037,453,535,988,2542,2831,5373,396,475,871,402,510,912,357,511,868,377,480,857,401,455,856,1933,2431,4364,1630,2243,3873,945,1616,2561,313,701,1014,57,164,221,5,22,27,66728,71314,138042
CED114,1994,1025,988,2013,1016,974,1990,956,1067,2023,960,1023,1983,4962,5041,10003,1000,953,1953,988,920,1908,954,935,1889,997,960,1957,1118,1057,2175,5057,4825,9882,884,816,1700,790,809,1599,802,775,1577,743,694,1437,715,721,1436,3934,3815,7749,660,655,1315,650,613,1263,607,569,1176,561,583,1144,558,486,1044,3036,2906,5942,478,488,966,456,473,929,394,443,837,388,381,769,385,400,785,2101,2185,4286,1476,1765,3241,770,1218,1988,227,501,728,23,120,143,3,17,20,67464,67924,135388
CED115,1860,918,948,1866,935,912,1847,947,953,1900,965,900,1865,4723,4615,9338,920,889,1809,919,900,1819,944,853,1797,946,848,1794,1014,943,1957,4743,4433,9176,774,786,1560,784,743,1527,736,744,1480,737,700,1437,688,657,1345,3719,3630,7349,619,681,1300,632,623,1255,617,634,1251,563,602,1165,550,583,1133,2981,3123,6104,533,586,1119,461,514,975,458,464,922,387,426,813,357,493,850,2196,2483,4679,1749,2075,3824,828,1282,2110,234,594,828,40,160,200,8,23,31,66793,68215,135008
CED116,1918,879,986,1865,855,906,1761,842,838,1680,720,776,1496,4211,4509,8720,698,787,1485,730,746,1476,757,660,1417,641,638,1279,610,567,1177,3436,3398,6834,519,525,1044,488,438,926,481,465,946,442,455,897,409,433,842,2339,2316,4655,432,466,898,397,512,909,396,429,825,332,393,725,313,408,721,1870,2208,4078,327,370,697,299,367,666,287,363,650,242,294,536,236,321,557,1391,1715,3106,958,1297,2255,426,704,1130,125,267,392,25,52,77,6,15,21,73189,75776,148965
CED117,1889,935,930,1865,846,919,1765,916,978,1894,888,942,1830,4496,4747,9243,861,1010,1871,943,948,1891,900,957,1857,983,999,1982,1044,1075,2119,4731,4989,9720,817,872,1689,889,932,1821,943,871,1814,829,831,1660,749,756,1505,4227,4262,8489,755,762,1517,678,712,1390,698,720,1418,676,664,1340,605,655,1260,3412,3513,6925,578,649,1227,544,591,1135,521,501,1022,478,530,1008,457,564,1021,2578,2835,5413,1910,2242,4152,947,1366,2313,272,564,836,49,124,173,4,15,19,65567,67648,133215
CED118,1581,786,844,1630,765,801,1566,720,771,1491,689,778,1467,3731,4004,7735,687,700,1387,635,694,1329,605,641,1246,662,676,1338,663,630,1293,3252,3341,6593,543,518,1061,502,525,1027,445,479,924,422,435,857,376,453,829,2288,2410,4698,409,419,828,373,434,807,397,459,856,376,426,802,326,371,697,1881,2109,3990,371,382,753,334,419,753,368,375,743,321,360,681,287,315,602,1681,1851,3532,1180,1473,2653,621,1064,1685,199,515,714,33,169,202,5,26,31,71921,75320,147241
CED119,1765,818,825,1643,814,841,1655,772,780,1552,741,778,1519,4015,4119,8134,720,780,1500,664,680,1344,647,697,1344,675,658,1333,655,714,1369,3361,3529,6890,622,558,1180,485,502,987,489,447,936,427,439,866,382,381,763,2405,2327,4732,386,367,753,313,366,679,370,336,706,291,342,633,320,314,634,1680,1725,3405,268,332,600,237,294,531,243,283,526,204,293,497,225,271,496,1177,1473,2650,845,1099,1944,356,734,1090,78,262,340,16,59,75,3,7,10,77296,77442,154738
CED120,1958,859,892,1751,894,860,1754,892,897,1789,796,851,1647,4420,4479,8899,803,849,1652,793,803,1596,768,788,1556,771,746,1517,789,756,1545,3924,3942,7866,661,668,1329,642,549,1191,587,558,1145,502,513,1015,457,434,891,2849,2722,5571,410,399,809,378,428,806,364,381,745,338,368,706,303,316,619,1793,1892,3685,296,296,592,269,297,566,242,284,526,213,298,511,208,299,507,1228,1474,2702,961,1306,2267,482,814,1296,152,284,436,17,72,89,4,10,14,70221,71473,141694
CED121,1860,955,929,1884,952,985,1937,959,990,1949,914,947,1861,4707,4784,9491,981,899,1880,1001,985,1986,973,937,1910,966,929,1895,1003,986,1989,4924,4736,9660,801,808,1609,862,769,1631,744,732,1476,682,720,1402,700,657,1357,3789,3686,7475,674,629,1303,660,592,1252,599,555,1154,577,491,1068,469,544,1013,2979,2811,5790,489,475,964,395,478,873,363,369,732,362,392,754,319,387,706,1928,2101,4029,1390,1748,3138,643,1123,1766,172,431,603,34,126,160,8,23,31,69316,69823,139139
CED122,1796,853,911,1764,837,838,1675,836,816,1652,864,800,1664,4314,4237,8551,830,802,1632,813,815,1628,792,757,1549,775,748,1523,844,778,1622,4054,3900,7954,676,661,1337,656,620,1276,629,574,1203,550,525,1075,514,513,1027,3025,2893,5918,459,439,898,402,417,819,398,454,852,367,424,791,393,387,780,2019,2121,4140,395,388,783,276,390,666,254,358,612,296,380,676,277,312,589,1498,1828,3326,1033,1609,2642,531,995,1526,164,430,594,30,102,132,0,13,13,69236,69150,138386
CED123,1741,785,845,1630,814,833,1647,767,807,1574,715,795,1510,3924,4178,8102,726,764,1490,695,763,1458,706,699,1405,704,743,1447,750,768,1518,3581,3737,7318,643,719,1362,592,675,1267,540,632,1172,511,566,1077,499,519,1018,2785,3111,5896,520,535,1055,462,539,1001,457,484,941,435,507,942,403,476,879,2277,2541,4818,403,473,876,341,434,775,383,406,789,342,413,755,307,399,706,1776,2125,3901,1427,2005,3432,776,1291,2067,217,518,735,47,146,193,5,12,17,77695,79787,157482
CED124,1856,870,941,1811,789,871,1660,850,909,1759,871,839,1710,4298,4498,8796,840,880,1720,831,829,1660,778,804,1582,784,784,1568,792,803,1595,4025,4100,8125,692,637,1329,623,560,1183,549,525,1074,467,484,951,439,468,907,2770,2674,5444,415,423,838,369,410,779,359,394,753,345,344,689,292,340,632,1780,1911,3691,294,307,601,237,318,555,233,247,480,225,285,510,192,239,431,1181,1396,2577,776,1141,1917,391,775,1166,113,340,453,15,66,81,7,9,16,73357,75626,148983
CED125,1815,951,948,1899,854,935,1789,874,928,1802,920,958,1878,4488,4695,9183,957,964,1921,933,932,1865,918,1020,1938,954,979,1933,1043,1072,2115,4805,4967,9772,933,938,1871,879,926,1805,924,950,1874,821,909,1730,872,861,1733,4429,4584,9013,701,742,1443,764,792,1556,673,715,1388,652,698,1350,649,715,1364,3439,3662,7101,615,679,1294,562,608,1170,477,592,1069,569,550,1119,487,547,1034,2710,2976,5686,2005,2442,4447,1053,1579,2632,325,654,979,54,209,263,5,18,23,61748,65669,127417
CED126,1737,815,867,1682,760,856,1616,776,841,1617,828,804,1632,4019,4265,8284,775,807,1582,759,817,1576,729,752,1481,730,753,1483,782,721,1503,3775,3850,7625,609,567,1176,552,531,1083,505,511,1016,401,406,807,429,419,848,2496,2434,4930,366,383,749,341,362,703,307,336,643,298,323,621,300,311,611,1612,1715,3327,260,315,575,233,246,479,186,230,416,220,241,461,175,216,391,1074,1248,2322,687,988,1675,372,704,1076,105,253,358,15,56,71,3,7,10,69045,71443,140488
CED127,1753,859,928,1787,877,900,1777,868,887,1755,802,862,1664,4220,4516,8736,753,840,1593,806,770,1576,771,862,1633,807,808,1615,889,860,1749,4026,4140,8166,769,805,1574,666,786,1452,694,799,1493,602,650,1252,622,594,1216,3353,3634,6987,581,610,1191,557,525,1082,493,530,1023,503,521,1024,493,462,955,2627,2648,5275,354,480,834,390,457,847,363,410,773,345,422,767,318,396,714,1770,2165,3935,1423,2059,3482,977,1619,2596,378,794,1172,68,205,273,5,31,36,68404,71266,139670
CED128,1933,924,958,1882,967,969,1936,926,1011,1937,985,988,1973,4742,4919,9661,849,949,1798,869,864,1733,859,910,1769,848,878,1726,938,956,1894,4363,4557,8920,710,762,1472,655,737,1392,694,675,1369,581,607,1188,529,571,1100,3169,3352,6521,462,548,1010,487,506,993,443,461,904,372,440,812,393,439,832,2157,2394,4551,325,411,736,332,388,720,258,324,582,262,341,603,268,304,572,1445,1768,3213,1034,1391,2425,564,1027,1591,164,472,636,37,143,180,0,11,11,67717,70489,138206
CED129,1850,910,938,1848,897,990,1887,875,866,1741,826,858,1684,4405,4605,9010,828,794,1622,811,880,1691,752,760,1512,818,753,1571,759,810,1569,3968,3997,7965,631,628,1259,552,524,1076,548,596,1144,508,530,1038,467,479,946,2706,2757,5463,473,488,961,446,452,898,408,410,818,392,367,759,375,365,740,2094,2082,4176,322,346,668,290,346,636,300,304,604,270,312,582,255,309,564,1437,1617,3054,913,1189,2102,414,667,1081,93,208,301,24,51,75,5,5,10,70912,72539,143451
CED130,1693,830,876,1706,799,825,1624,830,837,1667,701,822,1523,3956,4257,8213,762,823,1585,763,795,1558,724,810,1534,783,815,1598,780,836,1616,3812,4079,7891,677,693,1370,646,669,1315,628,612,1240,508,535,1043,496,484,980,2955,2993,5948,427,453,880,432,368,800,395,365,760,341,357,698,345,330,675,1940,1873,3813,348,337,685,247,293,540,214,253,467,204,228,432,197,247,444,1210,1358,2568,824,1202,2026,470,991,1461,169,448,617,42,145,187,3,18,21,67649,70326,137975
CED131,1936,1036,1013,2049,952,954,1906,991,918,1909,936,957,1893,4906,4787,9693,933,973,1906,933,927,1860,891,897,1788,923,908,1831,1034,956,1990,4714,4661,9375,790,849,1639,843,807,1650,768,823,1591,705,703,1408,738,718,1456,3844,3900,7744,659,693,1352,617,700,1317,639,687,1326,597,572,1169,553,632,1185,3065,3284,6349,515,575,1090,471,533,1004,445,461,906,406,472,878,402,421,823,2239,2462,4701,1484,2060,3544,763,1305,2068,211,587,798,46,157,203,3,20,23,71092,73797,144889
CED132,1623,799,753,1552,765,769,1534,796,809,1605,742,749,1491,3931,3874,7805,720,713,1433,670,707,1377,680,681,1361,697,676,1373,715,698,1413,3482,3475,6957,587,602,1189,606,592,1198,506,562,1068,447,573,1020,497,491,988,2643,2820,5463,448,439,887,423,481,904,425,469,894,391,469,860,434,470,904,2121,2328,4449,379,446,825,331,408,739,312,412,724,305,441,746,304,396,700,1631,2103,3734,1353,2140,3493,836,1491,2327,232,574,806,31,171,202,4,18,22,65508,66731,132239
CED133,1708,768,895,1663,735,833,1568,736,881,1617,732,863,1595,3762,4389,8151,727,833,1560,742,853,1595,785,809,1594,748,774,1522,807,865,1672,3809,4134,7943,656,733,1389,597,638,1235,632,565,1197,414,529,943,496,523,1019,2795,2988,5783,476,514,990,416,445,861,376,479,855,346,429,775,326,380,706,1940,2247,4187,307,418,725,295,337,632,292,338,630,282,371,653,282,349,631,1458,1813,3271,1182,1711,2893,718,1375,2093,268,716,984,73,218,291,9,39,48,71592,76501,148093
CED134,2052,1004,1024,2028,931,970,1901,1004,989,1993,979,1026,2005,4921,5058,9979,952,887,1839,974,946,1920,917,923,1840,933,927,1860,917,993,1910,4693,4676,9369,795,850,1645,810,822,1632,738,780,1518,698,715,1413,648,729,1377,3689,3896,7585,619,654,1273,631,645,1276,560,626,1186,601,610,1211,523,614,1137,2934,3149,6083,504,564,1068,485,595,1080,452,527,979,453,509,962,420,516,936,2314,2711,5025,1830,2372,4202,997,1584,2581,291,705,996,51,180,231,6,23,29,64773,68098,132871
CED135,2054,1037,888,1925,929,898,1827,987,946,1933,931,857,1788,4905,4622,9527,1041,907,1948,959,880,1839,870,869,1739,977,861,1838,1020,951,1971,4867,4468,9335,833,809,1642,830,737,1567,838,783,1621,737,666,1403,744,712,1456,3982,3707,7689,708,654,1362,623,630,1253,630,635,1265,635,579,1214,559,562,1121,3155,3060,6215,531,504,1035,430,504,934,426,423,849,410,441,851,415,450,865,2212,2322,4534,1504,1880,3384,703,1180,1883,212,475,687,32,142,174,3,21,24,75649,75277,150926
CED136,1709,832,871,1703,764,834,1598,749,785,1534,705,742,1447,3905,4086,7991,694,724,1418,696,713,1409,654,609,1263,644,679,1323,685,648,1333,3373,3373,6746,554,609,1163,554,549,1103,539,536,1075,485,464,949,407,479,886,2539,2637,5176,442,475,917,459,469,928,398,410,808,367,397,764,331,441,772,1997,2192,4189,368,413,781,311,348,659,341,387,728,264,344,608,273,335,608,1557,1827,3384,1177,1657,2834,634,1128,1762,185,511,696,36,137,173,5,7,12,82849,81804,164653
CED137,1725,842,890,1732,862,857,1719,835,922,1757,799,917,1716,4190,4459,8649,835,911,1746,855,886,1741,855,972,1827,899,980,1879,1011,1064,2075,4455,4813,9268,887,888,1775,901,909,1810,867,848,1715,755,775,1530,801,777,1578,4211,4197,8408,772,712,1484,686,709,1395,688,678,1366,605,635,1240,636,615,1251,3387,3349,6736,609,575,1184,481,513,994,501,517,1018,437,477,914,401,472,873,2429,2554,4983,1728,1995,3723,884,1348,2232,253,538,791,37,125,162,0,14,14,62710,65271,127981
CED138,1887,863,931,1794,824,875,1699,810,833,1643,727,780,1507,4115,4415,8530,706,779,1485,723,793,1516,722,703,1425,711,703,1414,688,713,1401,3550,3691,7241,626,574,1200,562,564,1126,554,539,1093,428,488,916,436,441,877,2606,2606,5212,449,458,907,457,513,970,397,435,832,376,440,816,363,405,768,2042,2251,4293,340,400,740,338,378,716,311,377,688,320,355,675,305,327,632,1614,1837,3451,1267,1648,2915,679,1177,1856,218,515,733,43,136,179,3,21,24,83592,82892,166484
CED139,2064,980,1024,2004,1000,1106,2106,1017,1010,2027,961,983,1944,5027,5118,10145,973,956,1929,940,903,1843,881,914,1795,927,890,1817,991,922,1913,4712,4585,9297,769,735,1504,820,806,1626,718,735,1453,631,678,1309,622,693,1315,3560,3647,7207,566,596,1162,553,606,1159,539,618,1157,561,573,1134,561,590,1151,2780,2983,5763,520,556,1076,466,597,1063,433,544,977,425,505,930,441,483,924,2285,2685,4970,1837,2220,4057,1020,1521,2541,325,586,911,45,146,191,10,15,25,65121,68861,133982
CED140,1828,924,958,1882,898,867,1765,932,816,1748,885,834,1719,4577,4365,8942,862,824,1686,825,795,1620,763,752,1515,802,777,1579,820,812,1632,4072,3960,8032,677,645,1322,677,686,1363,639,672,1311,593,567,1160,589,611,1200,3175,3181,6356,563,556,1119,571,583,1154,490,535,1025,494,559,1053,523,504,1027,2641,2737,5378,434,479,913,433,481,914,382,479,861,357,450,807,379,420,799,1985,2309,4294,1442,1874,3316,735,1313,2048,215,512,727,35,152,187,6,15,21,72368,72664,145032
CED141,1819,810,967,1777,838,883,1721,866,936,1802,783,819,1602,4205,4516,8721,829,892,1721,789,862,1651,771,804,1575,811,911,1722,875,969,1844,4075,4438,8513,771,841,1612,751,815,1566,711,793,1504,644,687,1331,620,712,1332,3497,3848,7345,583,643,1226,561,643,1204,572,639,1211,501,598,1099,519,590,1109,2736,3113,5849,456,568,1024,445,600,1045,427,526,953,398,521,919,410,548,958,2136,2763,4899,1839,2568,4407,1085,1846,2931,356,749,1105,54,178,232,0,16,16,64958,69940,134898
CED142,1686,830,879,1709,821,846,1667,829,890,1719,766,805,1571,4057,4295,8352,744,828,1572,761,816,1577,723,810,1533,774,863,1637,826,972,1798,3828,4289,8117,739,786,1525,769,786,1555,734,806,1540,629,723,1352,611,739,1350,3482,3840,7322,627,720,1347,576,623,1199,556,635,1191,539,624,1163,554,629,1183,2852,3231,6083,508,615,1123,486,526,1012,518,527,1045,419,512,931,408,509,917,2339,2689,5028,1675,2175,3850,865,1256,2121,241,458,699,24,111,135,0,16,16,62199,65657,127856
CED143,1617,816,800,1616,827,789,1616,779,818,1597,773,702,1475,4018,3903,7921,765,691,1456,751,682,1433,720,641,1361,713,641,1354,678,601,1279,3627,3256,6883,618,509,1127,544,505,1049,460,461,921,453,364,817,419,366,785,2494,2205,4699,360,372,732,348,346,694,328,377,705,306,287,593,305,324,629,1647,1706,3353,263,277,540,257,248,505,225,233,458,240,247,487,193,222,415,1178,1227,2405,779,910,1689,315,573,888,95,237,332,17,57,74,3,3,6,88151,82546,170697
CED144,1662,752,846,1598,797,829,1626,741,877,1618,774,864,1638,3886,4256,8142,805,842,1647,821,837,1658,815,837,1652,838,847,1685,893,908,1801,4172,4271,8443,771,781,1552,704,778,1482,675,777,1452,629,711,1340,587,725,1312,3366,3772,7138,588,698,1286,654,706,1360,587,610,1197,531,636,1167,545,622,1167,2905,3272,6177,556,590,1146,457,530,987,449,540,989,409,469,878,402,450,852,2273,2579,4852,1623,1966,3589,741,1251,1992,208,495,703,39,120,159,3,15,18,65015,68428,133443
CED145,1646,747,796,1543,762,789,1551,742,829,1571,671,814,1485,3697,4099,7796,722,765,1487,679,784,1463,687,785,1472,726,788,1514,762,805,1567,3576,3927,7503,633,685,1318,622,686,1308,632,674,1306,496,609,1105,519,572,1091,2902,3226,6128,443,521,964,418,518,936,394,458,852,423,487,910,371,418,789,2049,2402,4451,328,404,732,332,366,698,290,360,650,280,387,667,286,370,656,1516,1887,3403,1278,1825,3103,800,1433,2233,269,664,933,48,203,251,4,34,38,70811,75989,146800
