region_id,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_Country_birth_ns,Tot_P_Tot_Resp
CED101,5256,42781,8900,147762
CED102,5041,32046,10305,142064
CED103,6115,45004,7895,148710
CED104,7071,58211,4738,131372
CED105,4434,25770,14112,158402
CED106,8186,52495,6997,143094
CED107,4711,109087,11030,145315
CED108,5460,93050,6821,131021
CED109,5750,52184,11847,166314
CED110,7563,77503,7322,137649
CED111,5491,94791,9144,134852
CED112,8170,75716,8108,144772
CED113,6871,89175,9164,138035
CED114,6237,85990,9498,135390
CED115,3970,103219,9299,135008
CED116,3433,20440,11381,148970
CED117,6368,84447,9174,133216
CED118,7380,46847,11797,147247
CED119,6073,52960,8663,154741
CED120,6334,69283,7604,141704
CED121,5647,98830,9340,139139
CED122,4817,105028,9443,138393
CED123,6962,46640,14446,157483
CED124,7559,77580,10054,148981
CED125,4970,91994,8161,127421
CED126,6964,73462,8677,140484
CED127,8926,65786,7822,139674
CED128,8058,81740,8854,138211
CED129,4565,34762,8143,143443
CED130,6543,55147,5606,137979
CED131,4103,113819,9961,144889
CED132,5769,88319,9448,132236
CED133,8219,52167,9438,148080
CED134,4955,99709,8193,132869
CED135,3936,119900,12061,150930
CED136,5022,34355,14196,164645
CED137,5190,91413,8414,127990
CED138,5418,33675,14926,166482
CED139,6831,84064,9013,133987
CED140,4117,107652,9843,145030
CED141,7092,80972,9888,134897
CED142,5554,90500,7183,127854
CED143,7485,49652,21535,170698
CED144,7282,71900,7842,133448
CED145,9138,59515,10281,146798
CED146,4638,21637,13482,161620
CED147,8669,50334,19277,157032
CED148,5742,45163,10997,148307
CED194,512,5475,2883,12918
CED197,9,44,8,119
