region_id,No_IC_DS_Separate_house,No_IC_DS_SemD_ro_tr_h_th,No_IC_DS_Flat_Unit_or_Apart,No_IC_DS_Other_dwelling,No_IC_DS_Not_stated,No_IC_Total,Tof_IC_BrdB_DS_Separate_house,Tof_IC_BrdB_DS_SemD_ro_tr_h_t,Tof_IC_BrdB_DS_Flt_Unt_or_Apt,Tof_IC_BrdB_DS_Other_dwelling,Tof_IC_BrdB_DS_Not_stated,Tof_IC_BrdB_Total,Tof_IC_DU_DS_Separate_house,Tof_IC_DU_DS_SemD_ro_tr_h_th,Tof_IC_DU_DS_Flt_Unt_or_Aprt,Tof_IC_DU_DS_Other_dwelling,Tof_IC_DU_DS_Not_stated,Tof_IC_D_up_Total,Tof_IC_Oth_DS_Separate_house,Tof_IC_Oth_DS_SemD_ro_tr_h_th,Tof_IC_Ot_DS_Flt_Unt_or_Aprt,Tof_IC_Oth_DS_Other_dwelling,Tof_IC_Oth_DS_Not_stated,Tof_IC_Other_Total,Tof_IC_Tot_DS_Separate_house,Tof_IC_Tot_DS_SemD_ro_tr_h_th,Tof_IC_Tot_DS_Flt_Unt_or_Apt,Tof_IC_Tot_DS_Other_dwelling,Tof_IC_Tot_DS_Not_stated,Tof_IC_Tot_Total,IC_NS_DS_Separate_house,IC_NS_DS_SemD_ro_tr_h_th,IC_NS_DS_Flat_Unit_or_Apart,IC_NS_DS_Other_dwelling,IC_NS_DS_Not_stated,IC_not_stated_Total,Total_DS_Separate_house,Total_DS_SemD_ro_tr_h_th,Total_DS_Flat_Unit_or_Apart,Total_DS_Other_dwelling,Total_DS_Not_stated,Total_Total
CED101,5419,1406,3014,58,0,9897,22225,4376,10260,135,16,37012,724,133,340,7,0,1204,556,180,530,19,4,1289,23505,4689,11130,161,20,39505,1033,299,648,10,0,1990,29957,6394,14792,229,20,51392
CED102,6256,1211,2757,101,18,10343,19811,3785,10894,249,83,34822,698,155,437,14,0,1304,626,156,735,17,7,1541,21135,4096,12066,280,90,37667,1026,183,625,26,0,1860,28417,5490,15448,407,108,49870
CED103,4186,1062,2454,22,4,7728,24630,5814,10870,56,20,41390,651,166,365,3,0,1185,520,177,677,5,0,1379,25801,6157,11912,64,20,43954,878,221,510,4,4,1617,30865,7440,14876,90,28,53299
CED104,3103,465,384,58,10,4020,32367,2150,890,118,32,35557,861,66,33,0,3,963,567,78,74,5,0,724,33795,2294,997,123,35,37244,953,86,71,13,0,1123,37851,2845,1452,194,45,42387
CED105,7622,1582,2926,59,11,12200,20527,4428,5987,91,47,31080,829,190,282,5,3,1309,824,220,453,8,3,1508,22180,4838,6722,104,53,33897,1471,353,670,8,6,2508,31273,6773,10318,171,70,48605
CED106,2532,419,1748,5,14,4718,29452,1979,8932,31,44,40438,574,73,288,0,3,938,427,71,472,0,3,973,30453,2123,9692,31,50,42349,764,116,332,0,3,1215,33749,2658,11772,36,67,48282
CED107,11999,1134,1105,160,10,14408,30481,1311,940,145,39,32916,1786,71,64,8,4,1933,1708,174,178,26,4,2090,33975,1556,1182,179,47,36939,1612,177,168,83,5,2045,47586,2867,2455,422,62,53392
CED108,8357,1211,783,194,5,10550,30360,1554,815,135,26,32890,1240,100,53,10,0,1403,1268,112,67,14,0,1461,32868,1766,935,159,26,35754,1354,164,126,32,0,1676,42579,3141,1844,385,31,47980
CED109,8283,1341,870,95,3,10592,29447,4096,1076,97,12,34728,1022,126,56,10,0,1214,1382,251,112,19,0,1764,31851,4473,1244,126,12,37706,1847,289,202,21,0,2359,41981,6103,2316,242,15,50657
CED110,4169,1387,2942,57,3,8558,24040,4520,9478,106,5,38149,745,185,471,3,3,1407,537,225,1052,11,3,1828,25322,4930,11001,120,11,41384,862,246,557,7,0,1672,30353,6563,14500,184,14,51614
