region_id,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_Resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_Resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_Resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_Resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_Resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_Resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_Resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_Resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_Resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_Resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_Resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_Resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_Resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_Resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_Resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_Resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_Resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_Resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_Resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_Resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_Resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_Resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_Resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_Resp,Sinhalese_BP_B_OS,Sinhalese_FO_B_OS,Sinhalese_MO_B_OS,Sinhalese_BP_B_Aus,Sinhalese_BP_NS,Sinhalese_Tot_Resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_Resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_Resp,Turkish_BP_B_OS,Turkish_FO_B_OS,Turkish_MO_B_OS,Turkish_BP_B_Aus,Turkish_BP_NS,Turkish_Tot_Resp,Vietnamese_BP_B_OS,Vietnamese_Fther_only_brn_os,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_Resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_Resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_Resp,Ancestry_ns_Both_prnts_brn_os,Ancestry_ns_Fthr_only_brn_os,Ancestry_ns_Mthr_only_brn_os,Ancestry_ns_Bth_prnts_brn_Aus,Ancestry_ns_Country_birth_ns,Ancestry_ns_Tot_Resp,Tot_respnses_BP_B_OS,Tot_respnses_FO_B_OS,Tot_respnses_MO_B_OS,Tot_resp_BP_B_Aus,Tot_responses_Count_birth_ns,Tot_responses_Tot_Resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS
CED101,1508,3364,2315,20804,603,28594,0,17,12,140,3,172,31689,284,416,343,596,33328,1537,152,97,315,35,2136,363,99,71,183,14,730,5768,2662,1677,16455,681,27243,1780,37,150,15,67,2049,286,40,28,168,10,532,746,219,140,1204,56,2365,5657,849,360,2329,178,9373,319,44,17,38,0,418,2658,61,58,24,70,2871,1210,716,399,6747,146,9218,2853,760,330,1514,89,5546,641,5,26,7,12,691,4876,644,252,594,195,6561,3004,280,149,434,99,3966,616,169,76,215,14,1090,1022,99,55,22,46,1244,504,144,94,56,19,817,446,59,29,87,4,625,440,19,12,32,11,514,1217,677,418,4231,118,6661,393,22,26,20,7,468,42,6,0,0,0,48,260,52,19,11,5,347,716,71,48,65,13,913,216,35,16,27,10,304,2172,25,43,15,75,2330,163,56,24,221,15,479,14021,1022,766,892,372,17073,1655,169,119,840,5836,8619,88778,12858,8242,58048,9399,177325,82422,8403
CED102,1954,2778,1969,13560,642,20903,0,15,14,113,3,145,16316,191,287,218,293,17305,948,105,25,134,20,1232,345,100,72,98,5,620,5371,1860,1377,11094,605,20307,2234,32,161,20,84,2531,279,44,26,132,3,484,784,196,132,889,40,2041,12773,1456,649,3879,432,19189,370,41,18,46,8,483,2642,52,37,18,43,2792,1262,588,343,5128,184,7505,4694,845,338,1712,180,7769,515,0,8,10,6,539,7038,896,373,731,363,9401,5090,349,153,456,131,6179,865,142,110,257,30,1404,1065,101,69,28,42,1305,565,135,83,25,13,821,473,60,42,60,7,642,650,28,28,31,15,752,1145,481,323,2755,119,4823,905,81,20,53,19,1078,53,0,0,0,3,56,259,22,21,9,3,314,1168,54,46,76,52,1396,610,58,24,36,20,748,1462,17,24,9,38,1550,134,48,31,153,10,376,19387,1215,748,922,527,22799,1918,176,138,739,7008,9979,93274,12166,7689,43391,10948,167468,86424,8248
CED103,1239,4222,3119,22685,570,31835,3,4,5,59,0,71,29262,399,562,412,444,31079,711,64,40,121,16,952,562,231,79,239,18,1129,7296,3376,2277,18162,572,31683,2072,29,132,24,60,2317,350,62,41,200,6,659,1077,288,209,1507,44,3125,1386,209,106,717,49,2467,382,72,23,49,9,535,5133,100,78,57,83,5451,1760,866,612,8012,196,11446,4317,1069,411,2355,177,8329,6831,12,47,20,135,7045,1884,273,171,479,51,2858,198,21,16,36,8,279,370,83,74,148,13,688,288,34,16,12,8,358,670,222,155,82,10,1139,691,75,74,96,19,955,544,51,39,65,6,705,1636,870,598,5508,114,8726,417,34,9,27,9,496,356,0,3,3,6,368,462,56,34,14,5,571,586,29,45,55,6,721,287,25,8,16,3,339,805,23,31,3,24,886,256,77,41,249,9,632,14989,1085,873,934,304,18185,1043,110,99,688,5398,7338,87863,14071,10027,63034,8372,183367,81037,8659
CED104,931,5428,3965,31150,657,42131,0,9,3,45,3,60,10835,198,343,285,173,11834,402,71,38,109,15,635,1166,322,198,383,23,2092,11023,4513,3162,24636,652,43986,1103,21,121,17,14,1276,337,84,55,251,9,736,1423,382,265,1923,52,4045,603,162,66,359,23,1213,343,69,26,69,5,512,4086,80,60,34,65,4325,2105,998,688,8904,184,12879,2518,641,310,1814,88,5371,1917,4,44,7,46,2018,1377,215,161,468,64,2285,46,9,0,13,9,77,463,118,65,309,9,964,163,39,26,22,7,257,758,256,188,102,20,1324,727,106,63,150,16,1062,487,49,45,89,14,684,2290,1100,726,7178,168,11462,188,33,10,30,3,264,539,3,3,3,3,551,1173,86,69,19,8,1355,471,67,38,79,12,667,151,11,6,0,3,171,416,5,22,4,8,455,379,91,60,345,5,880,9541,1111,830,1123,191,12796,629,110,101,839,2715,4394,58590,16391,11757,80759,5264,172761,51407,9945
CED105,3470,2775,1428,12448,686,20807,4,11,8,143,4,170,14729,83,152,135,378,15477,1060,75,28,139,30,1332,216,54,22,73,4,369,4901,1664,949,9038,754,17306,2220,46,168,6,81,2521,227,28,18,74,4,351,819,153,75,689,55,1791,2626,386,148,581,89,3830,248,38,3,23,12,324,2413,48,23,25,63,2572,673,369,182,3329,116,4669,2921,513,151,883,131,4599,975,3,22,3,18,1021,21453,3919,1148,2040,1045,29605,2116,169,70,171,57,2583,605,109,48,148,30,940,828,69,53,12,46,1008,335,77,54,26,21,513,937,66,25,106,27,1161,469,36,12,53,12,582,727,351,213,1850,82,3223,448,27,23,17,10,525,36,0,0,0,0,36,127,21,8,15,5,176,803,23,30,52,27,935,1742,176,62,79,80,2139,14982,62,122,65,445,15676,71,21,10,76,3,181,25083,1380,628,713,956,28760,3872,321,221,775,9400,14589,112136,13073,6104,33787,14671,179771,104459,9627
CED106,1141,5849,4699,26906,548,39143,0,3,3,27,0,33,16582,398,584,424,274,18262,331,68,49,140,11,599,1014,248,188,317,27,1794,13594,4930,3509,23000,747,45780,1185,24,103,15,29,1356,477,87,92,288,24,968,1853,381,290,1774,59,4357,682,191,61,372,15,1321,503,71,65,74,6,719,4125,86,65,55,61,4392,2571,1175,848,9285,200,14079,1593,506,207,1002,46,3354,3848,8,72,28,82,4038,565,155,50,214,24,1008,75,12,0,21,3,111,162,59,29,97,5,352,171,46,20,5,3,245,919,251,245,61,16,1492,785,94,67,145,17,1108,750,61,70,92,15,988,2965,1175,864,7540,186,12730,149,27,11,27,0,214,189,0,3,0,3,195,3021,137,119,6,47,3330,515,48,36,76,16,691,128,18,4,0,3,153,436,3,37,0,9,485,423,113,84,331,12,963,12882,1218,1114,1147,241,16602,719,101,94,615,4826,6355,74353,17543,13682,74084,7555,187217,64907,10509
CED107,348,3633,2620,57470,1598,65669,0,19,8,575,67,669,536,49,45,300,20,950,164,63,13,63,3,306,697,277,165,598,20,1757,4624,3359,2479,46885,1519,58866,389,12,109,23,13,546,122,45,14,403,5,589,798,357,214,3591,103,5063,170,74,22,187,7,460,135,49,14,62,4,264,346,12,11,21,7,397,946,765,469,16830,407,19417,616,303,131,1317,53,2420,61,10,5,4,3,83,141,61,10,127,3,342,45,4,4,6,3,62,138,68,40,151,11,408,287,95,34,60,28,504,309,173,143,114,38,777,296,98,39,180,5,618,173,32,20,94,3,322,1279,897,657,10601,268,13702,74,17,3,22,0,116,16,0,0,0,0,16,221,26,21,14,3,285,109,14,18,87,3,231,45,13,0,5,3,66,67,0,3,3,8,81,193,68,49,425,19,754,2518,586,334,1096,133,4667,283,122,92,3216,7601,11314,16146,11301,7786,144530,11958,191721,13560,6927
CED108,465,4214,2955,50016,1319,58969,0,16,18,412,16,462,667,51,57,213,22,1010,250,44,9,39,12,354,788,290,174,496,19,1767,5708,3969,2764,41219,1265,54925,422,24,131,19,8,604,142,41,32,306,9,530,1025,473,241,3365,102,5206,278,116,35,265,12,706,154,37,11,51,5,258,538,43,18,30,11,640,953,753,480,10410,275,12871,686,289,88,1112,44,2219,128,10,12,13,4,167,65,30,6,50,3,154,548,85,22,156,27,838,142,57,29,113,0,341,184,105,43,61,13,406,380,218,157,104,26,885,712,126,97,375,20,1330,180,39,21,82,4,326,1679,1154,795,9846,256,13730,155,12,13,27,0,207,48,0,0,0,0,48,221,38,24,16,0,299,143,31,18,99,0,291,32,3,0,4,0,39,108,8,14,0,4,134,267,120,80,696,13,1176,3374,718,495,1204,168,5959,328,136,99,2226,3963,6752,20770,13250,8938,123025,7620,173603,17583,8107
CED109,2450,4265,2925,29478,1432,40550,12,57,15,818,46,948,3768,52,79,145,104,4148,1184,108,76,183,29,1580,710,209,123,350,22,1414,7461,3062,2005,20296,1323,34147,17809,228,533,70,438,19078,307,14,21,148,17,507,1303,292,146,1411,51,3203,963,162,83,327,57,1592,549,57,25,84,18,733,9337,93,77,55,237,9799,1207,602,396,5587,202,7994,1625,449,186,1058,93,3411,585,3,5,7,3,603,1815,351,134,210,87,2597,220,10,8,21,7,266,2736,520,230,1083,133,4702,1684,180,125,67,87,2143,624,158,118,87,36,1023,1158,99,58,175,30,1520,270,24,13,67,11,385,1541,622,477,3809,185,6634,502,39,8,40,13,602,175,0,3,0,0,178,374,49,26,17,5,471,1335,62,52,85,40,1574,1233,71,56,51,41,1452,782,15,13,10,15,835,152,52,28,127,7,366,29983,1555,847,899,1026,34310,2807,221,166,1606,6980,11780,96661,13681,9057,68371,12775,200545,87913,8620
CED110,750,5513,4041,39709,875,50888,0,13,3,114,5,135,3304,122,194,275,71,3966,596,99,39,150,16,900,836,284,162,386,30,1698,8894,4861,3430,33298,950,51433,699,26,165,27,13,930,339,98,60,321,15,833,1224,426,255,2392,68,4365,2571,546,264,1278,107,4766,268,50,31,66,5,420,1018,74,41,22,18,1173,2030,1125,798,12533,293,16779,2302,760,310,2064,93,5529,159,4,14,8,3,188,661,144,61,206,25,1097,573,79,28,102,14,796,640,207,103,420,19,1389,674,123,54,27,18,896,702,254,184,104,22,1266,497,93,60,151,14,815,585,38,51,59,11,744,2128,1092,786,8145,201,12352,273,46,14,37,4,374,26,0,3,0,0,29,394,70,63,30,7,564,446,39,35,90,6,616,153,15,18,10,3,199,274,6,22,3,8,313,321,128,70,426,21,966,6204,1108,914,1290,155,9671,557,156,126,1302,4877,7018,40098,17599,12399,105045,7967,183108,34442,10819
