region_id,M_15_19_Prvided_unpaid_assist,M_15_19_No_unpad_asst_prvided,M_15_19_Unpaid_assist_ns,M_15_19_Tot,M_20_24_Prvided_unpaid_assist,M_20_24_No_unpad_asst_prvided,M_20_24_Unpaid_assist_ns,M_20_24_Tot,M_25_34_Prvided_unpaid_assist,M_25_34_No_unpad_asst_prvided,M_25_34_Unpaid_assist_ns,M_25_34_Tot,M_35_44_Prvided_unpaid_assist,M_35_44_No_unpad_asst_prvided,M_35_44_Unpaid_assist_ns,M_35_44_Tot,M_45_54_Prvided_unpaid_assist,M_45_54_No_unpad_asst_prvided,M_45_54_Unpaid_assist_ns,M_45_54_Tot,M_55_64_Prvided_unpaid_assist,M_55_64_No_unpad_asst_prvided,M_55_64_Unpaid_assist_ns,M_55_64_Tot,M_65_74_Prvided_unpaid_assist,M_65_74_No_unpad_asst_prvided,M_65_74_Unpaid_assist_ns,M_65_74_Tot,M_75_84_Prvided_unpaid_assist,M_75_84_No_unpad_asst_prvided,M_75_84_Unpaid_assist_ns,M_75_84_Tot,M_85_ov_Prvided_unpaid_assist,M_85_ov_No_unpad_asst_prvided,M_85_ov_Unpaid_assist_ns,M_85_ov_Tot,M_Tot_prvided_unpaid_assist,M_Tot_No_unpaid_asst_prvided,M_Tot_Unpaid_assist_ns,M_Tot_Tot,F_15_19_Prvided_unpaid_assist,F_15_19_No_unpad_asst_prvided,F_15_19_Unpaid_assist_ns,F_15_19_Tot,F_20_24_Prvided_unpaid_assist,F_20_24_No_unpad_asst_prvided,F_20_24_Unpaid_assist_ns,F_20_24_Tot,F_25_34_Prvided_unpaid_assist,F_25_34_No_unpad_asst_prvided,F_25_34_Unpaid_assist_ns,F_25_34_Tot,F_35_44_Prvided_unpaid_assist,F_35_44_No_unpad_asst_prvided,F_35_44_Unpaid_assist_ns,F_35_44_Tot,F_45_54_Prvided_unpaid_assist,F_45_54_No_unpad_asst_prvided,F_45_54_Unpaid_assist_ns,F_45_54_Tot,F_55_64_Prvided_unpaid_assist,F_55_64_No_unpad_asst_prvided,F_55_64_Unpaid_assist_ns,F_55_64_Tot,F_65_74_Prvided_unpaid_assist,F_65_74_No_unpad_asst_prvided,F_65_74_Unpaid_assist_ns,F_65_74_Tot,F_75_84_Prvided_unpaid_assist,F_75_84_No_unpad_asst_prvided,F_75_84_Unpaid_assist_ns,F_75_84_Tot,F_85_ov_Prvided_unpaid_assist,F_85_ov_No_unpad_asst_prvided,F_85_ov_Unpaid_assist_ns,F_85_ov_Tot,F_Tot_prvided_unpaid_assist,F_Tot_No_unpaid_asst_prvided,F_Tot_Unpaid_assist_ns,F_Tot_Tot,P_15_19_Prvided_unpaid_assist,P_15_19_No_unpad_asst_prvided,P_15_19_Unpaid_assist_ns,P_15_19_Tot,P_20_24_Prvided_unpaid_assist,P_20_24_No_unpad_asst_prvided,P_20_24_Unpaid_assist_ns,P_20_24_Tot,P_25_34_Prvided_unpaid_assist,P_25_34_No_unpad_asst_prvided,P_25_34_Unpaid_assist_ns,P_25_34_Tot,P_35_44_Prvided_unpaid_assist,P_35_44_No_unpad_asst_prvided,P_35_44_Unpaid_assist_ns,P_35_44_Tot,P_45_54_Prvided_unpaid_assist,P_45_54_No_unpad_asst_prvided,P_45_54_Unpaid_assist_ns,P_45_54_Tot,P_55_64_Prvided_unpaid_assist,P_55_64_No_unpad_asst_prvided,P_55_64_Unpaid_assist_ns,P_55_64_Tot,P_65_74_Prvided_unpaid_assist,P_65_74_No_unpad_asst_prvided,P_65_74_Unpaid_assist_ns,P_65_74_Tot,P_75_84_Prvided_unpaid_assist,P_75_84_No_unpad_asst_prvided,P_75_84_Unpaid_assist_ns,P_75_84_Tot,P_85_ov_Prvided_unpaid_assist,P_85_ov_No_unpad_asst_prvided,P_85_ov_Unpaid_assist_ns,P_85_ov_Tot,P_Tot_prvided_unpaid_assist,P_Tot_No_unpaid_asst_prvided,P_Tot_Unpaid_assist_ns,P_Tot_Tot
CED121,201,4054,583,4838,202,3002,342,3546,428,5340,591,6359,900,7398,741,9039,1292,8121,720,10133,1330,7605,694,9629,730,5362,678,6770,307,2441,567,3315,67,620,170,857,5457,43943,5086,54486,278,3683,537,4498,239,2872,195,3306,802,5527,388,6717,1577,7620,489,9686,2071,7459,489,10019,2141,6825,557,9523,890,4936,668,6494,324,2767,759,3850,71,1316,319,1706,8393,43005,4401,55799,479,7737,1120,9336,441,5874,537,6852,1230,10867,979,13076,2477,15018,1230,18725,3363,15580,1209,20152,3471,14430,1251,19152,1620,10298,1346,13264,631,5208,1326,7165,138,1936,489,2563,13850,86948,9487,110285
CED122,191,4059,627,4877,224,3794,399,4417,539,7602,839,8980,815,7837,837,9489,1133,7574,735,9442,1130,6560,673,8363,548,3935,560,5043,251,1845,441,2537,34,539,151,724,4865,43745,5262,53872,227,3954,519,4700,298,3636,230,4164,1025,7178,436,8639,1468,7541,532,9541,1851,6947,486,9284,1888,5705,543,8136,765,3686,565,5016,300,2456,679,3435,52,1260,230,1542,7874,42363,4220,54457,418,8013,1146,9577,522,7430,629,8581,1564,14780,1275,17619,2283,15378,1369,19030,2984,14521,1221,18726,3018,12265,1216,16499,1313,7621,1125,10059,551,4301,1120,5972,86,1799,381,2266,12739,86108,9482,108329
CED123,152,3694,617,4463,304,6545,938,7787,607,12047,1709,14363,883,9711,1316,11910,1205,7495,1017,9717,947,5728,834,7509,518,3862,683,5063,317,2359,529,3205,73,763,203,1039,5006,52204,7846,65056,152,3622,474,4248,338,6473,669,7480,1024,12335,1169,14528,1484,9838,943,12265,1843,7179,731,9753,1576,5656,681,7913,830,4115,706,5651,400,3012,721,4133,79,1568,317,1964,7726,53798,6411,67935,304,7316,1091,8711,642,13018,1607,15267,1631,24382,2878,28891,2367,19549,2259,24175,3048,14674,1748,19470,2523,11384,1515,15422,1348,7977,1389,10714,717,5371,1250,7338,152,2331,520,3003,12732,106002,14257,132991
CED124,219,4448,610,5277,246,4574,606,5426,743,9205,810,10758,947,8792,721,10460,1037,7734,686,9457,990,6745,587,8322,500,3555,502,4557,171,1418,364,1953,41,344,138,523,4894,46815,5024,56733,259,4430,542,5231,365,4653,378,5396,1286,9437,736,11459,1659,8518,674,10851,1819,7563,615,9997,1766,6275,556,8597,622,3437,523,4582,205,1832,502,2539,53,864,276,1193,8034,47009,4802,59845,478,8878,1152,10508,611,9227,984,10822,2029,18642,1546,22217,2606,17310,1395,21311,2856,15297,1301,19454,2756,13020,1143,16919,1122,6992,1025,9139,376,3250,866,4492,94,1208,414,1716,12928,93824,9826,116578
CED125,202,3416,470,4088,149,2191,218,2558,382,3989,316,4687,729,5664,421,6814,1186,6834,530,8550,1349,7325,617,9291,901,6257,711,7869,458,3488,769,4715,125,1006,306,1437,5481,40170,4358,50009,215,3185,414,3814,213,2136,131,2480,673,4285,207,5165,1328,6018,364,7710,1983,7058,431,9472,2259,6855,547,9661,1200,6275,774,8249,534,3894,992,5420,95,1854,508,2457,8500,41560,4368,54428,417,6601,884,7902,362,4327,349,5038,1055,8274,523,9852,2057,11682,785,14524,3169,13892,961,18022,3608,14180,1164,18952,2101,12532,1485,16118,992,7382,1761,10135,220,2860,814,3894,13981,81730,8726,104437
CED126,196,4662,692,5550,208,4239,340,4787,601,8054,603,9258,959,8291,596,9846,1033,7360,586,8979,941,6338,515,7794,489,3194,424,4107,174,1308,280,1762,35,367,90,492,4636,43813,4126,52575,293,4341,572,5206,357,4145,319,4821,1165,8130,549,9844,1744,8219,583,10546,1897,7244,576,9717,1631,5923,561,8115,602,3099,446,4147,178,1703,355,2236,26,852,148,1026,7893,43656,4109,55658,489,9003,1264,10756,565,8384,659,9608,1766,16184,1152,19102,2703,16510,1179,20392,2930,14604,1162,18696,2572,12261,1076,15909,1091,6293,870,8254,352,3011,635,3998,61,1219,238,1518,12529,87469,8235,108233
CED127,126,3719,462,4307,158,3285,231,3674,376,6391,430,7197,751,8836,523,10110,1156,8203,532,9891,1173,6614,459,8246,676,4888,414,5978,330,2495,369,3194,129,1081,221,1431,4875,45512,3641,54028,129,3400,349,3878,184,3018,174,3376,611,6427,373,7411,1269,9327,509,11105,1964,7991,414,10369,2017,6204,433,8654,1014,4803,465,6282,413,3225,586,4224,94,2057,501,2652,7695,46452,3804,57951,255,7119,811,8185,342,6303,405,7050,987,12818,803,14608,2020,18163,1032,21215,3120,16194,946,20260,3190,12818,892,16900,1690,9691,879,12260,743,5720,955,7418,223,3138,722,4083,12570,91964,7445,111979
CED128,215,4312,498,5025,196,3770,270,4236,464,6235,427,7126,844,7810,567,9221,1281,8075,652,10008,1282,7252,571,9105,618,4214,495,5327,239,1919,321,2479,64,545,161,770,5203,44132,3962,53297,227,3998,462,4687,282,3443,218,3943,815,6043,345,7203,1545,8002,536,10083,2181,8062,576,10819,2069,6863,542,9474,855,4381,510,5746,304,2355,497,3156,61,1262,328,1651,8339,44409,4014,56762,442,8310,960,9712,478,7213,488,8179,1279,12278,772,14329,2389,15812,1103,19304,3462,16137,1228,20827,3351,14115,1113,18579,1473,8595,1005,11073,543,4274,818,5635,125,1807,489,2421,13542,88541,7976,110059
CED129,263,4749,659,5671,317,4708,361,5386,746,8374,598,9718,979,7867,605,9451,1166,8090,593,9849,1018,6814,542,8374,521,3797,484,4802,224,1767,357,2348,40,404,95,539,5274,46570,4294,56138,312,4442,548,5302,463,4479,298,5240,1224,8177,594,9995,1688,7635,607,9930,2094,7951,540,10585,1722,6326,558,8606,639,3657,540,4836,232,2141,432,2805,31,693,201,925,8405,45501,4318,58224,575,9191,1207,10973,780,9187,659,10626,1970,16551,1192,19713,2667,15502,1212,19381,3260,16041,1133,20434,2740,13140,1100,16980,1160,7454,1024,9638,456,3908,789,5153,71,1097,296,1464,13679,92071,8612,114362
CED130,180,4400,439,5019,193,3855,185,4233,401,6540,344,7285,927,9134,426,10487,1077,8210,368,9655,1080,6385,304,7769,580,4026,288,4894,247,1551,237,2035,60,491,133,684,4745,44592,2724,52061,211,4075,328,4614,253,3736,159,4148,701,6967,314,7982,1486,9730,365,11581,1783,7845,331,9959,1748,6249,335,8332,807,3745,318,4870,233,1947,377,2557,41,1198,362,1601,7263,45492,2889,55644,391,8475,767,9633,446,7591,344,8381,1102,13507,658,15267,2413,18864,791,22068,2860,16055,699,19614,2828,12634,639,16101,1387,7771,606,9764,480,3498,614,4592,101,1689,495,2285,12008,90084,5613,107705
