region_id,SEO_Males,SEO_Females,SEO_Persons,SOL_Arabic_M,SOL_Arabic_F,SOL_Arabic_P,SOL_Assyrian_M,SOL_Assyrian_F,SOL_Assyrian_P,SOL_Aus_Indig_Lang_M,SOL_Aus_Indig_Lang_F,SOL_Aus_Indig_Lang_P,SOL_Chin_lang_Cant_M,SOL_Chin_lang_Cant_F,SOL_Chin_lang_Cant_P,SOL_Chin_lang_Mand_M,SOL_Chin_lang_Mand_F,SOL_Chin_lang_Mand_P,SOL_Chin_lang_Other_M,SOL_Chin_lang_Other_F,SOL_Chin_lang_Other_P,SOL_Chin_lang_Tot_M,SOL_Chin_lang_Tot_F,SOL_Chin_lang_Tot_P,SOL_Croatian_M,SOL_Croatian_F,SOL_Croatian_P,SOL_Dutch_M,SOL_Dutch_F,SOL_Dutch_P,SOL_French_M,SOL_French_F,SOL_French_P,SOL_German_M,SOL_German_F,SOL_German_P,SOL_Greek_M,SOL_Greek_F,SOL_Greek_P,SOL_Hungarian_M,SOL_Hungarian_F,SOL_Hungarian_P,SOL_In_Ar_Lang_Beng_M,SOL_In_Ar_Lang_Beng_F,SOL_In_Ar_Lang_Beng_P,SOL_In_Ar_Lang_Hind_M,SOL_In_Ar_Lang_Hind_F,SOL_In_Ar_Lang_Hind_P,SOL_In_Ar_Lang_Punj_M,SOL_In_Ar_Lang_Punj_F,SOL_In_Ar_Lang_Punj_P,SOL_In_Ar_Lang_Sinh_M,SOL_In_Ar_Lang_Sinh_F,SOL_In_Ar_Lang_Sinh_P,SOL_In_Ar_Lang_Urdu_M,SOL_In_Ar_Lang_Urdu_F,SOL_In_Ar_Lang_Urdu_P,SOL_In_Ar_Lang_Othr_M,SOL_In_Ar_Lang_Othr_F,SOL_In_Ar_Lang_Othr_P,SOL_In_Ar_Lang_Tot_M,SOL_In_Ar_Lang_Tot_F,SOL_In_Ar_Lang_Tot_P,SOL_Ir_Lang_Dari_M,SOL_Ir_Lang_Dari_F,SOL_Ir_Lang_Dari_P,SOL_Ir_La_Pe_excl_Da_M,SOL_Ir_La_Pe_excl_Da_F,SOL_Ir_La_Pe_excl_Da_P,SOL_Irani_Lan_Othr_M,SOL_Irani_Lan_Othr_F,SOL_Irani_Lan_Othr_P,SOL_Iran_Lan_Tot_M,SOL_Iran_Lan_Tot_F,SOL_Iran_Lan_Tot_P,SOL_Italian_M,SOL_Italian_F,SOL_Italian_P,SOL_Japanese_M,SOL_Japanese_F,SOL_Japanese_P,SOL_Khmer_M,SOL_Khmer_F,SOL_Khmer_P,SOL_Korean_M,SOL_Korean_F,SOL_Korean_P,SOL_Macedonian_M,SOL_Macedonian_F,SOL_Macedonian_P,SOL_Maltese_M,SOL_Maltese_F,SOL_Maltese_P,SOL_Polish_M,SOL_Polish_F,SOL_Polish_P,SOL_Portuguese_M,SOL_Portuguese_F,SOL_Portuguese_P,SOL_Russian_M,SOL_Russian_F,SOL_Russian_P,SOL_Samoan_M,SOL_Samoan_F,SOL_Samoan_P,SOL_Serbian_M,SOL_Serbian_F,SOL_Serbian_P,SOL_Se_As_A_L_Filipino_M,SOL_Se_As_A_L_Filipino_F,SOL_Se_As_A_L_Filipino_P,SOL_Se_As_A_L_Indon_M,SOL_Se_As_A_L_Indon_F,SOL_Se_As_A_L_Indon_P,SOL_Se_As_A_L_Tagal_M,SOL_Se_As_A_L_Tagal_F,SOL_Se_As_A_L_Tagal_P,SOL_Se_As_A_L_Othr_M,SOL_Se_As_A_L_Othr_F,SOL_Se_As_A_L_Othr_P,SOL_Se_As_A_L_Tot_M,SOL_Se_As_A_L_Tot_F,SOL_Se_As_A_L_Tot_P,SOL_Spanish_M,SOL_Spanish_F,SOL_Spanish_P,SOL_Tamil_M,SOL_Tamil_F,SOL_Tamil_P,SOL_Thai_M,SOL_Thai_F,SOL_Thai_P,SOL_Turkish_M,SOL_Turkish_F,SOL_Turkish_P,SOL_Vietnamese_M,SOL_Vietnamese_F,SOL_Vietnamese_P,SOL_Other_M,SOL_Other_F,SOL_Other_P,SOL_Tot_M,SOL_Tot_F,SOL_Tot_P,Language_spoken_home_ns_M,Language_spoken_home_ns_F,Language_spoken_home_ns_P,Total_M,Total_F,Total_P
CED111,60321,63359,123680,84,67,151,0,0,0,66,62,128,85,81,166,71,100,171,23,26,49,179,207,386,11,15,26,105,126,231,104,129,233,230,305,535,32,44,76,20,29,49,13,5,18,27,39,66,470,442,912,7,5,12,10,7,17,7,4,11,534,502,1036,3,0,3,8,3,11,0,0,0,11,3,14,156,162,318,33,52,85,3,3,6,11,8,19,3,0,3,19,21,40,27,43,70,11,10,21,10,15,25,4,14,18,9,18,27,9,77,86,23,41,64,19,107,126,16,25,41,67,250,317,99,104,203,10,10,20,28,56,84,4,9,13,16,31,47,596,601,1197,2482,2896,5378,3165,2624,5789,65968,68879,134847
CED112,57757,59363,117120,765,707,1472,35,17,52,0,6,6,281,294,575,1095,854,1949,357,237,594,1733,1385,3118,301,321,622,133,189,322,123,118,241,244,333,577,646,717,1363,45,63,108,47,34,81,127,128,255,18,15,33,65,69,134,95,58,153,96,89,185,448,393,841,3,0,3,183,163,346,21,16,37,207,179,386,1297,1451,2748,67,95,162,6,7,13,65,101,166,1237,1182,2419,38,46,84,127,169,296,119,130,249,62,63,125,28,25,53,593,606,1199,44,105,149,125,130,255,67,137,204,44,60,104,280,432,712,484,570,1054,61,41,102,124,215,339,354,313,667,278,315,593,969,993,1962,10869,11182,22051,2994,2610,5604,71620,73155,144775
CED113,61017,65149,126166,129,92,221,4,10,14,14,15,29,133,168,301,83,138,221,8,22,30,224,328,552,45,47,92,98,131,229,60,98,158,157,176,333,152,162,314,33,36,69,13,21,34,50,58,108,21,14,35,11,8,19,26,27,53,36,34,70,157,162,319,3,3,6,24,20,44,4,5,9,31,28,59,320,261,581,46,60,106,6,3,9,23,41,64,13,7,20,102,100,202,36,56,92,32,39,71,40,63,103,23,24,47,51,57,108,53,115,168,43,53,96,58,165,223,14,17,31,168,350,518,219,223,442,15,19,34,35,90,125,20,23,43,39,38,77,502,520,1022,2794,3259,6053,2916,2907,5823,66727,71315,138042
CED114,59252,60149,119401,112,87,199,0,3,3,32,30,62,91,99,190,95,127,222,21,18,39,207,244,451,215,215,430,110,153,263,131,134,265,341,422,763,220,201,421,62,58,120,51,35,86,100,110,210,95,73,168,31,32,63,53,31,84,65,60,125,395,341,736,3,0,3,20,16,36,6,7,13,29,23,52,495,442,937,30,53,83,5,3,8,15,22,37,511,465,976,40,35,75,92,106,198,42,34,76,53,64,117,48,45,93,183,165,348,45,109,154,43,75,118,62,121,183,15,34,49,165,339,504,142,141,283,21,22,43,41,81,122,20,22,42,86,88,174,548,590,1138,4391,4628,9019,3824,3146,6970,67467,67923,135390
CED115,61186,62929,124115,83,50,133,0,0,0,37,42,79,71,75,146,48,62,110,8,8,16,127,145,272,38,42,80,67,71,138,40,55,95,107,141,248,125,136,261,17,15,32,60,40,100,78,64,142,71,45,116,26,24,50,17,15,32,187,158,345,439,346,785,0,0,0,10,7,17,6,0,6,16,7,23,328,308,636,15,13,28,10,3,13,19,24,43,9,3,12,10,12,22,22,31,53,8,11,19,21,24,45,5,5,10,23,18,41,46,88,134,7,17,24,37,93,130,9,27,36,99,225,324,48,49,97,31,28,59,11,59,70,6,7,13,22,16,38,439,426,865,2222,2312,4534,3385,2972,6357,66793,68213,135006
CED116,21046,20230,41276,5037,4899,9936,2598,2687,5285,3,5,8,3446,3849,7295,1618,1769,3387,1317,1461,2778,6381,7079,13460,904,954,1858,26,20,46,130,146,276,116,128,244,483,530,1013,60,69,129,32,40,72,1584,1727,3311,83,57,140,32,28,60,187,213,400,124,93,217,2042,2158,4200,33,39,72,162,157,319,153,142,295,348,338,686,1812,1978,3790,13,31,44,2780,2995,5775,26,24,50,648,632,1280,187,195,382,282,345,627,152,165,317,128,222,350,777,830,1607,2448,2515,4963,242,334,576,104,113,217,521,657,1178,117,130,247,984,1234,2218,2163,2363,4526,48,70,118,268,432,700,416,395,811,14266,15580,29846,2719,2883,5602,48245,51902,100147,3898,3643,7541,73189,75775,148964
CED117,58741,61194,119935,81,67,148,5,3,8,10,9,19,107,112,219,56,70,126,13,17,30,176,199,375,142,144,286,75,116,191,75,94,169,204,277,481,247,216,463,35,36,71,13,9,22,25,32,57,10,4,14,3,14,17,15,8,23,8,14,22,74,81,155,0,0,0,26,23,49,3,0,3,29,23,52,389,360,749,29,41,70,5,5,10,15,20,35,527,506,1033,123,103,226,47,66,113,60,68,128,20,35,55,6,8,14,100,103,203,16,60,76,13,21,34,26,102,128,6,20,26,61,203,264,215,241,456,13,13,26,42,97,139,75,74,149,44,49,93,338,329,667,3262,3586,6848,3566,2867,6433,65569,67647,133216
CED118,43066,45243,88309,1532,1511,3043,27,31,58,19,23,42,1595,1881,3476,2287,2756,5043,274,325,599,4156,4962,9118,206,260,466,75,83,158,335,338,673,277,297,574,3082,3293,6375,108,113,221,503,289,792,442,391,833,98,49,147,59,51,110,63,58,121,1528,1053,2581,2693,1891,4584,7,3,10,111,94,205,8,4,12,126,101,227,2687,3075,5762,247,401,648,33,44,77,309,455,764,256,251,507,87,105,192,225,285,510,1040,1071,2111,115,174,289,60,53,113,236,271,507,224,348,572,340,435,775,392,558,950,55,74,129,1011,1415,2426,1090,1145,2235,146,128,274,364,496,860,305,310,615,1609,1752,3361,1450,1482,2932,23906,25816,49722,4949,4260,9209,71921,75319,147240
CED119,46343,46441,92784,1984,1978,3962,45,58,103,9,17,26,1106,1210,2316,1017,1160,2177,116,125,241,2239,2495,4734,339,345,684,74,99,173,185,231,416,163,181,344,642,610,1252,122,125,247,502,479,981,2717,2729,5446,2583,2126,4709,686,676,1362,445,448,893,1586,1450,3036,8519,7908,16427,391,382,773,498,503,1001,216,219,435,1105,1104,2209,667,702,1369,37,64,101,18,22,40,503,523,1026,55,49,104,739,774,1513,255,307,562,81,90,171,171,217,388,184,176,360,285,269,554,799,948,1747,400,459,859,1446,1730,3176,56,89,145,2701,3226,5927,582,734,1316,2117,2086,4203,90,167,257,521,541,1062,147,212,359,2883,3036,5919,27462,28346,55808,3490,2656,6146,77295,77443,154738
CED120,51521,51726,103247,2824,2827,5651,56,49,105,7,5,12,907,974,1881,645,744,1389,99,108,207,1651,1826,3477,275,290,565,55,87,142,164,200,364,167,190,357,1714,1789,3503,56,69,125,197,163,360,782,843,1625,148,116,264,80,84,164,154,165,319,367,359,726,1728,1730,3458,25,36,61,63,56,119,47,52,99,135,144,279,761,838,1599,62,84,146,78,97,175,51,82,133,635,649,1284,103,124,227,254,286,540,136,130,266,94,120,214,145,147,292,659,727,1386,158,235,393,229,263,492,251,379,630,24,33,57,662,910,1572,653,702,1355,273,257,530,61,137,198,165,136,301,1096,1189,2285,1288,1339,2627,16008,17160,33168,2692,2587,5279,70221,71473,141694
CED121,63266,64496,127762,206,151,357,0,3,3,19,20,39,63,85,148,65,93,158,8,9,17,136,187,323,99,91,190,81,99,180,50,67,117,154,172,326,195,158,353,25,26,51,7,6,13,25,30,55,6,7,13,11,10,21,20,12,32,18,10,28,87,75,162,4,3,7,6,5,11,5,0,5,15,8,23,302,270,572,10,13,23,13,19,32,21,21,42,37,26,63,95,74,169,40,53,93,21,22,43,19,33,52,11,6,17,62,48,110,8,40,48,14,17,31,32,64,96,15,17,32,69,138,207,104,102,206,12,9,21,26,40,66,18,20,38,39,52,91,390,416,806,2356,2419,4775,3693,2909,6602,69315,69824,139139
CED122,63799,64624,128423,55,42,97,0,0,0,10,11,21,124,139,263,75,73,148,4,11,15,203,223,426,18,11,29,39,48,87,53,50,103,83,115,198,36,34,70,10,10,20,26,22,48,36,29,65,36,20,56,18,8,26,44,38,82,21,19,40,181,136,317,0,0,0,11,4,15,3,4,7,14,8,22,92,65,157,15,26,41,5,3,8,21,13,34,5,9,14,26,22,48,41,78,119,33,28,61,14,19,33,6,8,14,12,15,27,32,75,107,11,23,34,34,125,159,8,13,21,85,236,321,66,70,136,16,10,26,32,79,111,7,0,7,30,27,57,431,378,809,1639,1774,3413,3799,2752,6551,69237,69150,138387
CED123,45023,46070,91093,1003,1010,2013,301,280,581,9,7,16,2547,2972,5519,3382,3868,7250,445,477,922,6374,7317,13691,274,310,584,78,109,187,683,720,1403,347,410,757,3303,3712,7015,161,223,384,1032,818,1850,378,363,741,87,74,161,114,122,236,166,94,260,248,213,461,2025,1684,3709,29,26,55,246,205,451,11,5,16,286,236,522,1053,1142,2195,228,340,568,34,40,74,330,377,707,68,80,148,189,229,418,274,344,618,557,588,1145,968,1204,2172,46,40,86,245,286,531,199,315,514,1838,1872,3710,324,501,825,278,304,582,2639,2992,5631,1472,1669,3141,142,109,251,292,492,784,534,540,1074,351,415,766,1653,1685,3338,25919,28590,54509,6752,5128,11880,77694,79788,157482
CED124,60107,61936,122043,965,947,1912,73,67,140,15,5,20,218,251,469,233,358,591,36,35,71,487,644,1131,375,373,748,119,115,234,98,106,204,157,211,368,485,483,968,105,121,226,92,80,172,493,548,1041,436,350,786,126,113,239,245,221,466,197,204,401,1589,1516,3105,63,62,125,118,118,236,40,49,89,221,229,450,546,534,1080,21,44,65,39,38,77,61,80,141,70,71,141,538,534,1072,185,205,390,28,42,70,42,74,116,320,331,651,183,184,367,246,338,584,54,87,141,465,703,1168,22,61,83,787,1189,1976,370,448,818,122,137,259,63,140,203,167,143,310,90,124,214,1162,1180,2342,9483,10315,19798,3768,3374,7142,73358,75625,148983
CED125,57764,61573,119337,41,29,70,3,0,3,18,26,44,59,72,131,45,38,83,8,9,17,112,119,231,24,30,54,88,113,201,64,74,138,156,175,331,34,35,69,19,17,36,15,9,24,28,21,49,12,12,24,8,9,17,5,6,11,15,18,33,83,75,158,0,0,0,11,8,19,3,0,3,14,8,22,106,89,195,26,50,76,0,4,4,12,19,31,0,3,3,20,26,46,21,27,48,8,14,22,7,24,31,5,6,11,12,4,16,18,41,59,8,17,25,15,65,80,5,18,23,46,141,187,55,67,122,8,8,16,31,60,91,14,8,22,25,34,59,262,265,527,1314,1550,2864,2669,2546,5215,61747,65669,127416
CED126,55881,57922,113803,1280,1147,2427,84,74,158,0,3,3,376,373,749,218,278,496,27,38,65,621,689,1310,289,288,577,64,67,131,139,137,276,145,188,333,314,302,616,68,68,136,90,90,180,492,553,1045,151,109,260,68,88,156,150,136,286,119,121,240,1070,1097,2167,74,78,152,90,73,163,20,16,36,184,167,351,841,779,1620,13,27,40,134,156,290,32,31,63,115,122,237,266,246,512,184,209,393,58,55,113,97,145,242,541,587,1128,216,224,440,177,272,449,127,154,281,333,484,817,51,70,121,688,980,1668,838,941,1779,77,70,147,73,154,227,58,58,116,279,276,555,1308,1399,2707,10076,10686,20762,3086,2838,5924,69043,71446,140489
CED127,57337,59371,116708,154,123,277,4,4,8,4,5,9,389,489,878,489,575,1064,51,66,117,929,1130,2059,243,281,524,238,291,529,323,337,660,556,619,1175,227,243,470,65,76,141,15,17,32,114,107,221,210,117,327,13,17,30,18,19,37,107,81,188,477,358,835,7,9,16,118,121,239,13,8,21,138,138,276,1029,1044,2073,199,302,501,7,15,22,179,216,395,29,22,51,8,16,24,99,135,234,352,392,744,94,118,212,9,33,42,481,528,1009,80,135,215,89,109,198,188,266,454,12,34,46,369,544,913,369,455,824,19,14,33,91,197,288,31,38,69,112,124,236,1411,1521,2932,8246,9319,17565,2823,2574,5397,68406,71264,139670
CED128,61159,63720,124879,149,125,274,10,13,23,11,9,20,122,166,288,99,129,228,13,22,35,234,317,551,78,83,161,134,187,321,123,153,276,283,338,621,206,183,389,72,90,162,8,10,18,51,50,101,18,17,35,13,11,24,20,27,47,13,10,23,123,125,248,3,0,3,20,14,34,0,3,3,23,17,40,296,271,567,54,90,144,15,22,37,31,46,77,97,100,197,285,249,534,113,125,238,30,38,68,69,81,150,11,13,24,39,31,70,25,66,91,14,30,44,37,114,151,5,23,28,81,233,314,211,248,459,16,9,25,36,74,110,12,10,22,44,61,105,444,475,919,3330,3816,7146,3229,2954,6183,67718,70490,138208
CED129,32754,32443,65197,5914,5732,11646,5483,5843,11326,6,0,6,1373,1458,2831,921,974,1895,516,533,1049,2810,2965,5775,1248,1305,2553,39,53,92,137,147,284,142,150,292,737,730,1467,85,80,165,33,28,61,803,840,1643,159,148,307,104,110,214,135,130,265,185,191,376,1419,1447,2866,142,150,292,260,272,532,103,94,197,505,516,1021,2482,2638,5120,16,27,43,810,950,1760,70,85,155,331,401,732,970,1019,1989,214,256,470,110,107,217,107,149,256,321,367,688,685,752,1437,383,476,859,138,172,310,682,833,1515,57,67,124,1260,1548,2808,2487,2680,5167,193,199,392,88,138,226,730,706,1436,4128,4471,8599,1977,2029,4006,35504,37490,72994,2655,2605,5260,70913,72538,143451
