region_id,Pre_school_M,Pre_school_F,Pre_school_P,Infants_Primary_Government_M,Infants_Primary_Government_F,Infants_Primary_Government_P,Infants_Primary_Catholic_M,Infants_Primary_Catholic_F,Infants_Primary_Catholic_P,Infnts_Primry_Othr_Non_Govt_M,Infnts_Primry_Othr_Non_Govt_F,Infnts_Primry_Othr_Non_Govt_P,Infants_Primary_Tot_M,Infants_Primary_Tot_F,Infants_Primary_Tot_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_Non_Govt_M,Secondary_Other_Non_Govt_F,Secondary_Other_Non_Govt_P,Secondary_Tot_M,Secondary_Tot_F,Secondary_Tot_P,Tec_Furt_Educ_inst_Ft_15_24_M,Tec_Furt_Educ_inst_Ft_15_24_F,Tec_Furt_Educ_inst_Ft_15_24_P,Tec_Furt_Educ_inst_Ft_25_ov_M,Tec_Furt_Educ_inst_Ft_25_ov_F,Tec_Furt_Educ_inst_Ft_25_ov_P,Tec_Furt_Educ_inst_Pt_15_24_M,Tec_Furt_Educ_inst_Pt_15_24_F,Tec_Furt_Educ_inst_Pt_15_24_P,Tec_Furt_Educ_inst_Pt_25_ov_M,Tec_Furt_Educ_inst_Pt_25_ov_F,Tec_Furt_Educ_inst_Pt_25_ov_P,Tec_Furt_Educ_inst_F_Pt_ns_M,Tec_Furt_Educ_inst_F_Pt_ns_F,Tec_Furt_Educ_inst_F_Pt_ns_P,Tec_Furt_Educ_inst_Tot_M,Tec_Furt_Educ_inst_Tot_F,Tec_Furt_Educ_inst_Tot_P,Uni_othr_Tert_Inst_Ft_15_24_M,Uni_othr_Tert_Inst_Ft_15_24_F,Uni_othr_Tert_Inst_Ft_15_24_P,Uni_othr_Tert_Inst_Ft_25_ov_M,Uni_othr_Tert_Inst_Ft_25_ov_F,Uni_othr_Tert_Inst_Ft_25_ov_P,Uni_othr_Tert_Inst_Pt_15_24_M,Uni_othr_Tert_Inst_Pt_15_24_F,Uni_othr_Tert_Inst_Pt_15_24_P,Uni_othr_Tert_Inst_Pt_25_ov_M,Uni_othr_Tert_Inst_Pt_25_ov_F,Uni_othr_Tert_Inst_Pt_25_ov_P,Uni_othr_Tert_Inst_F_Pt_ns_M,Uni_othr_Tert_Inst_F_Pt_ns_F,Uni_othr_Tert_Inst_F_Pt_ns_P,Uni_other_Tert_Instit_Tot_M,Uni_other_Tert_Instit_Tot_F,Uni_other_Tert_Instit_Tot_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P
CED101,1185,1072,2257,4015,3523,7538,1121,1138,2259,462,513,975,5598,5174,10772,2996,3025,6021,1288,1031,2319,644,702,1346,4928,4758,9686,418,377,795,226,424,650,554,229,783,485,758,1243,33,15,48,1716,1803,3519,2352,2747,5099,670,705,1375,249,256,505,620,765,1385,33,48,81,3924,4521,8445,223,233,456,269,521,790,7,13,20,499,767,1266,4557,4620,9177,22407,22715,45122
CED102,1123,1046,2169,3268,2960,6228,1260,1244,2504,539,506,1045,5067,4710,9777,2211,2248,4459,1227,1171,2398,543,487,1030,3981,3906,7887,361,320,681,294,390,684,474,216,690,568,707,1275,30,19,49,1727,1652,3379,1843,1958,3801,753,619,1372,199,210,409,695,770,1465,42,39,81,3532,3596,7128,307,278,585,318,421,739,9,18,27,634,717,1351,5290,5083,10373,21354,20710,42064
CED103,1341,1143,2484,3716,3494,7210,1310,1308,2618,454,384,838,5480,5186,10666,2868,2595,5463,1335,1110,2445,615,657,1272,4818,4362,9180,318,278,596,248,447,695,418,212,630,574,842,1416,15,19,34,1573,1798,3371,3716,4294,8010,1077,1041,2118,314,347,661,966,1154,2120,42,49,91,6115,6885,13000,166,203,369,287,489,776,11,11,22,464,703,1167,3781,3738,7519,23572,23815,47387
CED104,1451,1328,2779,4285,4173,8458,958,920,1878,884,756,1640,6127,5849,11976,3319,3177,6496,1136,1098,2234,1392,1210,2602,5847,5485,11332,238,222,460,97,159,256,649,262,911,352,648,1000,19,14,33,1355,1305,2660,2178,2506,4684,329,409,738,267,278,545,717,1004,1721,19,15,34,3510,4212,7722,66,80,146,240,387,627,7,12,19,313,479,792,2210,2173,4383,20813,20831,41644
CED105,1378,1267,2645,4295,3822,8117,1729,1597,3326,962,941,1903,6986,6360,13346,3512,3440,6952,1495,1330,2825,630,599,1229,5637,5369,11006,600,548,1148,311,638,949,601,278,879,604,840,1444,62,38,100,2178,2342,4520,1757,2127,3884,438,497,935,207,264,471,408,491,899,29,34,63,2839,3413,6252,229,321,550,269,490,759,17,28,45,515,839,1354,7674,7045,14719,27207,26635,53842
CED106,1523,1363,2886,4369,4158,8527,917,887,1804,1617,1551,3168,6903,6596,13499,2306,2001,4307,937,1242,2179,2931,3112,6043,6174,6355,12529,199,191,390,141,254,395,300,205,505,368,727,1095,8,14,22,1016,1391,2407,2695,3021,5716,485,535,1020,295,300,595,892,1141,2033,22,27,49,4389,5024,9413,116,119,235,242,519,761,10,7,17,368,645,1013,3213,3384,6597,23586,24758,48344
CED107,1513,1369,2882,4258,3902,8160,1707,1624,3331,493,476,969,6458,6002,12460,3145,2904,6049,1402,1493,2895,726,780,1506,5273,5177,10450,202,263,465,96,229,325,774,435,1209,621,1034,1655,26,26,52,1719,1987,3706,801,1297,2098,162,272,434,118,227,345,461,915,1376,6,16,22,1548,2727,4275,42,64,106,147,307,454,4,12,16,193,383,576,6161,5020,11181,22865,22665,45530
CED108,1265,1160,2425,4155,3847,8002,793,740,1533,756,716,1472,5704,5303,11007,3085,2911,5996,558,611,1169,764,793,1557,4407,4315,8722,228,222,450,89,192,281,717,364,1081,516,685,1201,19,15,34,1569,1478,3047,899,1165,2064,302,439,741,161,213,374,480,800,1280,7,12,19,1849,2629,4478,66,91,157,179,337,516,4,6,10,249,434,683,3297,3371,6668,18340,18690,37030
CED109,1559,1381,2940,5557,4995,10552,1967,1831,3798,764,755,1519,8288,7581,15869,3976,3865,7841,2066,2006,4072,643,632,1275,6685,6503,13188,554,524,1078,307,562,869,724,405,1129,696,1049,1745,39,31,70,2320,2571,4891,1295,1657,2952,342,462,804,215,240,455,465,632,1097,18,30,48,2335,3021,5356,200,236,436,282,448,730,19,17,36,501,701,1202,6336,6161,12497,28024,27919,55943
CED110,1459,1352,2811,3951,3787,7738,1228,1179,2407,281,274,555,5460,5240,10700,2725,2678,5403,976,1009,1985,413,431,844,4114,4118,8232,203,230,433,94,191,285,730,327,1057,494,738,1232,14,21,35,1535,1507,3042,1232,1632,2864,241,385,626,215,278,493,623,891,1514,18,15,33,2329,3201,5530,68,86,154,247,430,677,3,9,12,318,525,843,3670,3743,7413,18885,19686,38571
CED111,1279,1217,2496,3830,3688,7518,1077,991,2068,707,622,1329,5614,5301,10915,3285,3258,6543,704,729,1433,755,733,1488,4744,4720,9464,210,282,492,170,360,530,574,389,963,593,1190,1783,21,21,42,1568,2242,3810,321,586,907,173,348,521,56,115,171,280,635,915,3,7,10,833,1691,2524,56,118,174,151,363,514,3,12,15,210,493,703,4798,4548,9346,19046,20212,39258
CED112,1501,1493,2994,4225,3856,8081,1130,1160,2290,516,463,979,5871,5479,11350,2856,2751,5607,1305,1340,2645,530,473,1003,4691,4564,9255,297,314,611,195,300,495,774,360,1134,558,806,1364,20,18,38,1844,1798,3642,3064,3166,6230,1188,912,2100,271,280,551,721,1054,1775,22,27,49,5266,5439,10705,106,106,212,214,409,623,3,10,13,323,525,848,4215,4014,8229,23711,23312,47023
CED113,1662,1518,3180,4475,4370,8845,1018,1007,2025,602,550,1152,6095,5927,12022,3562,3375,6937,871,939,1810,536,603,1139,4969,4917,9886,211,247,458,89,235,324,672,345,1017,463,801,1264,16,27,43,1451,1655,3106,710,978,1688,222,433,655,151,193,344,360,787,1147,10,12,22,1453,2403,3856,52,93,145,187,435,622,5,8,13,244,536,780,4438,4683,9121,20312,21639,41951
CED114,1129,1045,2174,3861,3760,7621,1018,932,1950,491,491,982,5370,5183,10553,2983,2909,5892,1107,1129,2236,492,491,983,4582,4529,9111,162,176,338,70,134,204,632,364,996,608,1074,1682,27,12,39,1499,1760,3259,315,476,791,185,286,471,77,121,198,496,988,1484,5,9,14,1078,1880,2958,73,70,143,176,421,597,7,7,14,256,498,754,5054,4527,9581,18968,19422,38390
CED115,1224,1164,2388,3798,3718,7516,1170,1042,2212,543,569,1112,5511,5329,10840,3299,3206,6505,564,636,1200,604,615,1219,4467,4457,8924,231,272,503,131,241,372,638,444,1082,603,1119,1722,23,25,48,1626,2101,3727,341,921,1262,122,275,397,82,132,214,285,640,925,5,8,13,835,1976,2811,76,75,151,140,304,444,4,12,16,220,391,611,5051,4822,9873,18934,20240,39174
CED116,1144,1088,2232,4770,4333,9103,1265,1246,2511,536,535,1071,6571,6114,12685,4557,4281,8838,1142,1197,2339,455,458,913,6154,5936,12090,602,557,1159,232,567,799,568,275,843,530,771,1301,33,40,73,1965,2210,4175,1702,2182,3884,266,387,653,189,246,435,262,406,668,22,26,48,2441,3247,5688,198,329,527,208,462,670,22,21,43,428,812,1240,6288,6213,12501,24991,25620,50611
CED117,1396,1237,2633,4206,4007,8213,663,586,1249,523,486,1009,5392,5079,10471,3236,3224,6460,684,734,1418,581,595,1176,4501,4553,9054,216,195,411,77,194,271,657,378,1035,513,851,1364,24,29,53,1487,1647,3134,470,665,1135,134,333,467,87,117,204,311,708,1019,9,9,18,1011,1832,2843,58,82,140,155,361,516,7,4,11,220,447,667,4969,4518,9487,18976,19313,38289
CED118,1109,982,2091,3071,2882,5953,963,873,1836,343,329,672,4377,4084,8461,1606,1612,3218,809,844,1653,610,438,1048,3025,2894,5919,323,336,659,324,459,783,316,237,553,672,918,1590,24,18,42,1659,1968,3627,2018,2376,4394,1154,1266,2420,236,314,550,1336,2062,3398,31,24,55,4775,6042,10817,297,264,561,358,603,961,17,11,28,672,878,1550,5828,5241,11069,21445,22089,43534
CED119,1815,1598,3413,5275,4860,10135,1706,1696,3402,573,502,1075,7554,7058,14612,3380,3146,6526,1435,1545,2980,565,501,1066,5380,5192,10572,387,370,757,227,401,628,616,300,916,696,1034,1730,31,18,49,1957,2123,4080,1487,1806,3293,329,501,830,232,280,512,748,1021,1769,32,25,57,2828,3633,6461,230,289,519,316,520,836,9,17,26,555,826,1381,4726,3996,8722,24815,24426,49241
CED120,1508,1401,2909,4362,4105,8467,1582,1603,3185,499,476,975,6443,6184,12627,3233,3173,6406,1448,1387,2835,670,619,1289,5351,5179,10530,293,296,589,141,233,374,895,336,1231,562,712,1274,25,23,48,1916,1600,3516,1580,1996,3576,243,351,594,262,255,517,580,787,1367,18,18,36,2683,3407,6090,108,119,227,220,404,624,6,8,14,334,531,865,3775,3827,7602,22010,22129,44139
CED121,1492,1370,2862,4479,4150,8629,1446,1432,2878,484,464,948,6409,6046,12455,3282,3240,6522,1194,1164,2358,497,470,967,4973,4874,9847,172,236,408,81,185,266,778,459,1237,499,979,1478,25,22,47,1555,1881,3436,390,622,1012,130,238,368,72,130,202,340,745,1085,6,9,15,938,1744,2682,89,93,182,156,326,482,6,0,6,251,419,670,5078,4475,9553,20696,20809,41505
