region_id,Num_Psns_UR_1_FamHhold,Num_Psns_UR_1_NonFamHhold,Num_Psns_UR_1_Total,Num_Psns_UR_2_FamHhold,Num_Psns_UR_2_NonFamHhold,Num_Psns_UR_2_Total,Num_Psns_UR_3_FamHhold,Num_Psns_UR_3_NonFamHhold,Num_Psns_UR_3_Total,Num_Psns_UR_4_FamHhold,Num_Psns_UR_4_NonFamHhold,Num_Psns_UR_4_Total,Num_Psns_UR_5_FamHhold,Num_Psns_UR_5_NonFamHhold,Num_Psns_UR_5_Total,Num_Psns_UR_6mo_FamHhold,Num_Psns_UR_6mo_NonFamHhold,Num_Psns_UR_6mo_Total,Total_FamHhold,Total_NonFamHhold,Total_Total
CED101,0,11344,11344,13618,1174,14792,9331,337,9668,9243,145,9388,3979,51,4030,2149,22,2171,38320,13073,51393
CED102,0,11141,11141,14005,1325,15330,8930,313,9243,8292,166,8458,3577,63,3640,2022,38,2060,36826,13046,49872
CED103,0,12410,12410,14496,1501,15997,9067,529,9596,9666,285,9951,3693,118,3811,1464,70,1534,38386,14913,53299
CED104,0,5896,5896,11799,479,12278,7793,75,7868,10119,26,10145,4401,10,4411,1783,6,1789,35895,6492,42387
CED105,0,10047,10047,11083,894,11977,8145,175,8320,8523,67,8590,5117,21,5138,4515,18,4533,37383,11222,48605
CED106,0,9042,9042,13945,687,14632,8139,153,8292,10294,57,10351,4412,25,4437,1516,11,1527,38306,9975,48281
CED107,0,14744,14744,17458,1192,18650,7221,215,7436,7013,82,7095,3685,17,3702,1758,7,1765,37135,16257,53392
CED108,0,10897,10897,15991,988,16979,7659,148,7807,7610,42,7652,3298,13,3311,1335,0,1335,35893,12088,47981
CED109,0,8401,8401,11791,887,12678,9571,135,9706,9989,51,10040,5480,19,5499,4326,8,4334,41157,9501,50658
CED110,0,12859,12859,15982,1348,17330,7781,177,7958,8526,32,8558,3681,7,3688,1219,3,1222,37189,14426,51615
CED111,0,14375,14375,18442,1433,19875,6925,162,7087,6119,33,6152,2907,13,2920,1546,0,1546,35939,16016,51955
CED112,0,14145,14145,16090,1733,17823,7977,546,8523,8497,240,8737,3451,92,3543,1311,34,1345,37326,16790,54116
