"region_id",C11_P_NatPhy_sci_15_19,C11_P_NatPhy_sci_20_24,C11_P_NatPhy_sci_25_34,C11_P_NatPhy_sci_35_44,C11_P_NatPhy_sci_45_54,C11_P_NatPhy_sci_55_64,C11_P_NatPhy_sci_65_74,C11_P_NatPhy_sci_75_84,C11_P_NatPhy_sci_85_ov,C11_P_NatPhy_sci_Tot,C11_P_InfTec_15_19,C11_P_InfTec_20_24,C11_P_InfTec_25_34,C11_P_InfTec_35_44,C11_P_InfTec_45_54,C11_P_InfTec_55_64,C11_P_InfTec_65_74,C11_P_InfTec_75_84,C11_P_InfTec_85_ov,C11_P_InfTec_Tot,C11_P_EngRT_15_19,C11_P_EngRT_20_24,C11_P_EngRT_25_34,C11_P_EngRT_35_44,C11_P_EngRT_45_54,C11_P_EngRT_55_64,C11_P_EngRT_65_74,C11_P_EngRT_75_84,C11_P_EngRT_85_ov,C11_P_EngRT_Tot,C11_P_ArchBuild_15_19,C11_P_ArchBuild_20_24,C11_P_ArchBuild_25_34,C11_P_ArchBuild_35_44,C11_P_ArchBuild_45_54,C11_P_ArchBuild_55_64,C11_P_ArchBuild_65_74,C11_P_ArchBuild_75_84,C11_P_ArchBuild_85o,C11_P_Arch_building_Tot,C11_P_AgEnv_RS_15_19,C11_P_AgEnv_RS_20_24,C11_P_AgEnv_RS_25_34,C11_P_AgEnv_RS_35_44,C11_P_AgEnv_RS_45_54,C11_P_AgEnv_RS_55_64,C11_P_AgEnv_RS_65_74,C11_P_AgEnv_RS_75_84,C11_P_AgEnv_RS_85o,C11_P_AgEnv_RS_Tot,C11_P_Health_15_19,C11_P_Health_20_24,C11_P_Health_25_34,C11_P_Health_35_44,C11_P_Health_45_54,C11_P_Health_55_64,C11_P_Health_65_74,C11_P_Health_75_84,C11_P_Health_85o,C11_P_Healt_To,C11_P_Educ_15_19,C11_P_Educ_20_24,C11_P_Educ_25_34,C11_P_Educ_35_44,C11_P_Educ_45_54,C11_P_Educ_55_64,C11_P_Educ_65_74,C11_P_Educ_75_84,C11_P_Educ_85o,C11_P_Educ_Tot,C11_P_MngtCom_15_19,C11_P_MngtCom_20_24,C11_P_MngtCom_25_34,C11_P_MngtCom_35_44,C11_P_MngtCom_45_54,C11_P_MngtCom_55_64,C11_P_MngtCom_65_74,C11_P_MngtCom_75_84,C11_P_MngtCom_85o,C11_P_MngtCom_Tot,C11_P_Soc_cult_15_19,C11_P_Soc_cult_20_24,C11_P_Soc_cult_25_34,C11_P_Soc_cult_35_44,C11_P_Soc_cult_45_54,C11_P_Soc_cult_55_64,C11_P_Soc_cult_65_74,C11_P_Soc_cult_75_84,C11_P_Soc_cult_85o,C11_P_Society_cultur_Tot,C11_P_Creative_art_15_19,C11_P_Creative_art_20_24,C11_P_Creative_art_25_34,C11_P_Creative_art_35_44,C11_P_Creative_art_45_54,C11_P_Creative_art_55_64,C11_P_Creative_art_65_74,C11_P_Creative_art_75_84,C11_P_Creative_art_85o,C11_P_Creative_arts_Tot,C11_P_FoodHos_PS_15_19,C11_P_FoodHos_PS_20_24,C11_P_FoodHos_PS_25_34,C11_P_FoodHos_PS_35_44,C11_P_FoodHos_PS_45_54,C11_P_FoodHos_PS_55_64,C11_P_FoodHos_PS_65_74,C11_P_FoodHos_PS_75_84,C11_P_FoodHos_PS_85o,C11_P_Foo_hos_pers_S_Tot,C11_P_MixFld_pr_15_19,C11_P_MixFld_pr_20_24,C11_P_MixFld_pr_25_34,C11_P_MixFld_pr_35_44,C11_P_MixFld_pr_45_54,C11_P_MixFld_pr_55_64,C11_P_MixFld_pr_65_74,C11_P_MixFld_pr_75_84,C11_P_MixFld_pr_85_ov,C11_P_MixFld_pr_Tot,C11_P_FldStu_ID_15_19,C11_P_FldStu_ID_20_24,C11_P_FldStu_ID_25_34,C11_P_FldStu_ID_35_44,C11_P_FldStu_ID_45_54,C11_P_FldStu_ID_55_64,C11_P_FldStu_ID_65_74,C11_P_FldStu_ID_75_84,C11_P_FldStu_ID_85o,C11_P_FldStu_ID_Tot,C11_P_FldStu_NS_15_19,C11_P_FldStu_NS_20_24,C11_P_FldStu_NS_25_34,C11_P_FldStu_NS_35_44,C11_P_FldStu_NS_45_54,C11_P_FldStu_NS_55_64,C11_P_FldStu_NS_65_74,C11_P_FldStu_NS_75_84,C11_P_FldStu_NS_85o,C11_P_FldStu_NS_T,C11_P_Tot_15_19,C11_P_Tot_20_24,C11_P_Tot_25_34,C11_P_Tot_35_44,C11_P_Tot_45_54,C11_P_Tot_55_64,C11_P_Tot_65_74,C11_P_Tot_75_84,C11_P_Tot_85o,C11_P_T_T
"1RNSW",43,1089,3565,4399,4086,4057,2213,791,211,20454,460,1710,4451,3697,3117,1955,590,122,9,16111,1493,10486,27280,33560,39905,35225,24138,12175,3441,187703,811,4725,11289,13227,14660,11989,7617,3817,908,69043,685,2393,7064,8640,7835,5511,2949,1211,261,36549,689,4750,16464,21188,26185,20855,10602,5046,1526,107305,113,2451,12677,16579,19682,22149,10557,4264,1023,89495,2571,11999,31659,36448,34586,26856,13679,5399,1750,164947,1416,7161,19074,22208,21229,16508,6864,2321,514,97295,462,2583,6036,5555,4701,3696,2008,829,239,26109,1965,6821,14020,12903,9361,6443,3620,1454,380,56967,159,204,144,154,190,156,121,102,46,1276,136,499,1533,2254,2255,1814,961,521,197,10170,17259,11302,19796,23791,26250,25932,27801,28475,14456,195062,28262,68173,175052,204603,214042,183146,113720,66527,24961,1078486
"1GSYD",122,4608,15321,15714,13404,9164,4657,1721,510,65221,679,5613,35609,23952,12680,4598,845,116,21,84113,1272,12757,48292,58463,63044,47508,29317,15434,4922,281009,914,7453,22574,23848,19139,13672,8168,4091,1168,101027,352,1917,6256,5967,4886,2783,1334,620,178,24293,742,9335,35787,36281,34568,24676,12612,6573,2251,162825,210,5171,25374,28212,29415,29004,13352,5771,1680,138189,3975,38512,136838,120095,87351,55928,23862,9863,3846,480270,2127,18171,59582,55196,42996,30686,12483,4703,1303,227247,1035,11668,30996,20951,12760,7077,3111,1511,533,89642,2317,11565,25830,20476,13027,8170,4029,1717,558,87689,400,530,441,437,516,441,245,153,70,3233,226,1806,6107,6603,5285,3493,1606,812,341,26279,26758,27047,57128,49751,46438,39585,33672,31377,19991,331747,41129,156153,506135,465946,385509,276785,149293,84462,37372,2102784
"19799",0,6,7,4,0,3,3,0,0,23,0,0,0,3,3,3,3,0,0,12,0,8,12,22,48,47,53,28,4,222,0,0,0,7,8,13,15,12,0,55,0,0,3,6,0,5,0,3,0,17,0,0,8,13,18,29,19,13,5,105,0,0,3,3,11,32,30,9,0,88,0,10,10,23,28,38,20,11,0,140,0,3,3,13,11,25,17,0,0,72,0,0,6,3,3,3,3,0,0,18,0,3,4,3,11,14,9,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,7,7,14,21,37,60,79,87,62,12,379,7,44,80,141,201,291,259,138,21,1182
