"region_id",C11_AP_45_49_NCB_2,C11_AP_45_49_NCB_3,C11_AP_45_49_NCB_4,C11_AP_45_49_NCB_5,C11_AP_45_49_NCB_6m,C11_AP_45_49_NCB_NS,C11_AP_45_49_Tot,C11_AP_50_54_NCB_0,C11_AP_50_54_NCB_1,C11_AP_50_54_NCB_2,C11_AP_50_54_NCB_3,C11_AP_50_54_NCB_4,C11_AP_50_54_NCB_5,C11_AP_50_54_NCB_6m,C11_AP_50_54_NCB_NS,C11_AP_50_54_Tot,C11_AP_55_59_NCB_0,C11_AP_55_59_NCB_1,C11_AP_55_59_NCB_2,C11_AP_55_59_NCB_3,C11_AP_55_59_NCB_4,C11_AP_55_59_NCB_5,C11_AP_55_59_NCB_6m,C11_AP_55_59_NCB_NS,C11_AP_55_59_Tot,C11_AP_60_64_NCB_0,C11_AP_60_64_NCB_1,C11_AP_60_64_NCB_2,C11_AP_60_64_NCB_3,C11_AP_60_64_NCB_4,C11_AP_60_64_NCB_5,C11_AP_60_64_NCB_6m,C11_AP_60_64_NCB_NS,C11_AP_60_64_Tot,C11_AP_65_69_NCB_0,C11_AP_65_69_NCB_1,C11_AP_65_69_NCB_2,C11_AP_65_69_NCB_3,C11_AP_65_69_NCB_4,C11_AP_65_69_NCB_5,C11_AP_65_69_NCB_6m,C11_AP_65_69_NCB_NS,C11_AP_65_69_Tot,C11_AP_70_74_NCB_0,C11_AP_70_74_NCB_1,C11_AP_70_74_NCB_2,C11_AP_70_74_NCB_3,C11_AP_70_74_NCB_4,C11_AP_70_74_NCB_5,C11_AP_70_74_NCB_6m,C11_AP_70_74_NCB_NS,C11_AP_70_74_Tot,C11_AP_75_79_NCB_0,C11_AP_75_79_NCB_1,C11_AP_75_79_NCB_2,C11_AP_75_79_NCB_3,C11_AP_75_79_NCB_4,C11_AP_75_79_NCB_5,C11_AP_75_79_NCB_6m,C11_AP_75_79_NCB_NS,C11_AP_75_79_Tot,C11_AP_80_84_NCB_0,C11_AP_80_84_NCB_1,C11_AP_80_84_NCB_2,C11_AP_80_84_NCB_3,C11_AP_80_84_NCB_4,C11_AP_80_84_NCB_5,C11_AP_80_84_NCB_6m,C11_AP_80_84_NCB_NS,C11_AP_80_84_Tot,C11_AP_85andover_N_c_b_0,C11_AP_85andover_N_c_b_1,C11_AP_85andover_N_c_b_2,C11_AP_85andover_N_c_b_3,C11_AP_85andover_N_c_b_4,C11_AP_85andover_N_c_b_5,C11_AP_85ov_N_c_b_6mor,C11_AP_85andover_N_c_b_NS,C11_AP_85_and_over_Tot,C11_AP_Tot_NCB_0,C11_AP_Tot_NCB_1,C11_AP_Tot_NCB_2,C11_AP_Tot_NCB_3,C11_AP_Tot_NCB_4,C11_AP_Tot_NCB_5,C11_AP_Tot_N_ch_b_6mor,C11_AP_Tot_NCB_NS,C11_AP_T_T
"1RNSW",31495,20636,7960,2325,1484,3384,87904,10739,9205,32109,22635,9087,2557,1331,3686,91349,9232,7951,29695,21723,8714,2333,1187,3422,84257,7926,6873,29269,21054,8780,2517,1347,3495,81261,5999,5136,21998,17831,8450,2742,1724,3350,67230,4580,3457,14579,14264,8768,3416,2657,3149,54870,3567,2873,10073,10865,7289,3475,3238,3360,44740,2993,2864,8364,8264,5711,2856,2833,3540,37425,3257,3730,8768,7325,4672,2325,2438,5392,37907,255227,108436,279829,195563,87701,30052,21869,56567,1035244
"1GSYD",57138,28891,9766,2862,1857,7686,155946,22556,20435,51731,28989,10373,3069,2002,7345,146500,18095,16526,44973,26699,10055,3056,1941,6592,127937,14106,12696,41474,25138,9472,2920,1902,5903,113611,9458,8260,29406,19626,8274,2784,2071,4965,84844,6595,5802,20403,15890,7857,3136,2889,4632,67204,5293,4725,14480,12263,7047,3152,3468,4357,54785,4960,4581,12176,9715,5747,2799,3461,4944,48383,5824,6412,13392,9078,5036,2436,3058,8492,53728,616238,225592,452476,247883,95700,32644,26557,118627,1815717
"19799",22,13,10,0,0,13,68,9,3,24,17,5,6,0,18,82,4,8,36,33,10,6,0,16,113,13,9,52,36,16,4,0,26,156,5,4,50,39,9,5,5,13,130,16,4,23,31,14,5,8,23,124,5,7,13,14,16,4,8,11,78,4,4,11,15,5,0,6,13,58,3,0,4,6,3,3,0,0,19,149,63,280,208,91,33,30,172,1026
