"region_id",Pers_age_15andOver_C01_M,Pers_age_15over_C01_F,Pers_age_15over_C01_P,Pers_age_15over_C06_M,Pers_age_15over_C06_F,Pers_age_15over_C06_P,Pers_age_15over_C11_M,Pers_age_15over_C11_F,Pers_age_15over_C11_P,Lfs_Em_FT_C01_M,Lfs_Em_FT_C01_F,Lfs_Em_FT_C01_P,Lfs_Em_FT_C06_M,Lfs_Em_FT_C06_F,Lfs_Em_FT_C06_P,Lfs_Em_FT_C11_M,Lfs_Em_FT_C11_F,Lfs_Em_FT_C11_P,Lfs_Emp_wor_pt_C01_M,Lfs_Emp_wor_pt_C01_F,Lfs_Emp_wor_pt_C01_P,Lfs_Emp_wor_pt_C06_M,Lfs_Emp_wor_pt_C06_F,Lfs_Emp_wor_pt_C06_P,Lfs_Emp_wor_pt_C11_M,Lfs_Emp_wor_pt_C11_F,Lfs_Emp_wor_pt_C11_P,Lfs_Em_AFWr_C01_M,Lfs_Em_AFWr_C01_F,Lfs_Em_AFWr_C01_P,Lfs_Em_AFWr_C06_M,Lfs_Em_AFWr_C06_F,Lfs_Em_AFWr_C06_P,Lfs_Em_AFWr_C11_M,Lfs_Em_AFWr_C11_F,Lfs_Em_AFWr_C11_P,Lfs_Unem_loo_f_wor_C01_M,Lfs_Unem_loo_f_wor_C01_F,Lfs_Unem_loo_f_wor_C01_P,Lfs_Unem_loo_f_wor_C06_M,Lfs_Unem_loo_f_wor_C06_F,Lfs_Unem_loo_f_wor_C06_P,Lfs_Unem_loo_f_wor_C11_M,Lfs_Unem_loo_f_wor_C11_F,Lfs_Unem_loo_f_wor_C11_P,Lfs_Tot_lab_for_C01_M,Lfs_Tot_lab_for_C01_F,Lfs_Tot_lab_for_C01_P,Lfs_Tot_lab_for_C06_M,Lfs_Tot_lab_for_C06_F,Lfs_Tot_lab_for_C06_P,Lfs_Tot_lab_for_C11_M,Lfs_Tot_lab_for_C11_F,Lfs_Tot_lab_for_C11_P,N_the_labo_forc_C01_M,N_the_labo_forc_C01_F,N_the_labo_forc_C01_P,N_the_labo_forc_C06_M,N_the_labo_forc_C06_F,N_the_labo_forc_C06_P,N_the_labo_forc_C11_M,N_the_labo_forc_C11_F,N_the_labo_forc_C11_P,Percnt_Unemploy_C01_M,Percnt_Unemploy_C01_F,Percnt_Unemploy_C01_P,Percnt_Unemploy_C06_M,Percnt_Unemploy_C06_F,Percnt_Unemploy_C06_P,Percnt_Unemploy_C11_M,Percnt_Unemploy_C11_F,Percnt_Unemploy_C11_P,Prcnt_LForc_prt_C01_M,Prcnt_LForc_prt_C01_F,Prcnt_LForc_prt_C01_P,Prcnt_LForc_prt_C06_M,Prcnt_LForc_prt_C06_F,Prcnt_LForc_prt_C06_P,Prcnt_LForc_prt_C11_M,Prcnt_LForc_prt_C11_F,Prcnt_LForc_prt_C11_P,Pcnt_Emp_to_pop_C01_M,Pcnt_Emp_to_pop_C01_F,Pcnt_Emp_to_pop_C01_P,Pcnt_Emp_to_pop_C06_M,Pcnt_Emp_to_pop_C06_F,Pcnt_Emp_to_pop_C06_P,Pcnt_Emp_to_pop_C11_M,Pcnt_Emp_to_pop_C11_F,Pcnt_Emp_to_pop_C11_P,No_sc_qu_Po_De_C01_M,No_sc_qu_Po_De_C01_F,No_sc_qu_Po_De_C01_P,No_sc_qu_Po_De_C06_M,No_sc_qu_Po_De_C06_F,No_sc_qu_Po_De_C06_P,No_sc_qu_Po_De_C11_M,No_sc_qu_Po_De_C11_F,No_sc_qu_Po_De_C11_P,N_s_q_Gr_D_G_Ce_C01_M,N_s_q_Gr_D_G_Ce_C01_F,N_s_q_Gr_D_G_Ce_C01_P,N_s_q_Gr_D_G_Ce_C06_M,N_s_q_Gr_D_G_Ce_C06_F,N_s_q_Gr_D_G_Ce_C06_P,N_s_q_Gr_D_G_Ce_C11_M,N_s_q_Gr_D_G_Ce_C11_F,N_s_q_Gr_D_G_Ce_C11_P,N_s_q_Bach_Deg_C01_M,N_s_q_Bach_Deg_C01_F,N_s_q_Bach_Deg_C01_P,N_s_q_Bach_Deg_C06_M,N_s_q_Bach_Deg_C06_F,N_s_q_Bach_Deg_C06_P,N_s_q_Bach_Deg_C11_M,N_s_q_Bach_Deg_C11_F,N_s_q_Bach_Deg_C11_P,N_s_q_AdD_DL_2001_Cens_M,N_s_q_AdD_DL_2001_Cens_F,N_s_q_AdD_DL_2001_Cens_P,N_s_q_AdD_DL_2006_Cens_M,N_s_q_AdD_DL_2006_Cens_F,N_s_q_AdD_DL_2006_Cens_P,N_s_q_AdD_DL_2011_Cens_M,N_s_q_AdD_DL_2011_Cens_F,N_s_q_AdD_DL_2011_Cens_P,N_s_q_Cert_Leve_C01_M,N_s_q_Cert_Leve_C01_F,N_s_q_Cert_Leve_C01_P,N_s_q_Cert_Leve_C06_M,N_s_q_Cert_Leve_C06_F,N_s_q_Cert_Leve_C06_P,N_s_q_Cert_Leve_C11_M,N_s_q_Cert_Leve_C11_F,N_s_q_Cert_Leve_C11_P,Mig_Liv_SA_1yr_ag_01_Cen_M,Mig_Liv_SA_1yr_ag_01_Cen_F,Mig_Liv_SA_1yr_ag_01_Cen_P,Mig_Liv_SA_1yr_ag_06_Cen_M,Mig_Liv_SA_1yr_ag_06_Cen_F,Mig_Liv_SA_1yr_ag_06_Cen_P,Mig_Liv_SA_1yr_ag_11_Cen_M,Mig_Liv_SA_1yr_ag_11_Cen_F,Mig_Liv_SA_1yr_ag_11_Cen_P,Mig_Liv_DA_1yr_ag_01_Cen_M,Mig_Liv_DA_1yr_ag_01_Cen_F,Mig_Liv_DA_1yr_ag_01_Cen_P,Mig_Liv_DA_1yr_ag_06_Cen_M,Mig_Liv_DA_1yr_ag_06_Cen_F,Mig_Liv_DA_1yr_ag_06_Cen_P,Mig_Liv_DA_1yr_ag_11_Cen_M,Mig_Liv_DA_1yr_ag_11_Cen_F,Mig_Liv_DA_1yr_ag_11_Cen_P,Mi_Liv_SA_5yrs_ag_2001_Ce_M,Mi_Liv_SA_5yrs_ag_2001_Ce_F,Mi_Liv_SA_5yrs_ag_2001_Ce_P,Mi_Liv_SA_5yrs_ag_2006_Ce_M,Mi_Liv_SA_5yrs_ag_2006_Ce_F,Mi_Liv_SA_5yrs_ag_2006_Ce_P,Mi_Liv_SA_5yrs_ag_2011_Ce_M,Mi_Liv_SA_5yrs_ag_2011_Ce_F,Mi_Liv_SA_5yrs_ag_2011_Ce_P,Mi_Liv_DA_5yrs_ag_2001_Ce_M,Mi_Liv_DA_5yrs_ag_2001_Ce_F,Mi_Liv_DA_5yrs_ag_2001_Ce_P,Mi_Liv_DA_5yrs_ag_2006_Ce_M,Mi_Liv_DA_5yrs_ag_2006_Ce_F,Mi_Liv_DA_5yrs_ag_2006_Ce_P,Mi_Liv_DA_5yrs_ag_2011_Ce_M,Mi_Liv_DA_5yrs_ag_2011_Ce_F,Mi_Liv_DA_5yrs_ag_2011_Ce_P
"1RNSW",907555,939744,1847299,945039,986360,1931399,991254,1035246,2026500,391138,185811,576949,409593,203241,612834,426942,222573,649515,88945,197331,286276,99379,226659,326038,108627,245834,354461,37113,30890,68003,36016,31681,67697,35227,35053,70280,58013,37017,95030,42121,34024,76145,38735,31656,70391,575209,451049,1026258,587109,495605,1082714,609531,535116,1144647,298827,449445,748272,305868,439988,745856,327982,450025,778007,10.1,8.2,9.3,7.2,6.9,7.0,6.4,5.9,6.1,63.4,48.0,55.6,62.1,50.2,56.1,61.5,51.7,56.5,57.0,44.1,50.4,57.7,46.8,52.1,57.6,48.6,53.0,12253,7549,19802,16115,12127,28242,21309,18838,40147,7206,12439,19645,7731,13825,21556,9201,17115,26316,52412,66582,118994,64024,87759,151783,75980,110802,186782,39408,56771,96179,47693,72322,120015,57396,85721,143117,240916,95753,336669,262084,127092,389176,287159,159776,446935,907792,926566,1834358,948387,977639,1926026,992025,1024129,2016154,204770,209406,414176,174038,182957,356995,171385,182219,353604,596755,606446,1203201,624339,638525,1262864,676287,692417,1368704,448751,467118,915869,427631,454854,882485,412931,441920,854851
"1GSYD",1534229,1614960,3149189,1605580,1694240,3299820,1720633,1815717,3536350,772691,454970,1227661,787581,474118,1261699,840602,511958,1352560,154884,312588,467472,172230,343110,515340,199690,384049,583739,64469,56623,121092,60892,56726,117618,57963,60983,118946,69884,48250,118134,57846,48896,106742,66493,59441,125934,1061928,872431,1934359,1078549,922850,2001399,1164748,1016431,2181179,394891,656232,1051123,398639,649655,1048294,448673,697241,1145914,6.6,5.5,6.1,5.4,5.3,5.3,5.7,5.8,5.8,69.2,54.0,61.4,67.2,54.5,60.7,67.7,56.0,61.7,64.7,51.0,57.7,63.6,51.6,57.4,63.8,52.7,58.1,53801,36007,89808,75459,58200,133659,105722,91685,197407,15687,25608,41295,16750,27399,44149,21902,34211,56113,188830,198906,387736,226764,254270,481034,276406,321544,597950,94126,121754,215880,111671,154593,266264,136293,180936,317229,329068,153842,482910,324195,166083,490278,341069,193927,534996,1487495,1545133,3032628,1563744,1635296,3199040,1712953,1786234,3499187,325290,330818,656108,278147,290288,568435,289178,301670,590848,939221,986647,1925868,1020007,1074881,2094888,1125293,1182385,2307678,764059,786539,1550598,700329,734685,1435014,743984,778140,1522124
"19799",1037,293,1330,287,90,377,930,1028,1958,699,124,823,182,12,194,171,52,223,35,17,52,17,17,34,19,43,62,52,16,68,23,4,27,196,240,436,20,12,32,8,3,11,8,12,20,806,169,975,230,36,266,394,347,741,56,89,145,24,31,55,362,507,869,2.5,7.1,3.3,3.5,8.3,4.1,2.0,3.5,2.7,77.7,57.7,73.3,80.1,39.6,70.4,42.4,33.8,37.9,75.8,53.6,70.9,77.4,36.3,67.5,41.6,32.6,36.8,9,4,13,5,0,5,15,24,39,9,0,9,4,0,4,10,14,24,48,28,76,10,7,17,58,81,139,115,13,128,33,4,37,74,99,173,286,37,323,65,11,76,279,98,377,626,163,789,212,49,261,724,831,1555,269,136,405,43,16,59,90,85,175,289,96,385,140,38,178,555,627,1182,604,199,803,106,29,135,252,285,537
