"region_id",C01_M_Post_Deg_15_19_yrs,C01_M_Post_Deg_20_24_yrs,C01_M_Post_Deg_25_34_yrs,C01_M_Post_Deg_35_44_yrs,C01_M_Post_Deg_45_54_yrs,C01_M_Post_Deg_55_64_yrs,C01_M_Post_Deg_65_74_yrs,C01_M_Post_Deg_75_84_yrs,C01_M_Post_Deg_85o,C01_M_Post_Deg_Tot,C01_M_GrDip_GrCe_15_19,C01_M_GrDip_GrCe_20_24,C01_M_GrDip_GrCe_25_34,C01_M_GrDip_GrCe_35_44,C01_M_GrDip_GrCe_45_54,C01_M_GrDip_GrCe_55_64,C01_M_GrDip_GrCe_65_74,C01_M_GrDip_GrCe_75_84,C01_M_GrDip_GrCe_85ov,C01_M_GrDip_GrCe_Tot,C01_M_BD_15_19,C01_M_BD_20_24,C01_M_BD_25_34,C01_M_BD_35_44,C01_M_BD_45_54,C01_M_BD_55_64,C01_M_BD_65_74,C01_M_BD_75_84,C01_M_BD_85o,C01_M_BD_T,C01_M_AdD_DL_15_19,C01_M_AdD_DL_20_24,C01_M_AdD_DL_25_34,C01_M_AdD_DL_35_44,C01_M_AdD_DL_45_54,C01_M_AdD_DL_55_64,C01_M_AdD_DL_65_74,C01_M_AdD_DL_75_84,C01_M_AdD_DL_85o,C01_M_AdD_DL_Tot,C01_M_CL_CL_nfd_15_19,C01_M_CL_CL_nfd_20_24,C01_M_CL_CL_nfd_25_34,C01_M_CL_CL_nfd_35_44,C01_M_CL_CL_nfd_45_54,C01_M_CL_CL_nfd_55_64,C01_M_CL_CL_nfd_65_74,C01_M_CL_CL_nfd_75_84,C01_M_CL_CL_nfd_85_ov,C01_M_CL_CL_nfd_Tot,C01_M_CL_C_III_IV_15_19,C01_M_CL_C_III_IV_20_24,C01_M_CL_C_III_IV_25_34,C01_M_CL_C_III_IV_35_44,C01_M_CL_C_III_IV_45_54,C01_M_CL_C_III_IV_55_64,C01_M_CL_C_III_IV_65_74,C01_M_CL_C_III_IV_75_84,C01_M_CL_C_III_IV_85_ov,C01_M_CL_C_III_IV_Tot,C01_M_CL_C_I_II_15_19,C01_M_CL_C_I_II_20_24,C01_M_CL_C_I_II_25_34,C01_M_CL_C_I_II_35_44,C01_M_CL_C_I_II_45_54,C01_M_CL_C_I_II_55_64,C01_M_CL_C_I_II_65_74,C01_M_CL_C_I_II_75_84,C01_M_CL_C_I_II_85_ov,C01_M_CL_C_I_II_Tot,C01_M_CL_T_15_19,C01_M_CL_T_20_24,C01_M_CL_T_25_34,C01_M_CL_T_35_44,C01_M_CL_T_45_54,C01_M_CL_T_55_64,C01_M_CL_T_65_74,C01_M_CL_T_75_84,C01_M_CL_T_85_ov,C01_M_CL_T_Tot,C01_M_LE_ID_15_19,C01_M_LE_ID_20_24,C01_M_LE_ID_25_34,C01_M_LE_ID_35_44,C01_M_LE_ID_45_54,C01_M_LE_ID_55_64,C01_M_LE_ID_65_74,C01_M_LE_ID_75_84,C01_M_LE_ID_85o,C01_M_LE_ID_Tot,C01_M_LE_NS_15_19,C01_M_LE_NS_20_24,C01_M_LE_NS_25_34,C01_M_LE_NS_35_44,C01_M_LE_NS_45_54,C01_M_LE_NS_55_64,C01_M_LE_NS_65_74,C01_M_LE_NS_75_84,C01_M_LE_NS_85_ov,C01_M_LE_NS_T,C01_M_Tot_15_19_yrs,C01_M_Tot_20_24_yrs,C01_M_Tot_25_34_yrs,C01_M_Tot_35_44_yrs,C01_M_Tot_45_54_yrs,C01_M_Tot_55_64_yrs,C01_M_Tot_65_74_yrs,C01_M_Tot_75_84_yrs,C01_M_Tot_85o,C01_M_T_T,C06_M_Post_Deg_15_19_yrs,C06_M_Post_Deg_20_24_yrs,C06_M_Post_Deg_25_34_yrs,C06_M_Post_Deg_35_44_yrs,C06_M_Post_Deg_45_54_yrs,C06_M_Post_Deg_55_64_yrs,C06_M_Post_Deg_65_74_yrs,C06_M_Post_Deg_75_84_yrs,C06_M_Post_Deg_85o,C06_M_Post_Deg_Tot,C06_M_GrDip_GrCe_15_19,C06_M_GrDip_GrCe_20_24,C06_M_GrDip_GrCe_25_34,C06_M_GrDip_GrCe_35_44,C06_M_GrDip_GrCe_45_54,C06_M_GrDip_GrCe_55_64,C06_M_GrDip_GrCe_65_74,C06_M_GrDip_GrCe_75_84,C06_M_GrDip_GrCe_85ov,C06_M_GrDip_GrCe_Tot,C06_M_BD_15_19,C06_M_BD_20_24,C06_M_BD_25_34,C06_M_BD_35_44,C06_M_BD_45_54,C06_M_BD_55_64,C06_M_BD_65_74,C06_M_BD_75_84,C06_M_BD_85o,C06_M_BD_Tot,C06_M_AdD_DL_15_19,C06_M_AdD_DL_20_24,C06_M_AdD_DL_25_34,C06_M_AdD_DL_35_44,C06_M_AdD_DL_45_54,C06_M_AdD_DL_55_64,C06_M_AdD_DL_65_74,C06_M_AdD_DL_75_84,C06_M_AdD_DL_85o,C06_M_AdD_DL_Tot,C06_M_CL_CL_nfd_15_19,C06_M_CL_CL_nfd_20_24,C06_M_CL_CL_nfd_25_34,C06_M_CL_CL_nfd_35_44,C06_M_CL_CL_nfd_45_54,C06_M_CL_CL_nfd_55_64,C06_M_CL_CL_nfd_65_74,C06_M_CL_CL_nfd_75_84,C06_M_CL_CL_nfd_85_ov,C06_M_CL_CL_nfd_Tot,C06_M_CL_C_III_IV_15_19,C06_M_CL_C_III_IV_20_24,C06_M_CL_C_III_IV_25_34,C06_M_CL_C_III_IV_35_44,C06_M_CL_C_III_IV_45_54,C06_M_CL_C_III_IV_55_64,C06_M_CL_C_III_IV_65_74,C06_M_CL_C_III_IV_75_84,C06_M_CL_C_III_IV_85_ov,C06_M_CL_C_III_IV_Tot,C06_M_CL_C_I_II_15_19,C06_M_CL_C_I_II_20_24,C06_M_CL_C_I_II_25_34,C06_M_CL_C_I_II_35_44,C06_M_CL_C_I_II_45_54,C06_M_CL_C_I_II_55_64,C06_M_CL_C_I_II_65_74,C06_M_CL_C_I_II_75_84,C06_M_CL_C_I_II_85_ov,C06_M_CL_C_I_II_Tot,C06_M_CL_T_15_19,C06_M_CL_T_20_24,C06_M_CL_T_25_34,C06_M_CL_T_35_44,C06_M_CL_T_45_54,C06_M_CL_T_55_64,C06_M_CL_T_65_74,C06_M_CL_T_75_84,C06_M_CL_T_85_ov,C06_M_CL_T_Tot,C06_M_LE_ID_15_19,C06_M_LE_ID_20_24,C06_M_LE_ID_25_34,C06_M_LE_ID_35_44,C06_M_LE_ID_45_54,C06_M_LE_ID_55_64,C06_M_LE_ID_65_74,C06_M_LE_ID_75_84,C06_M_LE_ID_85o,C06_M_LE_ID_Tot
"1RNSW",9,70,1218,3203,3848,2374,1097,373,61,12253,4,73,937,1968,2656,1006,421,131,10,7206,29,3055,12315,12522,13118,6310,3261,1531,271,52412,145,1841,7054,9248,9472,5853,3780,1729,286,39408,374,724,767,715,517,242,97,33,12,3481,2604,13843,41763,54831,46304,31785,21060,9558,1340,223088,633,1425,2450,2947,3196,1993,1157,477,69,14347,3611,15992,44980,58493,50017,34020,22314,10068,1421,240916,197,512,1245,1842,1858,1316,976,542,102,8590,8238,5547,11484,12173,11376,9848,12535,10431,2865,84497,12233,27090,79233,99449,92345,60727,44384,24805,5016,445282,5,122,1818,3521,4491,3807,1628,637,85,16114,0,70,906,1651,2650,1660,592,184,18,7731,47,3632,13770,13923,15272,10251,4479,2266,382,64022,168,2217,7168,10283,11268,8791,4805,2524,468,47692,328,821,1697,2033,2635,2494,1275,655,97,12035,3102,15539,39654,51270,51858,39424,25320,12867,2188,241222,950,1937,1857,1428,1224,887,391,131,23,8828,4380,18297,43208,54731,55717,42805,26986,13653,2308,262085,239,716,1518,2054,2545,2272,1502,958,219,12023
"1GSYD",44,598,10623,17290,14481,7006,2586,964,209,53801,16,300,3486,4645,4518,1768,694,212,48,15687,168,14712,58835,49511,36868,16671,7568,3685,812,188830,572,7635,25399,22847,18005,10284,5790,2986,608,94126,563,1708,1900,1260,733,322,123,73,25,6707,3154,20685,66861,69500,56825,40802,23806,12062,2201,295896,654,2204,5483,6210,5922,3536,1631,713,112,26465,4371,24597,74244,76970,63480,44660,25560,12848,2338,329068,373,1357,3640,4039,3600,2337,1412,823,234,17815,16450,13031,26147,26257,23219,17409,16646,13552,4300,157011,21994,62230,202374,201559,164171,100135,60256,35070,8549,856338,42,1305,18001,21350,17895,11151,3958,1473,283,75458,9,255,3662,4473,4564,2504,889,345,48,16749,204,18117,66980,55004,43969,25989,10165,5182,1155,226765,773,10097,26069,27131,21373,14296,6963,3994,974,111670,412,1630,3869,4515,4618,4010,1770,880,173,21877,3653,20392,57355,65131,56544,44321,25504,14578,3044,290522,1009,2193,2741,2025,1718,1318,508,253,31,11796,5074,24215,63965,71671,62880,49649,27782,15711,3248,324195,416,1702,4719,5343,4803,3668,2152,1321,383,24507
"19799",0,0,4,3,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,7,0,7,26,10,3,0,0,0,0,46,0,3,40,47,12,13,0,0,0,115,0,0,0,0,0,3,0,0,0,3,4,80,89,34,21,15,6,0,3,252,0,6,5,10,3,6,0,0,0,30,4,86,94,44,24,24,6,0,3,285,0,0,4,0,0,0,0,0,0,4,11,27,36,30,30,28,25,19,31,237,15,123,211,134,69,65,31,19,34,701,0,3,3,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,3,0,3,3,3,0,0,0,0,0,9,0,0,7,9,15,3,0,0,0,34,0,0,0,3,3,0,0,0,0,6,0,4,12,14,11,18,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,4,12,17,14,18,0,0,0,65,0,0,3,4,0,0,3,0,0,10
