"region_id",C11_All_in_ns_1PF_1C,C11_All_in_ns_1PF_2C,C11_All_in_ns_1PF_3C,C11_All_in_ns_1_pa_fa_4m_c,C11_All_in_ns_1_pa_fa_w_To,C11_Tot_1PF_1C,C11_Tot_1PF_2C,C11_Tot_1PF_3C,C11_Tot_1_pa_fa_4mor_ch,C11_Tot_T
"1RNSW",2172,935,392,253,3752,65106,33498,12353,5731,116688
"1GSYD",2715,1268,509,290,4782,102755,53258,17875,7330,181218
"19799",0,0,0,0,0,0,0,0,0,0
